Ministerie;Leverancier;4000 - Diensten en middelen overig;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement, Documentontwikkeling en -verwerking;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;Eindtotaal
DEF;FietsNED B.V.;1;;;;;;;;;;1
DEF;FilmService B.V.;2;;;;;;;;;;2
DEF;finalmente;1;;;;;;;;;;1
DEF;FindWhere B.V.;1;;;;;;;;;;1
DEF;Firecom B.V.;1;;;;;;;;;;1
DEF;Fireware;1;;;;;;;;;;1
DEF;Firma Janfre;2;;;;;;;;;;2
DEF;First Care Company;1;;;;;;;;;;1
DEF;Fisher Emergo B.V.;1;;;;;;;;;;1
DEF;Fitnesscentrum Performance;1;;;;;;;;;;1
DEF;Fixers B.V.;1;;;;;;;;;;1
DEF;Flec Nederland B.V.;1;;;;;;;;;;1
DEF;Fletcher Hotel Exploitaties B.V.;;1;;;;;;;;;1
DEF;Fleurop-Interflora Nederland B.V.;1;;;;;;;;;;1
DEF;Flevonice B.V.;1;;;;;;;;;;1
DEF;Flexicon B.V.;1;;;;;;;;;;1
DEF;Fliteline B.V.;4;;;;;;;;;;4
DEF;Flora Nova Interieurbeplanting B.V.;1;;;;;;;;;;1
DEF;Florido;1;;;;;;;;;;1
DEF;Florisgifts B.V.;2;;;;;;;;;;2
DEF;Fockert Electro B.V.;1;;;;;;;;;;1
DEF;Fofic;1;;;;;;;;;;1
DEF;Folieman;1;;;;;;;;;;1
DEF;Folmer Hekwerken B.V.;;;2;;;;;;;;2
DEF;FOM Creations;1;;;;;;;;;;1
DEF;Foppen Grafische Bedrijven B.V.;1;;;;;;;;;;1
DEF;Forensisch Artsen Rotterdam-Rijnmond B.V.;2;;;;;;;;;;2
DEF;Forsythia Zuidplas B.V.;1;;;;;;;;;;1
DEF;Fort Altena B.V.;;1;;;;;;;;;1
DEF;Fort Wierickerschans B.V.;;1;;;;;;;;;1
DEF;Fosch Management & Advies;1;;;;;;;;;;1
DEF;Foster & Freeman Netherlands B.V.;2;;;;;;;;;;2
DEF;Foto De Vakman;1;;;;;;;;1;;1
DEF;Foto Video Beemster B.V.;1;;;;;;;;;;1
DEF;Fotocadeau B.V.;;;;;;;;1;;;1
DEF;Fource automotive;1;;;;;;;;;;1
DEF;Fox Reclame;1;;;;;;;;;;1
DEF;Frama Nederland;1;;;;;;;;;;1
DEF;Frame Engineering B.V.;1;;;;;;;;;;1
DEF;FRAMO C.V.;1;;;;;;;;;;1
DEF;Frank Techniek;1;;;;;;;;;;1
DEF;Frans B.V.;;1;;;;;;;;;1
DEF;Freedom Motors Nederland B.V.;1;;;;;;;;;;1
DEF;Freyja Fence B.V.;;;;;;;;;1;;1
DEF;Fri-Jo Lichtreclame B.V.;1;;;;;;;;;;1
DEF;Frisian Industries B.V.;1;;;;;;;;;;1
DEF;Frisian Motors B.V.;2;;;;;;;;;;2
DEF;Fritz-Events B.V.;1;;;;;;;;;;1
DEF;Fromm Nederland B.V.;1;;;;;;;;;;1
DEF;Fruitkracht;;1;;;;;;;;;1
DEF;Fruitzaam Gifts;;1;;;;;;;;;1
DEF;FS NL Poortgebouw Opco 16 B.V.;;1;;;;;;;;;1
DEF;Funk-e Animations B.V.;1;;;;;;;;;;1
DEF;Fusion Plaza Zwolle B.V.;1;;;;;;;;;;1
DEF;Fussia B.V.;;1;;;;;;;;;1
DEF;G&H Gascontrol B.V.;1;;;;;;;;;;1
DEF;G.F.P. (Gear for Professionals) B.V.;2;;;;;;;;;;2
DEF;G.S.P. B.V.;3;;;;;;;;;;3
DEF;Gajes in de Bajes B.V.;;1;;;;;;;;;1
DEF;Gartner Nederland B.V.;3;;;;;;;;;;3
DEF;Gasdepot Pul;;;;;1;;;1;;;1
DEF;Gasterij 't Hilletje;;1;;;;;;;;;1
DEF;Gasthuys De Notabelen;;1;;;;;;;;;1
DEF;Gebr. Houterman Beheer B.V.;1;;;;;;;;;;1
DEF;Gefco Benelux;;;1;;;;;;;;1
DEF;Geling's Langste Autowasstraat B.V.;1;;;;;;;;;;1
DEF;Geometius B.V.;1;;;;;;;;;;1
DEF;Get out of here B.V.;;1;;;;;;;;;1
DEF;Glas Geschenken Gouda;1;;;;;;;;;;1
DEF;Glas Voorthuizen;1;;;;;;;;;;1
DEF;Glasverpakkingen.nl;1;;;;;;;;;;1
DEF;Global Knowledge Network Netherlands B.V.;1;;;;;;;;;;1
DEF;GMC-Instruments Nederland B.V.;1;;;;;;;;;;1
DEF;Go Rental B.V.;1;;;;;;;;;;1
DEF;Goat Music;1;;;;;;;;;;1
DEF;Goba B.V.;1;;;;;;;;;;1
DEF;Goedhart Boeken;1;;;;;;;;;;1
DEF;Golfcentrum Roosendaal B.V.;1;;;;;;;;;;1
DEF;Good Xpress B.V.;;;;;;;;1;;;1
DEF;Goodstore;;;;;;;;1;;;1
DEF;Gordian Logistic Experts B.V.;;;;;;;2;;;;2
DEF;Gotcha;1;;;;;;;;;;1
DEF;Gouwenberg vloeren.gordijnen.zonwering;;;;;;;;2;;;2
DEF;Governance & Integrity International B.V.;1;;;;;;;;;;1
DEF;Gowa Sportswear B.V.;1;;;;;;;;;;1
DEF;GPEX B.V.;1;;;;;;;;;;1
DEF;Grafisch Bedrijf Goes B.V.;2;;;;;;;;;;2
DEF;Grand Cafe Brasserie Brocante;;1;;;;;;;;;1
DEF;Grandcafe Haagsche Bluf;;1;;;;;;;;;1
DEF;Gravure '85;1;;;;;;;;;;1
DEF;Greenzz B.V.;;;;;;;;1;;;1
DEF;Greetz B.V.;;1;;;;;;;;;1
DEF;Grevenbroek Music;1;;;;;;;;;;1
DEF;Groasis B.V.;;;;;;;1;;;;1
DEF;Groenendijk Bedrijfskleding B.V.;1;;;;;;;;;;1
DEF;Groningen Airport Eelde N.V.;2;;;;;;;;;;2
DEF;Groot Diving;1;;;;;;;;;;1
DEF;Grottendieck Bezuidenhout B.V.;;;;;;;;;1;;1
DEF;Grottendieck Maatwerk;;;;;;;;1;1;;1
DEF;Gruppo Corso Limited;1;;;;;;;;;;1
DEF;Guliker's Gas- en Oliehandel B.V.;1;;;;;;;;;;1
DEF;Gullimex B.V.;1;;;;;;;;;;1
DEF;Gusto Mangia e Bevi;;1;;;;;;;;;1
DEF;Gymboxx B.V.;2;;;;;;;;;;2
DEF;H & S Cleaning B.V.;;1;;;;;;;;;1
DEF;Hacon Containers;2;;;;;;;1;;;2
DEF;Haesje Claes B.V.;;1;;;;;;;;;1
DEF;Hagisto;1;;;;;;;;;;1
DEF;Hako B.V.;1;;;1;;;;1;1;;1
DEF;Halfords;;;;;;;;;1;;1
DEF;Hamag Magazijninrichting B.V.;1;;;;;;;;;;1
DEF;Hamer B.V.;1;;;;;;;;;;1
DEF;Handelsmaatschappij Goos B.V.;1;;;;;;;;;;1
DEF;Handelsonderneming Dirks B.V.;2;;;;;;;;;;2
DEF;Handelsonderneming Dolco Kampen B.V.;1;;;;;;;;;;1
DEF;Handelsonderneming Louter;1;;;;;;;;;;1
DEF;Handelsonderneming Pehavo Uden B.V.;1;;;;;;;;;;1
DEF;Handelsonderneming T. Brinkman;1;;;;;;;;;;1
DEF;Handelsonderneming Topscore V.O.F.;1;;;;;;;;;;1
DEF;Handelsonderneming Van der Blij B.V.;1;;;;;;;;;;1
DEF;Handelsonderneming Veenstra;1;;;;;;;;;;1
DEF;Hanneke's Workshops;1;;;;;;;1;;;1
DEF;Hanos Heerenveen B.V.;;1;;;;;;;;;1
DEF;Harbers Trucks Barneveld B.V.;1;;;;;;;;;;1
DEF;Hart voor verhalen;1;;;;;;;;;;1
DEF;Hartech Meet- & Testapparatuur B.V.;1;;;;;;;;;;1
DEF;Hartwig Instruments B.V.;1;;;;;;;;;;1
DEF;HazeNotes;1;;;;;;;;;;1
DEF;H'Baron;;1;;;;;;;;;1
DEF;HBC - Wooncomfort;1;;;;;;;;;;1
DEF;HBL Online B.V.;1;;;;;;;;;;1
DEF;HBM Machines B.V.;1;;;;;;;;;;1
DEF;HE Den Haag B.V.;;1;;;;;;;;;1
DEF;Health2Work B.V.;;;;;;;;1;1;;1
DEF;Heerlijkheid Marienwaerdt;;1;;;;;;;;;1
DEF;Heidelberg Benelux B.V.;;;;;;;;;1;;1
DEF;Heidrick & Struggles B.V.;1;;;;;;;;;;1
DEF;Heike Dierrijk Klinieken B.V.;;;1;;;;;;;;1
DEF;Heineken Nederland B.V.;;2;;;;;;;;;2
DEF;Helder Graveertechniek en Naamplaat-Ind. B.V.;;;;;;;;;1;;1
DEF;Helder Vastgoed Schilderwerken B.V.;2;;;;;;;;;;2
DEF;Héman Verhuurservice B.V.;;;;;;;;1;;;1
DEF;Henri Bloem's Wijnkoperij;;1;;;;;;;;;1
DEF;Henry's Project Management;1;;;;;;;;;;1
DEF;Heraldic United;1;;;;;;;;;;1
DEF;Heras Mobile Fencing & Security;1;;;;;;;;;;1
DEF;Hermans Beheer B.V.;2;;;;;;;;;;2
