gebied,straat,nummer,detailinfo,aantal nesten,opmerkingen,latitude,longitude,symbol,name,desc
"Overvecht, locatie 2",Bagdaddreef,2,onder loodslab links halverwege schoorsteen,1,,52.1246571,5.1028173,"Flag, Blue",Bagdaddreef 2,onder loodslab links halverwege schoorsteen
"Overvecht, locatie 2",Koeweitdreef,4,onder loodslab rechts onderkant schoorsteen,1,,52.1256036,5.103965,"Flag, Blue",Koeweitdreef 4,onder loodslab rechts onderkant schoorsteen
"Overvecht, locatie 3",Zuidpooldreef,34,kopse kant onder afdekpan in de nok,1,,52.1152987,5.1057676,"Flag, Blue",Zuidpooldreef 34,kopse kant onder afdekpan in de nok
"Overvecht, locatie 3",Zuidpooldreef,35/36,"onder dakgoot voorkant, mogelijk boven regenpijp",1,,52.1151913,5.1059581,"Flag, Blue",Zuidpooldreef 35/36,"onder dakgoot voorkant, mogelijk boven regenpijp"
"Overvecht, locatie 3",Zuidpooldreef,9,onder dakgoot aan voorkant op de hoek,1,,52.1152245,5.1048337,"Flag, Blue",Zuidpooldreef 9,onder dakgoot aan voorkant op de hoek
"Overvecht, locatie 3",Zuidpooldreef,27,onder overhangende pannen aan de kopse kant,1,,52.1155494,5.1053572,"Flag, Blue",Zuidpooldreef 27,onder overhangende pannen aan de kopse kant
"Overvecht, locatie 3",Zuidpooldreef,26,onder overhangende pannen aan de kopse kant,1,,52.1153148,5.1049791,"Flag, Blue",Zuidpooldreef 26,onder overhangende pannen aan de kopse kant
"Overvecht, locatie 3",Zuidpooldreef,31,onder overhangende pannen aan de kopse kant,1,,52.1153971,5.1055918,"Flag, Blue",Zuidpooldreef 31,onder overhangende pannen aan de kopse kant
"Overvecht, overig",Denverdreef,4,onder dakgoot aan achterzijde woning,1,,52.1247938,5.096216,"Flag, Blue",Denverdreef 4,onder dakgoot aan achterzijde woning
"Overvecht, overig",Denverdreef,8,nest,1,,52.12476,5.09642,"Flag, Blue",Denverdreef 8,nest
"Overvecht, overig",Bostondreef,33,nest met jongen,3,,52.12467,5.09557,"Flag, Red",Bostondreef 33,nest met jongen
"Overvecht, overig",Bostondreef,45,"kopse kant, onder 3e, 5e, 8e en 13e dakpan rechts",4,,52.1246394,5.0955453,"Flag, Red",Bostondreef 45,"kopse kant, onder 3e, 5e, 8e en 13e dakpan rechts"
"Overvecht, overig",Oklahomadreef,8,"kopse kant, 3e dakpan rechtsboven",1,,52.1254946,5.0960947,"Flag, Blue",Oklahomadreef 8,"kopse kant, 3e dakpan rechtsboven"
"Overvecht, overig",Baltimoredreef,7,nest met jongen,1,,52.12481,5.0953,"Flag, Blue",Baltimoredreef 7,nest met jongen
"Overvecht, overig",Torontodreef,17,nest,1,,52.12572,5.09645,"Flag, Blue",Torontodreef 17,nest
"Overvecht, overig",Québecdreef,17,nest,1,,52.12616,5.09699,"Flag, Blue",Québecdreef 17,nest
"Overvecht, overig",Ottawadreef,39,nest met jongen,1,,52.12635,5.0976,"Flag, Blue",Ottawadreef 39,nest met jongen
Tuinwijk/Vogelbuurt,Adelaarstraat,25,"Ierse Pub O'Leary onder daklijst, 1 aan kant Adelaarstr, en 1 kant aan de kant van de Hopakker",2,,52.0991074,5.1156477,"Flag, Green",Adelaarstraat 25,"Ierse Pub O'Leary onder daklijst, 1 aan kant Adelaarstr. en 1 aan de kant van de Hopakker"
Tuinwijk/Vogelbuurt,Koekoekstraat,55,"Food Imperium, hoek Havikstr. Onder daklijst",2,,52.0989898,5.1192532,"Flag, Green",Koekoekstraat 55,"Food Imperium, hoek Havikstr. Onder daklijst"
Tuinwijk/Vogelbuurt,Havikstraat,43,onder daklijst bovenkant dak,1,,52.0992065,5.1196897,"Flag, Blue",Havikstraat 43,onder daklijst bovenkant dak
Tuinwijk/Vogelbuurt,Havikstraat,51,nok,1,,52.0993422,5.1200538,"Flag, Blue",Havikstraat 51,nok
Tuinwijk/Vogelbuurt,Adelaarstraat,69,"hoek Adelaarstr. Onder dakgootlijst, op meerdere plekken poepstrepen",1,,52.10024,5.11949,"Flag, Blue",Adelaarstraat 69,hoek Adelaarstr. Onder dakgootlijst; op meerdere plekken poepstrepen
Tuinwijk/Vogelbuurt,Johannes de Bekastraat,71,nok,1,,52.10045,5.11931,"Flag, Blue",Johannes de Bekastraat 71,nok
Tuinwijk/Vogelbuurt,Johannes de Bekastraat,73,nok,1,,52.10048,5.1191,"Flag, Blue",Johannes de Bekastraat 73,nok
Tuinwijk/Vogelbuurt,Johannes de Bekastraat,75,nok,1,,52.10048,5.11907,"Flag, Blue",Johannes de Bekastraat 75,nok
Tuinwijk/Vogelbuurt,Johannes de Bekastraat,18,nok,1,,52.10041,5.11856,"Flag, Blue",Johannes de Bekastraat 18,nok
Tuinwijk/Vogelbuurt,Johannes de Bekastraat,24,nok,1,,52.10045,5.11835,"Flag, Blue",Johannes de Bekastraat 24,nok
Hoograven,Verlengde Hoogravenseweg,298 bis,1 bij dakraam en 1 bij schoorsteen,2,,52.06871,5.11898,"Flag, Green",Verlengde Hoogravenseweg 298bis,1 bij dakraam en 1 bij schoorsteen
Hoograven,Brasemstraat,123,invlieggat,,,52.0646574,5.1162212,Puzzle Cache,Brasemstraat 123,invlieggat
Hoograven,Zeeltstraat,24,invlieggat,,,52.064172,5.1162225,Puzzle Cache,Zeeltstraat 24,invlieggat
Hoograven,Duurstedelaan,53 bis,invlieggat,,,52.06334,5.11922,Puzzle Cache,Duurstedelaan 53 bis,invlieggat
Hoograven,Duurstedelaan,53 bis,onder overhangende pannen aan kopse kant,1,,52.06334,5.11922,"Flag, Blue",Duurstedelaan 53 bis,onder overhangende pannen aan kopse kant
Hoograven,Soestdijkstraat,41,invlieggat,,,52.0705814,5.1245426,Puzzle Cache,Soestdijkstraat 41,invlieggat
Hoograven,Elandlaan,13,onder overhangende pannen aan de kopse kant,2,,52.074127,5.130575,"Flag, Green",Elandlaan 13,onder overhangende pannen aan de kopse kant
Noordwest,De Bazelstraat,17,,1,,52.11625,5.07811,"Flag, Blue",De Bazelstraat 17,
Noordwest,De Bazelstraat,44,,1,,52.1165,5.07814,"Flag, Blue",De Bazelstraat 44,
Noordwest,Sweder van Zuylenweg,55,,1,,52.1091296,5.0897783,"Flag, Blue",Sweder van Zuylenweg 55,
Noordwest,Sweder van Zuylenweg,57,,1,,52.1091656,5.0898072,"Flag, Blue",Sweder van Zuylenweg 57,
Noordwest,Johannes Uitenbogaertstraat,63,,1,,52.10908,5.08969,"Flag, Blue",Johannes Uitenbogaertstraat 63,
Noordwest,Hermanus Elconiusstraat,69,,1,,52.107735,5.0892183,"Flag, Blue",Hermanus Elconiusstraat 69,
Noordwest,Hermanus Elconiusstraat,77,,1,,52.1078424,5.0890278,"Flag, Blue",Hermanus Elconiusstraat 77,
Noordwest,Linneausstraat,23,,1,,52.111053,5.0862327,"Flag, Blue",Linneausstraat 23,
Noordwest,Kloosterlaan,63,onder overhangende pannen aan de kopse kant,1,,52.1094169,5.1005495,"Flag, Blue",Kloosterlaan 63,onder overhangende pannen aan de kopse kant
Noordwest,Amsterdamsestraatweg,361,hoek naast dakraam,1,,52.1041615,5.0942923,"Flag, Blue",Amsterdamsestraatweg 361,hoek naast dakraam
Noordwest,Knopstraat,52,,1,,52.1006099,5.0972381,"Flag, Blue",Knopstraat 52,
Noordwest,2e Daalsedijk,141,,1,,52.1005107,5.0970782,"Flag, Blue",2e Daalsedijk 141,
Noordoost overig,Van Humboldtstraat,26,nok,1,,52.0995,5.12203,"Flag, Blue",Van Humboldstraat 26,nok
Noordoost overig,Van Humboldstraat,28,nok,1,,52.09954,5.12206,"Flag, Blue",Van Humboldstraat 28,nok
Noordoost overig,Menno van Coehoornstraat,2,nok,1,,52.0995813,5.1224458,"Flag, Blue",Menno van Coehoornstraat 2,nok
Noordoost overig,Van Leeuwenhoeckstraat,2,nok,1,,52.09926,5.12164,"Flag, Blue",Van Leeuwenhoeckstraat 2,nok
Noordoost overig,Van Leeuwenhoeckstraat,8,nok,1,,52.0993,5.12139,"Flag, Blue",Van Leeuwenhoeckstraat 8,nok
Noordoost overig,Van Humboldtstraat,15,nok,1,,52.099113,5.1220546,"Flag, Blue",Van Humboldtstraat 15,nok
Noordoost overig,Van Humboldtstraat,25,nok,1,,52.0992571,5.1221705,"Flag, Blue",Van Humboldtstraat 25,nok
Noordoost overig,Van Humboldtstraat,16,nok,1,,52.0991754,5.1218207,"Flag, Blue",Van Humboldtstraat 16,nok
Noordoost overig,Van 's-Gravesandestraat,4,nok,1,,52.0997057,5.1218321,"Flag, Blue",Van 's-Gravesandestraat 4,nok
Noordoost overig,Van 's-Gravesandestraat,10,nok,1,,52.0997591,5.1215983,"Flag, Blue",Van 's-Gravesandestraat 10,nok
Noordoost overig,Nieuwe Koekoekstraat,135,nok,1,,52.09978,5.12127,"Flag, Blue",Nieuwe Koekoekstraat 135,nok
Noordoost overig,Draaiweg,105,nok,1,,52.1006204,5.1169374,"Flag, Blue",Draaiweg 105,nok
Noordoost overig,Draaiweg,113,nok,1,,52.1006027,5.1170835,"Flag, Blue",Draaiweg 113,nok
Noordoost overig,Abraham Bloemaertstraat,11,nok,1,,52.0997819,5.1197593,"Flag, Blue",Abraham Bloemaertstraat 11,nok
Noordoost overig,Abraham Bloemaertstraat,13,nok,1,,52.0998269,5.1197736,"Flag, Blue",Abraham Bloemaertstraat 13,nok
Noordoost overig,Gijsbrecht van Walenborchstraat,50,hoek naast dakraam,1,,52.1036249,5.1180286,"Flag, Blue",Gijsbrecht van Walenborchstraat 50,hoek naast dakraam
Noordoost overig,Gijsbrecht van Walenborchstraat,51,hoek naast dakraam,1,,52.1035175,5.1182481,"Flag, Blue",Gijsbrecht van Walenborchstraat 51,hoek naast dakraam
Noordoost overig,Van der Mondestraat,54,hoek naast dakraam,1,,52.1028352,5.1185733,"Flag, Blue",Van der Mondestraat 54,hoek naast dakraam
Noordoost overig,Van der Mondestraat,58,hoek naast dakraam,1,,52.1029341,5.1186165,"Flag, Blue",Van der Mondestraat 58,hoek naast dakraam
Noordoost overig,Van Lynden van Sandenburglaan,20,onder overhangende pannen aan de kopse kant,1,,52.1065921,5.1225211,"Flag, Blue",Van Lynden van Sandenburglaan 20,onder overhangende pannen aan de kopse kant
Noordoost overig,Van Lynden van Sandenburglaan,22,onder overhangende pannen aan de kopse kant,1,,52.1067091,5.1225934,"Flag, Blue",Van Lynden van Sandenburglaan 22,onder overhangende pannen aan de kopse kant
Noordoost overig,Hopakker,37,,1,,52.0978886,5.1172166,"Flag, Blue",Hopakker 37,
Noordoost overig,Hopakker,105,,1,,52.0991712,5.1160122,"Flag, Blue",Hopakker 105,
Noordoost overig,Jacob van der Borchstraat,61,,1,,52.104583,5.120402,"Flag, Blue",Jacob van der Borchstraat 61,
Voordorp gierzwaluwproject broedsucces 2011,Steve Bikostraat,308,onder de dakgoot,2,,,,,,
Voordorp gierzwaluwproject broedsucces 2011,Andrej Sacharovstraat,18,in gierzwaluwkast,1,,,,,,
Voordorp gierzwaluwproject broedsucces 2011,Augusto Sandinostraat,61,in gierzwaluwkast,1,,,,,,
Voordorp gierzwaluwproject broedsucces 2011,Simon Bolivarstraat,31,in gierzwaluwkast,1,,,,,,
