FID,MASTNUMMER,LONGITUDE,LATITUDE,LICHTPUNT,X_COORDINAAT,Y_COORDINAAT,LICHTPUNT_SOORT,GEOM
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5eb2,030099-036,6.64951691,53.20757815,30099,239337.407,580843.898,Abri,POINT (239337.407 580843.898)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5eb3,030205-021,6.57130954,53.22668932,30205,234077.596,582881.838,Abri,POINT (234077.596 582881.838)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5eb4,030206-022,6.57138258,53.22700041,30206,234081.904,582916.537,Abri,POINT (234081.904 582916.537)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5eb5,030299-057,6.58066716,53.22516982,30299,234705.285,582723.065,Abri,POINT (234705.285 582723.065)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5eb6,030300-058,6.57743559,53.22787729,30300,234484.499,583020.779,Abri,POINT (234484.499 583020.779)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5eb7,030301-059,6.57606857,53.22876802,30301,234391.578,583118.391,Abri,POINT (234391.578 583118.391)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5eb8,030471-065,6.53773217,53.23773822,30471,231815.7,584075.019,Abri,POINT (231815.7 584075.019)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5eb9,030473-067,6.53610213,53.24002854,30473,231702.809,584328.15,Abri,POINT (231702.809137756 584328.149607767)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5eba,030474-068,6.53584989,53.24008472,30474,231685.87,584334.132,Abri,POINT (231685.87 584334.132)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ebb,030475-069,6.53059623,53.24457991,30475,231327.202,584828.779,Abri,POINT (231327.202 584828.779)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ebc,030476-070,6.53069996,53.24443723,30476,231334.378,584813.012,Abri,POINT (231334.378232888 584813.012025823)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ebd,030776-084,6.54490551,53.22626883,30776,232315.123,582806.378,Abri,POINT (232315.123 582806.378)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ebe,030777-085,6.54316087,53.22826922,30777,232195.044,583027.109,Abri,POINT (232195.044 583027.109)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ebf,030779-087,6.54187935,53.23025789,30779,232105.92,583247.036,Abri,POINT (232105.92 583247.036)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ec0,030780-088,6.54153548,53.23131122,30780,232081.08,583363.883,Abri,POINT (232081.08 583363.883)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ec1,030781-089,6.53959214,53.23361032,30781,231947.226,583617.65,Abri,POINT (231947.226 583617.65)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ec2,030783-091,6.54165598,53.23125348,30783,232089.229,583357.587,Abri,POINT (232089.229 583357.587)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ec3,030980-152,6.50371823,53.21251136,30980,229588.386,581232.01,Abri,POINT (229588.386 581232.01)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ec4,030981-153,6.50875043,53.20485644,30981,229937.807,580385.393,Abri,POINT (229937.807 580385.393)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ec5,030982-154,6.50878646,53.20461355,30982,229940.635,580358.401,Abri,POINT (229940.635 580358.401)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ec6,030983-155,6.51045487,53.20276922,30983,230055.308,580154.902,Abri,POINT (230055.308 580154.902)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ec7,031276-002,6.69358705,53.26996592,31276,242155.646,587838.769,Abri,POINT (242155.646 587838.769)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ec8,031296-022,6.69833967,53.27323054,31296,242466.078,588207.815,Abri,POINT (242466.078 588207.815)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ec9,031299-025,6.69897582,53.27341913,31299,242508.13,588229.574,Abri,POINT (242508.13 588229.574)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5eca,038586-ABRI NTS,6.664524,53.12065201,38586,240511.481,571188.815,Abri,POINT (240511.480900001 571188.815000001)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ecb,038586-ABRI NTS,6.593636,53.18053701,38586,235654.544,577770.831,Abri,POINT (235654.544399999 577770.831)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ecc,038586-ABRI NTS,6.61892643,53.15492314,38586,237393.925,574949.217,Abri,POINT (237393.9254 574949.2174)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ecd,038586-ABRI NTS,6.611087,53.16410301,38586,236852.202,575961.785,Abri,POINT (236852.2018 575961.785100002)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ece,038586-ABRI NTS,6.59957,53.17671201,38586,236058.393,577351.855,Abri,POINT (236058.3926 577351.855000001)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ecf,038586-ABRI NTS,6.624385,53.14873701,38586,237770.862,574267.106,Abri,POINT (237770.862100001 574267.105999999)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ed0,038586-ABRI NTS,6.599019,53.17754701,38586,236019.992,577444.152,Abri,POINT (236019.9923 577444.151700001)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ed1,038586-ABRI NTS,6.665521,53.12033101,38586,240578.855,571154.279,Abri,POINT (240578.854899999 571154.279399998)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ed2,001373-004,6.55718856,53.21617277,1373,233153.629,581696.148,Abri,POINT (233153.629 581696.148)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ed3,001376-007,6.55688289,53.21619537,1376,233133.171,581698.331,Abri,POINT (233133.171 581698.331)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ed4,001400-036,6.55633376,53.21593851,1400,233096.956,581669.152,Abri,POINT (233096.956 581669.152)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ed5,001405-041,6.55591722,53.21594462,1405,233069.122,581669.381,Abri,POINT (233069.122 581669.381)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ed6,007148-026,6.56252845,53.21329547,7148,233515.532,581381.771,Abri,POINT (233515.532 581381.771)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ed7,007149-027,6.56248301,53.21321262,7149,233512.647,581372.502,Abri,POINT (233512.647 581372.502)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ed8,009004-085,6.57094915,53.21586506,9004,234073.328,581676.925,Abri,POINT (234073.328 581676.925)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ed9,009005-086,6.57077993,53.21576677,9005,234062.205,581665.802,Abri,POINT (234062.205 581665.802)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5eda,009006-087,6.57057144,53.21567915,9006,234048.439,581655.823,Abri,POINT (234048.439 581655.823)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5edb,009007-088,6.57036693,53.21559248,9007,234034.937,581645.954,Abri,POINT (234034.937 581645.954)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5edc,009008-089,6.56949131,53.2154048,9008,233976.792,581624.108,Abri,POINT (233976.792 581624.108)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5edd,009009-090,6.56936139,53.21537237,9009,233968.173,581620.357,Abri,POINT (233968.173 581620.357)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ede,009010-091,6.56806042,53.21503336,9010,233881.892,581581.207,Abri,POINT (233881.892 581581.207)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5edf,009011-092,6.5679204,53.21499016,9011,233872.618,581576.246,Abri,POINT (233872.618 581576.246)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ee0,009012-093,6.56725919,53.21482878,9012,233828.746,581557.564,Abri,POINT (233828.746 581557.564)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ee1,009013-094,6.5672277,53.21468468,9013,233826.905,581541.494,Abri,POINT (233826.905 581541.494)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ee2,009014-095,6.56690714,53.2147547,9014,233805.365,581548.935,Abri,POINT (233805.365 581548.935)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ee3,009015-096,6.56699022,53.21461943,9015,233811.161,581533.974,Abri,POINT (233811.161 581533.974)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ee4,009016-097,6.5666508,53.21468613,9016,233788.367,581541.024,Abri,POINT (233788.367 581541.024)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ee5,009019-100,6.56750023,53.21476005,9019,233844.972,581550.18,Abri,POINT (233844.972 581550.18)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ee6,010217-089,6.56811823,53.21878182,10217,233878.914,581998.396,Abri,POINT (233878.914 581998.396)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ee7,010218-090,6.56815863,53.21872841,10218,233881.71,581992.497,Abri,POINT (233881.71 581992.497)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ee8,010219-091,6.5682015,53.21867161,10219,233884.677,581986.223,Abri,POINT (233884.677 581986.223)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ee9,011222-032,6.56961884,53.2135671,11222,233988.668,581419.751,Abri,POINT (233988.668 581419.751)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5eea,011223-033,6.5696466,53.21307097,11223,233991.429,581364.572,Abri,POINT (233991.429 581364.572)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5eeb,015644-014,6.5680387,53.21930436,15644,233872.649,582056.457,Abri,POINT (233872.649 582056.457)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5eec,015646-016,6.56791979,53.2194841,15646,233864.379,582076.328,Abri,POINT (233864.379 582076.328)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5eed,2039,6.56532134,53.235759,2039,233661.201,583884.553,Abri,POINT (233661.201 583884.553)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5eee,2040,6.56400059,53.23368842,2040,233576.787,583652.697,Abri,POINT (233576.787 583652.697)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5eef,2042,6.56374791,53.23260992,2042,233561.877,583532.405,Abri,POINT (233561.877 583532.405)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ef0,2043,6.56573199,53.23586202,2043,233688.43,583896.465,Abri,POINT (233688.43 583896.465)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ef1,3650,6.5642206,53.22418192,3650,233608.767,582595.055,Abri,POINT (233608.767370186 582595.055205282)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ef2,21117,6.55772689,53.19800025,21117,233222.452,579674.509,Abri,POINT (233222.451519077 579674.509384024)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ef3,41441,6.63276797,53.23415013,41441,238167.317,583781.3,Abri,POINT (238167.316543297 583781.299606262)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ef4,41950,6.5308554,53.2444123,41950,231344.798,584810.402,Abri,POINT (231344.798453809 584810.401999095)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ef5,41951,6.53100781,53.24428726,41951,231355.193,584796.649,Abri,POINT (231355.192657524 584796.649032302)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ef6,41952,6.53076715,53.24430819,41952,231339.092,584798.723,Abri,POINT (231339.091668598 584798.722986786)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ef7,000632-011,6.59320238,53.20984079,632,235570.96,581031.213,Abri,POINT (235570.96 581031.213)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ef8,000633-012,6.59369614,53.20955145,633,235604.485,580999.568,Abri,POINT (235604.485 580999.568)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5ef9,000636-015,6.59370686,53.20934721,636,235605.582,580976.853,Abri,POINT (235605.582 580976.853)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5efa,000642-021,6.59347603,53.20947869,642,235589.916,580991.226,Abri,POINT (235589.916 580991.226)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5efb,000919-134,6.5870684,53.24976766,919,235087.155,585467.408,Abri,POINT (235087.155 585467.408)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5efc,000920-135,6.58999933,53.25264891,920,235277.417,585791.298,Abri,POINT (235277.417 585791.298)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5efd,000921-136,6.59601149,53.25287246,921,235678.24,585822.894,Abri,POINT (235678.24 585822.894)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5efe,000922-137,6.60103896,53.25248198,922,236014.494,585785.086,Abri,POINT (236014.494 585785.086)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5eff,000923-138,6.60278113,53.24920757,923,236136.915,585422.672,Abri,POINT (236136.915 585422.672)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f00,001272-029,6.56021379,53.23248418,1272,233326.134,583514.564,Abri,POINT (233326.134 583514.564)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f01,001369-017,6.53376542,53.23092263,1369,231562.948,583312.352,Abri,POINT (231562.948 583312.352)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f02,001421-011,6.5547762,53.18752378,1421,233044.175,578505.502,Abri,POINT (233044.175 578505.502)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f03,001511-073,6.62722685,53.23564271,1511,237794.496,583941.008,Abri,POINT (237794.496 583941.008)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f04,001514-076,6.62858082,53.23574201,1514,237884.702,583953.615,Abri,POINT (237884.702 583953.615)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f05,001515-077,6.61408808,53.23526812,1515,236918.008,583884.298,Abri,POINT (236918.008 583884.298)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f06,002041-127,6.56106624,53.22917736,2041,233389.05,583147.508,Abri,POINT (233389.05 583147.508)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f07,002076-018,6.58897788,53.1993922,2076,235308.146,579863.793,Abri,POINT (235308.146 579863.793)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f08,002558-042,6.58148682,53.24122834,2558,234730.386,584510.958,Abri,POINT (234730.386 584510.958)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f09,002936-128,6.56942067,53.2239346,2936,233956.492,582573.222,Abri,POINT (233956.492 582573.222)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f0a,003339-074,6.57035385,53.19085126,3339,234079.289,578892.767,Abri,POINT (234079.289 578892.767)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f0b,003522-155,6.59661443,53.20754056,3522,235803.198,580779.069,Abri,POINT (235803.198 580779.069)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f0c,003561-195,6.60164714,53.20429862,3561,236145.505,580423.969,Abri,POINT (236145.505 580423.969)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f0d,003562-196,6.59564481,53.21112196,3562,235731.733,581176.515,Abri,POINT (235731.733 581176.515)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f0e,003649-059,6.56389097,53.22461311,3649,233585.97,582642.678,Abri,POINT (233585.969955522 582642.678082825)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f0f,003691-016,6.55386602,53.23769999,3691,232892.892,584088.095,Abri,POINT (232892.892 584088.095)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f10,003779-053,6.58987239,53.20725534,3779,235353.307,580739.788,Abri,POINT (235353.307 580739.788)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f11,003791-066,6.59076962,53.20757263,3791,235412.659,580776.097,Abri,POINT (235412.659 580776.097)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f12,004210-006,6.55103511,53.18838559,4210,232792.574,578597.357,Abri,POINT (232792.574 578597.357)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f13,005060-141,6.57907465,53.21860798,5060,234611.021,581991.106,Abri,POINT (234611.021 581991.106)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f14,005061-142,6.58292188,53.2204978,5061,234864.489,582205.663,Abri,POINT (234864.489 582205.663)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f15,005062-143,6.58538798,53.22101367,5062,235028.24,582265.806,Abri,POINT (235028.24 582265.806)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f16,005063-144,6.59288193,53.22421735,5063,235522.77,582630.662,Abri,POINT (235522.77 582630.662)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f17,005286-046,6.51345136,53.22354152,5286,230219.374,582469.572,Abri,POINT (230219.374 582469.572)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f18,005287-047,6.51376615,53.22697916,5287,230234.413,582852.444,Abri,POINT (230234.413 582852.444)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f19,005476-035,6.59093963,53.19722351,5476,235443.264,579624.654,Abri,POINT (235443.264 579624.654)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f1a,005727-097,6.52890259,53.21952513,5727,231258.353,582038.876,Abri,POINT (231258.353 582038.876)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f1b,005728-098,6.52866687,53.22025604,5728,231241.32,582119.962,Abri,POINT (231241.32 582119.962)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f1c,005729-099,6.52865934,53.2217026,5729,231238.266,582280.928,Abri,POINT (231238.266 582280.928)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f1d,005730-100,6.52756977,53.22376902,5730,231161.856,582509.727,Abri,POINT (231161.856 582509.727)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f1e,005731-101,6.52727044,53.22382677,5731,231141.764,582515.837,Abri,POINT (231141.764 582515.837)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f1f,005732-102,6.52589859,53.22655086,5732,231045.354,582817.525,Abri,POINT (231045.354 582817.525)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f20,005733-103,6.52578291,53.22732483,5733,231036.267,582903.53,Abri,POINT (231036.267 582903.53)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f21,005830-007,6.58018703,53.22171319,5830,234679.594,582337.882,Abri,POINT (234679.594 582337.882)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f22,006166-111,6.61563199,53.22522604,6166,237040.149,582768.584,Abri,POINT (237040.149 582768.584)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f23,006167-112,6.61622365,53.22524472,6167,237079.625,582771.336,Abri,POINT (237079.625 582771.336)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f24,006503-001,6.52582519,53.22959728,6503,231035.092,583156.454,Abri,POINT (231035.092 583156.454)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f25,006504-002,6.52495798,53.22958439,6504,230977.207,583154.104,Abri,POINT (230977.207 583154.104)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f26,006887-090,6.54279186,53.23082312,6887,232165.842,583310.913,Abri,POINT (232165.842 583310.913)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f27,006888-091,6.54878639,53.23213058,6888,232563.764,583462.847,Abri,POINT (232563.764 583462.847)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f28,006889-092,6.55004302,53.23216326,6889,232647.611,583467.838,Abri,POINT (232647.611 583467.838)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f29,007119-085,6.59021103,53.24356449,7119,235308.435,584780.619,Abri,POINT (235308.435 584780.619)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f2a,007361-061,6.64556735,53.21005164,7361,239068.739,581114.524,Abri,POINT (239068.739 581114.524)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f2b,007741-242,6.58155552,53.21602667,7741,234781.484,581706.606,Abri,POINT (234781.484 581706.606)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f2c,007742-243,6.58203774,53.21546263,7742,234814.735,581644.374,Abri,POINT (234814.735 581644.374)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f2d,007743-244,6.58773097,53.21208199,7743,235201.289,581274.505,Abri,POINT (235201.289 581274.505)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f2e,007744-245,6.58761896,53.21201765,7744,235193.926,581267.22,Abri,POINT (235193.926 581267.22)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f2f,008507-242,6.54707716,53.21667364,8507,232477.341,581740.96,Abri,POINT (232477.341 581740.96)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f30,008508-243,6.54506849,53.21755267,8508,232341.601,581836.619,Abri,POINT (232341.601 581836.619)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f31,008509-244,6.54458756,53.21798862,8509,232308.699,581884.615,Abri,POINT (232308.699 581884.615)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f32,009352-036,6.58669584,53.19326017,9352,235167.022,579178.89,Abri,POINT (235167.022 579178.89)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f33,009353-037,6.58713094,53.19298445,9353,235196.611,579148.692,Abri,POINT (235196.611 579148.692)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f34,009354-038,6.59313383,53.19242411,9354,235598.83,579093.039,Abri,POINT (235598.83 579093.039)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f35,009355-040,6.59253696,53.19242075,9355,235558.947,579091.997,Abri,POINT (235558.947 579091.997)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f36,009646-051,6.53188547,53.22686555,9646,231444.596,582858.882,Abri,POINT (231444.596 582858.882)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f37,009647-052,6.52954804,53.22984908,9647,231283.239,583188.412,Abri,POINT (231283.239 583188.412)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f38,009648-053,6.52962693,53.22999334,9648,231288.252,583204.548,Abri,POINT (231288.252 583204.548)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f39,009987-072,6.57390068,53.24336374,9987,234220.05,584740.213,Abri,POINT (234220.05 584740.213)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f3a,010451-013,6.57767339,53.22089489,10451,234513.223,582244.044,Abri,POINT (234513.223 582244.044)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f3b,010787-006,6.58728773,53.20509037,10787,235184.644,580495.993,Abri,POINT (235184.644 580495.993)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f3c,010788-007,6.58704204,53.20477114,10788,235168.821,580460.196,Abri,POINT (235168.821 580460.196)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f3d,010789-008,6.58749864,53.20483274,10789,235199.213,580467.559,Abri,POINT (235199.213 580467.559)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f3e,010790-009,6.58727368,53.20449994,10790,235184.8,580430.275,Abri,POINT (235184.8 580430.275)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f3f,010958-096,6.59524361,53.19339363,10958,235738.02,579203.287,Abri,POINT (235738.02 579203.287)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f40,010962-100,6.59522345,53.19341582,10962,235736.631,579205.734,Abri,POINT (235736.631 579205.734)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f41,011388-128,6.57250191,53.20831782,11388,234190.867,580838.782,Abri,POINT (234190.867 580838.782)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f42,011390-130,6.57449957,53.20461961,11390,234331.108,580429.448,Abri,POINT (234331.108 580429.448)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f43,011923-320,6.54697898,53.21425812,11923,232475.112,581472.056,Abri,POINT (232475.112 581472.056)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f44,011924-321,6.53930693,53.21321169,11924,231964.497,581347.384,Abri,POINT (231964.497 581347.384)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f45,011925-322,6.53925707,53.21292498,11925,231961.677,581315.426,Abri,POINT (231961.677 581315.426)
