ZK_VOLGNR;SUBSIDIEJAAR;SUBSIDIEREGELING;NAAM_ACTIVITEIT_OF_PROJECTNAAM;RESULTAAT;VOORLOPIG_BEDRAG;DEFINITIEF_BEDRAG;AANVRAGER;KVK
2238817;2018;Amateurkunst en Cultuur;Mens durf te lezen! De literaire salon van de Zaanstreek;Verstrekt;;2.500;Stg. It Happened One Night Theaterproducties;56.014.899
2758091;2018;Amateurkunst en Cultuur;Mens durf te lezen! De literaire salon van de Zaanstreek op 18 november 2018;Verstrekt;;1.280;Stichting It Happened One Night Theaterproducties;851.943.822
2006797;2018;Amateurkunst en Cultuur;Midwinterconcert;Verstrekt;;2.850;Fanfare-orkesten Onderling Genoegen;40.617.250
2437109;2018;Amateurkunst en Cultuur;MIJNtalent;Verstrekt;;2.502;Stichting Theatermijn;56.569.157
2457006;2018;Amateurkunst en Cultuur;"Museum Zaanse Tijd: Tentoonstelling ""Zaanse Meesters""";Verstrekt;;3.993;Museum Zaanse Tijd;41.231.617
2453670;2018;Amateurkunst en Cultuur;Nacht van de Nacht op de Zaanse Schans;Verstrekt;;2.329;Stichting de Zaanse Schans;35.027.169
2042346;2018;Amateurkunst en Cultuur;Pasta Presto! - Een Italiaans buurtfeest voor iedereen 14-1-2018;Verstrekt;;1.521;Zaandijks Fanfare Corps;40.617.018
2231146;2018;Amateurkunst en Cultuur;Petz Kunzthoek Mutatie Theater fabriek;Verstrekt;;1.700;TaNaDe;28.085.297
2456959;2018;Amateurkunst en Cultuur;PLB kunstroute september 2018;Verstrekt;;710;Stichting Kunsteiland in de Voorzaan / PLB Kunstroute ;34.324.777
1959755;2018;Amateurkunst en Cultuur;Productie Kniplint;Verstrekt;;960;TV Steeds Voorwaarts;40.617.679
2747435;2018;Amateurkunst en Cultuur;Requiemconcert COV Zaanstreek;Verstrekt;;4.108;Chr. Oratorium Vereniging Zaanstreek, COV;40.617.193
2702719;2018;Amateurkunst en Cultuur;Theaterbezoek voor publiek met een visuele beperking;Verstrekt;;635;Zaantheater;41.232.366
2463488;2018;Amateurkunst en Cultuur;Toon Hermans concert;Verstrekt;;1.225;Zaans Interkerkelijk Mannenkoor;40.617.831
2008670;2018;Amateurkunst en Cultuur;Twee eenakters in De Kroon en avondvullende voorstelling  in het Zaantheater.;Verstrekt;;534;Wormerveerse Toneelgezelschappen;40.617.385
2026695;2018;Amateurkunst en Cultuur;Uitvoeringen van Musical Amerika, Amerika;Verstrekt;;2.667;Operette en Musical Zaanstad Muziektheater;40.617.309
2011411;2018;Amateurkunst en Cultuur;Veldwerk Expo Wormerland ;Verstrekt;;4.106;Veldwerk Expo Wormerland ;34.283.531
2406054;2018;Amateurkunst en Cultuur;Verbinding door Kunst in het Kalf - september 2018;Verstrekt;;932;De Bovenkruier / Kunst in het Kalf;34.242.232
2164353;2018;Amateurkunst en Cultuur;Voices in Harmony 2018;Verstrekt;;2.000;Het Zaans Showorkest;40.617.120
2236948;2018;Amateurkunst en Cultuur;Voorjaarsconcert COV Zaanstreek met werken van Henry Purcell;Verstrekt;;3.285;COV Zaanstreek;40.617.193
2421112;2018;Amateurkunst en Cultuur;ZaanFolk festival;Verstrekt;;1.058;Stichting ZaanFolk;67.515.649
2752489;2018;Amateurkunst en Cultuur;Zaanse pophistorie: sixties en seventies;Verstrekt;;2.667;Vereniging Zaans Erfgoed;34.211.912
2688586;2018;Amateurkunst en Cultuur;6x10 Festival;Verstrekt;;2.801;Zaans Toneelhuis Theatermijn;56.569.157
2237352;2018;Amateurkunst en Cultuur;MIJNfilm;Verstrekt en Vastgesteld op nul;;0;Stichting Theatermijn;56.569.157
2456792;2018;Amateurkunst en Cultuur;Westside Stories;Verstrekt en Vastgesteld op nul;;0;Stichting Walking Opera Zaanstad;69.955.336
2655639;2018;ASV;Cate - BESCHUT WERK;Verleend;8.520;;Zorgboerderij de Koebel;
1738922;2018;ASV;Krommenieer Woudpolder;Verstrekt;;150;Stichting Krommenieer Woudpolder;854.899.479
1822070;2018;ASV;Speeltuinvereniging Theresia ;Verstrekt;;2.463;Speeltuinvereniging Theresia ;40.617.975
1833955;2018;ASV Cultuur;Activiteiten o.h.g.v. radio, tv en internet;Verleend;152.357;;Stichting RTVI Zaanstreek;41.231.512
2378681;2018;ASV Cultuur;Atlas van het Oer-IJ gebied;Verleend;10.000;;Stichting Oer-IJ;37.123.629
1824956;2018;ASV Cultuur;BewonersBieb Kleurrijk;Verleend;20.225;;DOCK Amstel en Zaan;41.135.636
2634534;2018;ASV Cultuur;De Week van de Mensenrechten;Verleend;10.000;;Stichting Discussieren kun je leren;34.273.676
2141245;2018;ASV Cultuur;Diverse activiteiten;Verleend;196.574;;Filmtheater de Fabriek;41.231.505
1790618;2018;ASV Cultuur;Diverse activiteiten;Verleend;2.937.150;;Stichting Bieb voor de Zaanstreek ;41.231.264
2456063;2018;ASV Cultuur;European Blues Challenge 2020;Verleend;18.000;;Stichting Blues in Zaanstad;70.962.758
1825261;2018;ASV Cultuur;Exploitatie en beheer collectie;Verleend;1.320.780;;Stichting Zaans Museum;41.232.299
1670159;2018;ASV Cultuur;exploitatie Zaantheater;Verleend;2.694.725;;Zaantheater;41.232.366
1818590;2018;ASV Cultuur;"FluXus- de Flux 2018; cultuureducatie en poppodium";Verleend;2.225.824;;St. fluXus;34.130.291
2832021;2018;ASV Cultuur;Impuls Brede School Combinatiefuncties;Verleend;162.707;;Stichting FluXus Centrum voor de kunsten Zaanstad;34.130.291
2297777;2018;ASV Cultuur;MonetAtelier;Verleend;30.000;;Stichting Monet in Zaandam;50.024.949
1856953;2018;ASV Cultuur;organiseren culturele en maatschappelijke activiteiten;Verleend;20.000;;Stichting De Groote Weiver;41.231.603
1814443;2018;ASV Cultuur;Volksuniversiteit Zaanstreek;Verleend;12.500;;De Bieb voor de Zaanstreek;41.231.264
2449139;2018;ASV Cultuur;Jubileumproductie Zaantheater;Verleend en Vastgesteld conform;;10.000;Zaantheater;41.232.366
2507127;2018;ASV Economie;basiscommunicatie en voorlichting Stichting Duurzaan;Verleend;31.800;;STICHTING DUURZAAM;62.644.394
2619987;2018;ASV Economie;Ontluikend Ondernemen;Verleend;15.000;;Stichting Ontluikend Ondernemen;855.622.337
2464822;2018;ASV Economie;Ontwikkelplan Robotica Zaanstad;Verleend;80.000;;Regiocollege Zaanstreek Waterland;41.232.344
2881990;2018;ASV Economie;Opzet stagebureau t Lokaal;Verleend;35.000;;Stichting t Lokaal;70.315.728
2462099;2018;ASV Economie;Opzetten en uitbouwen  JINC Zaanstreek;Verleend;40.000;;JINC;34.192.085
2342976;2018;ASV Economie;Organisatiekosten Stichting Binnenstadmanagement Zaandam;Verleend;30.000;;Stichting Binnenstadmanagement Zaandam;34.238.843
2002394;2018;ASV Economie;Parkmanagement Zaanstad;Verleend;30.000;;Stichting Parkmanagement Zaanstad;34.242.370
2645821;2018;ASV Economie;Positionering en business strategie gemeente Zaanstad;Verleend en Vastgesteld conform;;37.954;Meikevers;66.409.721
2297456;2018;ASV Economie;Verkiezing Zaanse Zakenvrouw 2018;Verstrekt;;3.000;Vrouwennetwerk Zaanstad Plus;34.286.408
2475787;2018;ASV Jeugd en Zorg;Aanvraag OAB subsidie schooljaar 2018-2019;Verleend;479.476;;Stichting Agora;34.149.420
1827404;2018;ASV Jeugd en Zorg;Ambulante jeugdhulp op de Blijfgroep;Verleend;127.850;;Stichting Altra;41.211.784
1863405;2018;ASV Jeugd en Zorg;begeleiden jongereninitiatieven;Verleend;189.988;;Stichting Raaz;56.515.316
2547164;2018;ASV Jeugd en Zorg;Brede School Academie;Verleend;240.140;;Stichting Zaan Primair;
1786354;2018;ASV Jeugd en Zorg;cliëntondersteuning jeugd;Verleend;409.812;;Stiching MEE Amstel en Zaan;4.126.711
1821844;2018;ASV Jeugd en Zorg;diverse activiteiten voor statushouders / vluchtelingenwerk;Verleend;343.470;;Stichting Vluchtelingenwerk Noordwest Nederland;67.069.339
1958368;2018;ASV Jeugd en Zorg;ervaringsdeskundigheid en clientondersteuning;Verleend;99.636;;RCO De Hoofdzaak;37.131.069
2138009;2018;ASV Jeugd en Zorg;JEZ 2018;Verleend;72.795;;RCO De Hoofdzaak;37.131.069
1825442;2018;ASV Jeugd en Zorg;Kamers met Kansen;Verleend;126.680;;RIBW ZWWF;41.235.221
1827154;2018;ASV Jeugd en Zorg;Mannen Kom Op!;Verleend;30.000;;GGD Zaanstreek-Waterland;34.370.893
2853144;2018;ASV Jeugd en Zorg;MDA en CSG NH bovenregionaal ;Verleend;86.786;;Stichting Veilig Thuis Kennemerland;64.577.295
1827168;2018;ASV Jeugd en Zorg;Meldpunt Bijzondere Zorg;Verleend;138.562;;GGD Zaanstreek-Waterland;34.370.893
2485366;2018;ASV Jeugd en Zorg;OAB Zaan Primair 2018-2019;Verleend;667.408;;Stichting Zaan Primair ;34.317.620
1793959;2018;ASV Jeugd en Zorg;onafhankelijke cliëntondersteuning;Verleend;449.048;;Stiching MEE Amstel en Zaan;41.216.711
2558749;2018;ASV Jeugd en Zorg;Ontwikkeling preventiebeleid dyslexie;Verleend;16.436;;Stichting Agora;34.149.420
2588948;2018;ASV Jeugd en Zorg;Preventie dyslexie;Verleend;16.881;;Stichting Zaan Primair;34.317.620
2127218;2018;ASV Jeugd en Zorg;Preventie 2018;Verleend;49.930;;Stichting Halt (Van Dommelenhuis 9e etage);41.131.575
2485447;2018;ASV Jeugd en Zorg;Project Ouderbetrokkenheid Kernschool;Verleend;18.500;;Stichting Zaan Primair;34.317.620
2616027;2018;ASV Jeugd en Zorg;Schoolmaatschappelijk werk samenwerkingsverband PO Zaanstreek ;Verleend;98.937;;SWV PO Zaanstreek;59.087.463
1824789;2018;ASV Jeugd en Zorg;SchoolMaatschappelijke Werk;Verleend;166.000;;Stichting OVO-Zaanstad;58.754.105
1880230;2018;ASV Jeugd en Zorg;Specialistische ambulante jeugdhulp op het speciaal onderwijs;Verleend;250.000;;Stichting Altra;41.211.784
1822044;2018;ASV Jeugd en Zorg;subsidie aanvraag 2018 Parnassia Groep;Verleend;887.500;;Parnassia Groep B.V.;24.417.607
2414239;2018;ASV Jeugd en Zorg;Zaanse Zomerschool;Verleend;159.000;;Zaan Primair;34.317.620
2445348;2018;ASV Jeugd en Zorg;referendum Cultuurcluster;Verleend en Lager vastgesteld;;33.782;Referendumcommissie ;12.345.678
1826396;2018;ASV Jeugd en Zorg;"Keuzegids ""De Overstap""";Verleend en Vastgesteld conform;;14.000;OVO Zaanstad;34.239.246
2633236;2018;ASV Jeugd en Zorg;IMC on Tour;Verstrekt;;2.500;IMC Weekendschool;41.217.599
2390835;2018;ASV Jeugd en Zorg;Renovatie Peuter-kleuter kamer  Zonnehuis Wormerveer ;Verstrekt;;1.000;"Stichiting Leviaan (Sociaal Wijkteam Wormerveer)";41.235.221
1821607;2018;ASV Maatschappelijke voorzieningen;Behartigen en educatie natuur en milieu in de Zaanstreek;Verleend;5.800;;Kontakt Milieubeheer Zaanstreek;40.617.136
2681625;2018;ASV Maatschappelijke voorzieningen;Centrum voor Leven met kanker | Anna's huis;Verleend;15.000;;Stichting Centrum voor Leven met kanker | Anna's huis;68.181.310
1847896;2018;ASV Maatschappelijke voorzieningen;Clientondersteuning Ouderen Zaanstad;Verleend;18.120;;Onafhankelijke Clientondersteuning Ouderen Zaanstad;40.409.524
2898929;2018;ASV Maatschappelijke voorzieningen;De Zaanse Uitdaging;Verleend;20.000;;Zaanse Uitdaging;66.045.843
1794568;2018;ASV Maatschappelijke voorzieningen;Exploitatie de Struijck;Verleend;14.000;;Omni-Vereniging Theresia;
2437157;2018;ASV Maatschappelijke voorzieningen;Financiele ondersteuning gezinsherenigingsprocedures;Verleend;22.813;;Stg Vluchtelingenwerk West en Midden-Nederland locatie Zaandam;67.069.339
1815165;2018;ASV Maatschappelijke voorzieningen;Hulpverlening ambulant en residentieel bij huiselijk geweld;Verleend;1.188.700;;Stichting Blijf Groep;34.126.509
2064442;2018;ASV Maatschappelijke voorzieningen;In Veilige Handen;Verleend;15.000;;Artant;41.209.170
2485655;2018;ASV Maatschappelijke voorzieningen;Inloop Psychiatrie;Verleend;36.000;;Odibaan;37.091.120
1884571;2018;ASV Maatschappelijke voorzieningen;MO subsidie LdH locaties in Zaanstad;Verleend;1.895.000;;Leger des Heils Noord Holland;41.208.154
1827445;2018;ASV Maatschappelijke voorzieningen;NewBees;Verleend;275.796;;Stichting NewBees;65.443.101
1606725;2018;ASV Maatschappelijke voorzieningen;Reguliere activiteiten;Verleend;118.500;;Bureau Discriminatiezaken Zaanstreek/Waterland;41.232.120
1753538;2018;ASV Maatschappelijke voorzieningen;Slachtofferhulp;Verleend;27.000;;Stichting Slachtofferhulp Nederland;40.534.401
2802485;2018;ASV Maatschappelijke voorzieningen;Stichting Bij BIND - buurthuis;Verleend;13.800;;Stichting bij BIND;62.744.488
3028250;2018;ASV Maatschappelijke voorzieningen;Stichting Leergeld Zaanstad;Verleend;40.000;;Stichting Leergeld Zaanstad;71.370.919
1826528;2018;ASV Maatschappelijke voorzieningen;THV Zaanstreek-Waterland;Verleend;97.161;;Reclassering Nederland;41.085.610
2548707;2018;ASV Maatschappelijke voorzieningen;Uitvoering OCO (Onafhankelijk ClientOndersteuning). Stichting MOE;Verleend;15.000;;Stichting MOE;63.297.000
1815031;2018;ASV Maatschappelijke voorzieningen;Veilig Thuis (Nazorg bij tijdelijk huisverbod);Verleend;46.665;;Stichting Maatschappelijke Dienstverlening Zaanstreek/Waterland;37.093.892
2721424;2018;ASV Maatschappelijke voorzieningen;warmtescans voor Zaanse woningeigenaren;Verleend;33.350;;Zaanse Energie Kooperatie;35.019.922
1814941;2018;ASV Maatschappelijke voorzieningen;Zaankanters voor Elkaar;Verleend;400.000;;Stichting Maatschappelijke Dienstverlening Zaanstreek/Waterland;37.093.892
1825233;2018;ASV Maatschappelijke voorzieningen;Zaans Natuur & Milieu Centrum- natuur- en milieu educatie;Verleend;460.000;;"Zaans Natuur & Milieu Centrum";41.232.139
2034007;2018;ASV Maatschappelijke voorzieningen;Zaans Praatcafé;Verleend;30.486;;RCO De Hoofdzaak;37.131.069
2611052;2018;ASV Maatschappelijke voorzieningen;Zaanse Groene - incidentele aanvraag;Verleend;50.000;;Coöperatieve  Zaanse Groene U.A.;71.024.484
2677658;2018;ASV Maatschappelijke voorzieningen;ZOED Zaanse Ouders Ervarings Deskundigen;Verleend;25.250;;RCO De Hoofdzaak;37.737.069
2171262;2018;ASV Realisatie en beheer;Openbare ruimte Zaanse Schans;Verleend;187.947;;Stichting de Zaanse Schans;35.027.169
1812278;2018;ASV Realisatie en beheer;Wilhelminapark wormerveer2018;Verleend;79.284;;Vereniging Wilhelmina-Park;2.618.266
3145991;2018;ASV Realisatie en beheer;HIRB 2016 inrichting 7 ha openbare ruimte Hembrugterrein;Verstrekt;;93.095;Rijksvastgoedbedrijf;65.890.604
2478213;2018;ASV Realisatie en beheer;Stroomversnelling;Verstrekt;;2.000;De BredeStroomversnelling;62.846.590
1818644;2018;ASV Sport;Beheer en Exploitatie Sporthal Zaanlands West Nieuwendamstraat 4 Zaandam;Verleend;38.000;;"Stichting Exploitatie en Beheer Volleyhal ( SEBV)";34.294.344
1789560;2018;ASV Sport;Regionaal samenwerkingsverband Aangepast Sporten;Verleend;28.439;;stichting Sportservice Noord - Holland;
2647328;2018;ASV Sport;Stichting Topsportfonds Zaanstad;Verleend;27.500;;Topsportfonds Zaanstad;34.377.992
2591002;2018;ASV Sport;DELA Eredivisie Beach;Verleend en Vastgesteld conform;;25.000;SportworX;68.788.096
2739333;2018;ASV Sport;Escape Gravity ;Verstrekt;;5.000;Stichting Pole position;58.491.104
3027453;2018;ASV Sport;huursubsidie stichting volleyhal ;Verstrekt;;18.812;Stichting Volleyhal;342.943.344
2594100;2018;ASV Sport;Organisatie Nederlands Kampioenschap Zaalkorfbal D-jeugd;Verstrekt;;3.000;Korfbalvereniging Koog Zaandijk;40.617.103
3048994;2018;ASV Sport;RTC Noord-West Korfbal;Verstrekt;;5.147;KNKV;40.479.961
3017802;2018;ASV Sport;Site Events bij Topsportevenementen Zaanstad;Verstrekt;;4.811;Sportbedrijf Zaanstad;35.022.871
3057793;2018;ASV Sport;Topsport events en promotie;Verstrekt;;1.000;Stichting Sportbedrijf Zaanstad;35.022.871
3068962;2018;ASV Sport;Wielerronde van Assendelft 2018;Verstrekt;;2.500;Stichting comite Assendelft;57.667.829
2300635;2018;Buurthuizen;Activiteiten voor ouderen en jeugd t.b.v. sociale cohesie;Verleend;10.000;;Stichting Dorpshuis De Horn Krommeniedijk;
2271432;2018;Buurthuizen;Burendag Buurtcentrum De Vuister;Verleend;550;;Stichting Buurtcentrum De Vuister;34.238.177
2319536;2018;Buurthuizen;Buurt en speeltuinvereniging Blok, diverse activiteiten;Verleend;7.005;;Buurt en Speeltuinvereniging Blok;
2281810;2018;Buurthuizen;Diverse activiteiten en exploitatie;Verleend;46.250;;Stichting De Palmboom;
2319526;2018;Buurthuizen;Diverse activiteiten en exploitatie;Verleend;65.428;;Stichting Bewonersinitiatief Buurtcentrum Wormerveer;
2285586;2018;Buurthuizen;Diverse activiteiten en exploitatie;Verleend;24.085;;Vereniging De Bloesem;
2275886;2018;Buurthuizen;Diverse activiteiten en exploitatie;Verleend;26.158;;Stichting Wijkcentrum Dirk Prins;
2271366;2018;Buurthuizen;Diverse activiteiten en exploitatie;Verleend;33.968;;"Stichting Buurtcentrum 'De Pelikaan'";
2288556;2018;Buurthuizen;Diverse activiteiten en exploitatie;Verleend;10.275;;Buurtcentrum De Zeskanter;
2345954;2018;Buurthuizen;Diverse activiteiten en exploitatie;Verleend;39.950;;Buurtcentrum de Bovenkruier;
2894570;2018;Buurthuizen;Duurzaamheid Zonnepanelen plaatsen op buurtcentrum De Lorzie in Wormerveer;Verleend;43.141;;Stichting Bewonersinitiatief Buurtcentrum Wormerveer;
2192033;2018;Buurthuizen;exploitatie buurthuis De Kolk te Zaandam;Verleend;35.801;;Stichting Bewonersinitiatief Rosmolenwijk;
2269938;2018;Buurthuizen;Exploitatie buurthuis de Noorddam;Verleend;8.458;;St Dorpshuis West-KNollendam;
2278453;2018;Buurthuizen;Exploiteren van een Buurtcentrum in Assendelft;Verleend;7.250;;Stichting Buurtcentrum-A3;
2278279;2018;Buurthuizen;Explotatie;Verleend;13.500;;Stichting Het BrandtWeer;
2179219;2018;Buurthuizen;sociale activiteiten;Verleend;6.550;;Stichting Exploitatie Dorpshuis de Kwaker;
2269657;2018;Buurthuizen;Subsidie exploitatietekort;Verleend;6.948;;buurt- en speeltuinvereniging het Havenkwartier;
3005071;2018;Buurthuizen;Aanullende subsidie i.v.m. brand in de Bloesem;Verleend en Vastgesteld conform;;13.888;Vereniging De Bloesem;
2469353;2018;Buurthuizen;Adviestraject buurtcentrum De Lorzie;Verleend en Vastgesteld conform;;14.762;Stichting Bewonersinitiatief Buurtcentrum Wormerveer;
