ZK_VOLGNR;SUBSIDIEJAAR;SUBSIDIEREGELING;NAAM_ACTIVITEIT_OF_PROJECTNAAM;RESULTAAT;VOORLOPIG_BEDRAG;DEFINITIEF_BEDRAG;AANVRAGER;KVK
1825643;2018;Vrijwilligers en herdenkactiviteiten;Activiteitenplan Kaapverdiaanse Omroep Zaanstad;Verstrekt;;3.200;Stichting Kaapverdiaanse Omroep Zaanstad;41.232.031
2122414;2018;Vrijwilligers en herdenkactiviteiten;Culturele dag 2018 ;Verstrekt;;2.950;Stichting Jepi Makandra ;232.217
1780537;2018;Vrijwilligers en herdenkactiviteiten;cursus geven, herhaallessen geven, hulp verlenen;Verstrekt;;1.900;KNV EHBO Afdeling Koog-Zaandijk;40.617.231
2462788;2018;Vrijwilligers en herdenkactiviteiten;De Zaanse Passion - een verbindend event en project voor de hele Zaanstreek  ;Verstrekt;;2.200;Stichting Samenbindende Projecten Zaanstreek;64.113.671
1925259;2018;Vrijwilligers en herdenkactiviteiten;Diverse activiteiten;Verstrekt;;4.000;Vereniging Humanitas;40.530.896
2162418;2018;Vrijwilligers en herdenkactiviteiten;Diverse activiteiten;Verstrekt;;2.400;Stichting Dharma;
1702508;2018;Vrijwilligers en herdenkactiviteiten;Diverse actviteiten;Verstrekt;;3.200;Ntionale vereniging De Zonnebloem Regio Zaanstreek-Waterland;40.281.159
1812731;2018;Vrijwilligers en herdenkactiviteiten;Diverse projecten van DVJZ;Verstrekt;;3.200;Turkse Democratische Volks- en Jongerenvereniging ;40.617.718
1729622;2018;Vrijwilligers en herdenkactiviteiten;Diverse vrijwilligersactiviteiten;Verstrekt;;2.800;KBO ouderenbond;40.409.524
1828499;2018;Vrijwilligers en herdenkactiviteiten;EHBO cursussen en EHBO diensten aan derden;Verstrekt;;1.150;KNV EHBO afdeling Zaandam;40.617.419
1822061;2018;Vrijwilligers en herdenkactiviteiten;EHBO lessen en ondersteuning bij evenementen;Verstrekt;;220;EHBO vereniging St. Liduina;34.204.974
1735433;2018;Vrijwilligers en herdenkactiviteiten;GJC Zomerkampen;Verstrekt;;2.000;GJC-ZOMERKAMPEN;40.618.061
2163101;2018;Vrijwilligers en herdenkactiviteiten;huttenbouw assendelft;Verstrekt;;1.500;Huttenbouw Assendelft;60.721.944
2467470;2018;Vrijwilligers en herdenkactiviteiten;Huttenbouw vereniging Westzaan;Verstrekt;;2.000;Werkgroep huttenbouw westzaan;
2364724;2018;Vrijwilligers en herdenkactiviteiten;Huttenbouw zaandijk 2018;Verstrekt;;1.965;;
1740137;2018;Vrijwilligers en herdenkactiviteiten;invulling ontmoetingsdagen;Verstrekt;;1.500;PCOB Zaanstreek-Noord;
1789477;2018;Vrijwilligers en herdenkactiviteiten;Koningsdag markt/evenement Assendelft;Verstrekt;;500;;
2010826;2018;Vrijwilligers en herdenkactiviteiten;Koningsdag 2018;Verstrekt;;1.300;Westzaanse Gemeenschap;40.617.227
1719263;2018;Vrijwilligers en herdenkactiviteiten;Organiseren van activiteiten voor en door vrouwen;Verstrekt;;300;Vrouwen van Nu afdeling Zaandam;40.409.535
1825521;2018;Vrijwilligers en herdenkactiviteiten;Organiseren van activiteiten voor en door vrouwen;Verstrekt;;645;Vrouwen van Nu Wormerveer;40.409.535
1768944;2018;Vrijwilligers en herdenkactiviteiten;Organiseren van begeleide bezoekjes aan culturele activiteiten voor ouderen (65+);Verstrekt;;2.400;Stichting Vier het Leven;32.108.498
1815865;2018;Vrijwilligers en herdenkactiviteiten;Organiseren van diverse activiteiten;Verstrekt;;3.200;Stichting MOE;63.297.000
1827924;2018;Vrijwilligers en herdenkactiviteiten;Organiseren van radio- en televisie-uitzendingen;Verstrekt;;3.600;Stichting ZZBO;41.231.072
1787439;2018;Vrijwilligers en herdenkactiviteiten;Organiseren van scoutingactiviteiten voor jongeren;Verstrekt;;2.400;St. scoutinggroep Pimpernel;41.231.079
1729647;2018;Vrijwilligers en herdenkactiviteiten;Organiseren van scoutingactivititen voor jongeren;Verstrekt;;2.400;Scouting Krommenie;41.231.175
1783698;2018;Vrijwilligers en herdenkactiviteiten;Organiseren van scoutingactivititen voor jongeren;Verstrekt;;3.200;Scouting Assendelft;34.291.451
1685441;2018;Vrijwilligers en herdenkactiviteiten;Organiseren van scoutingactivititen voor jongeren;Verstrekt;;1.600;Scouting Koog-Zaandijk;34.306.344
1843807;2018;Vrijwilligers en herdenkactiviteiten;Organiseren van scoutingactivititen voor jongeren;Verstrekt;;2.800;Scoutinggroep de Watergeuzen;41.231.127
2397881;2018;Vrijwilligers en herdenkactiviteiten;Samen Zomeren;Verstrekt;;600;Evean Nieuw Groenland;41.231.224
2384113;2018;Vrijwilligers en herdenkactiviteiten;Samen Zomeren;Verstrekt;;800;Stichting Leviaan;41.235.221
2376619;2018;Vrijwilligers en herdenkactiviteiten;Samen Zomeren;Verstrekt;;600;Verzorgd Wonen Evean Westerwatering;41.232.302
2367879;2018;Vrijwilligers en herdenkactiviteiten;Samen Zomeren;Verstrekt;;900;Stichting Vrienden van Lambert Melisz;41.231.790
2409691;2018;Vrijwilligers en herdenkactiviteiten;Samen Zomeren;Verstrekt;;600;Evean Acht Staten;41.232.302
2476043;2018;Vrijwilligers en herdenkactiviteiten;Samen zomeren Evean Guisveld;Verstrekt;;600;Evean Guisveld;41.232.302
2410319;2018;Vrijwilligers en herdenkactiviteiten;Samen zomeren 2018;Verstrekt;;450; Stichting buurtcentrum De Vuister;34.238.177
1525201;2018;Vrijwilligers en herdenkactiviteiten;Sint intocht Westzaan;Verstrekt;;1.104;WG Sint te Westzaan;
2684854;2018;Vrijwilligers en herdenkactiviteiten;Sinterklaas intocht Assendelft;Verstrekt;;2.000;Stichting Sinterklaasintocht Assendelft;57.692.653
2208247;2018;Vrijwilligers en herdenkactiviteiten;Sinterklaas intocht Wormerveer;Verstrekt;;2.000;Stichting Vrienden van Sint Nicolaas Wormerveer;34.282.591
1818934;2018;Vrijwilligers en herdenkactiviteiten;Sinterklaasfeest Zaandam Zuid;Verstrekt;;2.000;Sinterklaas Comite Zaanstad;58.096.523
1748525;2018;Vrijwilligers en herdenkactiviteiten;Uitzendingen Radio 2000;Verstrekt;;1.050;;34.136.778
1746684;2018;Vrijwilligers en herdenkactiviteiten;Vervoer en begeleiding / gymnastiek voor ouderen;Verstrekt;;1.225;Unie van Vrijwilligers;41.231.197
2483268;2018;Vrijwilligers en herdenkactiviteiten;viering Keti Koti festivial;Verstrekt;;2.800;Stichting Surbeza;41.231.070
1786352;2018;Vrijwilligers en herdenkactiviteiten;Voorlichting themabijeenkomsten enz.;Verstrekt;;550;Oogvereniging Regio Noordwest;56.807.864
1812681;2018;Vrijwilligers en herdenkactiviteiten;Vrijwilligersactiviteiten op gebied van zorg en welzijn;Verstrekt;;4.000;Stichting Present Zaanstreek;34.359.833
1721428;2018;Vrijwilligers en herdenkactiviteiten;vrijwilligersactiviteiten voor en door vrouwen;Verstrekt;;270;PASSAGE Chr. Maatschappelijke Vrouwenbeweging afd. Krommenie;32.072.428
2022173;2018;Vrijwilligers en herdenkactiviteiten;Wereldvrouwen Zingen Samen;Verstrekt;;1.268;Wereldvrouwen Zingen Samen;61.745.324
2132133;2018;Vrijwilligers en herdenkactiviteiten;Zaanse Passion 2018;Verstrekt;;2.800;Stichting Samenbindende Projecten Zaanstreek;64.113.671
2276753;2018;Vrijwilligers en herdenkactiviteiten;Zoefff Huttenbouw;Verstrekt;;735;Stg Buurtcentrum Wormerveer, Huttenbouw;
