Ministerie;handelsnaam na kvk;4000 - Diensten en middelen overig;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;Eindtotaal
DEF;BN/De Stem;1;;;;;;;;;;1
DEF;B-NEON;1;;;;;;;;;;1
DEF;BNR Bouwstoffen B.V.;1;;;;;;;;;;1
DEF;Boardroom@Crisis B.V.;1;;;;;;;;;;1
DEF;Boatmen ''V.I.O.S.'' v.o.f. Schieda;1;;;;;;;;;;1
DEF;Bob's Bloemen en Zo;1;;;;;;;;;;1
DEF;Boca Kaarsen Groep B.V.;;1;;;;;;;;;1
DEF;Bodybow HealthCare B.V.;;;;;;;;;1;;1
DEF;Bodycote Hardingscentrum B.V.;1;;;;;;;;;;1
DEF;Bodyline Onroerend Goed B.V.;1;;;;;;;;;;1
DEF;Boeder B.V.;;;;;;;;;;1;1
DEF;Boei35;;1;;;;;;;;;1
DEF;Boeketterie Binnenweg;1;;;;;;;;;;1
DEF;Boels Verhuur;1;;1;;;;;;;;1
DEF;Boels Verhuur Apeldoorn;1;;;;;;;;;;1
DEF;Boels Verhuur Bergen op Zoom;1;;;;;;;;;;1
DEF;Boels Verhuur Delft;;;;;;;;;1;;1
DEF;Boels Verhuur Hoofddorp;1;;;;;;;;;;1
DEF;Boels Verhuur Nijkerk;1;;;;;;;;;;1
DEF;Boels Verhuur Venray;1;;;;;;;;;;1
DEF;"Boerenkapel ""de Muggenblazers""";1;;;;;;;;1;;1
DEF;Boes Almelo Lastechniek B.V.;1;;;;;;;;;;1
DEF;Bofloor B.V.;1;;;;;;;;;;1
DEF;Boma Nederland B.V.;;;;;;;;1;;;1
DEF;Bommel, van S.P.;;1;;;;;;;;;1
DEF;Bon Aparte Flowers;1;;;;;;;;;;1
DEF;BONACO Gas station;1;;;;;;;;;;1
DEF;Bonaire Fire Fighting N.V.;1;;;;;;;;;;1
DEF;Bonaire International Airport nv;1;;;;;;;;;;1
DEF;Bonaire Marine Center B.V.;1;;;;;;;;;;1
DEF;Bonaire Office Systems;1;;;;;;;;;;1
DEF;BONAIRE SECURITY FORCE;1;;;;;;;;;;1
DEF;Bond van Wapenbroeders Roermond en;;1;;;;;;;;;1
DEF;Bonner Personen Schiffahrt e.G.;1;;;;;;;;;;1
DEF;Bonsink Aquaservice B.V.;1;;;;;;;;;;1
DEF;Boogh Arbeidsre-integratie;1;;;;;;;;;;1
DEF;Boolchands Digitalworld;1;;;;;;;;;;1
DEF;Boom B.V.;1;;;;;;;;;;1
DEF;Boon & Pool gelegenheidsdranken;;1;;;;;;;;;1
DEF;Boon Schoen- en Sleutelservice Amersfoort;;;;;;;;1;;;1
DEF;Boonstra Banketbakkerij & Chocolaterie;;1;;;;;;;;;1
DEF;Boonstra De Echte Bakker;1;;;;;;;;;;1
DEF;Boonstra Retail B.V.;1;1;;;;;;;1;;1
DEF;Bootje Varen Breda;;1;;;;;;;;;1
DEF;Borduurstudio Ricky's Fashion;1;;;;;;;;1;;1
DEF;Borenshop;1;;;;;;;;;;1
DEF;Bo-Rent Centrale Administratie;;;;;;;;1;;;1
DEF;Bos Incasso B.V.;1;;;;;;;;;1;1
DEF;Bosch Beton Verkoopmaatschappij B.V;1;;;;;;;;;;1
DEF;Bosch Sicherheitssysteme GmbH;1;;;;;;;;;;1
DEF;Boshotel Utrechtse Heuvelrug;;1;;;;;;;;;1
DEF;Bosjuweel B.V.;1;;;;;;;;;;1
DEF;Boterhal;;1;;;;;;;;;1
DEF;Boudoir food & drinks;;1;;;;;;;;;1
DEF;Bougie's BV;1;;;;;;;;;;1
DEF;Boumans Installatietechniek B.V.;1;;;;;;;;;;1
DEF;Bouter B.V.;;;;1;;;;;1;;1
DEF;Bouwcenter Filippo B.V.;1;;;;;;;;;;1
DEF;BouwCenter- Nelemans;1;;;;;;;;;;1
DEF;Bouwcenter Nieuwegein;1;;;;;;;;;;1
DEF;Bouwhekken Nederland B.V.;;;;;;;;1;;;1
DEF;Bouwmaat Nederland B.V.;1;;;;;;;;;;1
DEF;BouwXP B.V.;1;;;;;;;;;;1
DEF;Bovenmeester Diner & Lounge;;1;;;;;;;;;1
DEF;Bovomed;1;1;;;;;;;;;1
DEF;Bowerkt B.V.;;;;;;;;1;;;1
DEF;Bowling en Party Centrum Breda;1;1;;;;;;;;;1
DEF;Bowling Scheveningen B.V.;;1;;;;;;;;;1
DEF;Boydex Promotion Products;1;;;;;;;;;;1
DEF;Brab.-Zeeuwse Chr. Werkgeversvereniging;1;;;;;;;;;;1
DEF;Braca Webshops B.V.;;;;;;;;1;;;1
DEF;Brain Box Mediatraining B.V.;1;;;;;;;;;;1
DEF;Brand Interieurs & Control Rooms B.V.;1;;;;;;;;;;1
DEF;Brandmeldcentrales.Nl B.V.;;;;;;;;;1;;1
DEF;Brandpreventie Academy B.V.;1;;;;;;;;;;1
DEF;Brasserie Sequenza;;1;;;;;;;;;1
DEF;Brasserie 't Zusje Scheveningen B.V.;1;;;;;;;;;;1
DEF;Brave International B.V.;1;;;;;;;;;;1
DEF;BRB Sound;1;;;;;;;;;;1
DEF;Break Free Fun Company;1;;;;;;;;;;1
DEF;Bredenoord B.V.;1;;;;;;;;;;1
DEF;Bregman Autoinbouwservice;1;;;;;;;;;;1
DEF;Breitner84 B.V.;1;;;;;;;;;;1
DEF;Bremer Kantoorcentrum B.V.;;;;;;;;;1;;1
DEF;Bressau-Creativ.de;1;;;;;;;;;;1
DEF;Breunesse Delicatesse;1;;;;;;;;;;1
DEF;Breur IJzerhandel Vlietlaan B.V.;1;;;;;;;1;;;1
DEF;Brezan Automaterialen Goes;1;;;;;;;;;;1
DEF;Brezo-Elan B.V.;1;1;;;;;;;1;;1
DEF;Brink Techniek B.V.;1;;;;;;;;;;1
DEF;British American Insurance Company ( Aruba) N.V.;1;;;;;;;;;;1
DEF;Britline;1;;;;;;;;;;1
DEF;Broadcast Technology Investment B.V.;1;;;;;;;;;;1
DEF;Brockhage Corporation;1;;;;;;;;;;1
DEF;Bronckhorst Hoeve;1;;;;;;;;;;1
DEF;Broshuis B.V.;1;;;;;;;;;;1
DEF;Brouwer, M.C.;;;;;;;;;1;;1
DEF;BRP Online B.V.;1;;;;;;;;;;1
DEF;Bruinsma Hydrokultuur B.V.;1;;;;;;;;;;1
DEF;Bruker Daltonik GmbH;1;;;;;;;;;;1
DEF;Bruna;;1;;;;;;;;;1
DEF;Brunschwig Chemie B.V.;;;1;;;;;;;;1
DEF;Bruynzeel Storage Systems B.V.;;;;;;;;;1;;1
DEF;Bucky's Catering;1;;;;;;;;;;1
DEF;Budovereniging IJsselmeer;1;;;;;;;;;;1
DEF;Buitenkado;1;;;;;;;1;;;1
DEF;Buitenplaats Amerongen B.V.;;1;;;;;;;;;1
DEF;Buitenpoort Catering B.V.;1;1;;;;;;;;;1
DEF;Bulthuis Truck- en Traileronderdelen B.V.;1;;;;;;;;;;1
DEF;Bundesamt f³r Infrastruktur, Umweltzschutz und Dienstleistungen Bundeswehr;1;;;;;;;;;;1
DEF;Bundesamt F³r Seeschiffahrt und Hydrographie;1;;;;;;;;;;1
DEF;Bundesamt Infra I 2 f³r Infrastruktur Umweltschutz und Dienstleistungen der Bundeswehr;1;;;;;;;;;;1
DEF;Bundeswehr-Dienstleistungszentrum Hammelburg;;1;;;;;;;;;1
DEF;Bundeswehr-Dienstleistungzentrum Hannover;1;;;;;;;;;;1
DEF;Bunt Hoveniers B.V.;;;;;;;;1;;;1
DEF;Bureau Beunders Media Analyse;1;;;;;;;;;;1
DEF;Bureau Maatschappelijke Zorg;1;;;;;;;;;;1
DEF;Bureau Tromp B.V.;1;;;;;;;;;;1
DEF;Bureau voor Medicinale Cannabis;1;;;;;;;;;;1
DEF;Buren Systems International B.V.;1;;;;;;;;;;1
DEF;Burg Service B.V.;1;;;;;;;;;;1
DEF;Burger's Dierenhotel Egmond;1;;;;;;;;;;1
DEF;Burghouwt Bouwbeslag B.V.;1;;;;;;;;;;1
DEF;Burgman Security BV;;;1;;;;;;;;1
DEF;Buro Zorro;;1;;;;;;;;;1
DEF;Bursa Kebab Restaurant;;1;;;;;;;;;1
DEF;Busch B.V.;1;;;;;;;;;;1
DEF;Business Line Cleanroom;1;;;;;;;;;;1
DEF;BusinessConnect B.V.;1;;;;;;;;;;1
DEF;BUSVERKEHR IMFELD E KFM;1;;;;;;;;;;1
DEF;Butterworth, J.;;;;;;;;;1;;1
DEF;Buveco Gasdetection B.V.;1;;;;;;;;;;1
DEF;Buwalda Multiservice V.O.F.;1;;;;;;;;;;1
DEF;Buxus Bloemenatelier;1;;;;;;;;;;1
DEF;BWV Media;;;;;;;;;1;;1
DEF;Byte B.V.;1;;;;;;;;;;1
DEF;C M AUTOMOTIVE SYSTEMS, INC.;;;;;;;;;;1;1
DEF;C&V Gas Distributors;1;;;;;;;;;;1
DEF;C.L. de Raden & Zoon;;1;;;;;;;;;1
DEF;C.V. Banketbakkerij Bos;1;1;;;;;;;1;;1
DEF;C.V. La Galleria Plein;;1;;;;;;;;;1
DEF;C2R-FAST Ltd;1;;;;;;;;;;1
DEF;Cabin Care B.V.;;;;;;;;;1;;1
DEF;Cablescan B.V.;1;;;;;;;;;;1
DEF;Cadeau Concepten B.V.;1;1;;;;;;;;;1
DEF;CAE Tampa Training Center;;;;;;;;;;1;1
DEF;CafÃƒÂ©-Restaurant de Lage Vuursche;1;;;;;;;;;;1
DEF;Cafatria Uniek;;1;;;;;;;;;1
DEF;Cafe Restaurant De Nederlandse Alp;1;;;;;;;;;;1
DEF;Café Restaurant 'Suisse';1;;;;;;;;;;1
DEF;Café-Eeterij 't Vermaeck;;1;;;;;;;;;1
DEF;CAI-Advies B.V.;1;;;;;;;;;;1
DEF;Camera Tools B.V.;1;;;;;;;;;;1
DEF;Campus Saffraanberg;1;;;;;;;;;;1
DEF;Caparis Grafisch Centrum;1;;;;;;;;;;1
DEF;Capgemini N.V.;;;;;;;;;1;;1
DEF;CAR AUDIO TO GO;;;;;;;;1;;;1
DEF;CAR MOVING SERVICE;1;;;;;;;;;;1
DEF;Car Repair Online Products;;;;;;;;;1;;1
DEF;Carberto;1;;;;;;;;1;;1
DEF;Carclean.Com;1;;;;;;;;;;1
DEF;cards PLM Solutions B.V.;1;;;;;;;;;;1
DEF;CareFirst B.V.;1;;;;;;;;;;1
DEF;CareFusion Netherlands 238 B.V.;1;;;;;;;;;;1
DEF;Carglass B.V.;1;;;;;;;;;;1
DEF;Caribbean Cargo Services NV;;;;;;;;1;;;1
DEF;CARIBBEAN FASTENERS;;;;;;;;1;;;1
DEF;Caribbean Fasteners N.V.;;;;;;;;1;;;1
DEF;Caribbean Filmcom NV;1;;;;;;;;;;1
DEF;CARIBBEAN SPEED PRINTING;1;;;;;;;;;;1
DEF;CARIBE CAR RENTAL National rental;1;;;;;;;;;;1
DEF;Carien van Hedel;;;;;;;;;1;;1
DEF;Carl-Cranz-Gesellschaft e.V.;1;;;;;;;;;;1
DEF;Carmo B.V.;1;;;;;;;;;;1
DEF;Carrosserie Akkermans B.V.;1;;;;;;;;;;1
DEF;Cartal Schagen;1;;;;;;;;1;;1
DEF;Caryn Zuwe Zorg B.V.;1;;;;;;;;;;1
DEF;Cascara Rodizio B.V.;;1;;;;;;;;;1
DEF;CB Facturatie B.V.;1;1;;;;;;;;;1
DEF;CBRE DOF Custodian B.V.;1;;;;;;;;;;1
DEF;CC Nederland B.V.;1;;;;;;;;;;1
DEF;CC Sp Dept Catering BENL;1;1;;;;;;;;;1
DEF;Cedere B.V.;;;;;;;;1;;;1
DEF;Ceezicht Huisduinen;1;;;;;;;;;;1
DEF;Celexon Netherlands B.V.;1;;;;;;;;1;;1
DEF;Center Parcs Netherlands N.V.;1;;;;;;;;;;1
DEF;Centercon B.V.;;;;;;;;;1;;1
DEF;Centix B.V.;1;;;;;;;;;;1
DEF;Centraal Boekhuis B.V.;1;;;;;;;;;;1
DEF;Centrum voor Micro-computer Applicaties B.V.;;;;;;;;;1;;1
DEF;Cercle InterarmÚes de La Base de DÚ d'OrlÚans;1;;;;;;;;;;1
DEF;Certium B.V.;1;;;;;;;;;;1
DEF;Chalet Beyond Travels;1;;;;;;;;;;1
DEF;Challenge Coins;1;;;;;;;;;;1
DEF;Charelli B.V.;1;;;;;;;;;;1
DEF;Charlotte Tol;1;;;;;;;;;;1
DEF;Charraoue Boeken;;1;;;;;;;1;;1
DEF;Chen, L.;;;;;;;;;1;;1
DEF;Chiel Volman;1;;;;;;;;;;1
DEF;Chin. Ind. Restaurant 'De Chinese Muur' B.V.;;1;;;;;;;;;1
DEF;Chirurgen Maatschap Groningen;1;;;;;;;;;;1
DEF;CHJ Internet;1;;;;;;;;;;1
DEF;Chogogo Resort Curaþao N.V.;1;;;;;;;;;;1
DEF;CHR Saint Martin;;;;;;;;1;1;;1
DEF;Chromo Design;1;;;;;;;;;;1
DEF;Cicilia Autoparts & Tireshop;1;;;;;;;;;;1
DEF;Cicilia Motors;1;;;;;;;;;;1
DEF;Citygis B.V.;1;;;;;;;;;;1
DEF;Classic Boat Tours;;1;;;;;;;;;1
DEF;Classic International B.V.;1;;;;;;;;;;1
DEF;Clavis;;1;;;;;;;;;1
DEF;Cleaning Consultancy Delft;;;;;;;;;1;;1
DEF;Clear Air B.V.;;;;;;;;1;;;1
DEF;Cloose;;1;;;;;;;;;1
DEF;Clubgebouw JST Waalsdorp;;1;;;;;;;;;1
DEF;Clubmessage Benelux B.V.;1;;;;;;;;;;1
DEF;CM Telecom B.V.;1;;;;;;;;;;1
DEF;CN Trading;1;;;;;;;;;;1
DEF;Co. Van Beek Tweewielers;1;;;;;;;;;;1
DEF;CoÃƒÂ¶peratie Action Equipment & Services UA;1;;;;;;;;;;1
DEF;CoÃƒÂ¶peratief MSB Meander Medisch Centrum UA;1;;;;;;;;;;1
DEF;Coats Thread Germany GmbH;1;;;;;;;;;;1
DEF;CoCo The Cocktail Company;1;;;;;;;;;;1
DEF;Codan B.V.;1;;;;;;;;;;1
DEF;Coffee & Cocktail B.V.;;1;;;;;;;;;1
DEF;COLLACTIVE B.V.;;;;;;;;;;1;1
DEF;Collectief Saxenburgh Groep;1;;;;;;;;;;1
DEF;CollÚ Sittard Machinehandel B.V.;1;;;;;;;;;;1
DEF;Color Wood Photo B.V.;1;;;;;;;;;;1
DEF;Colt Canada Corporation;;;;;;;;;;1;1
DEF;Combat Havelte;1;;;;;;;;;;1
DEF;Combi Trading Agencies;;;;;;;;;1;;1
DEF;CombiCraft;;;;;;;;1;1;;1
DEF;Combigas B.V.;1;;;;;;;;;;1
DEF;Commanditaire Vennootschap Slendebroek;;;;;;;;;1;;1
DEF;Complete Store Van Dijk B.V.;;;;;;;;;1;;1
DEF;Componence Services B.V.;1;;;;;;;;;;1
DEF;Computer Business Applications B.V.;1;;;;;;;;;;1
DEF;Computercentrum C. van de Velden B.V.;1;;;;;;;;;;1
DEF;Concorde Group B.V.;1;;;;;;;;;;1
DEF;Condair B.V.;;;;;;;;1;;;1
DEF;Condite B.V.;1;;;;;;;;;;1
DEF;Conecto AS;1;;;;;;;;;;1
DEF;Confectiefabriek 'De Berkel' B.V.;;;;;;;;;1;;1
DEF;Connectzorg Nederland;;1;;;;;;;;;1
DEF;Connexxion Tours B.V.;1;;;;;;;;;;1
DEF;Consolit B.V.;1;;;;;;;;;;1
DEF;Constr.- en Machinefabriek Moergestel B.V.;1;;;;;;;;;;1
DEF;Contact Oud Mariniers Afd. Veluwe;1;;;;;;;;;;1
DEF;Container Service Curacao NV;1;;;;;;;;;;1
DEF;ContentOne Europe B.V.;1;;;;;;;;;;1
DEF;Contimeta B.V.;1;;;;;;;;;;1
DEF;Coolmark B.V.;1;;;;;;;;;;1
DEF;Coöperatie Concept2 Benelux UA;1;;;;;;;;;;1
DEF;Coöperatieve Rabobank UA;1;;;;;;;;;;1
DEF;COP Vertriebs GmbH;1;;;;;;;;;;1
DEF;Coppens Warenhuis;1;;;;;;;;;;1
DEF;Copyshop De Haan;1;;;;;;;;;;1
DEF;Cor en Jos Nijman;1;;;;;;;1;;;1
DEF;Cormet Enjoy the Good Life B.V.;;1;;;;;;;;;1
DEF;Cornelis Bedrijfsauto's B.V.;1;;;;;;;;;;1
DEF;Corrosion & Water-Control B.V.;1;;;;;;;;;;1
DEF;CORT BUSINESS SERVICES CORPORATION;1;;;;;;;;;;1
DEF;Cosalint B.V.;1;;;;;;;;1;;1
DEF;Costuummagazijn A.T. de Wit B.V.;;;;;;;;;1;;1
DEF;COT Inst. v. Veiligh. & Crisismanagement B.V.;1;;;;;;;;;;1
DEF;CoV RST;1;;;;;;;;;;1
DEF;CPI Communications & Power Industri;;;;;;;;;;1;1
DEF;Crane Container;1;;;;;;;;;;1
DEF;Creemers Compressors B.V.;;;;;;;;;1;;1
DEF;Creon B.V.;;;1;;;;;;;;1
DEF;Crêpe Paris;;1;;;;;;;;;1
DEF;Crossfit Uphold Dongen;1;;;;;;;;;;1
DEF;Cruise With US;;1;;;;;;;;;1
DEF;Crystal Company B.V.;;;;;;;;;1;;1
DEF;Crystal Specials;1;;;;;;;;1;;1
DEF;Cultuurcafe De Velinx BVBA;1;;;;;;;;;;1
DEF;CUR OFFICE SUPPLY;1;;;;;;;;1;;1
DEF;Cura Mortu Orum Mortuariabeheer B.V.;1;;;;;;;;;;1
DEF;Curacao Airport Partners N.V.;1;;;;;;;1;;;1
DEF;Curacao Gas (Curgas) NV;1;;;;;;;;;;1
DEF;Curacao Swimming Pool N.V.;1;;;;;;;;;;1
DEF;CWN Spuitcabines B.V.;;;;;;;;;1;;1
DEF;CWN Spuitcabines Service & Onderhoud B.V.;;;;;;;;;1;;1
DEF;Cycle Center 53-11;1;;;;;;;;;;1
DEF;Cystac;;;;;;;;1;1;;1
DEF;D & J Zwartepoorte B.V.;;1;;;;;;;;;1
DEF;D Hosting;1;;;;;;;;;;1
DEF;D&F Techniek B.V.;1;;;;;;;;;;1
DEF;D. van Wijnen Holding B.V;;;;;;;;;1;;1
DEF;D.A.P. 't Harde Ven;;;1;;;;;;;;1
DEF;D.M. Wilmes Tandarts;1;;;;;;;;;;1
DEF;D.S.G. Schoonmaakbedrijf B.V.;1;;;;;;;;;;1
DEF;Daaleman Zadels;1;;;;;;;;;;1
DEF;Daan van Schaik Music;1;;;;;;;;;;1
DEF;Daat-Drenthe Metaal;1;;;;;;;;;;1
DEF;Daedalus B.V.;;;;;;;;;;1;1
DEF;DAF Trucks N.V.;1;;;;;;;;;;1
DEF;Daklapack Europe B.V.;1;;;;;;;;1;;1
DEF;Dakota Flight Cases;1;;;;;;;;;;1
DEF;Dalhuisen Olie B.V.;1;;;;;;;;;;1
DEF;Dalosy Projecten B.V.;1;;;;;;;;;;1
DEF;Damen Hydrauliek Best B.V.;1;;;;;;;;;;1
DEF;Damen Schelde Naval Shipbuilding B.V.;1;;;;;;;;;;1
DEF;Damen Shipyards Den Helder B.V.;1;;;;;;;;;;1
DEF;Damme Kunststoffen B.V.;1;;;;;;;;;;1
DEF;Danckaarts Techniek B.V.;;;;1;;;;;1;;1
DEF;DaniÃ«l Thomasso;;1;;;;;;;;;1
DEF;Danish Defence;1;;;;;;;;1;;1
DEF;Dankers Special Case Products B.V.;1;;;;;;;;;;1
DEF;DAP de Zuidwesthoek B.V.;;;1;;;;;;;;1
DEF;Daphne Photography;1;;;;;;;;;;1
DEF;DARE ! ! Calibrations;1;;;;;;;;;;1
DEF;DAS Rechtsbijstand;1;;;;;;;;;;1
DEF;Data Control Transponder Technology;;;;;;;;;1;;1
DEF;DatAction;;;1;;;;;;;;1
DEF;DataExpert B.V.;1;;;;;;;;;;1
DEF;Datas Kantoor Kompleet Drachten B.V.;1;;;;;;;;;;1
DEF;Datascan B.V.;1;;;;;;;;;;1
DEF;David's Corner;;1;;;;;;;;;1
DEF;Dazelaar Bewindvoering B.V.;1;;;;;;;;;;1
DEF;DB Schenker Rail Deutschland AG;1;;;;;;;;;;1
DEF;DC Scharendijke B.V.;1;;;;;;;;;;1
DEF;DDJ Music B.V.;1;;;;;;;;;;1
DEF;DDS Druma B.V.;1;;;;;;;;;;1
DEF;De Aubergerie;;1;;;;;;;;;1
DEF;De Baak B.V.;1;;;;;;;;;;1
DEF;De Beveiligingswinkel;1;;;;;;;;;;1
DEF;De Bladenmaaksters;1;;;;;;;;;;1
DEF;De Bloemenkas;;;;;;;;1;;;1
DEF;De Bloemerije;1;;;;;;;;;;1
DEF;De Brabantse Hoeve;1;;;;;;;;;;1
DEF;De Burgh Eindhoven B.V.;;;;;;;;;1;;1
DEF;De Commandostichting;1;;;;;;;;;;1
DEF;De Corenmaet B.V.;1;;;;;;;;;;1
DEF;De Curaþaosche Courant N.V.;1;;;;;;;;1;;1
DEF;De Dikke van Dale;;1;;;;;;;;;1
DEF;De Dorpskamer;1;1;;;;;;;;;1
DEF;De Efteling B.V.;;;;;;;;;1;;1
DEF;De Gezelligheid;;1;;;;;;;;;1
DEF;De Gouden Ton;1;1;;;;;;;;;1
DEF;De Gouden Ton Wijnkoperij;1;;;;;;;;;;1
DEF;de Graaf, Versteeg en Zeilstra Huisartsen;1;;;;;;;;;;1
DEF;De Groot Houtbewerkingsmachines B.V.;1;;;;;;;;1;;1
DEF;De Heeg Internet Solutions B.V.;1;;;;;;;;;;1
DEF;De Holl. Cirk./Stg. v. de Gesch. der Geodesie;1;;;;;;;;;;1
DEF;De Kabath Vastgoedbescherming B.V.;1;;;;;;;;;;1
DEF;De Kabouterhut B.V.;1;;;;;;;;;;1
DEF;De Kampanje;1;1;;;;;;;;;1
DEF;De Kantoorspecialist;;;;;;;;;1;;1
DEF;De Kastanjehof B.V.;1;1;;;;;;;;;1
DEF;De Kijkerspecialist;1;;;;;;;;;;1
DEF;De Kluizenier;1;;;;;;;;;;1
DEF;De Kock Raamfolie B.V.;1;;;;;;;;;;1
DEF;De Koningshof B.V.;;1;;;;;;;;;1
DEF;De Kostendrukkers B.V.;1;;;;;;;;;;1
DEF;De Lange Muur B.V.;1;;;;;;;;1;;1
DEF;De leestafel;1;;;;;;;;;;1
DEF;De Lijsten Fabriek;;;;;;;;;1;;1
DEF;De Lisdodde;1;;;;;;;;1;;1
DEF;De Metaalwinkel Utrecht B.V.;1;;;;;;;;;;1
DEF;De Molen Banden B.V.;1;;;;;;;;1;;1
DEF;De Nationale Taptoe;1;;;;;;;;;;1
DEF;De Noord Chemicals B.V.;1;;;;;;;;;;1
DEF;De Notenboom;;1;;;;;;;;;1
DEF;De Olde Fabriek;;1;;;;;;;;;1
DEF;De Papierklem Stationery;1;;;;;;;;;;1
DEF;De Peer;;1;;;;;;;;;1
DEF;DE PERSGROEP NEDERLAND B.V.;1;;;;;;;;;;1
DEF;De Prins Buren V.O.F.;;1;;;;;;;;;1
DEF;De Pure Keuken;1;;;;;;;;;;1
DEF;De Raat Security Products B.V.;1;;;;;;;;;;1
DEF;De Ridder Service Revisie en Meet B.V.;;;;;;;;;1;;1
DEF;De Rijlaars Specialist;1;;;;;;;;;;1
DEF;De Rosep;;1;;;;;;;;;1
DEF;de Rouw Elektro;;;;;;;;;1;;1
DEF;De Schaar;1;;;;;;;;;;1
DEF;De Schuur Kootwijkerbroek B.V.;1;;;;;;;;1;;1
DEF;De Sleutelspecialist Leeuwarden V.O.F.;;;;;;;;1;;;1
DEF;De Staffing Groep Nederland B.V.;;;1;;;;;;;;1
DEF;De Stempelplaats B.V.;;;;;;;;;1;;1
DEF;De Stickerkoning B.V.;1;;;;;;;;;;1
DEF;De Tapperij;1;;;;;;;;;;1
DEF;De Twirre;;1;;;;;;;;;1
DEF;De Verhalenkoffer;1;;;;;;;;;;1
DEF;De Verwijskliniek;;;1;;;;;;;;1
DEF;de ViB fabriek;1;;;;;;;;;;1
DEF;De Vier Gewesten B.V.;1;;;;;;;;;;1
DEF;De Viersprong B.V.;;1;;;;;;;;;1
DEF;De Vlas Transport B.V.;1;;;;;;;;;;1
DEF;De Volkskrant B.V.;1;;;;;;;;;;1
DEF;De Waterreus;;1;;;;;;;;;1
DEF;De Witt SIAT Importeur B.V.;1;;;;;;;;;;1
DEF;de Zeeuwse Stromen;;;;;;;;;1;;1
DEF;Deba Bedrijfswagens Bergen op Zoom B.V.;1;;;;;;;;;;1
DEF;Decathlon Netherlands B.V.;1;;;;;;;;;;1
DEF;December Productions;1;;;;;;;;;;1
DEF;Decilux AV Sales;1;;;;;;;;;;1
DEF;Deco Sign & Code B.V.;;;;;;;;1;;;1
DEF;Decokar;;;;;;;;1;;;1
DEF;Decora Bloemdecoraties;1;;;;;;;;;;1
DEF;Decoratelier Vorm en Decor B.V.;1;;;;;;;;;;1
DEF;Deen Winkels B.V.;1;;;;;;;;;;1
DEF;Dekker Drukwerken B.V.;1;;;;;;;;;;1
DEF;Delemarre, Jeu;;1;;;;;;;;;1
DEF;Delft Congress Support B.V.;1;;;;;;;;;;1
DEF;Deliesious;1;;;;;;;;;;1
DEF;DELTA Comfort B.V.;1;;;;;;;1;;;1
DEF;Dem B.V.;1;;;;;;;;;;1
DEF;Dematic Service GmbH;;;;;;;;;1;;1
DEF;Den Besten Kerst- en Relatiegeschenken B.V.;;1;;;;;;;;;1
DEF;Den Bosch Evenementen B.V.;1;1;;;;;;;;;1
DEF;Den Potsenmaeker B.V.;;1;;;;;;;;;1
DEF;Denios B.V.;1;;;;;;;;;;1
DEF;Denk Producties B.V.;1;1;;;;;;;;;1
DEF;Dentalair Consumables B.V.;1;;;;;;;;;;1
DEF;Depok B.V.;;1;;;;;;;;;1
DEF;Der Taler GmbH;1;;;;;;;;;;1
DEF;Designed 4u;1;;;;;;;;;;1
DEF;Destil B.V.;1;;;;;;;;;;1
DEF;Deu Con Isaf - Mazar-e-Sharif;;;;;;;1;;1;;1
DEF;Deucon Isaf Prt Kunduz;;;;;;;1;;1;;1
DEF;Devani Creative;1;;;;;;;1;1;;1
DEF;Deventrade B.V.;1;;;;;;;;;;1
DEF;DFAS Columbus JDCBB/CO-EBS;1;;;;;;;;;;1
DEF;DFDS Seaways IJmuiden B.V.;1;;;;;;;;;;1
DEF;DGM Netherlands B.V.;1;;;;;;;;;;1
DEF;DHL International B.V.;1;;;;;;;;1;;1
DEF;Dhollandia Nederland B.V.;;;;;;;;;1;;1
DEF;Dhr. J.J. Rodenburg, Klinisch psych /psychotherapeut;;1;;;;;;;;;1
DEF;DIAL Liquid Technics B.V.;1;;;;;;;;;;1
DEF;Diario;1;;;;;;;;;;1
DEF;Dibo Nederland B.V.;1;;;;;;;;;;1
DEF;Dickens Horecabedrijven B.V.;;1;;;;;;;;;1
DEF;Dier en Tand BVBA;1;;;;;;;;;;1
DEF;Dierenartsenpraktijk de Zuidwesthoek;1;;1;;;;;;;;1
DEF;Dierenartsenpraktijk Deil G.H. Mensen;1;;;;;;;;;;1
DEF;Dierenartsenpraktijk Elburg B.V.;1;;;;;;;;;;1
DEF;Dierenartsenpraktijk Puiflijk;1;;;;;;;;;;1
DEF;Dierenartsenpraktijk Salland;1;;;;;;;;;;1
DEF;Dierenartspraktijk Assendelft;1;;;;;;;;;;1
DEF;Dierenartspraktijk Mosselman;1;;;;;;;;;;1
DEF;Dierenartspraktijk Wormer;1;;;;;;;;;;1
DEF;Dierenkliniek de Kempen;1;;;;;;;;;;1
DEF;Dierenkliniek Den Heuvel B.V.;;;1;;;;;;;;1
DEF;Dierenkliniek Duinpark;1;;;;;;;;;;1
DEF;Dierenkliniek Hellendoorn-Nijverdal;1;;1;;;;;;;;1
DEF;Dierenkliniek Swifterbant;1;;;;;;;;;;1
