FYSIEK_VOORKOMEN_CODE;FYSIEK_VOORKOMEN_OMSC;FYSIEK_VOORKOMEN_PLUS_CODE;FYSIEK_VOORKOMEN_PLUS_OMSC;ID;GUID;CODE;IDENTIFICATIE;TIJDSTIPREGISTRATIE;PLAATSINGSDATUM;BOUWJAAR;LEEFTIJD;OPPERVLAKTE;GEBIED_OMSC;BUURT_CODE;BUURT_OMSC;IMGEO_STADSDEEL_CODE;IMGEO_STADSDEEL_OMSC;IMGEO_WIJK_CODE;IMGEO_WIJK_OMSC;BEHEERDER_OMSC;EIGENAAR_OMSC;WERKPAKKET_VLAK_CODE;WERKPAKKET_VLAK_OMSC;BEHEERGEBIEDEN_OMSC;GROEN_VAKKEN_CODE;GROEN_VAKKEN_OMSC;GROEN_OPPERVLAKTE_KLASSE_CODE;GROEN_OPPERVLAKTE_KLASSE_OMSC;X;Y
GAO;grasland overig;GRSO; ;224519;{09EDE8D7-7BDF-3FE1-E053-293C0B0AF01F};1010690;G0518.FCB8EA55-E7BC-B4FA-E040-2A0A313C2F1B;20190628141500;19991101000000;1999;22;72.0;;97;Kraayenstein;1;Loosduinen;16;Kraayenstein en Vroondaal;DSB/DPZ;Gemeente Den Haag; 86;Berm vlak;Monsterseweg;;;A;< 2000 m2;75041.714;451801.032
GAO;grasland overig;GRSO; ;224520;{09EDE8D7-90A4-3FE1-E053-293C0B0AF01F};1010180;G0518.FCB8EA55-E891-B4FA-E040-2A0A313C2F1B;20190628141500;19991101000000;1999;22;454.9;;86;Houtwijk;1;Loosduinen;17;Loosduinen;DSB/DPZ;Gemeente Den Haag; 88;Berm talud;Tulapad;;;A;< 2000 m2;77618.623;452541.716
HOU;houtwal;HTWL; ;224521;{09EDE8D7-90A7-3FE1-E053-293C0B0AF01F};1010182;G0518.E276C44C-E627-4643-9954-0A8C12AD351B;20190630080000;20051101000000;2005;16;29.9;;86;Houtwijk;1;Loosduinen;17;Loosduinen;DSB/DPZ;Gemeente Den Haag;35H;Houtsingel oppervlak;Architect Duikerstraat;;;A;< 2000 m2;77565.457;452513.005
HOU;houtwal;HTWL; ;224522;{09EDE8D7-90AB-3FE1-E053-293C0B0AF01F};1010172;G0518.FCB8EA55-FBBE-B4FA-E040-2A0A313C2F1B;20131001060000;20051101000000;2005;16;555.6;;86;Houtwijk;1;Loosduinen;17;Loosduinen;DSB/DPZ;Gemeente Den Haag;35H;Houtsingel oppervlak;Escamplaan;;;A;< 2000 m2;77654.781;452553.278
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;224523;{09EDE8D7-8DC2-3FE1-E053-293C0B0AF01F};956155;G0518.14280CBD-A240-0772-E053-530A0B0AF16A;20150410182150;20001101000000;2000;21;191.5;;80;Morgenstond-zuid;2;Escamp;36;Moerwijk;DSB/DPZ;Gemeente Den Haag; 90;Ruiggrasveld vlak;Erasmusweg;;;A;< 2000 m2;79667.784;451284.736
GRV;groenvoorziening;GRV_HSTBT;heesters;224524;{09EDE8D7-90EE-3FE1-E053-293C0B0AF01F};1026905;G0518.FCB8EA55-E2C0-B4FA-E040-2A0A313C2F1B;20171108135848;20000801000000;2000;21;30.4;;86;Houtwijk;1;Loosduinen;17;Loosduinen;DSB/DPZ;Gemeente Den Haag; 45;Fijne heesters oppervlak;Dr. L.J. Rogierstraat;;;A;< 2000 m2;76749.317;451869.903
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;224525;{117907C1-9CF1-0191-E053-293C0B0A0EB1};1049688;G0518.FCB8EA55-E1F4-B4FA-E040-2A0A313C2F1B;20190628141500;20010701000000;2001;20;110.9;;86;Houtwijk;1;Loosduinen;17;Loosduinen;DSB/DPZ;Gemeente Den Haag; 90;Ruiggrasveld vlak;Jan Palachstraat;;;A;< 2000 m2;77429.094;453022.754
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;224526;{09EDE8D7-9116-3FE1-E053-293C0B0AF01F};956170;G0518.14280CBD-A65E-0772-E053-530A0B0AF16A;20150410182213;20051101000000;2005;16;61.2;Erasmuszone;80;Morgenstond-zuid;2;Escamp;34;Morgenstond;DSB/DPZ;Gemeente Den Haag; 90;Ruiggrasveld vlak;Erasmusweg;;;A;< 2000 m2;79390.477;451076.214
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;224481;{09EDE8D7-87CB-3FE1-E053-293C0B0AF01F};1035699;;;19990101000000;1999;22;26.4;;104;Lage Veld;2;Escamp;40;Wateringse Veld;DSB/DPZ;Gemeente Den Haag; 76;Grasveld talud;Praagsingel;;;A;< 2000 m2;80224.221;448856.683
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;224482;{09EDE8D7-87CF-3FE1-E053-293C0B0AF01F};1035700;G0518.14280CBD-A19B-0772-E053-530A0B0AF16A;20150410182008;19990101000000;1999;22;85.6;;104;Lage Veld;2;Escamp;40;Wateringse Veld;DSB/DPZ;Gemeente Den Haag; 76;Grasveld talud;Praagsingel;;;A;< 2000 m2;80206.03;448892.707
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;224483;{09EDE8D7-8AE7-3FE1-E053-293C0B0AF01F};877053;G0518.14280CBD-B017-0772-E053-530A0B0AF16A;20150410182234;20060701000000;2006;15;425.9;;98;Dreven en Gaarden;2;Escamp;33;Bouwlust;DSB/DPZ;Gemeente Den Haag; 75;Grasveld vlak;Bontwerkersgaarde;;;A;< 2000 m2;78343.428;450448.999
GRV;groenvoorziening;GRV_STRBT;struikrozen;224484;{09EDE8D7-791E-3FE1-E053-293C0B0AF01F};982331;G0518.0512F759-5583-C180-E050-2A0A313C70A8;20190628134000;19950801000000;1995;26;44.6;;52;Bomenbuurt;3;Segbroek;12;Bomen- en Bloemenbuurt;DSB/DPZ;Gemeente Den Haag; 50;Rozen oppervlak;Ieplaan;;;A;< 2000 m2;78665.232;455368.536
GRV;groenvoorziening;GRV_STRBT;struikrozen;224485;{09EDE8D7-791F-3FE1-E053-293C0B0AF01F};982332;G0518.0512F759-643E-C180-E050-2A0A313C70A8;20190628134000;19950801000000;1995;26;48.2;;52;Bomenbuurt;3;Segbroek;12;Bomen- en Bloemenbuurt;DSB/DPZ;Gemeente Den Haag; 50;Rozen oppervlak;Ieplaan;;;A;< 2000 m2;78697.382;455309.02
GAO;grasland overig;GRSO; ;224486;{09EDE8D7-8000-3FE1-E053-293C0B0AF01F};877817;G0518.14280CBD-862A-0772-E053-530A0B0AF16A;20190628141500;20070801000000;2007;14;324.7;Groene Assen Zuidwestzone;96;Zijden, Steden en Zichten;2;Escamp;33;Bouwlust;DSB/DPZ;Gemeente Den Haag; 88;Berm talud;Melis Stokezijde;;;A;< 2000 m2;77358.561;450183.153
LFB;loofbos;LFB_GHHBT;griend en hakhout;224487;{09EDE8D7-8342-3FE1-E053-293C0B0AF01F};958405;G0518.08D6E6F3-30B6-653A-E050-2A0A313C2FF8;20190630080000;20051201000000;2005;16;76.5;;74;Duttendel;4;Scheveningen;3;Westbroekpark en Duttendel;DSB/DPZ;Gemeente Den Haag;30P;Parkbos oppervlak;Klatteweg;;;A;< 2000 m2;80889.148;457797.684
LFB;loofbos;LFB_GHHBT;griend en hakhout;224488;{09EDE8D7-8343-3FE1-E053-293C0B0AF01F};958406;G0518.08D6E6F3-30B7-653A-E050-2A0A313C2FF8;20190630080000;20051201000000;2005;16;15.2;;74;Duttendel;4;Scheveningen;3;Westbroekpark en Duttendel;DSB/DPZ;Gemeente Den Haag;30P;Parkbos oppervlak;Klatteweg;;;A;< 2000 m2;80881.823;457793.173
LFB;loofbos;LFB_GHHBT;griend en hakhout;224489;{09EDE8D7-8347-3FE1-E053-293C0B0AF01F};799581;G0518.08D6E6F2-C473-653A-E050-2A0A313C2FF8;20210708133225;20031201000000;2003;18;375.3;;74;Duttendel;4;Scheveningen;3;Westbroekpark en Duttendel;DSB/DPZ;Gemeente Den Haag;30P;Parkbos oppervlak;Klatteweg;;;A;< 2000 m2;80943.906;457824.108
LFB;loofbos;LFB_GHHBT;griend en hakhout;224490;{09EDE8D7-8354-3FE1-E053-293C0B0AF01F};799593;G0518.08D6E6F3-30B5-653A-E050-2A0A313C2FF8;20190630080000;20051201000000;2005;16;170.9;;74;Duttendel;4;Scheveningen;3;Westbroekpark en Duttendel;DSB/DPZ;Gemeente Den Haag;30P;Parkbos oppervlak;Klatteweg;;;A;< 2000 m2;80917.067;457809.292
GAO;grasland overig;GRSO; ;224491;{09EDE8D7-76D9-3FE1-E053-293C0B0AF01F};983198;G0518.14280CBD-AE2F-0772-E053-530A0B0AF16A;20190628141500;19990901000000;1999;22;42.6;;102;Hoge Veld;2;Escamp;40;Wateringse Veld;DSB/DPZ;Gemeente Den Haag; 88;Berm talud;Noordweg;;;A;< 2000 m2;79145.436;450148.644
HOU;houtwal;HTWL; ;224492;{09EDE8D7-784D-3FE1-E053-293C0B0AF01F};1027040;G0518.14280CBD-A72B-0772-E053-530A0B0AF16A;20190630080000;19990901000000;1999;20;130.8;De Uithof;99;De Uithof;2;Escamp;33;Bouwlust;DSB/DPZ;Gemeente Den Haag;35S;Struweel oppervlak;Nieuweweg;GGG01;Grote groengebieden;A;< 2000 m2;76035.56;450788.859
GAO;grasland overig;GRSO; ;224493;{09EDE8D7-7A5C-3FE1-E053-293C0B0AF01F};1035956;G0518.08D6E6F2-C87E-653A-E050-2A0A313C2FF8;20210810104935;20020101000000;2002;19;52.6;;5;Van Stolkprk./Schev.Bosjes;4;Scheveningen;6;Van Stolkpark en Scheveningse Bosjes;DSB/DPZ;Gemeente Den Haag; 86;Berm vlak;Scheveningseweg;;;A;< 2000 m2;79333.605;457274.891
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;224494;{09EDE8D7-7DAC-3FE1-E053-293C0B0AF01F};795560;G0518.14280CBD-889F-0772-E053-530A0B0AF16A;20150410182213;20001201000000;2000;21;115.0;;80;Morgenstond-zuid;2;Escamp;34;Morgenstond;DSB/DPZ;Gemeente Den Haag; 90;Ruiggrasveld vlak;Erasmusweg;;;A;< 2000 m2;79537.746;451196.739
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;224495;{09EDE8D7-7DB5-3FE1-E053-293C0B0AF01F};927193;G0518.FCB8EA55-EA8F-B4FA-E040-2A0A313C2F1B;20170221092719;20060901000000;2006;15;443.1;;95;Kom Loosduinen;1;Loosduinen;15;Kijkduin en Ockenburgh;DSB/DPZ;Gemeente Den Haag; 75;Grasveld vlak;Loosduinse Hoofdstraat;;;A;< 2000 m2;75531.818;452169.924
LFB;loofbos;LFB_GHHBT;griend en hakhout;224496;{09EDE8D7-8423-3FE1-E053-293C0B0AF01F};943845;G0518.08D6E6F2-C51B-653A-E050-2A0A313C2FF8;20190630080000;20030301000000;2003;16;4258.9;;74;Duttendel;4;Scheveningen;3;Westbroekpark en Duttendel;DSB/DPZ;Gemeente Den Haag;30N;Natuurbos oppervlak;Nieuwe Scheveningse Bosjes;GGG01;Grote groengebieden;B;> 2000 m2;80287.321;458205.764
LFB;loofbos;LFB_GHHBT;griend en hakhout;224497;{09EDE8D7-8424-3FE1-E053-293C0B0AF01F};943847;G0518.08D6E6F2-C51E-653A-E050-2A0A313C2FF8;20210708133225;20030301000000;2003;16;2270.0;;74;Duttendel;4;Scheveningen;3;Westbroekpark en Duttendel;DSB/DPZ;Gemeente Den Haag;30N;Natuurbos oppervlak;Nieuwe Scheveningse Bosjes;GGG01;Grote groengebieden;B;> 2000 m2;80218.657;458253.16
HOU;houtwal;HTWL; ;224498;{09EDE8D7-8179-3FE1-E053-293C0B0AF01F};877845;G0518.14280CBD-7A9F-0772-E053-530A0B0AF16A;20230103094302;20050801000000;2005;16;120.4;;39;Moerwijk-zuid;2;Escamp;36;Moerwijk;DSB/DPZ;Gemeente Den Haag;35H;Houtsingel oppervlak;Guntersteinweg;;;A;< 2000 m2;80946.669;451647.519
GAO;grasland overig;GRSO; ;224499;{09EDE8D7-817A-3FE1-E053-293C0B0AF01F};877846;G0518.14280CBD-7AA0-0772-E053-530A0B0AF16A;20230103094302;20000801000000;2000;21;18.7;;39;Moerwijk-zuid;2;Escamp;36;Moerwijk;DSB/DPZ;Gemeente Den Haag; 86;Berm vlak;Guntersteinweg;;;A;< 2000 m2;80943.605;451646.236
GAO;grasland overig;GRSO; ;224500;{09EDE8D7-71C6-3FE1-E053-293C0B0AF01F};753695;G0518.14280CBD-A90E-0772-E053-530A0B0AF16A;20190628141500;20000501000000;2000;20;756.7;Recreatiegebied;99;De Uithof;2;Escamp;33;Bouwlust;DSB/DPZ;Gemeente Den Haag; 88;Berm talud;De Uithof;GGG01;Grote groengebieden;A;< 2000 m2;77008.659;450437.167
GRV;groenvoorziening;GRV_PLNBT;planten;224501;{09EDE8D7-756D-3FE1-E053-293C0B0AF01F};1012092;;;20060101000000;2006;16;70.1;;102;Hoge Veld;2;Escamp;40;Wateringse Veld;DSB/DPZ;Gemeente Den Haag;B60;Vaste planten bodembedekkend;Laantje van Salland;;;A;< 2000 m2;79859.8190833493;450228.701249779
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;224502;{09EDE8D7-7578-3FE1-E053-293C0B0AF01F};1012112;G0518.14280CBD-A28C-0772-E053-530A0B0AF16A;20150410182007;20060101000000;2006;15;118.7;;102;Hoge Veld;2;Escamp;40;Wateringse Veld;DSB/DPZ;Gemeente Den Haag; 75;Grasveld vlak;Reiderlandlaan;;;A;< 2000 m2;79804.796;450133.775
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;224503;{09EDE8D7-757E-3FE1-E053-293C0B0AF01F};1012114;G0518.14280CBD-A78F-0772-E053-530A0B0AF16A;20150410184008;20060101000000;2006;15;158.5;;102;Hoge Veld;2;Escamp;40;Wateringse Veld;DSB/DPZ;Gemeente Den Haag; 75;Grasveld vlak;Reiderlandlaan;;;A;< 2000 m2;79867.052;450193.639
GAO;grasland overig;GRSO; ;224504;{09EDE8D7-80C5-3FE1-E053-293C0B0AF01F};877834;G0518.14280CBD-AD86-0772-E053-530A0B0AF16A;20190628141500;20000801000000;2000;21;227.1;Groene Assen Zuidwestzone;98;Dreven en Gaarden;2;Escamp;33;Bouwlust;DSB/DPZ;Gemeente Den Haag; 86;Berm vlak;Lozerlaan;;;A;< 2000 m2;77355.674;450029.881
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;224505;{09EDE8D7-80CA-3FE1-E053-293C0B0AF01F};877839;G0518.14280CBD-ACD7-0772-E053-530A0B0AF16A;20150410182225;20010701000000;2001;20;192.0;Groene Assen Zuidwestzone;96;Zijden, Steden en Zichten;2;Escamp;33;Bouwlust;DSB/DPZ;Gemeente Den Haag; 90;Ruiggrasveld vlak;Lozerlaan;;;A;< 2000 m2;77325.034;450091.534
GRV;groenvoorziening;GRV_HSTBT;heesters;224506;{09EDE8D7-80CF-3FE1-E053-293C0B0AF01F};877844;G0518.14280CBD-F438-0772-E053-530A0B0AF16A;20150410182347;19980101000000;1998;23;167.0;;39;Moerwijk-zuid;2;Escamp;36;Moerwijk;DSB/DPZ;Gemeente Den Haag; 45;Fijne heesters oppervlak;Guntersteinweg;;;A;< 2000 m2;80944.738;451676.681
HOU;houtwal;HTWL; ;224507;{09EDE8D7-8416-3FE1-E053-293C0B0AF01F};744411;G0518.0512F759-6AD6-C180-E050-2A0A313C70A8;20190630080000;20050601000000;2005;16;60.0;Haagse Beekzone;52;Bomenbuurt;3;Segbroek;12;Bomen- en Bloemenbuurt;DSB/DPZ;Gemeente Den Haag;35S;Struweel oppervlak;Segbroeklaan;;;A;< 2000 m2;78625.658;455744.106
GRV;groenvoorziening;GRV_PLNBT;planten;224508;{09EDE8D7-82A6-3FE1-E053-293C0B0AF01F};864526;G0518.0512F759-67ED-C180-E050-2A0A313C70A8;20190630080000;20020801000000;2002;19;29.6;;51;Bloemenbuurt-oost;3;Segbroek;12;Bomen- en Bloemenbuurt;DSB/DPZ;Gemeente Den Haag;B60;Vaste planten bodembedekkend;Wingerdstraat;;;A;< 2000 m2;77681.726;454557.362
HOU;houtwal;HTWL; ;224538;{09EDE8D7-860D-3FE1-E053-293C0B0AF01F};1002640;;;19980901000000;1998;23;985.8;Gazon en Plantsoen;84;Leyenburg;2;Escamp;32;Leyenburg;DSB/DPZ;Gemeente Den Haag;35H;Houtsingel oppervlak;Florence Nightingalepark;;;A;< 2000 m2;77684.844;452393.868
GRV;groenvoorziening;GRV_HSTBT;heesters;224539;{09EDE8D7-861A-3FE1-E053-293C0B0AF01F};990836;G0518.14280CBD-F9A1-0772-E053-530A0B0AF16A;20150410182301;20060401000000;2006;13;45.6;Zuiderpark;36;Zuiderpark;2;Escamp;35;Zuiderpark;DSB/DPZ;Gemeente Den Haag; 45;Fijne heesters oppervlak;Zuiderpark;GGG01;Grote groengebieden;A;< 2000 m2;79699.654;452121.842
GAO;grasland overig;GRSO; ;224540;{09EDE8D7-9163-3FE1-E053-293C0B0AF01F};927041;G0518.FCB8EA55-E985-B4FA-E040-2A0A313C2F1B;20190628141500;19990901000000;1999;22;12.0;Doorgroei en Beplanting;82;Rosenburg;1;Loosduinen;18;Waldeck;DSB/DPZ;Gemeente Den Haag; 88;Berm talud;Wandelgangen;;;A;< 2000 m2;76738.173;453316.573
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;224541;{09EDE8D7-8E7B-3FE1-E053-293C0B0AF01F};1037873;G0518.FCB8EA55-E81E-B4FA-E040-2A0A313C2F1B;20221214091714;20000201000000;2000;21;47.9;;82;Rosenburg;1;Loosduinen;18;Waldeck;DSB/DPZ;Gemeente Den Haag; 90;Ruiggrasveld vlak;Groen van Prinstererlaan;;;A;< 2000 m2;76634.982;453648.054
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;224542;{09EDE8D7-8E7E-3FE1-E053-293C0B0AF01F};1037874;G0518.FCB8EA55-E81F-B4FA-E040-2A0A313C2F1B;20230104193905;20000201000000;2000;21;41.9;;82;Rosenburg;1;Loosduinen;18;Waldeck;DSB/DPZ;Gemeente Den Haag; 90;Ruiggrasveld vlak;Groen van Prinstererlaan;;;A;< 2000 m2;76644.401;453595.726
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;224543;{09EDE8D7-8E87-3FE1-E053-293C0B0AF01F};1037875;G0518.FCB8EA55-EA05-B4FA-E040-2A0A313C2F1B;20221214091714;20000201000000;2000;21;83.0;;82;Rosenburg;1;Loosduinen;18;Waldeck;DSB/DPZ;Gemeente Den Haag; 90;Ruiggrasveld vlak;Groen van Prinstererlaan;;;A;< 2000 m2;76660.136;453629.163
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;224544;{09EDE8D7-8E88-3FE1-E053-293C0B0AF01F};1037876;G0518.FCB8EA55-E988-B4FA-E040-2A0A313C2F1B;;20000201000000;2000;21;77.2;;82;Rosenburg;1;Loosduinen;18;Waldeck;DSB/DPZ;Gemeente Den Haag; 90;Ruiggrasveld vlak;Groen van Prinstererlaan;;;A;< 2000 m2;76668.394;453582.934
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;224545;{09EDE8D7-8E8C-3FE1-E053-293C0B0AF01F};1037880;G0518.FCB8EA55-E8CD-B4FA-E040-2A0A313C2F1B;20221214091714;20000201000000;2000;21;34.2;;82;Rosenburg;1;Loosduinen;18;Waldeck;DSB/DPZ;Gemeente Den Haag; 90;Ruiggrasveld vlak;Groen van Prinstererlaan;;;A;< 2000 m2;76656.994;453525.362
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;224546;{09EDE8D7-8EB0-3FE1-E053-293C0B0AF01F};1037882;G0518.FCB8EA55-E8CE-B4FA-E040-2A0A313C2F1B;20221214091714;20000201000000;2000;21;65.3;;82;Rosenburg;1;Loosduinen;18;Waldeck;DSB/DPZ;Gemeente Den Haag; 90;Ruiggrasveld vlak;Groen van Prinstererlaan;;;A;< 2000 m2;76682.439;453504.665
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;224547;{09EDE8D7-8EB6-3FE1-E053-293C0B0AF01F};1037883;G0518.FCB8EA55-E8CF-B4FA-E040-2A0A313C2F1B;20230104193905;20000201000000;2000;21;117.0;;82;Rosenburg;1;Loosduinen;18;Waldeck;DSB/DPZ;Gemeente Den Haag; 90;Ruiggrasveld vlak;Groen van Prinstererlaan;;;A;< 2000 m2;76666.843;453470.598
GRV;groenvoorziening;GRV_HSTBT;heesters;224593;{09EDE8D7-8700-3FE1-E053-293C0B0AF01F};616096;G0518.14280CBD-F5E5-0772-E053-530A0B0AF16A;20150410182256;20110101000000;2011;11;78.6;Zuiderpark;36;Zuiderpark;2;Escamp;35;Zuiderpark;DSB/DPZ;Gemeente Den Haag; 40;Grove heesters oppervlak;Zuiderpark;GGG01;Grote groengebieden;A;< 2000 m2;79623.531;452107.03
GRV;groenvoorziening;GRV_HSTBT;heesters;224594;{09EDE8D7-8A32-3FE1-E053-293C0B0AF01F};877048;G0518.14280CBD-A044-0772-E053-530A0B0AF16A;20150410182012;19990701000000;1999;22;106.6;;98;Dreven en Gaarden;2;Escamp;33;Bouwlust;DSB/DPZ;Gemeente Den Haag; 45;Fijne heesters oppervlak;De Gaarde;;;A;< 2000 m2;78396.59;450600.749
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;224595;{09EDE8D7-8C1C-3FE1-E053-293C0B0AF01F};659183;G0518.14280CBD-AD0B-0772-E053-530A0B0AF16A;20150410182237;19990501000000;1999;22;258.9;Groene Assen Zuidwestzone;98;Dreven en Gaarden;2;Escamp;33;Bouwlust;DSB/DPZ;Gemeente Den Haag; 90;Ruiggrasveld vlak;Lozerlaan;;;A;< 2000 m2;77378.565;450029.786
DUI;duin;DUI_GDVBT;gesloten duinvegetatie;224596;{09EDE8D7-8919-3FE1-E053-293C0B0AF01F};1015937;G0518.FCB8EA56-5313-B4FA-E040-2A0A313C2F1B;20190630080000;20000301000000;2000;19;2556.3;;91;Kijkduin;1;Loosduinen;15;Kijkduin en Ockenburgh;DSB/DPZ;Gemeente Den Haag; 36;Duinstruweel;Westduinpark;GGG01;Grote groengebieden;B;> 2000 m2;75246.471;454300.442
GRV;groenvoorziening;GRV_STRBT;struikrozen;224597;{09EDE8D7-8C42-3FE1-E053-293C0B0AF01F};934420;G0518.08D6E6F2-C013-653A-E050-2A0A313C2FF8;20160928110949;20061101000000;2006;13;291.2;Westbroekpark;73;Westbroekpark;4;Scheveningen;3;Westbroekpark en Duttendel;DSB/DPZ;Gemeente Den Haag; 50;Rozen oppervlak;Westbroekpark Rosarium;GGG01;Grote groengebieden;A;< 2000 m2;79744;457937.647
