FYSIEK_VOORKOMEN_CODE;FYSIEK_VOORKOMEN_OMSC;FYSIEK_VOORKOMEN_PLUS_CODE;FYSIEK_VOORKOMEN_PLUS_OMSC;ID;GUID;CODE;IDENTIFICATIE;TIJDSTIPREGISTRATIE;PLAATSINGSDATUM;BOUWJAAR;LEEFTIJD;OPPERVLAKTE;GEBIED_OMSC;BUURT_CODE;BUURT_OMSC;IMGEO_STADSDEEL_CODE;IMGEO_STADSDEEL_OMSC;IMGEO_WIJK_CODE;IMGEO_WIJK_OMSC;BEHEERDER_OMSC;EIGENAAR_OMSC;WERKPAKKET_VLAK_CODE;WERKPAKKET_VLAK_OMSC;BEHEERGEBIEDEN_OMSC;GROEN_VAKKEN_CODE;GROEN_VAKKEN_OMSC;GROEN_OPPERVLAKTE_KLASSE_CODE;GROEN_OPPERVLAKTE_KLASSE_OMSC;X;Y
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;226351;{09EDE8D8-EB8D-3FE1-E053-293C0B0AF01F};77181;G0518.0512F759-7608-C180-E050-2A0A313C70A8;20141006170414;20030201000000;2003;18;153.7;;10;Rond de Energiecentrale;3;Segbroek;21;Regentessekwartier;DSB/DPZ;Gemeente Den Haag;75B;Grasveld bollen vlak;Regentesselaan;;;A;< 2000 m2;79325.339;454690.85
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;226352;{09EDE8D8-EB8F-3FE1-E053-293C0B0AF01F};77197;G0518.0512F759-7606-C180-E050-2A0A313C70A8;20141006170412;20030201000000;2003;18;34.8;;10;Rond de Energiecentrale;3;Segbroek;21;Regentessekwartier;DSB/DPZ;Gemeente Den Haag;75B;Grasveld bollen vlak;Regentesselaan;;;A;< 2000 m2;79318.957;454726.584
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;226353;{09EDE8D8-EB90-3FE1-E053-293C0B0AF01F};77206;G0518.0512F759-760A-C180-E050-2A0A313C70A8;20141006172814;20030201000000;2003;18;35.8;;10;Rond de Energiecentrale;3;Segbroek;21;Regentessekwartier;DSB/DPZ;Gemeente Den Haag;75B;Grasveld bollen vlak;Regentesselaan;;;A;< 2000 m2;79316.902;454737.948
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;226354;{09EDE8D8-EB92-3FE1-E053-293C0B0AF01F};77223;G0518.0512F759-6B9D-C180-E050-2A0A313C70A8;20141006170451;20050201000000;2005;16;67.8;;10;Rond de Energiecentrale;3;Segbroek;21;Regentessekwartier;DSB/DPZ;Gemeente Den Haag;75B;Grasveld bollen vlak;Regentesselaan;;;A;< 2000 m2;79290.635;454945.344
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;226355;{09EDE8D8-EB93-3FE1-E053-293C0B0AF01F};77228;G0518.0512F759-74E3-C180-E050-2A0A313C70A8;20141006170546;20050201000000;2005;16;63.9;;10;Rond de Energiecentrale;3;Segbroek;21;Regentessekwartier;DSB/DPZ;Gemeente Den Haag;75B;Grasveld bollen vlak;Regentesselaan;;;A;< 2000 m2;79289.156;454970.746
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;226356;{09EDE8D8-EB94-3FE1-E053-293C0B0AF01F};77233;G0518.0512F759-74E4-C180-E050-2A0A313C70A8;20141006170546;20050201000000;2005;16;75.4;;10;Rond de Energiecentrale;3;Segbroek;21;Regentessekwartier;DSB/DPZ;Gemeente Den Haag;75B;Grasveld bollen vlak;Regentesselaan;;;A;< 2000 m2;79287.707;454995.561
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;226357;{09EDE8D8-EB95-3FE1-E053-293C0B0AF01F};77239;G0518.0512F759-74E5-C180-E050-2A0A313C70A8;20141006170546;20050201000000;2005;16;77.0;;10;Rond de Energiecentrale;3;Segbroek;21;Regentessekwartier;DSB/DPZ;Gemeente Den Haag;75B;Grasveld bollen vlak;Regentesselaan;;;A;< 2000 m2;79284.464;455046.805
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;226358;{09EDE8D8-EB96-3FE1-E053-293C0B0AF01F};77246;G0518.0512F759-74E0-C180-E050-2A0A313C70A8;20141006170549;20050201000000;2005;16;74.9;;10;Rond de Energiecentrale;3;Segbroek;21;Regentessekwartier;DSB/DPZ;Gemeente Den Haag;75B;Grasveld bollen vlak;Regentesselaan;;;A;< 2000 m2;79284.06;455059
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;226359;{09EDE8D8-EB97-3FE1-E053-293C0B0AF01F};77252;G0518.0512F759-74E1-C180-E050-2A0A313C70A8;20141006170549;20050201000000;2005;16;62.4;;10;Rond de Energiecentrale;3;Segbroek;21;Regentessekwartier;DSB/DPZ;Gemeente Den Haag;75B;Grasveld bollen vlak;Regentesselaan;;;A;< 2000 m2;79281.102;455109.666
HOU;houtwal;HTWL; ;226360;{09EDE8D8-EE25-3FE1-E053-293C0B0AF01F};79239;G0518.0512F759-678B-C180-E050-2A0A313C70A8;20190630080000;20000101000000;2000;21;247.9;;52;Bomenbuurt;3;Segbroek;12;Bomen- en Bloemenbuurt;DSB/DPZ;Gemeente Den Haag;35S;Struweel oppervlak;Henry Dunantpad;;;A;< 2000 m2;78264.744;455393.282
HOU;houtwal;HTWL; ;226104;{09EDE8D9-B8AD-3FE1-E053-293C0B0AF01F};205020;G0518.FCB8EA55-E890-B4FA-E040-2A0A313C2F1B;20131001060000;20070701000000;2007;14;120.3;;86;Houtwijk;1;Loosduinen;17;Loosduinen;DSB/DPZ;Gemeente Den Haag;35H;Houtsingel oppervlak;Buurtpark t Kleine Hout;;;A;< 2000 m2;77537.253;452741.078
GAO;grasland overig;GRSO; ;226105;{09EDE8D9-BC0D-3FE1-E053-293C0B0AF01F};575340;G0518.FCB8EA55-E846-B4FA-E040-2A0A313C2F1B;20190628141500;20000401000000;2000;21;288.7;;97;Kraayenstein;1;Loosduinen;16;Kraayenstein en Vroondaal;DSB/DPZ;Gemeente Den Haag; 86;Berm vlak;Monsterseweg;;;A;< 2000 m2;74952.737;451756.54
DUI;duin;DUI_GDVBT;gesloten duinvegetatie;226106;{09EDE8D9-C114-3FE1-E053-293C0B0AF01F};207489;G0518.0512F759-56CE-C180-E050-2A0A313C70A8;20190630080000;20000101000000;2000;19;4973.7;;9;Vogelwijk;3;Segbroek;13;Vogelwijk;DSB/DPZ;Gemeente Den Haag; 36;Duinstruweel;Westduinpark;GGG01;Grote groengebieden;B;> 2000 m2;76597.176;455795.698
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;226107;{09EDE8D9-B972-3FE1-E053-293C0B0AF01F};303083;G0518.14280CBD-5C6A-0772-E053-530A0B0AF16A;20170928121212;20030401000000;2003;18;347.2;;104;Lage Veld;2;Escamp;40;Wateringse Veld;DSB/DPZ;Gemeente Den Haag;75B;Grasveld bollen vlak;Laan van Wateringse Veld;;;A;< 2000 m2;79778.505;449090.902
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;226108;{09EDE8D9-B98C-3FE1-E053-293C0B0AF01F};927428;G0518.FCB8EA55-EC9E-B4FA-E040-2A0A313C2F1B;20170301132540;20070901000000;2007;14;568.0;;86;Houtwijk;1;Loosduinen;17;Loosduinen;DSB/DPZ;Gemeente Den Haag; 76;Grasveld talud;Architect Wesstrakade;;;A;< 2000 m2;77339.465;452659.192
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;226109;{09EDE8D8-E65C-3FE1-E053-293C0B0AF01F};74025;G0518.0512F759-6CD3-C180-E050-2A0A313C70A8;20141006172722;20020701000000;2002;19;17.4;;9;Vogelwijk;3;Segbroek;13;Vogelwijk;DSB/DPZ;Gemeente Den Haag; 75;Grasveld vlak;Patrijslaan;;;A;< 2000 m2;77466.717;455317.569
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;226110;{09EDE8D8-E65D-3FE1-E053-293C0B0AF01F};74027;G0518.0512F759-6CD4-C180-E050-2A0A313C70A8;20141006172722;20000701000000;2000;21;15.7;;9;Vogelwijk;3;Segbroek;13;Vogelwijk;DSB/DPZ;Gemeente Den Haag; 75;Grasveld vlak;Patrijslaan;;;A;< 2000 m2;77473.86;455306.486
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;226111;{09EDE8D8-E65E-3FE1-E053-293C0B0AF01F};74029;G0518.0512F759-6CD2-C180-E050-2A0A313C70A8;20141006172722;19980701000000;1998;23;25.8;;9;Vogelwijk;3;Segbroek;13;Vogelwijk;DSB/DPZ;Gemeente Den Haag; 75;Grasveld vlak;Patrijslaan;;;A;< 2000 m2;77481.171;455295.204
GRV;groenvoorziening;GRV_HSTBT;heesters;225986;{09EDE8D8-E81D-3FE1-E053-293C0B0AF01F};73188;G0518.0512F759-7188-C180-E050-2A0A313C70A8;20141006173821;20090901000000;2009;12;361.0;;54;Heesterbuurt;3;Segbroek;20;Valkenboskwartier;DSB/DPZ;Gemeente Den Haag; 45;Fijne heesters oppervlak;Mient;;;A;< 2000 m2;78292.012;454149.515
GAO;grasland overig;GRSO; ;225987;{09EDE8D8-E305-3FE1-E053-293C0B0AF01F};657730;G0518.14280CBD-AA1A-0772-E053-530A0B0AF16A;20190628141500;20000501000000;2000;21;1108.2;;87;Venen, Oorden en Raden;2;Escamp;33;Bouwlust;DSB/DPZ;Gemeente Den Haag; 86;Berm vlak;Lozerlaan;;;A;< 2000 m2;76975.872;450632.591
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;225988;{09EDE8D8-E638-3FE1-E053-293C0B0AF01F};72016;G0518.0512F759-74C3-C180-E050-2A0A313C70A8;20141006170835;20010701000000;2001;20;113.6;;83;Eykenduinen;3;Segbroek;19;Vruchtenbuurt;DSB/DPZ;Gemeente Den Haag; 75;Grasveld vlak;Thorbeckelaan;;;A;< 2000 m2;77212.66;453530.926
GRV;groenvoorziening;GRV_PLNBT;planten;225989;{09EDE8D8-DDF1-3FE1-E053-293C0B0AF01F};73370;G0518.0512F759-7203-C180-E050-2A0A313C70A8;20160204150824;20070701000000;2007;14;59.1;;9;Vogelwijk;3;Segbroek;13;Vogelwijk;DSB/DPZ;Gemeente Den Haag;B60;Vaste planten bodembedekkend;IJsvogelplein;;;A;< 2000 m2;77578.646;455436.839
GRV;groenvoorziening;GRV_HSTBT;heesters;225990;{09EDE8D8-D4D1-3FE1-E053-293C0B0AF01F};73011;G0518.0512F759-76BD-C180-E050-2A0A313C70A8;20170619170502;20000201000000;2000;21;180.6;;83;Eykenduinen;3;Segbroek;19;Vruchtenbuurt;DSB/DPZ;Gemeente Den Haag; 45;Fijne heesters oppervlak;Bosbesstraat;;;A;< 2000 m2;77835.274;453508.884
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;225991;{09EDE8D8-E9DC-3FE1-E053-293C0B0AF01F};75944;G0518.0512F759-75D3-C180-E050-2A0A313C70A8;20141006170701;20030701000000;2003;18;600.7;;51;Bloemenbuurt-oost;3;Segbroek;12;Bomen- en Bloemenbuurt;DSB/DPZ;Gemeente Den Haag; 75;Grasveld vlak;Segbroeklaan;;;A;< 2000 m2;78039.909;455214.479
GRV;groenvoorziening;GRV_STRBT;struikrozen;225992;{09EDE8D8-E9DD-3FE1-E053-293C0B0AF01F};75950;G0518.0512F759-6F70-C180-E050-2A0A313C70A8;20190628134000;20070701000000;2007;14;130.6;;51;Bloemenbuurt-oost;3;Segbroek;12;Bomen- en Bloemenbuurt;DSB/DPZ;Gemeente Den Haag; 50;Rozen oppervlak;Segbroeklaan;;;A;< 2000 m2;78040.845;455212.211
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;225993;{09EDE8D8-E9DF-3FE1-E053-293C0B0AF01F};75956;G0518.0512F759-7838-C180-E050-2A0A313C70A8;20141006171038;20010701000000;2001;20;319.3;;51;Bloemenbuurt-oost;3;Segbroek;12;Bomen- en Bloemenbuurt;DSB/DPZ;Gemeente Den Haag; 75;Grasveld vlak;Segbroeklaan;;;A;< 2000 m2;78135.581;455220.585
GRV;groenvoorziening;GRV_HSTBT;heesters;225994;{09EDE8D8-E9E0-3FE1-E053-293C0B0AF01F};75959;G0518.0512F759-69BB-C180-E050-2A0A313C70A8;20141006170701;20030901000000;2003;18;117.4;;55;Valkenboskwartier;3;Segbroek;20;Valkenboskwartier;DSB/DPZ;Gemeente Den Haag; 45;Fijne heesters oppervlak;Newtonplein;;;A;< 2000 m2;78941.811;454354.222
GRV;groenvoorziening;GRV_HSTBT;heesters;226237;{09EDE8D8-E0CE-3FE1-E053-293C0B0AF01F};71723;G0518.0512F759-6C5A-C180-E050-2A0A313C70A8;20160624091653;20040701000000;2004;17;39.2;;53;Vruchtenbuurt;3;Segbroek;19;Vruchtenbuurt;DSB/DPZ;Gemeente Den Haag; 45;Fijne heesters oppervlak;Perenstraat;;;A;< 2000 m2;77605.37;453905.378
GRV;groenvoorziening;GRV_HSTBT;heesters;226238;{09EDE8D8-E0CF-3FE1-E053-293C0B0AF01F};71725;G0518.0512F759-6C59-C180-E050-2A0A313C70A8;20160624091653;20020701000000;2002;19;57.1;;53;Vruchtenbuurt;3;Segbroek;19;Vruchtenbuurt;DSB/DPZ;Gemeente Den Haag; 45;Fijne heesters oppervlak;Perenstraat;;;A;< 2000 m2;77620.752;453908.577
HOU;houtwal;HTWL; ;226239;{09EDE8D9-BCBE-3FE1-E053-293C0B0AF01F};884322;G0518.14280CBD-A5F6-0772-E053-530A0B0AF16A;20150410182444;19991001000000;1999;20;333.8;Wielerbaan;99;De Uithof;2;Escamp;33;Bouwlust;DSB/DPZ;Gemeente Den Haag;35H;Houtsingel oppervlak;De Uithof;GGG01;Grote groengebieden;A;< 2000 m2;76364.011;450716.303
DUI;duin;DUI_GDVBT;gesloten duinvegetatie;226240;{09EDE8D9-BC70-3FE1-E053-293C0B0AF01F};206276;G0518.0512F759-5800-C180-E050-2A0A313C70A8;20190630080000;20000101000000;2000;19;970.0;;9;Vogelwijk;3;Segbroek;13;Vogelwijk;DSB/DPZ;Gemeente Den Haag; 36;Duinstruweel;Westduinpark;GGG01;Grote groengebieden;A;< 2000 m2;76485.634;455713.979
LFB;loofbos;LFB_GHHBT;griend en hakhout;226241;{09EDE8D9-B7C3-3FE1-E053-293C0B0AF01F};200796;G0518.FCB8EA55-ED14-B4FA-E040-2A0A313C2F1B;20190630080000;19990801000000;1999;20;3449.0;;97;Kraayenstein;1;Loosduinen;16;Kraayenstein en Vroondaal;DSB/DPZ;Gemeente Den Haag;30N;Natuurbos oppervlak;Madestein Recreatiegebied noordoost;GGG01;Grote groengebieden;B;> 2000 m2;75486.559;451536.947
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;226242;{09EDE8D9-2F95-3FE1-E053-293C0B0AF01F};125521;G0518.14280CBD-AA3B-0772-E053-530A0B0AF16A;20150410182155;20060701000000;2006;15;370.0;;35;Oostbroek-zuid;2;Escamp;31;Rustenburg en Oostbroek;DSB/DPZ;Gemeente Den Haag; 75;Grasveld vlak;Voorthuizenstraat;;;A;< 2000 m2;79271.903;453591.357
HOU;houtwal;HTWL; ;226361;{09EDE8D8-EE26-3FE1-E053-293C0B0AF01F};79242;G0518.0512F759-706F-C180-E050-2A0A313C70A8;20190630080000;20000101000000;2000;21;306.0;;52;Bomenbuurt;3;Segbroek;12;Bomen- en Bloemenbuurt;DSB/DPZ;Gemeente Den Haag;35S;Struweel oppervlak;Sportlaan;;;A;< 2000 m2;78512.806;455651.704
GAO;grasland overig;GRSO; ;226362;{09EDE8D8-0F5D-3FE1-E053-293C0B0AF01F};877566;G0518.227F95D9-10EF-4A3C-A44C-BBF9826E55A8;20190628141500;19990801000000;1999;22;141.0;;84;Leyenburg;2;Escamp;34;Morgenstond;DSB/DPZ;Gemeente Den Haag; 86;Berm vlak;Dedemsvaartweg;;;A;< 2000 m2;77893.171;451968.935
GAO;grasland overig;GRSO; ;226363;{09EDE8D8-0F5E-3FE1-E053-293C0B0AF01F};877565;G0518.754EB14B-8196-4060-8285-44F64AE26C0B;20190628141500;20070801000000;2007;14;468.3;;84;Leyenburg;2;Escamp;34;Morgenstond;DSB/DPZ;Gemeente Den Haag; 89;Berm trambaan;Dedemsvaartweg;;;A;< 2000 m2;77880.142;451978.755
GAO;grasland overig;GRSO; ;226364;{09EDE8D8-0F5F-3FE1-E053-293C0B0AF01F};877582;G0518.4CF53958-28D5-4ED6-BC02-73C8BDAD2CA0;20190628141500;20070801000000;2007;14;368.9;;88;Morgenstond-west;2;Escamp;34;Morgenstond;DSB/DPZ;Gemeente Den Haag; 89;Berm trambaan;Zuidwoldestraat;;;A;< 2000 m2;78062.335;452175.577
GRV;groenvoorziening;GRV_HSTBT;heesters;226365;{09EDE8D8-F41E-3FE1-E053-293C0B0AF01F};91304;G0518.08D6E6F3-3557-653A-E050-2A0A313C2FF8;20141118071737;19930501000000;1993;28;523.0;;41;Zorgvliet;4;Scheveningen;10;Zorgvliet;DSB/DPZ;Gemeente Den Haag; 45;Fijne heesters oppervlak;R. J. Schimmelpennincklaan;;;A;< 2000 m2;79435.664;456078.745
HOU;houtwal;HTWL; ;226366;{09EDE8D8-EE28-3FE1-E053-293C0B0AF01F};79290;G0518.0512F759-7635-C180-E050-2A0A313C70A8;20190630080000;20000101000000;2000;21;231.4;;52;Bomenbuurt;3;Segbroek;12;Bomen- en Bloemenbuurt;DSB/DPZ;Gemeente Den Haag;35S;Struweel oppervlak;Generaal Dufourpad;;;A;< 2000 m2;78451.663;455622.397
HOU;houtwal;HTWL; ;226367;{09EDE8D8-EE29-3FE1-E053-293C0B0AF01F};79324;G0518.0512F759-7634-C180-E050-2A0A313C70A8;20190630080000;20000101000000;2000;21;590.4;;52;Bomenbuurt;3;Segbroek;12;Bomen- en Bloemenbuurt;DSB/DPZ;Gemeente Den Haag;35S;Struweel oppervlak;Sportlaan;;;A;< 2000 m2;78327.148;455527.321
HOU;houtwal;HTWL; ;226368;{09EDE8D8-EE2C-3FE1-E053-293C0B0AF01F};79365;G0518.0512F759-6C01-C180-E050-2A0A313C70A8;20190630080000;20000101000000;2000;21;429.7;;52;Bomenbuurt;3;Segbroek;12;Bomen- en Bloemenbuurt;DSB/DPZ;Gemeente Den Haag;35S;Struweel oppervlak;Henry Dunantpad;;;A;< 2000 m2;78537.941;455630.174
HOU;houtwal;HTWL; ;226369;{09EDE8D9-BFFF-3FE1-E053-293C0B0AF01F};884315;G0518.14280CBD-8498-0772-E053-530A0B0AF16A;20150410182134;19991001000000;1999;20;570.7;Wielerbaan;99;De Uithof;2;Escamp;33;Bouwlust;DSB/DPZ;Gemeente Den Haag;35H;Houtsingel oppervlak;De Uithof;GGG01;Grote groengebieden;A;< 2000 m2;76525.884;450677.797
HOU;houtwal;HTWL; ;226112;{09EDE8D8-D529-3FE1-E053-293C0B0AF01F};77941;G0518.0512F759-56D0-C180-E050-2A0A313C70A8;20190630080000;20000101000000;2000;19;5175.7;;9;Vogelwijk;3;Segbroek;13;Vogelwijk;DSB/DPZ;Gemeente Den Haag;35S;Struweel oppervlak;Bosjes van Poot;GGG01;Grote groengebieden;B;> 2000 m2;77762.594;456112.418
GRV;groenvoorziening;GRV_HSTBT;heesters;226113;{09EDE8D8-DB09-3FE1-E053-293C0B0AF01F};76899;G0518.0512F759-6340-C180-E050-2A0A313C70A8;20141006171937;19980901000000;1998;23;130.2;;10;Rond de Energiecentrale;3;Segbroek;21;Regentessekwartier;Particulier;Gemeente Den Haag; 45;Fijne heesters oppervlak;Gaslaan;;;A;< 2000 m2;79417.052;454656.535
GRV;groenvoorziening;GRV_HSTBT;heesters;226114;{09EDE8D8-DB0C-3FE1-E053-293C0B0AF01F};76908;G0518.0512F759-71A7-C180-E050-2A0A313C70A8;20170131132503;19980901000000;1998;23;50.7;;10;Rond de Energiecentrale;3;Segbroek;21;Regentessekwartier;DSB/DPZ;Gemeente Den Haag; 45;Fijne heesters oppervlak;Gaslaan;;;A;< 2000 m2;79451.143;454639.411
GRV;groenvoorziening;GRV_HSTBT;heesters;226115;{09EDE8D8-DB0F-3FE1-E053-293C0B0AF01F};76915;G0518.0512F759-57F1-C180-E050-2A0A313C70A8;20141006170427;19980901000000;1998;23;20.4;;10;Rond de Energiecentrale;3;Segbroek;21;Regentessekwartier;DSB/DPZ;Gemeente Den Haag; 45;Fijne heesters oppervlak;Gaslaan;;;A;< 2000 m2;79461.569;454623.036
GRV;groenvoorziening;GRV_HSTBT;heesters;226116;{09EDE8D8-DB12-3FE1-E053-293C0B0AF01F};76919;G0518.0512F759-57F0-C180-E050-2A0A313C70A8;20141006170427;19980901000000;1998;23;29.2;;10;Rond de Energiecentrale;3;Segbroek;21;Regentessekwartier;DSB/DPZ;Gemeente Den Haag; 40;Grove heesters oppervlak;Gaslaan;;;A;< 2000 m2;79462.652;454621.336
GRV;groenvoorziening;GRV_HSTBT;heesters;226117;{09EDE8D8-DB14-3FE1-E053-293C0B0AF01F};76923;G0518.0512F759-633F-C180-E050-2A0A313C70A8;20141006170420;19980901000000;1998;23;10.0;;55;Valkenboskwartier;3;Segbroek;21;Regentessekwartier;DSB/DPZ;Gemeente Den Haag; 40;Grove heesters oppervlak;Cartesiusdwarsstraat;;;A;< 2000 m2;79412.274;454613.808
GRV;groenvoorziening;GRV_HSTBT;heesters;226118;{09EDE8D8-E7AD-3FE1-E053-293C0B0AF01F};75634;G0518.0512F759-677A-C180-E050-2A0A313C70A8;20180212103104;20030701000000;2003;19;313.2;;9;Vogelwijk;3;Segbroek;13;Vogelwijk;DSB/DPZ;Gemeente Den Haag; 45;Fijne heesters oppervlak;Eiberplein;;;A;< 2000 m2;76955.959;455050.885
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;225995;{09EDE8D8-E9E4-3FE1-E053-293C0B0AF01F};75990;G0518.0512F759-6BA3-C180-E050-2A0A313C70A8;20141006171139;20070701000000;2007;14;180.6;;55;Valkenboskwartier;3;Segbroek;20;Valkenboskwartier;DSB/DPZ;Gemeente Den Haag; 75;Grasveld vlak;Newtonplein;;;A;< 2000 m2;78955.072;454367.185
LFB;loofbos;LFB_GHHBT;griend en hakhout;225996;{09EDE8D8-E434-3FE1-E053-293C0B0AF01F};73727;G0518.0512F759-6BD3-C180-E050-2A0A313C70A8;20190630080000;20001001000000;2000;21;2317.8;;9;Vogelwijk;3;Segbroek;13;Vogelwijk;DSB/DPZ;Gemeente Den Haag;30N;Natuurbos oppervlak;Nieboerweg;;;B;> 2000 m2;77592.049;455727.208
GAO;grasland overig;GRSO; ;225997;{09EDE8D8-E435-3FE1-E053-293C0B0AF01F};73737;G0518.0512F759-6E11-C180-E050-2A0A313C70A8;20190628141500;20131101000000;2013;8;545.3;;9;Vogelwijk;3;Segbroek;13;Vogelwijk;DSB/DPZ;Gemeente Den Haag; 86;Berm vlak;Nieboerweg;;;A;< 2000 m2;77617.842;455719.959
GRV;groenvoorziening;GRV_HSTBT;heesters;225998;{09EDE8D8-E436-3FE1-E053-293C0B0AF01F};73742;G0518.0512F759-6F9F-C180-E050-2A0A313C70A8;20220929102732;20050701000000;2005;16;252.5;;9;Vogelwijk;3;Segbroek;13;Vogelwijk;DSB/DPZ;Gemeente Den Haag; 45;Fijne heesters oppervlak;Kwikstaartlaan;;;A;< 2000 m2;77132.623;455175.351
GRV;groenvoorziening;GRV_HSTBT;heesters;225999;{09EDE8D8-E437-3FE1-E053-293C0B0AF01F};73745;G0518.0512F759-7749-C180-E050-2A0A313C70A8;20220929102732;20020701000000;2002;19;241.2;;9;Vogelwijk;3;Segbroek;13;Vogelwijk;DSB/DPZ;Gemeente Den Haag; 45;Fijne heesters oppervlak;Kwikstaartlaan;;;A;< 2000 m2;77147.022;455143.111
LFB;loofbos;LFB_GHHBT;griend en hakhout;226000;{09EDE8D9-B822-3FE1-E053-293C0B0AF01F};198981;G0518.FCB8EA55-E352-B4FA-E040-2A0A313C2F1B;20190630080000;20000501000000;2000;19;4446.6;Meer en Bos;92;Bohemen en Meer en Bos;1;Loosduinen;14;Bohemen en Meer en Bos;DSB/DPZ;Gemeente Den Haag;30P;Parkbos oppervlak;Meer en Bos;GGG01;Grote groengebieden;B;> 2000 m2;75944.657;453483.72
HOU;houtwal;HTWL; ;226001;{09EDE8D8-E092-3FE1-E053-293C0B0AF01F};78586;G0518.0512F759-550E-C180-E050-2A0A313C70A8;20190630080000;20000101000000;2000;21;35.5;;52;Bomenbuurt;3;Segbroek;12;Bomen- en Bloemenbuurt;DSB/DPZ;Gemeente Den Haag;35S;Struweel oppervlak;Henry Dunantpad;;;A;< 2000 m2;77870.208;455160.364
HOU;houtwal;HTWL; ;226002;{09EDE8D8-E094-3FE1-E053-293C0B0AF01F};78588;G0518.0512F759-719F-C180-E050-2A0A313C70A8;20200417114917;20000101000000;2000;21;93.6;;52;Bomenbuurt;3;Segbroek;12;Bomen- en Bloemenbuurt;DSB/DPZ;Gemeente Den Haag;35S;Struweel oppervlak;Henry Dunantpad;;;A;< 2000 m2;77846.258;455147.736
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;226243;{09EDE8D9-2F96-3FE1-E053-293C0B0AF01F};125523;G0518.14280CBD-AB2D-0772-E053-530A0B0AF16A;20150410183111;20040701000000;2004;17;653.2;;35;Oostbroek-zuid;2;Escamp;31;Rustenburg en Oostbroek;DSB/DPZ;Gemeente Den Haag; 75;Grasveld vlak;Voorthuizenstraat;;;A;< 2000 m2;79278.154;453602.564
GRV;groenvoorziening;GRV_HSTBT;heesters;226244;{09EDE8D9-2C51-3FE1-E053-293C0B0AF01F};131309;G0518.14280CBD-945B-0772-E053-530A0B0AF16A;20190429123041;19990101000000;1999;23;41.8;;89;Morgenstond-oost;2;Escamp;34;Morgenstond;DSB/DPZ;Gemeente Den Haag;B45;Fijne heesters bodembedekkend;Gramsbergenlaan;;;A;< 2000 m2;78623.602;452204.019
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;226245;{09EDE8D9-BFA8-3FE1-E053-293C0B0AF01F};273587;G0518.FCB8EA55-E92E-B4FA-E040-2A0A313C2F1B;20131001060000;20000301000000;2000;21;167.7;;85;Kerketuinen en Zichtenburg;1;Loosduinen;17;Loosduinen;DSB/DPZ;Gemeente Den Haag; 75;Grasveld vlak;Escamplaan;;;A;< 2000 m2;76443.922;451263.092
GAO;grasland overig;GRSO; ;226246;{09EDE8D8-E1A7-3FE1-E053-293C0B0AF01F};72356;G0518.0512F759-725D-C180-E050-2A0A313C70A8;20190628141500;20000101000000;2000;21;588.6;;53;Vruchtenbuurt;3;Segbroek;19;Vruchtenbuurt;DSB/DPZ;Gemeente Den Haag; 89;Berm trambaan;Laan van Meerdervoort;;;A;< 2000 m2;77274.353;454137.791
GRV;groenvoorziening;GRV_HSTBT;heesters;226247;{09EDE8D8-E4C2-3FE1-E053-293C0B0AF01F};73387;;;20000701000000;2000;21;97.9;;9;Vogelwijk;3;Segbroek;13;Vogelwijk;DSB/DPZ;Gemeente Den Haag; 40;Grove heesters oppervlak;IJsvogelplein;;;A;< 2000 m2;77595.304;455392.501
GRV;groenvoorziening;GRV_HSTBT;heesters;226248;{09EDE8D8-E4C5-3FE1-E053-293C0B0AF01F};73390;G0518.0512F759-7331-C180-E050-2A0A313C70A8;20220929111626;19970701000000;1997;24;133.4;;9;Vogelwijk;3;Segbroek;13;Vogelwijk;DSB/DPZ;Gemeente Den Haag; 40;Grove heesters oppervlak;IJsvogelplein;;;A;< 2000 m2;77554.544;455378.28
