FID,omschr,aant_dgk,beginwdl,beginkm,eindwdl,eindkm,kantcode,wegnummer,fk_veld4,izi_side,ibn,vnrwol,gdb_geomattr_data,shape
doelgroepstroken_kenmerk.141,Busstrook,1 -> 1,R,12.97399998,R,13.13500023,T,012,KLK0008693303,L,I,2,,"LINESTRING (91969.88129999861 451562.55270000175, 91980.77820000052 451561.0502999984, 92022.37689999864 451556.48629999906, 92129.35520000011 451544.21350000054)"
doelgroepstroken_kenmerk.142,Busstrook,1 -> 1,R,15.56999969,R,15.77999973,T,012,KLK0008693336,L,I,3,,"LINESTRING (94746.38720000163 451111.7259999998, 94713.19649999961 451126.0245000012, 94700.53280000016 451130.03350000083, 94695.68210000172 451131.2718999982, 94682.06940000132 451134.08630000055, 94670.01949999854 451135.77419999987, 94658.7324000001 451136.7906999998, 94650.87750000134 451137.27969999984, 94605.48090000078 451138.86389999837, 94580.50769999996 451140.02380000055, 94570.41849999875 451140.77589999884, 94556.02329999954 451142.5353000015, 94546.16840000078 451144.1473999992, 94542.96070000157 451144.7840999998)"
doelgroepstroken_kenmerk.143,Busstrook,1 -> 1,R,21.67000008,R,22.20899963,H,016,KLK0008725680,R,I,1,,"LINESTRING (97143.15139999986 434696.2958999984, 97143.05990000069 434706.01029999927, 97143.29549999908 434722.8205999993, 97143.7536999993 434732.8103, 97144.75389999896 434741.03559999913, 97145.70149999857 434745.9734000005, 97148.02459999919 434754.3643999994, 97149.8546999991 434759.03009999916, 97152.56069999933 434764.3968999982, 97155.2146999985 434768.5865000002, 97160.61850000173 434775.4712000005, 97163.98250000179 434779.03350000083, 97168.06590000167 434783.02690000087, 97175.4915000014 434789.68019999936, 97183.15810000151 434796.1224000007, 97190.94779999927 434802.40139999986, 97202.96539999917 434811.3781000003, 97215.35390000045 434819.86290000007, 97221.56549999863 434823.6972000003, 97230.18059999868 434828.695700001, 97240.49799999967 434833.9811999984, 97249.60440000147 434838.16209999844, 97259.87310000136 434842.3914999999, 97269.33249999955 434845.6889999993, 97276.77899999917 434847.554299999, 97291.18439999968 434849.4585000016, 97297.31089999899 434849.3757000007, 97306.5832999982 434849.5412000008, 97317.92550000176 434849.1273000017, 97331.33740000054 434846.560800001, 97342.10009999946 434843.00090000033, 97346.98460000008 434841.0139000006, 97352.03480000049 434838.1990999989, 97356.38129999861 434835.26000000164, 97360.23099999875 434832.11400000006, 97363.54259999841 434829.0507999994, 97366.93690000102 434825.3253000006, 97369.66899999976 434821.93090000004, 97372.56659999862 434817.1704999991, 97375.00890000165 434812.41010000184, 97376.95450000092 434807.8566999994, 97378.5689000003 434802.51669999957, 97379.52100000158 434798.0874999985, 97380.3489000015 434792.126600001, 97380.6799999997 434787.2421000004, 97380.3489000015 434781.8192999996, 97379.18980000168 434775.89990000054, 97377.57539999858 434770.84970000014, 97374.76060000062 434764.18510000035, 97371.90430000052 434758.80380000174, 97368.05460000038 434753.5881000012, 97364.70160000026 434749.9039000012, 97361.51419999823 434746.96489999816, 97357.3022999987 434743.49749999866, 97350.28249999881 434739.4338000007, 97342.23699999973 434736.3680000007, 97333.88709999993 434734.5100999996, 97328.98750000075 434733.9701000005, 97321.07490000129 434733.83680000156, 97316.14380000159 434734.19260000065, 97311.20899999887 434735.0843999982, 97306.25549999997 434736.41149999946, 97298.0738000013 434739.6988000013, 97292.71939999983 434742.4629999995, 97289.10889999941 434744.5229000002)"
doelgroepstroken_kenmerk.144,Busstrook,1 -> 1,R,72.56700134,R,72.71700287,T,002,KLK0008786959,L,I,3,,"LINESTRING (134151.95870000124 444570.8429999985, 134158.7489 444555.56500000134, 134159 444555, 134208.26419999823 444442.67760000005)"
doelgroepstroken_kenmerk.145,Busstrook,1 -> 1,R,72.71700287,R,72.80000305,T,002,KLK0008786964,L,I,2,,"LINESTRING (134208.26419999823 444442.67760000005, 134209 444441, 134241.21400000155 444386.7179999985, 134248.91299999878 444375.52800000086, 134250.34699999914 444373.5240000002, 134251.17159999907 444372.33619999886)"
doelgroepstroken_kenmerk.146,Busstrook,1 -> 1,R,1.20299995,R,1.25600004,T,003,KLK0008790275,L,I,2,,"LINESTRING (108145.33300000057 427163.6213000007, 108161.63210000098 427200.5949999988, 108164.4664000012 427208.0808000006, 108165.60579999909 427211.91519999877, 108165.73099999875 427212.4902999997)"
doelgroepstroken_kenmerk.147,Busstrook,1 -> 1,R,1.20000005,R,1.25600004,H,003,KLK0008790292,R,I,2,,"LINESTRING (108081.08529999852 427253.41380000114, 108080.02670000121 427251.86510000005, 108051.49179999903 427205.87409999967)"
doelgroepstroken_kenmerk.148,Busstrook,1 -> 1,R,223.1000061,R,223.10499573,H,015,KLK0008802684,R,I,4,,"LINESTRING (234420.3242000006 444156.78810000047, 234423.72610000148 444160.4523999989)"
doelgroepstroken_kenmerk.149,Busstrook,1 -> 1,R,223.10499573,R,223.21299744,H,015,KLK0008802685,R,I,5,,"LINESTRING (234423.72610000148 444160.4523999989, 234440.24350000173 444178.24379999936, 234447.92599999905 444187.22619999945, 234471.01460000128 444217.93129999936, 234483.39559999853 444237.3953000009, 234485.54250000045 444240.7703999989)"
doelgroepstroken_kenmerk.150,Busstrook,1 -> 1,R,38.72999954,R,38.79000092,H,027,KLK0008807649,R,I,4,,"LINESTRING (125502.92029999942 430569.33100000024, 125481.89680000022 430513.13479999825, 125492.32959999889 430518.92749999836, 125503.81929999962 430544.7976000011, 125511.20190000162 430563.12680000067)"
doelgroepstroken_kenmerk.151,Busstrook,1 -> 1,R,38.79000092,R,38.89199829,H,027,KLK0008807650,R,I,4,,"LINESTRING (125502.92029999942 430569.33100000024, 125519.39279999956 430613.3623000011, 125535.7639000006 430658.4717999995)"
doelgroepstroken_kenmerk.152,Busstrook,1 -> 1,R,40.3030014,R,40.32799911,H,027,KLK0008807675,R,I,5,,"LINESTRING (126033.92969999835 431989.24280000106, 126047.06320000067 432022.7615999989)"
doelgroepstroken_kenmerk.153,Busstrook,1 -> 1,R,40.32799911,R,40.51599884,H,027,KLK0008807679,R,I,4,,"LINESTRING (126047.06320000067 432022.7615999989, 126112.00090000033 432188.4935999997)"
doelgroepstroken_kenmerk.154,Busstrook,1 -> 1,R,195.47200012,R,195.86099243,T,028,KLK0008810712,L,I,2,,"LINESTRING (235465.1596999988 576613.6092999987, 235470.7371999994 576563.2846000008, 235476.79850000143 576528.8095999993, 235534.00769999996 576237.5984999985, 235537.15850000083 576216.6149000004)"
doelgroepstroken_kenmerk.155,Busstrook,1 -> 1,R,27.10499954,R,27.13999939,H,044,KLK0008814743,R,I,3,,"LINESTRING (84633.1462999992 458103.65249999985, 84626.0912999995 458097.02120000124, 84608.32580000162 458079.37889999896, 84608.11980000138 458079.1887000017)"
doelgroepstroken_kenmerk.156,Busstrook,1 -> 1,R,27.13999939,R,27.25799942,H,044,KLK0008814744,R,I,4,,"LINESTRING (84525.91809999943 457997.5661999993, 84534.87000000104 458009.47300000116, 84541.70769999921 458016.91099999845, 84556.32569999993 458032.8123999983, 84604.65129999816 458075.9868000001, 84608.11980000138 458079.1887000017)"
doelgroepstroken_kenmerk.157,Busstrook,1 -> 1,R,20.81900024,R,20.89999962,T,099,KLK0008825307,L,I,2,,"LINESTRING (131125.32660000026 549214.1754000001, 131133.26419999823 549213.9946000017, 131167.09600000083 549210.2419999987, 131194.59569999948 549204.8616999984, 131199 549204, 131206.40630000085 549201.8216999993)"
doelgroepstroken_kenmerk.158,Busstrook,1 -> 1,R,23.1079998,R,23.25,H,915,KLK0008826114,R,I,5,,"LINESTRING (103761.49390000105 429931.60339999944, 103764.4188000001 429931.1915999986, 103840.83590000123 429919.92819999903, 103867.77499999851 429914.0150000006, 103890.87070000172 429910.5614, 103902.7388000004 429908.7866999991)"
doelgroepstroken_kenmerk.159,Busstrook,1 -> 1,R,23.47699928,R,23.92900085,T,915,KLK0008826115,L,I,1,,"LINESTRING (104127.94060000032 429887.6392999999, 104133.09189999849 429889.42330000177, 104174.06839999929 429892.3858000003, 104193.93679999933 429895.15100000054, 104213.64770000055 429898.5445000008, 104218.32899999991 429899.50549999997, 104237.84569999948 429904.1457999982, 104257.03779999912 429909.8123999983, 104272.0912999995 429914.7184000015, 104291.0337000005 429921.2448000014, 104309.79300000146 429928.1897, 104365.01410000026 429950.32609999925, 104520.19370000064 430013.65839999914, 104552.58570000157 430026.9158000015)"
doelgroepstroken_kenmerk.160,Busstrook,1 -> 1,R,86.69200134,R,86.96199799,H,001,KLK0009581314,R,I,3,,"LINESTRING (197701.69680000097 466449.616799999, 197715.9539999999 466454.3500000015, 197738.75699999928 466461.8539999984, 197761.50600000098 466469.3759999983, 197767.50600000098 466471.3341999985, 197782.16450000182 466476.11829999834, 197784.81700000167 466476.9840000011, 197806.11800000072 466484.0920000002, 197830.08100000024 466491.9759999998, 197830.45050000027 466492.0982000008, 197841.31899999827 466495.69099999964, 197846.0949999988 466497.14400000125, 197865.05810000002 466503.43499999866, 197873.0399999991 466506.08300000057, 197898.40799999982 466514.6649999991, 197922.76900000125 466523.4629999995, 197926.20919999853 466524.77059999853, 197929.9503000006 466526.19249999896, 197947.97899999842 466533.0450000018, 197959.9833999984 466537.7250000015)"
doelgroepstroken_kenmerk.161,Busstrook,1 -> 1,R,66.33200073,R,66.42299652,H,031,KLK0009658993,R,I,3,,"LINESTRING (197375.67610000074 573292.1446999982, 197379.43389999866 573293.0702, 197394.86499999836 573296.4629000016, 197399.78810000047 573297.3717, 197409.69629999995 573298.7237999998, 197418.28929999843 573299.6118000001, 197468.68840000033 573303.5828999989)"
doelgroepstroken_kenmerk.162,Busstrook,1 -> 1,R,265.51000977,R,265.63198853,T,050,KLK0009694491,L,I,3,,"LINESTRING (182245.61400000006 520334.4310000017, 182292.7591000013 520218.72140000015)"
doelgroepstroken_kenmerk.163,Busstrook,1 -> 1,R,24.02599907,R,24.72299957,H,915,KLK0009695599,R,I,1,,"LINESTRING (104642.35790000111 430063.6576000005, 104668.27329999954 430074.26419999823, 104692.92720000073 430084.2030000016, 104711.7602000013 430091.01199999824, 104730.83480000123 430097.02529999986, 104746.87449999899 430101.4448999986, 104766.37339999899 430105.9684000015, 104783.13109999895 430109.31379999965, 104798.0346999988 430111.7126000002, 104817.86879999936 430114.29190000147, 104835.00789999962 430115.8531999998, 104855 430116.9008000009, 104875 430117.1453000009, 104895 430116.57939999923, 104902.01060000062 430116.18780000135, 104921.96110000089 430114.52809999883, 104941.81650000066 430112.1218999997, 104955.01110000163 430110.07649999857, 104974.66409999877 430106.34739999846, 104982.90179999918 430104.52490000054, 105004.99689999968 430098.99159999937, 105024.16010000184 430093.23479999974, 105043.0821999982 430086.75560000166, 105050.05849999934 430084.15210000053, 105068.60339999944 430076.62409999967, 105082.25499999896 430070.53610000014, 105100.24670000002 430061.7478, 105115.34439999983 430053.6394000016, 105131.24720000103 430044.40300000086, 105148.11070000008 430033.6105000004, 105164.34310000017 430022.4849999994, 105225.5811999999 429979.2072999999, 105238.11840000004 429970.1534000002, 105246.12559999898 429965.3132000007, 105259.25279999897 429962.2939000018, 105269.71909999847 429956.71189999953, 105283.15199999884 429947.6402999982)"
doelgroepstroken_kenmerk.164,Busstrook,1 -> 1,R,24.75499916,R,24.85400009,T,915,KLK0009695624,L,I,3,,"LINESTRING (105391.18629999831 429873.5811999999, 105371 429888, 105337.62220000103 429910.0593000017, 105309.70580000058 429929.7886000015)"
doelgroepstroken_kenmerk.165,Busstrook,1 -> 1,R,24.87999916,R,25.11800003,T,915,KLK0009695632,L,I,5,,"LINESTRING (105413.15639999881 429858.13049999997, 105413.95630000159 429857.5304000005, 105453.80590000004 429827.63650000095, 105600.66149999946 429723.5425999984, 105606.67379999906 429719.16120000184)"
doelgroepstroken_kenmerk.166,Busstrook,1 -> 1,R,184.46899414,R,184.69000244,T,007,KLK0009762073,L,I,4,,"LINESTRING (221807.35700000077 578414.8178000003, 221683.04100000113 578332.1596999988, 221631.67029999942 578298.0031999983)"
doelgroepstroken_kenmerk.167,Vracht- en busstrook,1 -> 1,R,35.43500137,R,35.47399902,T,020,KLK0009770224,L,I,2,,"LINESTRING (95815.44179999828 440614.24639999866, 95798.90920000151 440605.7619000003, 95784.28029999882 440593.8007999994)"
doelgroepstroken_kenmerk.168,Vracht- en busstrook,1 -> 1,R,35.47399902,R,35.92300034,T,020,KLK0009770225,L,I,1,,"LINESTRING (95815.44179999828 440614.24639999866, 95834.51799999923 440624.03620000184, 95848.55270000175 440630.7441999987, 95859.15810000151 440635.25510000065, 95868.49760000035 440638.8310999982, 95880.9664000012 440642.97740000114, 95900.2137000002 440648.43510000035, 95907.04500000179 440650.0170999989, 95916.8535999991 440651.9759000018, 95929.77439999953 440654.0835000016, 95944.69069999829 440655.7580999993, 95958.07050000131 440656.63010000065, 95973.07730000094 440657.0042999983, 95987.10940000042 440656.61089999974, 96002.48580000177 440655.4250999987, 96012.41330000013 440654.21759999916, 96028.15459999815 440651.8546999991, 96062.56419999897 440646.26359999925, 96072.49480000138 440645.07559999824, 96082.48079999909 440644.16800000146, 96096.95639999956 440643.48429999873, 96106.96290000156 440643.439100001, 96116.9860999994 440643.8044999987, 96124.11450000107 440644.2142999992, 96134.07050000131 440645.1576000005, 96149.33210000023 440647.3392999992, 96164.13839999959 440649.7729999982, 96178.86560000107 440652.62099999934, 96250.17220000178 440667.0892000012, 96269.61320000142 440664.11349999905)"
doelgroepstroken_kenmerk.169,Busstrook,1 -> 1,R,69.9469986,R,70.10900116,T,057,KLK0009790322,L,I,2,,"LINESTRING (32897.19559999928 400863.96290000156, 32921.28220000118 400893.3539999984, 32934.36219999939 400902.304299999, 32948.178199999034 400916.7633000016, 32962.14409999922 400931.08139999956, 32990.54580000043 400959.2485000007, 32998.62700000033 400966.93129999936)"
doelgroepstroken_kenmerk.170,Busstrook,1 -> 1,R,59.94900131,R,59.99000168,H,057,KLK0009827834,R,I,3,,"LINESTRING (38995.72340000048 406899.0454999991, 39021.352299999446 406934.28290000185)"
doelgroepstroken_kenmerk.171,Busstrook,1 -> 1,R,59.99000168,R,60.02700043,H,057,KLK0009827835,R,I,2,,"LINESTRING (38975.46319999918 406872.0925000012, 38984.58570000157 406884.00129999965, 38992.78240000084 406895.00189999864, 38995.72340000048 406899.0454999991)"
doelgroepstroken_kenmerk.172,Busstrook,1 -> 1,R,59.88800049,R,59.91999817,T,057,KLK0009827836,L,I,3,,"LINESTRING (39034.145300000906 406953.3962999992, 39039.19709999859 406960.87139999866, 39049.66800000146 406977.0155999996)"
doelgroepstroken_kenmerk.173,Busstrook,1 -> 1,R,59.91999817,R,59.95199966,T,057,KLK0009827837,L,I,2,,"LINESTRING (39019.83940000087 406932.2028999999, 39021.352299999446 406934.28290000185, 39026.061000000685 406941.4340999983, 39034.145300000906 406953.3962999992)"
doelgroepstroken_kenmerk.174,Busstrook,1 -> 1,R,59.95199966,R,60,T,057,KLK0009827838,L,I,3,,"LINESTRING (38992.78240000084 406895.00189999864, 39019.83940000087 406932.2028999999)"
doelgroepstroken_kenmerk.175,Busstrook,1 -> 1,R,60.02700043,R,60.04999924,H,057,KLK0009827848,R,I,3,,"LINESTRING (38960.04699999839 406852.4120000005, 38972.42339999974 406868.12420000136, 38975.46319999918 406872.0925000012)"
doelgroepstroken_kenmerk.176,Busstrook,1 -> 1,R,66.69999695,R,66.72499847,H,057,KLK0009827883,R,I,4,,"LINESTRING (36099.95259999856 401323.63280000165, 36075.508900001645 401322.3443999998)"
doelgroepstroken_kenmerk.177,Busstrook,1 -> 1,R,36.11199951,R,36.2120018,H,059,KLK0009847034,R,I,2,,"LINESTRING (72713.98440000042 412894.2575000003, 72728.49540000036 412893.7778000012, 72761.93690000102 412893.3359000012, 72814.9386 412891.4114000015)"
doelgroepstroken_kenmerk.178,Busstrook,1 -> 1,R,187.29499817,R,187.30799866,T,050,KLK0009932621,L,I,5,,"LINESTRING (192905.10460000113 452374.5278999992, 192901.68690000102 452361.98530000076)"
doelgroepstroken_kenmerk.179,Busstrook,1 -> 1,R,192.13699341,R,192.16000366,H,050,KLK0009932662,R,I,5,,"LINESTRING (193819.44839999825 457118.2270999998, 193819.93180000037 457119.70600000024, 193821.69700000063 457125.20699999854, 193825.1640000008 457136.81599999964, 193826.62189999968 457141.7105999999)"
doelgroepstroken_kenmerk.180,Busstrook,1 -> 1,R,223.03500366,R,223.1000061,H,015,KLK0009965895,R,I,3,,"LINESTRING (234373.97300000116 444115.68569999933, 234385.5538999997 444125.4153999984, 234414.30900000036 444150.30900000036, 234420.3242000006 444156.78810000047)"
doelgroepstroken_kenmerk.181,Busstrook,1 -> 1,R,198.92999268,R,198.98699951,H,028,KLK0010046815,R,I,2,,"LINESTRING (233716.7536999993 579045.7457000017, 233710.9274000004 579065.754999999, 233707.51419999823 579073.8513000011, 233700.55600000173 579093.1374999993, 233698.13859999925 579096.1849000007)"
doelgroepstroken_kenmerk.182,Busstrook,1 -> 1,R,199.00500488,R,199.14900208,T,028,KLK0010046847,L,I,2,,"LINESTRING (233578.00400000066 579238.8101000004, 233580.3887999989 579223.0709999986, 233625.53240000084 579098.2518000007)"
doelgroepstroken_kenmerk.183,Busstrook,1 -> 1,R,24.28000069,R,24.29899979,H,044,KLK0008125555,R,I,3,,"MULTILINESTRING ((86586.78290000185 460098.32279999927, 86587.17029999942 460098.7558999993, 86595.2050999999 460108.2254000008, 86599.19069999829 460113.0089999996), (86583.89290000126 460106.44359999895, 86584.44330000132 460107.94629999995, 86585.10009999946 460115.3167000003, 86594.70100000128 460117.86829999834))"
doelgroepstroken_kenmerk.184,Busstrook,1 -> 1,R,186.94700623,R,186.97399902,H,050,KLK0008127841,R,I,5,,"MULTILINESTRING ((192845.52439999953 452016.2232000008, 192861.84939999878 452037.72890000045), (192844.79619999975 452016.5714999996, 192851.29030000046 452042.7787999995))"
