FID,omschr,aant_dgk,beginwdl,beginkm,eindwdl,eindkm,kantcode,wegnummer,fk_veld4,izi_side,ibn,vnrwol,gdb_geomattr_data,shape
doelgroepstroken_kenmerk.20,Busstrook,1 -> 1,R,7.65199995,R,7.80000019,T,033,KLK0008119810,L,I,3,,"LINESTRING (234493.90480000153 554114.2034000009, 234455.08139999956 554117.9941999987, 234415.31340000033 554122.2972000018, 234375.58669999987 554126.9836999997, 234352.89299999923 554129.8652000017)"
doelgroepstroken_kenmerk.21,Busstrook,1 -> 1,R,24.50200081,R,24.51399994,H,044,KLK0008125556,R,I,4,,"LINESTRING (86441.88300000131 459954.5769999996, 86433.91450000182 459946.993999999)"
doelgroepstroken_kenmerk.22,Busstrook,1 -> 1,R,187.11999512,R,187.14500427,H,050,KLK0008127843,R,I,5,,"LINESTRING (192885.92599999905 452182.55139999837, 192891.9455000013 452206.84319999814, 192892.66600000113 452209.7553999983)"
doelgroepstroken_kenmerk.23,Busstrook,1 -> 1,R,186.97399902,R,187.11999512,H,050,KLK0008127842,R,I,4,,"LINESTRING (192851.29030000046 452042.7787999995, 192885.92599999905 452182.55139999837)"
doelgroepstroken_kenmerk.24,Busstrook,1 -> 1,R,190.1230011,R,190.24299622,H,050,KLK0008127932,R,I,4,,"LINESTRING (193419.03440000117 455129.6783000007, 193435.5901999995 455245.5009999983)"
doelgroepstroken_kenmerk.25,Busstrook,1 -> 1,R,187.30799866,R,187.46400452,T,050,KLK0008127873,L,I,4,,"LINESTRING (192948.88819999993 452525.2890999988, 192947.09910000116 452519.27870000154, 192935.38919999823 452481.08790000156, 192924.10970000178 452442.7027999982, 192913.2670999989 452404.4829999991, 192905.10460000113 452374.5278999992)"
doelgroepstroken_kenmerk.26,Busstrook,1 -> 1,R,187.46400452,R,187.49099731,T,050,KLK0008127877,L,I,5,,"LINESTRING (192956.59099999815 452551.16699999943, 192948.88819999993 452525.2890999988)"
doelgroepstroken_kenmerk.27,Busstrook,1 -> 1,R,190.1000061,R,190.1230011,H,050,KLK0008127931,R,I,5,,"LINESTRING (193416.06280000135 455108.8896000013, 193419.03440000117 455129.6783000007)"
doelgroepstroken_kenmerk.28,Busstrook,1 -> 1,R,190.24299622,R,190.27099609,H,050,KLK0008127933,R,I,5,,"LINESTRING (193435.5901999995 455245.5009999983, 193439.11050000042 455270.12860000134)"
doelgroepstroken_kenmerk.29,Busstrook,1 -> 1,R,190.08500671,R,190.11399841,T,050,KLK0008127934,L,I,5,,"LINESTRING (193405.47569999844 455128.21709999815, 193401.8264000006 455102.7509999983)"
doelgroepstroken_kenmerk.30,Busstrook,1 -> 1,R,190.11399841,R,190.23399353,T,050,KLK0008127935,L,I,4,,"LINESTRING (193422.92339999974 455249.9732999988, 193405.47569999844 455128.21709999815)"
doelgroepstroken_kenmerk.31,Busstrook,1 -> 1,R,190.23399353,R,190.25700378,T,050,KLK0008127936,L,I,5,,"LINESTRING (193426.1860000007 455272.74069999903, 193422.92339999974 455249.9732999988)"
doelgroepstroken_kenmerk.32,Busstrook,1 -> 1,R,192.01899719,R,192.13699341,H,050,KLK0008127993,R,I,4,,"LINESTRING (193768.73950000107 456972.8291000016, 193782.1409999989 457009.45540000126, 193795.61030000076 457047.11939999834, 193808.5749000013 457084.9648000002, 193819.44839999825 457118.2270999998)"
doelgroepstroken_kenmerk.33,Busstrook,1 -> 1,R,191.94700623,R,191.9730072,T,050,KLK0008127985,L,I,5,,"LINESTRING (193735.48800000176 456955.29100000113, 193739.93079999834 456933.1037000008, 193747.99069999903 456954.8288999982)"
doelgroepstroken_kenmerk.34,Busstrook,1 -> 1,R,191.9730072,R,192.11000061,T,050,KLK0008127986,L,I,4,,"LINESTRING (193793.82620000094 457082.8645000011, 193789.7302000001 457070.5137999989, 193779.51559999958 457041.1603000015, 193759.08790000156 456984.7408999987, 193747.99069999903 456954.8288999982)"
doelgroepstroken_kenmerk.35,Busstrook,1 -> 1,R,192,R,192.01899719,H,050,KLK0008127992,R,I,5,,"LINESTRING (193761.5234999992 456953.1079000011, 193768.73950000107 456972.8291000016)"
doelgroepstroken_kenmerk.36,Busstrook,1 -> 1,R,192.11000061,R,192.13499451,T,050,KLK0008127997,L,I,5,,"LINESTRING (193802.32519999892 457108.4919000007, 193793.82620000094 457082.8645000011)"
doelgroepstroken_kenmerk.37,Busstrook,1 -> 1,R,265.29598999,R,265.47000122,T,050,KLK0008129275,L,I,3,,"LINESTRING (182306.73050000146 520184.4605999999, 182371.6785000004 520025.1942999996)"
doelgroepstroken_kenmerk.38,Busstrook,1 -> 1,R,265.08099365,R,265.2250061,H,050,KLK0008129273,R,I,3,,"LINESTRING (182463.82459999993 519829.8935999982, 182409.86059999838 519962.30110000074)"
doelgroepstroken_kenmerk.39,Busstrook,1 -> 1,R,265.2829895,R,265.45199585,H,050,KLK0008129274,R,I,3,,"LINESTRING (182387.61030000076 520016.94469999894, 182324.25349999964 520172.5401000008)"
doelgroepstroken_kenmerk.40,Busstrook,1 -> 1,R,203.27000427,R,203.30400085,T,050,KLK0008130497,L,I,2,,"LINESTRING (197609.5186999999 466452.84490000084, 197573.72610000148 466439.84699999914)"
doelgroepstroken_kenmerk.41,Busstrook,1 -> 1,R,67.29699707,R,67.4260025,H,057,KLK0008132257,R,I,2,,"LINESTRING (35385.615499999374 401498.3258000016, 35400.90709999949 401495.70809999853, 35420.552600000054 401491.95109999925, 35437.09820000082 401488.4587999992, 35456.5978000015 401483.9288999997, 35475.98250000179 401479.0058999993, 35500.39429999888 401472.1094000004, 35514.900400001556 401467.6779999994, 35527.28869999945 401463.6708999984)"
doelgroepstroken_kenmerk.42,Busstrook,1 -> 1,R,67.31600189,R,67.44799805,T,057,KLK0008132260,L,I,2,,"LINESTRING (35363.86199999973 401501.59910000116, 35366.84420000017 401501.21599999815, 35381.16750000045 401499.0872000009, 35400.90709999949 401495.70809999853, 35420.552600000054 401491.95109999925, 35437.09820000082 401488.4587999992, 35456.5978000015 401483.9288999997, 35475.98250000179 401479.0058999993, 35500.39429999888 401472.1094000004, 35509.18149999902 401469.42500000075)"
doelgroepstroken_kenmerk.43,Busstrook,1 -> 1,R,70.92700195,R,70.9980011,T,057,KLK0008132351,L,I,2,,"LINESTRING (32572.547600001097 400108.6283, 32562.72049999982 400083.1704999991, 32546.787099998444 400042.46660000086)"
doelgroepstroken_kenmerk.44,Busstrook,1 -> 1,R,69.81500244,R,69.96499634,H,057,KLK0008132322,R,I,2,,"LINESTRING (33093.09180000052 401059.21930000186, 33082.52650000155 401051.60909999907, 33066.72170000151 401039.3528999984, 33053.41149999946 401028.7153999992, 33037.97309999913 401015.94139999896, 33022.84670000151 401002.85649999976, 33004.213100001216 400985.84739999846, 32989.67870000005 400972.0573000014, 32979.264800000936 400961.77160000056)"
doelgroepstroken_kenmerk.45,Busstrook,1 -> 1,R,71.02799988,R,71.10399628,H,057,KLK0008132350,R,I,2,,"LINESTRING (32535.851599998772 400014.53069999814, 32510.085000000894 399948.7067000009, 32508.5410999991 399944.6799999997)"
doelgroepstroken_kenmerk.46,Busstrook,1 -> 1,R,71.93699646,R,72.0719986,T,058,KLK0008136276,L,I,3,,"LINESTRING (108448.52329999954 398950.4252000004, 108490.47789999843 398973.32550000027, 108506.3599999994 398982.4941000007, 108514.8049999997 398987.8905000016, 108523.74370000139 398994.1030000001, 108552.81760000065 399020.74439999834, 108561.62099999934 399030.8269999996)"
doelgroepstroken_kenmerk.47,Busstrook,1 -> 1,R,9.57499981,R,9.46500015,H,059,KLK0008138424,R,I,2,,"LINESTRING (45874 413552, 45910.79969999939 413536.3081, 45973.697000000626 413507.95059999824)"
doelgroepstroken_kenmerk.48,Busstrook,1 -> 1,R,23.06299973,R,23.10400009,H,915,KLK0008151287,R,I,3,,"LINESTRING (103716.88470000029 429937.5142999999, 103717.6772999987 429937.4175999984, 103744.59650000185 429933.98259999976, 103757.53290000185 429932.16110000014)"
doelgroepstroken_kenmerk.49,Busstrook,1 -> 1,R,23.10400009,R,23.1079998,H,915,KLK0008151288,R,I,4,,"LINESTRING (103757.53290000185 429932.16110000014, 103761.49390000105 429931.60339999944)"
doelgroepstroken_kenmerk.50,Busstrook,1 -> 1,R,72.85800171,R,72.94499969,H,058,KLK0008133980,R,I,4,,"LINESTRING (107726.48589999974 398653.0656000003, 107712.11320000142 398649.36349999905, 107684.93620000035 398643.0399999991, 107665.39909999818 398638.72260000184, 107645.75290000066 398634.97729999945, 107641.59409999847 398634.11769999936)"
doelgroepstroken_kenmerk.51,Busstrook,1 -> 1,R,72.94499969,R,73.12000275,H,058,KLK0008133981,R,I,3,,"LINESTRING (107641.59409999847 398634.11769999936, 107626.16459999979 398630.9285000004, 107587.03069999814 398624.317400001, 107567.24049999937 398621.4015999995, 107547.4188000001 398618.73310000077, 107527.56650000066 398616.30490000173, 107507.67639999837 398614.1739999987, 107487.76040000096 398612.24610000104, 107471.10200000182 398610.8845000006)"
doelgroepstroken_kenmerk.52,Busstrook,1 -> 1,R,6.67399979,R,6.81599998,T,200,KLK0008149788,L,I,3,,"LINESTRING (111088.76669999957 488896.0601999983, 111093.16849999875 488895.47309999913, 111112.87009999901 488892.0432000011, 111164.45450000092 488882.56650000066, 111200.21860000119 488875.6471000016, 111219.80160000175 488871.5850000009, 111225.64990000054 488870.24379999936)"
doelgroepstroken_kenmerk.53,Busstrook,1 -> 1,R,21.88999939,R,21.95400047,T,915,KLK0008151230,L,I,3,,"LINESTRING (102707.03330000117 430296.40680000186, 102688.26199999824 430300.3020000011, 102671.8013000004 430304.9648000002, 102657.49769999832 430309.19619999826, 102644.60970000178 430314.14119999856)"
doelgroepstroken_kenmerk.54,Busstrook,1 -> 1,R,21.95400047,R,21.97800064,T,915,KLK0008151231,L,I,2,,"LINESTRING (102730.2349999994 430290.2707000002, 102707.46139999852 430296.31799999997, 102707.03330000117 430296.40680000186)"
doelgroepstroken_kenmerk.55,Busstrook,1 -> 1,R,15.92399979,R,16.06999969,T,029,KLK0008251790,L,I,3,,"LINESTRING (93336.0636 425892.6886, 93450.10799999908 425996.17709999904)"
doelgroepstroken_kenmerk.56,Busstrook,1 -> 1,R,95.7460022,R,95.81999969,T,050,KLK0008277944,L,I,3,,"LINESTRING (162047.13120000064 388621.21290000156, 162052.96920000017 388599.78730000183, 162065.48409999907 388546.8973999992)"
doelgroepstroken_kenmerk.57,Busstrook,1 -> 1,R,60.12900162,R,60.15800095,H,012,KLK0008436986,R,I,5,,"LINESTRING (135656.82330000028 452252.38610000163, 135685.8112999983 452253.2188999988)"
doelgroepstroken_kenmerk.58,Busstrook,1 -> 1,R,24.51399994,R,25.29199982,H,044,KLK0008483339,R,I,3,,"LINESTRING (86433.91450000182 459946.993999999, 86398.41660000011 459913.21350000054, 86355.35269999877 459871.4343000017, 86341.1603000015 459857.3403000012, 86324.16600000113 459839.51619999856, 86310.92339999974 459824.52540000156, 86301.11160000041 459812.7322999984, 86288.6715000011 459797.0436999984, 86226.63379999995 459718.6132999994, 86152.49929999933 459624.250599999, 86140.00679999962 459608.6317999996, 86133.38980000094 459600.504900001, 86114.73000000045 459578.24020000175, 86101.6453000009 459563.1105000004, 86088.29769999906 459548.21440000087, 86068.5885999985 459527.16110000014, 86027.82019999996 459485.1821000017, 85999.73800000176 459456.66699999943, 85984.25140000135 459441.5881999992, 85969.7912000008 459427.7721000016, 85955.16550000012 459414.12999999896, 85940.39759999886 459400.6385000013, 85924.48099999875 459387.2950000018, 85912.17320000008 459376.0044)"
doelgroepstroken_kenmerk.59,Busstrook,1 -> 1,R,4.80499983,R,4.9920001,T,027,KLK0009842869,L,I,4,,"LINESTRING (115883.34290000051 399292.3691999987, 115881.24120000005 399291.123399999, 115876.69240000099 399289.03759999946, 115867.8189000003 399286.2364999987, 115863.0091000013 399285.123300001, 115858.059799999 399284.38969999924, 115853.08650000021 399283.872299999, 115844.19849999994 399283.3636999987, 115839.23420000076 399283.5692999996, 115834.27419999987 399284.20329999924, 115829.36910000071 399285.2276000008, 115823.6297999993 399286.8680999987, 115819.04329999909 399288.4952000007, 115814.43400000036 399290.4409000017, 115807.31859999895 399294.2071999982, 115803.22940000147 399296.939199999, 115799.28110000119 399300.00769999996, 115794.30849999934 399304.6777999997, 115790.98200000077 399308.3016999997, 115787.77089999989 399312.16330000013, 115784.82710000128 399316.20749999955, 115781.50019999966 399321.6523000002, 115779.20019999892 399326.24810000136, 115777.3376000002 399330.9334000014, 115775.78950000182 399335.6988000013, 115774.50569999963 399340.5315000005, 115772.87409999967 399349.41099999845, 115772.87929999828 399353.41099999845, 115771.03599999845 399407)"
doelgroepstroken_kenmerk.60,Busstrook,1 -> 1,R,4.9920001,R,5.01100016,T,027,KLK0009842870,L,I,3,,"LINESTRING (115897.99370000139 399304.33619999886, 115897.82110000029 399304.13060000166, 115894.42700000107 399300.6182000004, 115890.6623999998 399297.3258999996, 115885.47599999979 399293.63369999826, 115883.34290000051 399292.3691999987)"
doelgroepstroken_kenmerk.61,Busstrook,1 -> 1,R,5.01100016,R,5.01499987,T,027,KLK0009842871,L,I,2,,"LINESTRING (115911.1037000008 399324.3194000013, 115908.35429999977 399318.86199999973, 115905.82400000095 399314.56329999864, 115903.07319999859 399310.3878999986, 115897.99370000139 399304.33619999886)"
doelgroepstroken_kenmerk.62,Busstrook,1 -> 1,R,28.27700043,R,28.33699989,T,027,KLK0009843148,L,I,1,,"LINESTRING (123357.3460999988 420343.9904000014, 123363.37810000032 420357.29619999975, 123369.34959999844 420371.05680000037, 123372.9888000004 420380.37590000033, 123375.65659999847 420388.00510000065, 123378.72789999843 420397.8403999992)"
doelgroepstroken_kenmerk.63,Busstrook,1 -> 1,R,86.96199799,R,87.05400085,H,001,KLK0010082758,R,I,2,,"LINESTRING (197959.9833999984 466537.7250000015, 197993.17599999905 466548.7410000004, 198026.20199999958 466559.74500000104, 198049.9081000015 466568.33989999816)"
doelgroepstroken_kenmerk.64,Busstrook,1 -> 1,R,7.53100014,R,7.60699987,T,031,KLK0008570223,L,I,4,,"LINESTRING (155463.78049999848 569161.8068999983, 155457.5731999986 569154.1207000017, 155444.7067000009 569138.808600001, 155423.32339999825 569114.4272000007, 155416.22320000082 569106.6440999992)"
doelgroepstroken_kenmerk.65,Busstrook,1 -> 1,R,21.72500038,R,21.73500061,T,044,KLK0005356418,L,I,5,,"LINESTRING (88381.1559999995 461893.52800000086, 88386 461897, 88390.18360000104 461899.810899999)"
doelgroepstroken_kenmerk.66,Busstrook,1 -> 1,R,21.70000076,R,21.70599937,T,044,KLK0005425060,L,I,5,,"LINESTRING (88407.61459999904 461911.5225000009, 88412.90199999884 461915.07499999925)"
doelgroepstroken_kenmerk.67,Busstrook,1 -> 1,R,21.70599937,R,21.72500038,T,044,KLK0005425061,L,I,4,,"LINESTRING (88390.18360000104 461899.810899999, 88407.61459999904 461911.5225000009)"
doelgroepstroken_kenmerk.68,Busstrook,1 -> 1,R,22.12800026,R,22.19499969,H,016,KLK0007824786,R,I,1,,"LINESTRING (97862.0850000009 434520.86730000004, 97849.17370000109 434526.65839999914, 97841.25549999997 434529.9653999992, 97823.08999999985 434537.5520000011, 97809.58909999952 434543.19040000066, 97802.7377000004 434546.0518999994)"
doelgroepstroken_kenmerk.69,Busstrook,1 -> 1,R,22.33499908,R,22.37299919,T,016,KLK0007824795,L,I,2,,"LINESTRING (98010.40799999982 434403.0181999989, 98002.5271999985 434413.3949000016, 97997.9459999986 434419.123399999, 97996.98070000112 434420.27870000154, 97995.8339000009 434421.6512000002, 97988.83269999921 434430.0533000007, 97988.70470000058 434430.18400000036, 97988.1559999995 434430.8407000005, 97985.89840000123 434433.3365000002)"
doelgroepstroken_kenmerk.70,Busstrook,1 -> 1,R,6.71799994,R,6.72200012,T,001,KLK0008046773,L,I,3,,"LINESTRING (127740.31199999899 483539.63489999995, 127736.93930000067 483541.78539999947)"
doelgroepstroken_kenmerk.71,Busstrook,1 -> 1,R,4.44000006,R,4.59000015,H,009,KLK0008079624,R,I,1,,"LINESTRING (128788.45069999993 483071.4989, 128783.83049999923 483069.9787000008, 128762.42179999873 483061.5025999993, 128753.87240000069 483056.3081, 128743.69240000099 483049.4670000002, 128735.72019999847 483043.4301000014, 128723.26440000162 483033.5164999999, 128718.65459999815 483030.3737999983, 128714.2137000002 483028.28770000115, 128708.10300000012 483026.7072999999, 128703.42399999872 483026.2798999995, 128698.92830000073 483026.441300001, 128694.15790000185 483027.3407999985, 128690.17509999871 483028.63800000027, 128685.87480000034 483030.74920000136, 128682.06670000032 483033.3658999987, 128678.72830000147 483036.4261999987, 128672.61659999937 483044.8794, 128669.6436999999 483057.0318999998, 128671.3227000013 483069.0406000018, 128675.2201000005 483077.7501000017, 128678.4149999991 483085.5689999983)"
doelgroepstroken_kenmerk.72,Busstrook,1 -> 1,R,31.56999969,R,31.57999992,T,009,KLK0008080047,L,I,1,,"LINESTRING (115792.77529999986 481102.34530000016, 115784.80710000172 481106.5293999985)"
doelgroepstroken_kenmerk.73,Busstrook,1 -> 1,R,31.43499947,R,31.46699905,T,009,KLK0008080069,L,I,1,,"LINESTRING (115831.18560000136 480948.34319999814, 115830.78730000183 480949.60920000076, 115829.36510000005 480956.5405000001, 115828.74810000136 480961.5207999982, 115828.94159999862 480968.8311999999, 115829.5212999992 480973.80150000006, 115830.85139999911 480981.3577999994, 115831.45030000061 480983.71660000086)"
doelgroepstroken_kenmerk.74,Busstrook,1 -> 1,R,21.96100044,R,22.14299965,T,016,KLK0008098953,L,I,1,,"LINESTRING (97107.38230000064 434582.2905000001, 97107.00239999965 434582.366799999, 97101.7547999993 434583.58029999956, 97096.95789999887 434585.02259999886, 97092.26539999992 434586.75549999997, 97087.68070000038 434588.7553999983, 97083.72100000083 434590.70540000126, 97079.37170000002 434593.1842, 97075.1997999996 434595.94029999897, 97068.9162000008 434600.75829999894, 97065.19260000065 434604.0819000006, 97061.6345999986 434607.59970000014, 97058.29329999909 434611.3211000003, 97055.1239 434615.20380000025, 97052.03750000149 434619.4935000017, 97049.39919999987 434623.63980000094, 97046.98900000006 434628.0207000002, 97044.83139999956 434632.5425999984, 97042.97199999914 434637.01370000094, 97041.34809999913 434641.56870000064, 97039.89449999854 434646.36360000074, 97038.74309999868 434651.2292000018, 97037.96920000017 434655.99379999936, 97037.38569999859 434660.92159999907, 97037.07669999823 434665.92660000175, 97036.97890000045 434670.9364, 97038.41389999911 434689.20529999956, 97040.73200000077 434697.48429999873, 97045.3957999982 434708.4400999993, 97047.35520000011 434712.38639999926, 97050.26080000028 434721.94750000164)"
doelgroepstroken_kenmerk.75,Busstrook,1 -> 1,R,50.13600159,R,50.26699829,H,006,KLK0006570460,R,I,2,,"LINESTRING (142912.4459999986 485056.53449999914, 142925.95380000025 485057.75510000065, 142960.7463000007 485058.62689999864, 142990.78570000082 485061.6308999993, 143020.18140000105 485070.2135999985, 143039.92119999975 485082.0709999986)"
doelgroepstroken_kenmerk.76,Busstrook,1 -> 1,R,6.71999979,R,6.82499981,H,001,KLK0008046786,R,I,2,,"LINESTRING (127691.1799999997 483514.9321999997, 127693.41290000081 483511.9506999999, 127705.37990000099 483495.9257000014, 127714.18279999867 483483.4708000012, 127722.78180000186 483470.51469999924, 127736.1323999986 483449.3773000017, 127741.70050000027 483441.0692999996, 127750.58749999851 483428.74280000106)"
doelgroepstroken_kenmerk.77,Busstrook,1 -> 1,R,6.82499981,R,6.8579998,H,001,KLK0008046795,R,I,3,,"LINESTRING (127750.58749999851 483428.74280000106, 127751.09200000018 483428.04300000146, 127757.19729999825 483420.1229999997, 127763.69159999862 483412.15370000154, 127770.309799999 483404.6563999988, 127771.57730000094 483403.3000999987)"
doelgroepstroken_kenmerk.78,Busstrook,1 -> 1,R,6.8579998,R,6.96500015,H,001,KLK0008046796,R,I,4,,"LINESTRING (127771.57730000094 483403.3000999987, 127779.50600000098 483394.8158, 127786.58729999885 483387.74240000173, 127793.86430000141 483380.882100001, 127798.59690000117 483376.62680000067, 127839.15700000152 483343.09600000083)"
doelgroepstroken_kenmerk.79,Busstrook,1 -> 1,R,22.60199928,R,22.71999931,T,001,KLK0008047253,L,I,3,,"LINESTRING (141221.629900001 476998.2215999998, 141224.7954000011 476997.0507000014, 141231.36360000074 476993.5562000014, 141235.37950000167 476990.6986999996, 141238.8786999993 476987.62779999897, 141242.34600000083 476984.0137999989, 141246.14829999954 476979.3531000018, 141248.9576999992 476975.42660000175, 141251.6079000011 476971.18560000136, 141254.29410000145 476966.2137000002, 141256.43100000173 476961.7699000016, 141258.36320000142 476957.1583000012, 141259.7848000005 476953.26850000024, 141255.1656000018 476903.34270000085)"
doelgroepstroken_kenmerk.80,Busstrook,1 -> 1,R,22.71999931,R,22.75499916,T,001,KLK0008047254,L,I,2,,"LINESTRING (141187.46389999986 476996.8894999996, 141189.5203000009 476997.76000000164, 141196.6689000018 476999.87970000133, 141201.51399999857 477000.58879999816, 141208.09149999917 477000.8137000017, 141213.01159999892 477000.3590000011, 141220.11829999834 476998.78079999983, 141221.629900001 476998.2215999998)"
doelgroepstroken_kenmerk.81,Busstrook,1 -> 1,R,4.17500019,R,4.28999996,T,010,KLK0008080832,L,I,5,,"LINESTRING (124735.92810000107 491267.20589999855, 124729.08769999817 491271.71660000086, 124715.70089999959 491279.78660000116, 124680.97040000185 491299.63639999926, 124677.66099999845 491301.883200001, 124632.96299999952 491324.5804999992)"
doelgroepstroken_kenmerk.82,Busstrook,2 -> 2,R,12.85099983,R,12.91399956,T,012,KLK0008084367,L,I,6,,"LINESTRING (91910.1548999995 451566.55790000036, 91850.84519999847 451575.55799999833, 91847.86450000107 451575.9860999994)"
