FID,soort_kuns,globalid,codebpn,disk_beh_o,districtna,objectnaam,objecttype,materiaal,status,beheersreg,contract,opmerking,info1,info2,info3,info4,info5,stichtings,muteerder,mutatie,geobron,hoofdwater,watersyste,watersys_1,subcat,zijde,km,element,beheerder,eigenaar,onderhoude,risicoaand,monument,se_anno_cad_data,gdb_geomattr_data,shape
kunstwerk_vlak.32,39,{9FAE0417-16A3-48FC-A64F-45CEE9D07E86},"109C.KS.-.7,013",44B-003-01,WNZ Z,Schutsluiskolk Ottersluis,Keersluis, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,joostena,2013-05-08T00:00:00,DTB2000 landsdekkend,Rijn-Maasmonding,Middendeel,109C,KS,-,7.013,--,RWS,RWS,RWS,Niet bekend,nee,,,"MULTIPOLYGON (((111897.32699999958 422878.3759999983, 111897.64799999818 422878.23800000176, 111898.5709999986 422878.72399999946, 111900.06300000101 422875.90100000054, 111902.83199999854 422877.36400000006, 111904.7509999983 422876.6030000001, 111907.43299999833 422875.3579999991, 111908.01199999824 422874.9070000015, 111909.18600000069 422873.8819999993, 111910.08999999985 422872.5089999996, 111910.58300000057 422871.7039999999, 111911.75 422869.83900000155, 111914.0159999989 422865.98900000006, 111916.0549999997 422862.04100000113, 111917.6090000011 422858.6770000011, 111917.94999999925 422856.01000000164, 111917.86100000143 422853.5760000013, 111917.81700000167 422851.6959999986, 111917.90500000119 422849.4840000011, 111918.60099999979 422846.5870000012, 111918.16800000146 422846.3599999994, 111914.40500000119 422844.3909999989, 111914.87299999967 422843.4979999997, 111915.02400000021 422843.20899999887, 111915.31929999962 422843.36400000006, 111915.4162000008 422843.18890000135, 111915.6427000016 422842.7800000012, 111915.40529999882 422843.1832000017, 111915.39999999851 422843.19220000133, 111914.93939999864 422842.9400999993, 111914.92990000173 422842.93569999933, 111914.80829999968 422843.19099999964, 111914.18439999968 422844.50129999965, 111914.18189999834 422844.5064999983, 111916.92029999942 422845.9342, 111917.93250000104 422846.46189999953, 111917.36609999835 422847.754900001, 111917.09120000154 422848.79949999973, 111916.88529999927 422849.58210000023, 111916.07319999859 422855.14919999987, 111916.07220000029 422855.2329000011, 111916.0449000001 422857.57449999824, 111915.8702000007 422859.29520000145, 111915.86169999838 422859.3139999993, 111913.27290000021 422865.05380000174, 111913.26289999858 422865.0760000013, 111909.5978000015 422872.0855999999, 111908.7322999984 422873.46400000155, 111907.93919999897 422873.9525000006, 111906.97989999875 422874.5432999991, 111904.9541000016 422875.52320000157, 111904.68219999969 422875.65399999917, 111904.28409999982 422875.8817999996, 111903.38960000128 422876.39180000126, 111902.95630000159 422876.82510000095, 111902.72709999979 422877.054299999, 111902.72190000117 422877.05160000175, 111899.97030000016 422875.62249999866, 111898.4849999994 422878.4549999982, 111898.47430000082 422878.4754999988, 111897.54839999974 422878.0661999993, 111897.23470000178 422877.92760000005, 111895.29600000009 422880.55099999905, 111895.20899999887 422880.7129999995, 111895.37999999896 422880.8183000013, 111895.8909999989 422881.08900000155, 111897.32699999958 422878.3759999983)), ((111905.19799999893 422839.92859999835, 111905.23820000142 422839.9010999985, 111907.28889999911 422841.0384999998, 111907.78130000085 422841.31159999967, 111908.67889999971 422839.623300001, 111908.18439999968 422839.36569999903, 111908.17960000038 422839.3632000014, 111908.07699999958 422839.55099999905, 111908.38899999857 422839.7170000002, 111908.2109999992 422840.0529999994, 111907.71499999985 422840.98800000176, 111907.68800000101 422841.03599999845, 111904.12200000137 422839.14400000125, 111902.95100000128 422840.98900000006, 111901.69200000167 422842.188000001, 111899.31789999828 422843.9615000002, 111899.36180000007 422843.9310999997, 111899.63899999857 422843.7371999994, 111900.2723999992 422843.30319999903, 111905.19799999893 422839.92859999835)), ((111890.33199999854 422870.5789999999, 111887.97230000049 422869.3484000005, 111887.93899999931 422869.55999999866, 111890.0700000003 422870.6810000017, 111888.5859999992 422873.5020000003, 111889.62799999863 422874.05000000075, 111889.69420000166 422874.28449999914, 111889.81300000101 422873.94099999964, 111889.81909999996 422873.92350000143, 111888.91079999879 422873.39990000054, 111889.8825000003 422871.4712000005, 111890.3275000006 422870.5879999995, 111890.33199999854 422870.5789999999)), ((111889.2575000003 422875.5463999994, 111889.56289999932 422874.66380000114, 111888.44200000167 422876.7950000018, 111888.95630000159 422877.0683000013, 111889.1409999989 422877.1629999988, 111889.15300000086 422877.14400000125, 111889.16899999976 422877.11300000176, 111889.23900000006 422876.9829999991, 111889.85280000046 422875.8242000006, 111889.31670000032 422875.57400000095, 111889.2575000003 422875.5463999994)), ((111887.68200000003 422865.35379999876, 111887.07649999857 422863.76509999856, 111887.71889999881 422865.57939999923, 111887.68200000003 422865.35379999876)), ((111897.04250000045 422845.55370000005, 111898.80429999903 422844.3211000003, 111896.19200000167 422846.1169999987, 111897.04250000045 422845.55370000005)), ((111891.54720000178 422852.86349999905, 111893.95540000126 422848.8011999987, 111891.69700000063 422852.58999999985, 111891.54720000178 422852.86349999905)), ((111894.71440000087 422847.5278000012, 111895.44990000129 422846.7093000002, 111895.4140000008 422846.73800000176, 111894.7190000005 422847.51999999955, 111894.71440000087 422847.5278000012)), ((111886.64070000127 422861.7868999988, 111886.63540000096 422861.6794999987, 111886.63399999961 422861.68200000003, 111886.64070000127 422861.7868999988)))"
kunstwerk_vlak.33,39,{35BDF71B-F435-4898-8974-B98A8A3B4F78},"109C.KS.-.7,02",44B-003-01,WNZ Z,Zuidwestelijk sluishoofd Ottersluis,Keersluis, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,Kuifj,2013-05-08T00:00:00,DTB2000 landsdekkend,Rijn-Maasmonding,Middendeel,109C,KS,-,7.02,--,RWS,RWS,RWS,Niet bekend,nee,,,"POLYGON ((111908.17960000038 422839.3632000014, 111908.41270000115 422838.93569999933, 111908.94550000131 422837.9343999997, 111909.38069999963 422837.1160000004, 111909.37330000103 422837.0885999985, 111909.22100000083 422836.5460000001, 111908.38089999929 422836.1042999998, 111908.37700000033 422836.1030000001, 111910.22940000147 422832.63500000164, 111910.24010000005 422832.6138000004, 111908.00490000099 422831.41800000146, 111906.87750000134 422830.815200001, 111903.85500000045 422829.2120000012, 111903.73999999836 422829.3969999999, 111909.96799999848 422832.7010000013, 111908.11300000176 422836.1950000003, 111909.04600000009 422836.69000000134, 111909.17000000179 422837.08999999985, 111907.91099999845 422839.4629999995, 111908.07699999958 422839.55099999905, 111908.17960000038 422839.3632000014))"
kunstwerk_vlak.34,39,{45B55818-EA68-45ED-B8F9-A74556BC9D37},"109C.KS.-.7,021",44B-003-01,WNZ Z,Zuidoostelijk sluishoofd Ottersluis,Keersluis, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,haakj,2013-05-08T00:00:00,DTB2000 landsdekkend,Rijn-Maasmonding,Middendeel,109C,KS,-,7.021,--,RWS,RWS,RWS,Niet bekend,nee,,,"POLYGON ((111916.79899999872 422841.0170000009, 111917.18699999899 422840.90399999917, 111918.03700000048 422841.34899999946, 111919.86699999869 422837.8520000018, 111926.13699999824 422841.13599999994, 111926.23000000045 422840.95800000057, 111924.73299999908 422840.17550000176, 111923.62970000133 422839.59699999914, 111919.78680000082 422837.5833999999, 111919.2899999991 422838.5329999998, 111919.21799999848 422838.66699999943, 111918.94099999964 422839.1950000003, 111917.9552000016 422841.0777999982, 111917.21150000021 422840.69040000066, 111916.66589999944 422840.8489000015, 111915.6427000016 422842.7800000012, 111915.4162000008 422843.18890000135, 111915.31929999962 422843.36400000006, 111915.50800000131 422843.4620000012, 111916.79899999872 422841.0170000009))"
kunstwerk_vlak.35,39,{6E5DAF3F-F132-4838-B78F-F82B8ABAC449},"109A.KS.-.971,504",44B-002-01,WNZ Z,Spieringsluis noordzijde,Schutsluis, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,Kuifj,2013-01-31T00:00:00,DTB2000 landsdekkend,Rijn-Maasmonding,Middendeel,109A,KS,-,971.504,--,RWS,RWS,RWS,Niet bekend,nee,,,"POLYGON ((111857.94099999964 421308.91899999976, 111855.53689999878 421304.60009999946, 111861.80099999905 421301.2250000015, 111866.01799999923 421298.91899999976, 111866.69999999925 421298.5460000001, 111866.00499999896 421297.0489999987, 111869.41800000146 421295.35599999875, 111869.66000000015 421295.23600000143, 111872.89220000058 421293.53929999843, 111874.0150000006 421292.94999999925, 111880.50319999829 421289.5443000011, 111887.00120000169 421286.1334999986, 111888.05200000107 421285.58199999854, 111888.191300001 421285.50670000166, 111891.73900000006 421283.5929999985, 111891.99399999902 421284.01399999857, 111893.15399999917 421283.36400000006, 111893.78299999982 421283.0240000002, 111893.33999999985 421282.22399999946, 111897.6559999995 421279.91230000183, 111898.0850000009 421280.71499999985, 111898.97729999945 421280.2223000005, 111898.64799999818 421279.6180000007, 111900 421278.8590000011, 111901.30200000107 421281.06799999997, 111902.65700000152 421280.38899999857, 111902.18699999899 421279.5179999992, 111902.97500000149 421279.0469999984, 111902.30999999866 421277.69999999925, 111903.61410000175 421276.98910000175, 111904.97500000149 421276.247299999, 111904.9785999991 421276.2533, 111906.07899999991 421278.2969999984, 111908.86800000072 421283.35599999875, 111909.37049999833 421284.3269999996, 111909.90300000086 421284.05099999905, 111909.40100000054 421283.0799999982, 111909.18800000101 421282.6950000003, 111909.04910000041 421282.4439000003, 111908.61630000174 421281.6620000005, 111906.80480000004 421278.3850999996, 111906.60000000149 421278.0152999982, 111905.76990000159 421276.4750000015, 111905.50129999965 421275.9769000001, 111905.48900000006 421275.9539999999, 111905.18409999833 421275.38800000027, 111904.82770000026 421274.72520000115, 111904.82200000063 421274.71499999985, 111902.78599999845 421275.8020000011, 111902.78849999979 421275.8077000007, 111902.99610000104 421276.22309999913, 111902.41479999945 421276.7027999982, 111902.40830000117 421276.7056999989, 111899.28519999981 421278.3093000017, 111898.97100000083 421277.7435000017, 111897.7135999985 421278.40509999916, 111897.67130000144 421278.4277999997, 111897.89200000092 421278.8429999985, 111897.2611999996 421279.17749999836, 111892.940200001 421281.47040000185, 111892.40830000117 421281.7533, 111892.1649999991 421281.2980000004, 111892.12150000036 421281.3209999986, 111865.90749999881 421295.43279999867, 111864.06399999931 421296.42550000176, 111864.03029999882 421296.4444000013, 111864.09120000154 421296.6248999983, 111864.23099999875 421297.0368999988, 111863.53799999878 421297.6114999987, 111862.43230000138 421298.1565000005, 111862.34290000051 421298.20169999823, 111860.53420000151 421299.09690000117, 111860.28400000185 421298.59650000185, 111860.05629999936 421298.7115999982, 111859.83850000054 421298.82449999824, 111858.86300000176 421299.3229999989, 111858.86769999936 421299.33370000124, 111859.02650000155 421299.6730000004, 111858.36600000039 421300.2870000005, 111856.36820000038 421301.3088000007, 111855.62480000034 421301.6895999983, 111855.53500000015 421301.7349999994, 111855.35099999979 421301.8289999999, 111855.0903000012 421301.36520000175, 111854.252700001 421301.80310000107, 111853.47729999945 421302.20859999955, 111853.38830000162 421302.256000001, 111853.43510000035 421302.34420000017, 111854.79439999908 421304.88760000095, 111854.95450000092 421304.8022999987, 111855.4450000003 421305.68299999833, 111857.03299999982 421308.5370000005, 111857.0346999988 421308.54019999877, 111857.60770000145 421309.6011000015, 111857.66829999909 421309.71599999815, 111858.52180000022 421311.370099999, 111859.29549999908 421312.8729999997, 111861.14400000125 421316.59149999917, 111861.63300000131 421316.34899999946, 111859.78500000015 421312.62999999896, 111857.94099999964 421308.91899999976), (111853.52400000021 421302.29740000144, 111855.05000000075 421301.4979999997, 111855.31100000069 421301.9624999985, 111858.42399999872 421300.37000000104, 111858.48409999907 421300.314100001, 111859.14699999988 421299.6970000006, 111858.99399999902 421299.3680000007, 111859.88399999961 421298.9129999988, 111860.23900000006 421298.73099999875, 111860.79399999976 421299.84899999946, 111859.16699999943 421300.7120000012, 111859.86100000143 421302.05000000075, 111854.8359999992 421304.7520000003, 111853.52400000021 421302.29740000144))"
kunstwerk_vlak.36,39,{141FB249-39CE-4605-BDB8-BF07966F11CC},"109A.KS.-.971,508",44B-002-01,WNZ Z,Spieringsluis sluispad naar remmingwerk,Schutsluis, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,Kuifj,2013-01-31T00:00:00,DTB2000 landsdekkend,Rijn-Maasmonding,Middendeel,109A,KS,-,971.508,--,RWS,RWS,RWS,Niet bekend,nee,,,"POLYGON ((111850.60209999979 421296.6031999998, 111852.16699999943 421295.7749999985, 111852.1640000008 421295.7690999992, 111851.85350000113 421295.17500000075, 111852.76359999925 421294.68189999834, 111854.79410000145 421293.5826999992, 111855.68349999934 421293.375, 111855.89350000024 421293.7644999996, 111856.80550000072 421293.28350000083, 111857.32349999994 421293.01249999925, 111857.02050000057 421292.4362999983, 111858.96930000186 421291.3533000015, 111860.05209999904 421290.7520999983, 111860.33900000155 421290.69729999825, 111860.93290000036 421290.58399999887, 111860.93670000136 421290.5832999982, 111861.14200000092 421290.929299999, 111861.19909999892 421290.8990000002, 111871.00499999896 421285.68239999935, 111889.26559999958 421275.96819999814, 111889.30999999866 421275.9450000003, 111888.8872999996 421275.15199999884, 111889.43210000172 421274.8612000011, 111890.7314000018 421274.1677000001, 111891.31949999928 421273.85390000045, 111893.73290000111 421272.5667999983, 111893.81120000035 421272.52490000054, 111894.36349999905 421272.2289999984, 111894.75899999961 421272.9699999988, 111894.80110000074 421272.9461000003, 111896.21829999983 421272.14400000125, 111895.91369999945 421271.53880000114, 111896.34910000116 421271.3060999997, 111898.95659999922 421269.9199000001, 111899.6475000009 421269.7190000005, 111899.90610000119 421270.1579999998, 111899.91389999911 421270.1711000018, 111899.91600000113 421270.17500000075, 111901.60949999839 421269.29989999905, 111901.84800000116 421269.1770000011, 111901.84169999883 421269.16420000046, 111901.53460000083 421268.54569999874, 111901.26610000059 421268.0031000003, 111901.1185999997 421267.7052000016, 111901.10869999975 421267.6851999983, 111900.60970000178 421266.6779999994, 111900.01240000129 421265.4978, 111899.82699999958 421265.12999999896, 111898.35500000045 421262.2153000012, 111898.18409999833 421261.87790000066, 111897.48600000143 421260.49599999934, 111897.36199999973 421260.2509999983, 111897.04699999839 421259.6270000003, 111896.51099999994 421259.8979999982, 111896.94999999925 421260.7670000009, 111898.47940000147 421263.7157000005, 111899.54500000179 421265.76999999955, 111900.13699999824 421266.9120000005, 111900.65199999884 421267.9519999996, 111901.33100000024 421269.3209999986, 111901.3350000009 421269.3289999999, 111899.96599999815 421270.0368999988, 111899.95399999991 421270.04300000146, 111899.6950000003 421269.6020000018, 111898.940200001 421269.820700001, 111898.9149999991 421269.8280000016, 111895.78000000119 421271.49599999934, 111896.0859999992 421272.1039999984, 111894.79899999872 421272.83300000057, 111894.40500000119 421272.0949999988, 111894.36050000042 421272.1187000014, 111888.79699999839 421275.0872000009, 111888.75250000134 421275.11100000143, 111888.54600000009 421274.7250000015, 111889.09200000018 421274.43200000003, 111887.78299999982 421272.03400000185, 111885.91200000048 421268.2969999984, 111885.10799999908 421268.8429999985, 111886.78400000185 421272.4970000014, 111882.85300000012 421274.7710000016, 111880.57800000161 421270.41600000113, 111879.47300000116 421271.0390000008, 111881.63599999994 421275.1490000002, 111882.00600000098 421274.94299999997, 111883.35700000077 421277.4310000017, 111879.54100000113 421279.47300000116, 111878.8350000009 421279.813000001, 111875.97399999946 421281.2650000006, 111863.81899999827 421287.7809999995, 111863.24399999902 421286.68400000036, 111863.23059999943 421286.6581000015, 111862.5540000014 421285.3429999985, 111862.54780000076 421285.34629999846, 111861.89499999955 421284.09099999815, 111860.81899999827 421284.63500000164, 111860.97800000012 421284.94000000134, 111861.43470000103 421285.93780000135, 111860.42909999937 421286.4721000008, 111850.32669999823 421291.83999999985, 111848.64999999851 421288.59800000116, 111847.57899999991 421289.1860000007, 111845.62999999896 421285.75, 111843.35799999908 421281.84899999946, 111842.83999999985 421282.15100000054, 111845.23809999973 421286.2745000012, 111845.83100000024 421287.29399999976, 111846.76799999923 421288.9149999991, 111847.04349999875 421289.4578000009, 111848.31980000064 421291.9640999995, 111849.37990000099 421294.0496999994, 111849.2153000012 421294.13870000094, 111849.81219999865 421295.2857999988, 111850.46400000155 421296.53880000114, 111850.52050000057 421296.6479999982, 111850.60209999979 421296.6031999998), (111849.35000000149 421294.1790000014, 111854.31899999827 421291.47300000116, 111855.9796999991 421290.57189999893, 111856.53959999979 421291.6700000018, 111856.51099999994 421291.68400000036, 111857.18899999931 421292.9699999988, 111856.75899999961 421293.1959999986, 111855.93499999866 421293.62999999896, 111855.7349999994 421293.26199999824, 111854.75699999928 421293.48900000006, 111851.7190000005 421295.1339999996, 111852.03200000152 421295.7329999991, 111850.55600000173 421296.5150000006, 111849.35000000149 421294.1790000014))"
kunstwerk_vlak.37,39,{70CBB723-E521-4569-A2E8-D9B6172D0C63},"109A.KS.-.971,508",44B-002-01,WNZ Z,Spieringsluis sluispad naar remmingwerk,Schutsluis, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,Kuifj,2013-01-31T00:00:00,DTB2000 landsdekkend,Rijn-Maasmonding,Middendeel,109A,KS,-,971.508,--,RWS,RWS,RWS,Niet bekend,nee,,,"POLYGON ((111846.72500000149 421285.23900000006, 111844.52100000158 421281.7039999999, 111843.98099999875 421280.75499999896, 111840.10200000182 421281.66800000146, 111831.16000000015 421284.48800000176, 111823.50800000131 421286.95600000024, 111823.84499999881 421288.10599999875, 111827.66899999976 421286.9930000007, 111829.01799999923 421286.5610000007, 111832.8200000003 421285.2589999996, 111840.73999999836 421282.686999999, 111842.83999999985 421282.15100000054, 111843.35799999908 421281.84899999946, 111845.62999999896 421285.75, 111847.57899999991 421289.1860000007, 111848.64999999851 421288.59800000116, 111846.72500000149 421285.23900000006))"
kunstwerk_vlak.38,31,{5B4BFCFE-6A3E-4583-A695-7C3C993AD764},"109A.KB.-.971,6",44B-002-02,WNZ Z,Beweegbare brug Spieringsluis,Basculebrug, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,Kuifj,2013-11-14T00:00:00,DTB2000,Rijn-Maasmonding,Middendeel,109A,KB,-,971.6,--,Niet bekend,Niet bekend,Niet bekend,Niet bekend,nee,,,"MULTIPOLYGON (((111892.940200001 421281.47040000185, 111897.2611999996 421279.17749999836, 111897.89200000092 421278.8429999985, 111897.67130000144 421278.4277999997, 111897.7135999985 421278.40509999916, 111894.80110000074 421272.9461000003, 111894.75899999961 421272.9699999988, 111894.36349999905 421272.2289999984, 111893.81120000035 421272.52490000054, 111893.73290000111 421272.5667999983, 111891.31949999928 421273.85390000045, 111890.7314000018 421274.1677000001, 111889.43210000172 421274.8612000011, 111888.8872999996 421275.15199999884, 111889.30999999866 421275.9450000003, 111889.26559999958 421275.96819999814, 111892.12150000036 421281.3209999986, 111892.1649999991 421281.2980000004, 111892.40830000117 421281.7533, 111892.940200001 421281.47040000185)), ((111894.36050000042 421272.1187000014, 111894.18699999899 421271.79300000146, 111888.61300000176 421274.7419999987, 111888.79699999839 421275.0872000009, 111894.36050000042 421272.1187000014)))"
kunstwerk_vlak.39,39,{B69882FD-79E8-48F8-A712-29426F6BFA99},"109A.KS.-.971,506",44B-002-01,WNZ Z,Spieringsluis damwand hoge sluishoofd zuidzijde,Schutsluis, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,Kuifj,2013-01-31T00:00:00,DTB2000 landsdekkend,Rijn-Maasmonding,Middendeel,109A,KS,-,971.506,--,RWS,RWS,RWS,Niet bekend,nee,,,"POLYGON ((111845.83100000024 421287.29399999976, 111845.23809999973 421286.2745000012, 111846.86199999973 421289.1400000006, 111847.04349999875 421289.4578000009, 111846.76799999923 421288.9149999991, 111845.83100000024 421287.29399999976))"
kunstwerk_vlak.40,39,{0178E81F-B13F-4E0A-B31A-58F5C548A10F},"109A.KS.-.971,511",44B-002-01,WNZ Z,Zuidelijk landhoofd binnenzijde Spieringsluis,Schutsluis, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,Kuifj,2013-12-02T00:00:00,DTB2000 landsdekkend,Rijn-Maasmonding,Middendeel,109A,KS,-,971.511,--,RWS,RWS,RWS,Niet bekend,nee,,,"POLYGON ((111899.54500000179 421265.76999999955, 111898.47940000147 421263.7157000005, 111899.53700000048 421265.7740000002, 111900.65199999884 421267.9519999996, 111900.13699999824 421266.9120000005, 111899.54500000179 421265.76999999955))"
kunstwerk_vlak.41,39,{62187E97-F257-4CE2-861A-7F1CF7156890},"109A.KS.-.971,501",44B-002-01,WNZ Z,Spieringsluis hoge sluishoofd noordzijde,Schutsluis, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,Kuifj,2013-01-31T00:00:00,DTB2000 landsdekkend,Rijn-Maasmonding,Middendeel,109A,KS,-,971.501,--,RWS,RWS,RWS,Niet bekend,nee,,,"MULTIPOLYGON (((111859.86100000143 421302.05000000075, 111859.16699999943 421300.7120000012, 111860.79399999976 421299.84899999946, 111860.23900000006 421298.73099999875, 111859.88399999961 421298.9129999988, 111858.99399999902 421299.3680000007, 111859.14699999988 421299.6970000006, 111858.48409999907 421300.314100001, 111858.42399999872 421300.37000000104, 111855.31100000069 421301.9624999985, 111855.05000000075 421301.4979999997, 111853.52400000021 421302.29740000144, 111854.8359999992 421304.7520000003, 111859.86100000143 421302.05000000075)), ((111854.79439999908 421304.88760000095, 111853.43510000035 421302.34420000017, 111853.96400000155 421303.3370000012, 111854.79439999908 421304.88760000095)))"
kunstwerk_vlak.42,39,{CD5E040C-1995-416F-A027-DAF68245E048},"109A.KS.-.971,507",44B-002-01,WNZ Z,Spieringsluis hoge sluishoofd zuidzijde,Schutsluis, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,Kuifj,2013-01-31T00:00:00,DTB2000 landsdekkend,Rijn-Maasmonding,Middendeel,109A,KS,-,971.507,--,RWS,RWS,RWS,Niet bekend,nee,,,"POLYGON ((111854.75699999928 421293.48900000006, 111855.7349999994 421293.26199999824, 111855.93499999866 421293.62999999896, 111856.75899999961 421293.1959999986, 111857.18899999931 421292.9699999988, 111856.51099999994 421291.68400000036, 111856.53959999979 421291.6700000018, 111855.9796999991 421290.57189999893, 111854.31899999827 421291.47300000116, 111849.35000000149 421294.1790000014, 111850.55600000173 421296.5150000006, 111852.03200000152 421295.7329999991, 111851.7190000005 421295.1339999996, 111854.75699999928 421293.48900000006))"
kunstwerk_vlak.43,39,{88DFFB73-E42F-4500-90E9-4172CA4A8784},"109A.KS.-.971,604",44B-002-01,WNZ Z,Schutsluis Spieringsluis,Schutsluis, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,Kuifj,2013-12-02T00:00:00,DTB2000 landsdekkend,Rijn-Maasmonding,Middendeel,109A,KS,-,971.604,--,RWS,RWS,RWS,Niet bekend,nee,,,"POLYGON ((111896.0859999992 421272.1039999984, 111895.78000000119 421271.49599999934, 111898.9149999991 421269.8280000016, 111898.940200001 421269.820700001, 111899.6950000003 421269.6020000018, 111899.95399999991 421270.04300000146, 111899.96599999815 421270.0368999988, 111901.3350000009 421269.3289999999, 111901.33100000024 421269.3209999986, 111900.65199999884 421267.9519999996, 111899.24799999967 421268.7010000013, 111897.94700000063 421269.3969999999, 111897.25800000131 421268.1629999988, 111896.40500000119 421268.5529999994, 111895.90799999982 421267.6499999985, 111892.22500000149 421269.5729999989, 111893.57400000095 421272.05999999866, 111894.20899999887 421271.7270000018, 111894.40500000119 421272.0949999988, 111894.79899999872 421272.83300000057, 111896.0859999992 421272.1039999984))"
