FID,BOOMSOORT,BUURT,EIGENAAR,EPR_INSPECTIEDATUM,EPR_REG_OPMERKINGEN,EPR_UITVOERINGSDATUM,EPR_UITV_OPMERKINGEN,EPR_URGENTIE,EPR_HOOGTE_NEST,EPR_NEST_GROOT,EPR_NEST_KLEIN,EPR_NEST_MIDDEL,FUNCTIE,ID,KROONDIAMETER,NEDERLANDSE_NAAM,PLANTJAAR,PLANTWIJZE,STAMDIAMETER,STANDPLAATS,STRAAT,WIJK,LONGITUDE,BOOMHOOGTE,BOOMKLASSE,LATITUDE

Bomen_eikenprocessierups_2017.472556,Ilex aquifolium,Bieshaar Noord,Gemeente Amersfoort,2017-06-23,,,,Normaal (binnen 14 dagen),0 - 8 meter,,,,,101034,,hulst,2015,Groep,0-10 cm,Heesters,Zandkamp,Hoogland,5.37519816346333,0-6 m,Geen vrije uitgroei,52.1921021252135

Bomen_eikenprocessierups_2017.472557,Quercus robur,Woudzoom,Gemeente Amersfoort,2018-01-01,,1900-01-01,,,,,,,Buurt- en blokgroen,49120,9,zomereik,1993,Groep,21-30 cm,Heesters,Deelerwoud,Kattenbroek,5.38579950793024,12-15 m,Geen vrije uitgroei,52.1884741952723

Bomen_eikenprocessierups_2017.472558,Quercus robur,Columbusweg,Gemeente Amersfoort,2020-06-06,,2020-06-08,,Normaal (binnen 14 dagen),0 - 8 meter,,1,1,Buurt- en blokgroen,6289,6,zomereik,1997,Bomenrij,21-30 cm,Gazon,Ringweg-Kruiskamp,De Kruiskamp,5.40474480126751,15-18 m,Geen vrije uitgroei,52.159655222845

Bomen_eikenprocessierups_2017.472559,Quercus robur,Curaçaolaan,Gemeente Amersfoort,2019-07-02,,2019-07-17,,Normaal (binnen 14 dagen),0 - 8 meter,,,2,Bos- en natuurgebieden,5938,12,zomereik,1970,Groep,31-50 cm,Bosplantsoen,De Genestetlaan,De Berg Zuid,5.36843981295365,12-15 m,Geen vrije uitgroei,52.1355498485538

Bomen_eikenprocessierups_2017.472560,Quercus robur,Neptunusplein,Gemeente Amersfoort,2019-06-20,,2019-07-23,,Normaal (binnen 14 dagen),0 - 8 meter,,2,,Buurt- en blokgroen,6174,6,zomereik,1997,Bomenrij,31-50 cm,Ruw gras,Ringweg-Kruiskamp,De Kruiskamp,5.39990786726137,12-15 m,Geen vrije uitgroei,52.1649893550658

Bomen_eikenprocessierups_2017.472561,Quercus robur,Columbusweg,Gemeente Amersfoort,2020-06-06,,2020-06-08,,Normaal (binnen 14 dagen),0 - 8 meter,,1,2,Buurt- en blokgroen,6290,6,zomereik,1997,Bomenrij,21-30 cm,Gazon,Ringweg-Kruiskamp,De Kruiskamp,5.40478130278593,9-12 m,Geen vrije uitgroei,52.1595680350607

Bomen_eikenprocessierups_2017.472562,Quercus robur,Columbusweg,Gemeente Amersfoort,2020-06-06,,2020-06-08,,Normaal (binnen 14 dagen),0 - 8 meter,,,1,Buurt- en blokgroen,6291,6,zomereik,1997,Bomenrij,21-30 cm,Gazon,Ringweg-Kruiskamp,De Kruiskamp,5.40481488208864,12-15 m,Geen vrije uitgroei,52.1594826453002

Bomen_eikenprocessierups_2017.472563,Quercus frainetto,Bosweg,Gemeente Amersfoort,2020-06-10,,2020-06-11,,Normaal (binnen 14 dagen),0 - 8 meter,,,,Buurt- en blokgroen,3795,12,Hongaarse eik,1970,Solitair,31-50 cm,Gazon,Bosweg,Leusderkwartier,5.38433197937665,15-18 m,Geen vrije uitgroei,52.1399926821497

Bomen_eikenprocessierups_2017.472564,Quercus robur,Ariaweg,Gemeente Amersfoort,2020-06-08,,2020-06-17,,Normaal (binnen 14 dagen),0 - 8 meter,,5,1,Stadsdeel- en wijkgroen,2710,15,zomereik,1971,Groep,51-100 cm,Ruw gras,Ariaweg,Schuilenburg,5.41379747366487,15-18 m,Geen vrije uitgroei,52.1592522738573

Bomen_eikenprocessierups_2017.472565,Quercus robur,Ariaweg,Gemeente Amersfoort,2020-06-08,,2020-06-17,,Normaal (binnen 14 dagen),0 - 8 meter,,6,1,Stadsdeel- en wijkgroen,2703,15,zomereik,1971,Groep,31-50 cm,Ruw gras,Ariaweg,Schuilenburg,5.4136769963203,15-18 m,Geen vrije uitgroei,52.1593414827092

Bomen_eikenprocessierups_2017.472566,Quercus robur,Curaçaolaan,Gemeente Amersfoort,2019-07-02,,2019-07-17,,Normaal (binnen 14 dagen),0 - 8 meter,,1,2,Buurt- en blokgroen,5260,3,zomereik,2011,Groep,11-20 cm,Gazon,Surinamelaan,De Berg Zuid,5.3710354301349,6-9 m,Geen vrije uitgroei,52.1389376319064

Bomen_eikenprocessierups_2017.472567,Quercus robur,Columbusweg,Gemeente Amersfoort,2019-06-20,,2019-07-30,,Normaal (binnen 14 dagen),0 - 8 meter,,3,1,Buurt- en blokgroen,6262,3,zomereik,1997,Bomenrij,11-20 cm,Gazon,Ringweg-Kruiskamp,De Kruiskamp,5.40353854280992,9-12 m,Geen vrije uitgroei,52.162608855296

Bomen_eikenprocessierups_2017.472568,Quercus robur,Rustenburg Zuid,Gemeente Amersfoort,2018-01-01,,1900-01-01,,,,,,,Stadsdeel- en wijkgroen,7892,9,zomereik,1972,Groep,31-50 cm,Ruw gras,Lageweg,Rustenburg,5.41380560137926,12-15 m,Geen vrije uitgroei,52.16219557535

Bomen_eikenprocessierups_2017.472569,Quercus robur,Rustenburg Zuid,Gemeente Amersfoort,2018-01-01,,1900-01-01,,,,,,,Stadsdeel- en wijkgroen,7893,18,zomereik,1972,Groep,31-50 cm,Bosplantsoen,Lageweg,Rustenburg,5.41354176885322,15-18 m,Geen vrije uitgroei,52.1620163106515

Bomen_eikenprocessierups_2017.472570,Quercus robur,Rustenburg Zuid,Gemeente Amersfoort,2020-06-25,,2020-06-25,,Normaal (binnen 14 dagen),> 8 meter,,,,Stadsdeel- en wijkgroen,7895,15,zomereik,1972,Groep,51-100 cm,Ruw gras,Weg van de Vrijheid,Rustenburg,5.41410466289067,15-18 m,Geen vrije uitgroei,52.1621690692075

Bomen_eikenprocessierups_2017.472571,Quercus robur,Columbusweg,Gemeente Amersfoort,2020-06-06,,2020-06-13,,Normaal (binnen 14 dagen),0 - 8 meter,,3,,Buurt- en blokgroen,6348,6,zomereik,1997,Bomenrij,31-50 cm,Ruw gras,Ringweg-Kruiskamp,De Kruiskamp,5.4039097756154,12-15 m,Geen vrije uitgroei,52.162576439444

Bomen_eikenprocessierups_2017.472572,Quercus robur,Zwaluwenstraat,Gemeente Amersfoort,2019-06-27,,2019-07-22,,Normaal (binnen 14 dagen),0 - 8 meter,,,2,Buurt- en blokgroen,7925,12,zomereik,1972,Groep,31-50 cm,Ruw gras,Spreeuwenstraat,Liendert,5.41357014369723,15-18 m,Geen vrije uitgroei,52.1607426359916

Bomen_eikenprocessierups_2017.472573,Niet aanwezig,Rustenburg Zuid,Gemeente Amersfoort,2018-01-01,,1900-01-01,,,,,,,Stadsdeel- en wijkgroen,7931,6,zomereik,1978,Solitair,,Ruw gras,Weg van de Vrijheid,Rustenburg,5.41274886106443,0-6 m,Geen vrije uitgroei,52.165873521192

Bomen_eikenprocessierups_2017.472574,Quercus petraea,Regentesselaan,Gemeente Amersfoort,2019-07-03,,2019-07-16,,Normaal (binnen 14 dagen),0 - 8 meter,,,2,Buurt- en blokgroen,8223,6,wintereik,1999,Bomenrij,21-30 cm,Gazon,Anna Paulownalaan,De Berg Noord,5.37008602726676,9-12 m,Geen vrije uitgroei,52.1467947600679

Bomen_eikenprocessierups_2017.472575,Quercus robur,Mr. Th. Heemskerklaan,Gemeente Amersfoort,2020-06-15,,2020-06-16,,Normaal (binnen 14 dagen),0 - 8 meter,,,2,Bos- en natuurgebieden,8183,9,zomereik,1980,Solitair,31-50 cm,Heesters,Dr. Abraham Kuyperlaan,De Berg Noord,5.36738446272804,6-9 m,Geen vrije uitgroei,52.1482707558339

Bomen_eikenprocessierups_2017.472576,Quercus robur,Columbusweg,Gemeente Amersfoort,2019-06-20,,2019-07-30,,Normaal (binnen 14 dagen),0 - 8 meter,,2,1,Buurt- en blokgroen,6274,3,zomereik,1997,Bomenrij,11-20 cm,Gazon,Ringweg-Kruiskamp,De Kruiskamp,5.40402207781409,6-9 m,Geen vrije uitgroei,52.1614816623399

Bomen_eikenprocessierups_2017.472577,Quercus robur,Columbusweg,Gemeente Amersfoort,2018-07-05,,2018-07-17,,Normaal (binnen 14 dagen),0 - 8 meter,,1,,Buurt- en blokgroen,6275,6,zomereik,1997,Bomenrij,21-30 cm,Gazon,Ringweg-Kruiskamp,De Kruiskamp,5.40405857992195,12-15 m,Geen vrije uitgroei,52.1613881833633

Bomen_eikenprocessierups_2017.472578,Quercus robur,Columbusweg,Gemeente Amersfoort,2019-06-20,,2019-07-30,,Normaal (binnen 14 dagen),0 - 8 meter,,2,1,Buurt- en blokgroen,6276,6,zomereik,1997,Bomenrij,31-50 cm,Gazon,Ringweg-Kruiskamp,De Kruiskamp,5.40409508098037,12-15 m,Geen vrije uitgroei,52.161292007956

Bomen_eikenprocessierups_2017.472579,Quercus robur,Mr. Th. Heemskerklaan,Gemeente Amersfoort,2019-07-02,,2019-07-15,,Normaal (binnen 14 dagen),0 - 8 meter,,,2,Pareltjes,5565,9,zomereik,1998,Groep,21-30 cm,Bosplantsoen,Prins Frederiklaan,De Berg Noord,5.3566563185827,12-15 m,Geen vrije uitgroei,52.1460661476589

Bomen_eikenprocessierups_2017.472580,Quercus robur,Neptunusplein,Gemeente Amersfoort,2018-01-01,,1900-01-01,,,,,,,Buurt- en blokgroen,6135,6,zomereik,1997,Bomenrij,21-30 cm,Gazon,Ringweg-Kruiskamp,De Kruiskamp,5.40089252253932,9-12 m,Geen vrije uitgroei,52.1644795107027

Bomen_eikenprocessierups_2017.472581,Quercus robur,Indische Buurt,Gemeente Amersfoort,2019-06-14,,2019-07-18,,Normaal (binnen 14 dagen),0 - 8 meter,,2,,Buurt- en blokgroen,4894,9,zomereik,1990,Bomenrij,31-50 cm,Asfalt,Balistraat,De Berg Zuid,5.37346145294996,12-15 m,Geen vrije uitgroei,52.1340445665218

Bomen_eikenprocessierups_2017.472398,Quercus robur,Rubensstraat,Gemeente Amersfoort,2019-06-13,,2019-07-16,,Normaal (binnen 14 dagen),> 8 meter,,3,,Stadsdeel- en wijkgroen,3178,18,zomereik,1970,Groep,31-50 cm,Ruw gras,Rubensstraat,Vermeerkwartier,5.39662568755018,18-24 m,Geen vrije uitgroei,52.1490592372282

Bomen_eikenprocessierups_2017.472399,Quercus robur,Oranjelaan,Gemeente Amersfoort,2019-07-03,,2019-07-15,,Normaal (binnen 14 dagen),0 - 8 meter,,,2,Buurt- en blokgroen,8288,6,zomereik,2000,Groep,21-30 cm,Gazon,Prins Willem-Alexanderlaan,De Berg Noord,5.35978234210409,6-9 m,Geen vrije uitgroei,52.1444821514445

Bomen_eikenprocessierups_2017.472400,Quercus robur,Oranjelaan,Gemeente Amersfoort,2019-07-03,,2019-07-15,,Normaal (binnen 14 dagen),0 - 8 meter,,,2,Buurt- en blokgroen,8289,6,zomereik,2005,Groep,11-20 cm,Gazon,Prins Willem-Alexanderlaan,De Berg Noord,5.35989927998498,6-9 m,Vrije uitgroei,52.1445105830347

Bomen_eikenprocessierups_2017.472401,Quercus robur,Indische Buurt,Gemeente Amersfoort,2019-06-14,,2019-07-18,,Normaal (binnen 14 dagen),0 - 8 meter,,1,,Buurt- en blokgroen,4900,6,zomereik,2005,Bomenrij,21-30 cm,Asfalt,Balistraat,De Berg Zuid,5.37357269528931,9-12 m,Geen vrije uitgroei,52.1340869833184

Bomen_eikenprocessierups_2017.472402,Quercus petraea,Regentesselaan,Gemeente Amersfoort,2020-06-11,,2020-06-12,,Normaal (binnen 14 dagen),0 - 8 meter,,,,Buurt- en blokgroen,8220,6,wintereik,1999,Bomenrij,21-30 cm,Gazon,Anna Paulownalaan,De Berg Noord,5.36846417311969,9-12 m,Geen vrije uitgroei,52.1472616681928

Bomen_eikenprocessierups_2017.472403,Quercus robur,Mr. Th. Heemskerklaan,Gemeente Amersfoort,2019-06-19,,2019-07-15,,Normaal (binnen 14 dagen),> 8 meter,,,2,Buurt- en blokgroen,5699,18,zomereik,1962,Groep,51-100 cm,Gazon,Cort van der Lindenlaan,De Berg Noord,5.35822070149541,18-24 m,Geen vrije uitgroei,52.1470481766421

Bomen_eikenprocessierups_2017.472404,Quercus robur,Mr. Th. Heemskerklaan,Gemeente Amersfoort,2019-06-19,,2019-07-15,,Normaal (binnen 14 dagen),0 - 8 meter,,,2,Buurt- en blokgroen,5703,27,zomereik,1950,Solitair,51-100 cm,Gazon,Cort van der Lindenlaan,De Berg Noord,5.35845508339366,18-24 m,Geen vrije uitgroei,52.1467388395229

Bomen_eikenprocessierups_2017.472405,Quercus robur,Neptunusplein,Gemeente Amersfoort,2018-01-01,,1900-01-01,,,,,,,Buurt- en blokgroen,6136,6,zomereik,1997,Bomenrij,21-30 cm,Gazon,Ringweg-Kruiskamp,De Kruiskamp,5.40104889315845,12-15 m,Geen vrije uitgroei,52.1644264646432

Bomen_eikenprocessierups_2017.472406,Quercus rubra,Zon en Schild,Gemeente Amersfoort,2020-06-18,,2020-06-29,,Normaal (binnen 14 dagen),0 - 8 meter,,,,Bos- en natuurgebieden,8520,18,Amerikaanse eik,1960*,Bomenrij,31-50 cm,Open grond,Utrechtseweg,Bosgebied,5.35296226185465,18-24 m,Geen vrije uitgroei,52.1366614542417

Bomen_eikenprocessierups_2017.472407,Quercus robur,Neptunusplein,Gemeente Amersfoort,2020-06-06,,2020-06-08,,Normaal (binnen 14 dagen),0 - 8 meter,,1,1,Buurt- en blokgroen,6139,6,zomereik,1997,Bomenrij,21-30 cm,Gazon,Ringweg-Kruiskamp,De Kruiskamp,5.40158189810267,12-15 m,Geen vrije uitgroei,52.1642466882832

Bomen_eikenprocessierups_2017.472408,Quercus robur,Neptunusplein,Gemeente Amersfoort,2018-07-05,,1900-01-01,,Normaal (binnen 14 dagen),0 - 8 meter,,,,Buurt- en blokgroen,6140,6,zomereik,1997,Bomenrij,21-30 cm,Gazon,Ringweg-Kruiskamp,De Kruiskamp,5.4017193797655,12-15 m,Geen vrije uitgroei,52.1642036582603

Bomen_eikenprocessierups_2017.472409,Quercus robur,Neptunusplein,Gemeente Amersfoort,2020-06-06,,2020-06-08,,Normaal (binnen 14 dagen),0 - 8 meter,,1,1,Buurt- en blokgroen,6141,6,zomereik,1997,Bomenrij,11-20 cm,Gazon,Ringweg-Kruiskamp,De Kruiskamp,5.40184433587406,9-12 m,Geen vrije uitgroei,52.1641610767826

Bomen_eikenprocessierups_2017.472410,Quercus robur,Neptunusplein,Gemeente Amersfoort,2020-06-06,,2020-06-08,,Normaal (binnen 14 dagen),0 - 8 meter,,,2,Buurt- en blokgroen,6142,3,zomereik,2007,Bomenrij,11-20 cm,Gazon,Ringweg-Kruiskamp,De Kruiskamp,5.40256508547172,6-9 m,Geen vrije uitgroei,52.1637932649365

Bomen_eikenprocessierups_2017.472411,Quercus robur,Columbusweg,Gemeente Amersfoort,2020-06-06,,2020-06-13,,Normaal (binnen 14 dagen),0 - 8 meter,,2,,Buurt- en blokgroen,6343,6,zomereik,1997,Bomenrij,31-50 cm,Ruw gras,Ringweg-Kruiskamp,De Kruiskamp,5.40405679629296,9-12 m,Geen vrije uitgroei,52.1620911659593

Bomen_eikenprocessierups_2017.472412,Quercus robur,Columbusweg,Gemeente Amersfoort,2019-06-20,,2019-07-23,,Normaal (binnen 14 dagen),0 - 8 meter,,2,,Buurt- en blokgroen,6344,6,zomereik,1997,Bomenrij,31-50 cm,Ruw gras,Ringweg-Kruiskamp,De Kruiskamp,5.4040173371158,12-15 m,Geen vrije uitgroei,52.16218900667

Bomen_eikenprocessierups_2017.472413,Quercus robur,Curaçaolaan,Gemeente Amersfoort,2019-07-02,,2019-07-17,,Normaal (binnen 14 dagen),0 - 8 meter,,,2,Buurt- en blokgroen,5229,9,zomereik,1950*,Groep,51-100 cm,Gazon,Surinamelaan,De Berg Zuid,5.36886206757497,15-18 m,Geen vrije uitgroei,52.1377698965136

Bomen_eikenprocessierups_2017.472414,Quercus robur,Columbusweg,Gemeente Amersfoort,2018-01-01,,1900-01-01,,,,,,,Buurt- en blokgroen,6261,3,zomereik,1997,Bomenrij,11-20 cm,Gazon,Ringweg-Kruiskamp,De Kruiskamp,5.40349622033663,9-12 m,Geen vrije uitgroei,52.1626938188633

Bomen_eikenprocessierups_2017.472415,Quercus robur,Neptunusplein,Gemeente Amersfoort,2018-01-01,,1900-01-01,,,,,,,Buurt- en blokgroen,6145,6,zomereik,1997,Bomenrij,21-30 cm,Gazon,Ringweg-Kruiskamp,De Kruiskamp,5.40286691142421,12-15 m,Geen vrije uitgroei,52.1635835753084

Bomen_eikenprocessierups_2017.472416,Quercus robur,Columbusweg,Gemeente Amersfoort,2020-06-06,,2020-06-13,,Normaal (binnen 14 dagen),0 - 8 meter,,2,,Buurt- en blokgroen,6330,6,zomereik,1997,Bomenrij,21-30 cm,Ruw gras,Ringweg-Kruiskamp,De Kruiskamp,5.40453589870075,9-12 m,Geen vrije uitgroei,52.1608780472754

Bomen_eikenprocessierups_2017.472417,Quercus robur,Neptunusplein,Gemeente Amersfoort,2020-06-06,,2020-06-08,,Normaal (binnen 14 dagen),0 - 8 meter,,,1,Buurt- en blokgroen,6134,6,zomereik,1997,Bomenrij,21-30 cm,Gazon,Ringweg-Kruiskamp,De Kruiskamp,5.40076537924785,9-12 m,Geen vrije uitgroei,52.1645208690997

Bomen_eikenprocessierups_2017.472418,Quercus robur,Columbusweg,Gemeente Amersfoort,2020-06-06,,2020-06-08,,Normaal (binnen 14 dagen),0 - 8 meter,,1,1,Buurt- en blokgroen,6294,15,zomereik,1964,Bomenrij,51-100 cm,Elementverharding,Ringweg-Kruiskamp,De Kruiskamp,5.40509806675557,12-15 m,Geen vrije uitgroei,52.1586485283449

Bomen_eikenprocessierups_2017.472419,Quercus robur,Curaçaolaan,Gemeente Amersfoort,2018-01-01,,1900-01-01,,,,,,,Buurt- en blokgroen,5095,24,zomereik,1960,Groep,51-100 cm,Gazon,Kapelweg,De Berg Zuid,5.36940148736437,18-24 m,Geen vrije uitgroei,52.136569770128

Bomen_eikenprocessierups_2017.472420,Quercus robur,Curaçaolaan,Gemeente Amersfoort,2019-07-02,,2019-07-17,,Normaal (binnen 14 dagen),0 - 8 meter,,,2,Buurt- en blokgroen,5096,18,zomereik,1960,Groep,51-100 cm,Gazon,Kapelweg,De Berg Zuid,5.36961004959871,15-18 m,Geen vrije uitgroei,52.1366038159182

Bomen_eikenprocessierups_2017.472421,Quercus robur,Curaçaolaan,Gemeente Amersfoort,2020-06-15,,2020-06-26,,Normaal (binnen 14 dagen),> 8 meter,,,2,Buurt- en blokgroen,5098,15,zomereik,1970,Groep,31-50 cm,Gazon,Kapelweg,De Berg Zuid,5.36981115417677,15-18 m,Geen vrije uitgroei,52.1365857402167

Bomen_eikenprocessierups_2017.472422,Quercus robur,Zwaluwenstraat,Gemeente Amersfoort,2020-06-25,,2020-07-17,,Normaal (binnen 14 dagen),0 - 8 meter,,,1,Buurt- en blokgroen,7921,15,zomereik,1972,Groep,31-50 cm,Bosplantsoen,Spreeuwenstraat,Liendert,5.41346410270307,18-24 m,Geen vrije uitgroei,52.1609768384047

Bomen_eikenprocessierups_2017.472423,Quercus robur,Columbusweg,Gemeente Amersfoort,2019-06-20,,2019-07-30,,Normaal (binnen 14 dagen),0 - 8 meter,,2,1,Buurt- en blokgroen,6278,6,zomereik,1997,Bomenrij,21-30 cm,Gazon,Ringweg-Kruiskamp,De Kruiskamp,5.4041724681167,12-15 m,Geen vrije uitgroei,52.161103251712

Bomen_eikenprocessierups_2017.472424,Quercus robur,Curaçaolaan,Gemeente Amersfoort,2020-06-15,,2020-06-16,,Normaal (binnen 14 dagen),0 - 8 meter,,,,Buurt- en blokgroen,5141,18,zomereik,1950,Groep,51-100 cm,Gazon,Kapelweg,De Berg Zuid,5.37159069803857,18-24 m,Geen vrije uitgroei,52.1374894010306

Bomen_eikenprocessierups_2017.472425,Quercus robur,Columbusweg,Gemeente Amersfoort,2020-06-06,,2020-06-08,,Normaal (binnen 14 dagen),0 - 8 meter,,1,1,Buurt- en blokgroen,6295,3,zomereik,1997,Bomenrij,21-30 cm,Gazon,Ringweg-Kruiskamp,De Kruiskamp,5.40492438443826,9-12 m,Geen vrije uitgroei,52.1592183856034

Bomen_eikenprocessierups_2017.472426,Quercus robur,Columbusweg,Gemeente Amersfoort,2020-06-06,,2020-06-08,,Normaal (binnen 14 dagen),0 - 8 meter,,,1,Buurt- en blokgroen,6296,15,zomereik,1964,Bomenrij,51-100 cm,Gazon,Ringweg-Kruiskamp,De Kruiskamp,5.40516666396899,15-18 m,Geen vrije uitgroei,52.1584265174252

Bomen_eikenprocessierups_2017.472427,Quercus robur,Columbusweg,Gemeente Amersfoort,2020-06-06,,2020-06-08,,Normaal (binnen 14 dagen),0 - 8 meter,,1,1,Buurt- en blokgroen,6297,6,zomereik,1997,Bomenrij,21-30 cm,Gazon,Ringweg-Kruiskamp,De Kruiskamp,5.4049623452761,12-15 m,Geen vrije uitgroei,52.159127602442

Bomen_eikenprocessierups_2017.472428,Quercus robur,Columbusweg,Gemeente Amersfoort,2020-06-06,,2020-06-08,,Normaal (binnen 14 dagen),0 - 8 meter,,1,1,Buurt- en blokgroen,6298,6,zomereik,1997,Bomenrij,31-50 cm,Gazon,Ringweg-Kruiskamp,De Kruiskamp,5.40499007529566,12-15 m,Geen vrije uitgroei,52.1590341244119

Bomen_eikenprocessierups_2017.472429,Quercus robur,Columbusweg,Gemeente Amersfoort,2019-06-20,,2019-07-30,,Normaal (binnen 14 dagen),0 - 8 meter,,3,,Buurt- en blokgroen,6299,18,zomereik,1964,Bomenrij,51-100 cm,Gazon,Ringweg-Kruiskamp,De Kruiskamp,5.40518415309541,18-24 m,Geen vrije uitgroei,52.1583060771622

Bomen_eikenprocessierups_2017.472430,Quercus robur,Columbusweg,Gemeente Amersfoort,2019-06-20,,2019-07-23,,Normaal (binnen 14 dagen),0 - 8 meter,,2,,Buurt- en blokgroen,6332,6,zomereik,1997,Bomenrij,31-50 cm,Ruw gras,Ringweg-Kruiskamp,De Kruiskamp,5.40447034077001,12-15 m,Geen vrije uitgroei,52.161042995431

Bomen_eikenprocessierups_2017.472431,Quercus robur,Columbusweg,Gemeente Amersfoort,2020-06-06,,2020-06-13,,Normaal (binnen 14 dagen),0 - 8 meter,,2,,Buurt- en blokgroen,6333,6,zomereik,1997,Bomenrij,21-30 cm,Ruw gras,Ringweg-Kruiskamp,De Kruiskamp,5.40443084847354,9-12 m,Geen vrije uitgroei,52.1611411149591

Bomen_eikenprocessierups_2017.472432,Quercus robur,Neptunusplein,Gemeente Amersfoort,2018-01-01,,1900-01-01,,,,,,,Buurt- en blokgroen,6121,6,zomereik,1997,Bomenrij,21-30 cm,Gazon,Ringweg-Kruiskamp,De Kruiskamp,5.39891413965125,12-15 m,Geen vrije uitgroei,52.1651058514161

Bomen_eikenprocessierups_2017.472433,Quercus robur,Neptunusplein,Gemeente Amersfoort,2018-01-01,,1900-01-01,,,,,,,Buurt- en blokgroen,6122,6,zomereik,1997,Bomenrij,21-30 cm,Gazon,Ringweg-Kruiskamp,De Kruiskamp,5.399059817047,12-15 m,Geen vrije uitgroei,52.1650620395382

Bomen_eikenprocessierups_2017.472434,Quercus robur,Curaçaolaan,Gemeente Amersfoort,2018-07-10,,2018-08-03,,Normaal (binnen 14 dagen),0 - 8 meter,,1,,Buurt- en blokgroen,5148,15,zomereik,1960,Groep,51-100 cm,Gazon,Kapelweg,De Berg Zuid,5.37194435021481,18-24 m,Geen vrije uitgroei,52.1381201604992

Bomen_eikenprocessierups_2017.472435,Quercus robur,Columbusweg,Gemeente Amersfoort,2020-06-06,,2020-06-08,,Normaal (binnen 14 dagen),0 - 8 meter,,,2,Buurt- en blokgroen,6300,6,zomereik,1997,Bomenrij,21-30 cm,Gazon,Ringweg-Kruiskamp,De Kruiskamp,5.40501050251904,12-15 m,Geen vrije uitgroei,52.1589514328701

Bomen_eikenprocessierups_2017.472436,Quercus robur,Columbusweg,Gemeente Amersfoort,2019-06-20,,2020-06-08,,Normaal (binnen 14 dagen),0 - 8 meter,,0,1,Buurt- en blokgroen,6301,6,zomereik,1997,Bomenrij,21-30 cm,Gazon,Ringweg-Kruiskamp,De Kruiskamp,5.40503238853523,12-15 m,Geen vrije uitgroei,52.1588624496533

Bomen_eikenprocessierups_2017.472437,Quercus robur,Columbusweg,Gemeente Amersfoort,2020-06-06,,2020-06-08,,Normaal (binnen 14 dagen),0 - 8 meter,,1,1,Buurt- en blokgroen,6302,6,zomereik,1997,Bomenrij,21-30 cm,Gazon,Ringweg-Kruiskamp,De Kruiskamp,5.40505427481422,12-15 m,Geen vrije uitgroei,52.1587743651739

Bomen_eikenprocessierups_2017.472438,Quercus robur,Columbusweg,Gemeente Amersfoort,2019-06-20,,2019-07-30,,Normaal (binnen 14 dagen),0 - 8 meter,,2,1,Buurt- en blokgroen,6303,6,zomereik,1997,Bomenrij,21-30 cm,Gazon,Ringweg-Kruiskamp,De Kruiskamp,5.40457340189648,9-12 m,Geen vrije uitgroei,52.1600827766772

Bomen_eikenprocessierups_2017.472439,Quercus robur,Columbusweg,Gemeente Amersfoort,2020-06-06,,2020-06-08,,Normaal (binnen 14 dagen),0 - 8 meter,,0,1,Buurt- en blokgroen,6304,6,zomereik,1997,Bomenrij,21-30 cm,Gazon,Ringweg-Kruiskamp,De Kruiskamp,5.40512579162772,9-12 m,Geen vrije uitgroei,52.1585433659792

Bomen_eikenprocessierups_2017.472440,Quercus robur,Columbusweg,Gemeente Amersfoort,2020-06-06,,2020-06-13,,Normaal (binnen 14 dagen),0 - 8 meter,,2,,Buurt- en blokgroen,6345,6,zomereik,1997,Bomenrij,31-50 cm,Ruw gras,Ringweg-Kruiskamp,De Kruiskamp,5.40398817087907,9-12 m,Geen vrije uitgroei,52.1622823138513

Bomen_eikenprocessierups_2017.472441,Quercus robur,Columbusweg,Gemeente Amersfoort,2018-01-01,,1900-01-01,,,,,,,Buurt- en blokgroen,6328,6,zomereik,1997,Bomenrij,31-50 cm,Ruw gras,Ringweg-Kruiskamp,De Kruiskamp,5.40463366676669,9-12 m,Geen vrije uitgroei,52.1606259771551

Bomen_eikenprocessierups_2017.472442,Quercus robur,Columbusweg,Gemeente Amersfoort,2020-06-06,,2020-06-13,,Normaal (binnen 14 dagen),0 - 8 meter,,2,,Buurt- en blokgroen,6329,6,zomereik,1997,Bomenrij,31-50 cm,Ruw gras,Ringweg-Kruiskamp,De Kruiskamp,5.40460169278396,9-12 m,Geen vrije uitgroei,52.1607048526278

Bomen_eikenprocessierups_2017.472443,Quercus robur,Oranjelaan,Gemeente Amersfoort,2019-07-03,,2019-07-16,,Normaal (binnen 14 dagen),> 8 meter,,,2,Buurt- en blokgroen,5882,18,zomereik,1955,Groep,51-100 cm,Gazon,Anna Paulownalaan,De Berg Noord,5.36475066696265,18-24 m,Geen vrije uitgroei,52.1454542671699

Bomen_eikenprocessierups_2017.472444,Quercus robur,Oranjelaan,Gemeente Amersfoort,2019-07-15,,2019-07-16,,,> 8 meter,,,,Buurt- en blokgroen,5884,18,zomereik,1955,Groep,51-100 cm,Heesters,Anna Paulownalaan,De Berg Noord,5.36480174972451,18-24 m,Geen vrije uitgroei,52.1455522452209

