FID,BOOMSOORT,BUURT,EIGENAAR,EPR_INSPECTIEDATUM,EPR_REG_OPMERKINGEN,EPR_UITVOERINGSDATUM,EPR_UITV_OPMERKINGEN,EPR_URGENTIE,EPR_HOOGTE_NEST,EPR_NEST_GROOT,EPR_NEST_KLEIN,EPR_NEST_MIDDEL,FUNCTIE,ID,KROONDIAMETER,NEDERLANDSE_NAAM,PLANTJAAR,PLANTWIJZE,STAMDIAMETER,STANDPLAATS,STRAAT,WIJK,LONGITUDE,BOOMHOOGTE,BOOMKLASSE,LATITUDE
Bomen_eikenprocessierups_2017.472047,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2018-01-01,,2020-07-08,,,,,,4,Agrarische bestemming,547,12,zomereik,1950,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.45518449337858,18-24 m,Geen vrije uitgroei,52.1630456324985

Bomen_eikenprocessierups_2017.472048,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2018-06-29,,2020-07-08,,Normaal (binnen 14 dagen),> 8 meter,,,5,Agrarische bestemming,548,12,zomereik,1950,Bomenrij,31-50 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.45524231342312,15-18 m,Geen vrije uitgroei,52.1630561309556

Bomen_eikenprocessierups_2017.472049,Quercus robur,Bloeidaal,Gemeente Amersfoort,2019-06-24,"

",2020-07-01,,Normaal (binnen 14 dagen),> 8 meter,,,3,Agrarische bestemming,217,15,zomereik,1931,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.44638526845393,18-24 m,Geen vrije uitgroei,52.1625170930117

Bomen_eikenprocessierups_2017.472050,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2019-06-24,,2020-07-02,,Normaal (binnen 14 dagen),> 8 meter,,,2,Agrarische bestemming,448,12,zomereik,1950,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.45133478163731,18-24 m,Geen vrije uitgroei,52.1627765523836

Bomen_eikenprocessierups_2017.472051,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2019-06-24,,2020-07-02,,Normaal (binnen 14 dagen),0 - 8 meter,,,3,Agrarische bestemming,450,12,zomereik,1950,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.45155322896584,15-18 m,Geen vrije uitgroei,52.1628264633404

Bomen_eikenprocessierups_2017.472052,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2019-06-24,,2020-07-02,,Normaal (binnen 14 dagen),> 8 meter,,,2,Agrarische bestemming,451,12,zomereik,1950,Bomenrij,31-50 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.45163674938605,18-24 m,Geen vrije uitgroei,52.1628448523146

Bomen_eikenprocessierups_2017.472053,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2019-06-24,,2020-07-06,,Normaal (binnen 14 dagen),> 8 meter,,,4,Agrarische bestemming,461,12,zomereik,1950,Bomenrij,31-50 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.45257879658325,18-24 m,Geen vrije uitgroei,52.1628772524462

Bomen_eikenprocessierups_2017.471941,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2019-06-24,,2020-07-06,,Normaal (binnen 14 dagen),> 8 meter,,,4,Agrarische bestemming,465,3,zomereik,1950,Bomenrij,31-50 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.45297914216298,18-24 m,Geen vrije uitgroei,52.1628783486446

Bomen_eikenprocessierups_2017.471942,Quercus robur,Bloeidaal,Gemeente Amersfoort,2019-06-24,,2020-07-01,,Normaal (binnen 14 dagen),0 - 8 meter,,,6,Agrarische bestemming,219,15,zomereik,1931,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.44657810959606,18-24 m,Geen vrije uitgroei,52.1624594746351

Bomen_eikenprocessierups_2017.471943,Quercus robur,Bloeidaal,Gemeente Amersfoort,2019-06-24,,2019-07-10,,Normaal (binnen 14 dagen),0 - 8 meter,,2,,Agrarische bestemming,146,6,zomereik,1983,Bomenrij,21-30 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.43806058688903,6-9 m,Geen vrije uitgroei,52.1637945168686

Bomen_eikenprocessierups_2017.471944,Quercus robur,Bloeidaal,Gemeente Amersfoort,2019-06-24,,2019-07-10,,Normaal (binnen 14 dagen),0 - 8 meter,,,2,Agrarische bestemming,147,6,zomereik,1983,Bomenrij,21-30 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.43809414536567,9-12 m,Geen vrije uitgroei,52.1637441704594

Bomen_eikenprocessierups_2017.471945,Quercus robur,Bloeidaal,Gemeente Amersfoort,2019-06-24,,2019-07-10,,Normaal (binnen 14 dagen),0 - 8 meter,,,1,Agrarische bestemming,148,6,zomereik,1983,Bomenrij,21-30 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.43815689068876,9-12 m,Geen vrije uitgroei,52.1636551636974

Bomen_eikenprocessierups_2017.471946,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2019-06-24,,2020-07-02,,Normaal (binnen 14 dagen),> 8 meter,,,4,Agrarische bestemming,441,9,zomereik,1950,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.45078006429845,18-24 m,Geen vrije uitgroei,52.1626096438259

Bomen_eikenprocessierups_2017.471947,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2019-06-24,,2020-07-02,,Normaal (binnen 14 dagen),0 - 8 meter,,,3,Agrarische bestemming,442,9,zomereik,1950,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.45085289345828,18-24 m,Geen vrije uitgroei,52.1626385706163

Bomen_eikenprocessierups_2017.471948,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2019-06-24,,2019-07-30,,Normaal (binnen 14 dagen),> 8 meter,,,6,Agrarische bestemming,444,9,zomereik,1950,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.4509813994366,18-24 m,Geen vrije uitgroei,52.1626753656726

Bomen_eikenprocessierups_2017.471949,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2019-06-24,,2020-07-02,,Normaal (binnen 14 dagen),0 - 8 meter,,,3,Agrarische bestemming,446,9,zomereik,1950,Bomenrij,31-50 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.45112703260466,12-15 m,Geen vrije uitgroei,52.162716101524

Bomen_eikenprocessierups_2017.471950,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2018-01-01,,2020-07-06,,,,,,3,Agrarische bestemming,675,9,zomereik,1950,Bomenrij,31-50 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.45637506302408,15-18 m,Geen vrije uitgroei,52.1632009604111

Bomen_eikenprocessierups_2017.471951,Quercus robur,Bloeidaal,Gemeente Amersfoort,2020-06-22,,2020-06-11,,Normaal (binnen 14 dagen),0 - 8 meter,2,5,8,Agrarische bestemming,81,15,zomereik,1950,Bomenrij,31-50 cm,Ruw gras,Hogeweg,Stoutenburg Noord,5.43480753961976,15-18 m,Geen vrije uitgroei,52.1682628302463

Bomen_eikenprocessierups_2017.471952,Quercus robur,Bloeidaal,Gemeente Amersfoort,2020-06-22,,2020-06-11,,Normaal (binnen 14 dagen),0 - 8 meter,2,2,8,Agrarische bestemming,82,15,zomereik,1950,Bomenrij,51-100 cm,Ruw gras,Hogeweg,Stoutenburg Noord,5.43478130329423,15-18 m,Geen vrije uitgroei,52.1683329460095

Bomen_eikenprocessierups_2017.471953,Quercus robur,Bloeidaal,Gemeente Amersfoort,2020-06-22,,2020-06-11,,Normaal (binnen 14 dagen),0 - 8 meter,5,2,10,Agrarische bestemming,83,15,zomereik,1950,Bomenrij,51-100 cm,Ruw gras,Hogeweg,Stoutenburg Noord,5.43474922672678,15-18 m,Geen vrije uitgroei,52.1684093556604

Bomen_eikenprocessierups_2017.471954,Quercus robur,De Wieken,Gemeente Amersfoort,2018-01-01,,2019-07-10,,,,,,6,Agrarische bestemming,85,12,zomereik,1950,Bomenrij,51-100 cm,Ruw gras,Hogeweg,Valleipoort,5.4327881786058,15-18 m,Geen vrije uitgroei,52.166457120855

Bomen_eikenprocessierups_2017.471955,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2019-06-24,,2020-07-01,,Normaal (binnen 14 dagen),0 - 8 meter,,,1,Agrarische bestemming,432,12,zomereik,1931,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.45013535610054,18-24 m,Geen vrije uitgroei,52.1623887990499

Bomen_eikenprocessierups_2017.471956,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2019-06-24,,2020-07-01,,Normaal (binnen 14 dagen),0 - 8 meter,,,4,Agrarische bestemming,434,12,zomereik,1931,Bomenrij,31-50 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.45000041303854,15-18 m,Geen vrije uitgroei,52.1623388415347

Bomen_eikenprocessierups_2017.471957,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2019-06-24,,2020-07-01,,Normaal (binnen 14 dagen),0 - 8 meter,,,4,Agrarische bestemming,435,12,zomereik,1931,Bomenrij,31-50 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.44994686109488,15-18 m,Geen vrije uitgroei,52.1623125375034

Bomen_eikenprocessierups_2017.471958,Quercus robur,Bloeidaal,Gemeente Amersfoort,2019-06-24,,2019-07-10,,Normaal (binnen 14 dagen),0 - 8 meter,,2,,Agrarische bestemming,129,9,zomereik,1983,Bomenrij,31-50 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.43749467802595,9-12 m,Geen vrije uitgroei,52.1648409452182

Bomen_eikenprocessierups_2017.471959,Quercus robur,Bloeidaal,Gemeente Amersfoort,2019-06-24,,2019-07-10,,Normaal (binnen 14 dagen),0 - 8 meter,,2,,Agrarische bestemming,130,9,zomereik,1983,Bomenrij,21-30 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.43752239070245,9-12 m,Geen vrije uitgroei,52.1647897026424

Bomen_eikenprocessierups_2017.471960,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2018-07-03,,2020-07-12,,Normaal (binnen 14 dagen),0 - 8 meter,,,2,Agrarische bestemming,862,12,zomereik,1930,Bomenrij,51-100 cm,Ruw gras,Stoutenburgerlaan,Stoutenburg Noord,5.45933242521865,15-18 m,Geen vrije uitgroei,52.161026234255

Bomen_eikenprocessierups_2017.471961,Quercus robur,Bloeidaal,Gemeente Amersfoort,2018-01-01,,2020-07-01,,,,,,5,Agrarische bestemming,175,6,zomereik,1983,Bomenrij,21-30 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.43870303863777,9-12 m,Geen vrije uitgroei,52.163248677191

Bomen_eikenprocessierups_2017.471962,Quercus robur,Bloeidaal,Gemeente Amersfoort,2018-06-29,,2020-07-01,,Normaal (binnen 14 dagen),0 - 8 meter,,2,4,Agrarische bestemming,176,6,zomereik,1983,Bomenrij,21-30 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.43865193484949,9-12 m,Geen vrije uitgroei,52.163291841029

Bomen_eikenprocessierups_2017.471963,Quercus robur,Bloeidaal,Gemeente Amersfoort,2018-06-29,,2020-07-01,,Normaal (binnen 14 dagen),0 - 8 meter,5,,3,Agrarische bestemming,177,12,zomereik,1983,Bomenrij,31-50 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.43859790887695,12-15 m,Geen vrije uitgroei,52.1633359049091

Bomen_eikenprocessierups_2017.471964,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2018-01-01,,2020-07-06,,,,,,3,Agrarische bestemming,695,12,zomereik,1950,Bomenrij,31-50 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.45565603149806,12-15 m,Geen vrije uitgroei,52.1630827103353

Bomen_eikenprocessierups_2017.471965,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2018-06-29,,2020-07-06,,Normaal (binnen 14 dagen),> 8 meter,,,2,Agrarische bestemming,696,12,zomereik,1950,Bomenrij,31-50 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.45558177359077,15-18 m,Geen vrije uitgroei,52.1630682514746

Bomen_eikenprocessierups_2017.471966,Quercus robur,Bloeidaal,Gemeente Amersfoort,2019-06-24,,2020-07-01,,Normaal (binnen 14 dagen),0 - 8 meter,,,4,Agrarische bestemming,205,9,zomereik,1950,Bomenrij,31-50 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.44491220022365,15-18 m,Geen vrije uitgroei,52.1626076942496

Bomen_eikenprocessierups_2017.471967,Quercus robur,Bloeidaal,Gemeente Amersfoort,2019-06-24,,2020-07-01,,Normaal (binnen 14 dagen),0 - 8 meter,,,4,Agrarische bestemming,206,9,zomereik,1950,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.44500281170727,15-18 m,Geen vrije uitgroei,52.1626067515318

Bomen_eikenprocessierups_2017.471968,Quercus robur,Bloeidaal,Gemeente Amersfoort,2019-06-24,,2019-07-11,,Normaal (binnen 14 dagen),0 - 8 meter,,3,,Agrarische bestemming,207,6,zomereik,1995*,Bomenrij,21-30 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.44513773922917,9-12 m,Geen vrije uitgroei,52.162605426451

Bomen_eikenprocessierups_2017.471969,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2018-01-01,,2020-07-13,,,,,,5,Agrarische bestemming,774,12,zomereik,1930,Bomenrij,31-50 cm,Ruw gras,Stoutenburgerlaan,Stoutenburg Noord,5.45986621756994,12-15 m,Geen vrije uitgroei,52.1561782477609

Bomen_eikenprocessierups_2017.471970,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2018-07-03,,2020-07-13,,Normaal (binnen 14 dagen),0 - 8 meter,,,5,Agrarische bestemming,777,6,zomereik,1930,Bomenrij,31-50 cm,Ruw gras,Stoutenburgerlaan,Stoutenburg Noord,5.45983452307501,9-12 m,Geen vrije uitgroei,52.1564349994866

Bomen_eikenprocessierups_2017.471971,Quercus robur,Bloeidaal,Gemeente Amersfoort,2018-01-01,,2020-06-29,,,,3,,1,Agrarische bestemming,167,9,zomereik,1983,Bomenrij,31-50 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.43933557674554,12-15 m,Geen vrije uitgroei,52.162990450366

Bomen_eikenprocessierups_2017.471972,Quercus robur,Bloeidaal,Gemeente Amersfoort,2018-06-29,,2020-06-29,,Normaal (binnen 14 dagen),0 - 8 meter,,2,,Agrarische bestemming,168,9,zomereik,1983,Bomenrij,31-50 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.43918800287829,12-15 m,Geen vrije uitgroei,52.1630237699546

Bomen_eikenprocessierups_2017.471973,Quercus robur,Bloeidaal,Gemeente Amersfoort,2018-01-01,,2020-06-29,,,,2,,3,Agrarische bestemming,171,6,zomereik,1983,Bomenrij,21-30 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.43895717526904,12-15 m,Geen vrije uitgroei,52.1631029635892

Bomen_eikenprocessierups_2017.471974,Quercus robur,Bloeidaal,Gemeente Amersfoort,2018-01-01,,2020-07-01,,,,3,,3,Agrarische bestemming,172,6,zomereik,1983,Bomenrij,21-30 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.43888998082057,12-15 m,Geen vrije uitgroei,52.1631335515485

Bomen_eikenprocessierups_2017.471975,Quercus robur,Bloeidaal,Gemeente Amersfoort,2018-06-29,,2020-07-01,,Normaal (binnen 14 dagen),0 - 8 meter,,,3,Agrarische bestemming,173,6,zomereik,1983,Bomenrij,21-30 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.43882425390517,9-12 m,Geen vrije uitgroei,52.1631695314789

Bomen_eikenprocessierups_2017.471976,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2019-06-24,,2020-07-06,,Normaal (binnen 14 dagen),> 8 meter,,,4,Agrarische bestemming,687,15,zomereik,1950,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.45424653960434,18-24 m,Geen vrije uitgroei,52.1628783000359

Bomen_eikenprocessierups_2017.471977,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2019-06-24,,2020-07-06,,Normaal (binnen 14 dagen),> 8 meter,,,3,Agrarische bestemming,688,15,zomereik,1950,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.45433904126568,18-24 m,Geen vrije uitgroei,52.1628796459924

Bomen_eikenprocessierups_2017.471978,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2018-06-29,,2020-07-06,,Normaal (binnen 14 dagen),> 8 meter,,,4,Agrarische bestemming,690,9,zomereik,1950,Bomenrij,31-50 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.4561416470966,15-18 m,Geen vrije uitgroei,52.1631615985862

Bomen_eikenprocessierups_2017.471979,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2018-06-29,,2020-07-06,,Normaal (binnen 14 dagen),> 8 meter,,,4,Agrarische bestemming,691,15,zomereik,1950,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.45601316861137,15-18 m,Geen vrije uitgroei,52.1631445577449

Bomen_eikenprocessierups_2017.471980,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2019-06-24,,2020-07-06,,Normaal (binnen 14 dagen),> 8 meter,,,2,Agrarische bestemming,458,12,zomereik,1950,Bomenrij,31-50 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.45230690586259,18-24 m,Geen vrije uitgroei,52.1628774014168

Bomen_eikenprocessierups_2017.471981,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2019-06-24,,2020-07-06,,Normaal (binnen 14 dagen),> 8 meter,,,4,Agrarische bestemming,459,12,zomereik,1950,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.45237755536995,18-24 m,Geen vrije uitgroei,52.1628786794557

Bomen_eikenprocessierups_2017.471982,Quercus robur,Bloeidaal,Gemeente Amersfoort,2019-06-24,,2020-07-01,,Normaal (binnen 14 dagen),0 - 8 meter,,,5,Agrarische bestemming,187,15,zomereik,1950,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.44281949104164,18-24 m,Geen vrije uitgroei,52.1627309242248

Bomen_eikenprocessierups_2017.471983,Quercus robur,Bloeidaal,Gemeente Amersfoort,2019-06-24,,2019-07-10,,Normaal (binnen 14 dagen),0 - 8 meter,,,3,Agrarische bestemming,131,9,zomereik,1983,Bomenrij,31-50 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.43755010322055,12-15 m,Geen vrije uitgroei,52.1647384601223

Bomen_eikenprocessierups_2017.471984,Quercus robur,De Wieken,Gemeente Amersfoort,2019-06-26,,2019-07-10,,,,,,,Agrarische bestemming,99,12,zomereik,1950,Bomenrij,31-50 cm,Ruw gras,Hogeweg,Valleipoort,5.42923088611574,15-18 m,Geen vrije uitgroei,52.1647488683112

Bomen_eikenprocessierups_2017.471985,Quercus robur,Bloeidaal,Gemeente Amersfoort,2020-06-22,,2020-06-26,,Normaal (binnen 14 dagen),0 - 8 meter,,,2,Agrarische bestemming,1,15,zomereik,1950,Bomenrij,51-100 cm,Ruw gras,Hogeweg,Stoutenburg Noord,5.42336651852604,12-15 m,Geen vrije uitgroei,52.1622072165897

Bomen_eikenprocessierups_2017.471986,Quercus robur,Bloeidaal,Gemeente Amersfoort,2019-06-24,,2019-07-10,,Normaal (binnen 14 dagen),0 - 8 meter,,3,,Agrarische bestemming,132,6,zomereik,1983,Bomenrij,21-30 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.4375778147666,9-12 m,Geen vrije uitgroei,52.1646863187274

Bomen_eikenprocessierups_2017.471987,Quercus robur,Bloeidaal,Gemeente Amersfoort,2018-06-29,,2020-06-29,,Normaal (binnen 14 dagen),0 - 8 meter,,,2,Agrarische bestemming,133,6,zomereik,1983,Bomenrij,21-30 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.43763470217946,12-15 m,Geen vrije uitgroei,52.1645847317761

Bomen_eikenprocessierups_2017.471988,Quercus robur,Bloeidaal,Gemeente Amersfoort,2019-06-24,,2019-07-10,,Normaal (binnen 14 dagen),0 - 8 meter,,,1,Agrarische bestemming,134,6,zomereik,1983,Bomenrij,21-30 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.43766095394808,12-15 m,Geen vrije uitgroei,52.1645343885874

Bomen_eikenprocessierups_2017.471989,Quercus robur,Bloeidaal,Gemeente Amersfoort,2019-06-24,,2020-06-29,,Normaal (binnen 14 dagen),0 - 8 meter,,2,,Agrarische bestemming,136,6,zomereik,1983,Bomenrij,31-50 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.43771637838197,12-15 m,Geen vrije uitgroei,52.1644319033436

