OBJECTID,HELLING,LENGTE,STATIONSNAAM,DIENSTREGELPUNTSPOORNAAM,Z_BEGIN,Z_EIND,Shape__Length
105,2,15.00000682,Ermelo,1,12.2671,12.2424,15.0000068160381
106,1,8.0706613,Haarlem,3,5.1213,5.1193,8.07066130352696
107,1,9.73078065,Haarlem,3,5.1159,5.1123,9.73078064679781
108,0,66.00001827,Amsterdam RAI,4,8.071,8.071,66.0000182686389
109,1,127.6011325,Utrecht Terwijde,4,7.0046,6.93213929,127.601144886439
110,1,1.31601661,Hengelo,2,21.7663,21.7654,1.31601660402602
111,1,11.76217693,Den Haag Laan van NO,3,6.1052,6.1001,11.7621769250717
112,1,4.99996289,Den Haag Laan van NO,3,6.1062,6.1054,4.99996289171953
113,0,90.89146321,Den Haag Ypenburg,1,0.7106,0.7033,90.8914632116497
114,2,0.90232226,Eindhoven Centraal,4,18.9977,18.9962,0.902322253964735
115,1,13.22624708,Geldermalsen,6,6.2932,6.28,13.2262470866842
116,1,2.32504942,Zwolle,5,1.9698,1.9689,2.32504942640731
117,5,15.00006249,Gouda Goverwelle,1,-0.4178,-0.4832,15.0000624962405
118,3,11.56953848,Venlo,4,21.5612,21.5316,11.569538481095
119,0,4.99992254,Brummen,2,11.382,11.3819,4.99992253819089
120,3,13.40004338,Dordrecht Zuid,2,0.5649,0.5313,13.4000433792757
121,1,123.31161124,Den Haag Centraal,1,0.51868188,0.4948,123.311673819553
122,1,13.64318073,Den Haag Centraal,1,0.5,0.495,13.643180726085
123,5,4.03004705,Utrecht Centraal,1,5.2694,5.249,4.0300470512815
124,5,29.99998273,Blerick,1,21.0067,20.8742,29.9999827346222
125,1.25,55.70850807,Amsterdam Centraal,15,5.9221,5.8604,55.7085080675644
126,8,1.51787702,Heemstede-Aerdenhout,1,4.7062,4.69506807,1.51790359709549
127,0,4.08587234,Breda,5,4.6272,4.6261,4.08587234285303
128,1,1.22502725,Deventer,4,10.5273,10.5267,1.225027246387
129,3,87.00003243,Halfweg-Zwanenburg,1,3.0123,2.7947,87.0000324361996
130,1.25,2.56173631,Warffum,1,1.73527401,1.7321,2.56172621344346
131,1.25,5.00001793,Schinnen,1,72.447,72.4407,5.00001793310208
132,2,15.00000148,Wormerveer,2,0.0309,0.0069,15.0000014807212
133,1,4.6978089,Groningen,3b,2.5067,2.5006,4.69780889657195
134,1,62.38113531,Heerlen,4,109.0132,108.9717,62.3811353106645
135,1,122.12063984,Alphen aan den Rijn,1,-0.16009143,-0.274,122.120678824884
136,3,31.89372333,Voerendaal,1,89.4401,89.37518995,31.8937283532366
137,3,3.51549576,Nieuwerkerk a/d IJss,2,2.1868,2.1794,3.51549575511734
138,0,2.57496899,Zutphen,1,11.563,11.563,2.57496899202626
139,0,136.13075792,Wolvega,2,2.2905,2.2861,136.130757923326
140,0,10.00004505,Ravenstein,1,7.9972,7.9962,10.0000450503208
141,1,4.20084897,Rotterdam Centraal,6,3.1011,3.0961,4.20084896687419
142,0,289.21688611,Rijswijk,3,-5.6419,-5.6431,289.216871781982
143,0,5.00004589,Bloemendaal,1,0.8936,0.8932,5.00004588779372
144,1,19.99993941,Heiloo,2,2.813,2.8033,19.9999394069824
145,1,99.00966397,Heiloo,2,2.8129,2.803,99.0096639728178
146,1,0.93474077,Tiel,3,6.78,6.77972176,0.934742130215614
147,1.25,5.00006827,Olst,2,4.8527,4.8479,5.00006827006602
148,1.25,5.00002681,Olst,2,4.7166,4.7114,5.00002680792614
149,1.25,5.00000302,Olst,2,4.8456,4.8396,5.0000030228203
150,0,5.00001447,Helmond 't Hout,2,19.1724,19.1719,5.00001447208181
151,0,2.23495496,Helmond 't Hout,2,19.1381,19.1379,2.23495496423127
152,6,10.00000955,Rotterdam Zuid,3,3.6462,3.5942,10.0000095546616
153,0,49.70490268,Duivendrecht,8,3.951,3.9509,49.7049026787146
154,1,24.99997192,Hoorn Kersenboogerd,2,0.0272,0.0149,24.9999719172176
155,1,174.32361924,Hoorn Kersenboogerd,2,0.0267,-0.018,174.323619244343
156,1,166.26983179,Swalmen,2,22.9788,22.95999757,166.269811766843
157,0,99.62104724,Breda,4,4.58,4.5799,99.6210930292648
158,1.25,65.296977,'t Harde,2,11.5932,11.5168,65.296977001797
159,1,56.00156671,Oss,1,8.39313795,8.3698,56.0015423171742
160,4,44.9997427,Zwijndrecht,1,5.3886,5.2302,44.9997427005337
161,3,13.20888624,Ermelo,1,12.1896,12.15657787,13.2089033546877
162,0,104.4868897,Voorschoten,2,2.015,2.0147,104.486889700598
163,3,47.86176347,Overveen,2,4.9836,4.8647,47.8617634704925
164,0,27.36499077,Amersfoort Centraal,4,5.633,5.633,27.3649907693632
165,0,17.48924219,Weert,3,38.54,38.54,17.4892684850735
166,1,2.0550101,Haarlem,6,5.0946,5.0942,2.05501010212666
167,0,139.1631666,Veenendaal Centrum,2,7.707,7.707,139.163166601743
168,1,1.87377794,Roosendaal,3,4.3288,4.3277,1.87377794225014
169,3,18.7340025,Den Haag Mariahoeve,2,1.1801,1.13611431,18.7340085205712
170,0,100.35996422,Arnhem Centraal,3,27.9489,27.9483,100.359964218643
171,3,7.05384825,Gouda,3,0.197,0.18239225,7.05384310280232
172,1,76.30226751,Almere Poort,2,1.4128,1.38171543,76.3022540863044
173,0,4.20425146,Vught,1,6.8788,6.8788,4.2042514582703
174,3,17.34851499,Amsterdam Muiderpoor,8,5.4987,5.4577,17.348514988883
175,0,16.16087027,Zutphen,1,11.563,11.563,16.1608435234475
176,1.25,4.99993971,Gouda,10,-0.005,-0.0113,4.99993971030391
177,0,56.68296168,Maastricht Randwijck,2,49.3152,49.3107,56.6829850564994
178,0,4.71448375,Amersfoort Centraal,5,5.614,5.614,4.71448374633217
179,3,27.98268035,Schiedam Centrum,2,4.8034,4.7197,27.9826803497804
180,4,13.23445957,Amsterdam Centraal,5,5.8115,5.76547942,13.2344367107575
181,4,5.00004101,Amsterdam Muiderpoor,3,5.6551,5.6347,5.00004101635414
182,0,63.85132246,Zwolle,3,2.0399,2.0399,63.8513299301906
183,0,4.704625,Utrecht Centraal,7,3.701,3.7005,4.70462500319348
184,1.25,5.00008442,Groningen,2a,2.5657,2.5599,5.00008442384864
185,1,0.46413172,Dordrecht,1,0.2205,0.2204,0.464131716218575
186,0,2.05500102,Roermond,3,27.59,27.59,2.05500101693891
187,6,1.60883491,Gouda Goverwelle,4,-0.2653,-0.2754,1.60883491512726
188,0,134.74171049,'s-Hertogenbosch,1,6.8967548,6.8862,134.741726740473
189,0,48.43044285,'s-Hertogenbosch,1,6.9449,6.9446,48.4304428517144
190,0,11.2020376,Santpoort Noord,3,4.55,4.55,11.2020470647592
191,2,71.18548797,Breukelen,3,4.3575,4.2567,71.1854879640252
192,1,11.53554703,Alkmaar Noord,2,0.6118,0.6071,11.5355470367186
193,1,37.20739301,Alkmaar Noord,2,0.61055738,0.6065,37.2073768107623
194,1,42.38417622,Beilen,2,13.8553,13.8347,42.3841762162895
195,1,3.30228665,Haarlem,3,5.1053,5.1038,3.30228664410777
196,0,43.7308759,Breukelen,3,4.23,4.23,43.7308759013087
197,8,4.99996147,Hoofddorp,3,0.3236,0.2873,4.99996146724024
198,2,56.9368028,Maastricht,1,47.0659,46.99449285,56.9368206473278
199,0,5.00004877,Bodegraven,1,-0.2118,-0.2129,5.0000487681233
200,0,158.42016103,Enschede,4a,40.8806,40.8805,158.420161031379
201,2,4.99995267,Hengelo Oost,2,22.2386,22.2294,4.99995266858156
202,2,10.83183167,Hengelo Oost,2,22.44354771,22.4253,10.8318019991464
203,1,27.74332378,Oosterbeek,1,39.6861,39.66982831,27.7433826217479
204,5,165.68738081,De Vink,1,5.2855709,4.4917,165.687399774653
205,1,13.92892832,Heerlen,4,109.0098716,109.0044,13.9289661890448
206,4,27.49958176,Maastricht,4,47.60430029,47.4951,27.499567210702
207,1,3.07457458,Alkmaar Noord,2,0.6138,0.6118,3.07457457736873
208,0,2.05504498,Amsterdam Centraal,8,5.7998,5.7998,2.05504497875049
209,0,150.0846473,Susteren,2,32.49812406,32.491,150.084636960906
210,7,4.99997861,Schiedam Centrum,5,4.8109,4.7807,4.99997861219805
211,0,19.99998756,Den Haag Laan van NO,6,6.107,6.107,19.9999875617668
212,1,8.37295746,Weert,2,38.5796,38.577,8.37295745875756
213,1,72.66845313,Olst,3,4.47343424,4.4341,72.6684577098931
214,1,27.00002027,Almere Oostvaarders,4,1.0256,1.0198,27.0000202671017
215,1.25,6.10658291,Westervoort,1,18.3386,18.3319,6.10658290859084
216,0,16.52417899,Amsterdam Centraal,8,5.7799,5.7799,16.5241789898176
217,1.25,9.99993929,Amersfoort Centraal,4,5.6205,5.6085,9.99993929240696
218,4,0.89823296,Venlo,4,21.93161342,21.9282,0.89820189823892
219,1.25,68.23714252,Feanwalden,2,2.05466091,1.9817,68.2371501140757
220,1,4.58914672,Hillegom,2,2.58765136,2.5845,4.5891605849089
221,2,5.00002026,Nijmegen,35,23.738,23.7293,5.00002025631607
222,1,48.20607674,Assen,3,10.8108,10.806,48.2060767373095
223,1,45.18238672,Purmerend,1,2.0289,1.9845,45.1823867218777
224,3,0.88126444,Utrecht Leidsche Rij,4,9.6257,9.62319506,0.881278531903384
225,1,6.48489605,Naarden-Bussum,1,1.0296,1.0249,6.48489605388781
226,8,9.99998823,Best,2,10.0324,9.9583,9.99998823573943
227,1,4.1813555,Rotterdam Centraal,2,3.4499,3.4495,4.18135550552262
228,0,32.5112052,Alkmaar,2,2.738,2.738,32.511205200671
229,1,14.99994134,Arnhem Centraal,6,27.9459,27.9327,14.9999413374328
230,1,146.82895072,Vorden,1,13.15367171,13.0891,146.828951782074
231,4,7.23826598,Eindhoven Centraal,1,19.7146,19.6871,7.23826598449159
232,4,10.00000539,Utrecht Vaartsche Ri,3,7.3101,7.2719,10.0000053889702
233,0,14.04135331,Amsterdam Centraal,10,5.7998,5.7998,14.041381744475
234,1.25,0.88199538,Bad Nieuweschans,1,2.52199242,2.521,0.882026427169813
235,5,15.12531759,Utrecht Leidsche Rij,4,9.7278,9.6612,15.1253175916771
236,1,1.63659945,Rilland-Bath,2,2.2349,2.23474184,1.63658015508448
237,1.25,16.59264925,Dordrecht Stadspolde,1,4.2827,4.26250119,16.5927010212696
238,1,28.81248033,Harderwijk,1,3.8106,3.8008,28.8124803322353
239,1,29.99995577,Harderwijk,1,3.8189,3.8009,29.9999557680195
240,0,5.0000998,Beverwijk,5,2.4109,2.4105,5.00009980216614
241,1.25,1.12960822,Amsterdam Centraal,2,5.90902969,5.9079,1.12958676168049
242,3,2.34571509,Rheden,2,22.1952,22.1902,2.3457150857545
243,1,1.86480053,Harlingen,Unknown,1.2886,1.28758112,1.86477476133963
244,2,40.03332626,Oss,1,8.0445,7.978,40.0333262585441
245,1,22.79587014,Winsum,2,2.3663,2.3522,22.7958701433384
246,2,5.00001525,Gouda Goverwelle,2,-0.4101,-0.4188,5.00001524997674
247,2,10.0000193,Gouda Goverwelle,2,-0.3535,-0.3668,10.0000192949249
248,4,7.45998081,Utrecht Centraal,7,4.2653,4.2415,7.45998081186347
249,2,1.6674406,Amsterdam Muiderpoor,9,5.6609,5.6586,1.66744060284894
250,1,7.78733221,Gouda,5,0.503,0.5,7.7873322064534
251,3,2.57499316,Hoofddorp,4,0.4663,0.4608,2.57499315794349
252,0,2.35999985,Tilburg,1,18.0064,18.006,2.35999985635048
253,2,5.55597243,Beverwijk,2,2.2508,2.24227858,5.55591954569258
254,6,4.99995565,Hoofddorp,1,0.4651,0.4355,4.99995564739674
255,3,32.84840135,Eindhoven Centraal,6,19.9425,19.8647,32.8484013524157
256,0,19.39542024,Enkhuizen,2,2.825,2.825,19.395420244148
257,2,5.41432643,Oldenzaal,1,45.8865,45.87869788,5.41433436225744
258,1,2.57497179,Haarlem,3,5.0895,5.0884,2.57497179407296
259,1,94.02745502,Hoogkarspel,1,-0.2896,-0.31801751,94.0274630089728
260,1,87.39321067,Hoogkarspel,1,-0.22279934,-0.287,87.3932278517211
261,0,2.0549567,Nijmegen,1,23.785,23.785,2.05495670466643
262,1,12.16568955,Haarlem,5,5.00614909,4.9952,12.1657339960812
263,0,14.23008553,Nijmegen,4,23.7223,23.7223,14.2300505513537
264,3,9.99998157,Nieuw Vennep,2,0.9457,0.9239,9.99998156942272
265,2,51.46405329,Sneek Noord,2,1.5587,1.4609,51.4640532920578
266,2,3.67547476,Winsum,2,2.4975,2.4927,3.67547475786437
267,1,15.00003437,Rotterdam Alexander,1,-0.1723,-0.1758,15.0000343647559
268,1,46.07864088,Rotterdam Alexander,1,-0.1728,-0.1891,46.0786408812522
269,1,24.99995784,Rotterdam Alexander,1,-0.1712,-0.1881,24.9999578444536
270,3,5.86038448,Zwolle,5,2.0309,2.0191,5.86038447690838
271,4,95.6477204,Eindhoven Centraal,2,19.7612,19.4541,95.647720399679
272,1,5.0000276,Utrecht Vaartsche Ri,2,7.3484,7.3436,5.00002759746823
273,3,25.00006007,Nuth,1,71.011,70.953,25.0000600701097
274,4,20.00000561,Utrecht Leidsche Rij,4,9.8074,9.7389,20.0000056110804
275,1,127.76316396,Bergen op Zoom,2,6.1333,6.0843,127.763163959269
276,0,5.00003893,Bovenkarspel-Grooteb,2,-0.2285,-0.2293,5.00003893214683
277,2,19.46690655,Maarn,1,14.2208439,14.1843,19.4669057374654
278,0,1.22502543,Meppel,2,2.4652,2.4651,1.22502542562165
279,2,5.91627563,Arnhem Centraal,11,27.8455,27.83652562,5.91625807689147
280,0,27.04335549,Hilversum,5,5.88,5.88,27.0433784137123
281,2,5.00004788,Haarlem,3,5.1019,5.0942,5.00004787503182
282,0,24.36327719,'t Harde,2,11.5031,11.5007,24.3632771880413
283,1,27.71264856,Arnhem Centraal,11,28.11463361,28.0869,27.7126779215117
284,1,2.57492562,Amsterdam Centraal,2,5.7406,5.7397,2.57492562479132
285,1,58.90178987,Utrecht Centraal,15,3.7052,3.6842,58.9017898731862
286,1,105.13495534,Boxtel,2,8.9247,8.8965,105.134955339347
287,1,20.00009339,Boxtel,2,8.9253,8.9193,20.0000933924888
288,0,1.31598652,Sittard,3,49.46,49.46,1.31598651617854
289,0,4.99995442,Hemmen-Dodewaard,1,7.3841,7.3834,4.9999544229702
290,0,2.74845207,Gouda,5,0.55142456,0.5502,2.74847757254336
291,1,36.76195152,Breda,8,4.8309,4.8211,36.7619515152455
292,1.25,7.82201637,Aalten,1,25.1082,25.1003,7.82201637108866
293,1.25,0.92945747,Uithuizermeeden,2,2.10321541,2.1021,0.929413847540481
294,6,4.99999918,Zaandam Kogerveld,2,3.1443,3.1195,4.99999917921707
295,1.25,4.99994119,Amsterdam Bijlmer Ar,7,5.7453,5.7394,4.99994119478701
296,2,27.49067702,Roosendaal,4,4.3099,4.27619059,27.4906900374965
297,0,9.99998389,Haren,1,2.8844,2.8837,9.99998389218279
298,5,50.00002436,Sittard,3,50.1089,49.8604,50.0000243573785
299,1,92.09337563,Bilthoven,1,4.1902,4.1487,92.0933756283076
300,1,147.49182293,Winsum,1,2.4489,2.41687211,147.491794906392
301,0,4.99997696,Lelystad Centrum,2,1.685,1.6849,4.99997695992418
302,0,108.82338241,Lelystad Centrum,2,1.6956,1.69,108.823382412291
303,1,7.68785888,Zutphen,2,11.582,11.5782,7.68785888271943
304,1,8.81554862,Zutphen,2,11.5725,11.5642,8.81554862134626
305,2,10.00000538,Utrecht Vaartsche Ri,3,7.3436,7.3245,10.0000053803308
306,1,19.99997762,Leeuwarden,6b,1.2562,1.2421,19.9999776207324
307,0,16.87810395,Dordrecht,1,0.2201,0.22,16.8781039536925
308,0,4.99996456,Rotterdam Lombardije,1,0.8703,0.8696,4.99996456404866
309,3,5.00005419,Vlissingen,3,3.6979,3.6898,5.00005419464034
310,3,4.99994426,Vlissingen,3,3.7589,3.7453,4.99994426048073
311,0,6.79994554,Rotterdam Stadion,3,0.02,0.02,6.79994554261872
312,1.25,24.99991117,Arnhem Centraal,3,28.1014,28.0743,24.9999111746295
313,2,59.38617629,Venlo,3,21.3823,21.2711,59.3861762882609
314,1,52.49322963,Zwolle,7,2.0583,2.0515,52.4932296280427
315,1,10.00001595,Zwolle,7,2.0585,2.0574,10.0000159537962
316,0,6.93474095,Leeuwarden,2,1.354,1.3527,6.93474095116548
317,2,9.9999834,Utrecht Vaartsche Ri,4,7.3434,7.3243,9.99998340194258
318,0,2.05504583,Maastricht,4,47.1808,47.1807,2.05504583116708
319,1.25,14.07262988,Rotterdam Centraal,8,3.1738,3.15892735,14.0726597528149
320,4,7.79145615,Nijmegen Dukenburg,2,13.8383,13.8088,7.79145615192907
321,3,36.9997853,Zwijndrecht,4,5.3726,5.2747,36.9997853030477
322,1.25,1.47893224,Leeuwarden Cammingha,1,1.1611,1.1595,1.47893224072378
323,1,88.08903938,Barneveld Noord,1,11.9626,11.94265642,88.08903203876
324,0,4.99999924,Hoensbroek,2,92.7079,92.7068,4.9999992385174
325,2,25.3272561,Diemen,1,-0.2494,-0.2871,25.3272561032652
326,7,0.74106451,Arnhem Velperpoort,1,22.1739,22.16900867,0.741104290906482
327,1,10.51520634,Amsterdam Centraal,11,5.7839,5.7805,10.5152063360586
328,1,20.61586309,Amsterdam Centraal,11,5.7881,5.7799,20.6158630846886
329,0,4.38334756,Rilland-Bath,2,2.2396,2.2395,4.38334755788974
330,0,4.99999547,Hardenberg,2,9.6802,9.6795,4.99999546780111
331,1,70.99998714,Amersfoort Vathorst,1,3.4599,3.4517,70.9999871375019
332,1.25,7.36500692,Venlo,4,21.7219,21.7132,7.36500692105405
333,1,22.49998032,Winterswijk,1,36.4963,36.4877,22.49998031767
334,0,161.36032991,Reuver,1,25.01344884,25.0092,161.360358336787
335,4,33.00176429,Landgraaf,2,140.63991152,140.5123,33.0017608174905
336,0,29.37110438,Gouda Goverwelle,4,-0.538,-0.538,29.3711043803563
337,4,39.33465407,Enschede De Eschmark,1,44.73092104,44.5991,39.3346257145619
338,2,24.9248594,Dordrecht,5,0.4618,0.4143,24.9248594019117
339,1,45.78001593,Haarlem,4,5.0478,5.0241,45.780015932196
340,1,9.99999874,Den Haag Centraal,8,0.5472,0.545,9.99999874017435
341,1,109.52078229,Varsseveld,2,19.05431093,19.0283,109.52076887674
342,0,3.02732333,Utrecht Centraal,11,3.6888,3.6886,3.02732332743286
343,6,14.99999097,Weesp,2,1.7979,1.7123,14.9999909747582
344,1,20.69989104,Breda,3,4.5895,4.58439003,20.6998887345186
345,5,18.63313718,Zwijndrecht,1,6.08947148,6.0059,18.633135410608
346,1,3.74845228,Arnhem Centraal,4,28.16937985,28.1659,3.74847351589895
347,1,54.00002039,Boxtel,7,8.8637,8.8542,54.0000203923837
348,0,4.99999181,Boven Hardinxveld,2,1.4298,1.4295,4.99999180876094
349,1,20.74934183,De Westereen,1,1.4944,1.4744,20.7493418253164
350,1.25,14.94733975,Rotterdam Centraal,12,2.9918,2.97326316,14.9472900735089
351,1,0.34512869,Zwolle,7,1.9876,1.9874,0.345128686144748
352,0,27.36501106,Winterswijk,1,36.522,36.522,27.3650110585577
353,1,2.05497933,Den Haag Centraal,5,0.6298,0.6284,2.05497932720033
354,0,4.99996995,Boxtel,2,8.9253,8.9247,4.99996994799551
355,4,25.14028699,Eindhoven Centraal,6,19.7796,19.7014,25.1402869952858
356,1.25,3.04060483,Utrecht Centraal,20,3.6808,3.6772,3.04060483740584
357,1,19.97603002,Tilburg,3,18.00658103,18,19.9759879607761
358,0,27.36490795,Zwolle,1,1.973,1.973,27.3649079546006
359,1,2.7263468,Nijmegen Goffert,2,17.1345,17.13249156,2.7263135578979
