GEMEENTE,CBS_GEMEENTECODE,WIJKNAAM,CBS_WIJKCODE,BUURTNAAM,CBS_BUURTCODE,BAGREFNUMMER,STRAATNAAM,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,POSTCODE,WOONPLAATS,longitude,latitude,X,Y,GEOMETRIE
Stichtse Vecht,G1904,Kockengen,WK190405,Polder Portengen,WK19040501,0311010000001009,Rodendijk,2,,,3628EL,Kockengen,4.969603,52.123205,126401.51,459525.45,"POLYGON ((126396.522 459528.24,126401.352 459518.64,126402.366 459519.149,126407.066 459521.51,126404.907 459525.801,126406.164 459526.474,126404.133 459530.474,126405.542 459531.159,126405.085 459532.162,126396.522 459528.24))"
Stichtse Vecht,G1904,Kockengen,WK190405,Polder Portengen,WK19040501,0311010000001010,Rodendijk,3,,,3628EL,Kockengen,4.969743,52.123098,126410.99,459513.59,"POLYGON ((126403.892 459516.024,126409.06 459505.442,126418.298 459509.759,126418.151 459510.057,126418.527 459510.239,126415.945 459515.578,126418.082 459516.611,126415.622 459521.697,126410.85 459519.389,126403.892 459516.024))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001011,Roerdomp,1,,,3628CA,Kockengen,4.952767,52.151034,125267.07,462628.44,"POLYGON Z ((125261.121 462628.212 0,125263.811 462621.353 0,125268.726 462623.279 0,125269.752 462620.664 0,125274.118 462622.376 0,125273.159 462625.017 0,125273.7 462625.229 0,125271.13 462631.786 0,125274.127 462632.961 0,125272.855 462636.207 0,125263.105 462632.384 0,125264.258 462629.442 0,125261.121 462628.212 0))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001012,Roerdomp,2,,,3628CB,Kockengen,4.951754,52.151092,125197.78,462635.36,"POLYGON ((125192.559 462631.868,125197.333 462631.497,125200.009 462631.289,125202.401 462631.103,125203.003 462638.856,125193.161 462639.62,125192.559 462631.868))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001013,Roerdomp,2,,tra,,Kockengen,4.951596,52.151106,125186.99,462636.91,"POLYGON ((125185.318 462635.585,125187.147 462635.428,125187.151 462635.428,125188.405 462635.32,125188.448 462635.823,125188.656 462638.242,125185.57 462638.508,125185.318 462635.585))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001014,Roerdomp,3,,,3628CA,Kockengen,4.952695,52.151162,125262.22,462642.75,"POLYGON ((125255.728 462642.032,125258.413 462635.331,125268.313 462639.297,125265.752 462645.688,125268.785 462646.903,125267.561 462649.959,125257.652 462645.99,125258.752 462643.244,125255.728 462642.032))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001015,Roerdomp,4,,,3628CB,Kockengen,4.951754,52.151092,125197.78,462635.36,"POLYGON ((125192.559 462631.868,125197.333 462631.497,125200.009 462631.289,125202.401 462631.103,125203.003 462638.856,125193.161 462639.62,125192.559 462631.868))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001016,Roerdomp,5,,,3628CA,Kockengen,4.952623,52.151246,125257.34,462652.16,"POLYGON ((125250.951 462654.284,125253.627 462647.603,125256.539 462648.769,125257.652 462645.99,125267.561 462649.959,125266.336 462653.014,125263.057 462651.701,125260.491 462658.106,125250.951 462654.284))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001017,Roerdomp,6,,,3628CB,Kockengen,4.951762,52.151162,125198.38,462643.11,"POLYGON ((125193.161 462639.62,125203.003 462638.856,125203.617 462646.762,125193.775 462647.527,125193.161 462639.62))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001018,Roerdomp,7,,,3628CA,Kockengen,4.952578,52.15133,125254.3,462661.43,"POLYGON ((125248.275 462660.965,125250.951 462654.284,125260.491 462658.106,125258.099 462664.077,125261.482 462665.433,125260.21 462668.609,125257.949 462667.704,125250.297 462664.638,125251.286 462662.171,125248.275 462660.965))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001019,Roerdomp,8,,,3628CB,Kockengen,4.951762,52.151162,125198.38,462643.11,"POLYGON ((125193.161 462639.62,125203.003 462638.856,125203.617 462646.762,125193.775 462647.527,125193.161 462639.62))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001020,Roerdomp,9,,,3628CA,Kockengen,4.952513,52.151412,125249.95,462670.6,"POLYGON ((125243.645 462672.998,125246.257 462666.477,125249.104 462667.617,125250.297 462664.638,125257.949 462667.704,125260.21 462668.609,125259.011 462671.55,125256.497 462677.936,125252.915 462676.544,125243.645 462672.998))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001021,Roerdomp,10,,,3628CB,Kockengen,4.95177,52.151232,125198.98,462650.87,"POLYGON ((125193.775 462647.527,125203.617 462646.762,125204.207 462654.36,125194.365 462655.124,125193.775 462647.527))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001022,Roerdomp,11,,,3628CA,Kockengen,4.952465,52.151495,125246.7,462679.83,"POLYGON ((125241.032 462679.52,125243.645 462672.998,125252.915 462676.544,125250.44 462682.723,125251.675 462683.218,125251.009 462684.88,125252.163 462685.343,125251.629 462686.677,125243.103 462683.262,125244.109 462680.752,125241.032 462679.52))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001023,Roerdomp,12,,,3628CB,Kockengen,4.95177,52.151232,125198.98,462650.87,"POLYGON ((125193.775 462647.527,125203.617 462646.762,125204.207 462654.36,125194.365 462655.124,125193.775 462647.527))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001024,Roerdomp,13,,,3628CA,Kockengen,4.952318,52.151607,125236.71,462692.36,"POLYGON Z ((125229.863 462695.529 0,125231.788 462690.626 0,125229.596 462689.765 0,125231.32 462685.376 0,125236.202 462687.294 0,125237.466 462684.077 0,125244.489 462686.836 0,125241.64 462694.089 0,125244.967 462695.397 0,125242.903 462700.652 0,125229.863 462695.529 0))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001025,Roerdomp,14,,,3628CB,Kockengen,4.951778,52.151298,125199.56,462658.24,"POLYGON ((125194.365 462655.124,125204.207 462654.36,125204.627 462659.776,125204.771 462661.625,125204.255 462661.665,125198.117 462662.142,125194.929 462662.39,125194.795 462660.667,125194.555 462657.571,125194.465 462656.418,125194.365 462655.124))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001027,Roerdomp,16,,,3628CB,Kockengen,4.951778,52.151298,125199.56,462658.24,"POLYGON ((125194.365 462655.124,125204.207 462654.36,125204.627 462659.776,125204.771 462661.625,125204.255 462661.665,125198.117 462662.142,125194.929 462662.39,125194.795 462660.667,125194.555 462657.571,125194.465 462656.418,125194.365 462655.124))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001028,Roerdomp,17,,,3628CA,Kockengen,4.952025,52.151971,125216.93,462733.06,"POLYGON Z ((125211.996 462739.061 0,125213.22 462735.959 0,125211.427 462735.252 0,125216.204 462723.144 0,125224.239 462726.314 0,125219.596 462738.082 0,125223.292 462739.54 0,125221.934 462742.981 0,125211.996 462739.061 0))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001029,Roerdomp,18,,,3628CB,Kockengen,4.95158,52.151351,125186,462664.23,"POLYGON ((125180.642 462660.79,125190.724 462659.97,125190.806 462660.983,125190.946 462662.704,125191.285 462666.873,125191.367 462667.883,125181.285 462668.703,125180.642 462660.79))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001030,Roerdomp,19,,,3628CA,Kockengen,4.951958,52.152121,125212.38,462749.69,"POLYGON Z ((125206.887 462749.98 0,125209.479 462743.462 0,125218.758 462747.152 0,125215.275 462755.908 0,125210.191 462753.886 0,125211.081 462751.648 0,125206.887 462749.98 0))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001031,Roerdomp,20,,,3628CB,Kockengen,4.95158,52.151351,125186,462664.23,"POLYGON ((125180.642 462660.79,125190.724 462659.97,125190.806 462660.983,125190.946 462662.704,125191.285 462666.873,125191.367 462667.883,125181.285 462668.703,125180.642 462660.79))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001032,Roerdomp,21,,,3628CA,Kockengen,4.952018,52.152268,125216.61,462766.03,"POLYGON Z ((125217.91 462773.788 0,125210.412 462770.872 0,125213.821 462762.102 0,125212.702 462761.666 0,125214.018 462758.281 0,125222.636 462761.632 0,125217.91 462773.788 0))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001033,Roerdomp,22,,,3628CB,Kockengen,4.951588,52.151419,125186.61,462671.79,"POLYGON ((125181.285 462668.703,125191.367 462667.883,125191.937 462674.886,125181.855 462675.706,125181.285 462668.703))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001034,Roerdomp,23,,,3628CA,Kockengen,4.951718,52.152274,125196.09,462766.86,"POLYGON Z ((125192.304 462774.594 0,125190.08 462767.776 0,125192.413 462767.015 0,125190.556 462761.324 0,125197.303 462759.124 0,125200.717 462769.589 0,125196.067 462771.105 0,125196.734 462773.149 0,125192.304 462774.594 0))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001035,Roerdomp,24,,,3628CB,Kockengen,4.951588,52.151419,125186.61,462671.79,"POLYGON ((125181.285 462668.703,125191.367 462667.883,125191.937 462674.886,125181.855 462675.706,125181.285 462668.703))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001036,Roerdomp,25,,,3628CA,Kockengen,4.951511,52.152298,125181.92,462769.6,"POLYGON Z ((125180.855 462775.697 0,125180.46 462774.46 0,125175.173 462776.145 0,125174.458 462774.052 0,125171.825 462774.926 0,125170.491 462770.748 0,125173.093 462769.9 0,125173.357 462770.447 0,125177.387 462769.163 0,125177.527 462769.601 0,125179.616 462768.935 0,125178.483 462765.38 0,125185.753 462763.063 0,125188.957 462773.115 0,125180.855 462775.697 0))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001037,Roerdomp,26,,,3628CB,Kockengen,4.951596,52.151482,125187.18,462678.75,"POLYGON ((125181.855 462675.706,125191.937 462674.886,125192.495 462681.752,125182.413 462682.572,125181.855 462675.706))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001038,Roerdomp,27,,,3628CA,Kockengen,4.950439,52.152304,125108.56,462770.75,"POLYGON ((125098.314 462767.888,125099.449 462764.989,125102.091 462766.011,125115.203 462771.078,125113.173 462776.284,125112.654 462776.093,125110.583 462775.331,125104.422 462772.95,125102.243 462772.123,125103.145 462769.778,125101.763 462769.237,125098.314 462767.888))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001039,Roerdomp,28,,,3628CB,Kockengen,4.951596,52.151482,125187.18,462678.75,"POLYGON ((125181.855 462675.706,125191.937 462674.886,125192.495 462681.752,125182.413 462682.572,125181.855 462675.706))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001040,Purperreiger,7,,,3628CE,Kockengen,4.950681,52.150639,125124.04,462585.36,"POLYGON Z ((125115.294 462580.195 0,125129.843 462585.845 0,125128.038 462590.529 0,125118.869 462586.973 0,125119.907 462584.278 0,125114.52 462582.203 0,125115.294 462580.195 0))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001041,Purperreiger,8,,,3628CM,Kockengen,4.950099,52.150605,125084.14,462581.82,"POLYGON ((125077.242 462585.318,125081.655 462573.734,125089.106 462576.572,125087.438 462580.95,125089.855 462581.871,125087.11 462589.077,125077.242 462585.318))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001042,Purperreiger,9,,,3628CE,Kockengen,4.950645,52.150689,125121.59,462590.9,"POLYGON ((125109.728 462588.763,125111.034 462585.461,125115.174 462587.015,125114.774 462588.079,125117.969 462589.31,125118.869 462586.973,125128.038 462590.529,125126.271 462595.116,125111.983 462589.629,125109.728 462588.763))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001043,Purperreiger,10,,,3628CM,Kockengen,4.949975,52.150803,125075.83,462603.87,"POLYGON ((125069.684 462605.155,125072.099 462598.816,125081.967 462602.576,125079.552 462608.914,125075.625 462607.418,125074.495 462606.988,125069.684 462605.155))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001044,Purperreiger,11,,,3628CE,Kockengen,4.950633,52.150739,125120.82,462596.5,"POLYGON ((125111.188 462591.693,125111.983 462589.629,125126.271 462595.116,125124.616 462599.412,125126.013 462599.95,125124.695 462603.371,125119.628 462601.433,125114.086 462599.313,125115.34 462596.202,125116.316 462593.669,125111.188 462591.693))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001045,Purperreiger,12,,,3628CM,Kockengen,4.950011,52.150745,125078.27,462597.45,"POLYGON ((125072.099 462598.816,125074.56 462592.357,125084.428 462596.117,125081.967 462602.576,125072.099 462598.816))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001046,Purperreiger,13,,,3628CE,Kockengen,4.950612,52.15083,125119.45,462606.65,"POLYGON Z ((125119.628 462601.433 0,125124.695 462603.371 0,125123.891 462605.46 0,125127.33 462606.786 0,125125.376 462611.858 0,125110.633 462606.137 0,125111.658 462603.477 0,125117.034 462605.547 0,125117.894 462603.313 0,125118.773 462603.651 0,125119.628 462601.433 0))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001047,Purperreiger,14,,,3628CM,Kockengen,4.950049,52.150685,125080.83,462590.73,"POLYGON ((125074.56 462592.357,125077.242 462585.318,125087.11 462589.077,125084.428 462596.117,125074.56 462592.357))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001048,Purperreiger,15,,,3628CE,Kockengen,4.950622,52.150878,125120.17,462612.01,"POLYGON ((125109.886 462608.077,125110.633 462606.137,125125.376 462611.858,125123.61 462616.441,125114.244 462612.857,125115.284 462610.156,125109.886 462608.077))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001049,Purperreiger,16,,,3628CM,Kockengen,4.950099,52.150605,125084.14,462581.82,"POLYGON ((125077.242 462585.318,125081.655 462573.734,125089.106 462576.572,125087.438 462580.95,125089.855 462581.871,125087.11 462589.077,125077.242 462585.318))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001050,Purperreiger,17,,,3628CE,Kockengen,4.95058,52.150922,125117.31,462616.89,"POLYGON Z ((125114.244 462612.857 0,125123.61 462616.441 0,125121.847 462621.018 0,125107.009 462615.271 0,125107.978 462612.757 0,125113.468 462614.871 0,125114.244 462612.857 0))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001051,Purperreiger,18,,,3628CM,Kockengen,4.950176,52.150432,125089.34,462562.56,"POLYGON ((125084.269 462566.316,125088.133 462556.383,125094.384 462558.814,125092.827 462562.839,125092.372 462564.017,125090.545 462568.74,125084.269 462566.316))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001052,Purperreiger,19,,,3628CE,Kockengen,4.950565,52.15097,125116.3,462622.3,"POLYGON ((125106.209 462617.348,125107.009 462615.271,125121.847 462621.018,125120.989 462623.246,125122.618 462626.727,125121.618 462629.321,125115.742 462627.057,125110.224 462624.931,125111.38 462621.929,125110.745 462621.685,125111.614 462619.43,125106.209 462617.348))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001053,Purperreiger,20,,,3628CM,Kockengen,4.950084,52.15041,125082.99,462560.1,"POLYGON ((125077.832 462563.83,125081.697 462553.88,125088.133 462556.383,125084.269 462566.316,125077.832 462563.83))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001054,Purperreiger,21,,,3628CE,Kockengen,4.949702,52.151038,125057.28,462630.22,"POLYGON ((125051.12 462635.638,125056.147 462622.851,125058.447 462623.771,125056.622 462628.336,125062.181 462630.558,125059.928 462636.193,125057.065 462635.048,125056.048 462637.592,125051.12 462635.638))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001055,Purperreiger,22,,,3628CM,Kockengen,4.949986,52.150386,125076.26,462557.47,"POLYGON ((125070.813 462561.119,125074.576 462551.11,125081.697 462553.88,125077.832 462563.83,125070.813 462561.119))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001056,Purperreiger,23,,,3628CE,Kockengen,4.949609,52.151025,125050.89,462628.78,"POLYGON ((125042.658 462634.407,125044.826 462629.014,125047.467 462630.07,125049.324 462625.425,125052.019 462626.503,125053.847 462621.932,125056.147 462622.851,125051.12 462635.638,125046.07 462633.603,125045.323 462635.472,125042.658 462634.407))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001057,Purperreiger,24,,,3628CM,Kockengen,4.949885,52.150361,125069.36,462554.81,"POLYGON ((125064.14 462558.542,125067.881 462548.507,125074.576 462551.11,125070.813 462561.119,125064.14 462558.542))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001058,Purperreiger,25,,,3628CE,Kockengen,4.949438,52.151015,125039.18,462627.74,"POLYGON ((125034.704 462631.22,125040.448 462616.685,125042.882 462617.618,125041.099 462622.077,125046.65 462624.335,125044.826 462629.014,125042.658 462634.407,125040.145 462640.752,125038.055 462639.944,125040.512 462633.549,125034.704 462631.22))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001059,Purperreiger,26,,,3628CM,Kockengen,4.949787,52.150338,125062.64,462552.24,"POLYGON ((125057.33 462555.912,125061.265 462545.933,125067.881 462548.507,125064.14 462558.542,125057.33 462555.912))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001060,Purperreiger,27,,,3628CE,Kockengen,4.949354,52.150977,125033.44,462623.54,"POLYGON ((125028.866 462623.437,125031.047 462617.982,125036.709 462620.246,125038.465 462615.852,125040.448 462616.685,125034.704 462631.22,125029.809 462629.256,125030.516 462627.489,125031.685 462624.564,125028.866 462623.437))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001061,Purperreiger,28,,,3628CM,Kockengen,4.949665,52.150313,125054.28,462549.54,"POLYGON ((125048.545 462546.473,125052.342 462547.938,125054.18 462543.178,125061.265 462545.933,125057.33 462555.912,125049.89 462553.038,125048.876 462552.647,125048.545 462546.473))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001062,Purperreiger,29,,,3628CE,Kockengen,4.949206,52.151232,125023.47,462651.93,"POLYGON Z ((125029.876 462646.478 0,125024.846 462659.453 0,125022.568 462658.57 0,125024.377 462653.904 0,125018.337 462651.563 0,125021.083 462644.479 0,125021.988 462642.175 0,125025.189 462643.411 0,125024.73 462644.483 0,125029.876 462646.478 0))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001063,Purperreiger,30,,,3628CM,Kockengen,4.950176,52.150432,125089.34,462562.56,"POLYGON ((125084.269 462566.316,125088.133 462556.383,125094.384 462558.814,125092.827 462562.839,125092.372 462564.017,125090.545 462568.74,125084.269 462566.316))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001064,Purperreiger,31,,,3628CE,Kockengen,4.9493,52.151245,125029.94,462653.4,"POLYGON ((125024.846 462659.453,125029.876 462646.478,125034.872 462648.415,125031.659 462656.704,125028.94 462655.65,125027.124 462660.336,125024.846 462659.453))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001065,Purperreiger,32,,,3628CM,Kockengen,4.950084,52.15041,125082.99,462560.1,"POLYGON ((125077.832 462563.83,125081.697 462553.88,125088.133 462556.383,125084.269 462566.316,125077.832 462563.83))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001066,Purperreiger,33,,,3628CE,Kockengen,4.949372,52.151268,125034.85,462655.85,"POLYGON ((125031.659 462656.704,125034.872 462648.415,125039.847 462650.343,125034.828 462663.29,125032.573 462662.415,125034.378 462657.758,125031.659 462656.704))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001067,Purperreiger,34,,,3628CM,Kockengen,4.949986,52.150386,125076.26,462557.47,"POLYGON ((125070.813 462561.119,125074.576 462551.11,125081.697 462553.88,125077.832 462563.83,125070.813 462561.119))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001068,Purperreiger,35,,,3628CE,Kockengen,4.94945,52.151281,125040.21,462657.29,"POLYGON ((125034.828 462663.29,125039.847 462650.343,125044.803 462652.264,125041.649 462660.553,125038.896 462659.486,125037.083 462664.164,125034.828 462663.29))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001069,Purperreiger,36,,,3628CM,Kockengen,4.949885,52.150361,125069.36,462554.81,"POLYGON ((125064.14 462558.542,125067.881 462548.507,125074.576 462551.11,125070.813 462561.119,125064.14 462558.542))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001070,Purperreiger,37,,,3628CE,Kockengen,4.949551,52.151295,125047.12,462658.85,"POLYGON ((125041.649 462660.553,125044.803 462652.264,125045.569 462650.287,125048.722 462651.51,125047.946 462653.511,125053.036 462655.487,125049.347 462664.991,125046.43 462663.858,125045.049 462667.415,125042.534 462666.44,125044.402 462661.62,125041.649 462660.553))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001071,Purperreiger,38,,,3628CM,Kockengen,4.949787,52.150338,125062.64,462552.24,"POLYGON ((125057.33 462555.912,125061.265 462545.933,125067.881 462548.507,125064.14 462558.542,125057.33 462555.912))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001072,Purperreiger,40,,,3628CM,Kockengen,4.949665,52.150313,125054.28,462549.54,"POLYGON ((125048.545 462546.473,125052.342 462547.938,125054.18 462543.178,125061.265 462545.933,125057.33 462555.912,125049.89 462553.038,125048.876 462552.647,125048.545 462546.473))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001073,Purperreiger,42,,,3628CN,Kockengen,4.949507,52.150315,125043.44,462549.76,"POLYGON ((125036.589 462546.412,125043.349 462543.397,125045.405 462547.793,125048.545 462546.473,125048.876 462552.647,125047.378 462553.314,125041.115 462556.102,125036.589 462546.412))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001074,Purperreiger,44,,,3628CN,Kockengen,4.949392,52.150341,125035.64,462552.72,"POLYGON ((125030.242 462549.243,125036.589 462546.412,125041.115 462556.102,125034.557 462559.022,125030.242 462549.243))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001075,Purperreiger,46,,,3628CN,Kockengen,4.949294,52.150367,125028.95,462555.64,"POLYGON ((125023.332 462552.324,125030.242 462549.243,125034.557 462559.022,125027.769 462562.043,125023.332 462552.324))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001076,Purperreiger,48,,,3628CN,Kockengen,4.949198,52.150393,125022.34,462558.62,"POLYGON ((125016.912 462555.188,125023.332 462552.324,125027.769 462562.043,125021.321 462564.914,125016.912 462555.188))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001077,Purperreiger,50,,,3628CN,Kockengen,4.949101,52.150419,125015.75,462561.55,"POLYGON ((125010.167 462558.196,125016.912 462555.188,125021.321 462564.914,125014.606 462567.903,125012.509 462563.318,125011.707 462561.563,125010.167 462558.196))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001078,Purperreiger,52,,,3628CN,Kockengen,4.949507,52.150315,125043.44,462549.76,"POLYGON ((125036.589 462546.412,125043.349 462543.397,125045.405 462547.793,125048.545 462546.473,125048.876 462552.647,125047.378 462553.314,125041.115 462556.102,125036.589 462546.412))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001079,Purperreiger,54,,,3628CN,Kockengen,4.949392,52.150341,125035.64,462552.72,"POLYGON ((125030.242 462549.243,125036.589 462546.412,125041.115 462556.102,125034.557 462559.022,125030.242 462549.243))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001080,Purperreiger,56,,,3628CN,Kockengen,4.949294,52.150367,125028.95,462555.64,"POLYGON ((125023.332 462552.324,125030.242 462549.243,125034.557 462559.022,125027.769 462562.043,125023.332 462552.324))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001081,Purperreiger,58,,,3628CN,Kockengen,4.949198,52.150393,125022.34,462558.62,"POLYGON ((125016.912 462555.188,125023.332 462552.324,125027.769 462562.043,125021.321 462564.914,125016.912 462555.188))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001082,Purperreiger,60,,,3628CN,Kockengen,4.949101,52.150419,125015.75,462561.55,"POLYGON ((125010.167 462558.196,125016.912 462555.188,125021.321 462564.914,125014.606 462567.903,125012.509 462563.318,125011.707 462561.563,125010.167 462558.196))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001083,Purperreiger,62,,,3628CN,Kockengen,4.949032,52.150632,125011.14,462585.29,"POLYGON ((125005.115 462584.959,125007.161 462579.649,125009.042 462580.374,125011.882 462581.469,125012.961 462578.669,125014.159 462579.131,125018.473 462580.793,125016.222 462586.632,125020.392 462588.239,125020.598 462587.675,125023.399 462588.693,125022.226 462591.904,125006.99 462585.699,125005.115 462584.959))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001084,Purperreiger,64,,,3628CN,Kockengen,4.949036,52.150675,125011.49,462590.11,"POLYGON ((125004.968 462590.946,125006.99 462585.699,125022.226 462591.904,125021.358 462594.282,125018.538 462593.257,125018.728 462592.731,125014.585 462591.135,125013.337 462594.373,125004.968 462590.946))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001085,Purperreiger,66,,,3628CN,Kockengen,4.948985,52.150729,125008.04,462596.07,"POLYGON Z ((125004.968 462590.946 0,125013.337 462594.373 0,125012.458 462596.655 0,125016.927 462598.377 0,125015.842 462601.193 0,125003.05 462595.924 0,125004.968 462590.946 0))"
Stichtse Vecht,G1904,Kockengen,WK190405,Welgelegen,WK19040507,0311010000001087,Purperreiger,70,,,3628CN,Kockengen,4.948953,52.150869,125005.89,462611.7,"POLYGON ((124999.814 462612.874,125000 462612.375,125002.811 462604.83,125008.364 462607.063,125012.472 462608.715,125011.592 462611,125011.844 462611.097,125010.699 462614.068,125015.405 462615.882,125014.367 462618.574,124999.814 462612.874))"
