OBJECTID,REF_WISSEL_KRUISING_PUIC,NAAM,LENGTE,X_BEGIN,Y_BEGIN,Z_BEGIN,X_EIND,Y_EIND,Z_EIND,REF_WISSEL_KRUISING_NAAM,M_GANG_VAN_T,M_GANG_TOT_T,GELDIG_VANAF,PUBLICATIEDATUM,LATITUDE_BEGIN,LATITUDE_EIND,IS_BERIJDBAAR,BI_DIRECTIONEEL,LONGITUDE_BEGIN,LONGITUDE_EIND,M_GANG_TOT,M_GANG_VAN,SPOORSTAAF_LINKS_RECHTS
20,35aecea1-f975-43b1-b146-4f6b6a30c7fc,Links-Links,45.06387488,84476.281,432600.836,3.797,84521.13599999,432604.694,3.79899999,233B/235A,"-16,015","29,049",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.87747733,51.87751768,Ja,Ja,4.36301217,4.3636627,29.049,-16.015,Links
21,b4c8a384-dace-4158-9363-31bdbc8c6267,Links-Links,39.81847811,95573.08299999,433697.64,-0.014,95591.66199999,433662.46,-0.014,913B/915,"-13,035","26,783",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.88862878,51.88831458,Ja,Ja,4.52395922,4.52423514,26.783,-13.035,Links
23,b77b725b-bb56-4f78-95df-c6fb400a6faf,Links,38.56501328,50616.33999999,390987.063,0.438,50654.90499999,390987.09499999,0.434,419B,"-4,500","34,065",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.49822096,51.49822839,Ja,Ja,3.8838928,3.88444801,34.065,-4.5,Links
25,d8a73cac-55c1-4fb8-9c5c-283e01e2342f,Links-Rechts,2.70262871,143797.35,487558.52,1.32499999,143800.03,487558.869,1.32499999,K2235,"-1,351","1,351",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.37578409,52.37578729,Ja,Ja,5.22268974,5.22272909,1.351,-1.351,Links
27,288e7688-0d8f-4fac-a61e-c615dcb5eb62,Links,31.18078,180972.28099999,578631.59199999,1.205,180998.299,578648.73499999,1.12999999,25A,"-3,900","27,281",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,53.19371159,53.19386437,Ja,Ja,5.77580748,5.77619814,27.281,-3.9,Links
31,c4c822ca-14db-4579-98a7-438e7acdc6bf,Links,35.39560685,93095.164,464641.495,5.44,93116.04899999,464670.03499999,5.44,1047B,"-4,500","30,895",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.16645799,52.16671682,Ja,Ja,4.48236877,4.4826688,30.895,-4.5,Links
33,e333e25b-e297-48c8-a37d-245ed6a3a8dd,Rechts-Rechts,45.99525449,61755.43899999,439050.38199999,5.248,61737.694,439092.76699999,5.248,1173/1175,"-13,036","32,959",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.9320934,51.9324713,Ja,Ja,4.03137533,4.03110587,32.959,-13.036,Links
38,5e839e76-2b01-4446-b4e2-db391e08eebb,Rechts-Links,46.0197617,79851.51099999,431719.242,4.338,79805.56299999,431716.673,4.338,921A/921B,"-13,034","32,985",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.86894953,51.86892024,Ja,Ja,4.29605196,4.29538548,32.985,-13.034,Links
39,05f82bb4-927f-42b1-8381-5222f9d98d89,Links,35.60271689,105214.601,488463.39199999,-0.032,105179.98,488455.08899999,-0.042,940,"-4,750","30,853",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.38177352,52.38169576,Ja,Ja,4.65598624,4.65547903,30.853,-4.75,Links
40,06085b52-d3f5-49fb-9150-50348e70eb50,Links-Rechts,46.87075561,138403.29699999,458478.49599999,1.854,138359.59299999,458461.56,1.84,K1015,"-23,436","23,435",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.11428443,52.11413089,Ja,Ja,5.14490395,5.14426674,23.435,-23.436,Links
42,9d4952eb-79bd-495a-9a74-1ae32f95c486,Rechts,36.45000351,195735.285,466377.804,14.962,195735.301,466341.35399999,14.962,103,"-4,750","31,700",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.18402811,52.18370052,Ja,Ja,5.98284141,5.98283727,31.7,-4.75,Links
43,3d559f1e-b036-4ac7-94f8-af98a7cb1f52,Links,34.75356822,161726.53,383850.433,18.59499999,161760.456,383857.972,18.59,103A,"-3,901","30,853",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.44370708,51.44377444,Ja,Ja,5.48395304,5.48444117,30.853,-3.901,Links
44,a7242e06-fe43-4e67-b86c-8006fee4396b,Rechts,36.20130896,98993.27899999,409693.674,4.04499999,98986.292,409729.161,4.077,964,"-3,164","33,037",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.67324338,51.67356163,Ja,Ja,4.57751651,4.57740981,33.037,-3.164,Links
47,b8404a06-0d39-41d8-ade7-e3f1947009f5,Rechts,65.04526688,235788.54699999,579908.64599999,2.442,235736.659,579947.87,2.442,2163,"-3,900","61,145",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,53.19972413,53.20008433,Ja,Ja,6.59617709,6.59541062,61.145,-3.9,Links
48,cf1db58d-212b-4546-b9c0-d7349540e627,Links,36.49415857,177745.369,321150.374,45.978,177711.402,321163.56599999,46.091,B,"-4,749","31,745",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,50.87969988,50.87981981,Ja,Onbekend,5.71037047,5.70988869,31.745,-4.749,Links
49,e84176c4-ae38-4a7a-8370-81eaa1c346d3,Rechts,36.34698902,100364.31,427492.916,0.01,100395.28599999,427473.918,0.01,15-16,"-1,684","34,663",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.83335375,51.83318604,Ja,Ja,4.59453308,4.59498545,34.663,-1.684,Links
53,a711e6f7-1a15-4926-affb-c4207f98d1cf,Links,32.92986282,100326.02899999,427493.71799999,0.019,100350.376,427471.54599999,0.019,23-26,"-1,324","31,605",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.83335721,51.83316032,Ja,Ja,4.59397761,4.59433432,31.605,-1.324,Links
54,7ed4f4a6-6d5b-4651-b543-7aad6b7ce6c9,Links,40.36991197,58594.559,441659.67999999,5.171,58617.50299999,441692.896,5.171,7,"-3,900","36,470",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.95500118,51.95530363,Ja,Ja,3.98469473,3.98501909,36.47,-3.9,Links
55,fe72b39a-831e-4f79-a82f-515f4370568a,Rechts,65.04467697,192339.054,383713.864,33.10499999,192403.326,383703.868,33.10499999,399B,"-3,900","61,144",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.44128264,51.44118853,Ja,Ja,5.92425264,5.92517597,61.144,-3.9,Links
58,43548773-0bdd-4dc6-b20e-437c27d31a55,Links,32.98503519,165668.951,404011.82799999,10.13899999,165696.94099999,404029.28,10.151,7,"-3,905","29,080",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.62486867,51.625025,Ja,Ja,5.54127375,5.5416785,29.08,-3.905,Links
59,fb4d9e1e-9661-40bf-8ac7-949ecb71abe5,Links,32.9380828,68002.68399999,441669.06099999,5.442,68000.24899999,441701.86099999,5.48099999,16,"-4,750","28,188",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.95663867,51.95693304,Ja,Onbekend,4.12152922,4.12148549,28.188,-4.75,Links
61,6cdad8f4-8e41-47dc-98ed-38f3f5d89f07,Links-Rechts,42.97601303,61327.18699999,440286.362,5.25,61341.603,440245.87599999,5.24,1329/1339A,"-9,991","32,985",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.94312797,51.94276659,Ja,Ja,4.02481295,4.0250336,32.985,-9.991,Links
63,832bdbed-c298-48cc-a86f-19efbd8abef7,Rechts,53.59400397,143191.024,487411.95699999,1.74,143243.5,487422.74599999,1.58,2209,"-3,599","49,995",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.37445416,52.37455225,Ja,Ja,5.21379091,5.21456112,49.995,-3.599,Links
65,cd58710c-68b5-4490-8061-1b9c9c5a0c75,Links,33.02512913,43281.374,373882.84999999,2.14999999,43280.999,373849.82699999,2.14999999,537,"-1,325","31,700",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.34311872,51.3428219,Ja,Ja,3.78370908,3.78371412,31.7,-1.325,Links
67,5e673098-d554-435b-9193-c3a19b2e82b7,Links,40.37761847,47264.22699999,364486.266,4.04399999,47270.64899999,364446.42099999,4.14499999,254,"-3,900","36,477",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.25945281,51.25909598,Ja,Ja,3.84370677,3.84381081,36.477,-3.9,Links
68,4db2f2a0-044a-4afe-9d1e-33190c622746,Rechts-Rechts,42.94358586,61439.67899999,440048.618,5.12399999,61460.70999999,440011.22499999,5.155,1259B/1263,"-13,035","29,908",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.94101054,51.94067807,Ja,Ja,4.02651338,4.02682934,29.908,-13.035,Links
72,36e91324-0e8a-4921-b01a-48feaed44ef9,Links,40.3920854,202414.397,502373.11099999,1.701,202375.233,502382.858,1.702,4221,"-3,899","36,493",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.50698696,52.50707795,Ja,Ja,6.08557217,6.08499675,36.493,-3.899,Links
73,e95ff12f-d7c5-4362-ad3b-267d236fc4f0,Links,36.33760106,209961.784,374951.23499999,21.01699999,209942.26,374981.847,21.062,935,"-2,250","34,088",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.36108154,51.36135857,Ja,Ja,6.17633984,6.17606429,34.088,-2.25,Links
74,20240bb9-9959-4ccc-8a0d-e62385fca3fe,Links,36.49491451,77287.452,432632.76799999,4.43499999,77274.539,432666.82199999,4.43499999,X0312,"-4,750","31,745",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.87680729,51.87711152,Ja,Onbekend,4.25862303,4.25842786,31.745,-4.75,Links
75,5b77eed5-439d-465c-961a-3568db9ef60c,Rechts-Links,41.01587109,121483.43399999,488200.61499999,5.42799999,121446.38,488218.20199999,5.431,61B/65,"-14,205","26,811",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.3806463,52.3808021,Ja,Ja,4.89494843,4.89440249,26.811,-14.205,Links
77,f0af3f3f-f181-4667-a8c5-dcaece5fd847,Links,76.21815522,186634.014,434350.78499999,11.492,186709.355,434362.315,11.786,4487,"-8,050","68,169",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.89676992,51.89686927,Ja,Ja,5.84680018,5.84789581,68.169,-8.05,Links
82,7feffe5a-3e4e-45dc-85fb-b4935a0d1b52,Rechts-Rechts,41.14892487,158453.934,358877.211,39.862,158462.17,358917.478,39.862,1/2,"-11,495","29,654",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.2192592,51.2196211,Ja,Ja,5.43663643,5.43675471,29.654,-11.495,Links
84,e5877867-5ebb-4c27-b486-5abd010f0259,Links,36.25230995,214195.823,427761.759,18.459,214231.66899999,427756.533,18.256,53,"-4,500","31,752",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.83530217,51.8352514,Ja,Ja,6.24607133,6.24659047,31.752,-4.5,Links
86,9ddb92b7-e5ae-4fdc-bdcf-8ff2fed60a32,Rechts-Links,64.28021116,92174.754,437897.98599999,3.125,92111.729,437885.34499999,3.28799999,363/365,"-16,670","47,610",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.92600592,51.9258852,Ja,Ja,4.47383337,4.47291951,47.61,-16.67,Links
87,8b903af2-c643-4e64-8b52-a5c753884e1d,Links,36.57759678,94646.47299999,439990.60999999,0.361,94614.32799999,439973.157,0.383,X0019,"-2,657","33,921",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.94508666,51.94492631,Ja,Ja,4.5093963,4.50893189,33.921,-2.657,Links
90,da6fb02b-82bb-4175-b3aa-f39e883af64e,Links,65.05813193,137851.71599999,458282.367,1.855,137911.89499999,458307.038,1.79,1049,"-3,900","61,158",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.11250482,52.11272843,Ja,Ja,5.13686126,5.13773854,61.158,-3.9,Links
91,2efc7dde-b2c1-4719-9f15-31906da18594,Rechts,40.37025031,116605.924,449733.429,-0.075,116572.341,449711.025,-0.075,91A,"-3,900","36,470",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.03460382,52.03440013,Ja,Ja,4.82767453,4.82718765,36.47,-3.9,Links
93,4afdb793-a572-46bd-b4ba-3d608d05af12,Rechts,65.16944714,255603.88099999,530267.60199999,0,255558.141,530221.18099999,0,491,"-3,900","61,270",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.7504088,52.75000021,Ja,Ja,6.8772768,6.87658539,61.27,-3.9,Links
94,459d49ba-937a-4d4a-b599-d44c0194ef18,Links-Links,51.24832084,136426.272,454966.75799999,3.63099999,136449.054,454920.906,3.603,521A/523,"-15,663","35,586",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.08265836,52.08224701,Ja,Ja,5.1162325,5.11656735,35.586,-15.663,Links
96,175c6b4c-0aae-4ea8-a298-7c1e8b119a3d,Links,34.68940902,91550.482,437733.65899999,2.712,91516.634,437726.205,2.709,275B,"-3,900","30,790",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.92445824,51.92438738,Ja,Ja,4.46478895,4.46429832,30.79,-3.9,Links
97,ae4e3593-8c80-40a6-be4b-ded3bca156a2,Links,38.56527579,103522.767,499592.022,5.58399999,103561.103,499587.82299999,5.559,935,"-4,500","34,066",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.48162836,52.48159423,Ja,Ja,4.62942984,4.62999476,34.066,-4.5,Links
98,7c8a31c2-8e39-452b-9af1-ac6d9bb75705,Rechts,57.64571394,188192.795,335453.536,48.115,188188.935,335511.041,47.792,323A,"-3,900","53,746",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.00775428,51.00827139,Ja,Ja,5.86012058,5.86007089,53.746,-3.9,Links
99,41471c44-9a5b-44c9-a93f-158ddf1b2807,Links-Links,44.12735735,203599.548,501651.677,1.837,203635.98199999,501626.856,1.816,903A/903B,"-11,169","32,959",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.50039954,52.50017324,Ja,Ja,6.10292181,6.1034547,32.959,-11.169,Links
102,9125d889-7c3f-4781-99c5-50bda87eb834,Links,31.95371169,32529.073,391236.889,2.54099999,32557.146,391252.09899999,2.57399999,445B,"-4,500","27,454",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.49682307,51.49696584,Ja,Ja,3.6234264,3.62382522,27.454,-4.5,Links
103,5d702611-f349-4ff2-8f13-3d68d848ba80,Rechts,36.05140332,80861.224,431774.30699999,4.45399999,80825.202,431774.471,4.442,936,"-1,963","34,088",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.86957975,51.86957643,Ja,Ja,4.31069853,4.31017554,34.088,-1.963,Links
104,a52612d7-c934-4685-93dd-b679366938ab,Rechts-Rechts,39.81971227,99460.23799999,428183.34499999,-0.149,99492.849,428160.55499999,-0.177,357A/357B,"-6,861","32,959",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.83946972,51.83926814,Ja,Ja,4.58130686,4.58178367,32.959,-6.861,Links
107,b48b43f7-a4a9-4c97-9d6c-bb583b7adc4f,Links,40.39382806,208263.551,376493.75099999,20.35999999,208233.462,376520.651,20.337,918,"-3,900","36,494",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.37510833,51.37535294,Ja,Ja,6.15219094,6.15176288,36.494,-3.9,Links
109,a293f6b3-e0a2-4594-9f21-c865f45c4055,Links,40.39722655,40362.603,386447.434,2.43699999,40380.337,386411.179,2.414,1263B,"-3,901","36,497",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.45543586,51.45511369,Ja,Ja,3.73775574,3.7380226,36.497,-3.901,Links
110,4eae6505-58d8-4f51-b084-86b42eec8993,Rechts,32.49361511,115300.488,499722.48599999,0.135,115287.816,499752.378,0.282,231B,"-3,900","28,593",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.48378218,52.4840499,Ja,Ja,4.80277918,4.80258909,28.593,-3.9,Links
111,fc90fae7-0caa-4578-bc00-a237a23b4f8c,Links,40.39647557,209519.508,375430.84299999,21.67,209488.083,375456.167,21.78999999,201A,"-3,900","36,496",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.36543509,51.36566574,Ja,Ja,6.1700641,6.16961679,36.496,-3.9,Links
114,64a33df2-bf18-437f-9792-c2a72bb65125,Links,38.5657519,87866.97599999,432343.64799999,3.386,87905.504,432341.94199999,3.386,W15-16,"-4,500","34,065",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.87558485,51.87557416,Ja,Ja,4.41229716,4.41285692,34.065,-4.5,Links
115,10cafe72-8709-4682-b17b-6829c41a63b2,Links-Rechts,15.44796374,100231.978,427666.646,-0.167,100220.28999999,427676.74699999,-0.239,3549Aa,"-12,009","3,439",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.83490219,51.83499182,Ja,Ja,4.59258583,4.59241466,3.439,-12.009,Links
116,03eb79d6-de6b-4bf4-8ae3-04c4ea1a2a5d,Links,38.56476718,99434.60899999,411384.141,2.71899999,99450.69,411419.193,2.79499999,33,"-4,500","34,065",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.68848083,51.68879746,Ja,Ja,4.58362643,4.58385337,34.065,-4.5,Links
122,e2771ce8-5a15-43e5-87b1-d6478168a661,Links-Rechts,45.23786418,150995.03899999,461825.601,11.028,151039.348,461834.721,11.052,6A/6B,"-12,253","32,985",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.14460297,52.14468526,Ja,Ja,5.32869446,5.32934167,32.985,-12.253,Links
123,ea0e5348-8c11-4fdd-aa04-a4a8c42de371,Rechts,38.56493355,102500.47199999,424710.439,3.98,102496.444,424748.793,3.817,7207,"-4,501","34,064",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.80855101,51.80889534,Ja,Ja,4.62594462,4.6258804,34.064,-4.501,Links
127,95896ed1-c087-487a-95fe-9512c3f4e0fe,Rechts,38.58837789,153279.662,463024.29399999,5.679,153316.976,463014.59499999,5.679,9001,"-4,500","34,089",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.1553886,52.15530154,Ja,Ja,5.3620649,5.36261021,34.089,-4.5,Links
129,f66cec18-a918-40a6-87c3-b5f21660beec,Rechts-Rechts,44.52033202,259198.619,593258.518,1.977,259162.723,593284.78,1.977,49B/50A,"-11,562","32,959",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,53.31560075,53.31584365,Ja,Ja,6.95072346,6.95019358,32.959,-11.562,Links
130,059da82b-d781-43a4-9ce9-b79836978482,Links,62.62668112,107963.537,447909.85499999,0.02,108025.624,447901.651,0.02,189B,"-4,500","58,127",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.01754861,52.01748014,Ja,Ja,4.70198351,4.70288905,58.127,-4.5,Links
131,028c8bec-99fb-49c7-918d-1ecfdecd4086,Links,38.56502652,61487.39899999,439973.02,5.206,61507.904,439940.358,5.206,1257,"-4,500","34,065",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.94033925,51.94004919,Ja,Ja,4.02722779,4.02753481,34.065,-4.5,Links
134,e789611f-1d29-4dd3-bd40-cffa7df0ece3,Rechts,32.16530245,208240.855,474464.90299999,10.28299999,208209.013,474469.45199999,10.28999999,135,"-1,326","30,839",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.25564294,52.2556869,Ja,Ja,6.16695703,6.16649144,30.839,-1.326,Links
136,43f0eb02-53b6-4c95-9ea4-f1965e3c3330,Links,40.35569728,246142.75099999,518810.20899999,9.438,246112.2,518836.576,9.438,14,"-3,901","36,455",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.64913606,52.64937808,Ja,Ja,6.73402396,6.73357988,36.455,-3.901,Links
137,15935bcf-23d4-429a-9f1c-8df2f9e7b27a,Rechts,38.58771984,208312.969,376391.103,20.256,208288.034,376420.50699999,20.32499999,277,"-4,500","34,088",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.37418106,51.3744477,Nee,Ja,6.15288517,6.15253151,34.088,-4.5,Links
138,e09c6e46-c9b2-4b8e-8023-908162c8a6c8,Links-Links,40.4929448,105711.552,424478.12699999,0.035,105751.671,424472.89199999,-0.016,1167/1171A,"-10,020","30,473",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.80675588,51.80671237,Ja,Ja,4.67253552,4.67311793,30.473,-10.02,Links
139,d1db8c07-bd2e-4549-badc-087c2f414d49,Rechts-Links,7.26164713,196178.265,322553.61599999,108.78,196185.516,322553.227,108.86199999,K63A,"-3,570","3,692",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,50.8912837,50.89127968,Ja,Ja,5.97242059,5.9725236,3.692,-3.57,Links
140,6926a0da-c075-417d-a61a-4274d0a455c0,Rechts-Links,46.01971751,152771.38699999,463046.466,5.184,152741.507,463081.466,5.184,391B/393,"-13,034","32,986",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.15558608,52.15590054,Ja,Ja,5.3546375,5.35420064,32.986,-13.034,Links
141,5d45f621-efb5-4d65-be15-15dccfe3b665,Rechts,65.05526214,117281.932,427032.97899999,1.471,117216.899,427031.98499999,1.471,45,"-3,900","61,156",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.83062053,51.83060719,Ja,Ja,4.84001473,4.83907143,61.156,-3.9,Links
144,ce154fc5-bd0b-49ba-8f01-b8a7bb3d6756,Rechts-Links,40.75294186,82354.637,455026.76899999,0.483,82326.55599999,455056.303,0.457,21B/1233,"-13,035","27,718",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.07874485,52.07900658,Ja,Ja,4.32745514,4.32703927,27.718,-13.035,Links
147,89c8b297-e6c1-437e-9ff6-9c9e3bbf895f,Rechts,38.58840552,37686.107,388382.80499999,4.867,37665.69799999,388415.514,4.84799999,75,"-4,500","34,089",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.47227558,51.47256523,Ja,Ja,3.69861638,3.69831183,34.089,-4.5,Links
150,d1a61611-2dac-41e6-a06f-9de08ffd530d,Rechts,37.55941802,117339.09699999,409011.75,0.711,117302.046,409005.591,0.724,14,"-4,500","33,059",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.66864774,51.66858989,Ja,Ja,4.84279961,4.84226472,33.059,-4.5,Links
152,5d2ce0c8-3799-4d42-8594-c6452e5d0db0,Links,162.42868442,102772.651,374896.45299999,21.824,102870.73299999,375025.92499999,21.57,5W,"-1,575","160,853",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.3608513,51.36202407,Ja,Ja,4.63732493,4.638714,160.853,-1.575,Links
157,630f3316-1cd5-40bf-b6b6-dab80a3e47dc,Links,27.89062221,43863.83,372989.661,1.43999999,43838.324,373000.945,1.439,41,"-4,750","23,140",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.33520735,51.33530374,Ja,Ja,3.79234615,3.79197672,23.14,-4.75,Links
158,4e7db029-6440-4601-9b59-2c445d65115e,Links,40.36948839,229480.48199999,532066.515,14.958,229472.399,532026.96299999,14.958,341B,"-3,900","36,469",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.77078506,52.77043078,Ja,Ja,6.49084451,6.49071581,36.469,-3.9,Links
159,9c8cbbc8-892e-46ab-a57c-50972e06a9d8,Rechts,36.04065746,80827.79899999,431772.022,4.42199999,80791.846,431769.51299999,4.328,937,"-1,976","34,065",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.86955476,51.86952743,Ja,Ja,4.31021377,4.30969236,34.065,-1.976,Links
160,2d106da7-459c-442d-81ec-a0f33595f483,Rechts,38.56501247,47433.773,368833.84399999,3.59399999,47433.80399999,368872.40899999,3.59399999,71,"-4,500","34,065",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.29855278,51.29889934,Ja,Ja,3.84481888,3.84480764,34.065,-4.5,Links
