FID,OVW_STARTDATUM,LONGITUDE,LATITUDE,CODE,BREEDTE,EIGENAAR,FUNCTIE,GEBRUIK,HOOFDCATEGORIE,HOOGTE,GEOMETRIE,NAAM,OBJECTTYPE,OVW_MAX_SIZE
Artistieke_kunstwerken.8732,2021-02-19,5.38951056165999,52.1905057009647,B229,,,,,Bruggen,,POINT (52.19050940233457 5.389510954060097),Laan der Hoven-Hooglied,Duikerbrug,0

Artistieke_kunstwerken.8733,2021-02-19,5.39268961555774,52.1903706905131,B230,,,,,Bruggen,,POINT (52.19037437462555 5.392690025702085),De Verwondering-Het Mysterie,Stalen brug,0

Artistieke_kunstwerken.8734,2021-02-19,5.38540610167231,52.1931700915425,B231,,,,,Bruggen,,POINT (52.193173830222186 5.385406504371694),Laan der Hoven-Ds.Postuums Mei,Duikerbrug,0

Artistieke_kunstwerken.8735,2021-02-19,5.39485585900138,52.1919526254077,B232,,,,,Bruggen,,POINT (52.19195630787704 5.394856304478821),Stuurboord-De Slufter,Stalen brug,0

Artistieke_kunstwerken.8736,2021-02-19,5.39583634803174,52.1914358713884,B233,,,,,Bruggen,,POINT (52.19143954552111 5.395836792422631),Groote Kreek-De Mui,Stalen brug,0

Artistieke_kunstwerken.8737,2021-02-19,5.39735283461138,52.1881327424052,B235,,,,,Bruggen,,POINT (52.18813638856161 5.397353242048438),Het Broek-Het Masker,Duikerbrug,0

Artistieke_kunstwerken.8738,2021-02-19,5.39571365941772,52.1873983073683,B236,,,,,Bruggen,,POINT (52.187401957837096 5.395714046724529),Hof der Gedachten-Het Masker,Prefab betonliggers,0

Artistieke_kunstwerken.8739,2021-02-19,5.39413789169714,52.186263085207,B237,,,,,Bruggen,,POINT (52.18626673728287 5.394138253833446),Het Masker-Morielje,Prefab betonliggers,0

Artistieke_kunstwerken.8740,2021-02-19,5.38995098344357,52.1854917043629,B238,,,,,Bruggen,,POINT (52.18549537368025 5.389951310262558),Bruggensingel Noord en Zuid,Houten brug,0

Artistieke_kunstwerken.8741,2021-02-19,5.38889252686941,52.1864751288468,B239,,,,,Bruggen,,POINT (52.18647880932886 5.388892860796971),Herfstdraad-Ameniet,Stalen brug,0

Artistieke_kunstwerken.8742,2021-02-19,5.38791856627453,52.1869848297753,B240,,,,,Bruggen,,POINT (52.18698851822824 5.387918901301749),Herfstdraad-Steenbes,Stalen brug,0

Artistieke_kunstwerken.8743,2021-02-19,5.38752670756695,52.185935461778,B241,,,,,Bruggen,,POINT (52.185939146085445 5.387527026107454),Bruggensingel Noord en Zuid,Houten brug,0

Artistieke_kunstwerken.8744,2021-02-19,5.38686658645798,52.1849800320326,B242,,,,,Bruggen,,POINT (52.18498371415873 5.386866888253157),Arendonk-Stille Steeg West,Stalen brug,0

Artistieke_kunstwerken.8745,2021-02-19,5.39123501433909,52.1999749586476,B245,,,,,Bruggen,,POINT (52.19997871126615 5.391235547097359),Astronaut-Ruimtevaart,Prefab betonliggers,0

Artistieke_kunstwerken.8746,2021-02-19,5.39257348286722,52.1989395343632,B246,,,,,Bruggen,,POINT (52.19894327321494 5.3925740103319155),Kosmonaut-Ruimtevaart,Prefab betonliggers,0

Artistieke_kunstwerken.8747,2021-02-19,5.39423875415767,52.1976562279378,B247,,,,,Bruggen,,POINT (52.19765994972464 5.394239274885793),Spaceshuttle-Ruimtevaart,Prefab betonliggers,0

Artistieke_kunstwerken.8748,2021-02-19,5.39581453716212,52.1966647271643,B248,,,,,Bruggen,,POINT (52.19666843426634 5.395815054403998),Spacelab-Ruimtevaart,Prefab betonliggers,0

Artistieke_kunstwerken.8749,2021-02-19,5.37874403721947,52.1740442436373,B255,,,,,Bruggen,,POINT (52.174047906590324 5.378744149519321),Winkelpad bij Beereveld,Prefab betonliggers,0

Artistieke_kunstwerken.8750,2021-02-19,5.37772606119188,52.1758410892243,B256,,,,,Bruggen,,POINT (52.175844766507694 5.377726191375116),Schothorsterlaan bij De Bovenk,Duikerbrug,0

Artistieke_kunstwerken.8751,2021-02-19,5.38879807090535,52.1807905393801,B257,,,,,Bruggen,,POINT (52.18079418797774 5.388798327230308),Enkeerdpad,Houten brug,0

Artistieke_kunstwerken.8752,2021-02-19,5.37976408058527,52.1784906589384,B258,,,,,Bruggen,,POINT (52.178494340343676 5.379764256184149),Bij de moerassen,Houten brug,0

Artistieke_kunstwerken.8753,2021-02-19,5.42530977080473,52.2014993333362,B421,,,,,Bruggen,,POINT (52.20150290737881 5.425310555745608),,Betonnen Brug,0

Artistieke_kunstwerken.8754,2021-02-19,5.42275072054846,52.157286538639,B362,,,,,Bruggen,,POINT (52.15728988663438 5.422750803918469),De Schammer,Stalen brug,0

Artistieke_kunstwerken.8755,2021-02-19,5.43883699115388,52.1954887992889,B422,,,,,Bruggen,,POINT (52.19549225224045 5.438837769270602),Viaduct Vathorst Corlaer-NS,,0

Artistieke_kunstwerken.8756,2021-02-19,5.41325008109771,52.16663201765,B424,,,,,Bruggen,,POINT (52.166635461975716 5.413250263281135),Weg van de Vrede,Duikerbrug,0

Artistieke_kunstwerken.8757,2021-02-19,5.35339841440189,52.1635591585857,B423,,,,,Bruggen,,POINT (52.163562888047046 5.35339827302351),Vreeland-Amsterdamseweg,Houten brug,0

Artistieke_kunstwerken.8758,2021-02-19,5.42455614202929,52.1858886697191,B431,,,,,Bruggen,,POINT (52.18589215044955 5.424556678502428),Trijntje Priempad,,0

Artistieke_kunstwerken.8759,2021-02-19,5.43290197711317,52.1838404516096,B425,,,,,Bruggen,,POINT (52.18384387065833 5.4329025299310745),Lient,,0

Artistieke_kunstwerken.8760,2021-02-19,5.43299719440963,52.182976078508,B433,,,,,Bruggen,,POINT (52.18297949206968 5.432997733896515),Leilat,,0

Artistieke_kunstwerken.8761,2021-02-19,5.42311568760681,52.1850415441691,B430,,,,,Bruggen,,POINT (52.185045028447206 5.4231162024508395),Het Veld,,0

Artistieke_kunstwerken.8762,2021-02-19,5.42543996890607,52.1840692466144,B429,,,,,Bruggen,,POINT (52.1840727116373 5.425440482151539),De Krim,,0

Artistieke_kunstwerken.8763,2021-02-19,5.42793493046616,52.1840140962485,B428,,,,,Bruggen,,POINT (52.184017546154095 5.427935457302183),Tuunhamer,,0

Artistieke_kunstwerken.8764,2021-02-19,5.42945124527992,52.1843060894339,B427,,,,,Bruggen,,POINT (52.18430953194932 5.429451785529799),Schoeimes,,0

Artistieke_kunstwerken.8765,2021-02-19,5.43115433701654,52.1843932320802,B426,,,,,Bruggen,,POINT (52.18439666485907 5.431154888549603),Hiep,,0

Artistieke_kunstwerken.8766,2021-02-19,5.4189639481333,52.1929929513255,B432,,,,,Bruggen,,POINT (52.192996507421746 5.418964560083949),Oceaan,Stalen brug,0

Artistieke_kunstwerken.8767,2021-02-19,5.4126376631812,52.1650433037161,S042,,,,,Stuwen,,POINT (52.16504674404951 5.412637818761279),,,0

Artistieke_kunstwerken.8768,2021-02-19,5.40444937596988,52.1635836198512,S041,,,,,Stuwen,,POINT (52.1635870988592 5.40444947184478),Van Randwijkcklaan,,0

Artistieke_kunstwerken.8769,2021-02-19,5.40000219156017,52.1901173045118,S050,,,,,Stuwen,,POINT (52.19012094845626 5.400002643140937),Het Hallehuis-Het Langhuis,,0

Artistieke_kunstwerken.8770,2021-02-19,5.3969961327684,52.1852604943187,S051,,,,,Stuwen,,POINT (52.185264125514145 5.396996497785164),De Waag-Meer van Emiclaer,,0

Artistieke_kunstwerken.8771,2021-02-19,5.39700422801664,52.1851085858812,S052,,,,,Stuwen,,POINT (52.18511221615551 5.397004590951245),De Waag-Meer van Emiclaer,,0

Artistieke_kunstwerken.8772,2021-02-19,5.32443075496375,52.1910594879639,S070,,,,,Stuwen,,POINT (52.19106348159796 5.324430751170987),Krachtwijkerweg,,0

Artistieke_kunstwerken.8773,2021-02-19,5.41626567608128,52.165938945847,S045,,,,,Stuwen,,POINT (52.165942369789455 5.416265862303),Van Randwijcklaan-Reintendreef,,0

Artistieke_kunstwerken.8774,2021-02-19,5.41052980245808,52.1682538178642,S040,,,,,Stuwen,,POINT (52.168257285211645 5.410529995517501),Onderduikerspad,,0

Artistieke_kunstwerken.8775,2021-02-19,5.38485601414602,52.1565707157714,P001,,,,,Overige objecten,,POINT (52.15657426696826 5.38485592576321),Stadhuis,Plakzuilen,0

Artistieke_kunstwerken.8776,2021-02-19,5.37705933563518,52.1989028624325,P002,,,,,Overige objecten,,POINT (52.19890667917373 5.377059759514971),Winkelcentrum Nieuwland,Plakzuilen,0

Artistieke_kunstwerken.8777,2021-02-19,5.39944170481919,52.1859360246158,P003,,,,,Overige objecten,,POINT (52.1859396467156 5.399442093750826),Winkelcentrum Emiclaer,Plakzuilen,0

Artistieke_kunstwerken.8778,2021-02-19,5.40390580928994,52.1745411769573,P004,,,,,Overige objecten,,POINT (52.17454471227865 5.403906060418705),Voorstadhalte Schothorst,Plakzuilen,0

Artistieke_kunstwerken.8779,2021-02-19,5.37672140673902,52.153028166728,P005,,,,,Overige objecten,,POINT (52.15303174377976 5.376721238320238),Stadplein,Plakzuilen,0

Artistieke_kunstwerken.8780,2021-02-19,5.39012979842844,52.1600788135839,P006,,,,,Overige objecten,,POINT (52.16008235288015 5.390129780166807),Plakplaats Bloemendalsestraat,Plakzuilen,0

Artistieke_kunstwerken.8781,2021-02-19,5.39002118298443,52.1602775050841,O001.2,,,,,Overige objecten,,POINT (52.160281045807054 5.390021166943594),Muren Bloemendaalsestraat,Muren,0

Artistieke_kunstwerken.8782,2021-02-19,5.3901128159064,52.1603402768143,O001.1,,,,,Overige objecten,,POINT (52.1603438173402 5.390112801127916),Muren Bloemendaalsestraat,Muren,0

Artistieke_kunstwerken.8783,2021-02-19,5.39253827548724,52.1589451359186,O002,,,,,Overige objecten,,POINT (52.1589486578457 5.392538252337323),Muren Flintplein,Muren,0

Artistieke_kunstwerken.8784,2021-02-19,5.38856489408867,52.1594458498049,O003.1,,,,,Overige objecten,,POINT (52.15944939438227 5.388564860317412),Muren Boldershof,Muren,0

Artistieke_kunstwerken.8785,2021-02-19,5.38885672225817,52.1590413403101,O004,,,,,Overige objecten,,POINT (52.159044881648974 5.388856684296263),Muren Boldershof,Muren,0

Artistieke_kunstwerken.8786,2021-02-19,5.39676879833284,52.1574872658453,O005.1,,,,,Overige objecten,,POINT (52.15749075937877 5.396768773307712),Muurtje Waltoren,Muren,0

Artistieke_kunstwerken.8787,2021-02-19,5.3970140794829,52.1576485643926,O005.2,,,,,Overige objecten,,POINT (52.15765205730814 5.397014057768967),Buitenterein Waltoren,Muren,0

Artistieke_kunstwerken.8788,2021-02-19,5.38519594758716,52.1593705879204,O006,,,,,Overige objecten,,POINT (52.159374149281646 5.385195897968829),Zitbank Stoney stuw,Muren,0

Artistieke_kunstwerken.8789,2021-02-19,5.38998124136332,52.1513076820136,O007,,,,,Overige objecten,,POINT (52.15131118599892 5.389981103159131),Schutting Kokjesbongerd,Muren,0

Artistieke_kunstwerken.8790,2021-02-19,5.39292144147278,52.1819052155375,O020,,,,,Overige objecten,,POINT (52.1819088490415 5.392921736319057),Amfitheater,,0

Artistieke_kunstwerken.8791,2021-02-19,5.37632494366437,52.175614444537,O015,,,,,Overige objecten,,POINT (52.17561812745177 5.376325063459567),Entree kolommen,Kol,0

Artistieke_kunstwerken.8792,2021-02-19,5.38251669109601,52.1466830913954,O009,,,,,Overige objecten,,POINT (52.146686615916146 5.382516462531476),Entreehek Juliane van Stolberg,Kol,0

Artistieke_kunstwerken.8793,2021-02-19,5.41485223437345,52.1715340343625,O018,,,,,Overige objecten,,POINT (52.17153749348894 5.41485249788705),van Daalpad muren,Muren,0

Artistieke_kunstwerken.8794,2021-02-19,5.36610718475179,52.16064514506,O011,,,,,Overige objecten,,POINT (52.16064880432317 5.366107066687372),Muurtjes Waalstraat,metselw. Hekwerk,0

Artistieke_kunstwerken.8795,2021-02-19,5.408210553093,52.1568265438907,O017,,,,,Overige objecten,,POINT (52.15682997271668 5.408210567513278),Muur Falstaffhof,Muren,0

Artistieke_kunstwerken.8796,2021-02-19,5.39676725474992,52.1567652101688,O008,,,,,Overige objecten,,POINT (52.15676870068217 5.396767219620115),Muur Plantsoen-Oost,Muren,0

Artistieke_kunstwerken.8797,2021-02-19,5.39564368607786,52.155786708169,O008,,,,,Overige objecten,,POINT (52.155790200556424 5.395643632548379),Muur Plantsoen-Oost,Muren,0

Artistieke_kunstwerken.8798,2021-02-19,5.38591367867995,52.1608727536213,O013,,,,,Overige objecten,,POINT (52.160876317913036 5.385913652308218),Corridor Gildekwartier,klinkerbestrating,0

Artistieke_kunstwerken.8799,2021-02-19,5.36495514502389,52.1601039599592,P007,,,,,Overige objecten,,POINT (52.16010762217599 5.36495501520739),Plakzuil Noordewierweg,,0

Artistieke_kunstwerken.8800,2021-02-19,5.37511072989592,52.187266084659,P008,,,,,Overige objecten,,POINT (52.18726983835688 5.375110992073177),Plakzuil Kraailandhof,,0

Artistieke_kunstwerken.8801,2021-02-19,5.39067437257621,52.1739757637055,P009,,,,,Overige objecten,,POINT (52.17397936626478 5.390674546385283),Plakzuil van Brammenstraat,,0

Artistieke_kunstwerken.8802,2021-02-19,5.39583938082848,52.159361042639,O010,,,,,Overige objecten,,POINT (52.1593645490761 5.395839377921155),Muur Sint Annastraat,Muren,0

Artistieke_kunstwerken.8803,2021-02-19,5.36754209804735,52.2055959230335,F014,,,,,Overige objecten,,POINT (52.205599830320715 5.3675425413991595),Canyon,,0

Artistieke_kunstwerken.8804,2021-02-19,5.38688759419818,52.1579685301248,F007,,,,,Overige objecten,,POINT (52.15797207692251 5.386887533201917),Fontein Bubbels,Fonteinen,0

Artistieke_kunstwerken.8805,2021-02-19,5.37765004544376,52.157295984345,F016,,,,,Overige objecten,,POINT (52.15729957430158 5.377649935835959),Waterstrip,Fonteinen,0

Artistieke_kunstwerken.8806,2021-02-19,5.38925176195717,52.1596474855849,O003.2,,,,,Overige objecten,,POINT (52.15965102751743 5.389251733946446),Muren Boldershof,Muren,0

Artistieke_kunstwerken.8807,2021-02-19,5.41168484271673,52.1663654887754,S071,,,,,Stuwen,,POINT (52.16636894065034 5.411685013417712),Van Randwijcklaan,,0

Artistieke_kunstwerken.8915,2021-02-19,5.39957368180966,52.1540967126711,B066,,,,,Bruggen,,POINT (52.15410017731818 5.399573620873256),Van Rennespad-Flierbeek,Houten brug,0

Artistieke_kunstwerken.8916,2021-02-19,5.40138004887407,52.1531822477816,B067,,,,,Bruggen,,POINT (52.153185699074264 5.401379982319417),Van der Glashof-Flierbeek,Stalen brug,0

Artistieke_kunstwerken.8917,2021-02-19,5.31949511404448,52.2029855640594,B343,,,,,Bruggen,,POINT (52.20298965289016 5.319495194452691),Slaagseweg-Zuidereind,t.p.g. beton,0

Artistieke_kunstwerken.8918,2021-02-19,5.32872229081041,52.211916120696,B344,,,,,Bruggen,,POINT (52.211920237976656 5.328722525484466),Achtereemlandseweg-Grote Lodij,t.p.g. beton,0

Artistieke_kunstwerken.8919,2021-02-19,5.42644918569267,52.158251612502,B350.1,,,,,Bruggen,,POINT (52.158254942805215 5.4264493000039),Barneveldseweg-Hessenweg,Betonnen plaatbrug t.p.g.,0

Artistieke_kunstwerken.8920,2021-02-19,5.42652231975953,52.1582615825476,B350.2,,,,,Bruggen,,POINT (52.15826491245968 5.42652243454384),Barneveldseweg-Hessenweg,Betonnen plaatbrug t.p.g.,0

Artistieke_kunstwerken.8921,2021-02-19,5.4384666707109,52.1634069921212,B352,,,,,Bruggen,,POINT (52.1634102723435 5.438466921368416),Koedijkerweg-Hoevelakensebeek,Betonnen plaatbrug t.p.g.,0

Artistieke_kunstwerken.8922,2021-02-19,5.40264028095076,52.186881941615,B185,,,,,Bruggen,,POINT (52.18688555203044 5.402640702337395),Agaatvlinder,Prefab betonliggers,0

Artistieke_kunstwerken.8923,2021-02-19,5.40339022887962,52.1833109854167,B186,,,,,Bruggen,,POINT (52.1833145711365 5.4033906033795285),Bombardonstraat-Duikererf,Duikerbrug,0

Artistieke_kunstwerken.8924,2021-02-19,5.4034629997809,52.1821936458869,B187,,,,,Bruggen,,POINT (52.18219722490542 5.40346335862801),Citerpad,Prefab betonliggers,0

Artistieke_kunstwerken.8925,2021-02-19,5.40326101208197,52.1810923324654,B188,,,,,Bruggen,,POINT (52.181095906435004 5.403261353951456),Bombardonstraat-M. Breuererf,Duikerbrug,0

Artistieke_kunstwerken.8926,2021-02-19,5.4012363745531,52.1793086499994,B189,,,,,Bruggen,,POINT (52.17931222511105 5.40123667959425),Bombardonstraat-Berninistraat,Prefab betonliggers,0

Artistieke_kunstwerken.8927,2021-02-19,5.39647932921261,52.1782697218547,B190,,,,,Bruggen,,POINT (52.17827331672001 5.396479593416329),Le Corbusierstraat,Duikerbrug,0

Artistieke_kunstwerken.8928,2021-02-19,5.39629733919171,52.1787294607707,B191,,,,,Bruggen,,POINT (52.17873305908153 5.396297608824144),Aaltostraat-Haussmannstraat,Duikerbrug,0

Artistieke_kunstwerken.8929,2021-02-19,5.39607159464747,52.1799257627777,B192,,,,,Bruggen,,POINT (52.17992936880016 5.3960718797416805),Gaudistraat-Haussmannstraat,Duikerbrug,0

Artistieke_kunstwerken.8930,2021-02-19,5.39619525093703,52.180454437024,B193,,,,,Bruggen,,POINT (52.18045804530097 5.396195544104953),Le Corbusierstraat-Haussmannst,Duikerbrug,0

Artistieke_kunstwerken.8931,2021-02-19,5.40002605098036,52.1823139839276,B194,,,,,Bruggen,,POINT (52.182317582174875 5.400026391966532),H. de Keyserlaan-Emiclaerseweg,Duikerbrug,0

Artistieke_kunstwerken.8932,2021-02-19,5.40176821503167,52.1851880650439,B195,,,,,Bruggen,,POINT (52.185191670301215 5.401768607015414),Dudokstraat-Bombardonstraat,Prefab betonliggers,0

Artistieke_kunstwerken.8933,2021-02-19,5.33619081868176,52.1829034296719,B345.2,,,,,Bruggen,,POINT (52.18290732981332 5.336190801674848),Malebrug,Stalen brug,0

Artistieke_kunstwerken.8934,2021-02-19,5.34243418627692,52.1866318961113,B346,,,,,Bruggen,,POINT (52.18663579238254 5.342434245857146),Coelhosterweg - Male wetering,Duiker,0

Artistieke_kunstwerken.8935,2021-02-19,5.35868181554842,52.1866522137327,B347,,,,,Bruggen,,POINT (52.18665604023745 5.358681972096944),Oudeweg- Male wetering,Duiker,0

Artistieke_kunstwerken.8936,2021-02-19,5.41401623206088,52.2003794678679,B382,,,,,Bruggen,,POINT (52.200383099746524 5.414016923570031),Riesenberg-Loorberg,Stalen brug,0

Artistieke_kunstwerken.8937,2021-02-19,5.41353702089724,52.1999993053675,B383,,,,,Bruggen,,POINT (52.20000293743634 5.413537703493918),Riesenberg,Stalen brug,0

Artistieke_kunstwerken.8938,2021-02-19,5.43399190988645,52.1985266918756,B384,,,,,Bruggen,,POINT (52.19853019417598 5.433992705782764),1e Hindeloopenbrug,Betonnen brug,0

Artistieke_kunstwerken.8939,2021-02-19,5.42415269954206,52.2021296438165,B386,,,,,Bruggen,,POINT (52.20213322891264 5.424153486447546),Muidenkade,Houten brug,0

Artistieke_kunstwerken.8940,2021-02-19,5.42444167719243,52.2030098956388,B387,,,,,Bruggen,,POINT (52.20301348498966 5.424442479791704),Wieringerpad-westzijde park,Houten brug,0

Artistieke_kunstwerken.8941,2021-02-19,5.37877148054643,52.1652045960795,B121.2,,,,,Bruggen,,POINT (52.165208215568 5.378771478304128),Vuilvangersbrug,Prefab betonliggers,0

Artistieke_kunstwerken.8942,2021-02-19,5.37896793381828,52.1652227333238,B121.1,,,,,Bruggen,,POINT (52.16522635193274 5.378967932741404),Vuilvanger,Betonnen brug,0

Artistieke_kunstwerken.8943,2021-02-19,5.45932608899457,52.1628883376783,B355,,,,,Bruggen,,POINT (52.16289148187692 5.459326426937245),Stoutenburgerlaan-Esvelderbeek,Betonbrug met stuw,0

Artistieke_kunstwerken.8944,2021-02-19,5.38365164209475,52.1943688468585,B275,,,,,Bruggen,,POINT (52.194372601876275 5.3836520496129445),Brinkenpad,toerit van een brug,0

Artistieke_kunstwerken.8945,2021-02-19,5.45532643765795,52.1546708575532,B351,,,,,Bruggen,,POINT (52.15467399288941 5.45532661503514),Stoutenburgerlaan-Barneveldseb,Betonnen brug,0

Artistieke_kunstwerken.8946,2021-02-19,5.40801422527921,52.1873599952175,B325,,,,,Bruggen,,POINT (52.18736357902615 5.408014685689897),Heideweg-De Brand,Prefab betonliggers,0

Artistieke_kunstwerken.8947,2021-02-19,5.42108417253339,52.2034350807902,B419,,,,,Bruggen,,POINT (52.20343869267179 5.421084958610201),,Betonnen Brug,0

Artistieke_kunstwerken.8948,2021-02-19,5.42273187036792,52.2046400178011,B420,,,,,Bruggen,,POINT (52.20464362832591 5.422732686475179),,Betonnen Brug,0

Artistieke_kunstwerken.8949,2021-02-19,5.40751299829288,52.1787271080319,B169,,,,,Bruggen,,POINT (52.1787306457495 5.407513329543657),Calvijnpad-Confuciuskade,Prefab betonliggers,0

Artistieke_kunstwerken.8950,2021-02-19,5.40661826153796,52.1811248215105,B170,,,,,Bruggen,,POINT (52.18112837730781 5.4066186227837),Jachthoornpad,Houten brug,0

Artistieke_kunstwerken.8951,2021-02-19,5.40649002303393,52.181603554893,B171,,,,,Bruggen,,POINT (52.181607114059915 5.406490390525162),Trombonestraat,Duikerbrug,0

Artistieke_kunstwerken.8952,2021-02-19,5.40375378503978,52.1634947704046,B082.2,,,,,Bruggen,,POINT (52.16349825279733 5.403753876410447),v. Randwijcklaan-Ringweg Kruis,Prefab betonliggers,0

Artistieke_kunstwerken.8953,2021-02-19,5.4038658708351,52.1633638318912,B082.3,,,,,Bruggen,,POINT (52.163367313078254 5.403865960840554),v. Randwijcklaan-Ringweg Kruis,Voorgespannen prefab elementen,0

Artistieke_kunstwerken.8954,2021-02-19,5.40752386726144,52.1702591647192,B074,,,,,Bruggen,,POINT (52.1702626585462 5.4075240748723745),Havikshorst,Stalen brug,0

Artistieke_kunstwerken.8955,2021-02-19,5.40994681956823,52.169263328791,B075,,,,,Bruggen,,POINT (52.16926680428881 5.4099470246512915),Onderduikerspad,Houten brug,0

Artistieke_kunstwerken.8956,2021-02-19,5.41143385515052,52.1659080367772,B076,,,,,Bruggen,,POINT (52.16591148790819 5.411434017867212),v. Randwijcklaan-Trekvogelweg,Duikerbrug,0

Artistieke_kunstwerken.8957,2021-02-19,5.41660039943031,52.168338435613,B094,,,,,Bruggen,,POINT (52.16834186906389 5.416600623521561),Jonkmandreef-Kolkmanstraat,Stalen brug,0

Artistieke_kunstwerken.8958,2021-02-19,5.41618868488276,52.1700884923017,B095,,,,,Bruggen,,POINT (52.17009193663918 5.4161889333719415),De Graafdreef-v. Dillewijndree,Stalen brug,0

Artistieke_kunstwerken.8959,2021-02-19,5.39188450154734,52.154163331095,B008,,,,,Bruggen,,POINT (52.15416683651699 5.391884409987112),Zuidsingel,Gewelfbrug beton,0

Artistieke_kunstwerken.8960,2021-02-19,5.39255241128604,52.1552046877891,B009,,,,,Bruggen,,POINT (52.155208193966274 5.392552336781002),Schoutensteeg,Gewelfbrug beton,0

Artistieke_kunstwerken.8961,2021-02-19,5.3932333233478,52.1560481588541,B010,,,,,Bruggen,,POINT (52.15605166495148 5.393233263304758),Dieventoren,Gewelfbrug metselwerk,0

Artistieke_kunstwerken.8962,2021-02-19,5.405681481167,52.1641870773531,B079,,,,,Bruggen,,POINT (52.16419055238463 5.405681591503454),Zangvogelweg-v. Randwijcklaan,Duikerbrug,0

Artistieke_kunstwerken.8963,2021-02-19,5.41675427957937,52.1675358753814,B100,,,,,Bruggen,,POINT (52.16753930409642 5.416754492285647),Groenesteeg t.h.v. Verzetsplei,Stalen brug,0

Artistieke_kunstwerken.8964,2021-02-19,5.41633591569767,52.1690280898691,B101,,,,,Bruggen,,POINT (52.16903152817384 5.416336148907501),Jonkmandreef-Rustenburgerweg,Duikerbrug,0

Artistieke_kunstwerken.8965,2021-02-19,5.41427304008551,52.1536067162036,A074,,,,,Artistieke kunstwerken,,POINT (52.15361009792185 5.414273032073901),De geboorte van een vogel,Beeld,0

Artistieke_kunstwerken.8966,2021-02-19,5.37383425888326,52.1489428376792,A136,,,,,Artistieke kunstwerken,,POINT (52.14894641295663 5.373834026982321),De Bosch Kemper Zitbank,Bank,0

Artistieke_kunstwerken.8967,2021-02-19,5.38996888004484,52.1548277284473,A011,,,,,Artistieke kunstwerken,,POINT (52.1548312464512 5.389968789653468),Mozaïk Mooierstraat,Beeld,0

Artistieke_kunstwerken.8968,2021-02-19,5.36813280782174,52.1512539928749,A094,,,,,Artistieke kunstwerken,,POINT (52.15125760393761 5.368132582739039),Borstbeeld Joh. van Oldenbarnevelt,Beeld,0

Artistieke_kunstwerken.8969,2021-02-19,5.38618356584177,52.1559232381432,A005,,,,,Artistieke kunstwerken,,POINT (52.15592677995352 5.386183474425924),Stadsbron,Beeld,0

Artistieke_kunstwerken.8970,2021-02-19,5.38671357760553,52.1527400937243,A014,,,,,Artistieke kunstwerken,,POINT (52.152743620000464 5.386713445722723),De Amersfoortse Kei,Kei,0

Artistieke_kunstwerken.8971,2021-02-19,5.38411715742797,52.1554637121392,A029,,,,,Artistieke kunstwerken,,POINT (52.155467262476726 5.384117051222846),Argentum,Bank,0

Artistieke_kunstwerken.8972,2021-02-19,5.40683933922201,52.1848495517957,B182,,,,,Bruggen,,POINT (52.18485312744588 5.406839756003061),Hermelijnvlinder-A. Schweitzer,Duikerbrug,0

Artistieke_kunstwerken.8973,2021-02-19,5.40550482340098,52.1857482219535,B183,,,,,Bruggen,,POINT (52.18575181013564 5.405505245416034),Atlasvlinder-Citroenvlinder,Duikerbrug,0

Artistieke_kunstwerken.8974,2021-02-19,5.40379298011659,52.1865290014971,B184,,,,,Bruggen,,POINT (52.186532603582705 5.403793403288118),Tamboerijnstraat-Agaatvlinder,Duikerbrug,0

Artistieke_kunstwerken.8975,2021-02-19,5.41864492785557,52.1681680184091,B099,,,,,Bruggen,,POINT (52.16817143930676 5.418645159379602),Rustenburgerweg-Groenesteeg,Duikerbrug,0

Artistieke_kunstwerken.8976,2021-02-19,5.37301778831095,52.192492618307,B112,,,,,Bruggen,,POINT (52.19249641367309 5.373018104138878),Zandkamp-Male Wetering,Stalen brug,0

Artistieke_kunstwerken.8977,2021-02-19,5.36854414336859,52.1924540024358,B113,,,,,Bruggen,,POINT (52.19245781874532 5.368544430610701),Bunschoterstraat-Male Wetering,Duikerbrug met stuw,0

Artistieke_kunstwerken.8978,2021-02-19,5.37032599384678,52.1936355659504,B114,,,,,Bruggen,,POINT (52.19363938123254 5.370326307063309),Burg. Smittweg,Stalen brug,0

Artistieke_kunstwerken.8979,2021-02-19,5.37012775789518,52.1932065309538,B115,,,,,Bruggen,,POINT (52.19321034449125 5.370128064490237),Burg. de WIjserf-Burg. Smittwe,Duikerbrug,0

Artistieke_kunstwerken.8980,2021-02-19,5.42268935982654,52.1705247905967,B104,,,,,Bruggen,,POINT (52.17052819953481 5.422689647593386),Outputweg-Spoorlijn,Prefab betonliggers,0

Artistieke_kunstwerken.8981,2021-02-19,5.3804197044443,52.1654874611812,B122,,,,,Bruggen,,POINT (52.16549107387423 5.380419713699604),Balladelaan-Valleikanaal,Betonnen brug,0

Artistieke_kunstwerken.8982,2021-02-19,5.38476545019719,52.1666119768493,B123,,,,,Bruggen,,POINT (52.16661557315499 5.384765495060199),Kattenbroekerweg/Valleikanaal,Prefab betonliggers,0

