FID,OVW_STARTDATUM,LONGITUDE,LATITUDE,CODE,BREEDTE,EIGENAAR,FUNCTIE,GEBRUIK,HOOFDCATEGORIE,HOOGTE,GEOMETRIE,NAAM,OBJECTTYPE,OVW_MAX_SIZE
Artistieke_kunstwerken.8514,2021-02-19,5.41435490480905,52.1667738953075,B103,,,,,Bruggen,,POINT (52.16677733405612 5.414355094432348),Rustenburgerweg-Groenesteeg,Duikerbrug,0

Artistieke_kunstwerken.8515,2021-02-19,5.37142492951411,52.1768058166594,B105,,,,,Bruggen,,POINT (52.176809529380726 5.371425038183741),Het Welvaren-De Klapmuts,Houten brug,0

Artistieke_kunstwerken.8516,2021-02-19,5.41677362787922,52.1647955035845,B093,,,,,Bruggen,,POINT (52.16479891929675 5.41677379922846),Reintendreef-Victoriestraat,Stalen brug,0

Artistieke_kunstwerken.8517,2021-02-19,5.37639979437087,52.1814426206402,B106,,,,,Bruggen,,POINT (52.181446334697256 5.3763999894324295),Imkerplantsoen-Koperslagerlaan,Houten brug,0

Artistieke_kunstwerken.8518,2021-02-19,5.37813420547037,52.1829078927856,B107,,,,,Bruggen,,POINT (52.18291160661326 5.3781344293102995),Pottenbakkerlaan,Houten brug,0

Artistieke_kunstwerken.8519,2021-02-19,5.37204405281614,52.1868129068088,B108,,,,,Bruggen,,POINT (52.18681667254227 5.37204429092486),Kabof-Bieshaarlaan,Houten brug,0

Artistieke_kunstwerken.8520,2021-02-19,5.37174177518947,52.1863761278886,B109,,,,,Bruggen,,POINT (52.186379892499836 5.371742005998658),Kabof-Bieshaarlaan (w),Houten brug,0

Artistieke_kunstwerken.8521,2021-02-19,5.41727988134564,52.1635830979752,B098,,,,,Bruggen,,POINT (52.16358650522098 5.41728003670465),Rustenburgerweg-Roijenpad,Duikerbrug,0

Artistieke_kunstwerken.8522,2021-02-19,5.381103157877,52.1929320767998,B111,,,,,Bruggen,,POINT (52.19293583552201 5.381103530261841),Zevenhuizerstraat-Male Weterin,Duikerbrug,0

Artistieke_kunstwerken.8523,2021-02-19,5.38802252916214,52.1750829574334,B133,,,,,Bruggen,,POINT (52.17508657933624 5.388022704053012),Hardenbroek-A. Blankaartsingel,Duikerbrug,0

Artistieke_kunstwerken.8524,2021-02-19,5.38943840319156,52.1752658349658,B134,,,,,Bruggen,,POINT (52.175269450574696 5.389438588059709),Moersbergen-A. Blankaartsinge,Duikerbrug,0

Artistieke_kunstwerken.8525,2021-02-19,5.39067438467889,52.1755108288383,B135,,,,,Bruggen,,POINT (52.17551443936588 5.390674579445751),Nijenrode-Hinderstein,Houten brug. Type 1,0

Artistieke_kunstwerken.8526,2021-02-19,5.38872482276335,52.1772476609099,B136,,,,,Bruggen,,POINT (52.177251290634274 5.388725030687907),Schothorsterlaan-Nieuwerhoek,Houten brug,0

Artistieke_kunstwerken.8527,2021-02-19,5.38437010711319,52.1763023522574,B137,,,,,Bruggen,,POINT (52.176305999053774 5.384370278885644),Winkelpad-Elsenburg,Houten brug. Type 2,0

Artistieke_kunstwerken.8528,2021-02-19,5.38306568521839,52.1749659767448,B138,,,,,Bruggen,,POINT (52.17496962307345 5.383065832326858),Winkelpad-Amelisweerd,Houten brug. Type 1,0

Artistieke_kunstwerken.8529,2021-02-19,5.38014904381872,52.1707183274879,B141,,,,,Bruggen,,POINT (52.170721966706985 5.380149120056795),Heer Halewijnpad-Sprokenpad,Stalen brug,0

Artistieke_kunstwerken.8530,2021-02-19,5.38515196678999,52.1719338141401,B142,,,,,Bruggen,,POINT (52.17193743447757 5.385152084482761),Avalonpad-Koning Arthurpad,Stalen brug,0

Artistieke_kunstwerken.8531,2021-02-19,5.38189861434231,52.1711384711163,B143,,,,,Bruggen,,POINT (52.171142103759266 5.381898704934649),Kattenbroekerweg-Avalonpad,Duikerbrug,0

Artistieke_kunstwerken.8532,2021-02-19,5.38769416448733,52.172556465913,B144,,,,,Bruggen,,POINT (52.172560076507494 5.387694303575699),Avalonpad-Ogierpad,Houten brug,0

Artistieke_kunstwerken.8533,2021-02-19,5.39116779686508,52.1726293727001,B145,,,,,Bruggen,,POINT (52.17263296583137 5.391167954836294),Holkerweg-Kanteklaarpad,Duikerbrug,0

Artistieke_kunstwerken.8534,2021-02-19,5.39386333464664,52.1725131583023,B146,,,,,Bruggen,,POINT (52.17251673682809 5.39386350489938),Kanteklaarpad-Nibelungenpad,Houten brug. Type 2,0

Artistieke_kunstwerken.8535,2021-02-19,5.39554515469125,52.1724212837804,B147,,,,,Bruggen,,POINT (52.17242485301686 5.395545332318502),Sagenlaan-Kanteklaarpad,Duikerbrug,0

Artistieke_kunstwerken.8536,2021-02-19,5.39985626774133,52.1738100861495,B148,,,,,Bruggen,,POINT (52.17381363957015 5.399856487209825),Rondeelstraat-Rodderikweg,Duikerbrug,0

Artistieke_kunstwerken.8537,2021-02-19,5.39125456694394,52.1742285145644,B149,,,,,Bruggen,,POINT (52.17423211542884 5.391254747245876),Holkerweg-Overnes,Houten brug,0

Artistieke_kunstwerken.8538,2021-02-19,5.39212370419972,52.1739455531038,B150,,,,,Bruggen,,POINT (52.173949148005896 5.392123885172596),Oudegein-Sara Burgerhartsingel,Prefab betonliggers,0

Artistieke_kunstwerken.8539,2021-02-19,5.39572591001353,52.1742301903497,B151,,,,,Bruggen,,POINT (52.174233767878505 5.39572611378259),Zwartesteeg-Sara Burgerhartsin,Houten brug. Type 2,0

Artistieke_kunstwerken.8540,2021-02-19,5.3976002664012,52.1747637297835,B152,,,,,Bruggen,,POINT (52.17476730016096 5.397600487490643),Silverstein-Sara Burgerhartsin,Prefab betonliggers,0

Artistieke_kunstwerken.8541,2021-02-19,5.39802030097887,52.1775440304794,B154,,,,,Bruggen,,POINT (52.177547613278364 5.3980205634026825),Nijenrode,Houten brug. Type 1,0

Artistieke_kunstwerken.8542,2021-02-19,5.39602714894717,52.1769925190914,B155,,,,,Bruggen,,POINT (52.176996109506064 5.396027392848991),Nijenrode-Soetendaal,Houten brug. Type 1,0

Artistieke_kunstwerken.8543,2021-02-19,5.3954881659005,52.1742417355246,B158,,,,,Bruggen,,POINT (52.17424531436508 5.395488368583876),Peerlenburg-Zwartesteeg,Houten brug. Type 2,0

Artistieke_kunstwerken.8544,2021-02-19,5.39929381611238,52.1753475327776,B159,,,,,Bruggen,,POINT (52.17535109717384 5.399294054387322),Nijenrode-Boy Edgarstraat,Duiker,0

Artistieke_kunstwerken.8545,2021-02-19,5.39999413706347,52.175827845602,B160,,,,,Bruggen,,POINT (52.175831408765596 5.399994385865722),W. Ilckenstraat-Boy Edgarstraa,Duikerbrug,0

Artistieke_kunstwerken.8546,2021-02-19,5.40485784234399,52.1776851501093,B164,,,,,Bruggen,,POINT (52.17768869679985 5.404858143935209),Aristotelesstraat-Spinozapad,Duikerbrug,0

Artistieke_kunstwerken.8547,2021-02-19,5.4041930462322,52.1779450898511,B165,,,,,Bruggen,,POINT (52.177948641564186 5.4041933479574205),A. Schweitzersingel-Spinozapad,Duikerbrug,0

Artistieke_kunstwerken.8548,2021-02-19,5.40638664179122,52.1793229354935,B166,,,,,Bruggen,,POINT (52.17932648265374 5.4063869755189105),Flemingstraat,Duikerbrug,0

Artistieke_kunstwerken.8549,2021-02-19,5.4071587023455,52.1789620283309,B167,,,,,Bruggen,,POINT (52.17896556927728 5.407159035076686),Aristotelesstraat-Flemingstraa,Duikerbrug,0

Artistieke_kunstwerken.8550,2021-02-19,5.40778049838254,52.1806918883203,B168,,,,,Bruggen,,POINT (52.18069543530992 5.407780859841336),A.Schweitzersingel-C.Drebbelst,Duikerbrug,0

Artistieke_kunstwerken.8551,2021-02-19,5.38413655937608,52.1655485943745,A047,,,,,Artistieke kunstwerken,,POINT (52.16555218884245 5.3841365870953135),Staande Vrouw,Beeld,0

Artistieke_kunstwerken.8552,2021-02-19,5.387617770341,52.1656545826925,A048,,,,,Artistieke kunstwerken,,POINT (52.16565816005037 5.387617816031492),De Boogschutter,Beeld,0

Artistieke_kunstwerken.8553,2021-02-19,5.4008152902719,52.1626736200381,A049,,,,,Artistieke kunstwerken,,POINT (52.162677114604605 5.400815356352225),Jongensfiguur,Beeld,0

Artistieke_kunstwerken.8554,2021-02-19,5.40115178371929,52.1629873964242,A053,,,,,Artistieke kunstwerken,,POINT (52.16299089059713 5.401151855810553),Staand Kind,Beeld,0

Artistieke_kunstwerken.8555,2021-02-19,5.3904768104101,52.1700629215804,A056,,,,,Artistieke kunstwerken,,POINT (52.17006650545079 5.3904769298169875),Holkerweg 1,Beeld,0

Artistieke_kunstwerken.8556,2021-02-19,5.39049957765014,52.170312772298,A057,,,,,Artistieke kunstwerken,,POINT (52.17031635728356 5.390499700578855),Holkerweg 2,Beeld,0

Artistieke_kunstwerken.8557,2021-02-19,5.39054673722681,52.1706165877709,A058,,,,,Artistieke kunstwerken,,POINT (52.17062017401679 5.39054686453708),Holkerweg 3 (Kei met sikkel),Beeld,0

Artistieke_kunstwerken.8558,2021-02-19,5.39057438626305,52.1708714369096,A059,,,,,Artistieke kunstwerken,,POINT (52.17087502427805 5.390574517189817),Holkerweg 4,Beeld,0

Artistieke_kunstwerken.8559,2021-02-19,5.39060366003612,52.1711652618629,A060,,,,,Artistieke kunstwerken,,POINT (52.17116885054369 5.390603795120324),Holkerweg 5 (Noir de Deneé),Beeld,0

Artistieke_kunstwerken.8560,2021-02-19,5.39065082128892,52.171469077235,A061,,,,,Artistieke kunstwerken,,POINT (52.171472667190585 5.390650960758952),Holkerweg 6 (geometrische figuren),Beeld,0

Artistieke_kunstwerken.8561,2021-02-19,5.39068984671939,52.1717509102738,A062,,,,,Artistieke kunstwerken,,POINT (52.17175450144101 5.390689990235319),Holkerweg 7 (Vervormde driehoek),Beeld,0

Artistieke_kunstwerken.8562,2021-02-19,5.39069473097553,52.1718738366175,A063,,,,,Artistieke kunstwerken,,POINT (52.171877428377165 5.390694876194527),Holkerweg 8 (Manfiguur),Beeld,0

Artistieke_kunstwerken.8563,2021-02-19,5.38398930187877,52.1776523663412,A119,,,,,Artistieke kunstwerken,,POINT (52.17765602222859 5.383989489530931),De Trechter,Beeld,0

Artistieke_kunstwerken.8564,2021-02-19,5.40908368523119,52.1657215969433,A068,,,,,Artistieke kunstwerken,,POINT (52.16572506031481 5.409083834002005),De Kangeroe,Beeld,0

Artistieke_kunstwerken.8565,2021-02-19,5.40497367680727,52.1619824957149,A069,,,,,Artistieke kunstwerken,,POINT (52.161985964632976 5.404973751970247),De Veter,Beeld,0

Artistieke_kunstwerken.8566,2021-02-19,5.40363182933903,52.1633058968874,A050,,,,,Artistieke kunstwerken,,POINT (52.16330937908436 5.403631917428887),Hurkende Vrouw,Beeld,0

Artistieke_kunstwerken.8567,2021-02-19,5.4358588640781,52.1850111821663,A120,,,,,Artistieke kunstwerken,,POINT (52.18501458990171 5.435859452984109),Staal sculptuur v. Tuyllstraat,Beeld,0

Artistieke_kunstwerken.8568,2021-02-19,5.34479601111159,52.1605735105048,A043,,,,,Artistieke kunstwerken,,POINT (52.160577263323574 5.3447957968045),De meeuw,Beeld,0

Artistieke_kunstwerken.8569,2021-02-19,5.3828564731674,52.1602113682438,A126,,,,,Artistieke kunstwerken,,POINT (52.16021494499631 5.382856424347244),De Sassiaan,Beeld,0

Artistieke_kunstwerken.8570,2021-02-19,5.37847684328713,52.1559311371787,A132,,,,,Artistieke kunstwerken,,POINT (52.15593471740738 5.37847671955048),Gevelsteen Daan van Hulst,Gedenkteken,0

Artistieke_kunstwerken.8571,2021-02-19,5.38403517230372,52.1573170630395,A012,,,,,Artistieke kunstwerken,,POINT (52.1573206214848 5.3840350903367575),2 Fauteuils,Beeld,0

Artistieke_kunstwerken.8572,2021-02-19,5.38332667669453,52.1572327643876,A013,,,,,Artistieke kunstwerken,,POINT (52.15723632602809 5.383326590576308),Grafzerken,Beeld,0

Artistieke_kunstwerken.8573,2021-02-19,5.3748779343017,52.199995810393,A135,,,,,Artistieke kunstwerken,,POINT (52.19999964490853 5.374878357646308),De Border,Beeld,0

Artistieke_kunstwerken.8574,2021-02-19,5.37416634911945,52.1989045659639,A134,,,,,Artistieke kunstwerken,,POINT (52.198908396715034 5.374166753795034),De Madelande,Beeld,0

Artistieke_kunstwerken.8575,2021-02-19,5.37769023118476,52.2009595446901,A133,,,,,Artistieke kunstwerken,,POINT (52.20096337196361 5.377690685858675),De Wonderboom,Beeld,0

Artistieke_kunstwerken.8576,2021-02-19,5.37209960527225,52.1817294409226,A096,,,,,Artistieke kunstwerken,,POINT (52.181733177258494 5.372099779630044),De Overlegging,Beeld,0

Artistieke_kunstwerken.8577,2021-02-19,5.37248027171081,52.1817536967811,A098,,,,,Artistieke kunstwerken,,POINT (52.181757431438 5.372480448533951),Gedenknaald Hoogland,Gedenkteken,0

Artistieke_kunstwerken.8578,2021-02-19,5.37495301643154,52.1874668949554,A127,,,,,Artistieke kunstwerken,,POINT (52.18747065060038 5.374953280229155),Beeld De Ontmoeting,Beeld,0

Artistieke_kunstwerken.8579,2021-02-19,5.41664119069462,52.1662907069634,A072,,,,,Artistieke kunstwerken,,POINT (52.166294130414464 5.416641384025416),Zuil Rustenburg,Gedenkteken,0

Artistieke_kunstwerken.8580,2021-02-19,5.41945992738708,52.1643796377569,A073,,,,,Artistieke kunstwerken,,POINT (52.16438303610779 5.419460105020195),Hunnebed,Kei,0

Artistieke_kunstwerken.8581,2021-02-19,5.40707878529305,52.1607578711281,A071,,,,,Artistieke kunstwerken,,POINT (52.16076132306162 5.407078852181283),Gedenkteken Lageweg,Gedenkteken,0

Artistieke_kunstwerken.8582,2021-02-19,5.39561842581401,52.1761770094635,A065,,,,,Artistieke kunstwerken,,POINT (52.17618059771448 5.395618656145304),De Paraplu,Beeld,0

Artistieke_kunstwerken.8583,2021-02-19,5.40559717408098,52.164696787475,A070,,,,,Artistieke kunstwerken,,POINT (52.16470026531694 5.405597291409841),De Viking,Beeld,0

Artistieke_kunstwerken.8584,2021-02-19,5.39989322643357,52.1485151184682,A079,,,,,Artistieke kunstwerken,,POINT (52.148518559835324 5.399893087783436),3 Kopjes (Aarde-Vuur-De Baadster),Beeld,0

Artistieke_kunstwerken.8585,2021-02-19,5.39325869460905,52.1510661090909,A081,,,,,Artistieke kunstwerken,,POINT (52.151069595167684 5.393258566001989),De Baadster,Beeld,0

Artistieke_kunstwerken.8586,2021-02-19,5.3797533342892,52.1472482369614,A083,,,,,Artistieke kunstwerken,,POINT (52.14725177721943 5.379753102899947),De Pluim,Beeld,0

Artistieke_kunstwerken.8587,2021-02-19,5.36919943547328,52.1374198622713,A087,,,,,Artistieke kunstwerken,,POINT (52.137423420309936 5.369199042864567),Man met Vrouw,Beeld,0

Artistieke_kunstwerken.8588,2021-02-19,5.37020308241828,52.1376828597344,A084,,,,,Artistieke kunstwerken,,POINT (52.137686413858795 5.37020269626026),Gehurkte Vrouw,Beeld,0

Artistieke_kunstwerken.8589,2021-02-19,5.37167907884297,52.1388154020874,A086,,,,,Artistieke kunstwerken,,POINT (52.138818952763216 5.371678711585191),Niels Holgersson,Beeld,0

Artistieke_kunstwerken.8590,2021-02-19,5.35669348228428,52.1392911468073,A045,,,,,Artistieke kunstwerken,,POINT (52.139294767789984 5.356693072031546),Staal Sculptuur,Beeld,0

Artistieke_kunstwerken.8591,2021-02-19,5.37268908026269,52.13291045732,A046,,,,,Artistieke kunstwerken,,POINT (52.132913985519096 5.372688641841555),De Ladder,Beeld,0

Artistieke_kunstwerken.8592,2021-02-19,5.36782703709444,52.1483282006447,A093,,,,,Artistieke kunstwerken,,POINT (52.14833180207657 5.367826774701968),Hert,Beeld,0

Artistieke_kunstwerken.8593,2021-02-19,5.40285745424831,52.1752478797028,A099,,,,,Artistieke kunstwerken,,POINT (52.175251424393885 5.402857710000204),Marmer statuario + hardstenen huisje,Beeld,0

Artistieke_kunstwerken.8594,2021-02-19,5.40306075766966,52.1755516727953,A100,,,,,Artistieke kunstwerken,,POINT (52.1755552179718 5.403061018860069),De Standaard,Beeld,0

Artistieke_kunstwerken.8595,2021-02-19,5.4056139913446,52.1822822845349,A101,,,,,Artistieke kunstwerken,,POINT (52.182285852310905 5.405614363723229),Monument,Beeld,0

Artistieke_kunstwerken.8596,2021-02-19,5.4044222541792,52.1779250695148,A102,,,,,Artistieke kunstwerken,,POINT (52.17792861987048 5.404422556865111),Kei,Beeld,0

Artistieke_kunstwerken.8597,2021-02-19,5.40074943911954,52.1764174345616,A103,,,,,Artistieke kunstwerken,,POINT (52.17642099677675 5.400749700336522),Boomstam met huisje,Beeld,0

Artistieke_kunstwerken.8598,2021-02-19,5.39859253259843,52.1775609690537,A104,,,,,Artistieke kunstwerken,,POINT (52.177564548896626 5.398592798368575),Bolsegment,Beeld,0

Artistieke_kunstwerken.8599,2021-02-19,5.39065281346196,52.1885846041365,A113,,,,,Artistieke kunstwerken,,POINT (52.188588288044066 5.390653186659731),The Open Book of Pholopilo,Beeld,0

Artistieke_kunstwerken.8600,2021-02-19,5.39696208206803,52.1857182241607,A106,,,,,Artistieke kunstwerken,,POINT (52.185721858190675 5.39696245330106),Maquette Kattenbroek,Beeld,0

Artistieke_kunstwerken.8601,2021-02-19,5.37463486098105,52.1847064834298,A097,,,,,Artistieke kunstwerken,,POINT (52.1847102245055 5.374635087672526),Spelende Jongens,Beeld,0

Artistieke_kunstwerken.8602,2021-02-19,5.38433704287057,52.1576622875841,A004,,,,,Artistieke kunstwerken,,POINT (52.157665845968964 5.384336966782256),Verdwenen hoogte,Beeld,0

Artistieke_kunstwerken.8603,2021-02-19,5.38369454666111,52.1834888624253,A105,,,,,Artistieke kunstwerken,,POINT (52.18349255201371 5.383694810108109),Maanhof,Beeld,0

Artistieke_kunstwerken.8604,2021-02-19,5.38612192734152,52.1845232978996,A107,,,,,Artistieke kunstwerken,,POINT (52.18452698117253 5.386122218656424),Jubelpoort,Beeld,0

Artistieke_kunstwerken.8605,2021-02-19,5.38766491155623,52.1862502717104,A111,,,,,Artistieke kunstwerken,,POINT (52.18625395715011 5.387665235160111),Pantoon Tokadi,Beeld,0

Artistieke_kunstwerken.8606,2021-02-19,5.39020965220066,52.1880251765696,A109,,,,,Artistieke kunstwerken,,POINT (52.1880288594288 5.390210015085342),Labyrinth,Beeld,0

Artistieke_kunstwerken.8607,2021-02-19,5.39134400200825,52.1887152930843,A115,,,,,Artistieke kunstwerken,,POINT (52.188718974201 5.39134438118364),Fantasy Sculpture II Alice Aycock,Beeld,0

Artistieke_kunstwerken.8608,2021-02-19,5.39332378326699,52.1902247467744,A112,,,,,Artistieke kunstwerken,,POINT (52.19022842669605 5.3933241953009246),Etenstijd,Beeld,0

Artistieke_kunstwerken.8609,2021-02-19,5.39347991234543,52.1904026337275,A110,,,,,Artistieke kunstwerken,,POINT (52.19040631391438 5.393480327798595),ARC,Beeld,0

Artistieke_kunstwerken.8610,2021-02-19,5.39483785398875,52.1912350590725,A116,,,,,Artistieke kunstwerken,,POINT (52.19123873722744 5.394838289378658),Menhir,Beeld,0

Artistieke_kunstwerken.8611,2021-02-19,5.39683348773379,52.1929219062577,A114,,,,,Artistieke kunstwerken,,POINT (52.19292558430265 5.396833959152167),Schaal Tertulia,Beeld,0

Artistieke_kunstwerken.8612,2021-02-19,5.3833400165,52.167546376481,A064,,,,,Artistieke kunstwerken,,POINT (52.16754998438519 5.3833400668660225),Palenwoud,Beeld,0

Artistieke_kunstwerken.8613,2021-02-19,5.37609317046558,52.139989556293,A085,,,,,Artistieke kunstwerken,,POINT (52.139993089533746 5.376092832535506),Twee kinderen,Beeld,0

Artistieke_kunstwerken.8614,2021-02-19,5.37218286446295,52.1380349270438,A088,,,,,Artistieke kunstwerken,,POINT (52.13803847287493 5.372182489019788),Moedervreugde,Beeld,0

Artistieke_kunstwerken.8615,2021-02-19,5.35079639297579,52.1615105676247,A038,,,,,Artistieke kunstwerken,,POINT (52.1615142991377 5.350796216192535),Moeder en kind,Beeld,0

Artistieke_kunstwerken.8616,2021-02-19,5.35744013615045,52.1619857392831,A040,,,,,Artistieke kunstwerken,,POINT (52.16198944383963 5.357439995039145),Peinzende vrouw,Beeld,0

Artistieke_kunstwerken.8617,2021-02-19,5.39036223268729,52.1569007546935,A001,,,,,Artistieke kunstwerken,,POINT (52.15690427921842 5.390362172162965),Sint Joris,Beeld,0

Artistieke_kunstwerken.8618,2021-02-19,5.39714527287068,52.1587424446532,A002,,,,,Artistieke kunstwerken,,POINT (52.15874594152747 5.397145267043592),De Loper,Beeld,0

Artistieke_kunstwerken.8619,2021-02-19,5.38760965404681,52.1549609366461,A006,,,,,Artistieke kunstwerken,,POINT (52.15496446726938 5.387609555672378),Het verlangen naar een beeld,Beeld,0

Artistieke_kunstwerken.8620,2021-02-19,5.39246161680916,52.1570196163759,A007,,,,,Artistieke kunstwerken,,POINT (52.15702313053268 5.392461566863757),De Stadstrompetter,Beeld,0

Artistieke_kunstwerken.8621,2021-02-19,5.39671114545946,52.1590231779667,A008,,,,,Artistieke kunstwerken,,POINT (52.15902667834441 5.396711141663152),Het Pelgrimsteken,Beeld,0

Artistieke_kunstwerken.8622,2021-02-19,5.39749386929704,52.1566894994409,A009,,,,,Artistieke kunstwerken,,POINT (52.15669298578881 5.397493836195229),Liggende vrouw,Beeld,0

Artistieke_kunstwerken.8623,2021-02-19,5.38734968653962,52.1541074406613,A010,,,,,Artistieke kunstwerken,,POINT (52.15411096915354 5.387349575606781),Vorde in de Eem,Beeld,0

Artistieke_kunstwerken.8624,2021-02-19,5.3838240353754,52.1521605326179,A034,,,,,Artistieke kunstwerken,,POINT (52.152164071190505 5.383823884180461),Object Zonnestraal,Beeld,0

Artistieke_kunstwerken.8625,2021-02-19,5.38424812230767,52.1517527884589,A035,,,,,Artistieke kunstwerken,,POINT (52.15175632331282 5.3842479673948445),De Grote Vier,Beeld,0

Artistieke_kunstwerken.8626,2021-02-19,5.38453892037059,52.1521045872551,A036,,,,,Artistieke kunstwerken,,POINT (52.15210812201993 5.38453877128717),Twee Paarden,Beeld,0

Artistieke_kunstwerken.8627,2021-02-19,5.38484438252781,52.151924701217,A037,,,,,Artistieke kunstwerken,,POINT (52.15192823374248 5.384844232269773),Sokkel OPZIJ,Beeld,0

Artistieke_kunstwerken.8628,2021-02-19,5.38974473126813,52.1560802522252,A003,,,,,Artistieke kunstwerken,,POINT (52.15608377651635 5.389744656964579),Der Zyklus,Beeld,0

Artistieke_kunstwerken.8629,2021-02-19,5.35223352501258,52.1615407276906,A039,,,,,Artistieke kunstwerken,,POINT (52.1615444531288 5.352233355083297),Suzanne,Beeld,0

Artistieke_kunstwerken.8630,2021-02-19,5.35210254541697,52.1607191737807,A041,,,,,Artistieke kunstwerken,,POINT (52.16072289615329 5.3521023654823985),Trol met bedelnap,Beeld,0

Artistieke_kunstwerken.8631,2021-02-19,5.38741466481645,52.1568388206368,B018,,,,,Bruggen,,POINT (52.156842359998805 5.387414590897813),Kerkgang,Stalen brug,0

Artistieke_kunstwerken.8632,2021-02-19,5.38819785658814,52.1562091923294,B019,,,,,Bruggen,,POINT (52.156212725079136 5.388197777505092),Marktgang,Stalen brug,0

Artistieke_kunstwerken.8633,2021-02-19,5.38864468714725,52.1558504027532,B020,,,,,Bruggen,,POINT (52.15585393173649 5.388644605098625),Torengang,Stalen brug,0

Artistieke_kunstwerken.8634,2021-02-19,5.38952046862283,52.155407654464,B021,,,,,Bruggen,,POINT (52.15541117713897 5.389520384244606),Overkluizing Langestraat,Gewelfbrug metselwerk,0

Artistieke_kunstwerken.8635,2021-02-19,5.3913369646185,52.1544301919083,B022,,,,,Bruggen,,POINT (52.154433701242866 5.391336874459541),Muurhuizen-Kortegracht,Gewelfbrug beton,0

Artistieke_kunstwerken.8636,2021-02-19,5.38527617203536,52.1592173847939,B023,,,,,Bruggen,,POINT (52.159220945089245 5.385276120727152),Grote Koppel,Gewelfbrug beton,0

Artistieke_kunstwerken.8637,2021-02-19,5.3940114151541,52.1545040349568,B024,,,,,Bruggen,,POINT (52.154507530675986 5.3940113370371945),Herenstraat,Stalen brug,0

Artistieke_kunstwerken.8638,2021-02-19,5.38967831137691,52.1604996302899,B025,,,,,Bruggen,,POINT (52.160503173748644 5.389678296827092),Bloemendaalsestraat,Prefab betonliggers,0

Artistieke_kunstwerken.8639,2021-02-19,5.37000880100902,52.1945624158229,A121,,,,,Artistieke kunstwerken,,POINT (52.19456623843011 5.370009123792391),Stalen letters (Nieuwland),Beeld,0

Artistieke_kunstwerken.8640,2021-02-19,5.38507356402086,52.1786305234265,A131,,,,,Artistieke kunstwerken,,POINT (52.178634179126895 5.385073770616181),Zonnewijzer CNME,Beeld,0

