FID,omschr,type_conv,doseerinst,hectobord,toeritnr,toeritnaam,wegdeelltr,kmtr,wegnummer,fk_veld4,ibn,gdb_geomattr_data,shape
convergenties_kenmerk.1680,Niet indeelbaar,I,N,0.0#,,'CALAMITEITENROUTE',R,7.83900023,004,KPK0001157586,I,,POINT (111530.66910000145 480507.6422000006)
convergenties_kenmerk.1681,Pseudo T-aansluiting halfklaverblad,I,N,8.1d,,'LANG PARKEREN'VBW. d,R,7.93400002,004,KPK0001157590,I,,POINT (111504.43039999902 480416.2831999995)
convergenties_kenmerk.1682,,I,N,0.0#,,CALAMITEITENWEG VLIEGVELD,R,8.21700001,004,KPK0001157595,I,,POINT (111176.14200000092 480149.71620000154)
convergenties_kenmerk.1683,Pseudo T-aansluiting halfklaverblad,C,N,8.4m,,'DEN HAAG'RANG.BAAN m,R,8.5539999,004,KPK0001157596,I,,POINT (111219.93219999969 479842.1537999995)
convergenties_kenmerk.1684,Niet indeelbaar,I,N,0.0#,,'ROTTERDAM'VBW. q(RW10),R,18.70800018,005,KPK0001157717,I,,POINT (118415.03249999881 490536.68019999936)
convergenties_kenmerk.1685,Niet indeelbaar,C,N,0.0#,,WISSELSTROOK q(RW10),R,18.97800064,005,KPK0001157723,I,,POINT (118573.67269999906 490749.84970000014)
convergenties_kenmerk.1686,Pseudo T-knooppunt,I,N,47.7g,,'KP.GOOIMEER'ALMERE-HAVEN VBW. g,R,47.76499939,006,KPK0001157742,I,,POINT (140808.93719999865 483976.52710000053)
convergenties_kenmerk.1687,Pseudo Haarlemmermeer-aansluiting,I,N,23.7b,5,ROELOFARENDSVEEN VBW. b,R,23.85199928,004,KPK0001127535,I,,POINT (101902.6398999989 467822.5029999986)
convergenties_kenmerk.1688,Niet indeelbaar,C,N,32.8n,,'LEIDEN'RANG.BAAN n,R,32.50400162,004,KPK0001127601,I,,POINT (95469.01370000094 462283.59270000085)
convergenties_kenmerk.1689,T-knooppunt,I,N,34.1e,,'KP.DE BAARS'TILBURG-NOORD VBW. e (RW58),R,20.19300079,065,KPK0001152600,I,,POINT (137210.32580000162 396526.5749000013)
convergenties_kenmerk.1690,Niet indeelbaar,C,N,0.0#,,'KERKRADE' (N281),R,24.93899918,076,KPK0001152611,I,,POINT (198789.3938000016 316392.4530000016)
convergenties_kenmerk.1691,Haarlemmermeer-aansluiting,I,N,0.0#,2,'MEERSSEN'VBW. d,R,3.6500001,079,KPK0001152679,I,,POINT (181960.05220000073 320855.61930000037)
convergenties_kenmerk.1692,Haarlemmermeer-aansluiting,I,N,6.1d,3,'VALKENBURG'VBW. d,R,5.98000002,079,KPK0001152684,I,,POINT (184266.58889999986 320681.5500999987)
convergenties_kenmerk.1693,Halfklaverblad-aansluiting,I,N,9.2d,4,'HULSBERG'VBW. d,R,9.06599998,079,KPK0001152686,I,,POINT (187113.8572999984 321502.2366000004)
convergenties_kenmerk.1694,Pseudo Haarlemmermeer-aansluiting,I,N,10.5d,5,'KLIMMEN'VBW. d,R,10.40499973,079,KPK0001152690,I,,POINT (188442.50070000067 321504.0727000013)
convergenties_kenmerk.1695,Pseudo Klaverbladknooppunt,C,N,18.6k,,'KP.KUNDERBERG'MAASTRICHT'VBW. k(RW.76),R,17.37199974,079,KPK0001152697,I,,POINT (195021.67650000006 320856.878800001)
convergenties_kenmerk.1696,Halfklaverblad-aansluiting,I,N,16.6b,11,'ROTTERDAM THE HAGUE'VBW. b,R,16.80500031,013,KPK0001134050,I,,POINT (88354.9450000003 440520.62900000066)
convergenties_kenmerk.1697,Pseudo Halfklaverblad-aansluiting,I,N,8.8#,,'RW.708 (R.RIJB.)',R,10.94900036,022,KPK0001158961,I,,POINT (105441.05629999936 496476.71719999984)
convergenties_kenmerk.1698,Niet indeelbaar,C,N,8.8a,,'IJMUIDEN'VBW. a(RW708),R,11.06599998,022,KPK0001158969,I,,POINT (105476.82580000162 496609.08879999816)
convergenties_kenmerk.1699,Niet indeelbaar,C,N,0.0#,,'AMSTERDAMSEWEG'(N202),R,11.41499996,022,KPK0001158970,I,,POINT (105242.4114000015 496904.1015000008)
convergenties_kenmerk.1700,,I,N,18.9n,,BS.'MIJNSHEERENLAND',R,18.80200005,029,KPK0001159375,I,,POINT (91243.58049999923 424157.25659999996)
convergenties_kenmerk.1701,,I,N,22.3q,,PPL.'OUDE KREEK',R,22.08399963,029,KPK0001159378,I,,POINT (88577.40049999952 422296.37420000136)
convergenties_kenmerk.1702,,I,N,16.1p,,BS.PPL.'PAARDEWEIDE',R,16.26499939,032,KPK0001140794,I,,POINT (208969.1598000005 530043.3914999999)
convergenties_kenmerk.1703,Overig volledig knooppunt,I,N,33.4r,,'KP.BADHOEVEDORP'AMSTERDAM VBW. r(RW9),R,3.47799993,004,KPK0001155235,I,,POINT (114970.9475999996 482704.70749999955)
convergenties_kenmerk.1704,T-knooppunt,I,N,136.2r,,'KP.JOURE'EMMELOORD VBW. r(RW7),R,308.84399414,006,KPK0001194645,I,,POINT (182498.63969999924 550727.1999000013)
convergenties_kenmerk.1705,T-aansluiting halfklaverblad,I,N,1.0d,27,'MOERDIJK'VBW. d,R,0.99000001,017,KPK0001212049,I,,POINT (103379.80420000106 411756.0368000008)
convergenties_kenmerk.1706,T-knooppunt,I,N,5.6#,,'KP.ZURICH'ZURICH (RW31),R,100.36199951,007,KPK0001194751,I,,POINT (154258.3216000013 567341.4277000017)
convergenties_kenmerk.1707,Haarlemmermeer-aansluiting,I,N,115.6b,19,'NIJLAND'VBW. b,R,115.91300201,007,KPK0001194777,I,,POINT (168099.90459999815 562019.3570999987)
convergenties_kenmerk.1708,Haarlemmermeer-aansluiting,I,N,119.0d,20,'RING-WEST SNEEK-WEST'VBW. d,R,118.85399628,007,KPK0001194779,I,,POINT (170664.48710000142 560959.8161999993)
convergenties_kenmerk.1709,Halfklaverblad-aansluiting,I,N,132.9b,23,'JOURE-WEST'VBW. b,R,133.11799622,007,KPK0001194797,I,,POINT (180716.15689999983 552866.1101000011)
convergenties_kenmerk.1710,Halfklaverblad-aansluiting,I,N,132.7d,23,'JOURE-WEST'VBW. d,R,132.51199341,007,KPK0001194799,I,,POINT (180413.07229999825 553387.4387000017)
convergenties_kenmerk.1711,,I,N,139.0m,,BS.PPL.'DE HORNE',R,139.17799377,007,KPK0001194804,I,,POINT (186372.00450000167 552701.1766999997)
convergenties_kenmerk.1712,Halfklaverblad-aansluiting,I,N,140.1b,25,'OUDEHASKE'VBW. b,R,140.21699524,007,KPK0001194805,I,,POINT (187349.2697999999 553055.1964000016)
convergenties_kenmerk.1713,Pseudo T-knooppunt,I,N,50.9t,,'KP.HELLEGATSPLEIN'MIDDELHARNIS VBW. t(RW59,R,97.84100342,004,KPK0001155412,I,,POINT (86465.627700001 413641.2650000006)
convergenties_kenmerk.1714,Haarlemmermeer-aansluiting,I,N,61.8d,11,'AKERSLOOT'VBW. d,R,61.76300049,009,KPK0001155810,I,,POINT (109772.18800000101 505997.9622000009)
convergenties_kenmerk.1715,Haarlemmermeer-aansluiting,I,N,62.6b,11,'AKERSLOOT'VBW. b,R,62.70199966,009,KPK0001155813,I,,POINT (109726.80180000141 506927.3658999987)
convergenties_kenmerk.1716,Halfklaverblad-aansluiting,I,J,18.1b,9,'AMSTERDAM-BUITENVELDERT'VBW. b,R,18.27199936,010,KPK0001131509,I,,POINT (120733.74320000038 483634.43719999865)
convergenties_kenmerk.1717,Haarlemmermeer-aansluiting,I,J,27.0d,2,'AMSTERDAM-SLOTERDIJK'VBW. d,R,26.79800034,010,KPK0001131590,I,,POINT (118039.88470000029 489120.22150000185)
convergenties_kenmerk.1718,Niet indeelbaar,C,N,27.4q,,WISSELSTROOK q,R,27.2859993,010,KPK0001131672,I,,POINT (118024.23119999841 489610.33769999817)
convergenties_kenmerk.1719,T-knooppunt,I,N,5.3w,,'KP.LANKHORST'MEPPEL VBW. w(RW32),R,114.35500336,028,KPK0001195084,I,,POINT (209847.82129999995 520052.00189999864)
convergenties_kenmerk.1720,T-knooppunt,C,N,5.6#,,'KP.LANKHORST'MEPPEL (RW32),R,114.18199921,028,KPK0001195086,I,,POINT (209817.91519999877 519880.3865999989)
convergenties_kenmerk.1721,Halfklaverblad-aansluiting,I,N,19.7b,8,'AMSTERDAM-OUD ZUID'VBW. b,R,20.02700043,010,KPK0001155971,I,,POINT (118971.86349999905 483556.308699999)
convergenties_kenmerk.1722,Haarlemmermeer-aansluiting,I,J,23.7b,6,'AMSTERDAM-WEST'VBW. b,R,23.77599907,010,KPK0001156003,I,,POINT (117895.58179999888 486131.9840000011)
convergenties_kenmerk.1723,Haarlemmermeer-aansluiting,I,J,25.1b,5,'AMSTERDAM-DE BAARSJES'VBW. b,R,25.22200012,010,KPK0001156004,I,,POINT (117932.10520000011 487572.02710000053)
convergenties_kenmerk.1724,Haarlemmermeer-aansluiting,C,J,23.0d,6,'AMSTERDAM-WEST'VBW. d,R,22.92700005,010,KPK0001156005,I,,POINT (117889.77549999952 485293.35550000146)
convergenties_kenmerk.1725,Haarlemmermeer-aansluiting,I,J,24.5d,5,'AMSTERDAM-DE BAARSJES'VBW. d,R,24.43000031,010,KPK0001156006,I,,POINT (117873.99940000102 486782.1381999999)
convergenties_kenmerk.1726,Niet indeelbaar,I,N,0.0#,,'LIJNBUS',R,26.26199913,010,KPK0001156023,I,,POINT (118067.61580000073 488591.10869999975)
convergenties_kenmerk.1727,Pseudo Haarlemmermeer-aansluiting,I,N,0.0#,,'HALFWEG'VBW. p,R,26.07900047,010,KPK0001156117,I,,POINT (118089.44150000066 488409.27690000087)
convergenties_kenmerk.1728,Niet indeelbaar,I,N,0.0#,,'TWEE PROVINCIENWEG' (N381),R,160.14100647,028,KPK0001152004,I,,POINT (230571.96599999815 543999.8390000015)
convergenties_kenmerk.1729,Halfklaverblad-aansluiting,C,N,48.2b,30,'ALMELO-ZUID'VBW. b,R,48.38800049,035,KPK0001152289,I,,POINT (241424.88369999826 482330.9690000005)
convergenties_kenmerk.1730,T-knooppunt,I,N,142.2#,,'KP.AZELO'DEVENTER (RW1),R,51.64799881,035,KPK0001152293,I,,POINT (244430.00420000032 481099.09690000117)
convergenties_kenmerk.1731,T-knooppunt,C,N,142.1e,,'KP.AZELO'DEVENTER VBW. e(RW1),R,52.33000183,035,KPK0001152304,I,,POINT (244966.01060000062 480680.38269999996)
convergenties_kenmerk.1732,Halfklaverblad-aansluiting,I,N,99.1b,8,'SON EN BREUGEL'VBW. b,R,99.29199982,050,KPK0001152402,I,,POINT (160705.58419999853 391613.39869999886)
convergenties_kenmerk.1733,Halfklaverblad-aansluiting,I,N,106.3d,9,'SINT-OEDENRODE'VBW. d,R,106.17500305,050,KPK0001152414,I,,POINT (161379.43820000067 398029.6634000018)
convergenties_kenmerk.1734,Halfklaverblad-aansluiting,I,N,113.4b,11,'VEGHEL'VBW. b,R,113.47100067,050,KPK0001152423,I,,POINT (163325.37429999933 404310.68470000103)
convergenties_kenmerk.1735,T-knooppunt,I,N,103.7f,,'KP.SABINA'FIJNAART VBW. f(RW4),R,57.53699875,059,KPK0001208687,I,,POINT (88467.30889999866 408048.12319999933)
convergenties_kenmerk.1736,,I,N,61.6n,,BS.PPL.'DE FENDERT',R,61.50600052,059,KPK0001208692,I,,POINT (91992.70670000091 406309.6975999996)
convergenties_kenmerk.1737,T-knooppunt,I,N,10.8e,,'KP.NOORDHOEK'ZIERIKZEE VBW. e(RW17),R,65.52500153,059,KPK0001208694,I,,POINT (95875.79830000177 405572.4739000015)
convergenties_kenmerk.1738,Halfklaverblad-aansluiting,I,N,214.9b,24,'DINTELOORD'VBW. b,R,215.32899475,004,KPK0001207676,I,,POINT (85322.92009999976 404329.13479999825)
convergenties_kenmerk.1739,Halfklaverblad-aansluiting,I,N,223.7b,25,'STEENBERGEN'VBW. b,R,223.91799927,004,KPK0001207679,I,,POINT (79035.8751000017 400302.6961000003)
convergenties_kenmerk.1740,T-knooppunt,C,N,104.2#,,'KP.ZOOMLAND'ROOSENDAAL (RW58),R,234.44299316,004,KPK0001207690,I,,POINT (80569.20789999887 390526.8909999989)
convergenties_kenmerk.1741,T-knooppunt,I,N,104.0r,,'KP.ZOOMLAND'ROTTERDAM VBW. r(RW58),R,234.1000061,004,KPK0001207691,I,,POINT (80475.92300000042 390860.65569999814)
convergenties_kenmerk.1742,Halfklaverblad-aansluiting,I,N,28.2b,11,'GOUDA'VBW. b,R,28.56299973,012,KPK0001207898,I,,POINT (106688.66340000182 449274.5069000013)
convergenties_kenmerk.1743,Haarlemmermeer-aansluiting,I,N,33.1d,12,'REEUWIJK'VBW. d,R,32.93899918,012,KPK0001207909,I,,POINT (109702.46209999919 452352.0034000017)
convergenties_kenmerk.1744,,I,N,34.2n,,BS.PPL.+ REST. VBW. n,R,34.08599854,012,KPK0001207915,I,,POINT (110486.88540000096 453110.87420000136)
convergenties_kenmerk.1745,Halfklaverblad-aansluiting,C,N,35.1d,7,'LEIDEN'VBW. d,R,34.72000122,004,KPK0001426435,I,,POINT (93922.01080000028 460715.3198999986)
convergenties_kenmerk.1746,T-knooppunt,I,N,0.0#,,'KP.HOFVLIET',R,35.9070015,004,KPK0001426443,I,,POINT (92998.20529999956 460018.4734000005)
convergenties_kenmerk.1747,T-aansluiting halfklaverblad,I,N,33.6b,6a,'ZOETERWOUDE-RIJNDIJK'VBW. b,R,33.82799911,004,KPK0001426455,I,,POINT (94572.83260000125 461326.47729999945)
convergenties_kenmerk.1748,Halfklaverblad-aansluiting,I,N,35.1b,7,'ZOETERWOUDE-DORP'VBW. b,R,35.24399948,004,KPK0001426468,I,,POINT (93455.93290000036 460458.1345999986)
convergenties_kenmerk.1749,T-knooppunt,I,N,0.0#,,'KP.HOFVLIET',R,36.82099915,004,KPK0001426477,I,,POINT (92297.02849999815 459430.6020000018)
convergenties_kenmerk.1750,,I,N,133.9m,,BS.PPL.'VELDER',R,134.33500671,002,KPK0001472712,I,,POINT (153138.94090000167 396329.0566000007)
convergenties_kenmerk.1751,Niet indeelbaar,C,N,0.0#,,HOORN 'PRVINCIALEWEG',R,32.10499954,007,KPK0001427161,I,,POINT (131102.23070000112 518089.92229999974)
convergenties_kenmerk.1752,Halfklaverblad-aansluiting,I,N,139.0d,17,'RAVENSTEIN'VBW. d,R,138.70300293,050,KPK0001428523,I,,POINT (173122.02589999884 422024.3379999995)
convergenties_kenmerk.1753,,I,N,0.0#,,BS.,R,224.06700134,015,KPK0001459124,I,,POINT (234902.56340000033 444961.9611000009)
convergenties_kenmerk.1754,,I,N,0.0#,,BS.,R,224.02400208,015,KPK0001459125,I,,POINT (234880.39139999822 444925.1182000004)
convergenties_kenmerk.1755,Halfklaverblad-aansluiting,I,N,235.1d,11,'GROENLO-LAARBERG'VBW. d,R,234.91099548,015,KPK0001459141,I,,POINT (240235.7030000016 453064.98900000006)
convergenties_kenmerk.1756,Haarlemmermeer-aansluiting,I,N,52.5d,,'SIDDEBUREN'VBW. d,R,52.4280014,033,KPK0001459694,I,,POINT (254396.38940000162 585424.3293000013)
convergenties_kenmerk.1757,Niet indeelbaar,C,N,5.0p,,'KP.PR.CLAUSPLEIN'RIJSWIJK-ZUID VBW.p(RW12),R,47.72200012,004,KPK0001426508,I,,POINT (84582.2479000017 451849.5747000016)
convergenties_kenmerk.1758,Niet indeelbaar,C,N,37.4m,,'ZOETERWOUDE'RANG.BAAN m,R,37.70600128,004,KPK0001426627,I,,POINT (91736.94330000132 458744.3145000003)
convergenties_kenmerk.1759,Klaverbladknooppunt,I,N,115.7v,,'KP.DEIL'UTRECHT VBW. v(RW15),R,90.58499908,002,KPK0001474338,I,,POINT (144129.73090000078 429759.42350000143)
convergenties_kenmerk.1760,Haarlemmermeer-aansluiting,C,N,35.8m,,'ANTWERPEN'RANG.BAAN m,R,35.90000153,016,KPK0001427932,I,,POINT (104068.48719999939 423251.9096000008)
convergenties_kenmerk.1761,Pseudo Halfklaverblad-aansluiting,I,N,41.8m,20,'DORDRECHT'RANG.BAAN m,R,41.8370018,016,KPK0001427964,I,,POINT (103203.51619999856 417442.0020000003)
convergenties_kenmerk.1762,Pseudo Halfklaverblad-aansluiting,C,N,38.5j,20,'DORDRECHT'VBW. j,R,38.72499847,016,KPK0001428065,I,,POINT (103974.13439999893 420457.6953999996)
convergenties_kenmerk.1763,Pseudo Halfklaverblad-aansluiting,I,N,39.1b,20,'DORDRECHT'VBW. b,R,39.14899826,016,KPK0001428069,I,,POINT (103914.46860000119 420043.15139999986)
convergenties_kenmerk.1764,Halfklaverblad-aansluiting,C,N,4.3d,1,'MEERSTAD'VBW. d,R,4.23899984,046,KPK0001459756,I,,POINT (236990.7210999988 582404.8610000014)
convergenties_kenmerk.1765,Niet indeelbaar,I,N,0.0#,,'SINT-PETERSBURGWEG',R,4.20599985,046,KPK0001459757,I,,POINT (237009.88340000063 582641.4952999987)
convergenties_kenmerk.1766,Pseudo Overig volledig knooppunt,C,N,43.4n,,'KP.PR.CLAUSPLEIN'LEIDSCHENDAM RANG.BAAN n,R,43.27299881,004,KPK0001426678,I,,POINT (87731.23860000074 454907.4508000016)
convergenties_kenmerk.1767,Niet indeelbaar,I,N,0.0#,,'RUSKENVEEN' (N372),R,193.36399841,007,KPK0001466929,I,,POINT (230071.61190000176 579767.3889000006)
convergenties_kenmerk.1768,Niet indeelbaar,I,N,0.0#,,'EUROPAWEG',R,204.89700317,007,KPK0001466931,I,,POINT (237997.34980000183 580523.3971999995)
convergenties_kenmerk.1769,,I,N,62.3p,,PPL.'TOLNEGEN'+ REST.'STROE',R,62.5,001,KPK0001444704,I,,POINT (174907.00499999896 466508.1678000018)
convergenties_kenmerk.1770,Halfklaverblad-aansluiting,I,N,64.1b,17,'STROE'VBW. b,R,64.22499847,001,KPK0001444706,I,,POINT (176513.1900999993 467111.78390000015)
convergenties_kenmerk.1771,,I,N,68.2q,,PPL.'DE STRUBBEN',R,68.02999878,001,KPK0001444709,I,,POINT (180271.03220000118 467720.60130000114)
convergenties_kenmerk.1772,Halfklaverblad-aansluiting,I,N,69.2d,18,'KOOTWIJK'VBW. d,R,69.05000305,001,KPK0001444711,I,,POINT (181269.08419999853 467908.7234000005)
convergenties_kenmerk.1773,Halfklaverblad-aansluiting,I,N,69.9b,18,'KOOTWIJK'VBW. b,R,70.04199982,001,KPK0001444714,I,,POINT (182252.03570000082 468020.51509999856)
convergenties_kenmerk.1774,,I,N,73.9m,,BS.PPL.'LUCASGAT',R,74.1269989,001,KPK0001444716,I,,POINT (185869.17500000075 467379.3247000016)
convergenties_kenmerk.1775,T-aansluiting halfklaverblad,I,N,71.2s,,'KP.PRINCEVILLE'BREDA-WEST VBW. s(RW58),R,61.81100082,016,KPK0001443805,I,,POINT (109194.23039999977 398869.87790000066)
convergenties_kenmerk.1776,Niet indeelbaar,I,N,71.8m,,BS.PPL.+REST.'HAZELDONK-WEST',R,71.95200348,016,KPK0001443825,I,,POINT (109831.92949999869 389080.11569999903)
convergenties_kenmerk.1777,Haarlemmermeer-aansluiting,I,N,10.9d,17,'OOSTERHOUT-ZUID'VBW. d,R,10.76200008,027,KPK0001443923,I,,POINT (119026.90540000051 404024.7729999982)
convergenties_kenmerk.1778,Haarlemmermeer-aansluiting,I,N,14.1b,19,'OOSTERHOUT'VBW. b,R,14.21800041,027,KPK0001443934,I,,POINT (120059.50510000065 407163.4488000013)
convergenties_kenmerk.1779,Niet indeelbaar,I,N,18.4b,,'KP.HOOIPOLDER'RAAMSDONKSVEER VBW. b,R,18.51000023,027,KPK0001443937,I,,POINT (120266.97159999982 411405.0654999986)
convergenties_kenmerk.1780,,I,N,0.0#,,BS.,R,25.06500053,027,KPK0001443959,I,,POINT (122541.46049999818 417267.5282999985)
convergenties_kenmerk.1781,,I,N,25.8m,,BS.PPL.'DE KEIZER',R,25.94300079,027,KPK0001464325,I,,POINT (122915.48079999909 418057.5742000006)
convergenties_kenmerk.1782,Haarlemmermeer-aansluiting,I,N,176.9b,34,'VALKENSWAARD'VBW. b,R,177.022995,002,KPK0001425610,I,,POINT (166082.6777999997 373065.2054999992)
convergenties_kenmerk.1783,Niet indeelbaar,I,N,0.0#,,VBW. c (RW59),R,130.79699707,050,KPK0001438732,I,,POINT (167698.3225999996 416355.47360000014)
convergenties_kenmerk.1784,Niet indeelbaar,I,N,0.0#,,'GRAAFSEBAAN',R,156.80900574,059,KPK0001438797,I,,POINT (167738.9572999999 416334.01469999924)
convergenties_kenmerk.1785,Halfklaverblad-aansluiting,I,N,156.4d,53,'OSS-OOST'VBW. d,R,156.26400757,059,KPK0001438894,I,,POINT (167748.70259999856 416105.6118000001)
convergenties_kenmerk.1786,Haarlemmermeer-aansluiting,I,N,49.3d,37,'LIESSEL'VBW. d,R,49.19900131,067,KPK0001438932,I,,POINT (187740.75820000097 378314.16259999946)
convergenties_kenmerk.1787,Niet indeelbaar,I,N,0.0#,,'CALAMITEITENROUTE',R,28.29899979,073,KPK0001438984,I,,POINT (202797.57429999858 364282.3392999992)
convergenties_kenmerk.1788,,I,N,0.0#,,BUSBAAN,R,86.69200134,001,KPK0001422490,I,,POINT (197701.69680000097 466449.616799999)
convergenties_kenmerk.1789,Pseudo Klaverbladknooppunt,I,N,203.5w,,'KP.BEEKBERGEN'HENGELO VBW. w(RW50),R,87.39399719,001,KPK0001422491,I,,POINT (198355.22610000148 466735.2380999997)
convergenties_kenmerk.1790,Pseudo Klaverbladknooppunt,C,N,204.3r,,'KP.BEEKBERGEN'HENGELO VBW. r(RW50),R,88.13500214,001,KPK0001422492,I,,POINT (198970.96499999985 467142.4549999982)
convergenties_kenmerk.1791,Niet indeelbaar,I,N,0.0#,,'HOLTEN' (N332),R,119.61100006,001,KPK0001422515,I,,POINT (224026.2553000003 474043.8830999993)
convergenties_kenmerk.1792,Niet indeelbaar,I,N,0.0#,,'LAREN' (N332),R,119.65499878,001,KPK0001422517,I,,POINT (224124.30840000138 473893.7336000018)
convergenties_kenmerk.1793,Niet indeelbaar,I,N,0.0#,,'MARKELO' (N350),R,124.45600128,001,KPK0001422520,I,,POINT (227927.39699999988 475640.17599999905)
convergenties_kenmerk.1794,Niet indeelbaar,C,N,0.0#,,'ORANJELAAN' (N303),R,51.12200165,028,KPK0001437944,I,,POINT (170847.5399999991 482402.0410999991)
convergenties_kenmerk.1795,Klaverbladknooppunt,I,N,85.1e,,'KP.HATTEMERBROEK'ARNHEM VBW. e,R,84.48000336,028,KPK0001437949,I,,POINT (198326.61930000037 499764.3590000011)
convergenties_kenmerk.1796,Klaverbladknooppunt,I,N,238.0w,,'KP.HATTEMERBROEK'ZWOLLE VBW. w(RW50),R,85.14600372,028,KPK0001437963,I,,POINT (198179.35440000147 499969.16490000114)
convergenties_kenmerk.1797,Niet indeelbaar,I,N,0.0#,,'SCHUTSTRAAT',R,141.92799377,028,KPK0001437979,I,,POINT (227687.88720000163 526342.7362000011)
convergenties_kenmerk.1798,Haarlemmermeer-aansluiting,I,N,41.1b,10,'STRAND NULDE'VBW. b,R,41.19800186,028,KPK0001438041,I,,POINT (165271.32970000058 475740.60810000077)
convergenties_kenmerk.1799,Klaverbladknooppunt,I,N,85.3m,,'KP.HATTEMERBROEK'EMMELOORD RANG.BAAN m,R,85.46299744,028,KPK0001438089,I,,POINT (198411.0315000005 500182.6486000009)
convergenties_kenmerk.1800,Klaverbladknooppunt,I,N,238.9v,,'KP.HATTEMERBROEK'AMERSFOORT VBW. v(RW50),R,85.30799866,028,KPK0001438090,I,,POINT (198287.37570000067 500092.7382999994)
convergenties_kenmerk.1801,Klaverbladknooppunt,C,N,238.9r,,'KP.HATTEMERBROEK'GRONINGEN VBW. r(RW50),R,86.24500275,028,KPK0001438104,I,,POINT (199020.2446999997 500693.5788999982)
convergenties_kenmerk.1802,Pseudo Haarlemmermeer-aansluiting,C,N,91.6d,18,'ZWOLLE-ZUID'VBW. d,R,91.34799957,028,KPK0001438132,I,,POINT (200690.7250000015 501908.81540000066)
convergenties_kenmerk.1803,Halfklaverblad-aansluiting,I,N,23.6b,20,'FRANEKER'VBW. b,R,23.75,031,KPK0001438381,I,,POINT (165736.53379999846 579392.9037000015)
convergenties_kenmerk.1804,Halfklaverblad-aansluiting,I,N,23.6d,20,'FRANEKER'VBW. d,R,23.40500069,031,KPK0001438382,I,,POINT (165389.47159999982 579362.3806000017)
convergenties_kenmerk.1805,Pseudo Haarlemmermeer-aansluiting,I,N,30.4d,21,'DRONRYP'VBW. d,R,30.20700073,031,KPK0001438384,I,,POINT (172108.495099999 579375.5045999996)
convergenties_kenmerk.1806,Pseudo Haarlemmermeer-aansluiting,I,N,31.3b,21,'DRONRYP'VBW. b,R,31.50200081,031,KPK0001438387,I,,POINT (173389.79949999973 579534.2800999992)
convergenties_kenmerk.1807,,I,N,33.0m,,BS.PPL.'DE MIEDEN',R,33.13800049,031,KPK0001438388,I,,POINT (175004.96649999917 579831.497299999)
convergenties_kenmerk.1808,Haarlemmermeer-aansluiting,I,N,34.8d,22,'MARSUM'VBW. d,R,34.65399933,031,KPK0001438390,I,,POINT (176490.18389999866 580110.1975000016)
convergenties_kenmerk.1809,Pseudo Haarlemmermeer-aansluiting,I,N,92.5n,,'ZWOLLE-ZUID'RANG.B n,R,92.21399689,028,KPK0001438147,I,,POINT (201332.37680000067 502499.3841999993)
convergenties_kenmerk.1810,Pseudo Haarlemmermeer-aansluiting,I,N,94.0b,19,'ZWOLLE-CENTRUM'VBW. b,R,94.19999695,028,KPK0001438157,I,,POINT (202780.7157999985 503884.0736999996)
convergenties_kenmerk.1811,Haarlemmermeer-aansluiting,I,N,95.8d,20,'ZWOLLE-NOORD'VBW. d,R,95.48200226,028,KPK0001438171,I,,POINT (203924.4327000007 504386.1495999992)
convergenties_kenmerk.1812,Haarlemmermeer-aansluiting,I,N,96.4b,20,'ZWOLLE-NOORD'VBW. b,R,96.60600281,028,KPK0001438191,I,,POINT (205025.99769999832 504605.4158000015)
convergenties_kenmerk.1813,T-knooppunt,I,N,98.4u,21,'OMMEN'VBW. u,R,98.10800171,028,KPK0001438196,I,,POINT (206472.83029999956 504967.02109999955)
convergenties_kenmerk.1814,T-knooppunt,I,N,98.8s,21,'OMMEN'VBW. s,R,99.01100159,028,KPK0001438208,I,,POINT (207236.66840000078 505443.79239999875)
convergenties_kenmerk.1815,Haarlemmermeer-aansluiting,I,N,46.6b,,'NOORDBROEK'VBW. b,R,46.71099854,033,KPK0001438478,I,,POINT (255581.78339999914 579939.3379000016)
