Ministerie;Leverancier;3000 - Uitbesteden overig;3110 - Uitbesteden organisatie- en formatieadviesopdrachten;3120 - Uitbesteden beleidsadvies- en onderzoeksopdrachten;3130 - Uitbesteden communicatie adviesopdrachten;3140 - Uitbesteden juridische adviesopdrachten;3150 - Uitbesteden ICT-adviesopdrachten;3160 - Uitbesteden accountancy en financiën;Eindtotaal
EZK;DS Ontwerp en Onderzoek B.V.;;;2;;;;;2
EZK;Duel;;;1;;;;;1
EZK;Duff & Phelps;;;3;;;;;3
EZK;DuneWorks B.V.;;;2;;;;;2
EZK;DuretTrip Notarissen N.V.;;;2;;;;;2
EZK;Dutch Association Geothermal Operators (DAGO);;;2;;;;;2
EZK;Dutch Boosting Group;;;2;;;;;2
EZK;Dutch Research Institute for Transitions B.V.;;;2;;;;;2
EZK;Duurzaam Gebouwd B.V.;;;2;;;;;2
EZK;E & M Exportmanagement B.V.;;;3;;;;;3
EZK;E. Luken;;;2;;;;;2
EZK;E4 Consulting;;;2;;;;;2
EZK;Eau de Vie;;;1;;;;;1
EZK;Ebmc Nederland B.V.;;;1;;;;;1
EZK;EBN B.V.;;;2;;;;;2
EZK;ECN part of TNO;;;3;;;;;3
EZK;ECN Wind Energy Facilities B.V.;;;2;;;;;2
EZK;ecoengineers;;;2;;;;;2
EZK;Eco-movement B.V.;;;2;;;;;2
EZK;eConnect International B.V.;;;2;;;;;2
EZK;Economic Insights Pty Ltd;;;2;;;;;2
EZK;Economic Sense Pty Ltd;;;2;;;;;2
EZK;Ecoreview;;;1;;;;;1
EZK;Ecorys B.V.;;;2;;;;;2
EZK;ECORYS Nederland B.V.;;;6;;;;;6
EZK;Ecovia Intelligence;;;2;;;;;2
EZK;EDC Environmental & Dredging Consultancy;;;2;;;;;2
EZK;Edelmetaal Waarborg Nederland B.V.;;;1;;;;;1
EZK;Eden Springs Nederland B.V.;;;1;;;;;1
EZK;Ednoco LLC;;;3;;;;;3
EZK;Eetcafé De Boerderij;;;1;;;;;1
EZK;Effe checken;;;1;;;;;1
EZK;Effectory Holding B.V.;;;3;;;;;3
EZK;Egyptian Export Council for Handicrafts (EECH);;;1;;;;;1
EZK;Eiffel B.V.;2;;7;;;;;7
EZK;Eigeman-ID;;;2;;;;;2
EZK;Eigen Zaken B.V.;;;2;;;;;2
EZK;Eiland;;;1;;;;;1
EZK;Eileen;;;1;;;;;1
EZK;Ekinetix B.V.;;;3;;;;;3
EZK;Eldiger B.V.;;;1;;;;;1
EZK;elewaut@efm;;;3;;;;;3
EZK;Elvenstone Networks;;;1;;;;;1
EZK;EMMA Communicatie B.V.;;;4;;;;;4
EZK;Emobility Consulting B.V.;;;2;;;;;2
EZK;Emodz B.V.;;;2;;;;;2
EZK;Employee Performance Group B.V.;;;2;;;;;2
EZK;Enact Sustainable Strategies B.V.;;;4;;;;;4
EZK;Energie ambassadeur;;;3;;;;;3
EZK;Energie Media B.V.;;;3;;;;;3
EZK;Energieagentur.NRW c/o EE Energy Engineers GmbH;;;3;;;;;3
EZK;Energieonderzoek Centrum Nederland;;;3;;;;;3
EZK;Energiepartners B.V.;;;2;;;;;2
EZK;Energized.org;;;2;;;;;2
EZK;Energy Circle B.V.;;;1;;;;;1
EZK;Energy Indeed;;;2;;;;;2
EZK;EnergyGo B.V.;;;1;;;;;1
EZK;Enova SF;;;2;;;;;2
EZK;Entopic B.V.;;;1;;;;;1
EZK;Entry Technology Support B.V.;;;2;;;;;2
EZK;EPB Center B.V.;;;1;;;;;1
EZK;Equio bvba;;;2;;;;;2
EZK;Equipoise B.V.;;;2;;;;;2
EZK;Ergo B.V.;;;2;;;;;2
EZK;Ernst & Young Accountants LLP;;;6;;;;;6
EZK;ESB B.V.;;;2;;;;;2
EZK;Espace Rural Consultancy;;;1;;;;;1
EZK;Esri Nederland;;;1;;;;;1
EZK;Ethics at Work;;;2;;;;;2
EZK;Eufores;;;1;;;;;1
EZK;Eur. Regional Affairs Consultants (Erac) B.V.;;;2;;;;;2
EZK;Eurobras Trading;;;4;;;;;4
EZK;Euroconsult Mott MacDonald B.V.;;;4;;;;;4
EZK;European Economic Research Limited;;;4;;;;;4
EZK;European Hydrogen Association (EHA);;;2;;;;;2
EZK;European Policy Solutions;;;1;;;;;1
EZK;Europese Investeringsbank;;;3;;;;;3
EZK;EV Consult B.V.;;;3;;;;;3
EZK;Evangelische Gemeente Ten Boer;;;1;;;;;1
EZK;Everts Geotechniek B.V.;;;3;;;;;3
EZK;every media;;;2;;;;;2
EZK;Evidensia Dierenklinieken B.V.;;;1;;;;;1
EZK;Evidensia NL Dierenklinieken B.V.;;;1;;;;;1
EZK;Evidensia Vets & Pets Dierenklinieken B.V.;;;1;;;;;1
EZK;Evite Services B.V.;;;2;;;;;2
EZK;EVO Fenedex;;;5;;;;;5
EZK;Except B.V.;;;2;;;;;2
EZK;Experience;;;1;;;;;1
EZK;Expo Display Service;;;1;;;;;1
EZK;EXPO Dubai 2020;;;1;;;;;1
EZK;EXTERUS B.V.;;;1;;;;;1
EZK;EyeOpenerWorks;;;2;;;;;2
EZK;F.E. Kwakman Beheer B.V.;;;1;;;;;1
EZK;Fackwerk Management en Advies B.V.;;;1;;;;;1
EZK;Factor Vijf;;;3;;;;;3
EZK;Fair & Sustainable Consulting B.V.;;;4;;;;;4
EZK;Fair Venture Consulting Limited;;;2;;;;;2
EZK;FairMatch Support B.V.;;;2;;;;;2
EZK;FairMatch Support West Africa;;;1;;;;;1
EZK;Famka Beheer B.V.;;;1;;;;;1
EZK;Fari B.V.;;;1;;;;;1
EZK;FarmHackNL;;;1;;;;;1
EZK;Farminform B.V.;;;1;;;;;1
EZK;Fashion Production Solutions;;;4;;;;;4
EZK;Federatie Creatieve Industrie;;;2;;;;;2
EZK;Ferro Explore B.V.;;;2;;;;;2
EZK;Fichtner GmbH & Co 49;;;3;;;;;3
EZK;Fidato B.V.;;;;;;2;;2
EZK;Fier B.V.;;;3;;;;;3
EZK;Figueres Consultancy;;;2;;;;;2
EZK;Finaid B.V.;;;1;;;;;1
EZK;Finanzas Comercio e Inversion, S.A. de C.V.;;;1;;;;;1
EZK;First Consulting B.V.;;;7;;;;;7
EZK;Five One Labs;;;1;;;;;1
EZK;Fletcher Boutique Hotel Restaurant Duinoord;;;1;;;;;1
EZK;Fletcher Hotel Exploitaties B.V.;;;1;;;;;1
EZK;Fletcher Hotel Paleis Het Stadhouderlijk Hof;;;1;;;;;1
EZK;Flexiblepower Alliance Network;;;1;;;;;1
EZK;Flexmail NV;;;1;;;;;1
EZK;FloodConsult;;;2;;;;;2
EZK;Flos Vingerhoets Illustratie;;;1;;;;;1
EZK;FlowerWatch B.V.;;;1;;;;;1
EZK;Flying Elephants;;;2;;;;;2
EZK;Foglet;;;2;;;;;2
EZK;Fokbedrijf Bosman B.V.;;;1;;;;;1
EZK;FONDATION AGRITERRA RDC;;;1;;;;;1
EZK;Fortelle;;;2;;;;;2
EZK;Forward Data SL;;;2;;;;;2
EZK;Forward in fashion B.V.;;;1;;;;;1
EZK;Forzes;;;1;;;;;1
EZK;Fox-IT;;;1;;;;;1
EZK;Fraunhofer Institute for Solar Energy Systems ISE;;;1;;;;;1
EZK;Fresh Studio Innovations Asia Ltd;;;1;;;;;1
EZK;Fresh Studio Myanmar;;;2;;;;;2
EZK;Friso Advies;;;3;;;;;3
EZK;Frisse Blikken ondernemen met talent B.V.;;;2;;;;;2
EZK;Fronteer B.V.;;;2;;;;;2
EZK;Frontier Economics Ltd;;;4;;;;;4
EZK;Frontier Ventures B.V.;;;2;;;;;2
EZK;Fruit Consultancy Europe B.V.;;;4;;;;;4
EZK;Fruitbedrijf de Lindeboom;;;1;;;;;1
EZK;FTI Consulting;;;1;;;;;1
EZK;Fugro Netherlands Marine B.V.;;;9;;;;;9
EZK;Fugro NL Land B.V.;;;7;;;;;7
EZK;Fugro Survey B.V.;;;7;;;;;7
EZK;Fundación ECSIM;;;2;;;;;2
EZK;Fundación Solidaridad;;;1;;;;;1
EZK;Futureconsult B.V.;;;2;;;;;2
EZK;FutureWater;;;2;;;;;2
EZK;G.J.J. Scholte Holding B.V.;;;1;;;;;1
EZK;GaiaVision B.V.;;;2;;;;;2
EZK;Gaimed B.V.;;;2;;;;;2
EZK;Gartner Nederland B.V.;4;;;;;;;4
EZK;Gartner U.K. Limited;1;;;;;;;1
EZK;Gas and Oil technologies Collaboration Program (GOT CP);;;2;;;;;2
EZK;Gasunie Engineering B.V.;;;2;;;;;2
EZK;Geelen Infinitus Energy Solutions;;;2;;;;;2
EZK;Gendika B.V.;;;1;;;;;1
EZK;General Secreteriat for Research and Technology;;;1;;;;;1
EZK;Generation Energy B.V.;;;2;;;;;2
EZK;Genootschap Onze Taal;;;1;;;;;1
EZK;Geoconsult Noord B.V.;;;3;;;;;3
EZK;Geodan B.V.;;;1;;;;;1
EZK;Geonius Geotechniek B.V.;;;1;;;;;1
EZK;Geoserve B.V.;;;4;;;;;4
EZK;Geostructures;;;1;;;;;1
EZK;Gereformeerde kerk de Hoeksteen;;;1;;;;;1
EZK;Gerrits Advocaten B.V.;;;1;;2;;;2
EZK;GerVin Enterprise;;;1;;;;;1
EZK;Gesprek in Beweging;;;1;;;;;1
EZK;Getbyte S.A.C.;;;2;;;;;2
EZK;GFK Panel Services Benelux;;;2;;;;;2
EZK;GGNI International B.V.;;;4;;;;;4
EZK;GH+O;;;5;;;;;5
EZK;Ghana Design Network;;;2;;;;;2
EZK;Ghana Netherlands Business & Culture Council;;;1;;;;;1
EZK;Ghana Netherlands Business and Culture Council;;;1;;;;;1
EZK;Giarte Services B.V.;1;;;;;;;1
EZK;Giraffe Consulting Limited;;;2;;;;;2
EZK;Global Experience Specialists (GES) Limited;;;1;;;;;1
EZK;Global Fresh Solutions;;;1;;;;;1
EZK;Global Intelligence Alliance Germany GmbH;;;1;;;;;1
EZK;Global Public Management Consulting B.V.;;;1;;;;;1
EZK;Global Resilient Cities Network;;;2;;;;;2
EZK;Globally Cool B.V.;;;5;;;;;5
EZK;Gloudemans;;;2;;;;;2
EZK;GNKS Consult B.V.;;;3;;;;;3
EZK;Go Global Egypt;;;1;;;;;1
EZK;Go! Good Opportunity;;;4;;;;;4
EZK;Goan Peng International;;;2;;;;;2
EZK;Goeije Communicatie;;;2;;;;;2
EZK;Goodwell Investments B.V.;;;2;;;;;2
EZK;Grand Hôtel Amrâth Kurhaus B.V.;;;1;;;;;1
EZK;Grazie Grazie B.V.;;;1;;;;;1
EZK;Green Giraffe Capital Partners B.V.;;;2;;;;;2
EZK;Green Heart Tourism;;;1;;;;;1
EZK;Green Wave;;;2;;;;;2
EZK;Green Works Consultancy;;;1;;;;;1
EZK;Greenvis B.V.;;;1;;;;;1
EZK;Groenendijk Notulistenservice;;;1;;;;;1
EZK;Groeneveld B.V.;;;1;;;;;1
EZK;Groenholland: Geo-Energiesystemen B.V.;;;1;;;;;1
EZK;Grp. Fabr. van Mach. v.d. Voed. Genotm.ind.;;;4;;;;;4
EZK;Grupo Estructurando SAS;;;1;;;;;1
EZK;GT-Advies;;;1;;;;;1
EZK;GTAP Center for Global Trade Analyses Dep of Agr Ec Purdue University;;;;;;1;;1
EZK;Guido de Ruiter Advies & Procesmanagement;;;1;;;;;1
EZK;Gustavo Ferro Consulting;;;1;;;;;1
EZK;H.J.M. Zonderland Fotografie;;;1;;;;;1
EZK;H+N+S B.V.;;;2;;;;;2
EZK;Handelshuis Atlantis B.V.;;;1;;;;;1
EZK;Hans Vos Advies;;;1;;;;;1
EZK;Harmelink Consulting & Projectmanagement;;;1;;;;;1
EZK;Hart Optreden;;;1;;;;;1
EZK;Haskoning B.V.;;;2;;;;;2
EZK;HASKONINGDHV MYANMAR CO., LTD.;;;2;;;;;2
EZK;HaskoningDHV Nederland B.V.;;;6;;;;;6
EZK;Hatam & Nouri LLC;;;2;;;;;2
EZK;Haute Equipe;;;2;;;;;2
EZK;HCP international;;;1;;;;;1
EZK;HD Cotterell B.V.;;;2;;;;;2
EZK;HE Den Haag B.V.;;;1;;;;;1
EZK;HeadFirst B.V.;7;2;;;;4;;7
EZK;Heavenswater B.V.;;;2;;;;;2
EZK;Hekkelman Advocaten N.V.;;;1;;;;;1
EZK;Helder en Duidelijk;;;1;;;;;1
EZK;Hemelrijk Lelystad B.V.;;;1;;;;;1
EZK;Hera;;;2;;;;;2
EZK;Herrmann;;;2;;;;;2
EZK;Hervormd Verenigings Gebouw;;;1;;;;;1
EZK;Het Gegevenshuis;;;2;;;;;2
EZK;Het Muntgebouw-Utrecht B.V.;;;2;;;;;2
EZK;Het Nederlands Openluchtmuseum;;;2;;;;;2
EZK;Het Nederlandse Rode Kruis Afdeling Lelystad;;;2;;;;;2
EZK;Het NIC B.V.;;;2;;;;;2
EZK;Het Pleidooi;;;1;;;;;1
EZK;Het Scheepvaartmuseum Enterprise B.V.;;;2;;;;;2
EZK;HEYDAY Consultancy & Detachering B.V.;2;;;;;;;2
EZK;HJ Water & Food;;;3;;;;;3
EZK;HKV Lijn in Water B.V.;;;4;;;;;4
EZK;Hoeve Advies B.V.;;;1;;;;;1
EZK;Hogeschool Zeeland/Hogeschool Zeeland (WEB);;;3;;;;;3
EZK;Hokra B.V.;;;1;;;;;1
EZK;Holding Beheermaatschappij Ropeni B.V.;;;1;;;;;1
EZK;Holding Company for Water & Wastewater;;;1;;;;;1
EZK;Holland GreenTech;;;2;;;;;2
EZK;Holland Promotion B.V.;;;1;;;;;1
EZK;Holland Promotions;;;1;;;;;1
EZK;Holland Solar;;;1;;;;;1
EZK;Holland Webshops B.V.;;;1;;;;;1
EZK;HollandDoor Coöperatie UA;;;3;;;;;3
EZK;Hollandia Wassenaar B.V.;;;2;;;;;2
EZK;Hollandse Hoogte B.V.;;;1;;;;;1
EZK;Homad B.V.;;;2;;;;;2
EZK;Hondentrimsalon Takkie;;;1;;;;;1
EZK;Hong Kong Head;;;6;;;;;6
EZK;Hoogendoorn Automatisering B.V.;;;2;;;;;2
EZK;Horeca Exploitatie West-Ende B.V.;;;1;;;;;1
EZK;Horizon Marktonderzoek;;;1;;;;;1
EZK;Hostellerie Munten B.V.;;;1;;;;;1
EZK;Hotel Akersloot;;;1;;;;;1
EZK;Hotel Exploit. Maatschappij Bluefinger B.V.;;;1;;;;;1
EZK;Hotel Lunchroom Hendriks B.V.;;;1;;;;;1
EZK;Hotel Spoorzicht & Spa B.V.;;;1;;;;;1
EZK;Hotel Tiel;;;1;;;;;1
EZK;Hotel Uden-Veghel Exploitatie B.V.;;;1;;;;;1
EZK;Hotel Villa Ruimzicht B.V.;;;1;;;;;1
EZK;Hotel YUME Hoogeveen B.V.;;;1;;;;;1
EZK;Hotel-Café-Restaurant 'West-End' Expl. B.V.;;;1;;;;;1
EZK;Hotel-Café-Restaurant 'Zwolle' B.V.;;;1;;;;;1
EZK;Hotel-restaurant 'Het Gemeentehuis';;;1;;;;;1
EZK;House of Performance B.V.;;;2;;;;;2
EZK;HowAboutYou B.V.;;;1;;;;;1
EZK;HPVL Consult;;;2;;;;;2
EZK;Huis van Verbeelding;;;;;;1;;1
EZK;Human Rights at Work;;;2;;;;;2
EZK;Hutten Catering B.V.;;;1;;;;;1
EZK;Huygen Ingenieurs & Adviseurs B.V.;;;1;;;;;1
EZK;Hydriade;;;2;;;;;2
EZK;Hydrocapacity;;;2;;;;;2
EZK;I & O Research B.V.;;;3;;;;;3
EZK;I.D. Image Development;;;2;;;;;2
EZK;I2L, instituut voor innovatie en leren;;;2;;;;;2
EZK;IAF;;;2;;;;;2
EZK;IBM Belgium/Luxembourg;;;2;;;;;2
EZK;IBM Nederland B.V.;5;;;;;;;5
EZK;IBR Holding B.V.;;;1;;;;;1
EZK;ICI Business;;;4;;;;;4
EZK;ICLEI European Secretariat GmbH;;;2;;;;;2
EZK;ICUC Consultants Pvt. Ltd.;;;2;;;;;2
EZK;ID & G Management Consultancy;;;1;;;;;1
EZK;id&dn;;;1;;;;;1
EZK;Ideeaanzee B.V.;;;1;;;;;1
EZK;IdeiaLab;;;2;;;;;2
EZK;Iea Environmental Projects Ltd.;;;2;;;;;2
EZK;Iea Hia Secretariat;;;2;;;;;2
EZK;IEA International Energy Agency;;;2;;;;;2
EZK;Iea SHC / Australian PV Institute;;;1;;;;;1
EZK;If Technology B.V.;;;2;;;;;2
EZK;IJsbrand Design;;;2;;;;;2
EZK;IJsfontein Gamewise B.V.;;;2;;;;;2
EZK;Imago Bouwers;;;2;;;;;2
EZK;iMPACT Booster Holding B.V.;;;2;;;;;2
EZK;Impact Energy AG;;;2;;;;;2
EZK;Improven B.V.;;;2;;;;;2
EZK;Impuls;;;1;;;;;1
EZK;Imthorn Civiel B.V.;;;2;;;;;2
EZK;In Excelsis;;;2;;;;;2
EZK;IN2;;;1;;;;;1
EZK;in60seconds B.V.;;;3;;;;;3
EZK;Infra Kompas B.V.;;;2;;;;;2
EZK;Inge Diepman B.V.;;;1;;;;;1
EZK;Ingenieurb?ro Heitfeld - Schetelig;;;2;;;;;2
EZK;Ingenieursbureau BT Geoconsult B.V.;;;1;;;;;1
EZK;Ingenieursbureau Land B.V.;;;1;;;;;1
EZK;Ingenieursburo Heitfeld-Schetelig GmbH;;;2;;;;;2
EZK;Initiative Media B.V.;;;2;;;;;2
EZK;Inive;;;1;;;;;1
EZK;INNAX gebouw & omgeving B.V.;;;4;;;;;4
EZK;Innoforte;;;1;;;;;1
EZK;Innomics B.V.;;;2;;;;;2
EZK;Innopay NL B.V.;;;4;;;;;4
EZK;Innovatie en Duurzaamheid B.V.;;;4;;;;;4
EZK;InnovationQuarter;;;1;;;;;1
EZK;Innoveins B.V.;;;2;;;;;2
EZK;Inscene Company B.V.;;;1;;;;;1
EZK;Inspire to Act;;;1;;;;;1
EZK;Inst. for Hous. and Urban Devel. Stud. B.V.;;;1;;;;;1
EZK;Instituto de Ingenieria;;;2;;;;;2
EZK;Instituut Maatschappelijke Innovatie;;;2;;;1;;2
EZK;Instituut voor Beleid en Management in de gezondheidszorg;;;2;;;;;2
EZK;Instituut voor Veiligheid en Milieu B.V.;;;1;;;;;1
EZK;Interlinks Consulting Group S.A.C.;;;1;;;;;1
EZK;International Procurement Agency B.V.;;;2;;;;;2
EZK;Interseco Investigations;;;2;;;;;2
EZK;INTI Harvest;;;2;;;;;2
EZK;Intraservice Dienstverlening B.V.;;;4;;;;;4
EZK;inVision Ondertiteling;;;1;;;;;1
EZK;INVISO Communications;;;1;;;;;1
EZK;IRC GHANA;;;2;;;;;2
EZK;Isah B.V.;;;2;;;;;2
EZK;ISGAN;;;2;;;;;2
EZK;IT Equals 3 B.V.;;;1;;;;;1
EZK;Itds Groep B.V.;;;2;;;;;2
EZK;IVA Onderwijs B.V.;;;2;;;;;2
EZK;IVN, Instituut voor Nat.educ. en duurzaamheid;;;4;;;;;4
EZK;J. Kamminga;;;2;;;;;2
EZK;J. Tellinga;;;1;;;;;1
EZK;Jaarbeurs B.V.;;;1;;;;;1
EZK;Jacqueline Spaans Fotografie;;;2;;;;;2
EZK;Jahae Raymakers;;;;;3;;;3
EZK;Jan Deelstra Advies;;;1;;;;;1
EZK;Jan Peeters;;;1;;;;;1
EZK;JBBouwadvies;;;1;;;;;1
EZK;jClarity;1;;;;;;;1
EZK;JCM Context B.V.;;;2;;;;;2
EZK;JMA B.V.;;;1;;;;;1
EZK;jobdronkers;;;2;;;;;2
EZK;Joep Vonk Consulting;;;1;;;;;1
EZK;Jonge Honden 18 C.V.;;;2;;;;;2
EZK;Jonge Honden 2 C.V.;;;2;;;;;2
EZK;Jonge Honden 4 C.V.;;;2;;;;;2
EZK;Jonge Honden B.V.;;;4;;;;;4
EZK;Jongejan Risk Management Consulting B.V.;;;2;;;;;2
EZK;Joost Haenen Strategisch Advies;;;2;;;;;2
EZK;Joost Pierrot Consultancy;;;3;;;;;3
EZK;Jorg Leijten Media;;;;;1;;;1
EZK;Jorritsma Bouw B.V.;;;4;;;;;4
EZK;Jos Feijtel Interimmanagement en Advies;;;3;;;;;3
EZK;JOYConcepts B.V.;;;1;;;;;1
EZK;jskwadraat;;;2;;;;;2
EZK;Judo B.V.;;;1;;;;;1
EZK;Juridisch Adviesbureau Noordhuis;;;;;1;;;1
EZK;JVK-Fotografie;;;1;;;;;1
EZK;KaapZ B.V.;;;1;;;;;1
EZK;Kamangir B.V.;;;2;;;;;2
EZK;Kamphof Veetransport;;;3;;;;;3
EZK;Kampus Dierenhotel;;;1;;;;;1
EZK;Kanai;;;1;;;;;1
EZK;Kansrijp;;;2;;;;;2
EZK;Kantar Netherlands B.V.;;;3;;;;;3
EZK;Kantelingen B.V.;;;2;;;;;2
EZK;Kassing-de Raaphof B.V.;;;4;;;;;4
EZK;Kattenkliniek Felicare;;;1;;;;;1
EZK;KAV Autoverhuur B.V.;;;1;;;;;1
EZK;KAW architecten en adviseurs 1;;;2;;;;;2
EZK;KAW-a B.V.;;;1;;;;;1
EZK;KCM Survey B.V.;;;2;;;;;2
EZK;KEMA International B.V.;;;1;;;;;1
EZK;KEPSA – Sustainable Inclusive Business Kenya;;;2;;;;;2
EZK;Kinepolis Bioscopen Holding B.V.;;;1;;;;;1
EZK;Kingsquare B.V.;;;1;;;;;1
EZK;Kiwa Technology;;;3;;;;;3
EZK;Klasen Geoconsultancy;;;2;;;;;2
EZK;Kleffmann Group Ukraine;;;2;;;;;2
EZK;Klinckenberg Consultants B.V.;;;3;;;;;3
EZK;KLM Health Services B.V.;;;1;;;;;1
EZK;KNN Advies B.V.;;;2;;;;;2
EZK;Koel- en Vrieshuis Klaas de Jong B.V.;;;1;;;;;1
EZK;Kon. Nederlandse Hippische Sportfederatie;;;1;;;;;1
EZK;Kon. Ver. 'Het Ned. Trekpaard & de Haflinger';;;1;;;;;1
EZK;Kon. Ver. Warmbloed Paardenstamboek Nederland;;;1;;;;;1
EZK;Koninkl. Ver. van Nederl. Houtondernemingen;;;2;;;;;2
EZK;Koninklijk Instituut voor de Tropen;;;2;;;;;2
EZK;Koninklijke Burgers' Zoo;;;1;;;;;1
EZK;Koninklijke Haskoning DHV Groep B.V.;;;5;;;;;5
EZK;Koninklijke Metaalunie';;;3;;;;;3
EZK;Koninklijke Nederl. Baseball en Softball Bond;;;1;;;;;1
EZK;Koopman-works;;;3;;;;;3
EZK;Koos B.V.;;;2;;;3;;3
EZK;Korea National Committee Of International Institute Of Refrigeration;;;1;;;;;1
EZK;Korn Ferry Advisory (NL) B.V.;;;1;;;;;1
EZK;Koumans & Partners B.V.;;;2;;;;;2
EZK;KplusV organisatieadvies B.V.;;;2;;;;;2
EZK;KPMG;;;2;;;;;2
EZK;KPMG Advisory N.V.;;;5;;;2;;5
EZK;KPMG Staffing & Facility Services B.V.;3;;2;;;;;3
EZK;KPN B.V.;;;7;;;;;7
EZK;KPN Consulting B.V.;6;;;;;;;6
EZK;Krajowa Agencje Poszanowania Energii S.A.;;;2;;;;;2
EZK;Kruger Swart & Associates;;;1;;;;;1
EZK;Krull Advies;;;1;;;;;1
EZK;Krystel Singh;;;2;;;;;2
EZK;KSG Trainers & Consultants;;;2;;;;;2
EZK;KSO Water Affairs;;;2;;;;;2
EZK;Kuilderd Consulting Ltd;;;1;;;;;1
EZK;Kwa Bedrijfsadviseurs B.V.;;;4;;;;;4
EZK;Kwink Groep B.V.;;;4;;;;;4
EZK;KWR Water B.V.;;;2;;;;;2
EZK;Kyboko Business Development;;;2;;;;;2
EZK;Kyos Energy Consulting B.V.;;;2;;;;;2
EZK;Lagarde Advies B.V.;;;1;;;;;1
EZK;Laheij Gespreksleiding;;;1;;;;;1
EZK;Lammers & van Damme Bouw- en Onderh.bedr.;;;2;;;;;2
EZK;Lamoree Management en Advies;;;4;;;;;4
EZK;Landeshochschulkasse Mainz;;;4;;;;;4
EZK;Landgoed de Uitkijk B.V.;1;;;;;;;1
EZK;Landhotel de IJsvogel;;;1;;;;;1
EZK;Langejan Advies;;;1;;;;;1
EZK;Larive International B.V.;;;2;;;;;2
EZK;Latitud Diez Servicios Integrados S.A.;;;1;;;;;1
EZK;Laura Termeer;;;1;;;;;1
EZK;Laxmi B.V.;;;2;;;;;2
EZK;LBP Sight B.V.;;;4;;;;;4
EZK;Le Bistroquet B.V.;;;1;;;;;1
EZK;Le Mat Consultancy & Advisory;;;2;;;;;2
EZK;Learning Vision;;;1;;;;;1
EZK;Leene Communicatie;;;2;;;;;2
EZK;Lentiz Cursus & Consult B.V.;;;3;;;;;3
EZK;Leuveld Managementsystemen;;;1;;;;;1
EZK;Levin Sources;;;2;;;;;2
EZK;Lex Arkesteijn Advies;;;2;;;;;2
EZK;License Consulting B.V.;2;;;;;;;2
EZK;Ligteringen Advies;;;1;;;;;1
EZK;LijnSpel Coöperatie UA;;;2;;;;;2
EZK;Lingehoeve Diergeneeskunde B.V.;;;1;;;;;1
EZK;Lingeman/Ritsema Rentmeesters en Makel. B.V.;;;;;1;;;1
EZK;LINKIT B.V.;6;;;;;;;6
EZK;Live Action Play;;;1;;;;;1
EZK;Livewords;;;2;1;;;;2
EZK;Local Works;;;1;;;;;1
EZK;LogoChoc B.V.;;;1;;;;;1
EZK;Lohrmann Riehle Lätsch Durach & Partner;;;1;;;;;1
EZK;Loof training en advies B.V.;;;1;;;;;1
EZK;L'Orèl Consultancy B.V.;;;2;;;;;2
EZK;Louk Grauwen Design;;;2;;;;;2
EZK;Loyens & Loeff N.V.;2;;;;;;;2
EZK;Lucalocatelli Ltd;;;2;;;;;2
EZK;LVA INDICES SA;;;1;;;;;1
EZK;Lysias Consulting Group B.V.;;;3;;;;;3
EZK;Maatschap de Vries-Slingerland;;;1;;;;;1
EZK;Maatschap Dierenartsenpraktijk Oost Groningen;;;1;;;;;1
EZK;Maatschap Dierenartsenpraktijk Westerbork;;;1;;;;;1
EZK;MACHI - Asia & Sustainability Consulting;;;2;;;;;2
EZK;Machteld Ooijens - Partnering for Social Imp.;;;3;;;;;3
EZK;Madras Terrace;;;2;;;;;2
EZK;Madurodam B.V.;;;1;;;;;1
EZK;MAEXchange B.V.;;;2;;;;;2
EZK;Makmende Media B.V.;;;1;;;;;1
EZK;MANGO Consult;;;2;;;;;2
EZK;Mannakin Ltd.;;;1;;;;;1
EZK;Mannen met plannen;;;2;;;;;2
EZK;MAP Consultancy;;;1;;;;;1
EZK;MAP traffic management B.V.;;;2;;;;;2
EZK;Marcelien, Media & Presentatie;;;1;;;;;1
EZK;Mare Holland B.V.;;;4;;;;;4
EZK;Maren Bruin;;;1;;;;;1
EZK;Marence & Co;;;1;;;;;1
EZK;Margo Potma Impact Consultancy;;;1;;;;;1
EZK;Maria Margarida Soares de Albergaria Ambar;;;2;;;;;2
EZK;Marianne Zuur;;;1;;;;;1
EZK;Marije Vogelzang;;;1;;;;;1
EZK;Maritime & Transport Business Solutions;;;3;;;;;3
EZK;Marketing for Impact;;;1;;;;;1
EZK;Marmaris Restaurant;;;1;;;;;1
EZK;Martine Coevert Advies;;;1;;;;;1
EZK;Masters catering;;;1;;;;;1
EZK;Mathematical Methods and Models for Engineering M3E s.r.l.;;;3;;;;;3
EZK;Maverick;;;1;;;;;1
EZK;Mavim B.V.;;;2;;;;;2
EZK;Max Value;;;1;;;;;1
EZK;Maycroft Consultancy Services;;;1;;;;;1
EZK;Mayflower Marketing;;;4;;;;;4
EZK;Mazars Forensic Services (Pty) Ltd;;;1;;;;;1
EZK;M-Brain GMBH;;;3;;;;;3
EZK;MCISE Marocco;;;2;;;;;2
EZK;McKinsey & Company Netherlands;;;4;;;;;4
EZK;MDA Geospatial Services;;;6;;;;;6
EZK;MDF Training en Consultancy B.V.;;;4;;;;;4
EZK;Measuremen B.V.;;;1;;;;;1
EZK;Mediamixx GmbH;;;1;;;;;1
EZK;MediQuest B.V.;;;1;;;;;1
