Nederlandse naam,Wetenschappelijke naam,Plantjaar,Leeftijd,Eigenaar,Buurt,Wijk,Boomnummer,X,Y,Lat,Long,Exportdatum
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2019,1,Gemeentelijk,Bomenbuurt,Noordwest,4082521,135509.917,457377.34,5.102726681535301,52.104293125534156,20201123
Gewone haagbeuk,Carpinus betulus,2018,2,Gemeentelijk,"Zonnebaan, Sterrebaan e.o.",West,4081783,131247.279611915,458867.378289845,5.040406480496347,52.117518883395356,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Grauwaart,Leidsche Rijn,3987571,132728.81,456589.544,5.0621857803779395,52.097107594297974,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Grauwaart,Leidsche Rijn,3958341,132732.141,456118.349,5.062265158707304,52.092872674835185,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Grauwaart,Leidsche Rijn,3958342,132737.294,456126.44,5.06233982326494,52.09294560316208,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Grauwaart,Leidsche Rijn,3958343,132728.873,456112.686,5.06221784176562,52.09282164490839,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Grauwaart,Leidsche Rijn,3958344,132720.154,456120.537,5.062090101191027,52.09289185817751,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2017,3,Gemeentelijk,Europalaan-noord,Zuidwest,4067910,135964.683503619,453253.66558040504,5.109594410951081,52.067245592484234,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2017,3,Gemeentelijk,Oud Hoograven-noord,Zuid,4067912,136679.801511581,453238.41927739605,5.120024313520204,52.06713266084421,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2019,1,Gemeentelijk,Voordorp,Noordoost,4067928,138474.131492951,457382.867977028,5.145991595725679,52.1044392331936,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2019,1,Gemeentelijk,Voordorp,Noordoost,4067929,138482.710538415,457384.373072723,5.1461167415689815,52.10445301692014,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2019,1,Gemeentelijk,Voordorp,Noordoost,4067930,138491.68090876,457387.052143061,5.146247542378626,52.10447736379489,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2017,3,Gemeentelijk,Voordorp,Noordoost,4067934,138518.291000655,457394.758233021,5.14663556802013,52.10454741849098,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2017,3,Gemeentelijk,Voordorp,Noordoost,4067935,138510.735420264,457392.831710531,5.146525380545876,52.104529878040786,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2009,11,Gemeentelijk,Marco Pololaan e.o.,Zuidwest,3747822,134993.30232026,453802.590349573,5.095395915781922,52.07214508807584,20201123
Bolacacia,Robinia pseudoacacia 'Umbraculifera',2015,5,Gemeentelijk,Bilderdijkstraat e.o.,West,3075362,135656.727,456186.099,5.104937068028145,52.09359149271446,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,1960,60,Gemeentelijk,Oudwijk-noord,Oost,3747793,138012.066704166,455981.862660471,5.139317144326262,52.09183308986795,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2014,6,Gemeentelijk,Klopvaart Vechtzijde,Overvecht,3708675,134835.977262183,459629.508810556,5.09275670789814,52.12451123823635,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,1999,21,Gemeentelijk,"Bernadottelaan e.o., GWC",Zuidwest,3753850,134727.23868698202,454057.193191396,5.091500181416548,52.07442377508691,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2014,6,Gemeentelijk,"Bernadottelaan e.o., GWC",Zuidwest,3753853,134736.40119824698,454040.41389414,5.091634822070481,52.07427329879396,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2009,11,Gemeentelijk,Furkabaan e.o.,Zuid,3753855,138794.12089982,452176.949463862,5.150909293599767,52.05765802705929,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2009,11,Gemeentelijk,Furkabaan e.o.,Zuid,3753857,138789.806052729,452185.03404228203,5.1508459969265505,52.057730565167695,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,1990,30,Gemeentelijk,Donaudreef e.o.,Overvecht,3799716,137391.686111111,458206.655430877,5.130149802182497,52.111810002753884,20201123
Gewone acacia,Robinia pseudoacacia,2000,20,Gemeentelijk,Rijnsweerd-zuid,Oost,3044979,138934.007204107,455483.29275587905,5.152793369206584,52.08737947335632,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Terwijde-oost,Leidsche Rijn,4082647,132374.663398022,457010.075659273,5.056989670891933,52.10087292740819,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Terwijde-oost,Leidsche Rijn,4082648,132381.599553394,457009.208639851,5.0570909590299635,52.100865418176184,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Terwijde-oost,Leidsche Rijn,4082649,132388.969218477,457008.77513014,5.057198545293427,52.10086182290039,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Energiecentrale e.o.,West,4082653,132821.628342847,457332.320318749,5.063491996489208,52.103787314145414,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2020,0,Gemeentelijk,Brailledreef-west,Overvecht,4082674,135561.156,458208.703,5.103427138264082,52.11176714186778,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2020,0,Gemeentelijk,Brailledreef-west,Overvecht,4082675,135567.475,458213.789,5.103519094488844,52.1118130762476,20201123
Zuilvorminge haagbeuk,Carpinus betulus 'Columnaris',2018,2,Gemeentelijk,Prins Bernhardplein e.o.,Noordwest,3607477,134142.7932996,458426.705404628,5.082708223567158,52.1136748879289,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2014,6,Gemeentelijk,Tigrisdreef-oost,Overvecht,3705511,135444.035,459962.498,5.101616686021258,52.127525933074764,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Terwijde-oost,Leidsche Rijn,3953904,131679.493,457194.212,5.046831327768576,52.10249907381592,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Terwijde-oost,Leidsche Rijn,3953907,131659.535,457196.119,5.04653990724427,52.102515372528934,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Terwijde-oost,Leidsche Rijn,3953908,131667.192,457209.391,5.046650753883509,52.102634982440016,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Terwijde-oost,Leidsche Rijn,3953909,131657.252,457210.308,5.046505614884201,52.10264280524988,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Terwijde-oost,Leidsche Rijn,3953910,131673.239,457191.252,5.0467402522690294,52.10247220618912,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Terwijde-oost,Leidsche Rijn,3953911,131671.832,457205.023,5.046718774497159,52.10259591895497,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Terwijde-oost,Leidsche Rijn,3953912,131651.232,457207.03,5.04641797634321,52.10261308909727,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Terwijde-oost,Leidsche Rijn,3953919,131606.106,457215.56,5.04575876868895,52.102687850422335,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Terwijde-oost,Leidsche Rijn,3953920,131634.098,457195.127,5.046168718353575,52.102505383418915,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Terwijde-oost,Leidsche Rijn,3953921,131615.445,457210.691,5.045895407353555,52.10264448305556,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2014,6,Gemeentelijk,Tuinwijk-oost,Noordoost,3734256,136847.911,457153.23,5.122267725682566,52.10232433103856,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2014,6,Gemeentelijk,Tuinwijk-oost,Noordoost,3734258,136925.502,457239.001,5.123395632619758,52.103097773229464,20201123
Gewone esdoorn,Acer pseudoplatanus,2018,2,Gemeentelijk,"Zamenhofdreef-west, GWC",Overvecht,3455234,135819.345,458484.727,5.1071807057771785,52.114257027027406,20201123
Gewone esdoorn,Acer pseudoplatanus 'Erectum',2018,2,Gemeentelijk,"Zamenhofdreef-west, GWC",Overvecht,3455235,135861.065833934,458522.005360804,5.107787696521933,52.11459352568469,20201123
Gewone acacia,Robinia pseudoacacia,2018,2,Gemeentelijk,Kaap Hoorndreef e.o.,Overvecht,3455238,135946.179,458715.659,5.109019447477428,52.11633700240715,20201123
Gewone acacia,Robinia pseudoacacia,2018,2,Gemeentelijk,Kaap Hoorndreef e.o.,Overvecht,3455239,135934.426,458784.981,5.108843977184391,52.11695965676989,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2014,6,Gemeentelijk,Tuindorp,Noordoost,3732847,137135.382,457832.955,5.126427793401986,52.10844300009254,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2014,6,Gemeentelijk,Vogelenbuurt,Noordoost,3734253,136617.351,456686.78,5.118927811044864,52.09812430378961,20201123
acacia,Robinia pseudoacacia 'Bessoniana',2017,3,Gemeentelijk,Kaap Hoorndreef e.o.,Overvecht,3475088,135831.668,458828.925,5.107341243982475,52.11735107106998,20201123
acacia,Robinia pseudoacacia 'Bessoniana',2017,3,Gemeentelijk,Kaap Hoorndreef e.o.,Overvecht,3475089,135857.989,458803.809,5.107726943646009,52.117126242143414,20201123
acacia,Robinia pseudoacacia 'Bessoniana',2017,3,Gemeentelijk,Kaap Hoorndreef e.o.,Overvecht,3475090,135874.398,458786.998,5.107967458755746,52.11697571395451,20201123
acacia,Robinia pseudoacacia 'Bessoniana',2017,3,Gemeentelijk,Kaap Hoorndreef e.o.,Overvecht,3475091,135960.127,458730.672,5.109222245563014,52.116472417819104,20201123
acacia,Robinia pseudoacacia 'Bessoniana',2017,3,Gemeentelijk,Kaap Hoorndreef e.o.,Overvecht,3475092,135920.076,458769.986,5.108635307871288,52.11682438863913,20201123
acacia,Robinia pseudoacacia 'Bessoniana',2017,3,Gemeentelijk,Kaap Hoorndreef e.o.,Overvecht,3475093,135872.858,458777.421,5.107945512553653,52.116889583624925,20201123
acacia,Robinia pseudoacacia 'Bessoniana',2017,3,Gemeentelijk,Kaap Hoorndreef e.o.,Overvecht,3475094,135904.671,458746.277,5.1084117254155865,52.11661076318102,20201123
acacia,Robinia pseudoacacia 'Bessoniana',2017,3,Gemeentelijk,Kaap Hoorndreef e.o.,Overvecht,3475095,135885.918,458793.964,5.108135259274544,52.11703872168439,20201123
Gewone esdoorn,Acer pseudoplatanus,1980,40,Gemeentelijk,Den Hommel,West,3692063,134305.503,454782.281,5.085304771218603,52.08092522917823,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2019,1,Gemeentelijk,Park Transwijk e.o.,Zuidwest,4085457,135662.547391064,454179.316802233,5.1051357241865,52.07555485058818,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2019,1,Gemeentelijk,Park Transwijk e.o.,Zuidwest,4085458,135663.518443536,454174.60026165703,5.105150155512492,52.075512492417324,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2019,1,Gemeentelijk,Park Transwijk e.o.,Zuidwest,4085459,135664.350774226,454166.41567654,5.105162759782145,52.07543895876861,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2019,1,Gemeentelijk,Park Transwijk e.o.,Zuidwest,4085460,135666.43160095,454159.479587458,5.10519350431791,52.07537669011457,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2019,1,Gemeentelijk,Park Transwijk e.o.,Zuidwest,4085461,135667.402653422,454151.572445904,5.105208116209427,52.07530565495089,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2019,1,Gemeentelijk,Park Transwijk e.o.,Zuidwest,4085462,135669.34475836498,454143.942747914,5.105236876423611,52.07523714731643,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2019,1,Gemeentelijk,Park Transwijk e.o.,Zuidwest,4085463,135670.45453261802,454136.17432814196,5.1052535037827145,52.07516736381098,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2019,1,Gemeentelijk,Park Transwijk e.o.,Zuidwest,4085464,135672.11919399802,454127.989743025,5.105278248384946,52.07509385918343,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2019,1,Gemeentelijk,Park Transwijk e.o.,Zuidwest,4085465,135673.645133596,454121.053653942,5.1053008987993005,52.075031571140165,20201123
Grauwe els of Zwarte els,Alnus glutinosa,2019,1,Gemeentelijk,'t Weer,Vleuten - De Meern,3692648,129905.296,455597.73,5.021054199307767,52.088072515240455,20201123
Grauwe els of Zwarte els,Alnus glutinosa,2000,20,Gemeentelijk,Bedrijvengebied Oudenrijn,Vleuten - De Meern,3059669,131567.899,454615.016,5.045379783623818,52.07931282325629,20201123
Grauwe els of Zwarte els,Alnus glutinosa,2000,20,Gemeentelijk,Bedrijvengebied Oudenrijn,Vleuten - De Meern,3059676,131480.701,454468.665,5.044117861151395,52.07799373813269,20201123
Grauwe els of Zwarte els,Alnus glutinosa,2000,20,Gemeentelijk,Bedrijvengebied Oudenrijn,Vleuten - De Meern,3059678,131475.732,454453.24,5.044046440747386,52.077854888611924,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Parkwijk-noord,Leidsche Rijn,3958136,132057.996,455930.87,5.052440636603849,52.0911601114851,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Grauwaart,Leidsche Rijn,3958307,132716.663,456248.814,5.062030779124444,52.09404465878526,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Grauwaart,Leidsche Rijn,3958309,132722.275,456254.042,5.062112330197855,52.09409187335551,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Grauwaart,Leidsche Rijn,3958310,132742.797,456232.138,5.062413225385917,52.09389582767404,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Grauwaart,Leidsche Rijn,3958311,132749.539,456224.826,5.062512084114191,52.09383037910511,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Grauwaart,Leidsche Rijn,3958312,132723.565,456241.548,5.0621319705183305,52.093979630420066,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Grauwaart,Leidsche Rijn,3958313,132736.848,456226.894,5.062326757776583,52.09384845595423,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Grauwaart,Leidsche Rijn,3958314,132763.367,456198.452,5.062715586563587,52.093593887681244,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Grauwaart,Leidsche Rijn,3958315,132743.762,456219.654,5.062428121706924,52.09378366149988,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Grauwaart,Leidsche Rijn,3958316,132729.141,456246.754,5.062212997690542,52.09402664573896,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2017,3,Gemeentelijk,Taagdreef e.o.,Overvecht,3812639,136665.559,458012.251,5.119560061905649,52.11003913523484,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,1979,41,Gemeentelijk,Brennerbaan e.o.,Zuid,3740618,137765.854788905,453689.30387526896,5.135840239529562,52.071220041763894,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2014,6,Gemeentelijk,Oudwijk-zuid,Oost,3747869,137908.30780555098,455172.163312776,5.137843679882071,52.08455235382931,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2019,1,Gemeentelijk,Parkrand De Meern,Vleuten - De Meern,3672922,130505.908,455642.451,5.02981416704706,52.088501354292134,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Grauwaart,Leidsche Rijn,3958317,132735.924,456239.505,5.0623124511759885,52.09396176522622,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Grauwaart,Leidsche Rijn,3958318,132730.186,456234.352,5.062229056592697,52.09391521981842,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Grauwaart,Leidsche Rijn,3958319,132762.369,456210.903,5.0627002116339614,52.09370575596975,20201123
Gewone esdoorn,Acer pseudoplatanus,2004,16,Gemeentelijk,De Meern-west,Vleuten - De Meern,3753838,130995.883,454930.397,5.037013276487606,52.082122943604276,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2009,11,Gemeentelijk,Furkabaan e.o.,Zuid,3753858,138803.602467741,452187.92018887,5.15104702089834,52.05775690911048,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2009,11,Gemeentelijk,Furkabaan e.o.,Zuid,3753859,138809.21618143498,452187.85675707704,5.151128875570346,52.05775650296108,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2009,11,Gemeentelijk,Furkabaan e.o.,Zuid,3753860,138798.950380366,452185.393068593,5.150979310184851,52.05773405940256,20201123
Schietwilg,Salix alba,2000,20,Gemeentelijk,Bedrijvengebied Oudenrijn,Vleuten - De Meern,3059579,131484.186,454554.974,5.044162750717146,52.07876962363509,20201123
Schietwilg,Salix alba,2000,20,Gemeentelijk,Bedrijvengebied Oudenrijn,Vleuten - De Meern,3059580,131483.314,454552.471,5.044150202968958,52.07874708987763,20201123
Schietwilg,Salix alba,2000,20,Gemeentelijk,Bedrijvengebied Oudenrijn,Vleuten - De Meern,3059581,131481.356,454547.715,5.044121968584223,52.07870426025003,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2014,6,Gemeentelijk,Voordorp,Noordoost,3814765,138604.453820005,457593.65448466,5.14788362796709,52.106337644110496,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2017,3,Gemeentelijk,Voordorp,Noordoost,3814775,138746.944364311,457479.386363299,5.14996894042066,52.105314810897504,20201123
Witte Himalayaberk,Betula utilis 'Doorenbos',,,Gemeentelijk,Veldhuizen-zuid,Vleuten - De Meern,3917585,130043.369,454606.964,5.023141208015806,52.07917386295263,20201123
Hartbladige els,Alnus cordata,2019,1,Gemeentelijk,"Bernadottelaan e.o., GWC",Zuidwest,3869746,134597.180002324,453989.168213659,5.089607205998495,52.07380759586842,20201123
Hartbladige els,Alnus cordata,2019,1,Gemeentelijk,"Bernadottelaan e.o., GWC",Zuidwest,3869748,134622.58750007802,454003.646409487,5.089976931431215,52.07393866020371,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2014,6,Gemeentelijk,Nieuw Hoograven-zuid,Zuid,3719709,136788.436,452616.043,5.121641785774671,52.06154233425715,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2014,6,Gemeentelijk,Nieuw Hoograven-zuid,Zuid,3719710,136787.109,452612.007,5.121622650787395,52.061506015141994,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2014,6,Gemeentelijk,Nieuw Hoograven-zuid,Zuid,3719711,136784.908,452604.426,5.121590960299115,52.06143780489013,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2019,1,Gemeentelijk,Van Bijnkershoeklaan e.o.,Zuidwest,3691101,134962.597,454531.238,5.094905302130494,52.078693027405286,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2019,1,Gemeentelijk,Van Bijnkershoeklaan e.o.,Zuidwest,3691103,134952.014,454525.209,5.094751277434476,52.078638456191925,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2019,1,Gemeentelijk,Van Bijnkershoeklaan e.o.,Zuidwest,3691105,134826.808,454595.799,5.09292067359519,52.07926836989909,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2019,1,Gemeentelijk,Van Bijnkershoeklaan e.o.,Zuidwest,3691085,135183.595,454224.239,5.0981469184251145,52.07594168525817,20201123
Schietwilg,Salix alba,2017,3,Gemeentelijk,De Hoven,Vleuten - De Meern,2841291,129525.90066063502,456269.28916479304,5.015468512013715,52.094091078291505,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2019,1,Gemeentelijk,Van Bijnkershoeklaan e.o.,Zuidwest,3691087,135176.973137666,454236.65002999,5.098049607687905,52.07605299810284,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2019,1,Gemeentelijk,Van Bijnkershoeklaan e.o.,Zuidwest,3691089,135166.555,454254.195,5.097896623394571,52.076210318576685,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,1980,40,Gemeentelijk,Kaap Hoorndreef e.o.,Overvecht,3799692,135588.382,458680.581,5.103797705651179,52.11600928984851,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2014,6,Gemeentelijk,Wolgadreef e.o.,Overvecht,3701607,137303.062,458779.532,5.128826288311494,52.116956141904026,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2019,1,Gemeentelijk,Parkrand De Meern,Vleuten - De Meern,3672864,130226.465,455763.977,5.025728113342167,52.08958118458329,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2014,6,Gemeentelijk,Parkrand De Meern,Vleuten - De Meern,3672865,130224.118,455763.58,5.025693897326242,52.089577511389194,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2019,1,Gemeentelijk,Parkrand De Meern,Vleuten - De Meern,3672866,130220.089,455762.618,5.025635180464789,52.089568684766476,20201123
Hartbladige els,Alnus cordata,2018,2,Gemeentelijk,Neckardreef-noord,Overvecht,3603395,136262.990497563,459005.660423275,5.1136288626314625,52.118954323887245,20201123
Gewone esdoorn,Acer pseudoplatanus,2018,2,Gemeentelijk,Neckardreef-noord,Overvecht,3603397,136255.963383592,459016.88958396803,5.113525644664532,52.11905501245692,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2019,1,Gemeentelijk,Bilderdijkstraat e.o.,West,3615924,135106.79,456193.56,5.096911788457306,52.09363906827056,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,1979,41,Gemeentelijk,Brennerbaan e.o.,Zuid,3740633,137810.257,453698.107,5.1364874043225806,52.07130054322647,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,1979,41,Gemeentelijk,Brennerbaan e.o.,Zuid,3740634,137808.063,453695.512,5.136455535334538,52.07127715135249,20201123
Schietwilg,Salix alba,2017,3,Gemeentelijk,De Hoven,Vleuten - De Meern,3011500,129527.95117648,456269.28916479304,5.0154984338842,52.09409117263209,20201123
Schietwilg,Salix alba,2017,3,Gemeentelijk,De Hoven,Vleuten - De Meern,3011501,129529.666153368,456269.195959527,5.015523466410131,52.094090413812914,20201123
Schietwilg,Salix alba,2017,3,Gemeentelijk,De Hoven,Vleuten - De Meern,3011502,129535.83634402101,456269.326446575,5.0156134943246675,52.094091870427356,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2009,11,Gemeentelijk,Oudwijk-zuid,Oost,3788183,137784.764,455700.958,5.136014572573128,52.08930131289802,20201123
Gewone plataan,Platanus x hispanica,2005,15,Gemeentelijk,"Hoog Catharijne, Leidseveer, NS",Binnenstad,3788197,136080.158,456227.412,5.111113612959838,52.093977440339714,20201123
Gewone plataan,Platanus orientalis 'Digitata',2012,8,Gemeentelijk,Leidsche Rijn Centrum,Leidsche Rijn,3019514,133141.406,456641.794,5.068203614361485,52.09759365542637,20201123
Gewone plataan,Platanus orientalis 'Digitata',2012,8,Gemeentelijk,Leidsche Rijn Centrum,Leidsche Rijn,3019515,133149.272,456645.442,5.068318173624619,52.09762675378897,20201123
Gewone plataan,Platanus orientalis 'Digitata',2012,8,Gemeentelijk,Leidsche Rijn Centrum,Leidsche Rijn,3019516,133157.139,456649.238,5.068432738170428,52.097661182288874,20201123
Gewone plataan,Platanus orientalis 'Digitata',2012,8,Gemeentelijk,Leidsche Rijn Centrum,Leidsche Rijn,3019517,133165.146,456653.022,5.0685493467660425,52.097695508343946,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2015,5,Gemeentelijk,Schaakbuurt,Noordwest,3716974,134829.484,458380.323,5.092735863583208,52.11328346223455,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2014,6,Gemeentelijk,Prinses Beatrixlaan e.o.,Noordwest,3717012,134631.978524799,458894.531698342,5.089821793544724,52.117897879043845,20201123
