FID,nummer,bwid_code,donarcode,eu_naam,x_coörd,y_coörd,etrs_89_n,etrs_89_e,rws_dienst,provincie,zwp_naam,eu_2014,eu_2015,eu_2016,eu_2017,eu_2018,eu_actueel,blauwalg,krw_code,krw_systee,type_water,gdb_geomattr_data,shape
zwemlocaties_rws_2020.31,68,NLBW91_CGRHEG10,DAGSDGTHGE,DAGSTRAND DE GROTE HEGGE,186746,351694,51.1538,5.8409,Zuid-Nederland,LIMBURG,Grote Hegge Dagstrand D2,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL91GM,Grensmaas,BW,,POINT (186746 351694)
zwemlocaties_rws_2020.32,69,NLBW91_CHATEN50,MARNODHKE,RECREATIESTRAND RESORT MARINA OOLDERHUUSKE,194688,355807,51.1903,5.9549,Zuid-Nederland,LIMBURG,RECREATIESTRAND RESORT MARINA OOLDERHUUSKE,Aanvaardbaar,Slecht,Slecht,Wijziging,Goed,Uitstekend,ja,NL91ZM,Zandmaas,BW,,POINT (194688 355807)
zwemlocaties_rws_2020.33,70,NLBW91_CHORNE50,DAGSDWD,DAGSTRAND AREA X,195200,357449,51.205,5.9624,Zuid-Nederland,LIMBURG,Dagstrand Area X,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL91ZM,Zandmaas,BW,,POINT (195200 357449)
zwemlocaties_rws_2020.34,71,NLBW91_CKOEWE20,WATSCTKWDE,RECREATIESTRAND COMFORTPARC WESSEM,188919,351687,51.1536,5.872,Zuid-Nederland,LIMBURG,Recreatiestrand Comfortparc Wessem,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL91GM,Grensmaas,BW,,POINT (188919 351687)
zwemlocaties_rws_2020.35,72,NLBW91_CLEUKE20,LEUKMR,RECREATIESTRAND VAKANTIEPARK LEUKERMEER,201815,397822,51.5674,6.0624,Zuid-Nederland,LIMBURG,Leukermeer,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL91ZM,Zandmaas,BW,,POINT (201815 397822)
zwemlocaties_rws_2020.36,73,NLBW91_CMOOKE85,MOOKPS,RECREATIEGEBIED MOOKERPLAS,192485,416085,51.7322,5.9298,Zuid-Nederland,LIMBURG,Recreatiegebied Mookerplas,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL91ZM,Zandmaas,BW,,POINT (192485 416085)
zwemlocaties_rws_2020.37,74,NLBW91_CNINAC10,WATRCATHTBR,RECREATIESTRAND CAMPING HATENBOER,196051,356412,51.1956,5.9745,Zuid-Nederland,LIMBURG,Nieuwe Nack Dagstrand,Goed,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL91ZM,Zandmaas,BW,,POINT (196051 356412)
zwemlocaties_rws_2020.38,75,NLBW91_CPIETE20,WKCEDN,PLAS WRC EIJSDEN (HOGE WEERD) MAASTRICHT,177000,314301,50.8182,5.6994,Zuid-Nederland,LIMBURG,Naturisten Vereniging Pietersplas D2,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL91BOM,Bovenmaas,BW,,POINT (177000 314301)
zwemlocaties_rws_2020.39,76,NLBW91_CWRCEI20,DAGSOMLD,"PLAS WRC EIJSDEN, OOST MAARLAND ZUID",177372,312662,50.8034,5.7045,Zuid-Nederland,LIMBURG,"Plas WRC Eijsden, Oost-Maarland Zuid",Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL91BOM,Bovenmaas,BW,,POINT (177372 312662)
zwemlocaties_rws_2020.40,77,NLBW91_CWRCEI25,NATRTDSOMLD,PLAS WRC EIJSDEN OOST MAARLAND NOORD,177424,313155,50.8078,5.7053,Zuid-Nederland,LIMBURG,"Plas WRC Eijsden, Oost-Maarland Noord",Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL91BOM,Bovenmaas,BW,,POINT (177424 313155)
zwemlocaties_rws_2020.41,78,NLBW91_CLTHHAM1,LITHSHDSD,"LITHSE HAM, DAGSTRAND",156609,424642,51.8104,5.4105,Zuid-Nederland,NOORD-BRABANT,Lithse Ham Dagstrand,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_5,Beneden Maas,BW,,POINT (156609 424642)
zwemlocaties_rws_2020.42,79,NLBW91_CLTHHAM2,LITHSHGMTSD,"LITHSE HAM, GEMEENTESTRAND",157096,425146,51.8149,5.4176,Zuid-Nederland,NOORD-BRABANT,Lithse Ham Gemeentestrand,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_5,Beneden Maas,BW,,POINT (157096 425146)
zwemlocaties_rws_2020.43,80,NLBW91_CLTHHEM1,HEMRSWDSD,"HEMELRIJKSE WAARD, DAGSTRAND",161532,423439,51.7996,5.4819,Zuid-Nederland,NOORD-BRABANT,Hemelrijkse waard dagstrand,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL91BM,Bedijkte Maas,BW,,POINT (161532 423439)
zwemlocaties_rws_2020.44,81,NLBW91_CUIJKPL2,KRAAIJEBSPS2,KRAAIJENBERGSE PLAS 2,185772,418165,51.7513,5.8328,Zuid-Nederland,NOORD-BRABANT,Kraaijenbergse plas 2,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL91BM,Bedijkte Maas,BW,,POINT (185772 418165)
zwemlocaties_rws_2020.45,82,NLBW91_CUIJKPL3,KRAAIJEBSPS3,KRAAIJENBERGSE PLAS 3,185101,418014,51.75,5.8231,Zuid-Nederland,NOORD-BRABANT,Kraaijenbergse plas 3,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL91BM,Bedijkte Maas,BW,,POINT (185101 418014)
zwemlocaties_rws_2020.46,83,NLBW91_UIJHEE1,HEESWSKPN,HEESWIJKSE KAMPEN,186917,417774,51.7478,5.8494,Zuid-Nederland,NOORD-BRABANT,HEESWIJKSE KAMPEN,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL91BM,Bedijkte Maas,BW,,POINT (186917 417774)
zwemlocaties_rws_2020.47,84,NLBW94_AAKVBSD,AAKVBSD,"AAKVLAAI, BADSTRAND",118898,415115,51.7236,4.8647,West-Nederland zuid,NOORD-BRABANT,Aakvlaai badstrand,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL94_10,"Brabantse Biesbosch, Amer",BW,,POINT (118898 415115)
zwemlocaties_rws_2020.48,85,NLBW91_DEHGWCPBSD,DEHGWCPBSD,"DE HOOGE WAARD, CAMPING BADSTRAND",133983,421296,51.7799,5.0826,Zuid-Nederland,NOORD-BRABANT,De Hooge Waard camping badstrand,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_5,Beneden Maas,BW,,POINT (133983 421296)
zwemlocaties_rws_2020.49,86,NLBW94_DEMTPCPBSD,DEMTPCPBSD,DE MOSTERDPOT,128333,425697,51.8193,5.0004,West-Nederland zuid,NOORD-BRABANT,DE MOSTERDPOT,Goed,Goed,Goed,Goed,Goed,Goed,nee,NL94_3,"Beneden Merwede, Boven Merwede, Sliedrechtse Biesbosch, Waal, Afgedamde Maas-Noord",BW,,POINT (128333 425697)
zwemlocaties_rws_2020.50,88,NLBW94_NOORDGVDPBSD,NOORDGVDPBSD,"NOORDERGAT VAN DE PLOMP, BADSTRAND",113854,414716,51.7197,4.7918,West-Nederland zuid,NOORD-BRABANT,Noordergat van de plomp badstrand,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL94_10,"Brabantse Biesbosch, Amer",BW,,POINT (113854 414716)
zwemlocaties_rws_2020.51,89,NLBW94_RIETPBSD,RIETPBSD,"RIETPLAAT, BADSTRAND",112914,417988,51.749,4.7778,West-Nederland zuid,NOORD-BRABANT,Rietplaat badstrand,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_10,"Brabantse Biesbosch, Amer",BW,,POINT (112914 417988)
zwemlocaties_rws_2020.52,90,NLBW91_WIJKSWDBSD,WIJKSWDBSD,"WIJKSCHE WAARD, BADSTRAND",137244,420598,51.7738,5.1299,Zuid-Nederland,NOORD-BRABANT,"Wijksche Waard, badstrand",Slecht,Aanvaardbaar,Goed,Goed,Uitstekend,Goed,nee,NL94_5,Beneden Maas,BW,,POINT (137244 420598)
zwemlocaties_rws_2020.53,91,NLBW92_BROEKHVN,BROEKHVN,RECREATIEPARK BROEKERHAVEN,146194,522158,52.6868,5.257,Midden-Nederland,NOORD-HOLLAND,RECREATIEPARK BROEKERHAVEN,Goed,Uitstekend,Goed,Uitstekend,Uitstekend,Goed,nee,NL92_MARKERMEER,Markermeer,BW,,POINT (146193.8489000015 522158.03500000015)
zwemlocaties_rws_2020.54,1,NLBW92_ABBSD,ABBSD,ABBERTSTRAND,186643,502553,52.5097,5.8533,Midden-Nederland,FLEVOLAND,Abbertstrand,Uitstekend,Goed,Goed,Goed,Goed,Uitstekend,ja,NL92_RANDMEREN_OOST,Randmeren-Oost,BW,,POINT (186643 502553)
zwemlocaties_rws_2020.163,151,NLBW89_DENOSBSD,DENOSBSD,DEN OSSE BADSTRAND,51950,417950,51.7408,3.8951,Zee en Delta,ZEELAND,DEN OSSE BADSTRAND,Aanvaardbaar,Uitstekend,Goed,Goed,Uitstekend,Uitstekend,nee,nl89_grevlemr,Grevelingenmeer,BW,,POINT (51950 417950)
zwemlocaties_rws_2020.55,2,NLBW92_ALMRBSD,ALMRBSD,SURFSTRAND ALMERE,142600,483024,52.335,5.2053,Midden-Nederland,FLEVOLAND,Surfstrand Almere Haven,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL92_RANDMEREN_ZUID,Randmeren-Zuid,BW,,POINT (142600 483024)
zwemlocaties_rws_2020.56,3,NLBW92_ALMRJHVN,ALMRJHVN,ZWEMSTRAND ALMERE,143104,482783,52.3328,5.2127,Midden-Nederland,FLEVOLAND,Zwemstrand Almere Haven,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL92_RANDMEREN_ZUID,Randmeren-Zuid,BW,,POINT (143103.57809999958 482782.63259999827)
zwemlocaties_rws_2020.57,4,NLBW92_ELLSD,ELLSD,ELLERSTRAND,182212,494082,52.4338,5.7873,Midden-Nederland,FLEVOLAND,Ellerstrand,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_RANDMEREN_OOST,Randmeren-Oost,BW,,POINT (182212.23970000073 494081.6063000001)
zwemlocaties_rws_2020.58,5,NLBW92_ERKMDSOT,ERKMDSOT,ERKEMEDERSTRAND,161962,475441,52.2669467,5.48919301,Midden-Nederland,FLEVOLAND,ERKEMEDERSTRAND,Goed,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_RANDMEREN_OOST,Randmeren-Oost,BW,,POINT (161962 475441)
zwemlocaties_rws_2020.59,6,NLBW92_HARDSD,HARDSD,HARDERSTRAND,171218,488083,52.3804,5.6254,Midden-Nederland,FLEVOLAND,HARDERSTRAND,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_RANDMEREN_OOST,Randmeren-Oost,BW,,POINT (171218.3295999989 488082.9384999983)
zwemlocaties_rws_2020.60,7,NLBW92_HOUTRHBSD,HOUTRHBSD,HOUTRIBHOEK,159646,506871,52.5494,5.4557,Midden-Nederland,FLEVOLAND,"HOUTRIBHOEK, LELYSTAD",Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL92_IJSSELMEER,IJsselmeer,BW,,POINT (159646.27219999954 506870.8990000002)
zwemlocaties_rws_2020.61,8,NLBW92_HARDWKZSD,HARDWKZSD,HARDERWIJKERZAND,147675,479354,52.3021,5.2798,Midden-Nederland,NOORD-HOLLAND,HARDERWIJKERZAND,geen,Nieuw,Goed,Uitstekend,Uitstekend,Uitstekend,ja,NL92_RANDMEREN_ZUID,Randmeren-Zuid,BW,,POINT (147675 479354)
zwemlocaties_rws_2020.62,9,NLBW92_LAAKSSD,LAAKSSD,LAAKSE STRAND,158630,474410,52.2577,5.4404,Midden-Nederland,FLEVOLAND,LAAKSE STRAND,Goed,Uitstekend,Goed,Goed,Aanvaardbaar,Aanvaardbaar,ja,NL92_RANDMEREN_ZUID,Randmeren-Zuid,BW,,POINT (158630.12460000068 474409.7474000007)
zwemlocaties_rws_2020.63,10,NLBW92_MUIDZD,MUIDZD,ALMEERDERSTRAND,138056,483086,52.3354,5.1386,Midden-Nederland,FLEVOLAND,ALMEERDERSTRAND,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL92_MARKERMEER,Markermeer,BW,,POINT (138056 483086)
zwemlocaties_rws_2020.64,11,NLBW92_RIVRBZWT,RIVRBZWT,RIVIERA BEACH ZUID,183127,495097,52.4429,5.8009,Midden-Nederland,FLEVOLAND,Riviera Beach Zuid,Aanvaardbaar,Goed,Goed,Uitstekend,Uitstekend,Uitstekend,nee,NL92_RANDMEREN_OOST,Randmeren-Oost,BW,,POINT (183126.7575000003 495096.5117000006)
zwemlocaties_rws_2020.65,12,NLBW92_RIVRCPZSOT,RIVRCPZSOT,RIVIERA BEACH NOORD,183449,495669,52.4481,5.8057,Midden-Nederland,FLEVOLAND,RIVIERA BEACH NOORDOOST,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Goed,Goed,nee,NL92_RANDMEREN_OOST,Randmeren-Oost,BW,,POINT (183449.28770000115 495669.1015000008)
zwemlocaties_rws_2020.66,13,NLBW92_SCHOKKHVRCAT,SCHOKKHVRCAT,STRAND SCHOKKERHAVEN,179153,513894,52.612,5.7438,Midden-Nederland,FLEVOLAND,"STRAND SCHOKKERHAVEN, RECREATIEHOEK",Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_KETELMEER_VOSSEMEER,Ketelmeer + Vossemeer,BW,,POINT (179153.1053000018 513893.6746000014)
zwemlocaties_rws_2020.67,14,NLBW92_SPIJKSD,SPIJKSD,SPIJKSTRAND,183814,496540,52.4559,5.8111,Midden-Nederland,FLEVOLAND,SPIJKSTRAND,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_RANDMEREN_OOST,Randmeren-Oost,BW,,POINT (183813.92350000143 496540.25360000134)
zwemlocaties_rws_2020.68,15,NLBW92_URKWTHVN,URKWTHVN,STRAND STAVERSEKADE,169015,519173,52.6598,5.5943,Midden-Nederland,FLEVOLAND,STRAND STAVERSEKADE,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL92_IJSSELMEER,IJsselmeer,BW,,POINT (169014.92119999975 519172.64719999954)
zwemlocaties_rws_2020.69,16,NLBW92_WOLDSD,WOLDSD,WOLDSTRAND,165998,482170,52.3274,5.5485,Midden-Nederland,FLEVOLAND,WOLDSTRAND,Uitstekend,Uitstekend,Goed,Goed,Aanvaardbaar,Goed,nee,NL92_RANDMEREN_OOST,Randmeren-Oost,BW,,POINT (165998 482170)
zwemlocaties_rws_2020.70,17,NLBW92_ZILVSD,ZILVSD,ZILVERSTRAND,138799,482374,52.3291,5.1495,Midden-Nederland,FLEVOLAND,Zilverstrand,Gesloten,Gesloten,Gesloten,gesloten,gesloten,Uitstekend,ja,NL92_RANDMEREN_ZUID,Randmeren-Zuid,BW,,POINT (138799 482374)
zwemlocaties_rws_2020.71,18,NLBW92_ZWOLSHBSD,ZWOLSHBSD,STRAND ZWOLSE HOEK,173005,514239,52.6154,5.6531,Midden-Nederland,FLEVOLAND,Strand Zwolse Hoek,Slecht,Aanvaardbaar,Goed,Goed,Goed,Aanvaardbaar,nee,NL92_KETELMEER_VOSSEMEER,Ketelmeer + Vossemeer,BW,,POINT (173005 514239)
zwemlocaties_rws_2020.72,19,NLBW81_BURBSD,BURBSD,"BADSTRAND BUREN, AMELAND",183034,608653,53.4633,5.8093,Noord-Nederland,FRYSLÂN,Buren Badstrand,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_4A,Waddenkust (kustwater),KO,,POINT (183034 608653)
