FID,fid_bps_ba,id,et_id,fid_bps__1,id_1,et_id_1,etp_type,oid_,fid_2,cnt_fid_2,min_zcoor,max_zcoor,ave_zcoor,near_fid,near_dist,ahn_med,near_regio,verf_ahn,verfh_klas,dist_klas,risc_klas,risc_kla_1,risico,risc_naam,se_anno_cad_data,gdb_geomattr_data,shape
blue_spots_overstromingsrisico.11,3,0,3,24,0,25,Original,19,24,251,0.584,1.15,0.9019,10976,4518.52312462,0.71,4519,-0.13,6,20,26,26,4,high,,,"LINESTRING (31505.38800000027 398039.6860000007, 31505.329999998212 398050.5560000017, 31503.63599999994 398073.86400000006, 31500.482999999076 398096.84600000083, 31496.004999998957 398119.67599999905, 31490.36199999973 398142.5769999996, 31460.52400000021 398239.5469999984, 31445.210000000894 398292.9479999989, 31438.598000001162 398320.63699999824, 31433.120999999344 398348.65100000054, 31429.07600000128 398376.6939999983, 31426.71499999985 398404.4829999991, 31426.23999999836 398431.7870000005, 31427.802000001073 398458.4539999999, 31431.51099999994 398484.4239999987, 31437.447999998927 398509.72399999946, 31443.519999999553 398527.96499999985)"
blue_spots_overstromingsrisico.12,3,0,3,25,0,26,Original,20,25,344,0.007,0.702,0.4313,10976,4462.10599983,0.22,4462,-0.21,6,20,26,26,4,high,,,"LINESTRING (31262.390999998897 397102.83100000024, 31260.43100000173 397126.38599999994, 31246.61499999836 397256.87099999934, 31243.258999999613 397301.7670000009, 31241.93200000003 397347.0329999998, 31243.409000001848 397392.3370000012, 31248.27100000158 397437.27699999884, 31256.822000000626 397481.41800000146, 31269.03299999982 397524.32400000095, 31284.55799999833 397565.5940000005, 31297.447999998927 397593.3990000002)"
blue_spots_overstromingsrisico.13,3,0,3,26,0,27,Original,21,26,144,0.078,0.544,0.3162,10976,4006.80086131,-0.48,4007,0.56,4,20,24,24,2,small,,,"LINESTRING (31220.098999999464 395606.96599999815, 31217.620999999344 395619.88699999824, 31209.313000001013 395675.8289999999, 31203.311000000685 395732.97300000116, 31199.49199999869 395791.8020000011, 31197.609000001103 395852.7329999991, 31197.333999998868 395916.0320000015, 31198.311999998987 395981.743999999, 31202.721999999136 396105.563000001)"
blue_spots_overstromingsrisico.14,3,0,3,27,0,28,Original,22,27,154,-0.396,0.565,0.1444,10976,2019.88532348,-0.99,2020,0.59,4,30,34,34,3,moderate,,,"LINESTRING (30914.800999999046 393272.1490000002, 30914.60000000149 393275.66099999845, 30913.017999999225 393366.59800000116, 30916.23099999875 393447.94900000095, 30924.6240000017 393520.3359999992, 30938.256999999285 393584.4919999987, 30956.85000000149 393641.37099999934, 30979.837999999523 393692.0760000013, 31006.458999998868 393737.7129999995, 31016.449999999255 393751.84800000116)"
blue_spots_overstromingsrisico.15,3,0,3,317,0,327,Original,306,317,109,11.992,19.415,15.1523,10975,8737.59803302,3.68,2613,8.31,1,10,11,11,1,very small,,,"LINESTRING (37179.82600000128 404839.4539999999, 37183.5700000003 404851.6279999986, 37208.72300000116 404925.76300000027, 37237.32600000128 405003.08399999887, 37269.56700000167 405083.5940000005, 37305.68100000173 405166.9609999992, 37346.083000000566 405252.66099999845, 37371.06700000167 405300.7710000016)"
blue_spots_overstromingsrisico.16,3,0,3,318,0,328,Original,307,318,150,15.137,21.575,19.8881,10975,8238.91676721,-4.66,2143,19.8,1,10,11,11,1,very small,,,"LINESTRING (37075.1409999989 404351.2419999987, 37078.61100000143 404377.8379999995, 37099.60000000149 404510.81799999997, 37112.02600000054 404577.14499999955, 37126.24199999869 404643.7890000008, 37142.64999999851 404711.29300000146, 37161.642000000924 404780.3359999992, 37179.82600000128 404839.4539999999)"
blue_spots_overstromingsrisico.17,3,0,3,319,0,329,Original,308,319,77,11.833,14.912,12.7772,10975,7739.31212471,-4.66,1671,16.49,1,10,11,11,1,very small,,,"LINESTRING (37014.539999999106 403854.938000001, 37028.24100000039 403973.6559999995, 37052.335999999195 404176.45600000024, 37075.1409999989 404351.2419999987)"
blue_spots_overstromingsrisico.18,3,0,3,320,0,330,Original,309,320,46,11.947,12.136,12.0436,10975,7239.90580174,-15.46,1219,27.41,1,10,11,11,1,very small,,,"LINESTRING (36957.21799999848 403358.2349999994, 37014.539999999106 403854.938000001)"
blue_spots_overstromingsrisico.19,3,0,3,321,0,331,Original,310,321,46,11.984,12.207,12.0701,10975,6740.54482993,-15.46,825,27.44,1,10,11,11,1,very small,,,"LINESTRING (36899.07299999893 402861.62900000066, 36918.62299999967 403023.8029999994, 36957.21799999848 403358.2349999994)"
blue_spots_overstromingsrisico.20,3,0,3,322,0,332,Original,311,322,74,10.631,12.276,11.8427,10975,6241.06099314,2.19,644,8.44,1,10,11,11,1,very small,,,"LINESTRING (36810.017000000924 402370.118999999, 36815.528999999166 402389.9149999991, 36829.82899999991 402446.63800000027, 36842.993000000715 402505.0450000018, 36855.041999999434 402565.2479999997, 36866.0549999997 402627.2199999988, 36876.15900000185 402690.813000001, 36894.278999999166 402821.85599999875, 36899.07299999893 402861.62900000066)"
blue_spots_overstromingsrisico.21,3,0,3,323,0,333,Original,312,323,167,3.909,7.518,5.9993,10976,5264.24685418,1.26,4095,2.65,2,10,12,12,1,very small,,,"LINESTRING (32772.59200000018 400618.96400000155, 32797.66800000146 400676.6039999984, 32820.14600000158 400725.6499999985, 32841.563999999315 400770.09899999946, 32861.97700000182 400809.86100000143, 32881.517000000924 400845.08999999985, 32900.38300000131 400876.1700000018, 32918.846999999136 400903.6640000008, 32937.245999999344 400928.25400000066, 32955.97599999979 400950.6559999995, 32975.484999999404 400971.5489999987, 32996.24799999967 400991.51399999857, 33018.74799999967 401010.99500000104, 33043.436000000685 401030.29399999976, 33044.245999999344 401030.8680000007)"
blue_spots_overstromingsrisico.22,3,0,3,324,0,334,Original,313,324,203,0.552,1.145,0.8713,10976,4708.7255051,0.71,4709,-0.16,6,20,26,26,4,high,,,"LINESTRING (31443.519999999553 398527.96499999985, 31445.679999999702 398534.4539999999, 31456.267999999225 398558.7710000016, 31469.272999998182 398582.85599999875, 31484.73999999836 398606.8960000016, 31502.68200000003 398631.0560000017, 31523.048000000417 398655.4620000012, 31545.70399999991 398680.19000000134, 31596.84299999848 398730.6710000001, 31710.67199999839 398835.11100000143, 31766.087999999523 398889.8229999989, 31773.54899999872 398897.97300000116)"
blue_spots_overstromingsrisico.23,3,0,3,325,0,335,Original,314,325,573,0.103,0.625,0.3384,10976,4411.68686573,-0.03,4412,0.13,5,20,25,25,3,moderate,,,"LINESTRING (31202.721999999136 396105.563000001, 31205.721000000834 396189.7969999984, 31212.605000000447 396330.1160000004, 31220.642000000924 396463.40300000086, 31225.14999999851 396525.71499999985, 31232.028999999166 396604.63699999824)"
blue_spots_overstromingsrisico.24,3,0,3,326,0,336,Original,315,326,139,0.124,0.588,0.2973,10976,3507.04536212,-0.48,3507,0.6,4,20,24,24,2,small,,,"LINESTRING (31350.715999998152 395124.58100000024, 31349.879999998957 395128.1950000003, 31335.88899999857 395181.73000000045, 31320.526000000536 395235.80799999833, 31271.06500000134 395400.1070000008, 31255.32800000161 395454.9849999994, 31240.890000000596 395509.7989999987, 31228.208999998868 395564.67599999905, 31220.098999999464 395606.96599999815)"
blue_spots_overstromingsrisico.49,4,0,4,2298,0,2641,Original,2264,2298,430,-3.996,-3.324,-3.7052,12813,1224.13886168,-4.63,1258,0.63,4,30,34,34,3,moderate,,,"LINESTRING (105837.8599999994 473429.0729999989, 106169.69799999893 473803.08300000057)"
blue_spots_overstromingsrisico.25,3,0,3,327,0,337,Original,316,327,202,0.446,1.334,0.8667,10976,2362.32549579,-0.57,2362,1.02,3,30,33,33,2,small,,,"LINESTRING (31016.449999999255 393751.84800000116, 31035.833999998868 393779.2719999999, 31067.039000000805 393817.5780000016, 31099.16000000015 393853.27899999917, 31221.048000000417 393978.3779999986, 31246.912999998778 394006.63500000164, 31270.221999999136 394034.10599999875, 31290.86300000176 394060.98000000045, 31308.844999998808 394087.47100000083, 31324.287999998778 394113.8509999998, 31334.66800000146 394134.9549999982)"
blue_spots_overstromingsrisico.26,3,0,3,328,0,338,Original,317,328,94,-0.398,-0.074,-0.2227,10976,1625.78275976,-0.99,1626,0.59,4,30,34,34,3,moderate,,,"LINESTRING (30959.795000001788 392774.2670000009, 30942.95399999991 392928.4759999998, 30929.86400000006 393060.0720000006, 30920.390000000596 393174.1959999986, 30914.800999999046 393272.1490000002)"
blue_spots_overstromingsrisico.27,3,0,3,329,0,339,Original,318,329,46,-0.493,-0.132,-0.3313,10976,1301.61270869,-0.47,1302,-0.02,6,30,36,36,4,high,,,"LINESTRING (31010.16800000146 392276.8229999989, 30982.787000000477 392563.73600000143, 30959.795000001788 392774.2670000009)"
blue_spots_overstromingsrisico.28,3,0,3,430,0,463,Original,418,430,98,11.98,12.254,12.0946,10975,9224.48596361,3.68,3062,8.3,1,10,11,11,1,very small,,,"LINESTRING (37371.06700000167 405300.7710000016, 37391.5700000003 405340.2509999983, 37443.55700000003 405429.6970000006, 37504.3049999997 405521.6629999988, 37577.129000000656 405617.6429999992, 37657.04300000146 405708.9759999998)"
blue_spots_overstromingsrisico.29,3,0,3,431,0,464,Original,419,431,239,3.119,4.188,3.5895,10976,5481.18735824,0.02,3627,3.1,1,10,11,11,1,very small,,,"LINESTRING (33044.245999999344 401030.8680000007, 33070.697000000626 401049.59099999815, 33100.80999999866 401068.97199999914, 33133.925000000745 401088.47399999946, 33170.04100000113 401108.11199999973, 33250.57699999958 401147.85500000045, 33386.914000000805 401208.8020000011, 33491.04699999839 401252.9219999984)"
blue_spots_overstromingsrisico.30,3,0,3,432,0,465,Original,420,432,221,0.907,1.327,1.0735,10976,4701.24474901,0.71,4701,0.2,5,20,25,25,3,moderate,,,"LINESTRING (31773.54899999872 398897.97300000116, 31792.234000001103 398918.3819999993, 31817.122999999672 398948.0210000016, 31840.70300000161 398978.88599999994, 31863 399011.0379999988, 31884.107999999076 399044.4270000011, 31904.179999999702 399078.9050000012, 31923.425999999046 399114.2490000017, 31998.06799999997 399259.48800000176, 32033.602000001818 399322.9360000007)"
blue_spots_overstromingsrisico.31,3,0,3,433,0,466,Original,421,433,249,-0.009,0.91,0.5322,10976,4487.90766714,0.22,4488,-0.23,6,20,26,26,4,high,,,"LINESTRING (31297.447999998927 397593.3990000002, 31302.78299999982 397604.9070000015, 31322.92100000009 397642.05099999905, 31344.116000000387 397676.94900000095, 31365.541999999434 397709.6710000001, 31424.76000000164 397797.30999999866, 31441.41800000146 397824.1810000017, 31456.177999999374 397850.4530000016, 31468.971999999136 397876.3669999987, 31479.78500000015 397902.06500000134, 31488.640999998897 397927.58999999985, 31495.579999998212 397952.91000000015, 31500.653000000864 397977.9459999986, 31503.923000000417 398002.6039999984, 31505.45600000024 398026.81599999964, 31505.38800000027 398039.6860000007)"
blue_spots_overstromingsrisico.32,3,0,3,434,0,467,Original,422,434,137,0.06,0.669,0.2919,10976,4418.62894491,-0.03,4419,0.09,5,20,25,25,3,moderate,,,"LINESTRING (31232.028999999166 396604.63699999824, 31235.13800000027 396640.30000000075, 31260.412000000477 396877.40199999884, 31263.778999999166 396919.53500000015, 31265.973000001162 396960.92500000075, 31266.78599999845 397001.9699999988, 31266.10000000149 397043.0309999995, 31263.92399999872 397084.4210000001, 31262.390999998897 397102.83100000024)"
blue_spots_overstromingsrisico.33,3,0,3,435,0,468,Original,423,435,327,-0.193,0.407,0.15,10976,3017.346759,-0.57,3017,0.38,4,20,24,24,2,small,,,"LINESTRING (31395.287999998778 394628.1889999993, 31396.243000000715 394680.9479999989, 31395.995000001043 394741.8990000002, 31394.56500000134 394801.36199999973, 31391.71499999985 394858.94000000134, 31387.210999999195 394914.6579999998, 31380.85399999842 394968.881000001, 31372.51399999857 395022.16699999943, 31362.16099999845 395075.1079999991, 31350.715999998152 395124.58100000024)"
blue_spots_overstromingsrisico.34,3,0,3,436,0,469,Original,424,436,251,-0.278,1.052,0.3158,10976,2570.08541062,-0.57,2570,0.29,4,30,34,34,3,moderate,,,"LINESTRING (31334.66800000146 394134.9549999982, 31337.39400000125 394140.4979999997, 31348.416999999434 394167.92599999905, 31357.640999998897 394196.8029999994, 31365.35000000149 394227.92599999905, 31371.811000000685 394262.1579999998, 31377.25299999863 394300.30700000003, 31381.866000000387 394342.98900000006, 31385.787000000477 394390.48999999836, 31389.10599999875 394442.66600000113, 31394.02100000158 394558.22100000083, 31395.287999998778 394628.1889999993)"
blue_spots_overstromingsrisico.35,3,0,3,513,0,557,Original,498,513,89,11.98,12.172,12.0473,10975,9678.51505129,3.68,3476,8.3,1,10,11,11,1,very small,,,"LINESTRING (37657.04300000146 405708.9759999998, 37666.60300000012 405719.90199999884, 37780.23900000006 405832.2170000002, 37938.59400000051 405966.45899999887, 38033.60599999875 406036.62000000104)"
blue_spots_overstromingsrisico.36,3,0,3,514,0,558,Original,499,514,110,3.607,3.902,3.7926,10976,5483.25490539,0.02,3145,3.59,1,10,11,11,1,very small,,,"LINESTRING (33491.04699999839 401252.9219999984, 33532.22800000012 401270.37000000104, 33630.17700000107 401310.1570000015, 33727.971000000834 401347.46599999815, 33776.80900000036 401364.8520000018, 33825.61899999902 401381.2679999992, 33922.98099999875 401410.99500000104, 33961.30700000003 401421.53500000015)"
blue_spots_overstromingsrisico.37,3,0,3,515,0,559,Original,500,515,186,0.931,1.693,1.3834,10976,4765.23268548,0.79,4765,0.14,5,20,25,25,3,moderate,,,"LINESTRING (32033.602000001818 399322.9360000007, 32039.028000000864 399332.6229999997, 32061.68499999866 399369.45699999854, 32086.166000001132 399406.7199999988, 32112.642000000924 399444.65100000054, 32141.17100000009 399483.4979999997, 32272.506000000983 399652.10599999875, 32328.346000000834 399726.3370000012)"
blue_spots_overstromingsrisico.38,3,0,3,629,0,690,Original,609,629,158,11.808,12.216,11.977,10975,10078.0439236,4.42,3842,7.39,1,10,11,11,1,very small,,,"LINESTRING (38033.60599999875 406036.62000000104, 38205.60399999842 406163.62900000066, 38441.54800000042 406325.6020000018)"
blue_spots_overstromingsrisico.39,3,0,3,630,0,691,Original,610,630,108,3.298,3.777,3.5782,10976,5434.92637739,1.62,2650,1.68,2,10,12,12,1,very small,,,"LINESTRING (33961.30700000003 401421.53500000015, 33971.3040000014 401424.28400000185, 34066.38300000131 401447.8060000017, 34158.458000000566 401467.43200000003, 34203.34299999848 401475.82400000095, 34291.85000000149 401489.7419999987, 34336.25 401495.2479999997, 34381.39400000125 401499.7870000005, 34453.40700000152 401504.59600000083)"
blue_spots_overstromingsrisico.40,3,0,3,631,0,692,Original,611,631,443,1.455,4.089,3.1237,10976,4832.82851405,0.79,4669,0.67,4,20,24,24,2,small,,,"LINESTRING (32328.346000000834 399726.3370000012, 32343.04600000009 399745.8779999986, 32377.789999999106 399795.2329999991, 32411.616000000387 399846.243999999, 32444.26300000027 399898.9459999986, 32475.627000000328 399953.3990000002, 32505.76099999994 400009.66800000146, 32534.837999999523 400067.79300000146, 32563.098000001162 400127.73699999973, 32577.05600000173 400158.7989999987)"
blue_spots_overstromingsrisico.41,3,0,3,751,0,827,Original,730,751,545,4.038,12.147,10.2993,10975,10456.691199,4.42,4206,-0.38,6,10,16,16,3,moderate,,,"LINESTRING (38441.54800000042 406325.6020000018, 38751.94099999964 406538.68299999833)"
blue_spots_overstromingsrisico.42,3,0,3,752,0,828,Original,731,752,95,3.152,3.369,3.2814,10976,5351.43180483,1.62,2150,1.53,2,10,12,12,1,very small,,,"LINESTRING (34453.40700000152 401504.59600000083, 34475.92199999839 401506.09899999946, 34578.6790000014 401509.2320000008, 34690.65599999949 401510.0639999993, 34870.80600000173 401508.76000000164, 34953.28700000048 401507.2170000002)"
blue_spots_overstromingsrisico.43,3,0,3,753,0,829,Original,732,753,376,3.701,4.726,4.2914,10975,5148.89861448,1.34,702,2.36,2,10,12,12,1,very small,,,"LINESTRING (35942.55600000173 401374.1770000011, 35987.42399999872 401367.26000000164, 36033.46400000155 401361.13500000164, 36077.65500000119 401356.5240000002, 36119.78500000015 401353.75499999896, 36159.67399999872 401353.1770000011, 36197.22300000116 401355.1259999983, 36232.44200000167 401359.9079999998, 36265.46200000122 401367.7710000016, 36296.51999999955 401378.8979999982, 36325.91600000113 401393.3960000016, 36353.96900000051 401411.30700000003, 36380.96799999848 401432.6070000008, 36407.13599999994 401457.2259999998, 36410.61899999902 401461.0300000012)"
blue_spots_overstromingsrisico.44,3,0,3,754,0,830,Original,733,754,122,3.885,4.197,4.0336,10976,5001.26933329,1.26,4410,2.62,2,10,12,12,1,very small,,,"LINESTRING (32577.05600000173 400158.7989999987, 32590.784000001848 400189.34899999946, 32645.13800000027 400316.188000001, 32749.659000001848 400566.2509999983, 32772.59200000018 400618.96400000155)"
blue_spots_overstromingsrisico.45,3,0,3,851,0,947,Original,829,851,130,3.226,6.825,4.8561,10975,5258.39316032,2.05,1656,1.18,3,10,13,13,1,very small,,,"LINESTRING (34953.28700000048 401507.2170000002, 34992.625 401506.48099999875, 35111.66899999976 401502.23099999875, 35227.4299999997 401494.5850000009, 35284.56899999827 401489.0689999983, 35341.550999999046 401482.313000001, 35451.072000000626 401465.9539999999)"
blue_spots_overstromingsrisico.46,3,0,3,852,0,948,Original,830,852,138,3.899,7.167,5.7595,10975,5160.1987263,2.05,1177,1.85,2,10,12,12,1,very small,,,"LINESTRING (35451.072000000626 401465.9539999999, 35455.56500000134 401465.2829999998, 35569.20300000161 401444.80000000075, 35840.0009999983 401392.11300000176, 35939.73699999973 401374.61199999973, 35942.55600000173 401374.1770000011)"
blue_spots_overstromingsrisico.47,3,0,3,945,0,1062,Original,920,945,61,4.967,10.475,7.7259,10975,5748.23164575,2.19,544,2.78,2,10,12,12,1,very small,,,"LINESTRING (36648.56599999964 401897.07400000095, 36672.90900000185 401961.44299999997, 36711.333000000566 402067.53500000015, 36748.59800000116 402173.7650000006, 36783.75200000033 402280.4270000011, 36800.13599999994 402334.6270000003, 36810.017000000924 402370.118999999)"
blue_spots_overstromingsrisico.48,3,0,3,1128,0,1273,Original,1103,1128,129,4.032,4.919,4.4188,10975,5283.50099093,1.34,533,2.69,2,10,12,12,1,very small,,,"LINESTRING (36410.61899999902 401461.0300000012, 36432.61300000176 401485.0549999997, 36457.46200000122 401515.9690000005, 36481.68800000101 401549.83399999887, 36505.267999999225 401586.5150000006, 36528.175999999046 401625.88699999824, 36550.40900000185 401667.81700000167, 36571.99500000104 401712.1570000015, 36592.99700000137 401758.72199999914, 36613.49799999967 401807.2679999992, 36633.59400000051 401857.48699999973, 36648.56599999964 401897.07400000095)"
blue_spots_overstromingsrisico.50,4,0,4,2359,0,2716,Original,2325,2359,314,-4.328,-3.428,-3.8358,12776,1320.72027315,-4.59,1360,0.26,4,30,34,34,3,moderate,,,"LINESTRING (106169.69799999893 473803.08300000057, 106280.97899999842 473928.506000001, 106459.6240000017 474133.4360000007, 106498.90700000152 474179.3979999982)"
blue_spots_overstromingsrisico.51,4,0,4,2432,0,2805,Original,2398,2432,177,-4.293,-3.495,-3.9031,12775,1529.14372571,-4.59,1564,0.3,4,30,34,34,3,moderate,,,"LINESTRING (106498.90700000152 474179.3979999982, 106526.45499999821 474211.62999999896, 106629.3049999997 474334.8229999989, 106704.29600000009 474427.53400000185, 106815.13699999824 474566.6499999985)"
blue_spots_overstromingsrisico.52,4,0,4,2479,0,2857,Original,2445,2479,213,-4.392,-3.345,-3.892,12775,1719.79912671,-4.59,1759,0.2,5,30,35,35,4,high,,,"LINESTRING (106815.13699999824 474566.6499999985, 106831.9140000008 474587.70800000057, 106891.53599999845 474658.13899999857, 106947.83999999985 474719.39400000125, 107023.67500000075 474795.37900000066, 107124.93299999833 474890.51999999955, 107163.10700000077 474924.79199999943)"
blue_spots_overstromingsrisico.53,4,0,4,2538,0,2931,Original,2504,2538,274,-4.36,-3.514,-3.8949,13829,1677.23144647,-4.57,1709,0.21,5,30,35,35,4,high,,,"LINESTRING (107163.10700000077 474924.79199999943, 107239.99599999934 474993.8209999986, 107297.50699999928 475046.71499999985, 107372.25200000033 475120.4270000011, 107420.55000000075 475171.2289999984, 107479.62099999934 475236.1939999983, 107516.21499999985 475278.1270000003)"
blue_spots_overstromingsrisico.54,4,0,4,2627,0,3043,Original,2593,2627,1295,-4.529,-3.162,-3.8939,13829,1662.49173244,-4.57,1693,0.04,5,30,35,35,4,high,,,"LINESTRING (107516.21499999985 475278.1270000003, 107552.98299999908 475320.2589999996, 107645.03200000152 475429.62999999896, 107761.19900000095 475572.0020000003, 107908.11899999902 475756.8020000011)"
blue_spots_overstromingsrisico.55,5,0,5,413,0,146,Original,402,413,167,-16.378,0.715,-7.7468,12545,0,-1.64,340,-14.74,6,60,66,66,5,very high,,,"LINESTRING (106123.50499999896 496203.8969999999, 106173.74500000104 496426.20800000057, 106215.52100000158 496604.5859999992, 106236.59299999848 496690.9299999997)"
blue_spots_overstromingsrisico.56,5,0,5,567,0,619,Original,548,567,124,1.392,3.486,2.8301,11339,414.23463185,-1.71,414,3.1,1,50,51,51,1,very small,,,"LINESTRING (106544.58999999985 497640.95699999854, 106552.7490000017 497660.3509999998, 106593.62999999896 497752.6700000018, 106658.79899999872 497890.9699999988, 106704.51199999824 497982.6559999995, 106751.69999999925 498073.6950000003, 106761.19099999964 498091.43299999833)"
blue_spots_overstromingsrisico.57,5,0,5,804,0,1219,Original,782,804,637,-0.915,5.087,0.0871,11339,598.63634332,-1.03,599,0.12,5,40,45,45,5,very high,,,"LINESTRING (106995.28299999982 498533.15900000185, 107006.15900000185 498556.28599999845, 107033.57699999958 498619.7289999984, 107061.24599999934 498691.0639999993, 107088.9690000005 498772.76000000164, 107116.43299999833 498867.8500000015, 107143.16899999976 498980.01399999857, 107148.43400000036 499007.7809999995)"
blue_spots_overstromingsrisico.58,5,0,5,805,0,892,Original,783,805,131,-14.155,1.477,-6.5334,11339,0,-1.71,0,-12.45,6,60,66,66,5,very high,,,"LINESTRING (106369.13199999928 497172.936999999, 106370.19000000134 497176.3979999982, 106406.51099999994 497284.9149999991, 106459.1950000003 497429.493999999, 106513.96299999952 497568.16000000015, 106544.58999999985 497640.95699999854)"
blue_spots_overstromingsrisico.59,5,0,5,806,0,423,Original,784,806,125,-24.587,-15.156,-21.0285,11339,26.97831302,-1.64,27,-22.95,6,60,66,66,5,very high,,,"LINESTRING (106236.59299999848 496690.9299999997, 106250.64600000158 496748.51099999994, 106280.61899999902 496865.7509999983, 106306.66099999845 496962.61100000143, 106329.7650000006 497044.1479999982, 106369.13199999928 497172.936999999)"
blue_spots_overstromingsrisico.60,5,0,5,909,0,1018,Original,884,909,156,-0.742,3.266,1.1176,11339,537.25991016,-1.04,537,0.3,4,40,44,44,4,high,,,"LINESTRING (106761.19099999964 498091.43299999833, 106800.10700000077 498164.16899999976, 106900.32299999893 498347.2800000012, 106952.44000000134 498445.5069999993, 106979.09800000116 498498.7410000004, 106995.28299999982 498533.15900000185)"
blue_spots_overstromingsrisico.61,5,0,5,1082,0,1218,Original,1057,1082,64,0.294,2.835,1.794,11406,810.09995919,-0.55,810,0.84,3,40,43,43,3,moderate,,,"LINESTRING (107148.43400000036 499007.7809999995, 107168.5150000006 499113.68299999833, 107191.56700000167 499274.14499999955, 107211.125 499467.6649999991)"
