FID,fid_bps_ba,id,et_id,fid_bps__1,id_1,et_id_1,etp_type,oid_,fid_2,cnt_fid_2,min_zcoor,max_zcoor,ave_zcoor,near_fid,near_dist,ahn_med,near_regio,verf_ahn,verfh_klas,dist_klas,risc_klas,risc_kla_1,risico,risc_naam,se_anno_cad_data,gdb_geomattr_data,shape
blue_spots_overstromingsrisico.813,40,0,40,1873,0,2147,Original,1845,1873,307,1.357,5.085,2.707,10374,125.38078933,0.5,125,0.86,3,50,53,53,3,moderate,,,"LINESTRING (94057.5850000009 403509.2749999985, 94092.53299999982 403567.4149999991, 94135.77800000086 403633.2879999988, 94158.03700000048 403663.6429999992, 94181.6240000017 403692.63599999994, 94207.26199999824 403720.5029999986, 94235.60399999842 403747.4290000014, 94267.14400000125 403773.55099999905, 94302.15199999884 403798.97399999946, 94340.64200000092 403823.8139999993, 94382.39299999923 403848.27600000054, 94402.5859999992 403859.2259999998)"
blue_spots_overstromingsrisico.814,40,0,40,1937,0,2223,Original,1908,1937,293,2.033,5.157,2.6897,10421,968.9056711,2.01,969,0.02,5,40,45,45,5,very high,,,"LINESTRING (91497.27600000054 398202.7019999996, 91528.43600000069 398249.1889999993, 91554.66200000048 398285.8429999985, 91580.96999999881 398320.31599999964, 91607.72500000149 398352.8449999988, 91635.21499999985 398383.8370000012, 91663.63399999961 398413.83199999854, 91819.57899999991 398568.0879999995, 91827.44700000063 398576.3189999983)"
blue_spots_overstromingsrisico.815,40,0,40,2034,0,2337,Original,2003,2034,425,1.21,7.0678,2.6829,10374,606.39511915,0.5,606,0.71,4,40,44,44,4,high,,,"LINESTRING (94402.5859999992 403859.2259999998, 94523.08199999854 403924.56700000167, 94573.9849999994 403954.18400000036, 94626.97100000083 403988.26300000027, 94682.81399999931 404028.49500000104, 94742.93299999833 404076.5029999986, 94809.37799999863 404133.6020000018, 94815.10700000077 404138.6970000006)"
blue_spots_overstromingsrisico.816,40,0,40,2035,0,2338,Original,2004,2035,91,2.257,3.65,2.9207,10421,1453.20590332,2.01,1453,0.25,4,30,34,34,3,moderate,,,"LINESTRING (91827.44700000063 398576.3189999983, 91885.4459999986 398636.9829999991, 91950.70899999887 398708.58100000024, 92045.21499999985 398815.76900000125, 92160.87000000104 398948.8200000003)"
blue_spots_overstromingsrisico.817,40,0,40,2086,0,2399,Original,2053,2086,204,1.183,1.725,1.5121,10401,1005.57957368,0.18,1006,1,3,30,33,33,2,small,,,"LINESTRING (94815.10700000077 404138.6970000006, 94971.21400000155 404277.5210000016, 95071.03400000185 404363.8040000014, 95186.44399999827 404459.95699999854, 95193.35399999842 404465.6220000014)"
blue_spots_overstromingsrisico.818,40,0,40,2143,0,2467,Original,2110,2143,96,3.503,4.833,4.303,10421,1945.59353949,3.26,1946,0.24,5,30,35,35,4,high,,,"LINESTRING (92160.87000000104 398948.8200000003, 92257.93100000173 399060.48099999875, 92355.0150000006 399173.7950000018, 92458.20300000161 399296.61199999973, 92484.95100000128 399329.54100000113)"
blue_spots_overstromingsrisico.819,40,0,40,2267,0,2606,Original,2233,2267,193,3.664,5.918,4.5468,10421,2442.45660492,3.26,2442,0.4,4,30,34,34,3,moderate,,,"LINESTRING (92484.95100000128 399329.54100000113, 92529.4299999997 399384.2960000001, 92565.41200000048 399430.2179999985, 92601.45600000024 399477.7969999984, 92637.41299999878 399527.2659999989, 92673.11899999902 399578.8289999999, 92708.38800000027 399632.6169999987, 92743.00400000066 399688.6420000009, 92771.79800000042 399738.2679999992)"
blue_spots_overstromingsrisico.820,40,0,40,2324,0,2677,Original,2290,2324,278,3.055,8.48,5.3278,10432,2171.63428404,3.26,2172,-0.21,6,30,36,36,4,high,,,"LINESTRING (92771.79800000042 399738.2679999992, 92776.72700000182 399746.76300000027, 92809.29500000179 399806.6799999997, 92840.43899999931 399867.9479999989, 92869.91000000015 399930.01300000027, 92897.49399999902 399992.26999999955, 92923.04100000113 400054.1160000004, 92946.47899999842 400115.0089999996, 92967.82200000063 400174.51099999994, 92974.51199999824 400194.49599999934)"
blue_spots_overstromingsrisico.821,40,0,40,2394,0,2757,Original,2360,2394,127,1.154,1.643,1.412,10401,1155.15608677,0.18,1155,0.97,3,30,33,33,2,small,,,"LINESTRING (95575.44000000134 404788.05799999833, 95924.78799999878 405102.6420000009)"
blue_spots_overstromingsrisico.822,40,0,40,2704,0,3129,Original,2669,2704,572,2.734,8.363,5.9971,1313,370.33641089,2.08,2292,0.65,4,50,54,54,4,high,,,"LINESTRING (88936.13199999928 393997.88800000027, 88949.73900000006 394372.7520000003, 88982.58700000122 394493.243999999)"
blue_spots_overstromingsrisico.823,41,0,41,795,0,1801,Original,773,795,4588,-6.794,3.998,-0.2632,13206,433.06571615,-3,439,-3.79,6,50,56,56,5,very high,,,"LINESTRING (87435.11400000006 454675.3660000004, 86996.27600000054 454318.59600000083)"
blue_spots_overstromingsrisico.824,41,0,41,1340,0,1885,Original,1312,1340,412,-1.326,3.623,2.0201,13169,0,-3,0,1.67,2,60,62,62,2,small,,,"LINESTRING (87775.94700000063 455040.44299999997, 87773.60000000149 455037.52699999884, 87657.03500000015 454897.7250000015, 87446.32200000063 454684.4789999984, 87435.11400000006 454675.3660000004)"
blue_spots_overstromingsrisico.825,41,0,41,1587,0,1804,Original,1559,1587,174,-3.035,-2.469,-2.7495,12572,575.75292857,-4.24,584,1.21,3,40,43,43,3,moderate,,,"LINESTRING (88855.07899999991 456077.6460000016, 88712.36600000039 455957.6710000001, 88511.19200000167 455787.3429999985, 88473.46200000122 455754.5920000002)"
blue_spots_overstromingsrisico.826,41,0,41,1588,0,1805,Original,1560,1588,234,-3.008,-2.446,-2.7459,13774,421.11816485,-4.24,429,1.23,3,50,53,53,3,moderate,,,"LINESTRING (88473.46200000122 455754.5920000002, 88403.73800000176 455694.0720000006, 88292.62099999934 455594.1420000009, 88235.95800000057 455541.36100000143, 88178.48900000006 455486.3720000014, 88119.8900000006 455428.66800000146, 88106.5540000014 455415.11499999836)"
blue_spots_overstromingsrisico.827,41,0,41,1650,0,1884,Original,1622,1650,161,-3.048,-2.57,-2.799,12572,529.26416425,-4.34,539,1.29,3,40,43,43,3,moderate,,,"LINESTRING (89237.8040000014 456399.3929999992, 88855.07899999991 456077.6460000016)"
blue_spots_overstromingsrisico.828,41,0,41,1769,0,2026,Original,1741,1769,182,-3.034,-2.584,-2.8082,12572,526.66471099,-4.34,535,1.31,3,40,43,43,3,moderate,,,"LINESTRING (89620.52899999917 456721.1409999989, 89237.8040000014 456399.3929999992)"
blue_spots_overstromingsrisico.829,41,0,41,1830,0,2097,Original,1802,1830,157,-3.027,-2.55,-2.7935,14320,358.39249272,-4.34,544,1.31,3,50,53,53,3,moderate,,,"LINESTRING (90004.2100000009 457041.7470000014, 89678.86300000176 456770.1799999997, 89620.52899999917 456721.1409999989)"
blue_spots_overstromingsrisico.830,41,0,41,1894,0,2170,Original,1865,1894,166,-3.035,-2.538,-2.7578,12569,145.01117362,-4.21,505,1.17,3,50,53,53,3,moderate,,,"LINESTRING (90396.91899999976 457351.0870000012, 90347.93899999931 457314.8299999982, 90266.44399999827 457253.0379999988, 90185.33900000155 457189.68400000036, 90062.02299999818 457090.00400000066, 90004.2100000009 457041.7470000014)"
blue_spots_overstromingsrisico.831,41,0,41,2001,0,2297,Original,1970,2001,228,-2.86,1.643,-1.46,13169,46.34276515,-4.24,56,1.38,3,60,63,63,4,high,,,"LINESTRING (88106.5540000014 455415.11499999836, 88059.55600000173 455367.3570000008, 87996.58199999854 455300.94299999997, 87929.80900000036 455227.02600000054, 87857.43499999866 455141.70899999887, 87775.94700000063 455040.44299999997)"
blue_spots_overstromingsrisico.832,41,0,41,2055,0,2360,Original,2023,2055,168,-3.103,-2.593,-2.8141,12569,118.98703217,-4.21,325,1.11,3,50,53,53,3,moderate,,,"LINESTRING (90793.36100000143 457655.6220000014, 90785.30799999833 457648.75499999896, 90695.44900000095 457575.6229999997, 90560.85599999875 457472.438000001, 90396.91899999976 457351.0870000012)"
blue_spots_overstromingsrisico.833,41,0,41,2107,0,2422,Original,2074,2107,194,-3.13,1.065,-0.8221,13165,0,-4.21,0,1.08,3,60,63,63,4,high,,,"LINESTRING (91147.3590000011 458007.8779999986, 91108.81100000069 457963.1009999998, 91034.44999999925 457881.8920000009, 90995.8049999997 457841.9770000018, 90955.99199999869 457802.4620000012, 90914.95899999887 457763.3359999992, 90829.45699999854 457686.40199999884, 90793.36100000143 457655.6220000014)"
blue_spots_overstromingsrisico.834,41,0,41,2168,0,2493,Original,2134,2168,176,0.577,0.972,0.7685,13775,0,-2.07,5,2.65,2,60,62,62,2,small,,,"LINESTRING (91462.9149999991 458395.6860000007, 91286.23600000143 458175.2010000013, 91180.56700000167 458046.4510000013, 91147.3590000011 458007.8779999986)"
blue_spots_overstromingsrisico.835,41,0,41,2295,0,2637,Original,2261,2295,173,0.652,2.458,1.6202,12467,0,-2.07,0,2.72,2,60,62,62,2,small,,,"LINESTRING (91777.66099999845 458784.1790000014, 91700.3350000009 458690.58199999854, 91562.24199999869 458519.6409999989, 91462.9149999991 458395.6860000007)"
blue_spots_overstromingsrisico.836,41,0,41,2428,0,2799,Original,2394,2428,167,0.617,1.395,0.8558,12430,0,-2.07,32,2.69,2,60,62,62,2,small,,,"LINESTRING (92111.24100000039 459156.44099999964, 92046.54199999943 459089.2719999999, 91944.81199999899 458978.7019999996, 91875.75600000098 458900.30999999866, 91805.72500000149 458818.1479999982, 91777.66099999845 458784.1790000014)"
blue_spots_overstromingsrisico.837,41,0,41,2534,0,2926,Original,2500,2534,198,0.511,1.063,0.8141,12429,0,-1.55,34,2.06,2,60,62,62,2,small,,,"LINESTRING (92468.15799999982 459506.5240000002, 92448 459487.7010000013, 92330.12799999863 459375.07400000095, 92255.08799999952 459301.83999999985, 92148.53000000119 459195.15300000086, 92111.24100000039 459156.44099999964)"
blue_spots_overstromingsrisico.838,41,0,41,2626,0,3041,Original,2592,2626,157,0.561,1.047,0.8065,12429,2.27890632,-1.55,48,2.11,2,60,62,62,2,small,,,"LINESTRING (92834.28400000185 459847.0370000005, 92729.14400000125 459750.2329999991, 92468.15799999982 459506.5240000002)"
blue_spots_overstromingsrisico.839,41,0,41,2729,0,3159,Original,2694,2729,220,0.5,1.058,0.7667,12429,0,-1.49,42,1.99,2,60,62,62,2,small,,,"LINESTRING (93207.52299999818 460179.6229999997, 93152.86600000039 460134.30999999866, 93065.44200000167 460058.03599999845, 92978.37999999896 459979.7100000009, 92834.28400000185 459847.0370000005)"
blue_spots_overstromingsrisico.840,41,0,41,2888,0,3343,Original,2851,2888,290,-0.798,1.076,0.5489,12429,0,-1.49,24,0.69,4,60,64,64,5,very high,,,"LINESTRING (93608.0709999986 460478.5390000008, 93591.10399999842 460464.2650000006, 93553.13500000164 460434.33100000024, 93515.31599999964 460406.23099999875, 93361.65500000119 460298.625, 93321.60099999979 460269.46599999815, 93238.77299999818 460205.5309999995, 93207.52299999818 460179.6229999997)"
blue_spots_overstromingsrisico.841,41,0,41,2947,0,3408,Original,2910,2947,750,-1.439,3.729,0.4242,12429,4.98440087,-1.49,25,0.05,5,60,65,65,5,very high,,,"LINESTRING (93982.42300000042 460809.48800000176, 93966.55700000003 460797.68299999833, 93898.41000000015 460743.4759999998, 93841.67100000009 460694.7170000002, 93792.75800000131 460649.7800000012, 93668.10099999979 460531.0920000002, 93629.36499999836 460496.4530000016, 93608.0709999986 460478.5390000008)"
blue_spots_overstromingsrisico.842,41,0,41,3033,0,3506,Original,2995,3033,176,0.705,2.214,1.4577,12481,0,-1.22,0,1.93,2,60,62,62,2,small,,,"LINESTRING (94381.73999999836 461110.1429999992, 94279.64900000021 461026.6339999996, 94152.68400000036 460933.48900000006, 94050.02400000021 460859.78500000015, 93982.42300000042 460809.48800000176)"
blue_spots_overstromingsrisico.843,41,0,41,3112,0,3601,Original,3073,3112,274,0.684,2.372,1.2605,13172,13.8140736,-1.22,63,1.9,2,60,62,62,2,small,,,"LINESTRING (94737.88399999961 461460.15199999884, 94677.56100000069 461390.0020000003, 94443.30099999905 461160.4990000017, 94381.73999999836 461110.1429999992)"
blue_spots_overstromingsrisico.844,41,0,41,3200,0,2925,Sliver,3161,3200,1306,-0.039,7.572,2.3404,12390,92.73571903,-1.22,109,1.18,3,60,63,63,4,high,,,"LINESTRING (95063.88800000027 461839.2580000013, 94737.88399999961 461460.15199999884)"
blue_spots_overstromingsrisico.845,42,0,42,1236,0,1401,Original,1210,1236,166,1.1649,1.665,1.4269,10378,1662.46173137,0.05,1243,1.11,3,30,33,33,2,small,,,"LINESTRING (92415.71400000155 406111.9079999998, 92437.65900000185 406102.7870000005, 92875.54600000009 405915.55799999833)"
blue_spots_overstromingsrisico.846,42,0,42,1237,0,1402,Original,1211,1237,156,1.127,1.848,1.3759,10378,1643.59790303,0.4,1644,0.73,4,30,34,34,3,moderate,,,"LINESTRING (93345.06799999997 405744.7250000015, 93387.04899999872 405733.6779999994, 93439.54800000042 405721.38599999994, 93493.36100000143 405710.3740000017, 93548.97800000012 405700.5859999992, 93606.90500000119 405691.93400000036, 93667.6259999983 405684.3020000011, 93799.14600000158 405671.5529999994, 93838.39999999851 405668.58399999887)"
blue_spots_overstromingsrisico.847,42,0,42,1238,0,1403,Original,1212,1238,135,1.74,3.561,2.8886,10384,1694.26623967,0.29,1694,1.45,3,30,33,33,2,small,,,"LINESTRING (93838.39999999851 405668.58399999887, 93870.6400000006 405666.14499999955, 94026.57699999958 405656.5480000004, 94202.1950000003 405647.70800000057, 94337.65799999982 405641.6939999983)"
blue_spots_overstromingsrisico.848,42,0,42,1239,0,1404,Original,1213,1239,150,1.297,1.586,1.4496,10401,1886.88639164,0.14,1856,1.16,3,30,33,33,2,small,,,"LINESTRING (94836.72399999946 405613.243999999, 94927.62900000066 405603.04399999976, 95129.64600000158 405553.85500000045, 95313.08700000122 405472.6640000008)"
blue_spots_overstromingsrisico.849,42,0,42,1322,0,1497,Original,1295,1322,143,1.035,1.615,1.3061,10378,2131.09751987,0.08,726,0.95,3,30,33,33,2,small,,,"LINESTRING (91484.52699999884 406475.7320000008, 91506.15100000054 406468.8260000013, 91653.23800000176 406417.58199999854, 91754.11199999973 406380.2259999998, 91856.58900000155 406340.7729999982, 91953.42199999839 406302.38599999994)"
blue_spots_overstromingsrisico.850,42,0,42,1323,0,1498,Original,1296,1323,181,1.127,1.599,1.4238,10378,1847.6139822,0.05,976,1.08,3,30,33,33,2,small,,,"LINESTRING (91953.42199999839 406302.38599999994, 91960.48200000077 406299.5879999995, 92118.8909999989 406235.28400000185, 92415.71400000155 406111.9079999998)"
blue_spots_overstromingsrisico.851,42,0,42,1324,0,1499,Original,1297,1324,129,1.281,2.41,1.5885,10384,1843.43810469,0.29,1843,0.99,3,30,33,33,2,small,,,"LINESTRING (94337.65799999982 405641.6939999983, 94635.77199999988 405628.45899999887, 94770.62099999934 405620.6620000005, 94836.72399999946 405613.243999999)"
blue_spots_overstromingsrisico.852,42,0,42,1404,0,1591,Original,1376,1404,269,0.521,6.758,3.8034,10424,2554.26079743,0.31,618,0.21,5,30,35,35,4,high,,,"LINESTRING (90531.06899999827 406774.90100000054, 90613.71999999881 406740.6070000008, 90712.45899999887 406703.84099999815, 90760.01000000164 406687.4930000007, 90851.65700000152 406658.19099999964, 90981.98299999908 406620.48900000006, 91004.23699999973 406614.4470000006)"
blue_spots_overstromingsrisico.853,42,0,42,1405,0,1592,Original,1377,1405,142,1.116,3.146,1.8311,10378,2445.51613063,0.08,609,1.04,3,30,33,33,2,small,,,"LINESTRING (91004.23699999973 406614.4470000006, 91234.10099999979 406552.0379999988, 91366.1799999997 406513.5249999985, 91484.52699999884 406475.7320000008)"
blue_spots_overstromingsrisico.854,42,0,42,1484,0,1687,Original,1456,1484,208,1.546,6.374,3.6105,10482,2458.78266261,0.31,835,1.24,3,30,33,33,2,small,,,"LINESTRING (90087.70699999854 407005.0029999986, 90110.24100000039 406991.39499999955, 90230.75800000131 406922.47300000116, 90289.01300000027 406890.8999999985, 90346.04500000179 406861.2529999986, 90401.89999999851 406833.51099999994, 90456.60200000182 406807.63800000027, 90510.15100000054 406783.5799999982, 90531.06899999827 406774.90100000054)"
blue_spots_overstromingsrisico.855,42,0,42,1564,0,1774,Original,1536,1564,142,1.066,1.404,1.231,10482,2271.9085418,0.02,1207,1.05,3,30,33,33,2,small,,,"LINESTRING (89243.3200000003 407540.6550000012, 89465.45199999958 407397.3049999997, 89663.85200000182 407270.1889999993)"
blue_spots_overstromingsrisico.856,42,0,42,1565,0,1775,Original,1537,1565,155,1.153,1.856,1.3532,10482,2311.39702,0.02,1152,1.13,3,30,33,33,2,small,,,"LINESTRING (89663.85200000182 407270.1889999993, 89778.65500000119 407196.63500000164, 89983.54100000113 407067.9050000012, 90087.70699999854 407005.0029999986)"
blue_spots_overstromingsrisico.857,42,0,42,1700,0,1945,Original,1672,1700,146,1.216,1.548,1.3766,10378,1624.94194438,0.4,1550,0.82,3,30,33,33,2,small,,,"LINESTRING (92875.54600000009 405915.55799999833, 92883.33199999854 405912.2289999984, 93031.72500000149 405851.6070000008, 93132.30099999905 405813.3189999983, 93233.52100000158 405778.1469999999, 93284.33399999887 405762.1090000011, 93335.42799999937 405747.26199999824, 93345.06799999997 405744.7250000015)"
blue_spots_overstromingsrisico.858,42,0,42,1701,0,1593,Original,1673,1701,186,1.067,2.366,1.4502,10401,1483.97951598,0.14,1484,0.93,3,30,33,33,2,small,,,"LINESTRING (95313.08700000122 405472.6640000008, 95427.95399999991 405421.82400000095, 95742.93899999931 405219.4679999985)"
blue_spots_overstromingsrisico.859,42,0,42,1979,0,2274,Original,1949,1979,141,0.86,1.358,1.0923,10482,2273.27163217,0.02,1241,0.84,3,30,33,33,2,small,,,"LINESTRING (88820.24199999869 407807.04199999943, 88949.0159999989 407729.4270000011, 89071.30099999905 407651.6640000008, 89243.3200000003 407540.6550000012)"
blue_spots_overstromingsrisico.860,42,0,42,2394,0,2757,Original,2360,2394,127,1.154,1.643,1.412,10401,1302.10009971,0.14,1302,1.01,3,30,33,33,2,small,,,"LINESTRING (95742.93899999931 405219.4679999985, 95924.78799999878 405102.6420000009)"
blue_spots_overstromingsrisico.861,42,0,42,2761,0,1944,Original,2726,2761,220,1.25,5.382,2.3423,10507,2084.84661597,0.08,1474,1.17,3,30,33,33,2,small,,,"LINESTRING (87892.55200000107 408172.94900000095, 88345.92100000009 408029.6490000002, 88368.62799999863 408020.0689999983)"
blue_spots_overstromingsrisico.862,42,0,42,5758,0,3632,Original,5713,5758,188,1.049,2.742,1.6269,10507,2301.62682872,0.32,1327,0.73,4,30,34,34,3,moderate,,,"LINESTRING (88368.62799999863 408020.0689999983, 88620.07600000128 407913.98900000006, 88805.68499999866 407815.81599999964, 88820.24199999869 407807.04199999943)"
blue_spots_overstromingsrisico.863,43,0,43,979,0,1099,Original,954,979,1745,-0.996,5.931,1.5952,15379,693.80187945,-1.58,1434,0.58,4,40,44,44,4,high,,,"LINESTRING (96419.63100000098 436571.80999999866, 96403.73099999875 436633.70699999854, 96388.85599999875 436702.6400000006, 96377.63599999994 436767.73600000143, 96369.81399999931 436829.2659999989, 96365.12200000137 436887.5, 96363.2809999995 436942.71599999815, 96364.01300000027 436995.19299999997, 96367.03700000048 437045.2109999992, 96369.26300000027 437066.3260000013)"
blue_spots_overstromingsrisico.864,43,0,43,980,0,1100,Original,955,980,678,7.243,23.027,14.3063,15389,1624.43210904,-0.71,1746,7.95,1,30,31,31,1,very small,,,"LINESTRING (96776.31799999997 435638.20600000024, 96677.9849999994 435880.1959999986, 96587.41299999878 436101.1469999999)"
blue_spots_overstromingsrisico.865,43,0,43,1059,0,1417,Original,1034,1059,694,22.877,29.067,27.31,15381,1996.79363675,-0.71,2012,23.59,1,30,31,31,1,very small,,,"LINESTRING (96964.83700000122 435175.1079999991, 96949.53400000185 435211.9360000007, 96776.31799999997 435638.20600000024)"
blue_spots_overstromingsrisico.866,43,0,43,1332,0,1507,Original,1305,1332,1417,-1.211,7.448,2.6388,15379,1176.62336985,-1.58,1576,0.37,4,30,34,34,3,moderate,,,"LINESTRING (96587.41299999878 436101.1469999999, 96580.68899999931 436117.55000000075, 96540.0859999992 436218.9789999984, 96504.04800000042 436312.9849999994, 96472.50200000033 436400.77800000086, 96445.36300000176 436483.1469999999, 96422.49700000137 436560.65300000086, 96419.63100000098 436571.80999999866)"
blue_spots_overstromingsrisico.867,43,0,43,1494,0,1698,Original,1466,1494,996,4.989,27.545,16.1919,15381,2340.3165997,0.32,2355,4.67,1,30,31,31,1,very small,,,"LINESTRING (97156.69200000167 434713.3819999993, 96964.83700000122 435175.1079999991)"
blue_spots_overstromingsrisico.1224,64,0,64,3635,0,4233,Original,3595,3635,168,4.856,6.515,5.6901,10375,3240.63103539,5.81,3241,-0.95,6,20,26,26,4,high,,,"LINESTRING (97961.21299999952 396586.57499999925, 97483.80099999905 396437.9910000004)"
blue_spots_overstromingsrisico.868,43,0,43,1575,0,1786,Original,1547,1575,1056,-3.5175,3.889,1.8023,15379,0,-2.04,1267,-1.48,6,60,66,66,5,very high,,,"LINESTRING (96495.31100000069 437549.0549999997, 96498.33199999854 437558.4200000018, 96524.72300000116 437647.4970000014, 96544.4290000014 437724.0399999991, 96589.79899999872 437923.7270000018, 96601.11499999836 437987.1730000004, 96606.41800000146 438035.8779999986)"
blue_spots_overstromingsrisico.869,43,0,43,1825,0,2092,Original,1797,1825,663,0.404,2.531,1.4526,15379,299.27885643,-4.47,1275,4.87,1,50,51,51,1,very small,,,"LINESTRING (96606.41800000146 438035.8779999986, 96606.43699999899 438036.0529999994, 96608.06199999899 438063.10500000045, 96608.6640000008 438123.3029999994, 96605.13800000027 438192.43400000036, 96601.6799999997 438230.51300000027, 96591.28599999845 438313.69299999997, 96576.39600000158 438405.8729999997, 96557.41099999845 438506.46499999985, 96552.22399999946 438531.4270000011)"
blue_spots_overstromingsrisico.870,43,0,43,1882,0,2157,Original,1853,1882,381,-0.864,0.957,-0.0537,15379,782.65367822,-4.47,1501,3.61,1,40,41,41,1,very small,,,"LINESTRING (96552.22399999946 438531.4270000011, 96534.84200000018 438615.0780000016, 96509.13300000131 438731.8979999982, 96443.23699999973 439019.3900000006)"
blue_spots_overstromingsrisico.871,43,0,43,1886,0,2161,Original,1857,1886,806,3.218,5.067,4.2549,15379,197.8659128,-2.04,1281,5.26,1,50,51,51,1,very small,,,"LINESTRING (96369.26300000027 437066.3260000013, 96372.07999999821 437093.04100000113, 96378.87000000104 437138.94099999964, 96387.14299999923 437183.14400000125, 96396.6409999989 437225.85599999875, 96407.1099999994 437267.2470000014, 96429.97899999842 437346.55099999905, 96495.31100000069 437549.0549999997)"
blue_spots_overstromingsrisico.872,43,0,43,2094,0,2408,Original,2061,2094,313,-0.865,-0.166,-0.5088,15379,1242.28156393,-5.01,1849,4.14,1,30,31,31,1,very small,,,"LINESTRING (96443.23699999973 439019.3900000006, 96397.05099999905 439220.8909999989, 96360.7659999989 439386.8260000013, 96343.36699999869 439473.77600000054, 96337.21999999881 439507.97199999914)"
blue_spots_overstromingsrisico.873,43,0,43,2339,0,3494,Original,2305,2339,2653,-6.676,9.136,-0.6785,15471,868.27479756,-5.01,951,-1.67,6,40,46,46,5,very high,,,"LINESTRING (96337.21999999881 439507.97199999914, 96327.19700000063 439563.73099999875, 96294.31599999964 439771.5229999982, 96265.07499999925 439923.1790000014, 96203.28799999878 440164.19900000095, 96068.87700000033 440585.9270000011)"
blue_spots_overstromingsrisico.874,44,0,44,1642,0,2018,Original,1614,1642,1369,-4.455,13.701,3.4662,15457,0,-1.95,0,-2.5,6,60,66,66,5,very high,,,"LINESTRING (90366.91000000015 438812.0729999989, 90346.0549999997 438802.01999999955, 89847.37900000066 438565.0689999983)"
blue_spots_overstromingsrisico.875,44,0,44,1883,0,2158,Original,1854,1883,276,-2.703,1.723,-0.7527,15463,0,-1.95,0,-0.75,6,60,66,66,5,very high,,,"LINESTRING (90816.23699999973 439031.381000001, 90810.13100000098 439028.2349999994, 90633.7100000009 438940.6710000001, 90366.91000000015 438812.0729999989)"
blue_spots_overstromingsrisico.876,44,0,44,2210,0,2542,Original,2176,2210,323,-1.613,4.271,0.8392,15446,61.35096582,-1.56,113,-0.05,6,60,66,66,5,very high,,,"LINESTRING (91259.42599999905 439262.8350000009, 91188.84499999881 439227.0720000006, 90931.72399999946 439090.90199999884, 90816.23699999973 439031.381000001)"
blue_spots_overstromingsrisico.877,44,0,44,2277,0,2617,Original,2243,2277,344,-1.837,4.784,0.1048,15354,1.46964511,-1.56,12,-0.28,6,60,66,66,5,very high,,,"LINESTRING (91725.23200000077 439442.2899999991, 91710.29899999872 439438.20899999887, 91649.19700000063 439420.15399999917, 91587.62700000033 439400.3599999994, 91525.39799999818 439378.5159999989, 91462.19700000063 439354.28500000015, 91397.57499999925 439327.32499999925, 91330.95300000161 439297.30799999833, 91261.63699999824 439263.9549999982, 91259.42599999905 439262.8350000009)"
blue_spots_overstromingsrisico.878,44,0,44,2339,0,3494,Original,2305,2339,2653,-6.676,9.136,-0.6785,15471,401.43072457,-5.13,520,-1.55,6,50,56,56,5,very high,,,"LINESTRING (96068.87700000033 440585.9270000011, 95581.92199999839 440430.3260000013, 95269.66299999878 440338.7100000009, 95111.79300000146 440296.6889999993)"
blue_spots_overstromingsrisico.879,44,0,44,2340,0,2696,Original,2306,2340,152,-1.63,2.178,-0.7003,15354,1.13767379,-1.56,9,-0.07,6,60,66,66,5,very high,,,"LINESTRING (92212.86400000006 439552.2589999996, 92067.0549999997 439523.1030000001, 91891.21299999952 439484.5399999991, 91771.01399999857 439454.8020000011, 91725.23200000077 439442.2899999991)"
blue_spots_overstromingsrisico.880,44,0,44,2411,0,2777,Original,2377,2411,142,3.128,6.628,5.8673,15355,16.69271562,-1.5,54,4.63,1,60,61,61,1,very small,,,"LINESTRING (92704.64499999955 439642.4059999995, 92627.77699999884 439629.56700000167, 92490.89600000158 439605.43299999833, 92288.65799999982 439567.4149999991, 92212.86400000006 439552.2589999996)"
blue_spots_overstromingsrisico.881,44,0,44,2467,0,2842,Original,2433,2467,416,0.233,7.662,5.3271,15329,0,-1.5,0,1.73,2,60,62,62,2,small,,,"LINESTRING (93191.17799999937 439753.3429999985, 93127.26099999994 439730.9990000017, 93094.63100000098 439720.73600000143, 93029.79600000009 439702.75, 92964.46700000018 439687.66000000015, 92897.20300000161 439674.5689999983, 92704.64499999955 439642.4059999995)"
blue_spots_overstromingsrisico.882,44,0,44,2525,0,2913,Original,2491,2525,267,4.937,8.325,7.42,15471,91.33796937,-1.31,140,6.25,1,60,61,61,1,very small,,,"LINESTRING (93656.1799999997 439936.83300000057, 93615.83199999854 439923.1409999989, 93571.0859999992 439906.7729999982, 93486.68299999833 439873.9479999989, 93297.20699999854 439795.11400000006, 93193.58799999952 439754.18499999866, 93191.17799999937 439753.3429999985)"
blue_spots_overstromingsrisico.883,44,0,44,2569,0,2973,Original,2535,2569,219,-3.916,4.955,0.2344,15471,47.57728484,-1.31,104,-2.61,6,60,66,66,5,very high,,,"LINESTRING (94137.74700000137 440070.5639999993, 93999.23900000006 440036.7529999986, 93935.22700000182 440020.28599999845, 93817.3590000011 439987.875, 93711.57200000063 439955.62999999896, 93656.1799999997 439936.83300000057)"
blue_spots_overstromingsrisico.884,44,0,44,2616,0,3028,Original,2582,2616,123,-4.622,-3.533,-4.077,15471,194.30307365,-4.09,258,-0.53,6,50,56,56,5,very high,,,"LINESTRING (94625.29699999839 440181.43400000036, 94376.05099999905 440125.54399999976, 94138.20199999958 440070.67500000075, 94137.74700000137 440070.5639999993)"
