Ministerie;handelsnaam na kvk;6000 - ICT overig;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6210 - Aanschaf programmatuur & software;6220 - Beheer, onderhoud programmatuur & software;6310 - Aanschaf, beheer en onderhoud infrastructuur;6410 - Spraak en dataverbindingen;6510 - Uitbesteding ICT;Eindtotaal
BZK;PvIB Platform voor InformatieBeveiliging;1;;;;;;;;1
BZK;Quality Support B.V.;;;;;;;;1;1
BZK;RAATWERK;;;;1;;;;;1
BZK;RDMG Uitgeverij B.V.;;;;1;;;;;1
BZK;ReadSpeaker B.V.;;;;;1;;;;1
BZK;Redplume;;;;;;;;1;1
BZK;Regas IP B.V.;;;;;1;;;;1
BZK;Retriever Media Informatie B.V.;;;;;1;;;;1
BZK;RIPE NCC;;;;;;1;;;1
BZK;Rogier Elshout;;;;;;;;1;1
BZK;Rosarium;;;;;;;;1;1
BZK;RUIMTELIJK ECONOMISCH ATELIER;;;;;;1;;;1
BZK;Rusch Consultancy B.V.;;;;;1;;;;1
BZK;Safety Control Real Estate B.V.;;;;;;1;;;1
BZK;Scan Sys B.V.;;;;;1;;;;1
BZK;SDL Netherlands B.V.;;;;;1;;;;1
BZK;Sdu Uitgevers B.V.;;;;;1;;;;1
BZK;SENZ;;;;;;;;1;1
BZK;Service Management Technology eXperts B.V.;;;;;1;;;;1
BZK;SGOA;;;;;;;;1;1
BZK;SHARENL;;;;1;;;;;1
BZK;SHARP ELECTRONICS BENELUX;;;1;;;;;;1
BZK;Signalutions B.V.;;;;;;1;;;1
BZK;Siteimprove BV;;;;;;;;1;1
BZK;Snelle Vliet Touringcars B.V.;;;;;;;;1;1
BZK;SNIJDERS;;;1;;;;;;1
BZK;SOFTCROW TRUSTED ELECTRONIC SERVICES;;;;1;;;;;1
BZK;SoftwareONE BV;;;;;;;;1;1
BZK;Solvinity;;;;;1;;;;1
BZK;Spaces Rode Olifant B.V.;;;;;;;;1;1
BZK;Spitz Congres enEvent;;;;;;;;1;1
BZK;Sportsdesign Utrecht B.V.;;;;;;;;1;1
BZK;Spotler Nederland B.V.;;;;;1;;;;1
BZK;STAPLES NEDERLAND;;;1;;;1;;;1
BZK;Staples Nederland B.V.;;1;;;;;;;1
BZK;Stemmenbank.nl;;;;;;;;1;1
BZK;Stg. Standaardbestek Burg.- en Utiliteitsbouw;;;1;1;;;;;1
BZK;Sticht. Internet Domeinregistratie Nederland;;;;;1;;;;1
BZK;Stichting Beheer Derdengelden X Pact;;;;;;;;1;1
BZK;STICHTING SBRCURNET;;;;1;;;;;1
BZK;Stichting Simplerinvoicing;;;;;;;;1;1
BZK;STIJLVAN;;;;;;;;1;1
BZK;Stolk Deutschland B.V.;;;;;;;1;;1
BZK;Sumatra Software B.V.;;;;;1;;;;1
BZK;Survey Monkey;;1;;;;;;;1
BZK;SurveyMonkey;;;;;1;;;;1
BZK;SWIS;;;;1;;;;;1
BZK;T & T COMPETENT;;;;1;;;1;1;1
BZK;T&T Compet&t.b.v.;;;1;;;;;;1
BZK;Talmundo Netherlands B.V.;;;;;1;;;;1
BZK;TAM TAM;;;;;;;;1;1
BZK;TAPPAN COMMUNICATIE;;;;1;;;;;1
BZK;Team Biesbosch B.V.;;;;;;;;1;1
BZK;TEC / CAD College B.V.;;;1;;;;;;1
BZK;Technosoft B.V.;;;1;;;;;;1
BZK;Telegrootgebruik B.V.;;;;;;1;;;1
BZK;Telengy Management en Advies BV;;;;;;;;1;1
BZK;Telfort winkel;;;;;;;1;;1
BZK;Telfort Zakelijk B.V.;;;;;;;1;;1
BZK;THE RIGHT PRODUCTIONS;;;;1;;;1;;1
BZK;Tilaa.com;;;;;;;;1;1
BZK;TimeTell B.V.;;;;;1;;;;1
BZK;T-MOBILE NETHERLANDS;;;;;;;1;;1
BZK;Toby enzo;;;;;;;;1;1
BZK;Transposafe;;;;;;;;1;1
BZK;Trinoco;;;;;;;;1;1
BZK;Trusted Autorisatie Service;;;;;;;;1;1
BZK;Trusted-ID B.V.;;;;;1;;;;1
BZK;U&I Learning Nederland B.V.;;;1;;;;;;1
BZK;UL TS B.V.;;;;;;;;1;1
BZK;Ultimo Software Solutions B.V.;;;1;;;;;;1
BZK;UniCarriers Netherlands B.V.;;1;1;;;;;;1
BZK;Vakmedianet Bouwdata B.V.;;;;;;;1;;1
BZK;Vakmedianet Government BV;;;;1;;;;;1
BZK;Van der Valk Hotel Akersloot;;;;;;;;1;1
BZK;Van Ottele Communicatie;;;;;;;1;;1
BZK;Van Zijderveld;;;;;;;;1;1
BZK;Vasco Data Security NV;;;1;;1;;;;1
BZK;VCK Travel B.V.;;;;;;;;1;1
BZK;Verizon Nederland B.V.;;;;;;;1;;1
BZK;VERT VAN NED IN DE NED ANTILLEN;;;;;;;1;;1
BZK;Vertaalbureau Perfect B.V.;;;;;;;;1;1
BZK;vertalen.nl;;;;;;;;1;1
BZK;VIP INTERNET;;;;1;;;;;1
BZK;Virtual Security;;;;;;;;1;1
BZK;VITASYS BV;;;;1;;;;;1
BZK;WebEx Communications B.V.;;;1;;1;;;;1
BZK;Webservices.nl B.V.;;;;;1;;;;1
BZK;WOT-P Promoproducts;;;;;;;;1;1
BZK;WP SMART HOST;;;;1;;;;;1
BZK;WP SUPPORT B.V.;;;;1;;;;;1
BZK;XEROX NEDERLAND;;;;1;;;;;1
BZK;XS4ALL INTERNET;;;;;;;1;;1
BZK;XS4ALL Internet B.V.;;;;;1;;1;;1
BZK;YACHT;;;;;;;;1;1
BZK;Yogastudio108;;;;;;;;1;1
BZK;Zendesk Inc;;;;;1;;;;1
BZK;Ziggo Services B.V.;;;;;;;1;;1
BZK;Ziggo Zakelijk Services B.V.;;;;;;1;1;;1
BZK;Ziggo Zakelijk Services BV;;;;;;1;;;1
BZK;ZURICH LEVEN;;;;1;;;;;1
BZK;Zwolse Theaters;;;;;;;;1;1
BZK;ZYLON INTERNET SERVICES;;;;1;;;;;1
DEF;ACES Direct B.V.;;1;;;;1;;;1
DEF;Administratiekantoor Kroese;;;;;;;1;;1
DEF;All Music Publishing B.V.;;1;;;;;;;1
DEF;Altec Industri�le Identificatie;;1;;;;;;;1
DEF;A-Mac B.V.;;;;;;;1;;1
DEF;Anchor Men;;;;;;;1;;1
DEF;Anoniem 10;;1;;;;;;;1
DEF;Anoniem 11;;1;;;;;;;1
DEF;Anoniem 110;;1;;;;;;;1
DEF;Anoniem 220;;1;;;;1;;;1
DEF;Anoniem 26;;1;;1;;1;;;1
DEF;Anoniem 52;;;;;1;;;;1
DEF;Anoniem 69;;1;;;;;;;1
DEF;Anoniem 97;;1;;;;;;;1
DEF;Anoniem 98;;1;;;;;;;1
DEF;AppelOplader;;1;;;;;;;1
DEF;Appleparts B.V.;;1;;;;;;;1
DEF;AVDIS B.V.;;;1;;;;;;1
DEF;Avensus Nederland B.V.;;;;;;1;;;1
DEF;Avex B.V.;;;;;;1;;;1
DEF;Azerty;;1;;;;;;;1
DEF;B.V. Algemeen Nederlands Persbureau ANP;;1;;;;;;;1
DEF;B.V. Korthofah;;1;;;;;;;1
DEF;B.V. Ru'58;;1;;;;;;;1
DEF;BCD Travel B.V.;;;;;;;1;;1
DEF;Bemet International B.V.;;;;;;1;;;1
DEF;BIG;;;;;;;1;;1
DEF;BIS B.V.;;;;;;;1;;1
DEF;Black Box Datacom B.V.;;1;;;;;;;1
DEF;Black Box International B.V.;;1;;;;;;;1
DEF;Bob van der Houven Produkties V.O.F.;;1;;;;;;;1
DEF;bQuind B.V.;;;;;;;;1;1
DEF;British Telecommunications Plc. London;;;;;;;1;;1
DEF;Btsoftware B.V.;;;;;;1;;;1
DEF;Bumicom Telecommunicatie B.V.;;;;;;;1;;1
DEF;BuzzMaster B.V.;;;;;;1;;;1
DEF;Bysky B.V.;;1;;;;;;;1
DEF;Cablescan B.V.;;1;;;;;;;1
DEF;Caiway;;1;;;;;;;1
DEF;CameraNU.nl;;1;;;;;;;1
DEF;CHARGEDEFENSE LLC;;1;;;;;;;1
DEF;Chartworx B.V.;;;;;;;1;;1
DEF;Chipclean B.V.;;1;;;;;;;1
DEF;Cigdem Yuksel Media;;1;;;;;;;1
DEF;C-Map Norway As;;;;1;;;;;1
DEF;CNC-Consult & Automation B.V.;;;;;;1;;;1
DEF;Company Fits B.V.;;;1;;;;;;1
DEF;Curvature LLC;;1;1;;;;;;1
DEF;Danish Defence;;;;;;;1;;1
DEF;Datema-Delfzijl B.V.;;;;;;;1;;1
DEF;de Rolf groep B.V.;;;;;;1;;;1
DEF;Delta International Promotioneel B.V.;;;;;;;1;;1
DEF;Delta International Uniformuitrustingen B.V.;;;;;;;1;;1
DEF;Delta-N B.V.;;;;1;;1;;;1
DEF;Digital Revolution B.V.;;1;;;;;;;1
DEF;Digitale Checklisten;;;;;;;1;;1
DEF;Directie Telecommunicatiezaken;;;;;;;1;;1
DEF;Document House Beuningen;;;;;;;1;;1
DEF;Dos Mundos;;;;;;;1;;1
DEF;DPA IT B.V.;;;;;;;;1;1
DEF;DRAGT;;;;;;;1;;1
DEF;EDS';;;;;;;1;;1
DEF;Elementbouwtechniek P.B.S. Holland B.V.;;1;;;;;;;1
DEF;Elsto-Boekholt-Dynatec B.V.;;1;;;;;;;1
DEF;Emka Nederland B.V.;;1;;;;;;;1
DEF;Ertronix;;1;;;;;;;1
DEF;Exploitatiestichting t.b.v. de Koninklijke Nederlandse Redding Maatschappij;;;;;;;1;;1
DEF;Farnell (Netherlands) B.V.;;1;;;;;;;1
DEF;Farnell BV;;1;;;;;;;1
DEF;Fifo Color B.V.;;1;;;;;;;1
DEF;Forrester research ltd.;;;;1;;;;;1
DEF;Foto Video Beemster;;;;;;;1;;1
DEF;Foto Video Beemster B.V.;;;;;;;1;;1
DEF;Fugro GeoServices B.V.;;;;;;1;;;1
DEF;GAMIC Gesellschaft f�r angewandte Mikrowellen- u. Informations- Informationstechnologie und Consulting mbH;;;;;;1;;;1
DEF;Gemnet B.V.;;;;;;;1;;1
DEF;Gerritse IJzerwaren Houten;;1;;;;;;;1
DEF;Getronics Nederland B.V.;;;;;;;1;;1
DEF;Global Knowledge;;;;;;;;1;1
DEF;Globalstar Europe Satellite Service;;;;;;;1;;1
DEF;GS Handelsbedrijf B.V.;;1;;;;;;;1
DEF;H. Schippers It;;;;1;;;;;1
DEF;Hamer B.V.;;;;;;1;;;1
DEF;Hardware.nl;;1;;;;;;;1
DEF;Hartman Direct B.V.;;1;;;;;;;1
DEF;HBM Machines B.V.;;1;;;;;;;1
DEF;Hendriks Bouw en Industrie Onderdeel van Polvo;;1;;;;;;;1
DEF;HQ NAEW&C Force GK;;;;;;;1;;1
DEF;Huto Machines B.V.;;1;;;;;;;1
DEF;Imatica;;;;1;;;;;1
DEF;Impulse Info Systems;;1;;;;;;;1
DEF;In2Content B.V.;;1;;;;;;;1
DEF;Incontrol Management Consultants B.V.;;1;;;;;;;1
DEF;Incontrol Simulation Software B.V.;;;;1;;;;;1
DEF;Informatique Computers & Componenten;;1;;;;;;;1
DEF;Infotrans Caribbean N.V.;;;;;;;1;;1
DEF;Infrastructure Services & Projects B.V.;;1;;;;;;;1
DEF;Inmarsat Solutions B.V.;;;;;;;1;;1
DEF;Inmarsat Solutions B.V. Voorheen:Stratos Billing Customer S;;;;;;;1;;1
DEF;International Numbering Plans B.V.;;;;;;;1;;1
DEF;IS Group B.V.;;;;;;;1;;1
DEF;Jungheinrich Nederland B.V.;;;1;;;;;;1
DEF;Justcroft International Ltd;;;;;;1;;;1
DEF;KANNEGIETER ELECTRONICA B.V.;;1;;;;;;;1
DEF;KantoorExpert Groep;;;;;;;1;;1
DEF;Keyprocessor B.V.;;;;1;;1;;;1
DEF;Knapzak Benelux B.V.;;1;;;;;;;1
DEF;KPN Consulting B.V.;;;;;;;1;;1
DEF;KPN Corporate Market;;;;;;;1;;1
DEF;Kruizinga B.V.;;1;;;;;;;1
DEF;LadderHulp.nl;;1;;;;;;;1
DEF;Lisense IT B.V.;;;;;;;1;;1
DEF;Livingston TEMS;;1;;;;;;;1
DEF;Logistiekconcurrent;;1;;;;;;;1
DEF;Maastricht Aachen Airport B.V.;;;;;;;1;;1
DEF;Machinefabriek J. van Geffen;;1;;;;;;;1
DEF;Makerpoint B.V.;;1;;;;;;;1
DEF;Maqutos B.V.;;1;;;;;;;1
DEF;Marlink AS;;;;;;;1;;1
DEF;Martijn Beekman Fotografie;;1;;;;;;;1
DEF;Max ICT B.V.;;1;;;;;;;1
DEF;Mercateo Nederland B.V.;;1;;;;;;;1
DEF;Micro-Mail Zeewolde B.V.;;1;;;;;;;1
DEF;Microsoft Imagine Information Centr;;;;1;;;;;1
DEF;MK2 Audiovisueel B.V.;;;;;;;1;;1
DEF;Mouser Electronics, Inc.;;1;;;;;;;1
DEF;Mulder-Hardenberg B.V.;;;1;;;;;;1
DEF;NATO JFC HQ BRUNSSUM;;;;;;;1;;1
DEF;NATO Supreme Allied Command Transformation;;;;;;;1;;1
DEF;NCC Services Limited Manchester Technology Centre;;;;;;;1;;1
DEF;NEDAERO Services B.V.;;1;;;;;;;1
DEF;Nedelko B.V.;;1;;;;;;;1
DEF;Neho-Speciaal-Techniek B.V.;;1;;;;;;;1
