Leveranciers;7000 - Huisvesting overig;7110 - Gebruik en onderhoud gebouw en terreinen;7210 - Verbruik van energie en water;7310 - Verhuizen;7410 - Verwerven en afstoten;Eindtotaal
Liebregts Vastgoed, Beheer en Onderhoud B.V.;;2;;;;2
Lifoka Kopie en Print B.V.;;1;;;;1
Liftinstituut B.V.;;1;;;;1
Light International B.V.;;2;;;;2
Limburgse Koelindustrie Liko B.V.;;4;;;5;6
Linde Gas Therapeutics Benelux B.V.;;1;;;;1
Linea Design B.V.;;2;;;;2
Lineair Bouwmanagement;;2;;;;2
Li-Tech Inregelservice B.V.;;1;;;1;1
Littel Technische Installaties B.V.;;4;;;;4
Ljs Automatisering B.V.;;1;;;;1
Lobeco Fire + Security B.V.;;1;;;;1
Lödige Holland Machinefabriek B.V.;;1;;;;1
Lokapost;;1;;;;1
lokhorst;;;;;5;5
Lola Landscape Architects;;2;;;;2
Lomans Amersfoort B.V.;;3;;;;3
Loo Plan B.V.;;1;;;;1
Loodg.- en Installatiebedrijf Van Kooten B.V.;;4;;;;4
Loodgietersbedrijf Lenting B.V.;;;;;2;2
Loon- en Aannemingsbedrijf Van 't Foort B.V.;;2;;;;2
Loonbedrijf Schriek en Hol B.V.;;4;;;2;5
Löwik Daktechniek B.V.;;2;;;;2
Loyens & Loeff N.V.;;2;;;;2
LSREF3 Eve De Haagse Arc B.V.;;8;;;8;9
LSREF3 Eve De Maas B.V.;;;;;7;7
Lubron Waterbehandeling B.V.;;2;;;;2
Luchttechnisch Revis.-Bureau Van Elewout B.V.;;1;;;;1
Lukasse Dakbedekkingen Goes B.V.;;2;;;;2
Lutterman Tegels B.V.;;1;;;;1
Lyreco Nederland B.V.;;;;;1;1
M. Doornenbal Veenendaal B.V.;;2;;;;2
M.E.S. Liften B.V.;;2;;;;2
M2 Bouwservice;;1;;;;1
Maarten's Bedrijf;;1;;;;1
Maastricht Aachen Airport B.V.;;;;;3;3
Maatsch. vd Oever, Zaaijer & partners Arch.;;1;;;;1
Maatschap Hoekstra;;4;;;;4
Maatschap Rijp;;;;;4;4
Mabi Techniek B.V.;;1;;;;1
Machinefabriek Novum B.V.;;1;;;;1
Machinefabriek Rusthoven B.V.;;2;;;;2
MacTwin Security B.V.;;4;;;;4
Madurodam B.V.;;;;;1;1
Maincontracting CWJP V.O.F.;;7;;;;7
Makelaar Rijnbeek;;;;;1;1
Makelaarscentrum B.V.;;;;;2;2
Manovert B.V.;;1;;;;1
Mansveld Expo Techniek B.V.;;1;;;;1
Mansveld Projecten & Services B.V.;;2;;;;2
Manutan B.V.;;;;;1;1
Maréchal Elektro B.V.;;2;;;1;2
Marees Installatie en Techniek B.V.;;2;;;;2
Mark B.V.;;1;;;;1
Mark Service B.V.;;1;;;;1
Marks Wachters Notarissen;;1;;;;1
Marsoft Kabeltelevisie & Communicatie;;1;;;;1
Marter Controle Unit;;1;;;;1
MAS Architectuur;;2;;;;2
MaS Restaurant;;1;;;;1
Mastermate Brinkman B.V.;;2;;;;2
Mastermate VBT Groep;;;;;2;2
Matex Deuren B.V.;;1;;;;1
Mauritshuis;;4;;;;4
MB Safety B.V.;;1;;;;1
MCGREW B.V./P/A VERWEY VASTGOED B.V.;;;;;4;4
Mecanoo Architecten B.V.;;1;;;;1
Medusa Explorations;;;;;1;1
Megens Installaties;;4;;;;4
Meiko Nederland B.V.;;1;;;;1
Menerga Klimaattechnologie B.V.;;5;;;;5
Mennens Dongen B.V.;;2;;;;2
Mennens Groningen B.V.;;2;;;;2
Mennens Hengelo B.V.;;2;;;;2
Mennens Schiedam B.V.;;3;;;;3
Mercure Den Haag Central;;1;;;;1
Merin Add-On 6 B.V.;;;;;6;6
Merin B.V.;;2;;;7;7
Merk X B.V.;;4;;;;4
Mertens Bouwbedrijf B.V.;;;;;4;4
MeteoGroup Dutch Holdco B.V.;;2;;;;2
Metos B.V.;;7;;;;7
Metos Kitchen Intelligence;;2;;;;2
Meulendijks Rondhout B.V.;;2;;;;2
Meurs HRM;;1;;;;1
Meyer Service & Onderhoud B.V.;1;2;;;;2
MHB B.V.;;1;;;;1
Miele Nederland B.V.;;1;;;;1
Milieu Cleaning Services B.V.;;;;;1;1
Milieutechniek Rouwmaat Groenlo B.V.;;1;;;;1
Millers;;1;;;;1
Millvision B.V.;;;;;3;3
MILON B.V.;;;;;1;1
Miltech Eindhoven B.V.;;1;;;;1
Misco Nederland B.V.;;2;;;;2
Mitsubishi Elevator Europe B.V.;;1;;;;1
Mobius Consult B.V.;;2;;;1;2
Mocca d'Or Heerhugowaard B.V.;;1;;;;1
Moeskops' Bouwbedrijf B.V.;;1;;;7;7
Moesman's Antieke/Oude/Nwe. Stijl Meubelmak.;;2;;;;2
Möhringer Liften;;4;;;;4
Mokveld Bouw en Onderhoud B.V.;;2;;;;2
Monair Luchttechniek B.V.;;1;;;;1
Mondial Movers B.V.;;;;1;;1
Monit'air Binnenmilieutechniek B.V.;;2;;;;2
Montako B.V.;;2;;;;2
Monument en Project;;4;;;;4
Monumenten Advies Bureau;;1;;;;1
Moonen Onderhoud & Renovatie B.V.;;4;;;;4
Mossink Elektrotechniek B.V.;;2;;;;2
Mostert's Schoonmaakbedrijf B.V.;;3;;;;3
Mo-Tech Industries;;1;;;;1
Mountain Network Producten B.V.;;3;;;;3
Mourik Klimaattechniek B.V.;;1;;;;1
Mous Waterbeheer B.V.;;1;;;;1
Movares Nederland B.V.;;6;;;;6
Mr-Orange B.V.;;1;;;;1
Muco Technologies B.V.;;2;;;;2
MUG Ingenieursbureau;;1;;;2;2
Muilwijk Landschap Advies;;1;;;;1
Mul B.V.;;1;;;;1
Mulder Schilders Twente B.V.;;4;;;;4
Muller Bouw B.V.;;;;;1;1
Multi Instruments;;2;;;;2
Multi-Deur Service B.V.;;3;;;;3
Multi-Post Mail Systems B.V.;;1;;;;1
Munters Netherlands B.V.;;2;;;2;2
Museum Boerhaave;;3;;;;3
Mvie Geluidssystemen;;1;;;;1
MWH B.V.;;;;;1;1
MyCom Nederland B.V.;;1;;;;1
N.V. Beleggingsmaatschappij De Pyramiden;;;;;7;7
N.V. Het Havengebouw Amsterdam;;;;;3;3
N.V. Luchthaven Schiphol;;;;;7;7
N.V. Nuon Sales Nederland;;1;1;;;1
N.V. PWN Waterleidingbedrijf Noord-Holland;;2;2;;;2
N.V. Waterbedrijf Groningen;;1;1;;;1
N.V. Waterleidingmaatschappij Drenthe;;1;1;;;2
Naamplaten Industrie Menoor B.V.;;;;;1;1
nai010 uitgevers/publishers;;3;;;;3
Nassau/Indus Deur B.V.;;1;;;;1
Nationale Beeldbank B.V.;;1;;;;1
Nationale Vastgoed Groep Beleggingen;;;;;7;7
Natuurbalans/Limes Divergens B.V.;;;;;2;2
Nauta Security Storage B.V.;;1;;;;1
Nebest B.V.;;5;;;;5
Ned. Air B.V.;;1;;;1;1
Ned. Org. voor toegep.-nat.wetensch. ond. TNO;;5;;;;5
Nedalo;;3;;;;3
Nederlandsch Octrooibureau;;1;;;;1
Nederlandse Waterschapsbank N.V.;;;;;7;7
Nederlandse Zouthandel B.V.;;1;;;;1
Nederman Nederland B.V.;;4;;;;4
Nederman Norclean B.V.;;1;;;;1
Nedfilter B.V.;;1;;;;1
Negam B.V.;;1;;;;1
Nelissen Ingenieursbureau B.V.;;3;;;1;3
Neon Brabant B.V.;;1;;;;1
Neopost;;1;;;;1
Nering Bögel B.V.;;1;;;;1
Nesselaar B.V.;;2;;;;2
Neuf & Associates B.V.;;2;;;;2
NIBA Bleskensgraaf;;1;;;;1
NIBAG B.V.;;5;;;;5
NIC Best Deal B.V.;;;;;4;4
Niek! Interim Management;;2;;;;2
Nieman Groep B.V.;;2;;;2;2
Nieuw Jansen;;2;;;;2
Nieuwe Vereniging Ondernemers Paleispromenade;;1;;;;1
Nieuwenhuizen Daandels Bouw B.V.;;;;;8;8
Nissen Advisering Energie en Klimaat;;4;;;;4
NMM Company B.V.;;7;;;7;7
Nooijen Terreininrichting B.V.;;4;;;;4
Noordelijk Atelier Textielrestauratie;;1;;;;1
NORD Architectuur;;2;;;;2
Nostalux B.V.;;1;;;;1
Notariaat Duiven Westervoort;;1;;;;1
Notariskantoor Bijdorp Barendrecht B.V.;;;;;1;1
Notariskantoor Ellens & Lentze B.V.;;1;;;;1
Novar Nederland B.V.;;1;;;;1
NOVEK Constructions B.V.;;1;;;;1
Novon Benelux B.V.;;1;;;;1
NS Poort Ontwikkeling B.V.;;9;;;;9
NS Stations B.V.;;;;;6;6
NS Vastgoed B.V.;;;;;2;2
Nsecure B.V.;;3;;;;3
NSI Bedrijfsgebouwen B.V.;;1;;;2;2
NSI HNK B.V.;;;;;4;4
NSI N.V.;;;;;6;6
NTP Infra B.V.;;6;;;6;7
Numan & Kant B.V.;;6;;;;6
NUON Business;;;1;;;1
Nuon CCC Leeuwarden;;1;;;;1
NUON Power Generation B.V.;;;;;2;2
Nu-Swift Brandbeveiliging B.V.;;3;;;;3
NVB Ubbens;;1;;;;1
Nyenburgstaete I B.V.;;;;;3;3
O & P Installaties B.V.;;1;;;;1
O.M.E. vloeren & interieur B.V.;;1;;;;1
O.V.T. Architecten;;1;;;;1
Oasen N.V.;;;1;;;1
Obex B.V.;;2;;;1;2
Objectum B.V.;;1;;;;1
Octatube Nederland B.V.;;6;;;;6
Octatube Services B.V.;;2;;;;2
OD205SL B.V.;;1;;;;1
ODS B.V.;;1;;;;1
Oenema Infra, Milieu en Sloopwerken;;1;;;;1
Oesterbaai B.V.;;2;;;2;2
Office Radarweg B.V.;;;;;5;5
OGON Nederland B.V.;;;;;6;6
Oldenhave Installatietechniek B.V.;;6;;;;6
Oldenhave Technisch Beheer B.V.;;4;;;;4
Omega Properties C.V.;;;;;4;4
Ommer Bedrijfsvloeren B.V.;;2;;;;2
ONDEO Industrial Solutions B.V.;;3;;;;3
Onderhoudsbedrijf PVL;;4;;;;4
One Architecture B.V.;;2;;;;2
Oome Raamsdonk B.V.;;5;;;;5
Ooms Construction B.V.;;1;;;;1
Ooperon Services B.V.;;4;;;;4
Oostelbos van den Berg B.V.;;5;;;;5
Oostendorp Installatietechniek B.V.;;;;;2;2
Oostendorp-Nederland B.V.;;1;;;;1
Oosterberg B.V.;;2;;;;2
Open for support;;2;;;;2
Opgeleid Persoon B.V.;;1;;;;1
OPPS Advies B.V.;;3;;;;3
Oranjedak West B.V.;;3;;;;3
Ordina N.V.;;1;;;;1
Orion Speciale Technieken B.V.;;2;;;;2
Oscars Restaurant;;1;;;;1
Oskam Asbestverwijdering B.V.;;2;;;;2
Oskam Vastgoed Cothen B.V.;;;;;6;6
Oskomera Projecten B.V.;;4;;;;4
Othec Electronica;;1;;;;1
Otis B.V.;;5;;;;5
Otjens Groep B.V.;;2;;;3;4
Oudaen B.V.;;1;;;;1
Outline Consultancy B.V.;;1;;;1;1
Ouwerkerk Montagebedrijf;;3;;;;3
Overdevest Adviseurs;;1;;;;1
Overveld Techniek B.V.;;1;;;;1
Overvoorde & Van Tilborg adv. & dienstv. B.V.;;1;;;;1
OVG Projecten LXXI B.V.;;;;;7;7
Oving Architekten;;4;;;;4
P.M.B. Beheer B.V.;;4;;;;4
P.T. Structural Design and Analysis B.V.;;1;;;;1
P/flex;;2;;;;2
P+ Industry B.V.;;2;;;;2
Pactum Installatietechniek Groep B.V.;;2;;;;2
Pageshuis B.V.;;1;;;;1
Painting Bouw B.V.;;1;;;;1
PALMBOUT Urban Landscapes B.V.;;1;;;;1
Pals Advies B.V.;;2;;;2;2
Panta Real Estate B.V.;;;;;7;7
PaperlinX B.V.;;1;;;;1
Park Plaza;;1;;;;1
Parkstad Inspecties;;6;;;;6
Partners in Cultuur en Beleving B.V.;;6;;;;6
Party Service Buro Pere;;1;;;;1
Partycentrum De Bun;;1;;;;1
Pasman Integraal Vastgoedonderhoud B.V.;;2;;;;2
Patina Dakbeheer B.V.;;2;;;;2
Patina Valbeveiliging B.V.;;5;;;;5
Patisan Vastgoed B.V.;;;;;2;2
PCF Holland B.V.;;3;;;;3
Pedro Sluiter Foto;;1;;;;1
Peeters Projectzonwering B.V.;;1;;;;1
Pel Mediation, Advies en Training;;2;;;;2
Pels Rijcken & Droogleever Fortuijn N.V.;;9;;;3;9
PEMAR Technische Groothandel B.V.;;1;;;;1
Pennings Bouwmaatschappij B.V.;;;;;6;6
Pensioenfonds Metaal en Techniek;;4;;;8;8
Perfect Wonen Wezep;;1;;;;1
Perinco Real Estate II B.V.;;;;;3;3
Persluchtcentrum Harderwijk B.V.;;1;;;;1
Persy Control Services B.V.;;2;;;;2
Peutz B.V.;;6;;;1;6
Pharmatech Consultancy B.V.;;1;;;;1
PHB Facility;;7;;;;7
Pi2 B.V.;;7;;;;7
Pieters Bouwtechniek Delft B.V.;;1;;;;1
Pijl-Plus B.V.;;2;;;;2
PINGPROPERTIES CORPORATE OFFICE FUND I C.V.;;;;;6;6
PingProperties Corporate Office Fund IV C.V.;;4;;;8;8
Plaatwerkindustrie Tol B.V.;;;;;2;2
Platina Argenta Events & Business Company;;;;;6;6
Plieger B.V.;;1;;;;1
Ploegmakers Cultuurtechniek B.V.;;2;;;;2
Polomnis B.V.;;1;;;2;2
Polygon Nederland B.V.;;1;;;;1
Polypla B.V.;;2;;;;2
Poolster B.V.;;1;;;;1
Poort van Den Haag B.V.;;9;;;5;9
PoortCentraal B.V.;;2;;;;2
Portakabin B.V.;;1;;;2;2
Porto Kali Kantoren 6 B.V.;;2;;;;2
Posad B.V.;;3;;;;3
Possehl Aannemingsmaatschappij B.V.;;4;;;1;4
Post & Eger Hang- en Sluitwerk B.V.;;1;;;;1
Powerhouse Company International B.V.;;3;;;;3
Powertec Diesel Services B.V.;;3;;;;3
PP10 B.V.;;1;;;;1
Pranger-Rosier Installaties B.V.;;7;;;;7
Praxair B.V.;;1;;;;1
Pricewaterhousecoopers Advisory N.V.;;5;;;;5
Primagaz Nederland B.V.;;1;2;;;2
Primakabin B.V.;;;;;1;1
Prime Advice B.V.;;2;;;;2
Prins Bouw B.V.;;3;;;7;7
Prins Schilderwerken Ede B.V.;;2;;;;2
Pritech B.V.;;1;;;;1
ProGoDo;;1;;;;1
Project PVS B.V.;;2;;;9;9
Project Team Energy B.V.;;2;;;;2
Projectvloeren Nederland;;3;;;;3
Proliad LED Lighting B.V.;;1;;;;1
Promad;;;;;2;2
Promosana B.V.;;;;;4;4
Pronam Aurora B.V.;;;;;5;5
Propertize B.V.;;;;;7;7
Propertunity NL N.V.;;;;;5;5
Protinus IT B.V.;;1;;;;1
Provada B.V.;;2;;;;2
Provato Techniek B.V.;;5;;;;5
Provian Bouwadvies & Projectbegeleiding;;2;;;;2
ProXYZ Consultancy B.V.;;2;;;;2
Purgo Milieutechniek;;2;;;;2
PVM Eindhoven B.V.;;4;;;;4
QBTEC B.V.;;1;;;;1
Q-Estate B.V.;;2;;;;2
QM Environmental Services;;1;;;;1
QP Amsterdam Property I B.V.;;;;;3;3
Q-Park Beheer B.V.;;6;;;5;6
Q-Park Nederland;;1;;;;1
Quadraat Infraprojecten B.V.;;1;;;;1
Quality Reclame B.V.;;5;;;;5
Quaron B.V.;;1;;;;1
Quatro Systems B.V.;;4;;;;4
Quist Wintermans Architekten B.V.;;4;;;;4
Quooker B.V.;;1;;;;1
R.A.B. Rest. Adv. en Begeleidingsbureau B.V.;;1;;;;1
R.E.C. Real Estate Consulting;;2;;;;2
R2B Inspecties B.V.;;2;;;2;2
Raadg. Ingenieursbur. Wiertsema & Partn. B.V.;;1;;;2;2
Raadg. Techn. Bur. Huisman en v. Muijen B.V.;;2;;;;2
Raadgevend Ingenieursbureau Beekink B.V.;;3;;;;3
Raadgevend Ingenieursbureau Dijkoraad B.V.;;7;;;;7
Raak Engineering B.V.;;1;;;;1
RAAP Archeolog. Adviesbureau Oost Nederland;;;;;3;3
Rack Inspecs;;;;;1;1
Rada Sanitairtechniek B.V.;;1;;;;1
Rademaker Vastgoed B.V.;;;;;7;7
Rademakers;;1;;;;1
RAI Amsterdam B.V.;;1;;;;1
Railtechniek Van Herwijnen B.V.;;1;;;;1
Ramselaar Light Solutions B.V.;;2;;;;2
RaNo+ Advies en projectmanagement;;2;;;;2
Rapenburg Plaza B.V.;;1;;;;1
Rappange & Partners Architecten B.V.;;2;;;;2
Rasenberg Bouwbedrijf B.V.;;2;;;;2
RD Bouw B.V.;;6;;;;6
Re3com Solutions B.V.;;3;;;;3
Realher Groep;;3;;;;3
Reaseuro;;2;;;2;2
Reclamestudio Guthschmidt B.V.;;;;;1;1
Record Automatische Deuren B.V.;;2;;;;2
Record Toegangstechniek;;2;;;;2
Redefine International Den Haag B.V.;;;;;7;7
Reflect Glasfilm B.V.;;1;;;;1
Reflex Nederland B.V.;;1;;;;1
Regel Partners B.V.;;2;;;;2
Regelink Ecologie B.V.;;2;;;1;2
Reisswolf Heesch B.V.;;1;;;;1
Reisswolf Scheemda B.V.;1;;1;;;1
REKO Service;;;;;5;5
ReMe Techniek Uden B.V.;;1;;;;1
Remeha B.V.;;2;;;;2
REMONDIS Nederland;;1;;;;1
Renaud-Delft Horecabenodigdheden B.V.;1;;;;;1
Rene Verleg Fotografie;;1;;;;1
Renpart Vastgoed Holding N.V.;;;;;5;5
Rensen Regeltechniek B.V.;;6;;;1;6
Rent-a-Plant Almelo B.V.;;1;;;;1
Rentokil pest control;;1;;;;1
Repro Service Lemmen;;1;;;;1
Restaurant Meneer Buscourr;;1;;;;1
Restauratie Atelier Oude Delft;;2;;;;2
Restauratiearchitectuur BBM B.V.;;2;;;;2
Rever B.V.;;2;;;;2
Rexel Nederland B.V.;;2;;;;2
Reym Amsterdam;;3;;;;3
Rhine Group B.V.;;2;;;;2
Ricoh Nederland B.V.;;1;;;;1
Riekelt Slot Holding B.V.;;;;;2;2
Rietdekkersbedrijf Konink;;4;;;;4
Rijkaart;;5;;;2;5
Rijksmuseum Volkenkunde;;2;;;;2
Rijsbergen Beveiliging;;4;;;;4
Rion B.V.;;1;;;;1
Riool.nl;;2;;;;2
Riooladvies Maas en Waal B.V.;;2;;;;2
Risc²on B.V.;;1;;;;1
Riskcontrol B.V.;;1;;;;1
Riweltie B.V.;;2;;;;2
Riwema Technische Groothandel B.V.;;1;;;;1
RJ Beveiliging B.V.;;1;;;;1
RN Project B.V.;;3;;;;3
Roac B.V.;;1;;;;1
Roc Vastgoed I C.V.;;;;;5;5
Rockview V.O.F.;;2;;;;2
Roelofs Wegenbouw B.V.;;4;;;;4
Roessen & Roessen Bedrijfsdiensten B.V.;;1;;;;1
Romijnders Arnhem B.V.;;1;;;;1
Romijnders Service B.V.;;4;;;;4
Rommers Dakwerken B.V.;;1;;;;1
ROOD;;2;;;;2
Roofing Service Nederland B.V.;;1;;;;1
Rooijakkers Installatietechnieken B.V.;;2;;;2;2
Root B.V.;;4;;;;4
Roozeboom & Van den Bos Instrument B.V.;;1;;;;1
Rosenberg Ventilatoren B.V.;;1;;;;1
Rosmalen Dakbedekkingen B.V.;;6;;;;6
Rotterdam Airport B.V.;;1;;;;1
ROVC Certificeringen B.V.;;;1;;;1
Royal Electronics B.V.;;1;;;;1
Royal Invest Europe B.V.;;;;;2;2
Rozemond;;1;;;;1
RpG Vastgoed B.V.;;;;;2;2
RPS advies- en ingenieursbureau;;3;;;4;4
RPS advies- en ingenieursbureau B.V.;;1;;;;1
RPS Analyse B.V.;;1;;;4;4
RRM;;1;;;;1
RRS Nederland B.V.;;2;;;;2
RS Vloeren en Interieurverzorging B.V.;;2;;;;2
Ruissen Installatie- en Koeltechniek B.V.;;4;;;;4
S.B.R. Vloeren en Interieur B.V.;;3;;;;3
Saan Horizontaal & Verticaal Transport B.V.;;1;;;;1
Saan Verhuizingen B.V.;;1;;;;1
Safety Control Real Estate B.V.;;1;;;1;1
Safire B.V.;1;;;;9;9
Sajoscha;;2;;;;2
Salland Parket B.V.;;2;;;;2
San Sebastian;;;;;5;5
Sandee Hoveniers B.V.;;1;;;;1
Sanitas Milieukundig Adviesbureau B.V.;;1;;;;1
Saricon B.V.;;2;;;2;2
Satellietkantoor Utrecht;;1;3;;;3
SATIJNplus Architecten B.V.;;3;;;;3
Saval B.V.;;2;;;;2
Saver N.V.;;1;;;;1
Savills Nederland Holding B.V.;;1;;;;1
SB4 Bureau Historische Tuinen, Parken B.V.;;1;;;;1
SBN Schilderwerken;;2;;;;2
SC Safety Combinatie B.V.;;2;;;;2
Schakel & Schrale Maastricht;;3;;;;3
Schaufeli Vastgoed B.V.;;;;;4;4
Schekman Elektrotechniek B.V.;;1;;;;1
Schermer Installatietechniek;;6;;;2;6
Schildersbedrijf Ben;;1;;;;1
Schildersbedrijf Greuters;;2;;;;2
Schildersbedrijf Hoogstraten Haarzuilens B.V.;;2;;;;2
Schildersbedrijf Keijzer;;1;;;;1
Schildersbedrijf Salet B.V.;;2;;;;2
Schildersbedrijf Sikkens B.V.;;3;;;;3
Schildersbedrijf van Lingen B.V.;;2;;;;2
Schildersbedrijf Wolters B.V.;;7;;;;7
Schilderwerken de Kruyf B.V.;;3;;;1;3
Schindler Liften B.V.;;4;;;;4
Schiphol Nederland B.V.;;4;;;;4
Schiphol Real Estate B.V.;;5;;;7;7
Schiphol Telematics B.V.;;1;;;;1
Schmidt Watertechniek B.V.;;2;;;;2
Schneider Electric IT Benelux B.V.;;2;;;;2
Scholten Bloemen en Planten;;1;;;;1
Schoonmaakbedrijf Argo B.V.;;1;;;;1
Schoonmaakbedrijf Jeurcrama B.V.;;2;;;;2
Schoonmaakbedrijf Vlietstra B.V.;;1;;;;1
Schoorsteenvegersbedrijf Fa. Centraal;;1;;;;1
Schouten & De Jong Projectontwikkeling B.V.;;;;;2;2
Schuiteman Elspeet;;5;;;;5
Schuttevaer B.V.;;1;;;;1
SDR Electrotechniek;;3;;;;3
Seal Force B.V.;;1;;;;1
Search Laboratorium B.V.;;1;;;;1
Search Milieu;;2;;;2;3
SEB.;;;;;7;7
Securitas Beveiliging B.V.;;1;;;;1
Security Monitoring Centre;;1;;;;1
Selecta Olland;;1;;;;1
Sellox B.V.;;;;;2;2
SEM Waterbehandeling;;1;;;;1
Semmtech B.V.;;2;;;;2
Serco Dakspecialisten B.V.;;6;;;;6
Service Glasherstel Hermans;;1;;;;1
Service Support B.V.;;2;;;;2
Services United B.V.;;5;;;;5
SFA-Testsystemen;;1;;;;1
SGS Intron B.V.;;2;;;;2
SH Producties;;1;;;;1
Siemens Nederland N.V.;;7;;;2;7
Siers Leid.-Mont. Projekten, Oldenzaal, B.V.;;1;;;;1
Siers Telecom B.V.;;2;;;;2
SIGHT Landscaping B.V.;;6;;;;6
SIGN by FRED;;1;;;;1
SILLIKER NL B.V.;;1;;;;1
Sima;;;;;1;1
Simson Applicatie B.V.;;1;;;;1
Sinis;;4;;;;4
Sita Ecoservice;;2;;;3;3
Sita Recycling Services;;1;;;;1
SITE Urban Development B.V.;;2;;;;2
Sitex Electronics B.V.;;1;;;;1
Six' Handelsonderneming B.V.;;1;;;;1
Skymaster C.V.;;;;;6;6
Slingerland Bouw B.V.;;;;;6;6
Sloop en Grondwerken M. Heezen B.V.;;2;;;;2
Slopen en Saneren B.V.;;2;;;;2
Slot Zeefdruk B.V.;;1;;;;1
Smeba Brandbeveiliging B.V.;;3;;;;3
Smederij Oldenhave;;2;;;;2
Smederij Van Zuiden;;1;;;;1
Smezo Handelsonderneming B.V.;;1;;;;1
Smits B.V.;;1;;;;1
Smits Van Burgst Beheer en Onderhoud B.V.;;6;;;;6
Smits Van Burgst Beveiliging B.V.;;6;;;;6
Smits van Burgst Groep B.V.;;7;;;;7
Smits van Burgst Raadgevend Ingenieursbureau;;4;;;;4
SmitsRinsma;;2;;;;2
SMS Metaal Service B.V.;;2;;;;2
Snaterse Civiele Techniek & Management B.V.;;2;;;;2
Snoeren Bouwmanagement Dongen B.V.;;1;;;;1
Sodexo B.V.;;1;;;;1
Solar Nederland B.V.;;2;;;;2
Solidé Projectadvies B.V.;;2;;;;2
Soloan B.V.;;1;;;;1
SolutionLab B.V.;;1;;;;1
Somultishop;;1;;;;1
SP 20 B.V.;;;;;6;6
Spaces Rode Olifant B.V.;;1;;;;1
Spanningsvrij;;2;;;;2
Spark B.V.;;2;;;;2
SPIE Nederland B.V.;;1;;;;1
sprikk;;1;;;;1
SPX Flow Technology Assen B.V.;;1;;;;1
Squizzo Architecten B.V.;;1;;;;1
SRLEV N.V.;;;;;7;7
St.stg. Ver. v. Zoogdierk. en Zoogdierbesch.;;2;;;2;3
Stam + De Koning Bouw B.V.;;;;;1;1
Standard Fasel B.V.;;1;;;;1
Stanley Security Nederland B.V.;;2;;;6;6
Stas Picture Hanging Systems B.V.;;1;;;;1
Statafelshop.nl;;;;;1;1
Stationslocaties O.G. C.V.;;;;;2;2
Stavast Bewaar B.V.;;;;;7;7
Stedin;;4;6;;;7
Stedin Infradiensten;;;2;;;2
Stedin Meetbedrijf B.V.;;1;2;;;2
Stedin Netbeheer B.V.;;;2;;;2
Stedin Netwerk Gas B.V.;;;5;;;5
Steegman Elektrotechniek B.V.;;7;;;;7
Steenhouwerij Zederik B.V.;;2;;;;2
Stena Realty B.V.;;;;;5;5
Stg. Bedr.takpens.fnds voor de Bouwnijverheid;;;;;8;8
Stg. Beveiliging Industrieterrein Moerdijk;;;;;1;1
Stg. Burg.weesh.-Roomsch Cath. Jong. Weesh.;;;;;6;6
Stg. Centr. voor Arbeidsverhoud. Overh.pers.;;2;;;;2
Stg. Derdengeld. Weermeijer & Roelink Advoc.;;2;;;;2
Sticht. Administr.kant. Staro Onroerend Goed;;2;;;;2
Sticht. Administratiekantoor Orange Portfolio;;;;;6;6
Sticht. Bedrijfspens.fds. voor de Landbouw;;;;;5;5
Sticht. ROI v/h het Rijks Opleidingsinstituut;;;;;3;3
Stichting Amsterdam Economic Board;;1;;;;1
Stichting Architectuur Lokaal;;2;;;;2
Stichting Bewaarder Hanzevast Fonds 27 C.V.;;;;;4;4
Stichting Collectief Beheer Winkelcentra;;2;;;;2
Stichting Dbf;;1;;;;1
Stichting De Alliantie;;;;;4;4
Stichting De Ooievaart;;1;;;;1
Stichting Drakenburg;;1;;;;1
Stichting Dutch Green Building Council;;1;;;;1
Stichting Edese Schaapskudde;;2;;;;2
Stichting Fonds Collectieve Kennis-CT;;3;;;2;3
Stichting Groennetwerk;;1;;;;1
Stichting Herstelling;;4;;;;4
Stichting Het Discours;;1;;;;1
Stichting Het Utrechts Landschap;;;;;1;1
Stichting Hogeschool Utrecht;;2;;;;2
Stichting Huis der Kunsten Breda;;1;;;;1
Stichting ISSO;;1;;;;1
Stichting Kunstpassage;;1;;;;1
Stichting Lucas Onderwijs;;2;;;;2
Stichting Monument 'De Witte';;;;;5;5
Stichting Paleis Het Loo, Nationaal Museum;;2;;;;2
Stichting Pensioenfonds Openbaar Vervoer;;2;;;;2
Stichting R.O.C. (Horizon College);;;;;7;7
Stichting Raad van Arbitrage voor de Bouw;;1;;;;1
Stichting Restauratie Atelier Limburg (SRAL);;5;;;;5
Stichting Salvage;;1;;;;1
Stichting Spoorwegpensioenfonds;;;;;3;3
Stichting Urban Resort Works;;1;;;;1
Stichting Verkadefabriek;;1;;;;1
Stichting Waternet;;2;;;1;2
Stichting Zoogdierenwerkgroep Zuid Holland;;1;;;;1
Stichting Zuiderzeemuseum;;1;;;;1
Stöbich B.V.;;4;;;;4
Stoke B.V.;;1;;;;1
Stokvis Service B.V.;;1;;;;1
Stöpler Instrumenten en Apparaten B.V.;;;;;1;1
Stork Technical Services Group B.V.;;2;;;;2
Strandpaviljoen De Kwartel;;1;;;;1
Strukton Integrale Projecten B.V.;;6;;;;6
Strukton Systems B.V.;;7;;;;7
Strukton Worksphere B.V.;;9;;;;9
