OBJECTID,TIJDSTIP_REGISTRATIE,BGTBRONHOUDERCODE,BGTBRONHOUDER,BGTSTATUS,RELATIEVEHOOGTELIGGING,SUBTYPE,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,STATUS,Shape__Area,Shape__Length
39,2010/03/08 09:42:50+00,G0363,Amsterdam,bestaand,0,muur,0.3,283,,0.299625,2.19027496447117
40,2020/02/18 06:59:05+00,G0453,Velsen,bestaand,0,muur,7.532,283,,7.5316965,37.5858578835045
41,2017/08/22 12:44:03+00,P0027,Noord-Holland,bestaand,1,muur,64.835,283,,64.835011,139.037786179206
42,2015/10/13 15:34:31+00,P0027,Noord-Holland,bestaand,0,muur,2.49,283,,2.489594,16.8734523085003
43,2016/01/18 12:01:03+00,P0027,Noord-Holland,bestaand,1,muur,4.149,283,,4.148784,20.4763924456048
44,2016/01/18 12:01:03+00,P0027,Noord-Holland,bestaand,1,muur,0.393,283,,0.393291,3.22132444910977
45,2015/12/22 11:10:16+00,P0027,Noord-Holland,bestaand,0,muur,3.876,283,,3.8761935,26.842836959663
46,2016/01/18 12:01:03+00,P0027,Noord-Holland,bestaand,1,muur,3.322,283,,3.3219415,18.8510254378645
47,2016/01/18 12:01:03+00,P0027,Noord-Holland,bestaand,1,muur,5.251,283,,5.2505845,27.0469729863773
48,2016/01/18 12:01:03+00,P0027,Noord-Holland,bestaand,1,muur,2.096,283,,2.096201,16.1489285772808
49,2016/01/18 12:01:03+00,P0027,Noord-Holland,bestaand,1,muur,5.289,283,,5.289423,35.3471510496734
50,2018/01/08 08:47:45+00,P0027,Noord-Holland,bestaand,0,muur,2.212,283,,2.2122755,12.1296809807342
51,2016/07/27 15:04:32+00,P0027,Noord-Holland,bestaand,0,muur,4.214,283,,4.214406,28.3623860875254
52,2016/01/18 12:01:03+00,P0027,Noord-Holland,bestaand,1,muur,1.393,283,,1.3931185,9.67805745509926
53,2016/02/29 07:31:31+00,G0150,Deventer,bestaand,0,muur,8.796,283,,8.784864465,35.1780334998151
54,2016/02/29 07:31:31+00,G0150,Deventer,bestaand,0,muur,0.969,283,,0.968995,5.64519642399791
55,2020/05/20 11:05:16+00,G0363,Amsterdam,bestaand,1,muur,32.661,283,,32.499859,69.7843483276759
56,2009/08/20 13:50:39+00,G0363,Amsterdam,bestaand,0,muur,0.992,283,,0.991730805,4.80138355417868
57,2009/08/20 13:50:43+00,G0363,Amsterdam,bestaand,1,muur,1.051,283,,1.05114999,4.94028160113844
58,2011/11/04 11:51:41+00,G0363,Amsterdam,bestaand,1,muur,12.539,283,,12.5394315,51.8759740529063
59,2011/02/28 14:56:03+00,G0363,Amsterdam,bestaand,1,muur,10.321,283,,10.321216,42.3550497612482
60,2005/12/23 16:34:33+00,G0363,Amsterdam,bestaand,0,kademuur,2.016,283,,2.01255219,9.4683177244127
61,2005/12/23 19:59:26+00,G0363,Amsterdam,bestaand,0,kademuur,5.134,283,,5.133745,23.3138222382627
62,2009/08/20 13:50:44+00,G0363,Amsterdam,bestaand,1,muur,3.393,283,,3.392867,14.5719745939482
63,2014/05/15 14:01:28+00,G0363,Amsterdam,bestaand,0,kademuur,187.336,283,,186.519001205,714.703917238082
64,2011/03/18 10:20:18+00,G0363,Amsterdam,bestaand,1,muur,8.309,283,,8.309388,35.5278342258221
65,2019/03/29 11:53:13+00,G0363,Amsterdam,bestaand,0,muur,3.99,283,,3.990414,13.3292117804835
66,2018/06/22 09:35:01+00,G0363,Amsterdam,bestaand,0,kademuur,0.875,283,,0.8751595,4.49108526199045
67,2008/10/27 15:08:40+00,G0363,Amsterdam,bestaand,0,muur,5.683,283,,5.682762,29.1627046530021
68,2017/09/04 10:42:56+00,G0363,Amsterdam,bestaand,0,kademuur,33.728,283,,33.727949,135.893055480619
69,2014/04/01 15:58:29+00,G0363,Amsterdam,bestaand,0,kademuur,2.566,283,,2.5655385,13.8346436404035
70,2005/12/23 16:51:17+00,G0363,Amsterdam,bestaand,0,muur,1.047,283,,1.047498,6.38822628901642
71,2009/07/14 16:33:53+00,G0363,Amsterdam,bestaand,0,muur,1.001,283,,1.000512,4.11311902724312
72,2016/02/01 16:13:48+00,G0363,Amsterdam,bestaand,0,kademuur,2.691,283,,2.6909915,12.3475007466764
73,2021/05/27 11:03:45+00,G0363,Amsterdam,bestaand,0,kademuur,222.179,283,,222.1785455,863.188590374568
74,2005/12/23 16:23:34+00,G0363,Amsterdam,bestaand,0,muur,1.86,283,,1.859721,7.26807116701588
75,2013/10/21 15:21:54+00,G0363,Amsterdam,bestaand,0,muur,133.885,283,,133.875719955,217.255093726365
76,2009/08/20 13:50:43+00,G0363,Amsterdam,bestaand,0,muur,1.246,283,,1.246233,5.56075205031918
77,2019/06/11 13:17:17+00,G0363,Amsterdam,bestaand,0,muur,126.869,283,,126.8689385,210.185053563885
78,2015/03/18 14:09:59+00,G0363,Amsterdam,bestaand,0,kademuur,24.756,283,,24.75568,110.587167480918
79,2005/12/23 16:23:35+00,G0363,Amsterdam,bestaand,0,muur,2.264,283,,2.264466,8.67778785404629
80,2018/07/06 18:29:28+00,G0363,Amsterdam,bestaand,1,muur,23.621,283,,23.621354,113.548123100694
81,2013/11/18 09:37:09+00,G0363,Amsterdam,bestaand,0,muur,25.466,283,,25.4758264,140.700563828755
82,2011/03/16 13:40:32+00,G0363,Amsterdam,bestaand,0,muur,0.268,283,,0.268182,2.24784191687515
83,2005/12/23 21:00:40+00,G0363,Amsterdam,bestaand,0,muur,27.371,283,,27.370941,110.502768027412
84,2013/10/21 15:22:00+00,G0363,Amsterdam,bestaand,0,kademuur,100.085,283,,100.0853075,202.003616824136
85,2014/03/13 18:21:07+00,G0363,Amsterdam,bestaand,0,muur,11.48,283,,11.4799175,66.3096680682674
86,2009/08/20 13:50:43+00,G0363,Amsterdam,bestaand,1,muur,2.223,283,,2.223897325,8.84925702504168
87,2018/03/19 10:20:22+00,G0453,Velsen,bestaand,0,muur,12.019,283,,12.019237,79.9700646466308
88,2005/12/23 21:01:24+00,G0363,Amsterdam,bestaand,0,muur,24.776,283,,24.7759975,43.7573127322271
89,2012/05/03 13:07:50+00,G0363,Amsterdam,bestaand,0,kademuur,21.021,283,,21.020150775,72.9039330498836
90,2005/12/23 21:11:13+00,G0363,Amsterdam,bestaand,0,muur,8.01,283,,8.01015,33.067838350244
91,2014/06/10 12:46:01+00,G0363,Amsterdam,bestaand,0,muur,0.337,283,,0.3368585,2.48199897375004
92,2012/05/03 13:07:51+00,G0363,Amsterdam,bestaand,0,kademuur,9.022,283,,9.022499,33.7735540473151
93,2021/12/08 16:50:11+00,G0164,Hengelo (O),bestaand,0,muur,2.001,283,,2.0010045,22.9102654258971
94,2021/12/08 16:50:11+00,G0164,Hengelo (O),bestaand,0,muur,3.519,283,,3.518569,38.2363809714637
95,2017/05/12 16:06:39+00,W0663,Waterschap Vechtstromen,bestaand,0,kademuur,4.251,283,,4.251378,26.7507729934984
96,2016/03/08 11:11:24+00,G0164,Hengelo (O),bestaand,0,muur,2.675,283,,2.6749105,21.9928289890172
97,2021/12/08 16:50:11+00,G0164,Hengelo (O),bestaand,0,muur,0.458,283,,0.458174,8.20745928573834
98,2020/12/21 14:59:02+00,G0164,Hengelo (O),bestaand,0,muur,0.102,283,,0.101556,1.13053857785007
99,2021/12/08 16:50:11+00,G0164,Hengelo (O),bestaand,0,muur,8.228,283,,8.2285,21.8519580473643
100,2021/12/08 16:50:11+00,G0164,Hengelo (O),bestaand,0,kademuur,2.814,283,,2.813749,21.2802580143298
101,2020/01/17 14:04:55+00,G0164,Hengelo (O),bestaand,0,kademuur,0.767,283,,0.766999,4.61856134186346
102,2019/03/08 14:45:50+00,G0164,Hengelo (O),bestaand,0,kademuur,0.648,283,,0.6477675,3.94528235134147
103,2016/03/08 11:11:24+00,G0164,Hengelo (O),bestaand,0,muur,2.244,283,,2.243702,22.4673386694575
104,2021/07/15 11:13:07+00,G0363,Amsterdam,bestaand,0,kademuur,3.855,283,,3.854897445,15.0167639443056
105,2016/03/31 11:28:57+00,G0606,Schiedam,bestaand,0,muur,0.652,283,,0.65187,5.91455472928086
106,2016/03/31 11:28:57+00,G0606,Schiedam,bestaand,0,muur,2.531,283,,2.531254,21.0170671240822
107,2016/03/31 11:28:57+00,G0606,Schiedam,bestaand,0,muur,0.532,283,,0.5321115,4.81522367854762
108,2016/05/30 11:06:33+00,G0796,'s-Hertogenbosch,bestaand,0,muur,3.777,283,,3.777379,26.274088210864
109,2017/04/18 16:39:11+00,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,kademuur,56.475,283,,56.475049,309.380470036608
110,2019/04/05 10:51:45+00,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,kademuur,23.181,283,,23.1814195,115.893404674689
111,2017/04/18 16:39:11+00,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,kademuur,37.611,283,,37.6106325,137.922349449029
112,2018/03/26 08:40:55+00,G0453,Velsen,bestaand,0,muur,1.652,283,,1.652093,18.9091912310506
113,2019/10/22 09:45:54+00,G0344,Utrecht,bestaand,0,muur,0.592,283,,0.5918625,3.08050585787944
114,2016/04/16 00:00:00+00,G0344,Utrecht,bestaand,0,muur,0.735,283,,0.7346765,8.14319905824357
115,2018/03/26 14:10:56+00,G0855,Tilburg,bestaand,0,muur,2.423,283,,2.4228655,18.1401916936873
116,2016/04/16 00:00:00+00,G0344,Utrecht,bestaand,0,muur,0.205,283,,0.205022,2.36982150133708
117,2016/04/16 00:00:00+00,G0344,Utrecht,bestaand,0,muur,1.482,283,,1.481653,15.1494004781943
118,2018/07/19 07:21:32+00,G0344,Utrecht,bestaand,0,muur,3.472,283,,3.4717975,16.3317935686499
119,2019/02/20 10:47:50+00,G0344,Utrecht,bestaand,0,muur,4.403,283,,4.403371,40.8017005080748
120,2019/03/19 10:41:23+00,G0344,Utrecht,bestaand,0,muur,30.801,283,,30.801333,80.3627824360411
121,2016/04/16 00:00:00+00,G0344,Utrecht,bestaand,0,muur,0.978,283,,0.9783675,9.67480608819188
122,2016/04/16 00:00:00+00,G0344,Utrecht,bestaand,0,muur,1.599,283,,1.5991725,16.4734025390755
123,2016/04/16 00:00:00+00,G0344,Utrecht,bestaand,0,muur,0.489,283,,0.4889525,4.86967039852234
124,2016/01/06 12:27:12+00,G0994,Valkenburg aan de Geul,bestaand,0,muur,0.34,283,,0.339885,2.34669256811052
125,2016/01/06 12:27:26+00,G0994,Valkenburg aan de Geul,bestaand,0,muur,0.236,283,,0.236399,1.94505016570211
126,2017/04/18 16:39:11+00,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,kademuur,6.506,283,,6.506447,19.0528626871078
127,2017/04/18 16:39:11+00,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,kademuur,21.029,283,,21.029316,71.3305051037172
128,2016/01/06 12:27:27+00,G0994,Valkenburg aan de Geul,bestaand,0,muur,3.492,283,,3.4923555,19.0683151947325
129,2016/01/06 12:27:10+00,G0994,Valkenburg aan de Geul,bestaand,0,muur,3.196,283,,3.195542,14.6997332287969
130,2016/01/06 12:27:13+00,G0994,Valkenburg aan de Geul,bestaand,0,muur,0.114,283,,0.1144585,1.40733934142824
131,2020/09/29 17:42:33+00,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,kademuur,18.019,283,,18.0194915,74.9088525411786
132,2016/08/08 12:08:31+00,G0344,Utrecht,bestaand,0,muur,16.781,283,,16.780567,119.891042964817
133,2019/12/02 09:26:13+00,G0344,Utrecht,bestaand,0,muur,5.537,283,,5.5367545,37.27087027529
134,2017/12/05 13:19:45+00,G0344,Utrecht,bestaand,0,muur,17.362,283,,17.362105,123.805797123589
135,2019/08/01 08:58:51+00,G0344,Utrecht,bestaand,0,muur,3.345,283,,3.3445545,34.8927603576093
136,2016/04/16 00:00:00+00,G0344,Utrecht,bestaand,0,kademuur,0.923,283,,0.922953,10.3420160555652
137,2018/09/25 11:39:33+00,G0344,Utrecht,bestaand,0,muur,0.644,283,,0.644054,4.99494941245261
138,2016/04/16 00:00:00+00,G0344,Utrecht,bestaand,0,kademuur,0.912,283,,0.9122175,8.42009905958976
139,2022/11/02 12:13:47+00,L0004,Prorail,bestaand,1,muur,4.085,283,gerealiseerd,4.084833,30.799150830078
140,2022/11/02 12:13:47+00,L0004,Prorail,bestaand,1,muur,14.195,283,gerealiseerd,14.194615,32.3409255047385
141,2020/03/12 16:03:35+00,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,muur,0.78,283,,0.7802695,15.8749578224459
142,2022/11/02 12:13:47+00,L0004,Prorail,bestaand,1,muur,3.787,283,gerealiseerd,3.7871195,30.759734521542
143,2021/04/02 10:55:57+00,G0772,Eindhoven,bestaand,0,muur,4.493,283,,4.492602,19.5569478476361
144,2016/03/14 13:53:46+00,G0772,Eindhoven,bestaand,0,muur,2.833,283,,2.833079,16.4738345388737
145,2016/03/14 13:53:46+00,G0772,Eindhoven,bestaand,0,muur,4.378,283,,4.3777905,27.7786947530155
146,2016/03/14 13:53:46+00,G0772,Eindhoven,bestaand,0,muur,2.795,283,,2.7954555,19.8877310500577
147,2016/03/14 13:53:46+00,G0772,Eindhoven,bestaand,0,muur,9.273,283,,9.2727845,48.7995656755879
148,2021/06/09 10:11:02+00,G0772,Eindhoven,bestaand,0,muur,12.287,283,,12.2868285,83.9207004998067
149,2016/03/14 13:53:46+00,G0772,Eindhoven,bestaand,0,muur,1.309,283,,1.30944,10.5935168190002
150,2016/03/14 13:53:46+00,G0772,Eindhoven,bestaand,0,muur,3.037,283,,3.0373575,17.2452654571013
151,2016/03/14 13:53:46+00,G0772,Eindhoven,bestaand,0,muur,3.48,283,,3.479713,21.5121245017911
152,2022/09/29 10:29:12+00,G0772,Eindhoven,bestaand,0,muur,7.559,283,,7.559383,46.8519209954001
153,2016/03/14 13:53:46+00,G0772,Eindhoven,bestaand,0,muur,6.475,283,,6.474886,33.7755913188007
154,2016/03/14 13:53:46+00,G0772,Eindhoven,bestaand,0,muur,2.202,283,,2.201689,15.240380729209
155,2016/03/14 13:53:46+00,G0772,Eindhoven,bestaand,0,muur,3.059,283,,3.058823,22.4519076148018
156,2016/03/14 13:53:46+00,G0772,Eindhoven,bestaand,0,muur,4.915,283,,4.914881,29.0930644713996
157,2021/09/08 18:38:51+00,G0772,Eindhoven,bestaand,0,muur,1.838,283,,1.838346,9.64321599450988
158,2014/01/31 22:14:14+00,G0034,Almere,bestaand,0,kademuur,11.593,283,,11.592654,44.802456102065
159,2015/01/08 09:48:23+00,G0995,Lelystad,bestaand,0,muur,29.942,283,,29.942064,76.8883118176153
160,2014/12/05 15:32:38+00,G0303,Dronten,bestaand,0,muur,14.104,283,,14.104004,46.5257320395255
161,2014/01/31 22:14:14+00,G0034,Almere,bestaand,0,muur,28.286,283,,28.285676,175.068032406545
162,2014/01/31 22:14:14+00,G0034,Almere,bestaand,0,muur,5.606,283,,5.6060115,43.2820648391012
163,2014/12/05 15:32:38+00,G0303,Dronten,bestaand,0,kademuur,32.901,283,,32.9005485,78.6780408002406
164,2015/02/05 13:25:22+00,G0303,Dronten,bestaand,0,muur,19.573,283,,19.5729835,51.8407810936696
165,2022/12/07 16:15:10+00,G0034,Almere,bestaand,0,muur,9.037,283,,9.037072,39.3451799320007
166,2014/01/31 22:14:14+00,G0034,Almere,bestaand,0,muur,0.682,283,,0.682182,4.10165142620454
167,2015/01/07 15:43:37+00,W0650,Waterschap Zuiderzeeland,bestaand,0,kademuur,2.018,283,,2.0183425,14.2001726258509
168,2022/01/20 15:27:30+00,G0275,Rheden,bestaand,0,muur,1.671,283,,1.6709355,16.5032470888456
169,2014/12/05 15:32:38+00,G0303,Dronten,bestaand,0,kademuur,3.642,283,,3.641615,10.1878931746024
170,2014/01/31 22:14:14+00,G0034,Almere,bestaand,0,muur,2.906,283,,2.9058425,15.176140009484
171,2014/01/31 22:14:14+00,G0034,Almere,bestaand,0,muur,0.547,283,,0.547098,3.94847461395494
172,2014/10/24 13:30:32+00,G0995,Lelystad,bestaand,0,muur,0.898,283,,0.8979285,5.8123922767398
173,2015/02/05 13:25:22+00,G0303,Dronten,bestaand,0,muur,6.042,283,,6.0422505,16.7077970897182
174,2014/11/14 07:52:45+00,G0599,Rotterdam,bestaand,0,muur,5.54,283,,5.5399095,30.0245954939272
175,2015/09/11 09:19:57+00,G0599,Rotterdam,bestaand,0,muur,16.644,283,,16.643987,67.4327387910061
176,2017/09/06 12:21:59+00,G0599,Rotterdam,bestaand,1,muur,14.249,283,,14.249156,61.2716670745271
177,2015/09/11 09:19:57+00,G0599,Rotterdam,bestaand,0,muur,194.203,283,,194.2030025,659.304446592622
178,2020/12/09 12:18:25+00,G0599,Rotterdam,bestaand,0,kademuur,274.087,283,,274.0873655,409.289839522591
179,2014/11/14 07:52:45+00,G0599,Rotterdam,bestaand,0,muur,8.008,283,,8.0077065,53.6470916376537
180,2015/09/11 09:19:57+00,G0599,Rotterdam,bestaand,0,muur,18.162,283,,18.162095,74.2779792331538
181,2015/09/11 09:19:57+00,G0599,Rotterdam,bestaand,0,kademuur,728.385,283,,728.3848595,989.129675531622
182,2015/09/11 09:19:57+00,G0599,Rotterdam,bestaand,0,muur,46.207,283,,45.225521795,152.676377747959
183,2022/09/21 16:08:26+00,G0503,Delft,bestaand,0,muur,24.545,283,,24.536685055,108.748605688838
184,2016/03/31 11:28:57+00,G0606,Schiedam,bestaand,0,muur,1.945,283,,1.9445515,20.4904531037894
185,2016/03/31 11:28:57+00,G0606,Schiedam,bestaand,0,muur,1.82,283,,1.817793725,17.8034063441586
186,2016/03/31 11:28:57+00,G0606,Schiedam,bestaand,0,muur,3.03,283,,3.029585,20.2005479423328
187,2016/03/31 11:28:57+00,G0606,Schiedam,bestaand,0,muur,4.129,283,,4.129492,27.0024095868449
188,2016/03/31 11:28:57+00,G0606,Schiedam,bestaand,0,muur,2.192,283,,2.1921675,15.2093163255115
189,2016/03/31 11:28:57+00,G0606,Schiedam,bestaand,0,muur,0.411,283,,0.410704,3.90762879971848
190,2016/03/31 11:28:57+00,G0606,Schiedam,bestaand,0,muur,6.183,283,,6.1833235,37.6714473728141
191,2021/11/01 09:23:39+00,G0606,Schiedam,bestaand,0,muur,189.415,283,,189.416528695,457.355913539045
192,2016/03/31 11:28:57+00,G0606,Schiedam,bestaand,0,muur,2.221,283,,2.220651,18.6157486807097
193,2022/09/21 16:08:26+00,G0503,Delft,bestaand,0,muur,83.501,283,,83.500991,304.645627356211
194,2016/03/31 11:28:57+00,G0606,Schiedam,bestaand,0,muur,3.823,283,,3.823283,19.0630739971566
195,2020/11/19 21:35:41+00,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,muur,0.252,283,,0.2520935,5.23762427197333
196,2020/11/19 21:38:30+00,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,muur,105.187,283,,105.186619,202.446312559516
197,2020/05/30 07:35:37+00,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,muur,137.264,283,,137.2637185,343.162636641482
198,2020/11/19 21:56:20+00,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,muur,154.037,283,,154.0367445,295.374607963219
199,2020/02/20 16:49:28+00,G0772,Eindhoven,bestaand,0,muur,23.504,283,,23.5035845,140.995189467278
200,2016/01/09 12:15:15+00,G0772,Eindhoven,bestaand,0,muur,1.782,283,,1.7816505,5.36947710080657
201,2016/01/09 12:15:15+00,G0772,Eindhoven,bestaand,1,muur,3.922,283,,3.940196715,29.7008751946177
202,2020/02/20 16:49:28+00,G0772,Eindhoven,bestaand,0,muur,6.702,283,,6.7024845,28.4225200312932
203,2016/01/09 12:15:15+00,G0772,Eindhoven,bestaand,0,muur,0.782,283,,0.781588,5.19862611003318
204,2020/05/20 11:05:16+00,G0363,Amsterdam,bestaand,1,muur,71.293,283,,71.2746294,191.185660273915
205,2009/04/02 08:24:14+00,G0363,Amsterdam,bestaand,0,kademuur,69.488,283,,69.488339,242.987414522519
206,2020/02/03 13:45:37+00,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,1,muur,28.332,283,,28.3323425,81.5988611228139
207,2010/06/08 09:26:33+00,G0363,Amsterdam,bestaand,0,muur,4.647,283,,4.646812,18.2845893359598
208,2016/02/17 10:37:59+00,G0363,Amsterdam,bestaand,1,muur,5.1,283,,5.0995365,21.4100492062326
209,2013/04/09 11:45:46+00,G0363,Amsterdam,bestaand,0,kademuur,3.089,283,,3.0886215,14.2517912739456
210,2014/04/01 15:58:28+00,G0363,Amsterdam,bestaand,0,muur,2.887,283,,2.88585154,11.8290470545429
211,2021/03/17 09:38:23+00,G0363,Amsterdam,bestaand,0,muur,11.37,283,,11.410887315,51.8657878751714
212,2018/06/22 09:35:01+00,G0363,Amsterdam,bestaand,0,kademuur,15.3,283,,15.298171125,62.0305617735041
213,2016/02/17 10:37:59+00,G0363,Amsterdam,bestaand,1,muur,5.082,283,,5.082066,21.3472815761641
214,2014/04/01 15:58:25+00,G0363,Amsterdam,bestaand,0,muur,8.203,283,,8.2028295,40.7953590026617
215,2005/12/23 19:54:27+00,G0363,Amsterdam,bestaand,0,kademuur,1.475,283,,1.474503,6.89920312402863
216,2016/02/17 10:37:59+00,G0363,Amsterdam,bestaand,1,muur,6.08,283,,6.0798445,25.3909598185867
217,2016/02/17 10:37:59+00,G0363,Amsterdam,bestaand,1,muur,5.1,283,,5.099596,21.3828204755069
218,2011/11/30 10:50:49+00,G0363,Amsterdam,bestaand,0,muur,2.338,283,,2.338479,13.7265023740726
219,2010/06/08 09:26:33+00,G0363,Amsterdam,bestaand,0,muur,5.582,283,,5.582241,21.7362231937769
220,2005/12/23 17:18:37+00,G0363,Amsterdam,bestaand,0,muur,4.672,283,,4.671682,15.5388247999678
221,2014/04/01 15:58:24+00,G0363,Amsterdam,bestaand,0,kademuur,23.802,283,,23.801519,96.1637040039348
222,2019/09/26 15:50:12+00,G0363,Amsterdam,bestaand,0,muur,30.129,283,,30.1292855,174.241044229871
223,2012/03/15 16:16:15+00,G0363,Amsterdam,bestaand,2,muur,4.13,283,,4.129632,23.0170825035263
224,2005/12/23 17:12:36+00,G0363,Amsterdam,bestaand,0,muur,6.151,283,,6.151338,30.3067434695244
225,2008/10/27 15:08:41+00,G0363,Amsterdam,bestaand,0,muur,0.652,283,,0.651873255,4.0130489883423
226,2016/03/31 11:50:50+00,G0606,Schiedam,bestaand,0,muur,14.41,283,,14.4099565,72.8212089787706
227,2019/06/26 09:48:56+00,G0606,Schiedam,bestaand,0,muur,3.755,283,,3.7550275,18.4862367376536
228,2016/03/31 11:28:57+00,G0606,Schiedam,bestaand,0,muur,1.583,283,,1.5827475,11.0335629028744
229,2016/03/31 11:28:57+00,G0606,Schiedam,bestaand,0,muur,7.362,283,,7.3622295,28.2153560359549
230,2016/03/31 11:28:57+00,G0606,Schiedam,bestaand,0,muur,0.457,283,,0.456799,5.12294081890885
231,2016/03/31 11:28:57+00,G0606,Schiedam,bestaand,0,muur,1.456,283,,1.456153,10.1521095245065
