OBJECTID;EENHEID;LEGENDA;FORMATIE;LEGEND_KRT;EENHEID_TXT;SHAPE_LENGTH;SHAPE_AREA;COUNTER
8;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;542.6029367319;15514.6343923978;9
9;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;121.5394532307;639.2793871678;10
10;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;1645.6721083505;30989.9495952717;11
11;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;230.8884865662;2889.7722662878;12
12;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;387.3112198969;4186.7459344246;13
13;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;1109.6069271449;72705.2471778738;14
14;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;784.1133196363;7329.8869994917;15
15;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;545.5282809784;3331.3504552236;16
26;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;4126.1015222506;707592.379099153;27
27;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;489.7068866078;16767.8827061388;28
28;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;1684.4614030171;125009.911312265;29
33;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;1844.4825619837;159813.538158847;34
34;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;998.3280260428;52637.1772676792;35
35;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;590.9619765462;26951.0697742693;36
36;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;7093.0383029195;1224827.9660191;37
37;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;399.2260605682;7826.5192348475;38
38;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;569.8713440716;11963.62058422;39
39;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;11573.6279395789;537961.182028319;40
40;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;784.9871154089;36906.6107063232;41
41;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;3661.7312360432;225703.437480761;42
42;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;195.1971978831;1638.8275547681;43
43;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;210.4774261355;1675.8703642621;44
44;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;867.7687677161;34075.6123939421;45
45;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;279.8764258603;5664.2267214479;46
46;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;2833.6437572073;228291.994033421;47
29;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;375.6490406366;8161.0316366223;30
30;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;5117.695254913;971191.892543332;31
31;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;835.0902395462;50327.7519077766;32
32;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;1815.852784769;160028.570734979;33
18;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;1693.5823467074;109790.10197675;19
19;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;739.3122137534;27871.7554804797;20
20;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;815.1289771594;21970.2490338661;21
21;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;780.0094800758;38580.4542613998;22
22;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;563.4736291869;5955.8115222694;23
23;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;406.8597009282;6474.0095675174;24
24;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;917.6950826582;17828.460254996;25
25;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;8.3791077277;0.1825057091;26
60;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;319.9438660927;4125.6870938294;61
61;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;28356.9132296528;8649792.91458728;62
62;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;2284.8044648326;228751.241726674;63
63;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;1062.1882631656;26349.5105646606;64
64;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;30708.4588168587;2600817.12794346;65
65;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;68179.5502720369;9057078.5555846;66
66;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;3407.0729817808;454629.268612563;67
67;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;1054.8215906075;79012.1973148756;68
68;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;539.7052618826;21190.6579396606;69
69;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;2888.722847014;314630.524830931;70
70;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;5385.1335443868;527784.826948978;71
71;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;7534.6818159017;939091.364388706;72
72;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;7564.1206259637;1601821.51226635;73
73;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;5964.8195499293;1743193.4624907;74
74;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;1249.5239328795;94889.847713726;75
47;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;619.5992704753;18244.3338218054;48
48;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;5514.4863297586;288790.83208341;49
49;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;868.5757859369;35177.5457385982;50
50;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;4308.8188389496;208292.519274439;51
51;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;950.4380149265;50554.0017083325;52
52;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;1506.8758457904;123762.444094499;53
53;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;1599.8634929536;108516.365085699;54
54;1;Kaarteenheid 1: Lp. van Walcheren op Hollandveen Lp. op Lp. van Wormer, waar de top van de zandafzettingen van het Lp. van Wormer ligt onder 5 m -NAP.;Formatie van Naaldwijk, Laagpakket van Walcheren aan maaiveld of onder stadsophogingsdek (hoofdzakelijk zand).;1: Walcheren op Hollandveen op Wormer, top zand onder 5m - NAP;1;1097.8934676227;55531.8044491464;55
