FID,hoogte,soort,jaar,se_anno_cad_data,gdb_geomattr_data,shape
tophoogte.1394,4.2,kunst,1978,,,POINT (100784.43699999899 397929.0940000005)
tophoogte.1395,8.6,kunst,1978,,,POINT (102766.5390000008 397928.4059999995)
tophoogte.1396,4.1,kunst,1978,,,POINT (100927.47700000182 397927.9690000005)
tophoogte.1397,5.2,nat,1977,,,POINT (100330.42199999839 397926.688000001)
tophoogte.1398,4.7,nat,1977,,,POINT (100527.82800000161 397926.188000001)
tophoogte.1399,3.6,nat,1977,,,POINT (105668.04699999839 397925.2190000005)
tophoogte.1400,3.1,nat,1977,,,POINT (109922.0309999995 397923)
tophoogte.1401,3.7,nat,1978,,,POINT (101333.52299999818 397922.125)
tophoogte.1402,3.1,nat,1977,,,POINT (103448.7109999992 399956.125)
tophoogte.1403,3.9,nat,1977,,,POINT (108424.63300000131 399954.5309999995)
tophoogte.1404,4.8,nat,1965,,,POINT (107234.79699999839 399953.061999999)
tophoogte.1405,5.1,nat,1977,,,POINT (106342.45300000161 399952.2190000005)
tophoogte.1406,4.5,nat,1977,,,POINT (105433.56300000101 399951.4690000005)
tophoogte.1407,2.6,nat,1977,,,POINT (100850.3909999989 399951.3440000005)
tophoogte.1408,4.3,nat,1977,,,POINT (105548.38300000131 399950.7190000005)
tophoogte.1409,3.5,nat,1977,,,POINT (108681.39799999818 399948.063000001)
tophoogte.1410,2.2,nat,1977,,,POINT (101438.3590000011 399946.75)
tophoogte.1411,4.8,nat,1977,,,POINT (106260.10200000182 399946.4059999995)
tophoogte.1412,3.3,nat,1977,,,POINT (109370.7890000008 399946.4059999995)
tophoogte.1413,3.6,nat,1977,,,POINT (109311.60200000182 399946.2809999995)
tophoogte.1414,3.1,nat,1977,,,POINT (102756.45300000161 399946.125)
tophoogte.1415,4,nat,1977,,,POINT (109226.5 399945.061999999)
tophoogte.1416,5,nat,1977,,,POINT (104860.7190000005 399944.75)
tophoogte.1417,5.6,nat,1977,,,POINT (105190.93800000101 399944.4059999995)
tophoogte.1418,5.3,nat,1977,,,POINT (104702.45300000161 399942.7190000005)
tophoogte.1419,5.4,nat,1965,,,POINT (106945.6559999995 399941.9690000005)
tophoogte.1420,3.6,nat,1977,,,POINT (108902.0940000005 399941.061999999)
tophoogte.1421,3.6,kunst,1978,,,POINT (104241.89799999818 399939.8440000005)
tophoogte.1422,4.3,nat,1977,,,POINT (105632.8909999989 399939.7809999995)
tophoogte.1423,3.8,nat,1965,,,POINT (107693.97700000182 399939.436999999)
tophoogte.1424,1.1,nat,1977,,,POINT (100214.95300000161 399939)
tophoogte.1425,4.4,nat,1977,,,POINT (105300.61699999869 399937.5940000005)
tophoogte.1426,3.5,nat,1977,,,POINT (109650.6559999995 399937.25)
tophoogte.1427,4.1,nat,1965,,,POINT (108095.04699999839 399936.875)
tophoogte.1428,3.3,nat,1977,,,POINT (109727.1090000011 399936.5)
tophoogte.1429,3.4,nat,1977,,,POINT (108831.9609999992 399936.436999999)
tophoogte.1430,4.2,nat,1965,,,POINT (108255.3440000005 399935.8440000005)
tophoogte.1431,3.9,nat,1977,,,POINT (101845.95300000161 399930.6559999995)
tophoogte.1432,2.1,nat,1977,,,POINT (100520.56300000101 399930.5940000005)
tophoogte.1433,5.1,nat,1977,,,POINT (102329.3440000005 399930.0940000005)
tophoogte.1434,4.4,nat,1977,,,POINT (105999.11699999869 399930.063000001)
tophoogte.1435,2.2,nat,1977,,,POINT (103935.22700000182 399929.6559999995)
tophoogte.1436,5.7,nat,1977,,,POINT (105007.68800000101 399929.0940000005)
tophoogte.1437,5,nat,1977,,,POINT (102133.74199999869 399928.813000001)
tophoogte.1438,3.8,nat,1977,,,POINT (100570.6090000011 399928.186999999)
tophoogte.1439,4.3,nat,1977,,,POINT (101926.4609999992 399928.125)
tophoogte.1440,2.8,nat,1977,,,POINT (103340.3200000003 399927.9059999995)
tophoogte.1441,3.2,nat,1977,,,POINT (101632.29699999839 399926.9690000005)
tophoogte.1442,4.7,nat,1977,,,POINT (102428.3909999989 399926.4059999995)
tophoogte.1443,3.2,nat,1977,,,POINT (102915.0940000005 399926.311999999)
tophoogte.1444,2.4,nat,1977,,,POINT (103839.20300000161 399926.2190000005)
tophoogte.1445,1.6,nat,1977,,,POINT (104106.1559999995 399926)
tophoogte.1446,2.9,nat,1977,,,POINT (101533.97700000182 399924.563000001)
tophoogte.1447,4.4,nat,1977,,,POINT (100718.97700000182 399922.9690000005)
tophoogte.1448,1.6,nat,1977,,,POINT (101327.7109999992 399922.8440000005)
tophoogte.1449,4.3,nat,1977,,,POINT (108357.1090000011 399922.75)
tophoogte.1450,3.7,nat,1977,,,POINT (103127.67199999839 399922.1559999995)
tophoogte.1451,3.4,nat,1977,,,POINT (103529.27299999818 399922.125)
tophoogte.1452,4,nat,1977,,,POINT (103020.4690000005 399921.5940000005)
tophoogte.1453,3.8,nat,1977,,,POINT (108555.22700000182 399921.4690000005)
tophoogte.1454,1.7,nat,1977,,,POINT (100007.3440000005 399920.75)
tophoogte.1455,3.8,nat,1977,,,POINT (100615.31300000101 399920.7190000005)
tophoogte.1456,4.8,nat,1977,,,POINT (102220.8200000003 399920.625)
tophoogte.1457,4.2,nat,1977,,,POINT (102613.77299999818 399919.375)
tophoogte.1458,3,nat,1977,,,POINT (103424.5940000005 399919.2190000005)
tophoogte.1459,5,nat,1977,,,POINT (100419.42199999839 399919.188000001)
tophoogte.1460,4.5,nat,1977,,,POINT (101993.17199999839 399383.0940000005)
tophoogte.1461,3.6,nat,1977,,,POINT (100593.54699999839 399382.7809999995)
tophoogte.1462,4.1,nat,1977,,,POINT (109107.79699999839 399382.7809999995)
tophoogte.1463,5.9,nat,1977,,,POINT (105635.93699999899 399382.563000001)
tophoogte.1464,1.7,nat,1977,,,POINT (101202.9059999995 399381.561999999)
tophoogte.1465,5.1,nat,1977,,,POINT (106230.39799999818 399380.4690000005)
tophoogte.1466,4.4,nat,1965,,,POINT (108076.2890000008 399380.1559999995)
tophoogte.1467,4.4,nat,1977,,,POINT (101669.11699999869 399379.5)
tophoogte.1468,4,nat,1977,,,POINT (102841.81199999899 399378.7190000005)
tophoogte.1469,5.8,nat,1965,,,POINT (106585.39799999818 399378.561999999)
tophoogte.1470,6.1,nat,1977,,,POINT (102342.54699999839 399376.1559999995)
tophoogte.1471,2.2,nat,1977,,,POINT (100452.52299999818 399375.7809999995)
tophoogte.1472,2.6,nat,1977,,,POINT (101408.04699999839 399375.75)
tophoogte.1473,4,kunst,1978,,,POINT (103904.02299999818 399375.063000001)
tophoogte.1474,3.4,nat,1977,,,POINT (109792.89799999818 399375.061999999)
tophoogte.1475,2.7,nat,1977,,,POINT (100972.8440000005 399373.688000001)
tophoogte.1476,4.6,nat,1965,,,POINT (107392.1409999989 399373.4059999995)
tophoogte.1477,4.9,nat,1977,,,POINT (105130.0309999995 399371.9059999995)
tophoogte.1478,3.7,nat,1977,,,POINT (109333.24199999869 399371.5)
tophoogte.1479,6.2,nat,1977,,,POINT (105541.4059999995 399369.9059999995)
tophoogte.1480,3.7,nat,1977,,,POINT (108533.3200000003 399369.75)
tophoogte.1481,5.4,nat,1977,,,POINT (102176.17199999839 399365.75)
tophoogte.1482,4.5,nat,1977,,,POINT (108989.38300000131 399364.7190000005)
tophoogte.1483,1.9,nat,1977,,,POINT (101284.0700000003 399364.561999999)
tophoogte.1484,2.3,nat,1977,,,POINT (100045.72700000182 399363.875)
tophoogte.1485,3.9,nat,1977,,,POINT (108805.50800000131 399362)
tophoogte.1486,1,nat,1977,,,POINT (104656.63300000131 399361.8440000005)
tophoogte.1487,1.9,nat,1977,,,POINT (101061.8590000011 399361.3440000005)
tophoogte.1488,6.3,nat,1977,,,POINT (105464.1559999995 399361)
tophoogte.1489,2.5,nat,1977,,,POINT (100828.5 399360.0940000005)
tophoogte.1490,4,nat,1977,,,POINT (109263.5940000005 399358.4690000005)
tophoogte.1491,3.7,nat,1977,,,POINT (109196.0390000008 399357.875)
tophoogte.1492,5,nat,1977,,,POINT (106282.5940000005 399357.0309999995)
tophoogte.1493,2.2,nat,1977,,,POINT (104803.11699999869 399356.375)
tophoogte.1494,4.7,nat,1977,,,POINT (106114.72700000182 399356.2809999995)
tophoogte.1495,6,nat,1977,,,POINT (105298.56300000101 399355.9059999995)
tophoogte.1496,4.3,kunst,1978,,,POINT (103502.70300000161 399355.4059999995)
tophoogte.1497,3.2,kunst,1978,,,POINT (104516.6799999997 399355.311999999)
tophoogte.1498,3,nat,1977,,,POINT (101902.10200000182 399354.4690000005)
tophoogte.1499,6.1,nat,1977,,,POINT (106522.5390000008 399354.061999999)
tophoogte.1500,1.8,nat,1977,,,POINT (100386.67199999839 399352.8440000005)
tophoogte.1501,6,nat,1977,,,POINT (106363.8200000003 399352.4690000005)
tophoogte.1502,1.2,nat,1977,,,POINT (100230.67199999839 399352)
tophoogte.1503,3.6,nat,1977,,,POINT (109652.32800000161 399349.5)
tophoogte.1504,4.9,nat,1977,,,POINT (102720.25800000131 399347.4690000005)
tophoogte.1505,5.2,nat,1977,,,POINT (105971.70300000161 399346.2190000005)
tophoogte.1506,6.6,nat,1977,,,POINT (105193.61699999869 399345.125)
tophoogte.1507,3.6,kunst,1978,,,POINT (104033.38300000131 399345.063000001)
tophoogte.1508,4.2,kunst,1978,,,POINT (103225.3440000005 399344.9059999995)
tophoogte.1509,5.8,nat,1977,,,POINT (105725.61699999869 399343.4059999995)
tophoogte.1510,5.5,nat,1977,,,POINT (105795.20300000161 399342.7190000005)
tophoogte.1511,3.3,nat,1977,,,POINT (109578.11699999869 399340.313000001)
tophoogte.1512,3.7,nat,1977,,,POINT (101740.00800000131 399339.186999999)
tophoogte.1513,4.2,kunst,1979,,,POINT (109880.54699999839 399338.4690000005)
tophoogte.1514,3.6,nat,1977,,,POINT (102927.92199999839 399336.7809999995)
tophoogte.1515,4.1,nat,1977,,,POINT (102864.18699999899 399336.436999999)
tophoogte.1516,4.9,nat,1965,,,POINT (106771.54699999839 399336.2809999995)
tophoogte.1517,4.3,nat,1977,,,POINT (108140.29699999839 399336.0940000005)
tophoogte.1518,4.6,nat,1977,,,POINT (108190.70300000161 398712.0940000005)
tophoogte.1519,6.6,nat,1978,,,POINT (102618.47700000182 398711.436999999)
tophoogte.1520,6.5,nat,1978,,,POINT (101912.7890000008 398711.4059999995)
tophoogte.1521,1,nat,1977,,,POINT (105141.88300000131 398708.7809999995)
tophoogte.1522,7.3,nat,1978,,,POINT (102380.7809999995 398708.063000001)
tophoogte.1523,4.7,nat,1977,,,POINT (106532.1799999997 398706.438000001)
tophoogte.1524,4.6,nat,1978,,,POINT (101636.70300000161 398702.436999999)
tophoogte.1525,2.8,kunst,1979,,,POINT (109993.3590000011 398701.4059999995)
tophoogte.1526,1.4,nat,1977,,,POINT (100148.70300000161 398701)
tophoogte.1527,5.4,nat,1978,,,POINT (101786.25800000131 398699.2190000005)
tophoogte.1528,4.9,nat,1977,,,POINT (106437.42199999839 398699.1559999995)
tophoogte.1529,5.3,nat,1977,,,POINT (106651.97700000182 398696.313000001)
tophoogte.1530,1.5,nat,1977,,,POINT (105420.11699999869 398695.1559999995)
tophoogte.1531,5.5,nat,1977,,,POINT (102025.39799999818 399332.625)
tophoogte.1532,6.3,nat,1977,,,POINT (102225.25 399332.188000001)
tophoogte.1533,3.8,nat,1977,,,POINT (101937.02299999818 399330.375)
tophoogte.1534,3,nat,1977,,,POINT (105034.82800000161 399330.3440000005)
tophoogte.1535,5.9,nat,1977,,,POINT (106442.6559999995 399328.625)
tophoogte.1536,4.2,nat,1977,,,POINT (100619.8440000005 399327.625)
tophoogte.1537,4.4,nat,1977,,,POINT (103015.47700000182 399327.375)
tophoogte.1538,6.3,nat,1977,,,POINT (105370.52299999818 399327.0309999995)
tophoogte.1539,3,nat,1977,,,POINT (101431.1409999989 399325.313000001)
tophoogte.1540,4.7,kunst,1977,,,POINT (109100.38300000131 399325.188000001)
tophoogte.1541,2.5,nat,1977,,,POINT (101341.5 399324.8440000005)
tophoogte.1542,6.1,nat,1977,,,POINT (105657.9690000005 399324.5309999995)
tophoogte.1543,3,nat,1977,,,POINT (100505.25 399324.125)
tophoogte.1544,0.8,nat,1977,,,POINT (100329.43800000101 399323.311999999)
tophoogte.1545,4.9,nat,1965,,,POINT (107058.1799999997 399321.8440000005)
tophoogte.1546,3.3,nat,1977,,,POINT (101837.17199999839 399321.3440000005)
tophoogte.1547,5.6,nat,1977,,,POINT (102134.5309999995 399320.7809999995)
tophoogte.1548,4.5,nat,1977,,,POINT (108907.1090000011 399320.5)
tophoogte.1549,5.3,nat,1977,,,POINT (102715.5390000008 399320.313000001)
tophoogte.1550,1.8,nat,1977,,,POINT (100414.79699999839 399319.2809999995)
tophoogte.1551,3.4,nat,1977,,,POINT (100812.9059999995 399319.25)
tophoogte.1552,2.9,kunst,1978,,,POINT (104213.27299999818 399319.0940000005)
tophoogte.1553,4.8,nat,1977,,,POINT (108262.85200000182 399318.8440000005)
tophoogte.1554,2.1,nat,1977,,,POINT (100100.00800000131 399318.563000001)
tophoogte.1555,4.2,nat,1977,,,POINT (108737.9690000005 399317.7190000005)
tophoogte.1556,3.9,nat,1977,,,POINT (104940.79699999839 399316.936999999)
tophoogte.1557,4.6,nat,1977,,,POINT (101641.8590000011 399316.686999999)
tophoogte.1558,1.4,nat,1977,,,POINT (104566.47700000182 399316.436999999)
tophoogte.1559,4.3,nat,1977,,,POINT (103120.29699999839 399316.311999999)
tophoogte.1560,2,nat,3000,,,POINT (99998.375 399315.7809999995)
tophoogte.1561,2.2,nat,1977,,,POINT (100914.02299999818 399313.1559999995)
tophoogte.1562,1.6,nat,1977,,,POINT (100251.9299999997 399313.0940000005)
tophoogte.1563,4.3,nat,1977,,,POINT (108640.6799999997 399312.75)
tophoogte.1564,2.5,nat,1977,,,POINT (104857.72700000182 399312.375)
tophoogte.1565,2.1,nat,1977,,,POINT (101024.77299999818 399312.313000001)
tophoogte.1566,4.3,nat,1977,,,POINT (105120.04699999839 399312.313000001)
tophoogte.1567,1,nat,1977,,,POINT (104713.75 399312.2190000005)
tophoogte.1568,3.7,nat,1977,,,POINT (109717.8909999989 399311.7809999995)
tophoogte.1569,2.1,nat,1977,,,POINT (101156.04699999839 399311.75)
tophoogte.1570,5.1,nat,1977,,,POINT (106209.20300000161 399311.5309999995)
tophoogte.1571,5,nat,1977,,,POINT (106287.6559999995 399310.0309999995)
tophoogte.1572,1.9,nat,1977,,,POINT (101232.4690000005 399309.25)
tophoogte.1573,4.4,nat,1977,,,POINT (109060.4059999995 399306.375)
tophoogte.1574,4.7,kunst,1978,,,POINT (103608.8200000003 399305.2190000005)
tophoogte.1575,5.3,nat,1977,,,POINT (106579.64799999818 399302.9059999995)
tophoogte.1576,6.3,nat,1977,,,POINT (105541.5390000008 399302.125)
tophoogte.1577,4.8,nat,1977,,,POINT (108843.50800000131 399299.313000001)
tophoogte.1578,4.1,nat,1977,,,POINT (109376.52299999818 399298.875)
tophoogte.1579,3.9,nat,1977,,,POINT (108419.92199999839 399296.813000001)
tophoogte.1580,3.4,nat,1977,,,POINT (109315.02299999818 398643.061999999)
tophoogte.1581,4.7,kunst,1979,,,POINT (109846.77299999818 398642.625)
tophoogte.1582,4.6,nat,1977,,,POINT (108401.57800000161 398640.7190000005)
tophoogte.1583,1.4,nat,1977,,,POINT (105096.5309999995 398637.2190000005)
tophoogte.1584,5.9,nat,1977,,,POINT (103942.88300000131 398636.0940000005)
tophoogte.1585,5.2,nat,1977,,,POINT (104226.02299999818 398634.875)
tophoogte.1586,4.6,nat,1977,,,POINT (100329.70300000161 398633.25)
tophoogte.1587,4,nat,1977,,,POINT (100425.97700000182 398632.75)
tophoogte.1588,6,kunst,1978,,,POINT (103418.97700000182 398632.4059999995)
tophoogte.1589,5,nat,1977,,,POINT (106623.70300000161 398631.7190000005)
tophoogte.1590,3.7,nat,1977,,,POINT (100716.38300000131 398630.7190000005)
tophoogte.1591,6.5,nat,1978,,,POINT (101891.00800000131 398630.0309999995)
tophoogte.1592,2,nat,1977,,,POINT (100003.7190000005 398629.7809999995)
tophoogte.1593,6,kunst,1978,,,POINT (103817.1409999989 398629.25)
tophoogte.1594,4.3,nat,1977,,,POINT (107939.3440000005 398629.063000001)
tophoogte.1595,3.7,nat,1978,,,POINT (101227.20300000161 398628.2190000005)
tophoogte.1596,4.9,nat,1978,,,POINT (101730.25 398627.188000001)
tophoogte.1597,6.4,nat,1978,,,POINT (101934.4059999995 398626.7190000005)
tophoogte.1598,7,nat,1978,,,POINT (102073.06300000101 398626.125)
tophoogte.1599,5.7,nat,1965,,,POINT (106727.27299999818 398626.0309999995)
tophoogte.1600,6,nat,1977,,,POINT (104124.11699999869 398624.8440000005)
tophoogte.1601,3.3,nat,1978,,,POINT (101424.47700000182 398623.9690000005)
tophoogte.1602,2.2,nat,1977,,,POINT (100914.7809999995 398623.875)
tophoogte.1603,3.6,nat,1977,,,POINT (101017.42199999839 398623.6559999995)
tophoogte.1604,3.1,nat,1977,,,POINT (100522.75800000131 398622.3440000005)
tophoogte.1605,3.9,nat,1978,,,POINT (101625.0940000005 398622.25)
tophoogte.1606,2,nat,1977,,,POINT (100215.8440000005 398621.875)
tophoogte.1607,5.2,nat,1977,,,POINT (104335.89799999818 398621.5)
tophoogte.1608,5.8,kunst,1978,,,POINT (103370.67199999839 398621.2809999995)
tophoogte.1609,1.8,nat,1977,,,POINT (105413.6090000011 398620.563000001)
tophoogte.1610,5.8,nat,1977,,,POINT (104042.07800000161 398619.5)
tophoogte.1611,8.3,kunst,1978,,,POINT (102709.14799999818 398619.4690000005)
tophoogte.1612,4.3,nat,1977,,,POINT (107772.20300000161 398618.9059999995)
tophoogte.1613,3.2,nat,1978,,,POINT (101537.9690000005 398618.7190000005)
tophoogte.1614,3.6,nat,1977,,,POINT (100292.04699999839 398618.125)
tophoogte.1615,3.2,nat,1977,,,POINT (100809.8440000005 398617.811999999)
tophoogte.1616,7.1,kunst,1978,,,POINT (102802.5940000005 398617.625)
tophoogte.1617,1.1,nat,1977,,,POINT (105312.27299999818 398617.3440000005)
tophoogte.1618,6.1,nat,1977,,,POINT (104611.1409999989 398617.061999999)
tophoogte.1619,1.5,nat,1977,,,POINT (100120.29699999839 398617.0309999995)
tophoogte.1620,6,nat,1977,,,POINT (104709.14799999818 398614.686999999)
tophoogte.1621,4.2,nat,1977,,,POINT (108194.2190000005 398614.561999999)
tophoogte.1622,4.1,nat,1977,,,POINT (104817.57800000161 398613.25)
tophoogte.1623,6,kunst,1978,,,POINT (103716.72700000182 398611.813000001)
tophoogte.1624,3.8,kunst,1979,,,POINT (109967.2190000005 398611.6559999995)
tophoogte.1625,3.4,nat,1977,,,POINT (105756.63300000131 398611.0940000005)
tophoogte.1626,5.7,nat,1977,,,POINT (104420.3909999989 398609.813000001)
tophoogte.1627,7,nat,1978,,,POINT (102436.6090000011 398609.436999999)
tophoogte.1628,4.4,nat,1977,,,POINT (106368.1090000011 398608.9059999995)
tophoogte.1629,4.8,kunst,1977,,,POINT (107611.9059999995 398608.7190000005)
tophoogte.1630,5.8,nat,1977,,,POINT (104510.5309999995 398608)
tophoogte.1631,6,nat,1965,,,POINT (106870.8909999989 398606.0940000005)
tophoogte.1632,4.7,kunst,1979,,,POINT (109715.02299999818 398605.061999999)
tophoogte.1633,4.9,nat,1977,,,POINT (106077.82800000161 398603.561999999)
tophoogte.1634,2.7,nat,1977,,,POINT (105656.02299999818 398602.063000001)
tophoogte.1635,5.5,nat,1965,,,POINT (107008 398601.4690000005)
tophoogte.1636,4.6,nat,1977,,,POINT (106472.95300000161 398601.4059999995)
tophoogte.1637,5.1,nat,1977,,,POINT (104293.61699999869 398600.188000001)
tophoogte.1638,5.8,nat,1977,,,POINT (106233.17199999839 397853.2190000005)
tophoogte.1639,5.5,nat,1977,,,POINT (104414.20300000161 397852.5940000005)
tophoogte.1640,5.9,nat,1977,,,POINT (104623.18699999899 397852.3440000005)
tophoogte.1641,4.4,nat,1977,,,POINT (105646.79699999839 397849.938000001)
tophoogte.1642,4.9,nat,1977,,,POINT (107326.36699999869 397849.625)
tophoogte.1643,5,nat,1977,,,POINT (108329.9299999997 397848.625)
tophoogte.1644,4.8,nat,1977,,,POINT (106545.47700000182 397846.5)
tophoogte.1645,7.2,nat,1977,,,POINT (104091.14799999818 397846.186999999)
tophoogte.1646,5.3,nat,1977,,,POINT (107201.6559999995 397845.811999999)
tophoogte.1647,7.2,kunst,1978,,,POINT (102004.77299999818 397845.4059999995)
tophoogte.1648,3.3,nat,1978,,,POINT (101118.25800000131 397842.938000001)
tophoogte.1649,3.6,nat,1977,,,POINT (109625.24199999869 397842.5)
tophoogte.1650,3,nat,1977,,,POINT (109955.8590000011 397840.25)
tophoogte.1651,5.8,nat,1977,,,POINT (104479.3909999989 397839.7809999995)
tophoogte.1652,7.9,kunst,1978,,,POINT (103402.17199999839 397839.4690000005)
tophoogte.1653,5.8,nat,1978,,,POINT (101643.13300000131 397839.2190000005)
tophoogte.1654,5.1,nat,1977,,,POINT (106621.10200000182 397837.1559999995)
tophoogte.1655,7.1,kunst,1978,,,POINT (103675.6559999995 397837.0309999995)
tophoogte.1656,4,nat,1977,,,POINT (100230.61699999869 397836.811999999)
tophoogte.1657,4.7,nat,1977,,,POINT (105144.93800000101 397834.188000001)
tophoogte.1658,5,nat,1977,,,POINT (105802.38300000131 397833.75)
tophoogte.1659,6.9,nat,1978,,,POINT (101914.04699999839 397832.75)
tophoogte.1660,8.6,kunst,1978,,,POINT (102796.47700000182 397831.9690000005)
tophoogte.1661,2.4,nat,1977,,,POINT (105326.22700000182 397831.813000001)
tophoogte.1662,3.6,nat,1977,,,POINT (109869.2109999992 397830.625)
tophoogte.1663,9.9,kunst,1977,,,POINT (109830.3590000011 397830.5940000005)
tophoogte.1664,6.5,nat,1977,,,POINT (104751.29699999839 397830.25)
tophoogte.1665,4.8,nat,1978,,,POINT (100606.63300000131 397830.0309999995)
tophoogte.1666,5.1,nat,1977,,,POINT (100326.89799999818 397828.9690000005)
tophoogte.1667,5.5,nat,1977,,,POINT (106838.6799999997 397828.2190000005)
tophoogte.1668,5.2,nat,1977,,,POINT (100423.95300000161 397827.938000001)
tophoogte.1669,4.9,nat,1977,,,POINT (100512.36699999869 397826.7190000005)
tophoogte.1670,4.9,nat,1977,,,POINT (108125.38300000131 397825.7190000005)
tophoogte.1671,5.4,nat,1977,,,POINT (109151.0390000008 397825.0940000005)
tophoogte.1672,5.2,nat,1977,,,POINT (105979.8440000005 397825.063000001)
tophoogte.1673,6.5,nat,1978,,,POINT (104012.04699999839 397823.813000001)
tophoogte.1674,3.5,nat,1977,,,POINT (109756.4299999997 397823.688000001)
tophoogte.1675,3,nat,1977,,,POINT (108528.11699999869 397823.0309999995)
tophoogte.1676,5.5,nat,1977,,,POINT (106146.6559999995 397822.2809999995)
tophoogte.1677,5.3,nat,1977,,,POINT (106448.3440000005 397821.436999999)
tophoogte.1678,6,nat,1977,,,POINT (104328.70300000161 397821.375)
tophoogte.1679,4.2,nat,1977,,,POINT (109036.74199999869 397819.938000001)
tophoogte.1680,4,nat,1977,,,POINT (108939.72700000182 397819.75)
tophoogte.1681,3.8,nat,1978,,,POINT (101264.64799999818 397819.188000001)
tophoogte.1682,6.2,nat,1977,,,POINT (106908.20300000161 397818.4059999995)
tophoogte.1683,4.3,nat,1978,,,POINT (100797.14799999818 397815.311999999)
tophoogte.1684,5.1,nat,1977,,,POINT (106764.70300000161 397813.438000001)
tophoogte.1685,4.6,nat,1977,,,POINT (105067.36699999869 397813.0940000005)
tophoogte.1686,4.4,nat,1977,,,POINT (105207.5309999995 397811.4690000005)
tophoogte.1687,5.7,nat,1977,,,POINT (107056.4690000005 397811.4059999995)
tophoogte.1688,8.4,kunst,1978,,,POINT (103019.8440000005 397811.063000001)
tophoogte.1689,4.5,nat,1977,,,POINT (105716.42199999839 397810.9059999995)
tophoogte.1690,2.2,nat,1977,,,POINT (105389.60200000182 397810.875)
tophoogte.1691,3.3,nat,1977,,,POINT (100132.24199999869 397808.6559999995)
tophoogte.1692,4.7,nat,1977,,,POINT (109261.92199999839 397808.6559999995)
tophoogte.1693,4,nat,1977,,,POINT (109393.7109999992 397807.0940000005)
tophoogte.1694,4.6,nat,1978,,,POINT (100910.95300000161 397806.125)
tophoogte.1695,4.9,nat,1977,,,POINT (105853.27299999818 397805)
tophoogte.1696,4.7,nat,1977,,,POINT (105349.72700000182 399870.5309999995)
tophoogte.1697,5,nat,1977,,,POINT (105783.07800000161 399870.5309999995)
tophoogte.1698,3.8,nat,1977,,,POINT (108808.6559999995 399869.5940000005)
tophoogte.1699,4.4,nat,1977,,,POINT (105554.9609999992 399868.7190000005)
tophoogte.1700,4.2,nat,1977,,,POINT (101542.97700000182 398838.0940000005)
tophoogte.1701,1.6,nat,1977,,,POINT (100055.5 398837.813000001)
tophoogte.1702,2.6,nat,1978,,,POINT (101132.36699999869 398837.7809999995)
tophoogte.1703,4.7,nat,1977,,,POINT (106176.88300000131 398837.5940000005)
tophoogte.1704,4.3,nat,1977,,,POINT (108389.9609999992 398836.8440000005)
tophoogte.1705,2.8,nat,1977,,,POINT (100330.1409999989 398834.313000001)
tophoogte.1706,5.9,nat,1977,,,POINT (104029.0390000008 398833.9059999995)
tophoogte.1707,6.1,nat,1978,,,POINT (102986.10200000182 398833.375)
tophoogte.1708,6.4,nat,1977,,,POINT (103931.27299999818 398833.2190000005)
tophoogte.1709,4.8,nat,1977,,,POINT (105894.97700000182 398832.7190000005)
tophoogte.1710,5,nat,1965,,,POINT (107120.75 398832.625)
tophoogte.1711,1.5,nat,1977,,,POINT (100216.56199999899 398832.3440000005)
tophoogte.1712,3.3,nat,1977,,,POINT (109421.45300000161 398832.3440000005)
tophoogte.1713,4.7,nat,1977,,,POINT (104219.22700000182 398831.7190000005)
tophoogte.1714,5.3,nat,1977,,,POINT (106446.27299999818 398830.125)
tophoogte.1715,5.5,nat,1977,,,POINT (104125.25 398829.25)
tophoogte.1716,7.1,nat,1977,,,POINT (102023.13300000131 398828.063000001)
tophoogte.1717,2.3,nat,1977,,,POINT (101237.18800000101 398828)
tophoogte.1718,4.5,nat,1977,,,POINT (100707.9059999995 398826.75)
tophoogte.1719,5,nat,1977,,,POINT (105817.22700000182 398826.063000001)
tophoogte.1720,6.2,kunst,1978,,,POINT (103831.17199999839 398825.9690000005)
tophoogte.1721,6.5,nat,1978,,,POINT (102862.3909999989 398825.75)
tophoogte.1722,4,nat,1977,,,POINT (100421.32800000161 398824.936999999)
tophoogte.1723,2,nat,1977,,,POINT (104970.8440000005 398824.125)
tophoogte.1724,4.1,nat,1977,,,POINT (104414.7190000005 398823.936999999)
tophoogte.1725,4.8,nat,1977,,,POINT (104311.3590000011 398823.0309999995)
tophoogte.1726,6.5,nat,1977,,,POINT (101928.11699999869 398822.0309999995)
tophoogte.1727,4.2,nat,1977,,,POINT (104517.04699999839 398822.0309999995)
tophoogte.1728,6,kunst,1978,,,POINT (103632.31199999899 398821.311999999)
tophoogte.1729,4.4,nat,1977,,,POINT (104624.9609999992 398820.625)
tophoogte.1730,4.3,nat,1977,,,POINT (107650.43699999899 398089.4059999995)
tophoogte.1731,4.4,nat,1977,,,POINT (107459.2190000005 398089.063000001)
tophoogte.1732,5,nat,1977,,,POINT (104560.49199999869 398088.125)
tophoogte.1733,5.8,nat,1977,,,POINT (106311.64799999818 398085.625)
tophoogte.1734,6,nat,1977,,,POINT (106854.5700000003 398084.8440000005)
tophoogte.1735,2,nat,1977,,,POINT (100097.02299999818 398083.686999999)
tophoogte.1736,5.4,nat,1977,,,POINT (105782.1559999995 398082.75)
