OBJECTID,MATERIAAL,DIEPTE,KWKSTATU,KWKOPME,KWKPLAAN,OSMOMSCH,IWS_MEMO,KWKNAAM,KSMIDENT,VERANKERING,KERIDENT,IWS_EIGENAAR,KSM_TYPE,Shape__Length,GlobalID
49659,4,-4,300,DAR6,zijlkolk,damwand zijlkolk,"damwand  6,5 meter lange delen volgens bestek",damwand zijlkolk,7213,,IWK,,2,144.1152530839,746ec047-c99b-4530-8353-0a9e62f0e4be
49660,4,-4,300,DAR6,zijlkolk,damwand zijlkolk,"damwand 6,5 meter lange delen volgens bestek",damwand zijlkolk,7214,,IWK,,2,354.671177926685,65c1cff5-61fd-4665-8979-d681091e10b6
49661,4,-5,300,DAR6,zijlkolk,damwand zijlkolk,"damwand 7,5 meter lange delen volgens bestek",damwand zijlkolk,7215,,IWK,,2,14.9724534435814,85fbb7d6-2638-46eb-9e09-54774c4ca3fa
49662,4,-4,300,DAR6,zijlkolk,damwand zijlkolk,"damwand 6,5 meter lange delen volgens bestek",damwand zijlkolk,7216,,IWK,,2,102.510470984335,72a947fc-5667-4d1b-9d76-0bc9b58c7c71
49663,4,-3.5,300,DAR6,zijlkolk,damwand zijlkolk,damwand 6 meter lange delen volgens bestek,damwand zijlkolk,7217,,IWK,,2,78.2438959258329,1a6640d1-7b4c-4adf-9c44-cadd3062a8c1
49664,4,6,300,Tankweer DAR6,,,Damwand 6 meter lange delen volgens bestek,,7218,,IWK,,2,8.76185336694779,ece01a1b-e713-42d4-b360-d8ae51105085
49665,4,-4,300,DAR6,,"Damwand 6,5m lange delen volgens bestek",DAR6,,7532,,IWK,,2,240.513747691629,c1b265f3-b48a-49c3-a594-a018aabb2883
49666,,-4,300,keermuur op damwand,,Veerweg Genemuiden,,,7852,,IWK,,6,176.437349733542,8cdabdcf-9e58-4e7f-a3cc-c095b4a9cc28
49667,2,,300,decos 2012-12450?,,veerweg Genemuiden,tekeningen zie veerweg genemuiden. muurtje of L-wand tegen bak split.,,7867,,IWK,,1,243.473917193629,6eaf4e18-ee9b-4a54-a9a3-2c557c647b91
49668,4,8,300,,,,,,8190,,IWK,,2,85.5813093192028,dcff96fc-a00c-4579-aadc-1b4b18e2d49d
49669,4,9,300,,,,,,8191,,IWK,,2,33.3973792333524,31fd3db7-ba84-4fd7-8184-678387b31b7b
49670,4,8,300,,,,,,8192,,IWK,,2,8.18032774244162,ca3de6fb-caf3-41ad-bff6-bc7de609e27a
49671,4,9,300,,,,,,8193,,IWK,,2,157.433639534658,728d5f9c-9ec5-44ce-885b-97a40e1efac6
49672,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0115A,,4,255.125737328523,69fd7c02-d87b-4dab-bc98-d86f3fab8cc0
49673,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0109A,,4,152.851416434471,d9a338e3-4293-42ad-a602-63da701967c5
49674,,,300,,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0105A1,,4,16.1660190327331,2c152c8d-78f6-47d3-a133-94f5a5e445eb
49675,,,300,rond 160 in zand,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0198A,,4,529.321538344326,95b01d98-4d7f-4877-aa06-e1ddb315a361
49676,,,300,rond 80,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-10-0128A,,4,41.5820499959508,e3359f0f-bebe-4c45-a7c1-1e1719503ba6
49677,,,300,rond 125 in grindkoffer,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-10-0025A,,4,102.551631395122,07c20f0b-be9d-4b72-87dc-0aad632c928a
49678,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0031A3,,4,27.3062549720666,1ef705fb-1a26-4c66-81af-8ef03e80ecb5
49679,,,300,lengte buis gemeten 25m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0031A4,,4,25.0750497612558,ee27a904-d55c-48f4-94e7-ff9d7935a17b
49680,,,300,lengte buis gemeten 25m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0031A5,,4,25.0352313211942,0563ee4a-d82d-489f-b6a8-cf0239dde640
49681,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0031A6,,4,27.8515305509728,1e4959ca-ca86-44cd-849e-49ac1321cf8d
49682,,,300,lengte buis gemeten 25m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0031B2,,4,24.7824811673708,1e2e7474-2e71-4d73-95be-90f65c61f83f
49683,,,300,lengte buis gemeten 25m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0031B3,,4,24.3869084897819,d38f4e57-0075-4973-8969-1b07205d3476
49684,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0031C2,,4,24.8112942828637,88a7cc10-0b35-4a2a-8e67-d1d5120bc2a3
49685,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0031C3,,4,25.75092440279,cea6bbfc-52a3-48a1-921e-e5179c967102
49686,,,300,lengte buis gemeten 25m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0031D2,,4,24.9808088691047,7533bf7d-f41c-4941-954c-f2599fd45d15
49687,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0031D3,,4,25.0459279611966,c4d5fafd-1473-4bf2-a581-6edd7291366c
49688,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0031D4,,4,30.3351677836515,28bfc156-93cb-412c-adb7-37557f474e24
49689,,,300,lengte buis gemeten 28m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0031E1,,4,26.8878536017807,5a776276-5e35-4466-bdcb-ba5f6ee233b2
49690,,,300,lengte buis gemeten 26m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0031E2,,4,25.0570444392217,534a155e-94bd-4bbf-87ff-02a9782f05b9
49691,,,300,lengte buis gemeten 28m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-34A2,,4,25.2220397323797,2d03401c-f337-4a2d-b6c1-09f9ae731c48
49692,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0034A3,,4,27.7866974118087,30ad80e3-7fe2-4cde-b3a4-53e684f8d7ce
49693,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0034B1,,4,31.036958045653,3bc5210a-3afa-4653-aa82-c8b5ac6582aa
49694,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0034B2,,4,31.3597926934155,1cc0b5a2-f0e3-4592-b0b0-71d56c3540ab
49695,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0034B3,,4,30.4920445833167,6239d4ef-659e-42b3-99ae-a5b391db38ec
49696,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0034B4,,4,30.992496324744,f502a7d2-5519-475c-ae22-1ba42c0808cc
49697,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0034D2,,4,31.6849955226532,64d38282-b039-4e43-ba61-41e60a29cc8e
49698,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0034D3,,4,31.147675077891,77d04204-b32f-42fa-a038-b1ec6bb5ff39
49699,,,300,lengte buis gemeten 28m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0034D4,,4,31.4850006935591,f27f5e1d-2a56-4a48-b208-f4658819f50f
49700,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0034E1,,4,30.9250844402724,df7ad172-7180-4072-8e66-ac9f60faa90a
49701,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0034E2,,4,29.7426084720976,a06113dc-870e-42da-92d1-8c120d59a8c5
49702,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0034F2,,4,27.9303966811929,4c7b57fd-2875-4be3-ba61-a2ee2d76241f
49703,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0034G2,,4,25.442271264911,e5afe61c-070a-49ff-b655-cfb04cdea118
49704,,,300,lengte buis gemeten 27m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0034G3,,4,24.2527310484429,4638cce5-0b49-46f3-9956-50ca7067a5bd
49705,,,300,lengte buis gemeten 25m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0034H2,,4,22.4884732009573,f0f40ff4-3bca-4d55-a969-614992da6084
49706,,,300,lengte buis gemeten 25m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035A2,,4,22.6978945218996,6cf330e6-4c46-40b2-97ea-83e8551efc3f
49707,3,0,300,waterdichte opsluiting,stadsmuur Kampen,stadsmuur Kampen,Metselwerk stadsmuur Kampen,stadsmuur Kampen,5,,,,6,726.004257161014,5065db3b-a492-491a-a190-7499c211a272
49708,3,0,300,waterdichte opsluiting,stadsmuur Kampen,stadsmuur Kampen,Metselwerk stadsmuur Kampen,stadsmuur Kampen,10,,,,6,98.4791494843926,39c1bf0b-b96c-4311-82c0-a67c8cd5aedc
49709,,0,300,waterdichte opsluiting, , ,Metselwerk , ,279,,,,1,192.637484575279,94378510-4e76-4769-9afd-f550276755f9
49710,,0,300,waterdichte opsluiting, , ,Metselwerk , ,371,,,,1,185.66262684898,89630ac4-e3a7-4916-9a0e-ccc039dc4b29
49711,,0,300,waterdichte opsluiting, , ,, ,377,,,,1,1243.04700855744,90dd6eae-e0a7-4804-a730-e801d7e05dd8
49712,5,-5.06,300,aangelegd project Kampereilanden 2019,,"damwand nabij 102-10,0",,,13311,3,IWK,,2,3.13638852672254,815519df-a61a-46d6-b241-4165f03dfe76
49713,5,-4.37,300,aangelegd project Kampereilanden 2019,,"damwand nabij 101-4,0",,"damwand nabij 101-4,0",13635,3,IWK,,2,5.47129125423645,427a87f0-3866-4bda-83f2-cd7425bee396
49714,5,-4.58,300,aangelegd project Kampereilanden 2019,,"damwand nabij 101-1,2",,"damwand nabij 101-1,2",13632,3,IWK,,2,4.44461224634816,33dc7a55-f64d-42c5-8e5d-6b410492bf16
49715,5,-4.38,300,aangelegd project Kampereilanden 2019,,"damwand nabij 101-4,0",,"damwand nabij 101-4,0",13636,3,IWK,,2,5.58684105808287,a4b00545-f01f-4b77-86b2-62b1d1de98f9
49716,5,-4,300,aangelegd project Kampereilanden 2019,,"damwand nabij 101-0,8",,"damwand nabij 101-0,8",13629,3,IWK,,2,10.041416282498,d3b0ad90-476a-4e4c-ae90-e26ccf4baf02
49717,5,-527,300,aangelegd project Kampereilanden 2019,,damwand nabij 102-10.0,,,13309,,IWK,,2,9.68131318639847,bcec6941-4f88-4049-9d01-d44c43afed25
49718,5,-4.56,300,aangelegd project Kampereilanden 2019,,"damwand nabij 101-1,2",,"damwand nabij 101-1,2",13633,3,IWK,,2,5.44583878039294,55e58703-54d7-4c51-a2e8-895314325d4a
49719,8,,300,,,in/uittrede gestuurde boring glasvezel,,, ,,,,4,6.03345928130963,8a518ee7-ab2d-4e44-a924-3b34394c81fb
49720,8,,300,,,in/uittrede gestuurde boring glasvezel,,, ,,,,4,5.65687821630736,2482ea0e-459a-4c3a-8045-9cad8e020fa9
49721,8,,300,,,in/uittrede gestuurde boring,,, ,,,,4,6.1335175863825,f3c3efb3-6313-4041-be05-4b4ecadce95c
49722,8,,300,,,in/uittrede gestuurde boring,,, ,,,,4,4.77152264057487,b8e0a6ff-9948-4099-9b3c-40dff37dc825
49723,8,,300,,,in/uittrede gestuurde boring Vitens,,, ,,,,4,8.45221800803722,467e051c-3776-4d19-8f7b-d73711f78ad0
49724,8,,300,,,in/uittrede gestuurde boring Vitens,,, ,,,,4,7.43777460673494,80cb45ec-ee80-453b-b2a0-970f84e20177
49725,,,300,,,in/uittrede gestuurde boring persriool,,, ,,,,4,4.96795148757086,be756508-9338-4446-8632-9977db7a417b
49726,,,300,,,in/uittrede gestuurde boring persriool,,, ,,,,4,3.94774224870887,3517132e-d867-4d89-aa32-7e62972ced61
49727,8,,300,,,in/uittrede gestuurde boring glasvezel,,, ,,,,4,4.9955197700891,7a24eecb-3bc2-4a03-b8f1-1eb814a9d811
49728,8,,300,,,in/uittrede gestuurde boring glasvezel,,, ,,,,4,6.16095481640262,e249620d-c386-4aee-91b9-28e92467c15f
49729,8,,300,,,in/uittrede gestuurde boring Vitens,,, ,,,,4,4.39285430122999,1c30573c-b1ba-461f-a91c-f645261b682e
49730,8,,300,,,in/uittrede gestuurde boring Vitens,,, ,,,,4,4.1985245073534,54626c22-20e1-4a5f-8406-b1fbab55dd5b
49731,8,,300,,,in/uittrede gestuurde boring persleiding,,, ,,,,4,6.49784517128237,9b016b43-71ad-4a48-8d1b-32d0bc52eeaa
49732,8,,300,,,in/uittrede gestuurde boring persleiding,,, ,,,,4,5.10340551870269,4fa7205e-ac68-4106-bf09-cf51cced0e63
49733,4,10,300,"AZ20-700 S390GP lengte planken 13,2m",,,"AZ20-700 lengte planken 13,2m",, ,,IWK,,2,48.8568910476561,8c4faa43-530d-4af2-8bbe-a37ed53969e7
49734,11,6.91,300,damwand,aan de buitenteen van de primaire kering,aan de buitenteen van de primaire kering,aan de buitenteen van de primaire kering,aan de buitenteen van de primaire kering,14281,,,,2,80.3942005416381,4198b914-ce4b-4a5a-b04d-38b201c5a4c8
49735,3,-3.75,300,damwand,aan de buitenteen van de primaire kering,aan de buitenteen van de primaire kering,"aan de buitenteen van de primaire kering, eigenaar=RWS",aan de buitenteen van de primaire kering,14910,2,,,2,23.7461493650911,b98b93ed-3e5d-46cb-8456-4822d5c89223
49736,8,-0.05,300,,,intrede gestuurde boring,JOIN PROD - H01 Toezicht/Z/17/013393,,IWK,,IWK,,4,4,5c0b65b8-e6ee-4475-802f-affb818b2ceb
49737,8,-0.55,300,,,intrede gestuurde boring,JOIN PROD - H01 Toezicht/Z/17/013393,,IWK,,IWK,,4,4,6457d94d-adc0-4801-a1d8-eee9d6c22b1f
49738,8,-1,300,,,intrede gestuurde boring,,,IWK,,IWK,,4,5.14362360144539,9cd7a32d-eead-488b-ba28-34877eb13e57
49739,8,-1,300,,,intrede gestuurde boring,JOIN | PROD - H01 Toezicht/Z/17/013395,,IWK,,IWK,,4,4,db7c500c-3481-4ec9-804f-532131280ce0
49740,8,-1,300,,,intrede gestuurde boring,JOIN | PROD - H01 Toezicht/Z/17/013395,,IWK,,IWK,,4,4,fb3662f5-d67f-42fc-aa34-0db97fea4f8c
49741,8,,300,,,intrede gestuurde boring,JOIN Z/18/017808,,IWK,,,,4,1.8704658100602,3316484c-6ca0-44d4-b182-ccb4e3b614d0
49742,8,,300,,,intrede gestuurde boring,JOIN Z/18/017808,,IWK,,,,4,1.92242049493171,c9c11e87-91d8-4f9b-b1dc-2630caf66a36
49743,8,-0.86,300,,,intrede gestuurde boring,nr join is 019255,,IWK,,,,4,4.55358840991988,8d186beb-ad6c-429b-a68e-7475c16ea54f
49744,8,-0.96,300,,,intrede gestuurde boring,nr join is 019255,,IWK,,,,4,2.5945220613166,08b0c5c2-9a0a-43d3-8fb9-0c3ee85827dd
49745,4,0,300,zie ontwerk keersluis, , Damwand keersluis Zwolle, , ,411,,,,1,23.1748554985492,f72fb696-4a50-453a-86f6-a19199565e64
49746,4,0,300,zie ontwerk keersluis, , Damwand keersluis Zwolle, , ,37,,,,2,95.5814531678862,273ce53b-7ab1-49a5-9ff7-859e1788c264
49747,4,-2,300,,,waterwerendscherm parkeerkelder,,,15233,3,iwk,,2,89.3243572887827,1c25e78c-3d0e-4ebe-866c-96c6cc1e14e2
49748,4,-7.2,300,"zie memo, eigenaar=VanTriest", , Damwand Blaloweg -A28/van Triest,"DeWendel6500, typeU, Koudgewalst, staalkwal240, dikte rug5, weerstandsmoment670, profhoogte239, profbreedte666
type gordingFeB400. ", ,38,1,,,2,138.330554444022,e42e6576-6324-4bf9-be25-4da3f2e97509
49749,4,-6,300,"VL601, gordingHEB160?, eig=Leenman", ,Damwand haven leenman, , ,215,3,,,1,55.2437037248989,47b1d3f9-83d0-4368-b278-31a0f1422c65
49750,3,-5,300,"damwand, plankbreedte 500mm, dikte 180mm",aan de buitenteen van de primaire kering,aan de buitenteen van de primaire kering,"aan de buitenteen van de primaire kering, eigenaar=RWS",aan de buitenteen van de primaire kering,14274,3,,,2,75.655061097769,add0dbf5-6502-4c09-a437-1516273441bd
49751,3,,300,"damwand, plankbreedte 500mm",aan de buitenteen van de primaire kering,aan de buitenteen van de primaire kering,"aan de buitenteen van de primaire kering, eigenaar=RWS",aan de buitenteen van de primaire kering,14275,3,,,2,5.20031729920425,83413377-8803-408a-916d-a28bd9fb3a95
49752,3,-8.45,300,"damwand, plankbreedte 500mm, dikte 250mm",aan de buitenteen van de primaire kering,aan de buitenteen van de primaire kering,"aan de buitenteen van de primaire kering, eigenaar=RWS/Gemeente",aan de buitenteen van de primaire kering,14276,3,,,2,74.9513617015352,68e25c1b-3215-4527-bc7e-42c639b43aef
49753,3,-3.75,300,damwand,aan de buitenteen van de primaire kering,aan de buitenteen van de primaire kering,"aan de buitenteen van de primaire kering, eigenaar=RWS",aan de buitenteen van de primaire kering,14909,2,,,2,32.345598945396,9b5c37c6-2c1e-447f-b77f-8a01723502c5
49754,,0,300,waterdichte opsluiting, , , , ,368,,,,1,131.473790564251,db2e9fbd-088d-45aa-b28a-f9cb38bb8905
49755,3,-3.75,300,"damwand, plankbreedte 500mm",aan de buitenteen van de primaire kering,aan de buitenteen van de primaire kering,"aan de buitenteen van de primaire kering, eigenaar=RWS",aan de buitenteen van de primaire kering,14273,2,,,2,634.651285123004,bc40cb7e-b4ec-4ea4-8ecf-a66b00fa605b
49756,3,-3.75,300,"damwand, plankbreedte 500mm",aan de buitenteen van de primaire kering,aan de buitenteen van de primaire kering,"aan de buitenteen van de primaire kering, eigenaar=RWS",aan de buitenteen van de primaire kering,27,2,,,2,315.582907543182,f646121c-67e3-4008-bc50-d3bbc2bf4eaf
49757,3,0,300,"vierkant profiel, breedte500mm, dikte200mm",met betonnen deksloof,Kademuur Achmea,met betonnen deksloof,met betonnen deksloof,39,2,,,2,129.779805632913,616add1d-8c6d-434a-b4a6-a3c8fe3d7811
49758,5,-3.11,300,,,Houten Karri Damwand,,,8492,3,IWK,,2,50.4254605879982,7e00694b-f139-46db-bb5e-0df631a94c7e
49759,4,,300,damwand,aan de buitenteen van de primaire kering,Damwand onder brug,"aan de buitenteen van de primaire kering, eigenaar=RWS",aan de buitenteen van de primaire kering,25,2,,,2,40.1825152108631,b95f3014-8561-4b07-8ba4-f4b72e5aa91c
49760,4,,300,damwand,aan de buitenteen van de primaire kering,Opslagplaats sluisdeuren,"aan de buitenteen van de primaire kering, eigenaar=RWS",aan de buitenteen van de primaire kering,26,,,,2,60.4775719358719,7d84a24d-3a7a-4a96-800b-94d7601ca441
49761,4,-8.45,300,zie memo,aan de buitenteen van de primaire kering,Damwand haven Grote Voort / haven Scania deel 1,"Belval BZ II N,typeZ, warmgewalst, dikte flens 9,5mm, weerstandsmoment1200, traagheidsmoment58460, profhoogte220mm, profbreedte450mm, staaldoorsnede14010mm2, momentcap288",aan de buitenteen van de primaire kering,14277,2,,,2,158.565546517201,c83b6c34-03a7-4f52-8f00-c37418199d85
49762,4,-8.45,300,zie memo,aan de buitenteen van de primaire kering,aan de buitenteen van de primaire kering,"dikteflens8, weerstandsmoment700, profhoogte165, profbreedte420, momentcap168",aan de buitenteen van de primaire kering,14278,2,,,2,92.8049865872237,01003451-e403-4867-bd4f-f73d6d4cf9fa
49763,4,,300,"planklengte 16,8m",aan de buitenteen van de primaire kering,Gasthuislanden/katwolderhaven deel 1,eigenaar C&I,aan de buitenteen van de primaire kering,33,2,,,2,307.69152158992,2f1c894f-5b9f-4264-bc69-04a3838eb246
49764,8,,300,,,in/uittrede gestuurde boring Prorail,,, ,,,,4,6.95202281495341,1464a372-ccaa-4f69-95b1-f3d66154cb99
49765,8,,300,,,in/uittrede gestuurde boring Prorail,,, ,,,,4,8.67876846572166,c7b0bf73-8cf6-44df-b334-58b3b8392096
49766,3,,300,eigenaar gemeente of IJzerleeuw,,Gasthuislanden/katwolderhaven deel 2 (IJzerleeuw),,,15232,,iwk,,2,122.046950769323,1d88e5fd-c75f-4508-959e-b2e5c10253ba
49767,4,6,300,"zie memo, eigenaar=Varo",aan de buitenteen van de primaire kering,Damwand Varo deel 1,"DeWendel5400, typeU, koudgewalst, staalkwal240, gestaffeldNee, dikterug4, dikteflens4, weerstandsmoment414, profhoogte189, profbreedte739, momentcap99,36.",aan de buitenteen van de primaire kering,34,3,,,2,49.1417828275893,8c91a728-3948-491c-9708-750a841413c9
49768,4,-13,300,"zie memo, eigenaar=Varo",aan de buitenteen van de primaire kering,Damwand Varo deel 2,"PZC26, typeZ, warmgewalst, staatkwal355, gestaffeldJa, planklengte staffeling12, dikte rug13,3, dikte flens15,2, weerstandsmoment2600, traagheidsmoment58400, profhoogte450, progbreedte708, staaldoorsnede14010, momentcap923.",aan de buitenteen van de primaire kering,14280,3,,,2,39.5022100521391,567cb88a-b15b-4ae1-bc54-b43a0e2e4c7a
49769,4,-6.6,300,"zie memo, eigenaar=Varo",,Damwand Varo deel 3,"Larssen601, typeU, warmgewalst, staalkwal240, lengte staffeling6(1op1), dikte rug7,5, flens6,4, weerstandsmoment745, traagheidmoment11520, profhoogte310, profbreedte600, momentcap178,8",,5293,,,,2,80.6388107763658,0e0b28bb-a8b8-42c9-9b3f-a8af6edda0a2
49770,4,-6,300,eigenaar deels gemeente deels Varo,aan de buitenteen van de primaire kering,Damwand achter Hornbach,"DeWendel5400, typeU, koudgewalst, staalkwal240, gestaffeldNee, dikterug4, dikteflens4, weerstandsmoment414, profhoogte189, profbreedte739, momentcap99,36.",aan de buitenteen van de primaire kering,35,3,,,2,108.032653826998,d00959f9-ad9a-4017-9855-d625f5bb775f
49771,4,0,300,vermoedelijke aanleg jaren 70.,aan de buitenteen van de primaire kering,Damwand langs Katerdijk,aan de buitenteen van de primaire kering,aan de buitenteen van de primaire kering,36,,,,2,374.037145626198,bfb0ba75-cd7c-4e6c-b59e-483dae7e5a45
49772,4,0,300,zie ontwerk keersluis, , Damwand keersluis Zwolle, , ,230,,,,1,56.1999850822371,4239b693-2a9a-4380-939e-c6b38df8d370
49773,4,0,300,zie ontwerk keersluis, , Damwand keersluis Zwolle, , ,241,,,,1,23.0675693410755,6dabbe99-bf59-477a-9dab-a5a2625e52c7
49774,4,-1.4,300,damwand,in de kruin van de primaire kering,damwand klooienberglaan3,in de kruin van de primaire kering,in de kruin van de primaire kering,32,3,IWK,,2,15.9495193933105,098eef0b-0cad-4072-9b08-a7a82f0fe049
49775,4,-12,300,zie memo,Prinses Margriethaven,Damwand Margriethaven,"AZ18, typeZ, warmgewalst, staatkwal355, gestaffeldNee, dikte rug en flens9, weerstandsmoment1800, traagheidmoment37800, profhoogte420, profdikte700",decosnummer 2011-3419,14283,2,,,2,105.951881831722,ae6c7fde-6286-4969-9d0d-7b19785baac5
49776,4,-12,300,zie memo,Prinses Margriethaven,Damwand Margriethaven,"AZ18, typeZ, warmgewalst, staatkwal355, gestaffeldNee, dikte rug en flens9, weerstandsmoment1800, traagheidmoment37800, profhoogte420, profdikte700",decosnummer 2011-3419,14284,2,,,2,49.825904089821,a0f77e95-0e85-4f38-88cf-b0c4ad86e6e2
49777,4,-9.6,300,Larssen604,,damwand gemaal Westerveld (binnendijks),,,8195,3,IWK,,2,55.0517811799342,1bdcaae6-b6f3-4a8b-9801-813629c71dfe
49778,4,,300,aangepast in 2009? typeplankU,"geen onderdeel van de primaire kering
bij gemaal *",damwand gemaal Westerveld (binnendijks),"geen onderdeel van de primaire kering
bij gemaal Westeveld","geen onderdeel van de primaire kering
bij gemaal Westeveld",15229,,,,2,8.57046136376302,558b3165-5a43-4790-b1b2-5eb9a7b6a844
49779,4,-9.6,300,Larssen604,,damwand gemaal Westerveld (binnendijks),,,8196,3,IWK,,2,58.4838596177728,e8e5aff7-ddd1-4904-8857-c7b2116f7836
49780,4,,300,aanpassingen in 2009? typeplankU,"geen onderdeel van de primaire kering
bij gemaal *",damwand gemaal Westerveld (binnendijks),"geen onderdeel van de primaire kering
bij gemaal Westeveld","geen onderdeel van de primaire kering
bij gemaal Westeveld",28,2,,,2,22.4180463704793,77ba0675-25fa-4dc6-b5b3-d7e80316e86c
49781,4,,300,damwand,"geen onderdeel van de primaire kering
bij gemaal *",Damwand gemaal Westerveld (buitendijks),"geen onderdeel van de primaire kering
bij gemaal Westeveld","geen onderdeel van de primaire kering
bij gemaal Westeveld",29,2,,,2,21.3680733908795,84a06816-5d20-41c4-ac21-d88e470958b0
49782,4,,300,damwand,"geen onderdeel van de primaire kering
bij gemaal *",Damwand gemaal Westerveld (buitendijks),"geen onderdeel van de primaire kering
bij gemaal Westeveld","geen onderdeel van de primaire kering
bij gemaal Westeveld",15231,2,,,2,11.5959770929778,e94779c6-9fd1-4331-8d71-0df0431fd7d5
49783,4,,300,noordelijk landhoofd brug stroinkgemaal,,,,,IWK,2,IWK,,2,63.0970520642483,73ba31d9-5728-4106-a510-811287fb8d9a
49784,,0,300,Landhoofd Brug,brug Spoolderbergweg,brug Spoolderbergweg,NWO brug Spoolderbergweg,brug Spoolderbergweg,207,,,,,6.9904424005781,1c14d278-e628-4a7c-a5a4-39fbd1ae11f9
49785,8,,300,,,in-/uittredepunt gestuurde boring,Join Z/20/032453,,15885,3,iwk,,4,4.20551592512586,4404f96d-67f7-4653-93c0-dd4a7b1c0083
49786,8,,300,,,intrede gestuurde boring,JOIN | PROD - H01 Toezicht/Z/18/021571,, ,,IWK,,4,0.640015250883902,a36bb1dd-1262-4e8f-96f7-513421837819
49787,8,0,300,,,intrede gestuurde boring,JOIN | PROD - H01 Toezicht/Z/17/012882,,IWK,,IWK,,4,4.19242029007581,5d5ab5c6-99e0-4465-b05c-d342f92760fc
49788,8,0,300,,,intrede gestuurde boring,JOIN | PROD - H01 Toezicht/Z/17/012882,,IWK,,IWK,,4,6.55898050349051,1cb4c314-c50c-4251-b5e5-ba47d168b4ee
49789,8,,300,,,intrede gestuurde boring,JOIN | PROD - H01 Toezicht/Z/18/021571,, ,,IWK,,4,0.639953655246338,e270cf4a-1ce4-4dd7-bd06-5c0c5ec12fac
