FID,x,y,id,complex_naam,complex_code,dsk_kw_code,naam,omschrijving,beheerobjectsoort,aard,netwerk,route,relatie_tot_weg,rdx,rdy,stichtingsjaar,archiefcode,beheerder_instantieid,beheerder,beheerder_id,se_anno_cad_data,gdb_geomattr_data,shape
infragebonden_gebouw.8164,104182,430152,11401,Noordtunnel,38C-113,38C-113-02,Lokaal bediengebouw Noordtunnel,Infragebonden gebouw Noordtunnel,Infragebonden gebouw,Droog,HWN,A15,in RW,104.182,430.152,1990,38C-113-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (104182 430152)
infragebonden_gebouw.8207,151603,564730,11444,Lorentzsluizen,10B-001,10B-00138,Lorentzsluizen,Infragebonden gebouwen,Infragebonden gebouw,Nat,HVWN,,,151.603,564.73,,10B-001-00,1675,RWS MN / MN District Noord,1675,,,POINT (151603 564730)
infragebonden_gebouw.8211,132074,549380,11448,Stevinsluizen,14E-001,14E-00145,Stevinsluizen,Infragebonden gebouwen,Infragebonden gebouw,Nat,HVWN,,,132.074,549.38,,14E-001-00,1675,RWS MN / MN District Noord,1675,,,POINT (132074 549380)
infragebonden_gebouw.8225,85044,435398,11462,Beneluxtunnel,37G-302,37G-302-03,,Infragebonden gebouw Beneluxtunnel Noord,Infragebonden gebouw,Droog,HWN,A4,over RW,85.044,435.398,2002,37G-302-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (85044 435398)
infragebonden_gebouw.8226,85357,434598,11463,Beneluxtunnel,37G-302,37G-302-04,,Infragebonden gebouw Beneluxtunnel Zuid,Infragebonden gebouw,Droog,HWN,A4,over RW,85.357,434.598,2002,37G-302-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (85357 434598)
infragebonden_gebouw.8238,125844,488098,11476,Oranjesluizen,25E-001,25E-00117,,Infra-gebonden gebouwen nabij de Oranjesluizen,Infragebonden gebouw,Nat,HVWN,,,125.844,488.098,,25E-001-00,1666,RWS WNN / WNN District Zuid,1666,,,POINT (125844 488098)
infragebonden_gebouw.8265,92152,460466,11503,Knooppunt Ommedijk,30H-174,30H-174-02,Dienstgebouw Oost,Oostelijk infragebonden gebouw,Infragebonden gebouw,Droog,HWN,N434,niet RW,92.152,460.466,2020,30H-174-02,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (92152 460466)
infragebonden_gebouw.8266,90628,462087,11504,Knooppunt Ommedijk,30H-174,30H-174-03,Dienstgebouw West,Westelijk infragebonden gebouw,Infragebonden gebouw,Droog,HWN,N434,niet RW,90.628,462.087,2021,30H-174-03,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (90628 462087)
infragebonden_gebouw.8301,93928,442942,11539,Rottemerentunnel,37F-155,37F-155-02,Rottemerentunnel,Noordelijk infragebonden gebouw,Infragebonden gebouw,Droog,HWN,A16,in RW,93.928,442.942,,37F-155-02,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (93928 442942)
infragebonden_gebouw.8302,95592,441882,11540,Rottemerentunnel,37F-155,37F-155-03,Rottemerentunnel,Zuidelijk infragebonden gebouw,Infragebonden gebouw,Droog,HWN,A16,in RW,95.592,441.882,,37F-155-03,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (95592 441882)
infragebonden_gebouw.8313,127717,480702,11551,Gaasperdammertunnel,25G-223,25G-223-02,Dienstgebouw oost,Oostelijk infragebonden gebouw,Infragebonden gebouw,Droog,HWN,A9,in RW,127.717,480.702,,25G-223-02,1666,RWS WNN / WNN District Zuid,1666,,,POINT (127717 480702)
infragebonden_gebouw.8314,126515,480058,11552,Gaasperdammertunnel,25G-223,25G-223-03,Dienstgebouw midden,Centraal infragebonden gebouw,Infragebonden gebouw,Droog,HWN,A9,in RW,126.515,480.058,,25G-223-03,1666,RWS WNN / WNN District Zuid,1666,,,POINT (126515 480058)
infragebonden_gebouw.8315,125546,479479,11553,Gaasperdammertunnel,25G-223,25G-223-04,Dienstgebouw West,Westelijk infragebonden gebouw,Infragebonden gebouw,Droog,HWN,A9,in RW,125.546,479.479,,25G-223-04,1666,RWS WNN / WNN District Zuid,1666,,,POINT (125546 479479)
infragebonden_gebouw.8342,196118,405915,11580,Sluis- en stuwcomplex Sambeek,46D-350,46D-35011,Infragebonden gebouwen Sluis- en stuwcomplex Sambeek,Infragebonden gebouwen,Infragebonden gebouw,Nat,HVWN,,,196.118,405.915,1967,46D-350-00,1683,RWS ZN / ZN District Midden,1683,,,POINT (196118 405915)
infragebonden_gebouw.8348,87548,411758,11586,Volkeraksluizen,43G-001,43G-00114,Volkeraksluizen,Infragebonden gebouw,Infragebonden gebouw,Nat,HVWN,,,87.548,411.758,1964,43G-001-14,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (87548 411758)
infragebonden_gebouw.8350,179319,420041,11588,Sluis/stuwcomplex Grave,45F-001,45F-00110,Sluis/stuwcomplex Grave,Infragebonden gebouw,Infragebonden gebouw,Nat,HVWN,,,179.319,420.041,,45F-350-00,1683,RWS ZN / ZN District Midden,1683,,,POINT (179319 420041)
