FID,rw,l_r,vw,km_van,km_tot,route4,video,verwerkt,se_anno_cad_data,gis_offset,gdb_geomattr_data,shape
videos.93,A2,L, ,87.7,85.75,##002R#L,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a2l_877_8575.avi,ja,,-10,,"LINESTRING (141805.16200000048 434003.8280000016, 141864.6090000011 433900.41800000146, 141939.23600000143 433759.6099999994, 142072.46499999985 433512.4609999992, 142172.66299999878 433327.31500000134, 142426.17300000042 432859.65199999884, 142571.71799999848 432565.15199999884, 142679.67500000075 432336.45800000057, 142688.33399999887 432319.1719999984, 142710.87999999896 432276.79399999976)"
videos.94,A2,R, ,70.2,70.74,##002R#R,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a2r_7025_707.avi,ja,,10,,"LINESTRING (133342.26099999994 446795.61499999836, 133411.78200000152 446584.4930000007, 133498.6889999993 446280.80999999866)"
videos.95,A2,L, ,38.8,37.5,##002R#L,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a2l_388_375.avi,ja,,-10,,"LINESTRING (125528.26199999824 476701.8060000017, 125633.51300000027 476479.72100000083, 125725.39900000021 476250.02600000054, 125789.66299999878 476068.3359999992, 125874.26300000027 475767.4270000011, 125976.31799999997 475439.11300000176)"
videos.96,A2,R, ,78.6,79.4,##002R#R,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a2r_786_794.avi,ja,,10,,"LINESTRING (137825.6499999985 439882.4829999991, 137982.07200000063 439732.25, 138200.5089999996 439525.5320000015, 138423.84099999815 439308.03500000015)"
videos.97,A27,L, ,100.9,100.3,##027R#L,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a27l_1009_1003.avi,ja,,-10,,"LINESTRING (145495.74599999934 473817.87099999934, 145510.77800000086 473887.0029999986, 145535.811999999 474009.21599999815, 145611.92300000042 474291.0009999983, 145644.59299999848 474401.69299999997)"
videos.98,A28,R, ,6.9,8,##028R#R,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a28r_69_80.avi,ja,,10,,"LINESTRING (144955.99500000104 457317.55000000075, 145551.0850000009 457377.05900000036, 145644.4600000009 457388.1030000001, 145775.00600000098 457411.19999999925, 145891.52600000054 457438.3209999986, 146006.02699999884 457471.46599999815, 146042.1160000004 457483.9530000016)"
videos.99,A27,L, ,103,101.8,##027R#L,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a27l_1030_1018.avi,ja,,-10,,"LINESTRING (145958.02299999818 475249.09699999914, 146028.53700000048 475403.0520000011, 146083.7969999984 475518.5799999982, 146222.87799999863 475792.20899999887, 146336.92599999905 476006.44200000167, 146509.98200000077 476297.04300000146, 146520.31700000167 476314.21599999815)"
videos.100,A12,R, ,71.4,72.45,##012R#R,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a12r_714_7245.avi,ja,,10,,"LINESTRING (146730.9759999998 452518.41099999845, 147006.65900000185 452698.6629999988, 147132.6099999994 452775.06700000167, 147243.59099999815 452829.7659999989, 147344.53400000185 452871.83199999854, 147420.67500000075 452896.51999999955, 147506.89299999923 452920.7049999982, 147636.3660000004 452946.5, 147734.86100000143 452956.7329999991, 147810.22399999946 452960.7259999998, 147874.10799999908 452963.22100000083, 147962.6959999986 452965.4670000002)"
videos.101,A12,L, ,48.5,48.2,##012R#L,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a12l_485_482.avi,ja,,-10,,"LINESTRING (124262.53700000048 454809.69000000134, 124306 454810.3189999983, 124392 454810.3189999983, 124405 454810.3189999983, 124468.0709999986 454810.1979999989)"
videos.102,A2,L,c,71.3,68.2,##002RcL,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a2l_713_682c.avi,ja,,-10,,"LINESTRING (132955.5639999993 448708.51099999994, 132968.47300000116 448690.1889999993, 132978.46599999815 448676.0309999995, 132991.79100000113 448650.62999999896, 132999.7030000016 448627.311999999, 133000.12000000104 448594.41600000113, 132986.37799999863 448556.5229999982, 132952.6490000002 448500.1000000015, 132911.0089999996 448430.55999999866, 132899.34899999946 448403.0769999996, 132891.436999999 448375.1779999994, 132886.85700000077 448338.53400000185, 132887.69000000134 448301.68200000003, 132895.60200000182 448260.04100000113, 132930.16299999878 448166.1420000009, 133038.22100000083 447806.57499999925, 133233.93200000003 447253.7950000018, 133331.5789999999 447007.9070000015, 133708.71499999985 445765.2870000005)"
