FID,rw,l_r,vw,km_van,km_tot,route4,video,verwerkt,se_anno_cad_data,gis_offset,gdb_geomattr_data,shape
videos.18,A27,R, ,83.4,84.4,##027R#R,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a27r_834_844.avi,ja,,10,,"LINESTRING (138496.16699999943 458989.311999999, 138493.55000000075 459073.91000000015, 138504.50299999863 459297.94900000095, 138518.37700000033 459383.17599999905, 138528.2890000008 459430.7520000003, 138548.1889999993 459509.35500000045, 138574.10799999908 459597.08199999854, 138619.02600000054 459739.8220000006, 138691.72199999914 459944.0949999988)"
videos.19,A27,R, ,87.5,88.3,##027R#R,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a27r_875_883.avi,ja,,10,,"LINESTRING (139830.0159999989 462836.2039999999, 140110.71400000155 463584.83900000155)"
videos.20,A2,R, ,84.9,87,##002R#R,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a2r_849_870.avi,ja,,10,,"LINESTRING (141316.94000000134 434696.1429999992, 141393.77699999884 434568.0560000017, 141684.5469999984 434118.2989999987, 141748.23200000077 434012.5309999995, 141822.84800000116 433879.8660000004, 142362.01199999824 432878.3110000007)"
videos.21,A27,L, ,82.2,81.2,##027R#L,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a27l_822_812.avi,ja,,-10,,"LINESTRING (139097.9530000016 456868.1739999987, 139086.5150000006 456901.24500000104, 139059.02800000086 456978.2890000008, 138965.68200000003 457276.1970000006, 138957.66099999845 457301.26399999857, 138898.65399999917 457499.2870000005, 138797.87299999967 457819.48600000143)"
videos.22,A27,R, ,89.4,90.6,##027R#R,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a27r_894_906.avi,ja,,10,,"LINESTRING (140486.05900000036 464618.70600000024, 140548.375 464789.5179999992, 140689.313000001 465162.35599999875, 140863.19399999827 465592.05999999866, 140887.18299999833 465645.0379999988, 140924.3350000009 465735.56799999997)"
videos.23,A27,R, ,96.2,97.3,##027R#R,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a27r_962_973.avi,ja,,10,,"LINESTRING (143666.50400000066 470392.23900000006, 143774.64799999818 470592.9670000002, 143816.33399999887 470659.4670000002, 143881.99799999967 470752.98900000006, 143930.62099999934 470813.51900000125, 143984.3449999988 470873.2129999995, 144021.07299999893 470911.92599999905, 144078.69399999827 470966.56700000167, 144147.17500000075 471025.1220000014, 144245.5610000007 471095.68299999833, 144392.83999999985 471187.3209999986)"
videos.24,A28,L, ,16.5,9,##028R#L,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a28l_165_90.avi,ja,,-10,,"LINESTRING (146981.92500000075 457860.9470000006, 147824.5399999991 458166.3830000013, 147832.5850000009 458169.3990000002, 148392.7589999996 458366.4609999992, 148398.66200000048 458368.4279999994, 148406.6490000002 458371.4230000004, 148553.9690000005 458420.9780000001, 148630.00699999928 458446.54399999976, 148812.30799999833 458499.631000001, 148980.51700000092 458544.686999999, 149127.82200000063 458580.76199999824, 149252.17399999872 458605.83300000057, 149344.8289999999 458621.5780000016, 149358.1860000007 458623.8350000009, 149368.37099999934 458625.8720000014, 149391.75600000098 458628.9219999984, 149682.9059999995 458663.94000000134, 149761.17700000107 458671.76300000027, 149813.11899999902 458676.9620000012, 149865.20699999854 458680.9690000005, 149999.12200000137 458691.9620000012, 150069.37299999967 458698.58100000024, 150104.89200000092 458701.94000000134, 150283.66600000113 458724.91099999845, 150347.32200000063 458733.86199999973, 150421.90700000152 458748.77899999917, 150478.51300000027 458761.69000000134, 150597.1649999991 458795.58999999985, 150632.8900000006 458806.506000001, 150738.34699999914 458843.31700000167, 150792.98699999973 458867.15900000185, 150868.12799999863 458900.22199999914, 150872.54199999943 458901.98699999973, 150877.2030000016 458904.78400000185, 150968.3830000013 458949.8729999997, 151096.1499999985 459019.74500000104, 151223.938000001 459091.6259999983, 151408.563000001 459204.561999999, 151411.7509999983 459206.51199999824, 151522.66600000113 459275.45899999887, 151608.74500000104 459330.5089999996, 151713.03400000185 459392.68200000003, 151806.37000000104 459443.8660000004, 151949.66099999845 459515.01099999994, 152039.90300000086 459557.1229999997, 152084.1860000007 459576.24599999934, 152145.41299999878 459600.3350000009, 152153.2100000009 459603.2589999996, 152162.15900000185 459607.23600000143, 152309.50400000066 459664.37000000104, 152415.8040000014 459702.4780000001, 152823.9539999999 459831.5249999985, 152959.8740000017 459875.4990000017, 153325.49799999967 459997.88899999857, 153434.88599999994 460034.5029999986, 153671.76300000027 460110.46400000155, 153682.70899999887 460114.4439999983, 153703.85200000182 460121.4910000004, 153806.7890000008 460155.47100000083, 154040.16699999943 460236.71499999985)"
videos.25,A2,R, ,53.8,54,##002R#R,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a2r_538_540.avi,ja,,10,,"LINESTRING (128959.92100000009 461033.256000001, 129035.45399999991 460850.1169999987)"
videos.26,A28,L, ,16.7,16.15,##028R#L,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a28l_167_1615.avi,ja,,-10,,"LINESTRING (153709.22700000182 460115.36199999973, 153807.38199999928 460147.76300000027, 154100.73099999875 460249.88500000164, 154104.32499999925 460250.7829999998, 154112.93400000036 460254.6099999994, 154229.89299999923 460294.686999999)"
videos.27,A2,R,b,85.3,87,##002RbR,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a2r_853b_8700.avi,ja,,10,,"LINESTRING (141462.436999999 434247.76999999955, 141535.28500000015 434258.1490000002, 141554.2509999983 434257.9270000011, 141579.51999999955 434249.3299999982, 141592.87799999863 434240.42500000075, 141605.18400000036 434227.19999999925, 141677.12900000066 434122.36100000143, 141729.93499999866 434037.9600000009, 142358.22700000182 432870.7890000008)"
videos.28,A2,R, ,70.7,71.2,##002R#R,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a2r_707_7120.avi,ja,,10,,"LINESTRING (133495.85300000012 446318.9820000008, 133518.81700000167 446239.0460000001, 133568.4609999992 446012.76300000027, 133626.12799999863 445833.96599999815)"
videos.29,A2,L, ,78.8,77.86,##002R#L,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a2l_788_7786.avi,ja,,-10,,"LINESTRING (137350.3830000013 440417.1970000006, 137486.08300000057 440289.68400000036, 137687.03299999982 440089.1090000011, 137870.37200000137 439918.61300000176, 138025.76300000027 439763.93499999866)"
videos.30,A2,L, ,56.9,52.55,##002R#L,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a2l_569_5255.avi,ja,,-10,,"LINESTRING (128561.77400000021 462172.2729999982, 128635.35099999979 462001.15399999917, 128716.91600000113 461798.9219999984, 128777.0390000008 461655.1319999993, 128985.99799999967 461156.0689999983, 129217.23999999836 460604.8720000014, 129270.21499999985 460494.2969999984, 129285.35099999979 460463.60500000045, 129322.76999999955 460399.27699999884, 129373.64299999923 460313.9279999994, 129418.2100000009 460251.2820000015, 129469.50400000066 460182.7509999983, 129495.15100000054 460153.3200000003, 129520.79699999839 460122.20699999854, 129609.93100000173 460028.02899999917, 129639.36100000143 459999.4389999993, 129773.48200000077 459865.73900000006, 129924.83999999985 459714.80099999905, 130020.28000000119 459620.6220000014, 130204.85300000012 459441.0940000005, 130275.48699999973 459372.563000001, 130490.33199999854 459173.6939999983, 130553.94399999827 459135.2129999995, 130607.21499999985 459107.2650000006, 130687.09800000116 459080.77699999884, 130742.59600000083 459055.55099999905, 130777.07200000063 459035.7899999991, 130783.5159999989 459033.5159999989)"
videos.31,A12,L, ,80.9,80.4,##012R#L,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a12l_809_804.avi,ja,,-10,,"LINESTRING (155466.83300000057 452164.95600000024, 155537.42300000042 452128.5529999994, 155617.96499999985 452084.7989999987, 155666.07499999925 452060.9149999991, 155809.35700000077 451988.16600000113, 155869.72700000182 451963.86300000176, 155918.25499999896 451946.6810000017)"
videos.32,A12,L, ,80.1,77.5,##012R#L,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a12l_801_775.avi,ja,,-10,,"LINESTRING (152734.92799999937 453046.7719999999, 152859.48999999836 453051.01999999955, 153038.41800000146 453051.8960000016, 153132.51099999994 453049.2259999998, 153221.31799999997 453040.4829999991, 153308.45600000024 453028.1959999986, 153383.9690000005 453015.8770000003, 153459.811999999 452997.5210000016, 153543.49799999967 452973.47199999914, 153670.93299999833 452930.10500000045, 153836.89200000092 452865.40399999917, 154070.38800000027 452774.936999999, 154303 452684.4979999997, 154528.06899999827 452597.1400000006, 154663.7190000005 452543.12999999896, 154808.90799999982 452480.16099999845, 154963.67799999937 452404.91800000146, 155180.17599999905 452301.1240000017)"
videos.33,A2,R, ,66.3,66.92,##002R#R,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a2r_663_6692.avi,ja,,10,,"LINESTRING (132828.78599999845 450602.27600000054, 132818.00499999896 450216.3220000006, 132808.2030000016 449943.03500000015)"
videos.34,A12,L, ,66.9,65.5,##012R#L,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a12l_669_655.avi,ja,,-10,,"LINESTRING (140923.2890000008 452710.4290000014, 140975.9759999998 452713.74500000104, 141150.6160000004 452721.11400000006, 141210.30299999937 452722.2190000005, 141267.7800000012 452718.90300000086, 141361.36400000006 452711.53500000015, 141458.85200000182 452696.82400000095, 141685.22199999914 452654.05799999833, 141918.813000001 452611.3189999983, 142121.82299999893 452571.52800000086, 142329.24300000072 452532.69200000167)"
videos.35,A12,L, ,72.5,71.8,##012R#L,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a12l_725_718.avi,ja,,-10,,"LINESTRING (147035.38199999928 452770.56799999997, 147092.7039999999 452801.17599999905, 147148.35500000045 452830.6710000001, 147185.0850000009 452847.9230000004, 147258.6099999994 452878.54100000113, 147338.0080000013 452909.44000000134, 147391.62999999896 452927.3289999999, 147460.3839999996 452947.3229999989, 147527.28200000152 452963.4459999986, 147589.97100000083 452974.76900000125, 147654.7960000001 452984.7980000004, 147715.67300000042 452990.9299999997)"
videos.36,A12,L,y-f,63.4,62.9,##012RfL,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a12l_634y_629f.avi,ja,,-10,,"LINESTRING (138549.938000001 452221.5560000017, 138555.03500000015 452216.45899999887, 138561.4059999995 452211.1070000008, 138573.63800000027 452199.12999999896, 138591.4759999998 452182.3110000007, 138609.31500000134 452167.5300000012, 138622.05700000003 452157.84699999914, 138635.81799999997 452148.41800000146, 138654.16600000113 452137.9699999988, 138670.02600000054 452132.0210000016, 138681.99500000104 452127.41800000146, 138694.32400000095 452123.625, 138706.61300000176 452120.7890000008, 138718.4910000004 452118.9609999992, 138733.1649999991 452117.3280000016, 138750.23900000006 452116.563000001, 138765.2740000002 452118.34699999914, 138776.7419999987 452119.8759999983, 138796.1090000011 452123.4439999983, 138816.7509999983 452130.83399999887, 138842.74399999902 452141.02800000086)"
videos.37,A2,L, ,71.4,68.5,##002R#L,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a2l_714_685.avi,ja,,-10,,"LINESTRING (132860.9690000005 448409.5850000009, 132895.94099999964 448277.6490000002, 132909.7250000015 448229.1860000007, 133004.83100000024 447898.0320000015, 133033.563000001 447815.80999999866, 133099.71499999985 447615.3720000014, 133145.50400000066 447496.91699999943, 133162.12999999896 447461.1889999993, 133227.6710000001 447279.4849999994, 133263.6710000001 447185.48600000143, 133298.70199999958 447088.3979999982, 133332.7659999989 446994.22199999914, 133543.6640000008 446333.4279999994, 133558.32600000128 446273.39499999955, 133595.05900000036 446102.6579999998, 133631.3350000009 445963.5170000009, 133650.5240000002 445889.53400000185, 133675.61100000143 445805.71400000155, 133698.21400000155 445738.40300000086, 133724.27899999917 445660.8440000005)"
videos.56,A12,L, ,68.1,67.6,##012R#L,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a12l_681_676.avi,ja,,-10,,"LINESTRING (143009.60599999875 452430.28400000185, 143054.26700000092 452426.3759999983, 143260.77299999818 452412.0329999998, 143401.84699999914 452399.96400000155, 143507.7109999992 452391.0320000015)"
videos.38,A12,L,y,62.6,61.7,##012RyL,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a12l_624y_617y.avi,ja,,-10,,"LINESTRING (137285.89299999923 451960.7650000006, 137303.10599999875 451956.77699999884, 137319.89600000158 451953.4310000017, 137372.84600000083 451942.8289999999, 137429.03299999982 451932.97100000083, 137489.1640000008 451931, 137498.1719999984 451931, 137527.3040000014 451929.99599999934, 137564.99300000072 451929.00400000066, 137600.59099999815 451929.9930000007, 137637.19700000063 451931.97100000083, 137664.8759999983 451934.936999999, 137706.5009999983 451939.8920000009, 137749.8740000017 451947.8909999989, 137806.8830000013 451958.77600000054, 137839.84099999815 451966.7659999989, 137870.27699999884 451972.8530000001, 137890.81799999997 451975.93400000036, 137925.55999999866 451979, 137945.33300000057 451979, 137960.6099999994 451977.9820000008, 137979.10300000012 451976.9539999999, 137997.375 451973.90900000185, 138006.97800000012 451972.8420000002, 138024.53700000048 451967.6770000011, 138050.28200000152 451961.73600000143, 138092.43100000173 451951.7010000013, 138110.98600000143 451946.81799999997, 138138.35399999842 451942.9079999998, 138161.14499999955 451939.93499999866, 138168.99399999902 451939.15100000054)"
videos.39,A27,L, ,79.72,78.9,##027R#L,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a27l_7972_789.avi,ja,,-10,,"LINESTRING (139443.45699999854 454688.2329999991, 139448.10599999875 454700.07400000095, 139453.18100000173 454717.9750000015, 139465.10399999842 454745.75400000066, 139483.71499999985 454802.5920000002, 139500.8350000009 454860.8029999994, 139516.72899999842 454918.4310000017, 139530.58399999887 454974.7509999983, 139541.39299999923 455024.7580000013, 139551.60200000182 455081.26000000164, 139559.18499999866 455131.51300000027, 139565.3440000005 455181.5929999985, 139571.31899999827 455239.37999999896, 139575.05600000173 455290.30099999905, 139576.36100000143 455343.76300000027, 139576.8740000017 455397.90100000054, 139575.55299999937 455455.1939999983, 139573.88100000098 455484.5920000002)"
videos.40,A2,R, ,72.32,73.88,##002R#R,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a2r_7232_7388.avi,ja,,10,,"LINESTRING (133991.4919999987 444764.1889999993, 134087.8830000013 444532.2490000017, 134147.70899999887 444423.6550000012, 134187.71200000122 444364.3680000007, 134232.16000000015 444306.5780000016, 134265.55900000036 444270.4050000012, 134337.28400000185 444200.2190000005, 134941.62299999967 443671.686999999, 134974.38500000164 443641.19099999964, 135010.39200000092 443606.25400000066)"
videos.41,A27,L, ,77.45,71.9,##027R#L,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a27l_7745_719.avi,ja,,-10,,"MULTILINESTRING ((138417.8440000005 452936.9290000014, 138440.51000000164 453015.16000000015, 138463.88899999857 453081.0020000003), (138463.8900000006 453081.00400000066, 138478.6339999996 453122.5080000013, 138524.22800000012 453238.19999999925, 138597.18499999866 453406.3370000012, 138599.7039999999 453411.79199999943, 138607.311999999 453427.91899999976, 138610.59600000083 453434.7719999999, 138640.6339999996 453493.81500000134))"
videos.42,A12,L,y,62.4,61.7,##012RyL,https://downloads.rijkswaterstaatdata.nl/regios/midden_nederland/geluidwering/geogegevens/video/a12l_624y_617y.avi,ja,,-10,,"LINESTRING (137285.89299999923 451960.7650000006, 137303.10599999875 451956.77699999884, 137319.89600000158 451953.4310000017, 137372.84600000083 451942.8289999999, 137429.03299999982 451932.97100000083, 137489.1640000008 451931, 137498.1719999984 451931, 137527.3040000014 451929.99599999934, 137564.99300000072 451929.00400000066, 137600.59099999815 451929.9930000007, 137637.19700000063 451931.97100000083, 137664.8759999983 451934.936999999, 137706.5009999983 451939.8920000009, 137749.8740000017 451947.8909999989, 137806.8830000013 451958.77600000054, 137839.84099999815 451966.7659999989, 137870.27699999884 451972.8530000001, 137890.81799999997 451975.93400000036, 137925.55999999866 451979, 137945.33300000057 451979, 137960.6099999994 451977.9820000008, 137971.14499999955 451977.3960000016)"
