Gemeente,CBS Gemeentecode,Besluit,Besluitdatum,Bouwjaar,Status Pand,Status VBO,Gebruiksdoel,Wijknaam,CBS Wijknummer,Buurtnaam,CBS Buurtnummer,Straatnaam,Huisnummer,Huisnummertoevoeging,Extra adresaanduiding,Postcode,(Woon)plaats,X,Y,latitude,longitude,BAG Pand nummer,BAG Verblijfsobject nummer,BAG Adresnummer,GEOMETRIE
Stichtse Vecht,1904,BAG/AV-3320,20220109230000,2021,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Breukelen,WK190402,Breukelen Zuid,BK19040213,Hof van Vreedenoord,28,,,3621BE,Breukelen,129071.44,464473.33,5.008212,52.167807,1904100000042466,1904010000033753,1904200000034190,"POLYGON ((129061.332 464481.405,129075.441 464459.173,129081.858 464463.245,129068.522 464484.258,129061.332 464481.405))"
Stichtse Vecht,1904,BAG/AV-3320,20220109230000,2021,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Breukelen,WK190402,Breukelen Zuid,BK19040213,Hof van Vreedenoord,29,,,3621BE,Breukelen,129080.57,464474.73,5.008345,52.16782,1904100000042465,1904010000033754,1904200000034191,"POLYGON ((129068.522 464484.258,129081.858 464463.245,129087.919 464467.092,129091.309 464469.243,129090.446 464472.398,129089.496 464475.527,129089.877 464475.649,129088.935 464478.476,129087.923 464481.278,129086.839 464484.054,129083.844 464482.899,129080.517 464488.141,129080.435 464488.253,129080.339 464488.352,129080.23 464488.436,129080.11 464488.505,129079.982 464488.557,129079.847 464488.59,129079.71 464488.605,129079.572 464488.6,129079.436 464488.577,129079.304 464488.535,129068.522 464484.258))"
Stichtse Vecht,1904,BAG/AV-3320,20220109230000,2021,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Breukelen,WK190402,Breukelen Zuid,BK19040213,Hof van Vreedenoord,30,,,3621BE,Breukelen,129098.34,464481.51,5.008604,52.167882,1904100000042463,1904010000033755,1904200000034192,"POLYGON ((129090.623 464485.724,129096.002 464472.159,129104.89 464476.369,129099.745 464488.765,129090.623 464485.724))"
Stichtse Vecht,1904,BAG/AV-3320,20220109230000,2021,Bouw gestart,Verblijfsobject gevormd,kantoorfunctie,Breukelen,WK190402,Breukelen Zuid,BK19040213,Hof van Vreedenoord,31,,,3621BE,Breukelen,129110.27,464484.56,5.008779,52.167909,1904100000042464,1904010000033756,1904200000034193,"POLYGON ((129103.019 464489.817,129104.072 464488.531,129107.697 464477.889,129116 464480.345,129111.205 464493.092,129103.019 464489.817))"
Stichtse Vecht,1904,BAG/AV-3208,20210729220000,2021,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Loenen aan de Vecht,WK190403,Mijnden,BK19040306,Mijndensedijk,11,,,3632NT,Loenen aan de Vecht,130031.11,468398.37,5.02195,52.203128,1904100000042479,1904010000033757,1904200000034194,"POLYGON ((130021.695 468392.643,130038.302 468390.771,130039.939 468401.53,130025.204 468402.934,130021.695 468392.643))"
Stichtse Vecht,1904,112795,20220803220000,2020,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Vreeland,WK190406,Polder Dorssewaard,BK19040602,Vecht en Veld,25,,,3633AH,Vreeland,131152.42,471695.87,5.03812,52.232815,1904100000042053,1904010000033567,1904200000034003,"POLYGON ((131145.359 471695.875,131151.373 471693.26,131149.673 471691.169,131154.902 471687.77,131160.262 471693.914,131148.235 471701.627,131145.359 471695.875))"
Stichtse Vecht,1904,WFS2013.0053,20130326230000,2011,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Kockengen,WK190405,Kockengen Dorp,BK19040505,Wagendijk,28,,,3628ER,Kockengen,124986.75,462118.19,4.948717,52.146433,1904100000038591,1904010000031234,1904200000031645,"POLYGON ((124990.531 462125.842,124984.375 462122.746,124985.583 462120.655,124981.097 462118.484,124984.539 462112.419,124988.694 462114.698,124990.091 462112.13,124996.67 462116.025,124990.531 462125.842))"
Stichtse Vecht,1904,112795,20220803220000,2020,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Vreeland,WK190406,Polder Dorssewaard,BK19040602,Vecht en Veld,27,,,3633AH,Vreeland,131127.84,471707.12,5.037759,52.232915,1904100000042055,1904010000033568,1904200000034004,"POLYGON ((131120.391 471707.117,131130.326 471701.496,131135.294 471710.254,131130.588 471712.869,131128.365 471709.339,131123.398 471712.607,131120.391 471707.117))"
Stichtse Vecht,1904,112795,20220803220000,2020,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Vreeland,WK190406,Polder Dorssewaard,BK19040602,Vecht en Veld,39,,,3633AH,Vreeland,131023.52,471768.43,5.036228,52.233461,1904100000042067,1904010000033574,1904200000034010,"POLYGON ((131017.905 471766.988,131025.879 471764.112,131029.277 471770.256,131023.918 471772.478,131023.656 471770.648,131019.081 471771.563,131017.905 471766.988))"
Stichtse Vecht,1904,234651,20230118230000,2020,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Vreeland,WK190406,Polder Dorssewaard,BK19040602,Vecht en Veld,69,,,3633AH,Vreeland,131168.17,471610.97,5.038356,52.232052,1904100000042097,1904010000033589,1904200000034025,"POLYGON ((131159.83 471597.235,131166.253 471592.498,131176.895 471606.189,131168.073 471613.585,131167.19 471611.82,131164.501 471607.163,131159.83 471597.235))"
Stichtse Vecht,1904,133492,20220928220000,2020,Bouw gestart,Verblijfsobject gevormd,kantoorfunctie,Maarssenbroek,WK190412,Industrieterrein Maarssenbroek,BK19041202,Nijverheidsweg,11,,,3606AH,Maarssen,131212.57,460373.36,5.039795,52.131053,1904100000042443,1904010000033684,1904200000034120,"POLYGON ((131028.075 460374.615,131138.939 460273.107,131238.576 460379.761,131115.082 460493.899,131030.414 460407.828,131028.075 460374.615))"
Stichtse Vecht,1904,BAG/AV-3320,20220109230000,2021,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Breukelen,WK190402,Breukelen Zuid,BK19040213,Hof van Vreedenoord,3,,,3621BE,Breukelen,129115.65,464454.62,5.00886,52.167641,1904100000042461,1904010000033727,1904200000034164,"POLYGON ((129106.005 464476.111,129110.165 464440.507,129117.362 464441.308,129118.107 464446.344,129118.84 464451.304,129116.085 464475.569,129118.164 464476.416,129117.012 464479.267,129106.005 464476.111))"
Stichtse Vecht,1904,BAG/AV-3320,20220109230000,2021,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Breukelen,WK190402,Breukelen Zuid,BK19040213,Hof van Vreedenoord,4,,,3621BE,Breukelen,129104.42,464451.11,5.008696,52.167609,1904100000042462,1904010000033729,1904200000034166,"POLYGON ((129095.127 464471.197,129095.769 464468.729,129096.704 464464.588,129097.495 464460.418,129098.139 464456.222,129098.637 464452.007,129098.987 464447.776,129099.188 464443.537,129099.242 464439.292,129110.165 464440.507,129106.005 464476.111,129095.127 464471.197))"
Stichtse Vecht,1904,BAG/AV-3320,20220109230000,2021,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Breukelen,WK190402,Breukelen Zuid,BK19040213,Hof van Vreedenoord,5,,,3621BE,Breukelen,129091.79,464445.96,5.008511,52.167562,1904100000042472,1904010000033730,1904200000034167,"POLYGON ((129075.441 464459.173,129091.891 464433.255,129093.163 464435.536,129093.285 464435.745,129093.413 464435.951,129093.548 464436.151,129093.689 464436.348,129093.837 464436.539,129093.991 464436.725,129094.152 464436.907,129094.318 464437.082,129094.49 464437.253,129094.667 464437.417,129094.85 464437.575,129095.038 464437.728,129095.231 464437.874,129095.429 464438.013,129095.426 464441.877,129095.297 464445.739,129095.042 464449.595,129094.66 464453.44,129094.151 464457.271,129087.919 464467.092,129081.858 464463.245,129075.441 464459.173))"
Stichtse Vecht,1904,BAG/AV-3320,20220109230000,2021,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Breukelen,WK190402,Breukelen Zuid,BK19040213,Hof van Vreedenoord,6,,,3621BE,Breukelen,129082.9,464441.75,5.008382,52.167523,1904100000042473,1904010000033731,1904200000034168,"POLYGON ((129069.278 464455.261,129086.921 464427.461,129088.171 464427.911,129088.315 464428.003,129088.457 464428.099,129088.595 464428.201,129088.729 464428.307,129088.86 464428.418,129088.987 464428.533,129089.11 464428.652,129089.229 464428.775,129089.343 464428.903,129089.453 464429.034,129089.558 464429.169,129089.659 464429.308,129089.755 464429.45,129089.846 464429.595,129089.932 464429.743,129091.891 464433.255,129075.441 464459.173,129069.278 464455.261))"
Stichtse Vecht,1904,BAG/AV-3320,20220109230000,2021,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Breukelen,WK190402,Breukelen Zuid,BK19040213,Hof van Vreedenoord,7,,,3621BE,Breukelen,129076.12,464438.25,5.008283,52.167492,1904100000042474,1904010000033732,1904200000034169,"POLYGON ((129063.114 464451.349,129079.882 464424.929,129086.921 464427.461,129069.278 464455.261,129063.114 464451.349))"
Stichtse Vecht,1904,116528,20220828220000,2021,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Maarssen,WK190401,Maarsseveen,BK19040101,Herenweg,21,,,3602AM,Maarssen,133131.72,461838.03,5.067729,52.144297,1904100000042451,1904010000033707,1904200000034143,"POLYGON ((133120.021 461829.143,133126.804 461822.594,133139.2 461834.757,133131.482 461842.241,133120.021 461829.143))"
Stichtse Vecht,1904,BAG/AV-3320,20220109230000,2021,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Breukelen,WK190402,Breukelen Zuid,BK19040213,Hof van Vreedenoord,8,,,3621BE,Breukelen,129069.57,464436.14,5.008187,52.167472,1904100000042475,1904010000033733,1904200000034170,"POLYGON ((129056.951 464447.438,129072.843 464422.397,129079.882 464424.929,129063.114 464451.349,129056.951 464447.438))"
Stichtse Vecht,1904,133492,20220928220000,2021,Bouw gestart,Verblijfsobject gevormd,industriefunctie,Maarssen,WK190401,Park Vechtenstein,BK19040114,Van Lingelaan,1,b,,3602PA,Maarssen,131864.55,461256.91,5.049256,52.139022,1904100000042498,1904010000033779,1904200000034216,"POLYGON ((131862.233 461255.839,131871.25 461244.568,131877.638 461250.053,131868.47 461261.099,131862.233 461255.839))"
Stichtse Vecht,1904,BAG/AV-3196,20210718220000,2020,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,BK19040402,Julianalaan,18,a,,3626AM,Nieuwer Ter Aa,127044.01,466930.04,4.978376,52.189788,1904100000042213,1904010000033623,1904200000034059,"POLYGON ((127036.807 466934.58,127039.564 466924.707,127045.698 466925.978,127046.914 466922.224,127053.848 466923.967,127051.12 466934.819,127048.347 466934.122,127047.391 466936.981,127036.807 466934.58))"
Stichtse Vecht,1904,BAG/AV-3320,20220109230000,2021,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Breukelen,WK190402,Breukelen Zuid,BK19040213,Hof van Vreedenoord,9,,,3621BE,Breukelen,129062.56,464431.7,5.008085,52.167432,1904100000042476,1904010000033734,1904200000034171,"POLYGON ((129050.787 464443.526,129057.159 464433.486,129056.906 464433.326,129060.035 464428.395,129058.769 464427.591,129064.069 464419.24,129072.843 464422.397,129056.951 464447.438,129050.787 464443.526))"
Stichtse Vecht,1904,220015,20221212230000,2021,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Breukelen,WK190402,Breukelen Zuid,BK19040213,Hof van Vreedenoord,10,,,3621BE,Breukelen,129051.8,464426.08,5.007928,52.167381,1904100000042471,1904010000033735,1904200000034172,"POLYGON ((129021.069 464447.327,129029.064 464434.601,129029.281 464434.259,129027.582 464433.18,129031.547 464426.932,129031.627 464426.806,129029.603 464425.521,129028.077 464427.926,129025.649 464426.385,129031.824 464419.785,129034.656 464416.758,129040.719 464410.725,129051.143 464414.611,129060.744 464417.932,129056.596 464424.55,129048.601 464437.277,129048.253 464437.826,129044.143 464444.171,129036.09 464456.86,129032.56 464454.62,129031.937 464455.603,129030.064 464454.411,129026.875 464459.436,129022.315 464456.543,129026.127 464450.537,129021.069 464447.327))"
Stichtse Vecht,1904,220015,20221212230000,2021,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Breukelen,WK190402,Breukelen Zuid,BK19040213,Hof van Vreedenoord,11,,,3621BE,Breukelen,129050.39,464428.89,5.007908,52.167406,1904100000042471,1904010000033736,1904200000034173,"POLYGON ((129021.069 464447.327,129029.064 464434.601,129029.281 464434.259,129027.582 464433.18,129031.547 464426.932,129031.627 464426.806,129029.603 464425.521,129028.077 464427.926,129025.649 464426.385,129031.824 464419.785,129034.656 464416.758,129040.719 464410.725,129051.143 464414.611,129060.744 464417.932,129056.596 464424.55,129048.601 464437.277,129048.253 464437.826,129044.143 464444.171,129036.09 464456.86,129032.56 464454.62,129031.937 464455.603,129030.064 464454.411,129026.875 464459.436,129022.315 464456.543,129026.127 464450.537,129021.069 464447.327))"
Stichtse Vecht,1904,220015,20221212230000,2021,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Breukelen,WK190402,Breukelen Zuid,BK19040213,Hof van Vreedenoord,12,,,3621BE,Breukelen,129049.46,464432.16,5.007894,52.167436,1904100000042471,1904010000033737,1904200000034174,"POLYGON ((129021.069 464447.327,129029.064 464434.601,129029.281 464434.259,129027.582 464433.18,129031.547 464426.932,129031.627 464426.806,129029.603 464425.521,129028.077 464427.926,129025.649 464426.385,129031.824 464419.785,129034.656 464416.758,129040.719 464410.725,129051.143 464414.611,129060.744 464417.932,129056.596 464424.55,129048.601 464437.277,129048.253 464437.826,129044.143 464444.171,129036.09 464456.86,129032.56 464454.62,129031.937 464455.603,129030.064 464454.411,129026.875 464459.436,129022.315 464456.543,129026.127 464450.537,129021.069 464447.327))"
Stichtse Vecht,1904,220015,20221212230000,2021,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Breukelen,WK190402,Breukelen Zuid,BK19040213,Hof van Vreedenoord,13,,,3621BE,Breukelen,129046.65,464434.5,5.007853,52.167457,1904100000042471,1904010000033738,1904200000034175,"POLYGON ((129021.069 464447.327,129029.064 464434.601,129029.281 464434.259,129027.582 464433.18,129031.547 464426.932,129031.627 464426.806,129029.603 464425.521,129028.077 464427.926,129025.649 464426.385,129031.824 464419.785,129034.656 464416.758,129040.719 464410.725,129051.143 464414.611,129060.744 464417.932,129056.596 464424.55,129048.601 464437.277,129048.253 464437.826,129044.143 464444.171,129036.09 464456.86,129032.56 464454.62,129031.937 464455.603,129030.064 464454.411,129026.875 464459.436,129022.315 464456.543,129026.127 464450.537,129021.069 464447.327))"
Stichtse Vecht,1904,220015,20221212230000,2021,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Breukelen,WK190402,Breukelen Zuid,BK19040213,Hof van Vreedenoord,14,,,3621BE,Breukelen,129045.01,464436.61,5.007828,52.167475,1904100000042471,1904010000033739,1904200000034176,"POLYGON ((129021.069 464447.327,129029.064 464434.601,129029.281 464434.259,129027.582 464433.18,129031.547 464426.932,129031.627 464426.806,129029.603 464425.521,129028.077 464427.926,129025.649 464426.385,129031.824 464419.785,129034.656 464416.758,129040.719 464410.725,129051.143 464414.611,129060.744 464417.932,129056.596 464424.55,129048.601 464437.277,129048.253 464437.826,129044.143 464444.171,129036.09 464456.86,129032.56 464454.62,129031.937 464455.603,129030.064 464454.411,129026.875 464459.436,129022.315 464456.543,129026.127 464450.537,129021.069 464447.327))"
Stichtse Vecht,1904,236057,20230122230000,2012,Bouw gestart,Verblijfsobject gevormd,logiesfunctie,Maarssen,WK190401,Bethunepolder-zuid,BK19040102,Maarsseveensevaart,3,,28,3601CC,Maarssen,132545.34,462102.43,5.059145,52.14665,1904100000038669,1904010000031370,1904200000031781,"POLYGON ((132530.643 462101.195,132535.716 462092.68,132541.892 462096.093,132541.215 462097.242,132542.807 462098.248,132544.169 462096.886,132550.978 462100.193,132545.92 462108.17,132540.084 462105.252,132539.216 462104.833,132538.003 462104.164,132536.163 462103.621,132530.643 462101.195))"
Stichtse Vecht,1904,124708,20220905220000,2021,Bouw gestart,Verblijfsobject gevormd,bijeenkomstfunctie,Maarssen,WK190401,Centrum ten zuiden van de Vecht,BK19040110,Bolensteinseweg,12,,,3603CP,Maarssen,131041.2,461297.89,5.037227,52.139355,1904100000042535,1904010000033800,1904200000034237,"POLYGON ((131015.767 461277.909,131037.76 461270.319,131061.141 461262.629,131063.767 461270.603,131063.176 461270.816,131064.784 461277.247,131065.467 461280.585,131062.325 461281.739,131064.689 461293.749,131068.756 461292.709,131070.647 461303.112,131071.499 461302.639,131072.917 461310.961,131026.199 461318.905,131024.402 461310.961,131025.821 461310.867,131024.946 461305.086,131024.863 461304.46,131025.122 461304.296,131025.553 461304.082,131025.258 461302.248,131024.67 461302.32,131024.378 461302.19,131023.527 461297.083,131019.743 461285.405,131018.279 461285.829,131015.767 461277.909))"
Stichtse Vecht,1904,124708,20220905220000,2021,Bouw gestart,Verblijfsobject gevormd,onderwijsfunctie,Maarssen,WK190401,Centrum ten zuiden van de Vecht,BK19040110,Harmonieweg,2,,,3603BN,Maarssen,131067.63,461299.29,5.037613,52.139369,1904100000042535,1904010000033801,1904200000034238,"POLYGON ((131015.767 461277.909,131037.76 461270.319,131061.141 461262.629,131063.767 461270.603,131063.176 461270.816,131064.784 461277.247,131065.467 461280.585,131062.325 461281.739,131064.689 461293.749,131068.756 461292.709,131070.647 461303.112,131071.499 461302.639,131072.917 461310.961,131026.199 461318.905,131024.402 461310.961,131025.821 461310.867,131024.946 461305.086,131024.863 461304.46,131025.122 461304.296,131025.553 461304.082,131025.258 461302.248,131024.67 461302.32,131024.378 461302.19,131023.527 461297.083,131019.743 461285.405,131018.279 461285.829,131015.767 461277.909))"
Stichtse Vecht,1904,220015,20221212230000,2021,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Breukelen,WK190402,Breukelen Zuid,BK19040213,Hof van Vreedenoord,15,,,3621BE,Breukelen,129043.14,464440.35,5.007801,52.167509,1904100000042471,1904010000033740,1904200000034177,"POLYGON ((129021.069 464447.327,129029.064 464434.601,129029.281 464434.259,129027.582 464433.18,129031.547 464426.932,129031.627 464426.806,129029.603 464425.521,129028.077 464427.926,129025.649 464426.385,129031.824 464419.785,129034.656 464416.758,129040.719 464410.725,129051.143 464414.611,129060.744 464417.932,129056.596 464424.55,129048.601 464437.277,129048.253 464437.826,129044.143 464444.171,129036.09 464456.86,129032.56 464454.62,129031.937 464455.603,129030.064 464454.411,129026.875 464459.436,129022.315 464456.543,129026.127 464450.537,129021.069 464447.327))"
Stichtse Vecht,1904,220015,20221212230000,2021,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Breukelen,WK190402,Breukelen Zuid,BK19040213,Hof van Vreedenoord,16,,,3621BE,Breukelen,129041.97,464443.16,5.007783,52.167534,1904100000042471,1904010000033741,1904200000034178,"POLYGON ((129021.069 464447.327,129029.064 464434.601,129029.281 464434.259,129027.582 464433.18,129031.547 464426.932,129031.627 464426.806,129029.603 464425.521,129028.077 464427.926,129025.649 464426.385,129031.824 464419.785,129034.656 464416.758,129040.719 464410.725,129051.143 464414.611,129060.744 464417.932,129056.596 464424.55,129048.601 464437.277,129048.253 464437.826,129044.143 464444.171,129036.09 464456.86,129032.56 464454.62,129031.937 464455.603,129030.064 464454.411,129026.875 464459.436,129022.315 464456.543,129026.127 464450.537,129021.069 464447.327))"
Stichtse Vecht,1904,BAG/AV-3258,20211011220000,2021,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Kockengen,WK190405,Kockengen Dorp,BK19040505,Heicop,29,a,,3628AD,Kockengen,124766.9,462482.93,4.945472,52.149699,1904100000042544,1904010000033811,1904200000034248,"POLYGON ((124762.152 462481.429,124766.482 462477.765,124772.312 462484.594,124768.314 462488.424,124762.152 462481.429))"
Stichtse Vecht,1904,130220,20220920220000,2020,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Breukelen,WK190402,Breukelen Midden,BK19040215,Wilhelminastraat,31,a,,3621VG,Breukelen,128285.94,464953.4,4.996693,52.172084,1904100000042440,1904010000033666,1904200000034102,"POLYGON ((128280.461 464978.086,128280.659 464976.703,128283.86 464949.898,128291.952 464951.093,128288.486 464979.044,128280.461 464978.086))"
Stichtse Vecht,1904,130220,20220920220000,2020,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Breukelen,WK190402,Breukelen Midden,BK19040215,Wilhelminastraat,31,b,,3621VG,Breukelen,128284.78,464960.65,4.996675,52.172149,1904100000042440,1904010000033667,1904200000034103,"POLYGON ((128280.461 464978.086,128280.659 464976.703,128283.86 464949.898,128291.952 464951.093,128288.486 464979.044,128280.461 464978.086))"
Stichtse Vecht,1904,130220,20220920220000,2020,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Breukelen,WK190402,Breukelen Midden,BK19040215,Wilhelminastraat,31,c,,3621VG,Breukelen,128283.36,464967.98,4.996654,52.172215,1904100000042440,1904010000033668,1904200000034104,"POLYGON ((128280.461 464978.086,128280.659 464976.703,128283.86 464949.898,128291.952 464951.093,128288.486 464979.044,128280.461 464978.086))"
Stichtse Vecht,1904,130220,20220920220000,2020,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Breukelen,WK190402,Breukelen Midden,BK19040215,Wilhelminastraat,31,d,,3621VG,Breukelen,128281.94,464976.9,4.996633,52.172295,1904100000042440,1904010000033669,1904200000034105,"POLYGON ((128280.461 464978.086,128280.659 464976.703,128283.86 464949.898,128291.952 464951.093,128288.486 464979.044,128280.461 464978.086))"
