Gemeente,CBS Gemeentecode,Besluit,Besluitdatum,Bouwjaar,Status Pand,Status VBO,Gebruiksdoel,Wijknaam,CBS Wijknummer,Buurtnaam,CBS Buurtnummer,Straatnaam,Huisnummer,Huisnummertoevoeging,Extra adresaanduiding,Postcode,(Woon)plaats,X,Y,latitude,longitude,BAG Pand nummer,BAG Verblijfsobject nummer,BAG Adresnummer,GEOMETRIE
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1990,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Industrieterrein Maarssenbroek,BK19041202,Planetenbaan,20,,47,3606AK,Maarssen,131107.34,459868.07,5.038293,52.126507,0333100000014894,1904010000033173,1904200000033609,"POLYGON ((131100.15 459859.736,131114.434 459849.784,131115.753 459851.673,131119.574 459849.032,131119.361 459848.35,131119.387 459848.101,131119.465 459847.862,131119.59 459847.645,131119.758 459847.458,131119.961 459847.311,131120.19 459847.209,131120.436 459847.157,131120.686 459847.157,131120.932 459847.209,131121.161 459847.311,131121.364 459847.458,131121.532 459847.645,131121.657 459847.862,131121.735 459848.101,131121.761 459848.35,131121.743 459848.554,131123.064 459848.783,131123.234 459848.342,131123.561 459848.002,131123.994 459847.813,131124.466 459847.807,131124.905 459847.983,131125.241 459848.315,131125.423 459848.751,131125.446 459848.987,131125.359 459849.436,131125.11 459849.82,131124.935 459849.969,131127.628 459853.807,131129.47 459852.506,131139.413 459866.839,131138.181 459867.698,131130.796 459872.847,131122.929 459878.333,131121.602 459879.258,131120.14 459880.277,131116.55 459882.781,131116.284 459882.966,131103.567 459864.656,131100.15 459859.736))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1990,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Industrieterrein Maarssenbroek,BK19041202,Planetenbaan,20,,48,3606AK,Maarssen,131109.61,459867.51,5.038326,52.126502,0333100000014894,1904010000033174,1904200000033610,"POLYGON ((131100.15 459859.736,131114.434 459849.784,131115.753 459851.673,131119.574 459849.032,131119.361 459848.35,131119.387 459848.101,131119.465 459847.862,131119.59 459847.645,131119.758 459847.458,131119.961 459847.311,131120.19 459847.209,131120.436 459847.157,131120.686 459847.157,131120.932 459847.209,131121.161 459847.311,131121.364 459847.458,131121.532 459847.645,131121.657 459847.862,131121.735 459848.101,131121.761 459848.35,131121.743 459848.554,131123.064 459848.783,131123.234 459848.342,131123.561 459848.002,131123.994 459847.813,131124.466 459847.807,131124.905 459847.983,131125.241 459848.315,131125.423 459848.751,131125.446 459848.987,131125.359 459849.436,131125.11 459849.82,131124.935 459849.969,131127.628 459853.807,131129.47 459852.506,131139.413 459866.839,131138.181 459867.698,131130.796 459872.847,131122.929 459878.333,131121.602 459879.258,131120.14 459880.277,131116.55 459882.781,131116.284 459882.966,131103.567 459864.656,131100.15 459859.736))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1990,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Industrieterrein Maarssenbroek,BK19041202,Planetenbaan,20,,49,3606AK,Maarssen,131110.99,459866.62,5.038347,52.126494,0333100000014894,1904010000033175,1904200000033611,"POLYGON ((131100.15 459859.736,131114.434 459849.784,131115.753 459851.673,131119.574 459849.032,131119.361 459848.35,131119.387 459848.101,131119.465 459847.862,131119.59 459847.645,131119.758 459847.458,131119.961 459847.311,131120.19 459847.209,131120.436 459847.157,131120.686 459847.157,131120.932 459847.209,131121.161 459847.311,131121.364 459847.458,131121.532 459847.645,131121.657 459847.862,131121.735 459848.101,131121.761 459848.35,131121.743 459848.554,131123.064 459848.783,131123.234 459848.342,131123.561 459848.002,131123.994 459847.813,131124.466 459847.807,131124.905 459847.983,131125.241 459848.315,131125.423 459848.751,131125.446 459848.987,131125.359 459849.436,131125.11 459849.82,131124.935 459849.969,131127.628 459853.807,131129.47 459852.506,131139.413 459866.839,131138.181 459867.698,131130.796 459872.847,131122.929 459878.333,131121.602 459879.258,131120.14 459880.277,131116.55 459882.781,131116.284 459882.966,131103.567 459864.656,131100.15 459859.736))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1990,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Industrieterrein Maarssenbroek,BK19041202,Planetenbaan,20,,50,3606AK,Maarssen,131112.61,459865.97,5.03837,52.126489,0333100000014894,1904010000033176,1904200000033612,"POLYGON ((131100.15 459859.736,131114.434 459849.784,131115.753 459851.673,131119.574 459849.032,131119.361 459848.35,131119.387 459848.101,131119.465 459847.862,131119.59 459847.645,131119.758 459847.458,131119.961 459847.311,131120.19 459847.209,131120.436 459847.157,131120.686 459847.157,131120.932 459847.209,131121.161 459847.311,131121.364 459847.458,131121.532 459847.645,131121.657 459847.862,131121.735 459848.101,131121.761 459848.35,131121.743 459848.554,131123.064 459848.783,131123.234 459848.342,131123.561 459848.002,131123.994 459847.813,131124.466 459847.807,131124.905 459847.983,131125.241 459848.315,131125.423 459848.751,131125.446 459848.987,131125.359 459849.436,131125.11 459849.82,131124.935 459849.969,131127.628 459853.807,131129.47 459852.506,131139.413 459866.839,131138.181 459867.698,131130.796 459872.847,131122.929 459878.333,131121.602 459879.258,131120.14 459880.277,131116.55 459882.781,131116.284 459882.966,131103.567 459864.656,131100.15 459859.736))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1990,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Industrieterrein Maarssenbroek,BK19041202,Planetenbaan,20,,51,3606AK,Maarssen,131114.07,459865.08,5.038392,52.126481,0333100000014894,1904010000033177,1904200000033613,"POLYGON ((131100.15 459859.736,131114.434 459849.784,131115.753 459851.673,131119.574 459849.032,131119.361 459848.35,131119.387 459848.101,131119.465 459847.862,131119.59 459847.645,131119.758 459847.458,131119.961 459847.311,131120.19 459847.209,131120.436 459847.157,131120.686 459847.157,131120.932 459847.209,131121.161 459847.311,131121.364 459847.458,131121.532 459847.645,131121.657 459847.862,131121.735 459848.101,131121.761 459848.35,131121.743 459848.554,131123.064 459848.783,131123.234 459848.342,131123.561 459848.002,131123.994 459847.813,131124.466 459847.807,131124.905 459847.983,131125.241 459848.315,131125.423 459848.751,131125.446 459848.987,131125.359 459849.436,131125.11 459849.82,131124.935 459849.969,131127.628 459853.807,131129.47 459852.506,131139.413 459866.839,131138.181 459867.698,131130.796 459872.847,131122.929 459878.333,131121.602 459879.258,131120.14 459880.277,131116.55 459882.781,131116.284 459882.966,131103.567 459864.656,131100.15 459859.736))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1990,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Industrieterrein Maarssenbroek,BK19041202,Planetenbaan,20,,52,3606AK,Maarssen,131115.44,459864.27,5.038412,52.126473,0333100000014894,1904010000033178,1904200000033614,"POLYGON ((131100.15 459859.736,131114.434 459849.784,131115.753 459851.673,131119.574 459849.032,131119.361 459848.35,131119.387 459848.101,131119.465 459847.862,131119.59 459847.645,131119.758 459847.458,131119.961 459847.311,131120.19 459847.209,131120.436 459847.157,131120.686 459847.157,131120.932 459847.209,131121.161 459847.311,131121.364 459847.458,131121.532 459847.645,131121.657 459847.862,131121.735 459848.101,131121.761 459848.35,131121.743 459848.554,131123.064 459848.783,131123.234 459848.342,131123.561 459848.002,131123.994 459847.813,131124.466 459847.807,131124.905 459847.983,131125.241 459848.315,131125.423 459848.751,131125.446 459848.987,131125.359 459849.436,131125.11 459849.82,131124.935 459849.969,131127.628 459853.807,131129.47 459852.506,131139.413 459866.839,131138.181 459867.698,131130.796 459872.847,131122.929 459878.333,131121.602 459879.258,131120.14 459880.277,131116.55 459882.781,131116.284 459882.966,131103.567 459864.656,131100.15 459859.736))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1990,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Industrieterrein Maarssenbroek,BK19041202,Planetenbaan,20,,53,3606AK,Maarssen,131116.9,459863.13,5.038433,52.126463,0333100000014894,1904010000033179,1904200000033615,"POLYGON ((131100.15 459859.736,131114.434 459849.784,131115.753 459851.673,131119.574 459849.032,131119.361 459848.35,131119.387 459848.101,131119.465 459847.862,131119.59 459847.645,131119.758 459847.458,131119.961 459847.311,131120.19 459847.209,131120.436 459847.157,131120.686 459847.157,131120.932 459847.209,131121.161 459847.311,131121.364 459847.458,131121.532 459847.645,131121.657 459847.862,131121.735 459848.101,131121.761 459848.35,131121.743 459848.554,131123.064 459848.783,131123.234 459848.342,131123.561 459848.002,131123.994 459847.813,131124.466 459847.807,131124.905 459847.983,131125.241 459848.315,131125.423 459848.751,131125.446 459848.987,131125.359 459849.436,131125.11 459849.82,131124.935 459849.969,131127.628 459853.807,131129.47 459852.506,131139.413 459866.839,131138.181 459867.698,131130.796 459872.847,131122.929 459878.333,131121.602 459879.258,131120.14 459880.277,131116.55 459882.781,131116.284 459882.966,131103.567 459864.656,131100.15 459859.736))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1990,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Industrieterrein Maarssenbroek,BK19041202,Planetenbaan,20,,54,3606AK,Maarssen,131118.52,459862.4,5.038457,52.126457,0333100000014894,1904010000033180,1904200000033616,"POLYGON ((131100.15 459859.736,131114.434 459849.784,131115.753 459851.673,131119.574 459849.032,131119.361 459848.35,131119.387 459848.101,131119.465 459847.862,131119.59 459847.645,131119.758 459847.458,131119.961 459847.311,131120.19 459847.209,131120.436 459847.157,131120.686 459847.157,131120.932 459847.209,131121.161 459847.311,131121.364 459847.458,131121.532 459847.645,131121.657 459847.862,131121.735 459848.101,131121.761 459848.35,131121.743 459848.554,131123.064 459848.783,131123.234 459848.342,131123.561 459848.002,131123.994 459847.813,131124.466 459847.807,131124.905 459847.983,131125.241 459848.315,131125.423 459848.751,131125.446 459848.987,131125.359 459849.436,131125.11 459849.82,131124.935 459849.969,131127.628 459853.807,131129.47 459852.506,131139.413 459866.839,131138.181 459867.698,131130.796 459872.847,131122.929 459878.333,131121.602 459879.258,131120.14 459880.277,131116.55 459882.781,131116.284 459882.966,131103.567 459864.656,131100.15 459859.736))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1990,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Industrieterrein Maarssenbroek,BK19041202,Planetenbaan,20,,55,3606AK,Maarssen,131119.9,459860.38,5.038477,52.126439,0333100000014894,1904010000033181,1904200000033617,"POLYGON ((131100.15 459859.736,131114.434 459849.784,131115.753 459851.673,131119.574 459849.032,131119.361 459848.35,131119.387 459848.101,131119.465 459847.862,131119.59 459847.645,131119.758 459847.458,131119.961 459847.311,131120.19 459847.209,131120.436 459847.157,131120.686 459847.157,131120.932 459847.209,131121.161 459847.311,131121.364 459847.458,131121.532 459847.645,131121.657 459847.862,131121.735 459848.101,131121.761 459848.35,131121.743 459848.554,131123.064 459848.783,131123.234 459848.342,131123.561 459848.002,131123.994 459847.813,131124.466 459847.807,131124.905 459847.983,131125.241 459848.315,131125.423 459848.751,131125.446 459848.987,131125.359 459849.436,131125.11 459849.82,131124.935 459849.969,131127.628 459853.807,131129.47 459852.506,131139.413 459866.839,131138.181 459867.698,131130.796 459872.847,131122.929 459878.333,131121.602 459879.258,131120.14 459880.277,131116.55 459882.781,131116.284 459882.966,131103.567 459864.656,131100.15 459859.736))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1990,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Industrieterrein Maarssenbroek,BK19041202,Planetenbaan,20,,56,3606AK,Maarssen,131121.6,459859.97,5.038502,52.126435,0333100000014894,1904010000033182,1904200000033618,"POLYGON ((131100.15 459859.736,131114.434 459849.784,131115.753 459851.673,131119.574 459849.032,131119.361 459848.35,131119.387 459848.101,131119.465 459847.862,131119.59 459847.645,131119.758 459847.458,131119.961 459847.311,131120.19 459847.209,131120.436 459847.157,131120.686 459847.157,131120.932 459847.209,131121.161 459847.311,131121.364 459847.458,131121.532 459847.645,131121.657 459847.862,131121.735 459848.101,131121.761 459848.35,131121.743 459848.554,131123.064 459848.783,131123.234 459848.342,131123.561 459848.002,131123.994 459847.813,131124.466 459847.807,131124.905 459847.983,131125.241 459848.315,131125.423 459848.751,131125.446 459848.987,131125.359 459849.436,131125.11 459849.82,131124.935 459849.969,131127.628 459853.807,131129.47 459852.506,131139.413 459866.839,131138.181 459867.698,131130.796 459872.847,131122.929 459878.333,131121.602 459879.258,131120.14 459880.277,131116.55 459882.781,131116.284 459882.966,131103.567 459864.656,131100.15 459859.736))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1990,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Industrieterrein Maarssenbroek,BK19041202,Planetenbaan,20,,57,3606AK,Maarssen,131122.98,459859.49,5.038522,52.126431,0333100000014894,1904010000033183,1904200000033619,"POLYGON ((131100.15 459859.736,131114.434 459849.784,131115.753 459851.673,131119.574 459849.032,131119.361 459848.35,131119.387 459848.101,131119.465 459847.862,131119.59 459847.645,131119.758 459847.458,131119.961 459847.311,131120.19 459847.209,131120.436 459847.157,131120.686 459847.157,131120.932 459847.209,131121.161 459847.311,131121.364 459847.458,131121.532 459847.645,131121.657 459847.862,131121.735 459848.101,131121.761 459848.35,131121.743 459848.554,131123.064 459848.783,131123.234 459848.342,131123.561 459848.002,131123.994 459847.813,131124.466 459847.807,131124.905 459847.983,131125.241 459848.315,131125.423 459848.751,131125.446 459848.987,131125.359 459849.436,131125.11 459849.82,131124.935 459849.969,131127.628 459853.807,131129.47 459852.506,131139.413 459866.839,131138.181 459867.698,131130.796 459872.847,131122.929 459878.333,131121.602 459879.258,131120.14 459880.277,131116.55 459882.781,131116.284 459882.966,131103.567 459864.656,131100.15 459859.736))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1990,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Industrieterrein Maarssenbroek,BK19041202,Planetenbaan,20,,58,3606AK,Maarssen,131123.95,459858.19,5.038536,52.126419,0333100000014894,1904010000033184,1904200000033620,"POLYGON ((131100.15 459859.736,131114.434 459849.784,131115.753 459851.673,131119.574 459849.032,131119.361 459848.35,131119.387 459848.101,131119.465 459847.862,131119.59 459847.645,131119.758 459847.458,131119.961 459847.311,131120.19 459847.209,131120.436 459847.157,131120.686 459847.157,131120.932 459847.209,131121.161 459847.311,131121.364 459847.458,131121.532 459847.645,131121.657 459847.862,131121.735 459848.101,131121.761 459848.35,131121.743 459848.554,131123.064 459848.783,131123.234 459848.342,131123.561 459848.002,131123.994 459847.813,131124.466 459847.807,131124.905 459847.983,131125.241 459848.315,131125.423 459848.751,131125.446 459848.987,131125.359 459849.436,131125.11 459849.82,131124.935 459849.969,131127.628 459853.807,131129.47 459852.506,131139.413 459866.839,131138.181 459867.698,131130.796 459872.847,131122.929 459878.333,131121.602 459879.258,131120.14 459880.277,131116.55 459882.781,131116.284 459882.966,131103.567 459864.656,131100.15 459859.736))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1990,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Industrieterrein Maarssenbroek,BK19041202,Planetenbaan,20,,60,3606AK,Maarssen,131127.11,459856.82,5.038583,52.126407,0333100000014894,1904010000033186,1904200000033622,"POLYGON ((131100.15 459859.736,131114.434 459849.784,131115.753 459851.673,131119.574 459849.032,131119.361 459848.35,131119.387 459848.101,131119.465 459847.862,131119.59 459847.645,131119.758 459847.458,131119.961 459847.311,131120.19 459847.209,131120.436 459847.157,131120.686 459847.157,131120.932 459847.209,131121.161 459847.311,131121.364 459847.458,131121.532 459847.645,131121.657 459847.862,131121.735 459848.101,131121.761 459848.35,131121.743 459848.554,131123.064 459848.783,131123.234 459848.342,131123.561 459848.002,131123.994 459847.813,131124.466 459847.807,131124.905 459847.983,131125.241 459848.315,131125.423 459848.751,131125.446 459848.987,131125.359 459849.436,131125.11 459849.82,131124.935 459849.969,131127.628 459853.807,131129.47 459852.506,131139.413 459866.839,131138.181 459867.698,131130.796 459872.847,131122.929 459878.333,131121.602 459879.258,131120.14 459880.277,131116.55 459882.781,131116.284 459882.966,131103.567 459864.656,131100.15 459859.736))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1990,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Industrieterrein Maarssenbroek,BK19041202,Planetenbaan,20,,61,3606AK,Maarssen,131128.89,459855.84,5.038609,52.126398,0333100000014894,1904010000033187,1904200000033623,"POLYGON ((131100.15 459859.736,131114.434 459849.784,131115.753 459851.673,131119.574 459849.032,131119.361 459848.35,131119.387 459848.101,131119.465 459847.862,131119.59 459847.645,131119.758 459847.458,131119.961 459847.311,131120.19 459847.209,131120.436 459847.157,131120.686 459847.157,131120.932 459847.209,131121.161 459847.311,131121.364 459847.458,131121.532 459847.645,131121.657 459847.862,131121.735 459848.101,131121.761 459848.35,131121.743 459848.554,131123.064 459848.783,131123.234 459848.342,131123.561 459848.002,131123.994 459847.813,131124.466 459847.807,131124.905 459847.983,131125.241 459848.315,131125.423 459848.751,131125.446 459848.987,131125.359 459849.436,131125.11 459849.82,131124.935 459849.969,131127.628 459853.807,131129.47 459852.506,131139.413 459866.839,131138.181 459867.698,131130.796 459872.847,131122.929 459878.333,131121.602 459879.258,131120.14 459880.277,131116.55 459882.781,131116.284 459882.966,131103.567 459864.656,131100.15 459859.736))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1990,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Industrieterrein Maarssenbroek,BK19041202,Planetenbaan,20,,62,3606AK,Maarssen,131108.48,459870.18,5.03831,52.126526,0333100000014894,1904010000033188,1904200000033624,"POLYGON ((131100.15 459859.736,131114.434 459849.784,131115.753 459851.673,131119.574 459849.032,131119.361 459848.35,131119.387 459848.101,131119.465 459847.862,131119.59 459847.645,131119.758 459847.458,131119.961 459847.311,131120.19 459847.209,131120.436 459847.157,131120.686 459847.157,131120.932 459847.209,131121.161 459847.311,131121.364 459847.458,131121.532 459847.645,131121.657 459847.862,131121.735 459848.101,131121.761 459848.35,131121.743 459848.554,131123.064 459848.783,131123.234 459848.342,131123.561 459848.002,131123.994 459847.813,131124.466 459847.807,131124.905 459847.983,131125.241 459848.315,131125.423 459848.751,131125.446 459848.987,131125.359 459849.436,131125.11 459849.82,131124.935 459849.969,131127.628 459853.807,131129.47 459852.506,131139.413 459866.839,131138.181 459867.698,131130.796 459872.847,131122.929 459878.333,131121.602 459879.258,131120.14 459880.277,131116.55 459882.781,131116.284 459882.966,131103.567 459864.656,131100.15 459859.736))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1990,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Industrieterrein Maarssenbroek,BK19041202,Planetenbaan,20,,63,3606AK,Maarssen,131110.26,459869.45,5.038336,52.12652,0333100000014894,1904010000033189,1904200000033625,"POLYGON ((131100.15 459859.736,131114.434 459849.784,131115.753 459851.673,131119.574 459849.032,131119.361 459848.35,131119.387 459848.101,131119.465 459847.862,131119.59 459847.645,131119.758 459847.458,131119.961 459847.311,131120.19 459847.209,131120.436 459847.157,131120.686 459847.157,131120.932 459847.209,131121.161 459847.311,131121.364 459847.458,131121.532 459847.645,131121.657 459847.862,131121.735 459848.101,131121.761 459848.35,131121.743 459848.554,131123.064 459848.783,131123.234 459848.342,131123.561 459848.002,131123.994 459847.813,131124.466 459847.807,131124.905 459847.983,131125.241 459848.315,131125.423 459848.751,131125.446 459848.987,131125.359 459849.436,131125.11 459849.82,131124.935 459849.969,131127.628 459853.807,131129.47 459852.506,131139.413 459866.839,131138.181 459867.698,131130.796 459872.847,131122.929 459878.333,131121.602 459879.258,131120.14 459880.277,131116.55 459882.781,131116.284 459882.966,131103.567 459864.656,131100.15 459859.736))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1990,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Industrieterrein Maarssenbroek,BK19041202,Planetenbaan,20,,64,3606AK,Maarssen,131112.12,459868.96,5.038363,52.126515,0333100000014894,1904010000033190,1904200000033626,"POLYGON ((131100.15 459859.736,131114.434 459849.784,131115.753 459851.673,131119.574 459849.032,131119.361 459848.35,131119.387 459848.101,131119.465 459847.862,131119.59 459847.645,131119.758 459847.458,131119.961 459847.311,131120.19 459847.209,131120.436 459847.157,131120.686 459847.157,131120.932 459847.209,131121.161 459847.311,131121.364 459847.458,131121.532 459847.645,131121.657 459847.862,131121.735 459848.101,131121.761 459848.35,131121.743 459848.554,131123.064 459848.783,131123.234 459848.342,131123.561 459848.002,131123.994 459847.813,131124.466 459847.807,131124.905 459847.983,131125.241 459848.315,131125.423 459848.751,131125.446 459848.987,131125.359 459849.436,131125.11 459849.82,131124.935 459849.969,131127.628 459853.807,131129.47 459852.506,131139.413 459866.839,131138.181 459867.698,131130.796 459872.847,131122.929 459878.333,131121.602 459879.258,131120.14 459880.277,131116.55 459882.781,131116.284 459882.966,131103.567 459864.656,131100.15 459859.736))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1990,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Industrieterrein Maarssenbroek,BK19041202,Planetenbaan,20,,65,3606AK,Maarssen,131113.5,459868.32,5.038383,52.12651,0333100000014894,1904010000033191,1904200000033627,"POLYGON ((131100.15 459859.736,131114.434 459849.784,131115.753 459851.673,131119.574 459849.032,131119.361 459848.35,131119.387 459848.101,131119.465 459847.862,131119.59 459847.645,131119.758 459847.458,131119.961 459847.311,131120.19 459847.209,131120.436 459847.157,131120.686 459847.157,131120.932 459847.209,131121.161 459847.311,131121.364 459847.458,131121.532 459847.645,131121.657 459847.862,131121.735 459848.101,131121.761 459848.35,131121.743 459848.554,131123.064 459848.783,131123.234 459848.342,131123.561 459848.002,131123.994 459847.813,131124.466 459847.807,131124.905 459847.983,131125.241 459848.315,131125.423 459848.751,131125.446 459848.987,131125.359 459849.436,131125.11 459849.82,131124.935 459849.969,131127.628 459853.807,131129.47 459852.506,131139.413 459866.839,131138.181 459867.698,131130.796 459872.847,131122.929 459878.333,131121.602 459879.258,131120.14 459880.277,131116.55 459882.781,131116.284 459882.966,131103.567 459864.656,131100.15 459859.736))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1990,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Industrieterrein Maarssenbroek,BK19041202,Planetenbaan,20,,66,3606AK,Maarssen,131115.28,459867.18,5.038409,52.126499,0333100000014894,1904010000033192,1904200000033628,"POLYGON ((131100.15 459859.736,131114.434 459849.784,131115.753 459851.673,131119.574 459849.032,131119.361 459848.35,131119.387 459848.101,131119.465 459847.862,131119.59 459847.645,131119.758 459847.458,131119.961 459847.311,131120.19 459847.209,131120.436 459847.157,131120.686 459847.157,131120.932 459847.209,131121.161 459847.311,131121.364 459847.458,131121.532 459847.645,131121.657 459847.862,131121.735 459848.101,131121.761 459848.35,131121.743 459848.554,131123.064 459848.783,131123.234 459848.342,131123.561 459848.002,131123.994 459847.813,131124.466 459847.807,131124.905 459847.983,131125.241 459848.315,131125.423 459848.751,131125.446 459848.987,131125.359 459849.436,131125.11 459849.82,131124.935 459849.969,131127.628 459853.807,131129.47 459852.506,131139.413 459866.839,131138.181 459867.698,131130.796 459872.847,131122.929 459878.333,131121.602 459879.258,131120.14 459880.277,131116.55 459882.781,131116.284 459882.966,131103.567 459864.656,131100.15 459859.736))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1990,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Industrieterrein Maarssenbroek,BK19041202,Planetenbaan,20,,67,3606AK,Maarssen,131116.9,459866.45,5.038433,52.126493,0333100000014894,1904010000033193,1904200000033629,"POLYGON ((131100.15 459859.736,131114.434 459849.784,131115.753 459851.673,131119.574 459849.032,131119.361 459848.35,131119.387 459848.101,131119.465 459847.862,131119.59 459847.645,131119.758 459847.458,131119.961 459847.311,131120.19 459847.209,131120.436 459847.157,131120.686 459847.157,131120.932 459847.209,131121.161 459847.311,131121.364 459847.458,131121.532 459847.645,131121.657 459847.862,131121.735 459848.101,131121.761 459848.35,131121.743 459848.554,131123.064 459848.783,131123.234 459848.342,131123.561 459848.002,131123.994 459847.813,131124.466 459847.807,131124.905 459847.983,131125.241 459848.315,131125.423 459848.751,131125.446 459848.987,131125.359 459849.436,131125.11 459849.82,131124.935 459849.969,131127.628 459853.807,131129.47 459852.506,131139.413 459866.839,131138.181 459867.698,131130.796 459872.847,131122.929 459878.333,131121.602 459879.258,131120.14 459880.277,131116.55 459882.781,131116.284 459882.966,131103.567 459864.656,131100.15 459859.736))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1990,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Industrieterrein Maarssenbroek,BK19041202,Planetenbaan,20,,68,3606AK,Maarssen,131118.52,459865.48,5.038457,52.126484,0333100000014894,1904010000033194,1904200000033630,"POLYGON ((131100.15 459859.736,131114.434 459849.784,131115.753 459851.673,131119.574 459849.032,131119.361 459848.35,131119.387 459848.101,131119.465 459847.862,131119.59 459847.645,131119.758 459847.458,131119.961 459847.311,131120.19 459847.209,131120.436 459847.157,131120.686 459847.157,131120.932 459847.209,131121.161 459847.311,131121.364 459847.458,131121.532 459847.645,131121.657 459847.862,131121.735 459848.101,131121.761 459848.35,131121.743 459848.554,131123.064 459848.783,131123.234 459848.342,131123.561 459848.002,131123.994 459847.813,131124.466 459847.807,131124.905 459847.983,131125.241 459848.315,131125.423 459848.751,131125.446 459848.987,131125.359 459849.436,131125.11 459849.82,131124.935 459849.969,131127.628 459853.807,131129.47 459852.506,131139.413 459866.839,131138.181 459867.698,131130.796 459872.847,131122.929 459878.333,131121.602 459879.258,131120.14 459880.277,131116.55 459882.781,131116.284 459882.966,131103.567 459864.656,131100.15 459859.736))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1990,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Industrieterrein Maarssenbroek,BK19041202,Planetenbaan,20,,69,3606AK,Maarssen,131119.9,459865,5.038477,52.12648,0333100000014894,1904010000033195,1904200000033631,"POLYGON ((131100.15 459859.736,131114.434 459849.784,131115.753 459851.673,131119.574 459849.032,131119.361 459848.35,131119.387 459848.101,131119.465 459847.862,131119.59 459847.645,131119.758 459847.458,131119.961 459847.311,131120.19 459847.209,131120.436 459847.157,131120.686 459847.157,131120.932 459847.209,131121.161 459847.311,131121.364 459847.458,131121.532 459847.645,131121.657 459847.862,131121.735 459848.101,131121.761 459848.35,131121.743 459848.554,131123.064 459848.783,131123.234 459848.342,131123.561 459848.002,131123.994 459847.813,131124.466 459847.807,131124.905 459847.983,131125.241 459848.315,131125.423 459848.751,131125.446 459848.987,131125.359 459849.436,131125.11 459849.82,131124.935 459849.969,131127.628 459853.807,131129.47 459852.506,131139.413 459866.839,131138.181 459867.698,131130.796 459872.847,131122.929 459878.333,131121.602 459879.258,131120.14 459880.277,131116.55 459882.781,131116.284 459882.966,131103.567 459864.656,131100.15 459859.736))"
