Referentiecode RDW,Publicatiedatum RDW,Meldende producent/distributeur,Referentiecode producent,Omschrijving defect,Categorie defect,Materiële gevolgen,Beschrijving van het herstel,Meer informatie op internet,Meer informatie via telefoonnummer,Opmerkingen RDW,Datum aankondiging producent,Datum melding bij RDW,Risicobeoordeling RDW,Datum informeren eigenaar,Datum eigenaren geïnformeerd,Totaal aantal voertuigen terugroepactie,Nationaal opgegeven aantal voertuigen terugroepactie,Publicatiedatum RDW_DT,Datum aankondiging producent_DT,Datum melding bij RDW_DT,Datum informeren eigenaar_DT,Datum eigenaren geïnformeerd_DT,API Terugroep_ actie_status,API Terugroep_actie_risico,API Terugroep_voertuig_merk_type,API Terugroep_infomeren_eigenaar
MGP170006,20170209,FCA Netherlands B.V.,S76,De bedrading van de voorste botssensor kan los komen te zitten tijdens een ongevalsituatie. Hierdoor wordt het impactsignaal niet  geregistreerd door de airbagregelmodule.,Motorrijtuigen - carrosserie (beschermingsmiddelen inzittenden),De airbags en/of gordelspanners worden niet geactiveerd indien dit noodzakelijk is.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. Deze zal de bedrading aanpassen.,Niet bekend,00800 04265337,Geen,20161101,20170208,ERN,20170215,20170215,225009,30,02/09/2017 12:00:00 AM,11/01/2016 12:00:00 AM,02/08/2017 12:00:00 AM,02/15/2017 12:00:00 AM,02/15/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170007,20170111,Mercedes-Benz Nederland B.V. (Vans),4290287,De koppelingen in  beide remleidingen aan de onderzijde van het voertuig zijn mogelijk niet met het juiste aanhaalmoment vastgezet. Hierdoor kan  remvloeistoflekkage optreden.,"Motorrijtuigen - motor inclusief brandstof-, smeer- en koelsysteem",Uitval van een deel van het remsysteem.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. Deze zal het aanhaalmoment corrigeren en het remvloeistofniveau controleren en zo nodig corrigeren.,Niet bekend,00800-97777777,Geen,20170105,20170110,ERN,20170211,20170211,1688,95,01/11/2017 12:00:00 AM,01/05/2017 12:00:00 AM,01/10/2017 12:00:00 AM,02/11/2017 12:00:00 AM,02/11/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170008,20170127,JeeGee Motors B.V.,A-16-03,Er is onvoldoende ruimte tussen de kunststof luchtinlaatbuis en de brandstofleiding. Hierdoor komt de brandstofleiding in contact met de luchtinlaatbuis.,"Motorrijtuigen en aanhangwagens - assen, wielen, velgen, banden",De brandstofleiding kan beschadigd  en lek raken. Hierdoor kan brandstoflekkage ontstaan.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. Deze zal  een extra ondersteuning voor de luchtinlaatbuis aanbrengen en indien nodig de brandstofleiding vervangen.,Niet bekend,Niet bekend,Geen,20161229,20170126,ERN,20170120,20170120,2843,1,01/27/2017 12:00:00 AM,12/29/2016 12:00:00 AM,01/26/2017 12:00:00 AM,01/20/2017 12:00:00 AM,01/20/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170016,20170113,Renault Nederland N.V.,OTS 0CG8,De remtang rechtsvoor is mogelijk van een onjuist materiaal gemaakt. Hierdoor is de remtang onvoldoende sterk en zou  kunnen breken.,Motorrijtuigen en aanhangwagens - reminrichting,De remwerking kan tijdens een noodstop afnemen.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht zo spoedig mogelijk contact op te nemen met de merkdealer. Deze zal de remtang rechtsvoor controleren en indien nodig vervangen.,Niet bekend,0800-0303,Geen,20161220,20170112,ERN,20170110,20170131,13651,365,01/13/2017 12:00:00 AM,12/20/2016 12:00:00 AM,01/12/2017 12:00:00 AM,01/10/2017 12:00:00 AM,01/31/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170017,20170113,Renault Nederland N.V.,OTS 0CGH,De remtang rechtsvoor is mogelijk van een onjuist materiaal gemaakt. Hierdoor is de remtang onvoldoende sterk en zou kunnen breken.,Motorrijtuigen en aanhangwagens - reminrichting,De remwerking kan tijdens een noodstop afnemen.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht zo spoedig mogelijk contact op te nemen met de merkdealer. Deze zal de remtang rechtsvoor controleren en indien nodig vervangen.,Niet bekend,0900 9998700,Geen,20161220,20170112,ERN,20170110,20170131,3335,119,01/13/2017 12:00:00 AM,12/20/2016 12:00:00 AM,01/12/2017 12:00:00 AM,01/10/2017 12:00:00 AM,01/31/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170021,20170913,FCA Netherlands B.V.,S68,"Er kan een storing optreden in de dynamo, waardoor er kortsluiting kan optreden of de accu wordt niet meer opgeladen.",Motorrijtuigen en aanhangwagens - elektrische installatie,"De motor en/of elektrische systemen, waaronder de ABS, kunnen onverwacht uitvallen.",De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. De dealer zal het onderdeelnummer van de dynamo controleren en indien nodig de dynamo vervangen.,Niet bekend,00800-36343000,Geen,20170116,20170906,ERN,20170705,20170705,85438,1,09/13/2017 12:00:00 AM,01/16/2017 12:00:00 AM,09/06/2017 12:00:00 AM,07/05/2017 12:00:00 AM,07/05/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170024,20170509,Louwman & Parqui B.V.,DGG05,Er kan een verkeerde mengverhouding in de ontstekingspatronen van de zijairbags zitten. Hierdoor werken de zijairbags niet zoals bedoeld.,Motorrijtuigen - carrosserie (beschermingsmiddelen inzittenden),De betreffende airbags kunnen niet worden geactiveerd wanneer dit nodig is.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht zo spoedig mogelijk contact op te nemen met de merkdealer. De dealer zal de betreffende zijairbags vervangen.,Niet bekend,0800 0369,Geen,20170414,20170509,ERN,20170117,20170615,2225,13,05/09/2017 12:00:00 AM,04/14/2017 12:00:00 AM,05/09/2017 12:00:00 AM,01/17/2017 12:00:00 AM,06/15/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170025,20170120,Saris Aanhangwagen B.V.,r1701,De dissel is te zwak geconstrueerd. Hierdoor kan de dissel scheuren.,Motorrijtuigen en aanhangwagens - verbinding tussen motorvoertuig en aanhangwagen,Indien de dissel doorscheurt raakt de aanhanger los van het voertuig.,"De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met de merkdealer. Deze zal het voertuig inspecteren. De voertuigen waar scheurvorming aanwezig is dienen direct uit het verkeer genomen te worden. Een reparatie voor deze voertuigen wordt nog ontwikkeld. Voertuigen waarbij geen scheurvorming aanwezig is, worden gemodificeerd.",Niet bekend,Niet bekend,Geen,20170113,20170119,ERN,20170116,20170125,2878,648,01/20/2017 12:00:00 AM,01/13/2017 12:00:00 AM,01/19/2017 12:00:00 AM,01/16/2017 12:00:00 AM,01/25/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170026,20170207,Jaguar Land Rover Nederland B.V.,P094,Mogelijk is de onsteker voor het opblaasmechanisme van de passagiersairbag defect.,Motorrijtuigen - carrosserie (beschermingsmiddelen inzittenden),De passagiersairbag werkt niet op momenten dat dit nodig is.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De klant wordt verzocht een afspraak te maken met een merkdealer. Deze zal de voorste passagiersairbag vervangen.,Niet bekend,Niet bekend,Geen,20170130,20170202,ERN,20170301,20170215,2508,1,02/07/2017 12:00:00 AM,01/30/2017 12:00:00 AM,02/02/2017 12:00:00 AM,03/01/2017 12:00:00 AM,02/15/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170027,20170606,Jaguar Land Rover Nederland B.V.,P095,Er kan een verkeerde mengverhouding in het ontstekingspatroon van de gordelspanners voor zitten. Hierdoor werken de gordelspanners niet zoals bedoeld.,Motorrijtuigen - carrosserie (beschermingsmiddelen inzittenden),De betreffende gordelspanners worden niet geactiveerd wanneer dit nodig is.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met de merkdealer. De dealer zal de gordelspanners controleren en indien nodig vervangen.,Niet bekend,Niet bekend,Geen,20170403,20170602,ERN,20170301,20170315,48956,257,06/06/2017 12:00:00 AM,04/03/2017 12:00:00 AM,06/02/2017 12:00:00 AM,03/01/2017 12:00:00 AM,03/15/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170028,20170206,Jaguar Land Rover Nederland B.V.,J081,De pyrotechnische onsteker voor de gordelspanner is mogelijk defect.,Motorrijtuigen - carrosserie (beschermingsmiddelen inzittenden),De gordelspanner werkt niet op momenten dat dit nodig is.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met de merkdealer. Deze zal  de gordelspanners controleren en indien nodig vervangen.,Niet bekend,Niet bekend,Geen,20170124,20170131,GEM,20170227,20170313,22323,227,02/06/2017 12:00:00 AM,01/24/2017 12:00:00 AM,01/31/2017 12:00:00 AM,02/27/2017 12:00:00 AM,03/13/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170032,20170207,Stellantis BV,17-C-001,"Een bout, aan de rechterzijde van de panhardstang bij de achteras, is niet gemonteerde of niet goed vastgezet.","Motorrijtuigen en aanhangwagens - assen, wielen, velgen, banden",Losraken van de bout en de panhardstang. Hierdoor kan een verminderde wegligging ontstaan en kans de controle over het voertuig te verliezen. De bestuurder wordt gewaarschuwd door geluiden en het aanlopen van een achterband in de wielkuip.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht z.s.m. contact op te nemen met de merkdealer. Deze zal de bevestiging van de Panhardstang op de achteras controleren en indien nodig correct vastzetten.,Niet bekend,Niet bekend,Geen,20170126,20170207,ERN,20170213,20170213,12330,1367,02/07/2017 12:00:00 AM,01/26/2017 12:00:00 AM,02/07/2017 12:00:00 AM,02/13/2017 12:00:00 AM,02/13/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170033,20170530,Stellantis BV,17-C-016,De lijmverbinding tussen het glazen dak en de carrosserie kan losraken.,"Motorrijtuigen en aanhangwagens - carrosserie (ruiten, ruitenwissers, ruitensproeiers)",Verliezen van het glazen dak.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. Deze zal het glazen dak tijdelijk extra vastzetten. De voertuigeigenaar wordt later opnieuw uitgenodigd voor een definitieve oplossing. Deze is op het moment van publiceren van deze melding nog niet bekend.,Niet bekend,Niet bekend,Geen,20170522,20170523,GEM,20170531,20170531,44457,952,05/30/2017 12:00:00 AM,05/22/2017 12:00:00 AM,05/23/2017 12:00:00 AM,05/31/2017 12:00:00 AM,05/31/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170034,20170328,Jaguar Land Rover Nederland B.V.,J079,Door het mogelijk ontbreken van een soldering aan de dieselbrandstofkoeler kan deze vervormd raken. Hierdoor kan de brandstofkoeler gaan lekken.,"Motorrijtuigen - motor inclusief brandstof-, smeer- en koelsysteem",Brandstoflekkage.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met de merkdealer. Deze zal de brandstofkoeler controleren en indien nodig vervangen.,Niet bekend,Niet bekend,Geen,20170220,20170321,GEM,20170301,20170315,6891,153,03/28/2017 12:00:00 AM,02/20/2017 12:00:00 AM,03/21/2017 12:00:00 AM,03/01/2017 12:00:00 AM,03/15/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170036,20170120,FCA Netherlands B.V.,6088,De bevestigingsbouten van de aandrijfassen aan het achterdifferentieel kunnen mogelijk los komen te zitten.,"Motorrijtuigen en aanhangwagens - assen, wielen, velgen, banden",De aandrijving kan hierdoor onverwachts verloren gaan.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. Deze zal de bevestigingsbouten van de aandrijfassen vervangen.,Niet bekend,00800 25320000,Geen,20161222,20170119,GEM,20170125,20170125,440,13,01/20/2017 12:00:00 AM,12/22/2016 12:00:00 AM,01/19/2017 12:00:00 AM,01/25/2017 12:00:00 AM,01/25/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170037,20170120,FCA Netherlands B.V.,6094,In het instructieboek staat een verkeerde maximale belasting op de haken in de bagageruimte vermeld (625 daN in plaats van 500 daN).,Motorrijtuigen en aanhangwagens - diversen,Het overschrijden van de maximale belasting op de haken verhoogt de kans op letsel bij een ongeval.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaren worden per brief geïnformeerd over de juiste maximale belasting. Tevens zal met de brief een aangepaste pagina voor het instructieboekje worden meegezonden.,Niet bekend,00800 34280000,Geen,20161222,20170119,GEM,20170126,20170126,6707,306,01/20/2017 12:00:00 AM,12/22/2016 12:00:00 AM,01/19/2017 12:00:00 AM,01/26/2017 12:00:00 AM,01/26/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170040,20170911,Honda Motor Europe Ltd Netherlands Branche,"6EB, 6DB, 6CB",De opblaasmodule van de passagiersairbag kan overmatige druk opbouwen. Als de airbag wordt geactiveerd kan de interne druk ertoe leiden dat de opblaasmodule scheurt. Hierdoor kunnen metalen fragmenten losraken en weggeschoten worden.,Motorrijtuigen - carrosserie (beschermingsmiddelen inzittenden),Losgeraakte metalen fragmenten kunnen de inzittenden verwonden.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht contact op te nemen met de merkdealer  of erkend reparateur. Deze zal een ander opblaasmechanisme monteren.,Niet bekend,020-7070081,Geen,20170112,20170908,ERN,20171001,20171031,105436,8257,09/11/2017 12:00:00 AM,01/12/2017 12:00:00 AM,09/08/2017 12:00:00 AM,10/01/2017 12:00:00 AM,10/31/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170041,20170201,Mercedes-Benz Nederland B.V. (Cars),4694134,De contacten in het stuurapparaat van het elektrische stuurhuis zijnbniet goed gelast. Hierdoor is de elektrische verbinding niet gewaarborgd.,Motorrijtuigen en aanhangwagens - stuurinrichting,De stuurbekrachtiging kan uitvallen en er is kans op brand.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. Deze zal het elektrische stuurhuis vervangen.,Niet bekend,00800-97777777,Geen,20170130,20170131,ERN,20170228,20170228,148,1,02/01/2017 12:00:00 AM,01/30/2017 12:00:00 AM,01/31/2017 12:00:00 AM,02/28/2017 12:00:00 AM,02/28/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170042,20190520,Mercedes-Benz Nederland B.V. (Cars),3390047,Bouten van de asbevestiging kunnen losraken.,(Nog) niet bekend,(Nog) niet bekend,(Nog) niet bekend,(Nog) niet bekend,(Nog) niet bekend,Ten tijde van publicatie van deze terugroepactie zijn er geen voertuigen in Nederland geregistreerd. Wanneer nadien betrokken voertuigen in Nederland geregistreerd worden verzoekt RDW de producent/distributeur alsnog om nadere informatie.,,,NNB,,,145,0,05/20/2019 12:00:00 AM,,,,,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170043,20170130,BMW Nederland B.V.,0032480200,Door een defect aan de gasgenerator van de bestuurdersairbag kan deze ongecontroleerd afgaan ingeval van een aanrijding. Er kunnen metaaldelen vrijkomen en richting de inzittenden geschoten worden.,Motorrijtuigen - carrosserie (beschermingsmiddelen inzittenden),Indien het defect optreedt en wordt de airbag ten gevolge van een ongeval geactiveerd dan zal de airbag geen bescherming bieden en is er kans op het verwonden van de inzittenden door de rondvliegende metaaldelen.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt uitgenodigd een afspraak te maken met de merkdealer. De dealer zal de bestuurdersairbag vervangen.,Niet bekend,0800-0992234,Geen,20170120,20170130,ERN,20170127,20170127,1018160,16446,01/30/2017 12:00:00 AM,01/20/2017 12:00:00 AM,01/30/2017 12:00:00 AM,01/27/2017 12:00:00 AM,01/27/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170045,20170125,Pon's Automobielhandel B.V.,97CH,Het regelapparaat elektrische installatie bevat een softwarefout. Hierdoor kan het voorkomen dat defecte verlichting niet herkend en gemeld  wordt en dat correcte verlichting gemeld wordt als defect.,"Motorrijtuigen en aanhangwagens - lichten, lichtsignalen en retroreflectie",De bestuurder kan rond blijven rijden met defecte verlichting zonder hierover een melding te krijgen op het dashboard.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. De dealer zal het regelapparaat elektrische installatie herprogrammeren.,Niet bekend,Niet bekend,Geen,20170118,20170125,GEM,20170123,20170130,4203,4198,01/25/2017 12:00:00 AM,01/18/2017 12:00:00 AM,01/25/2017 12:00:00 AM,01/23/2017 12:00:00 AM,01/30/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170046,20170126,Triumph Motorcycles B.V.,SB546,"Indien de handvatverwarming wordt gebruikt, zet het handvat iets uit. De opening tussen handvat en stuurgewicht kan in sommige gevallen te klein zijn waardoor het handvat enigszins klemt tegen het stuurgewicht.","Motorrijtuigen - motor inclusief brandstof-, smeer- en koelsysteem","Het handvat draait niet terug met behulp van de veerkracht, maar is er enige handkracht nodig om het handvat terug te draaien. Hierdoor kan gas blijven hangen en kan de bestuurder de controle over het voertuig verliezen.",De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. Deze zal een afstandsring monteren tussen het eind van het stuur en het stuurgewicht om een correcte opening te creëren,Niet bekend,Niet bekend,Geen,20170101,20170125,ERN,20170125,20170203,6337,87,01/26/2017 12:00:00 AM,01/01/2017 12:00:00 AM,01/25/2017 12:00:00 AM,01/25/2017 12:00:00 AM,02/03/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170048,20170127,Pon's Automobielhandel B.V. (Luxury Cars),AH01,"De bevestigingsschroeven van de brandstofverzamelbuis, welke gemonteerd is bij de inspuitverstuivers, kunnen scheuren en breken.","Motorrijtuigen - motor inclusief brandstof-, smeer- en koelsysteem",Door de bij een draaiende motor aanwezige hoge brandstofdruk kan de brandstofverzamelbuis uit de inspuitverstuivers losgedrukt worden. Hierdoor ontstaat een brandstoflekkage in het motorcompartiment.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. De bevestigingsschroeven van de brandstofverzamelbuizen worden vervangen door geoptimaliseerde schroeven.,Niet bekend,(0)33 49 49 757,Geen,20170123,20170126,ERN,20170127,20170127,16429,307,01/27/2017 12:00:00 AM,01/23/2017 12:00:00 AM,01/26/2017 12:00:00 AM,01/27/2017 12:00:00 AM,01/27/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170050,20170410,Louwman & Parqui B.V.,GGG01,De afdichtingsring aan de bovenzijde van de brandstofvulpijp is mogelijk onjuist gemonteerd.,"Motorrijtuigen - motor inclusief brandstof-, smeer- en koelsysteem",Kans op brandstoflekkage.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer zodat de afdichtingsring gecontroleerd en indien nodig juist gemonteerd kan worden.,Niet bekend,0800 0369,Geen,20170130,20170331,GEM,20170130,20170407,8736,346,04/10/2017 12:00:00 AM,01/30/2017 12:00:00 AM,03/31/2017 12:00:00 AM,01/30/2017 12:00:00 AM,04/07/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170051,20170217,Stellantis BV,17-C-007,Het ontstekingsmechanisme van de airbag is niet juist geproduceerd. Hierdoor is het mogelijk dat deze niet juist functioneert.,Motorrijtuigen - carrosserie (beschermingsmiddelen inzittenden),Bij een aanrijding functioneert de airbag mogelijk niet goed.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. Deze zal de betreffende airbag(s) vervangen.,Niet bekend,Niet bekend,Geen,20170131,20170217,ERN,20170210,20170210,9933,458,02/17/2017 12:00:00 AM,01/31/2017 12:00:00 AM,02/17/2017 12:00:00 AM,02/10/2017 12:00:00 AM,02/10/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP170052,20170202,Renault Nederland N.V.,OTS 0C4M,Er kan een breuk ontstaan in een scharnier van het laadbakzijschot.,"Motorrijtuigen en aanhangwagens - carrosserie (deuren, motorkap, laadkleppen)",Het laadbakschot kan geheel los raken,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht zo spoedig mogelijk contact op te nemen met de merkdealer. Deze zal een extra veiligheidsscharnieren plaatsen.,Niet bekend,0800-0303,Geen,20170110,20170201,GEM,20170224,20170221,8150,222,02/02/2017 12:00:00 AM,01/10/2017 12:00:00 AM,02/01/2017 12:00:00 AM,02/24/2017 12:00:00 AM,02/21/2017 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
