Referentiecode RDW,Publicatiedatum RDW,Meldende producent/distributeur,Referentiecode producent,Omschrijving defect,Categorie defect,Materiële gevolgen,Beschrijving van het herstel,Meer informatie op internet,Meer informatie via telefoonnummer,Opmerkingen RDW,Datum aankondiging producent,Datum melding bij RDW,Risicobeoordeling RDW,Datum informeren eigenaar,Datum eigenaren geïnformeerd,Totaal aantal voertuigen terugroepactie,Nationaal opgegeven aantal voertuigen terugroepactie,Publicatiedatum RDW_DT,Datum aankondiging producent_DT,Datum melding bij RDW_DT,Datum informeren eigenaar_DT,Datum eigenaren geïnformeerd_DT,API Terugroep_ actie_status,API Terugroep_actie_risico,API Terugroep_voertuig_merk_type,API Terugroep_infomeren_eigenaar
MGP180368,20190516,Mercedes-Benz Nederland B.V. (Cars),5497631,Door een verkeerde bevestiging van een elektrische aansluiting kunnen elektrische systemen uitvallen en kan brand ontstaan.,(Nog) niet bekend,(Nog) niet bekend,(Nog) niet bekend,(Nog) niet bekend,(Nog) niet bekend,De RDW heeft de producent/distributeur om aanvullende informatie gevraagd indien deze actie van toepassing is voor Nederland.,,,NNB,,,9568,0,05/16/2019 12:00:00 AM,,,,,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180369,20190516,Mercedes-Benz Nederland B.V. (Cars),4294045,In de remcilinders op de achteras kunnen scheuren ontstaan. Hierdoor kan de wemwerking uitvallen.,(Nog) niet bekend,(Nog) niet bekend,(Nog) niet bekend,(Nog) niet bekend,(Nog) niet bekend,Ten tijde van publicatie van deze terugroepactie zijn er geen voertuigen in Nederland geregistreerd. Wanneer nadien betrokken voertuigen in Nederland geregistreerd worden verzoekt RDW de producent/distributeur alsnog om nadere informatie.,,,NNB,,,67,0,05/16/2019 12:00:00 AM,,,,,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180370,20180807,Pon's Automobielhandel B.V. (Luxury Cars),AJ08,Een onderdeel van de middelste gordelsluiting op de achterbank kan door een fout bij de productie te snel slijten.,Motorrijtuigen - carrosserie (beschermingsmiddelen inzittenden),De autogordelgesp kan bij een frontale aanrijding  loskomen van de verankering. Hierdoor biedt de gordel geen bescherming.,De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. De dealer zal de  gordelsluiting controleren en indien noodzakelijk vervangen.,(Nog) niet bekend,(0)33 49 49 757,Geen,20180712,20180806,GEM,20180712,20180815,9274,136,08/07/2018 12:00:00 AM,07/12/2018 12:00:00 AM,08/06/2018 12:00:00 AM,07/12/2018 12:00:00 AM,08/15/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180371,20180803,Mercedes-Benz Nederland B.V. (Vans),1495060,Bij de productie van het voertuig  is er door lassen mogelijk een gat ontstaan in de katalysator.,"Motorrijtuigen - motor inclusief brandstof-, smeer- en koelsysteem",Hete gassen kunnen uit de katalysator komen en brand veroorzaken. Tevens is er kans dat teveel schadelijke stoffen uit het uilaatsysteem naar buiten komen.,De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. Deze zal de katalysator vervangen.,(Nog) niet bekend,00800-12777777,Geen,20180730,20180802,GEM,20180810,20180810,86,4,08/03/2018 12:00:00 AM,07/30/2018 12:00:00 AM,08/02/2018 12:00:00 AM,08/10/2018 12:00:00 AM,08/10/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180372,20180803,Mercedes-Benz Nederland B.V. (Vans),5498859,Door een softwarefout schakelt de achtergrondverlichting van de alarmlichtschakelaar na 20 min uit.,"Motorrijtuigen en aanhangwagens - lichten, lichtsignalen en retroreflectie",De zichtbaarheid van de schakelaar is beperkt in het donker. Hierdoor kan deze mogelijk niet gevonden worden wanneer dat nodig is.,De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. Deze zal de software aanpassen.,(Nog) niet bekend,00800-12777777,Geen,20180801,20180802,GEM,20180810,20180810,6177,433,08/03/2018 12:00:00 AM,08/01/2018 12:00:00 AM,08/02/2018 12:00:00 AM,08/10/2018 12:00:00 AM,08/10/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180374,20190715,BMW Nederland B.V.,0031870100,De stuurkogel van de dwarsdraagarm linksvoor is mogelijk niet gehard.,(Nog) niet bekend,(Nog) niet bekend,(Nog) niet bekend,(Nog) niet bekend,(Nog) niet bekend,Ten tijde van publicatie van deze terugroepactie zijn er geen voertuigen in Nederland geregistreerd. Wanneer nadien betrokken voertuigen in Nederland geregistreerd worden verzoekt RDW de producent/distributeur alsnog om nadere informatie.,20180625,,NNB,,,1,0,07/15/2019 12:00:00 AM,06/25/2018 12:00:00 AM,,,,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180377,20180808,Pon's Automobielhandel B.V.,42I8,De onderste bevestigingsogen van de gasdrukdempers achter zijn mogelijk niet goed gelast en kunnen losraken.,Motorrijtuigen en aanhangwagens - ophanging,Verliezen van de controle over het voertuig.,De producent neemt maatregelen. De voertuigeigenaar wordt verzocht een afspraak te maken met de merkdealer. Deze controleert de productiedatum van de gasdrukdempers. Indien nodig wordt de gasdrukdemper vervangen.,(Nog) niet bekend,(Nog) niet bekend,Geen,20180730,20180807,ERN,20180805,20180805,3160,37,08/08/2018 12:00:00 AM,07/30/2018 12:00:00 AM,08/07/2018 12:00:00 AM,08/05/2018 12:00:00 AM,08/05/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180378,20180809,Mercedes-Benz Nederland B.V. (Vans),4296070,Na een aanrijding werkt het automatische remsysteem niet.,Motorrijtuigen - carrosserie (beschermingsmiddelen inzittenden),Niet tot stilstand afremmen van het voertuig.,De producent neemt maatregelen. De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. Deze zal de software aanpassen.,(Nog) niet bekend,00800-12777777,Geen,20180710,20180807,ERN,20180814,20180814,2617,222,08/09/2018 12:00:00 AM,07/10/2018 12:00:00 AM,08/07/2018 12:00:00 AM,08/14/2018 12:00:00 AM,08/14/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180380,20180820,FCA Netherlands B.V.,U64,De cruise-control wordt mogelijk niet uitgeschakeld bij een optredende fout in de communicatie met de motorregeleenheid.,Motorrijtuigen en aanhangwagens - diversen,Blijven werken van de cruise-control. Het voertuig blijft de snelheid of acceleratie handhaven. Het voertuig wordt gestopt door af te remmen en de versnelling in de vrijstand te zetten.,De producent neemt maatregelen. De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. Deze zal de softwareversie van de motorregeleenheid controleren en indien nodig updaten.,(Nog) niet bekend,00800-16921692,Geen,20180601,20180814,GEM,20180821,20180821,266474,14,08/20/2018 12:00:00 AM,06/01/2018 12:00:00 AM,08/14/2018 12:00:00 AM,08/21/2018 12:00:00 AM,08/21/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180382,20180815,Mitsubishi Motor Sales Nederland B.V.,ENL-18-013-SR,De afdichting van de kogelverbinding van het ruitenwissermechaniek kan water doorlaten. Als gevolg kan in de kogelverbinding corrosie ontstaan en de verbinding losraken.,"Motorrijtuigen en aanhangwagens - carrosserie (ruiten, ruitenwissers, ruitensproeiers)",Niet werken van de ruitenwissers.,De producent neemt maatregelen. De voertuigeigenaar wordt verzocht een afspraak te maken met de merkdealer. Het ruitenwissermechaniek wordt dan vervangen.,(Nog) niet bekend,020 4056899,Geen,20180807,20180814,GEM,20180827,20180827,249652,9089,08/15/2018 12:00:00 AM,08/07/2018 12:00:00 AM,08/14/2018 12:00:00 AM,08/27/2018 12:00:00 AM,08/27/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180383,20180809,Pon's Automobielhandel B.V.,72H7,De klemveer in de hoofdsteungeleiding van beide voorstoelen zijn mogelijk onjuist gefabriceerd. Hierdoor is de hoofdsteun mogelijk onvoldoende geborgd.,Motorrijtuigen - carrosserie (beschermingsmiddelen inzittenden),Tijdens een aanrijding kan de hoofsteun loskomen van de rugleuning. Hierdoor biedt de hoofdsteun geen bescherming.,De voertuigeigenaar wordt verzocht een afspraak te maken met de merkdealer. De dealer zal de linker hoofdsteungeleiding van beide voorstoelen vervangen.,(Nog) niet bekend,0800-5557000,Geen,20180802,20180809,ERN,20180815,20180815,7612,186,08/09/2018 12:00:00 AM,08/02/2018 12:00:00 AM,08/09/2018 12:00:00 AM,08/15/2018 12:00:00 AM,08/15/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180384,20180928,BMW Nederland B.V.,0061830400,In de stekkerverbinding op de aanjagereindtrap kan wrijvingscorrosie ontstaan. Hierdoor kan in de stekkerverbinding een elektrische weerstand ontstaan.,Motorrijtuigen en aanhangwagens - elektrische installatie,De stekkerverbinding kan oververhit raken met kans op kortsluiting.,De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. De dealer zal de stekkerverbinding van de aanjagereindtrap controleren en herstellen.  Indien nodig wordt de aanjagereindtrap vervangen.,(Nog) niet bekend,0800-0992234,Geen,20180808,20180927,ERN,20180820,20180920,1035604,41470,09/28/2018 12:00:00 AM,08/08/2018 12:00:00 AM,09/27/2018 12:00:00 AM,08/20/2018 12:00:00 AM,09/20/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180385,20181022,Honda Motor Europe Ltd Netherlands Branche,3K9,De borgveer van de middenbok heeft mogelijk een onjuiste warmtebehandeling gehad. Hierdoor kan de borgveer breken.,Motorrijtuigen en aanhangwagens - diversen,De middenbok kan losraken. Dit kan een gevaar opleveren voor de opzittende van het voertuig en overige weggebruikers. Tevens kan de motor omvallen bij gebruik van de middenbok.,De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. De dealer zal bij aanwezigheid van een middenbok de borgveer vervangen.,www.honda.nl/motorcycles/owners/maintenance/recalls-and-updates.html,020-7070081,Geen,20181022,20181016,ERN,20181101,20181015,45901,595,10/22/2018 12:00:00 AM,10/22/2018 12:00:00 AM,10/16/2018 12:00:00 AM,11/01/2018 12:00:00 AM,10/15/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180387,20180821,Bockmann Fahrzeugwerke GmbH,RÜ-BÖCK-KNOTT-2018,"Een onderdeel van de reminrichting, op de remankerplaat, is verkeerd gelast. Hierdoor werkt de  remstelinrichting niet goed.",Motorrijtuigen en aanhangwagens - reminrichting,Verminderde remvertraging en een langere remweg.,De voertuigeigenaar wordt verzocht een afspraak te maken met een erkende merkdealer. De dealer zal de reminrichting inspecteren en indien nodig de remankerplaat vervangen.,www.knott.de/en/safetyaction-axle/,(Nog) niet bekend,Geen,20180531,20180821,ERN,20180830,20180831,1527,94,08/21/2018 12:00:00 AM,05/31/2018 12:00:00 AM,08/21/2018 12:00:00 AM,08/30/2018 12:00:00 AM,08/31/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180389,20181205,Mercedes-Benz Nederland B.V. (Cars),5499541,Er zit een fout in de navigatiesoftware waarbij de voertuigpositie mogelijk niet automatisch wordt aangepast.,Motorrijtuigen - carrosserie (beschermingsmiddelen inzittenden),Bij een noodoproep wordt aan de hulpdiensten een verkeerde positie van het voertuig doorgegeven.,De producent neemt maatregelen. De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. Deze zal een update van de software van het navigatiesysteem doorvoeren.,(Nog) niet bekend,00800 12 777 777,Geen,20180515,20181130,ERN,20181204,20181204,390,46,12/05/2018 12:00:00 AM,05/15/2018 12:00:00 AM,11/30/2018 12:00:00 AM,12/04/2018 12:00:00 AM,12/04/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180392,20180823,FCA Netherlands B.V.,U50,De handmatige parkeerontgrendeling kan per ongeluk worden geactiveerd.,Motorrijtuigen en aanhangwagens - reminrichting,In beweging komen van het geparkeerde voertuig.,De producent neemt maatregelen. De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. Deze zal de handmatige parkeerontgrendeling vervangen.,(Nog) niet bekend,00800-16921692,Geen,20180601,20180820,GEM,20180824,20180824,253315,14,08/23/2018 12:00:00 AM,06/01/2018 12:00:00 AM,08/20/2018 12:00:00 AM,08/24/2018 12:00:00 AM,08/24/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180396,20180820,B.V. Nimag,NIM01,De oplader voor het accupakket is mogelijk onjuist gefabriceerd. Hierdoor kan kortsluiting in de accuoplader ontstaan.,Motorrijtuigen en aanhangwagens - elektrische installatie,Het accupakket kan oververhit raken met kans op brand. Tevens kan de gebruiker tijdens het opladen een elektrische schok krijgen met kans op letsel.,De producent neemt maatregelen. De voertuigeigenaar ontvangt een antwoordkaart en wordt verzocht de antwoordkaart met de oude oplader op te sturen. De voertuigeigenaar ontvangt per ommegaande een nieuwe oplader.,(Nog) niet bekend,0345-511468,Geen,20180815,20180817,ERN,20180910,20180910,473,473,08/20/2018 12:00:00 AM,08/15/2018 12:00:00 AM,08/17/2018 12:00:00 AM,09/10/2018 12:00:00 AM,09/10/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180397,20180820,Volvo Cars Nederland B.V.,R89898,De vergrendeling van de rugleuning van de achterbank kan ontbreken.,Motorrijtuigen - carrosserie (beschermingsmiddelen inzittenden),Tijdens remmen of een botsing neerklappen van de rugleuning.,De producent neemt maatregelen. De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. Deze controleert het voertuig en indien nodig wordt de vergrendeling  gemonteerd.,(Nog) niet bekend,0345-688888,Geen,20180814,20180816,GEM,20180822,20180823,256,13,08/20/2018 12:00:00 AM,08/14/2018 12:00:00 AM,08/16/2018 12:00:00 AM,08/22/2018 12:00:00 AM,08/23/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180399,20180822,Hyundai Motor Netherlands b.v.,81C021,Door een fabricagefout kan in de koppelingsbedieningsunit lekkage ontstaan tussen het hydraulische en elektrische circuit.,Motorrijtuigen - krachtoverbrenging,Er kan brand in de motorruimte ontstaan.,De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. De dealer zal de unit controleren en indien nodig repareren of vervangen.,(Nog) niet bekend,(Nog) niet bekend,Geen,20180628,20180821,ERN,20180828,20180828,18245,1388,08/22/2018 12:00:00 AM,06/28/2018 12:00:00 AM,08/21/2018 12:00:00 AM,08/28/2018 12:00:00 AM,08/28/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180400,20180824,FCA Netherlands B.V.,U11,"De vergrendelingspen van de transmissiehendel kan vast komen te zitten in de open positie. De transmissie kan, zonder het rempedaal in te drukken en/of zonder sleutel in het contactslot, vanuit PARK naar elke versnellingspositie worden geschoven.",Motorrijtuigen en aanhangwagens - reminrichting,Een onbedoelde beweging van de auto. Dit zou tot een ongeval kunnen leiden.,De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. Deze zal de werking van de transmissiehendel controleren en indien nodig vervangen.,(Nog) niet bekend,00800-36343000,Geen,20180201,20180824,GEM,20180830,20180830,227923,17,08/24/2018 12:00:00 AM,02/01/2018 12:00:00 AM,08/24/2018 12:00:00 AM,08/30/2018 12:00:00 AM,08/30/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180403,20180827,Volvo Cars Nederland B.V.,R59899,De klinknagel van het rempedaal is mogelijk onjuist geklonken. Hierdoor kan het rempedaal aan één zijde losraken.,Motorrijtuigen en aanhangwagens - reminrichting,Het rempedaal kan uit positie raken. Hierdoor heeft het voertuig een verminderde remcapaciteit.,De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. De dealer zal het rempedaal controleren en indien nodig vervangen.,(Nog) niet bekend,03345 688888,Geen,20180821,20180823,ERN,20180830,20180831,2328,32,08/27/2018 12:00:00 AM,08/21/2018 12:00:00 AM,08/23/2018 12:00:00 AM,08/30/2018 12:00:00 AM,08/31/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180405,20181016,Honda Motor Europe Ltd Netherlands Branche,6CH,De kabelboom van het interieur in de motorruimte is mogelijk onjuist bevestigd. Hierdoor kan de kabelboom tegen de transmissiesteun aankomen waardoor de kabelboom kan doorslijten.,Motorrijtuigen en aanhangwagens - elektrische installatie,"Het ontstaan van kortsluiting. Hierdoor kunnen de ruitenwissers, achteruitrijlichten, elektrische handrem en het motormanagement uitvallen. Dit kan een gevaar opleveren voor de inzittende van het voertuig en/of overige weggebruikers.",De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. De dealer zal de kabelboom controleren. Indien nodig wordt de kabelboom juist gemonteerd en gerepareerd.,www.honda.nl/cars/owners/recalls-and-updates.html,020-7070081,Geen,20181002,20181015,ERN,20181019,20181101,29219,259,10/16/2018 12:00:00 AM,10/02/2018 12:00:00 AM,10/15/2018 12:00:00 AM,10/19/2018 12:00:00 AM,11/01/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
