OBJECTID,PUIC,NAAM,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,X,Y,Z,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT,GELDIG_VANAF,PUBLICATIEDATUM,IN_GEBRUIK,PRORAIL_GEBIED,LATITUDE,LONGITUDE,KM_GEOCODE
1667,fc455e25-89bf-49ee-992a-8a6aeb00ec67,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,553,c,553,553_c,Sittard,"22,355272",-5.506205,"-5,506205",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,188203.522,335315.14799999,50.34599999,Sittard,STD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,51.00650976,5.86026066,22.355272
1668,e7d058f2-6bd7-4442-9125-526b111a6dc8,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,553,c,553,553_c,Sittard,"22,355669",-5.470619,"-5,470619",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,188203.521,335315.54399999,50.32999999,Sittard,STD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,51.00651332,5.86026068,22.355669
1669,090c8007-e67c-42ae-93e2-6f5787a1e76f,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,553,c,553,553_c,Sittard,"22,348971",-20.221358,"-20,221358",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,188189.448,335307.55599999,50.11399999,Sittard,STD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,51.00644234,5.86005945,22.348971
1670,e8b1106c-b501-403b-86b9-07f61bedb9c7,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,553,c,553,553_c,Sittard,"22,339147",-20.282237,"-20,282237",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,188190.28899999,335297.83199999,50.115,Sittard,STD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,51.00635488,5.86007054,22.339147
1671,3e4b7751-08c0-4bf9-b5a9-0b9a873901ed,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,553,c,553,553_c,Sittard,"22,340156",-20.184234,"-20,184234",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,188190.29399999,335298.83899999,50.094,Sittard,STD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,51.00636394,5.8600707,22.340156
1672,8d0b2596-4957-4e99-8ae2-31c08bebcf11,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,553,c,553,553_c,Sittard,"22,338532",0.071366,"0,071366",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,188210.61199999,335299.10399999,50.368,Sittard,STD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,51.00636514,5.86036019,22.338532
1673,5aa696e8-5b66-41d6-9f18-051759d252b5,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,553,c,553,553_c,Sittard,"22,316568",-22.4927,"-22,492700",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,188190.16,335275.29399999,50.323,Sittard,STD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,51.00615231,5.86006662,22.316568
1674,8a62fee6-1767-4274-8ba9-b87b2433736f,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,553,c,553,553_c,Sittard,"22,315828",-22.603157,"-22,603157",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,188190.11799999,335274.55099999,50.323,Sittard,STD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,51.00614563,5.86006596,22.315828
1675,8e541bc9-4fe9-4484-a934-caaf6318fc14,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,553,c,553,553_c,Sittard,"22,301398",-25.28904,"-25,289040",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,188188.272,335260.81599999,50.396,Sittard,STD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,51.00602228,5.86003839,22.301398
1676,678caaba-eaad-4284-bb6b-e83ca829a8f1,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,553,c,553,553_c,Sittard,"22,285054",-25.729775,"-25,729775",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,188187.083,335246.609,50.6,Sittard,STD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,51.00589465,5.86002014,22.285054
1677,f5b93ef9-7997-40b1-9dd1-95e861d248b5,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,553,c,553,553_c,Sittard,"22,276762",-13.268613,"-13,268613",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,188199.07,335237.32199999,50.68999999,Sittard,STD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,51.00581048,5.86019006,22.276762
1678,7242dfc4-a3b3-47f2-b62b-4ac87d21fa2e,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,553,c,553,553_c,Sittard,"22,263143",-12.668669,"-12,668669",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,188198.91899999,335223.12,50.741,Sittard,STD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,51.00568283,5.86018661,22.263143
1679,da63912b-ec9b-4a80-9bad-c121aefd4756,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,553,c,553,553_c,Sittard,"22,245736",-29.660853,"-29,660853",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,188180.97,335206.76199999,50.72899999,Sittard,STD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,51.00553685,5.85992939,22.245736
1680,4af2c65e-0c80-4c84-a3e9-7078f5345335,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,553,c,553,553_c,Sittard,"22,232220",-20.0901,"-20,090100",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,188189.495,335192.67499999,50.74,Sittard,STD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,51.00540973,5.86004954,22.23222
1681,cd8df6a2-4b3c-4bdc-a1c8-5aea17c82b54,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,553,c,553,553_c,Sittard,"22,248252",0.235006,"0,235006",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,188210.969,335206.978,50.561,Sittard,STD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,51.00553704,5.86035679,22.248252
1682,3ecb856c-d796-4458-af71-3e0f623e5b53,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,553,c,553,553_c,Sittard,"22,229290",4.067461,"4,067461",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,188213.36199999,335187.943,50.65999999,Sittard,STD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,51.00536581,5.86038913,22.22929
1683,ceb9b70f-60ca-4866-ad89-b73e7e20b5fe,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,553,c,553,553_c,Sittard,"22,226668",4.225441,"4,225441",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,188213.32199999,335185.33899999,50.597,Sittard,STD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,51.0053424,5.86038832,22.226668
1684,4e7f638e-8531-4b29-9499-11e357b2db58,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,553,c,553,553_c,Sittard,"22,217442",0.348194,"0,348194",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,188208.761,335176.514,50.72999999,Sittard,STD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,51.00526334,5.86032253,22.217442
1685,88da50b9-9754-4a36-85fd-565d98858aad,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,553,c,553,553_c,Sittard,"22,214776",-12.875252,"-12,875252",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,188195.375,335174.884,50.786,Sittard,STD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,51.00524947,5.86013167,22.214776
1686,0422192f-c34b-42d4-8227-ab6310450196,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,553,c,553,553_c,Sittard,"22,201533",-39.40436,"-39,404360",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,188167.92499999,335163.809,50.81799999,Sittard,STD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,51.00515152,5.85973958,22.201533
1687,55051236-9f86-4f38-8611-75445a3e0bb2,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,553,c,553,553_c,Sittard,"22,198190",-12.68162,"-12,681620",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,188194.318,335158.22899999,50.80899999,Sittard,STD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,51.00509983,5.86011508,22.19819
1688,2042fd9b-4850-4bcb-a152-12d59c5b297d,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,553,c,553,553_c,Sittard,"22,197218",-12.377715,"-12,377715",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,188194.552,335157.177,50.802,Sittard,STD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,51.00509036,5.86011832,22.197218
1689,12d9d7b8-0dc2-4a18-8983-8342195ecbd6,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,553,c,553,553_c,Sittard,"22,195262",-12.482718,"-12,482718",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,188194.30799999,335155.109,50.786,Sittard,STD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,51.00507179,5.86011465,22.195262
1690,ce31fa2a-910b-4d71-b7fa-9c77112869fc,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,553,c,553,553_c,Sittard,"22,187422",-13.05485,"-13,054850",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,188193.179,335146.829,50.88,Sittard,STD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,51.00499743,5.8600978,22.187422
1691,d4722930-8c9f-40e6-81b3-69a16327688b,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,553,c,553,553_c,Sittard,"22,038962",-8.904887,"-8,904887",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,188168.048,335001.68699999,50.923,Sittard,STD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,51.00369428,5.85972642,22.038962
1692,f256f873-e471-4885-9080-0568f186703f,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,553,c,553,553_c,Sittard,"22,020212",-9.694135,"-9,694135",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,188161.87,334984.063,50.85499999,Sittard,STD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,51.00353623,5.85963678,22.020212
1693,9dc0ec2a-607f-46b3-8f0b-ba8b5a1cd449,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,553,c,553,553_c,Sittard,"21,999953",11.119365,"11,119365",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,188175.75399999,334958.211,49.41499999,Sittard,STD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,51.00330305,5.85983219,21.999953
1694,996fdec8-56ab-4490-b4b6-ab632129a550,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,553,c,553,553_c,Sittard,"21,996858",11.093634,"11,093634",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,188174.662,334955.233,49.38499999,Sittard,STD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,51.00327635,5.85981636,21.996858
1695,dcfafeb9-285e-401a-9294-135a090ae474,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,553,c,553,553_c,Sittard,"21,969693",10.885362,"10,885362",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,188165.094,334929.08899999,49.39699999,Sittard,STD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,51.00304191,5.85967765,21.969693
1696,7797bee9-af48-4fcb-8871-7996602308c5,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,553,c,553,553_c,Sittard,"21,973055",11.041502,"11,041502",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,188166.401,334932.281,49.432,Sittard,STD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,51.00307052,5.85969656,21.973055
1697,6c18a992-51fe-45ce-b2b9-5556800b85e1,,60,Bestaand,Std-Hz,Sittard - Herzogenrath (D) ,064,,64,064__,Sittard - Heerlen,"1,102382",-6.275823,"-6,275823",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,187646.19,333821.375,55.393,Sittard,STD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.99311512,5.85218511,1.102382
1698,f41299c1-e871-4667-959f-7be76f18ca2e,,60,Bestaand,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,"20,780359",7.294792,"7,294792",ProRail,Noord-Oost,NO,Baan,Wadden,420,Friesland,36,Strukton Rail,173399.53,561320.506,1.824,Sneek -Sneek Noord,SK-SKND,Vrije baan,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Noord,53.03847204,5.66151836,20.780359
1699,3a03622a-f19f-4437-b87b-a5462e292fde,,60,Bestaand,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,"20,760708",6.551573,"6,551573",ProRail,Noord-Oost,NO,Baan,Wadden,420,Friesland,36,Strukton Rail,173408.679,561337.82499999,1.865,Sneek Noord,SKND,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Noord,53.03862736,5.66165574,20.760708
1700,8fb4cbbf-1a85-44f2-891b-396604138bf5,,60,Bestaand,Swd-Rd,Sauwerd - Roodeschool ,200,,200,200__,Winsum - Roodeschool,"20,090899",-3.489485,"-3,489485",ProRail,Noord-Oost,NO,Baan,Wadden,420,Groningen,37,Strukton Rail,240028.064,603370.62399999,2.761,Usquert - Uithuizermeeden,UST-UHM,Vrije baan,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Noord,53.40983648,6.66584108,20.090899
1701,c2c617da-b777-4d33-9d44-281662b48a99,,60,Bestaand,Swd-Rd,Sauwerd - Roodeschool ,200,,200,200__,Winsum - Roodeschool,"20,090469",-3.51604,"-3,516040",ProRail,Noord-Oost,NO,Baan,Wadden,420,Groningen,37,Strukton Rail,240027.66899999,603370.50699999,2.761,Usquert - Uithuizermeeden,UST-UHM,Vrije baan,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Noord,53.40983549,6.66583511,20.090469
1702,cc4fd2a5-fddf-433c-9997-f8211807857d,,60,Bestaand,Tb-Vga,Tilburg - Vught Aansluiting ,124,a,124,124_a,Tilburg - Vught Aansl.,"7,146882",4.743014,"4,743014",ProRail,Zuid,Z,Baan,Betuwe,320,Den Bosch,21,Strukton Rail,138438.69,401746.699,12.40499999,Tilburg Industrieterrein - Vught Aansl.,TBI-VGA,Vrije baan,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.6043663,5.14814214,7.146882
1703,865c49b6-a941-49d3-9d78-e2739e210334,,60,Bestaand,Tb-Vga,Tilburg - Vught Aansluiting ,124,a,124,124_a,Tilburg - Vught Aansl.,"2,157554",-5.28239,"-5,282390",ProRail,Zuid,Z,Baan,Betuwe,320,Den Bosch,21,Strukton Rail,136036.1,397368.385,19.949,Tilburg - Tilburg Industrieterrein,TB-TBI,Vrije baan,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.56493586,5.11369866,2.157554
1704,885ab823-354c-454b-abd1-0e06840ae91e,,60,Bestaand,Dld-Brn,Den Dolder - Baarn ,091,,91,091__,Den Dolder - Baarn,"6,261892",-7.229176,"-7,229176",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,149696.407,465092.23999999,11.85,Soest,ST,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.17395247,5.30967181,6.261892
1705,3d9e4700-1c4a-4950-bdea-e6c337edbeb6,,60,Bestaand,Dld-Brn,Den Dolder - Baarn ,091,,91,091__,Den Dolder - Baarn,"7,079694",4.157296,"4,157296",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,149221.74299999,465750.033,9.162,Baarn - Soest,BRN-ST,Vrije baan,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.17985991,5.30272166,7.079694
1706,085ca1d2-d1ce-4b08-a93a-84e020649eb8,,60,Bestaand,Dld-Brn,Den Dolder - Baarn ,091,,91,091__,Den Dolder - Baarn,"6,229621",8.201567,"8,201567",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,149721.284,465066.39399999,12.37599999,Soest,ST,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.17372041,5.31003588,6.229621
1707,2f6b9f9b-45b6-429c-89c5-3062c6452666,,60,Bestaand,Dld-Brn,Den Dolder - Baarn ,091,,91,091__,Den Dolder - Baarn,"6,399642",3.838783,"3,838783",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,149651.255,465221.79399999,11.678,Soest,ST,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.17511646,5.30900971,6.399642
1708,8327c6f2-8a03-4e6e-9915-c3835cfff5f8,,60,Bestaand,Dld-Brn,Den Dolder - Baarn ,091,,91,091__,Den Dolder - Baarn,"6,261531",-7.187394,"-7,187394",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,149696.56099999,465091.90999999,11.85,Soest,ST,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.17394951,5.30967407,6.261531
1709,49b3b349-377b-4409-b812-d42d023859ec,,60,Bestaand,Dld-Brn,Den Dolder - Baarn ,091,,91,091__,Den Dolder - Baarn,"7,566269",2.749813,"2,749813",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,149038.56099999,466193.623,7.22299999,Baarn - Soest,BRN-ST,Vrije baan,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.18384491,5.30003565,7.566269
1710,ebfb984f-0194-4667-8fd9-6912068262ec,,60,Bestaand,Dld-Brn,Den Dolder - Baarn ,091,,91,091__,Den Dolder - Baarn,"5,996556",5.21593,"5,215930",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,149744.66099999,464833.635,11.762,Soest,ST,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.1716286,5.31038121,5.996556
1711,6c39734d-176d-4631-bc33-2e51567f23e0,,60,Bestaand,Dld-Brn,Den Dolder - Baarn ,091,,91,091__,Den Dolder - Baarn,"6,229225",8.187065,"8,187065",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,149721.396,465066.01199999,12.37599999,Soest,ST,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.17371697,5.31003752,6.229225
1712,0aa9fe4f-3e1b-49df-8094-a6e7df547bf9,,60,Bestaand,Dld-Brn,Den Dolder - Baarn ,091,,91,091__,Den Dolder - Baarn,"5,745815",4.283576,"4,283576",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,149666.638,464595.096,11.11999999,Soest - Den Dolder,ST-DLD,Vrije baan,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.16948388,5.30924439,5.745815
1713,1a6ece65-6d1d-447d-b712-ed483a4b0e15,,60,Bestaand,Dld-Brn,Den Dolder - Baarn ,091,,91,091__,Den Dolder - Baarn,"7,079317",4.090173,"4,090173",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,149221.88699999,465749.673,9.162,Baarn - Soest,BRN-ST,Vrije baan,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.17985667,5.30272377,7.079317
1714,052e509e-32f4-42dc-ad2e-76d93340e94e,,60,Bestaand,Dld-Brn,Den Dolder - Baarn ,091,,91,091__,Den Dolder - Baarn,"5,996948",5.220665,"5,220665",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,149744.719,464834.01799999,11.762,Soest,ST,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.17163205,5.31038205,5.996948
1715,07f1bebd-086d-4974-aacb-9fdbe6f98d90,,60,Bestaand,Dld-Brn,Den Dolder - Baarn ,091,,91,091__,Den Dolder - Baarn,"7,565860",2.751556,"2,751556",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,149038.552,466193.21999999,7.28099999,Baarn - Soest,BRN-ST,Vrije baan,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.18384129,5.30003552,7.56586
1716,c4b56623-72d3-4571-9e0b-c3607e73a6eb,,60,Bestaand,Dld-Brn,Den Dolder - Baarn ,091,,91,091__,Den Dolder - Baarn,"8,000218",3.459173,"3,459173",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,149156.86499999,466609.33199999,6.548,Baarn - Soest,BRN-ST,Vrije baan,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.18758253,5.30175836,8.000218
1717,4ea6ecbf-690c-4a86-a932-f3c22c9ea677,,60,Bestaand,Dld-Brn,Den Dolder - Baarn ,091,,91,091__,Den Dolder - Baarn,"7,759152",3.74169,"3,741690",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,149075.454,466380.455,7.014,Baarn - Soest,BRN-ST,Vrije baan,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.18552454,5.30057185,7.759152
1718,d52291ce-3bae-4cab-8506-b7761d62d9aa,,60,Bestaand,Dld-Brn,Den Dolder - Baarn ,091,,91,091__,Den Dolder - Baarn,"5,745429",4.294636,"4,294636",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,149666.448,464594.76699999,11.183,Soest - Den Dolder,ST-DLD,Vrije baan,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.16948092,5.30924162,5.745429
1719,a28a317a-3c1a-42b0-9b8a-d854beb22d3a,,60,Bestaand,Dld-Brn,Den Dolder - Baarn ,091,,91,091__,Den Dolder - Baarn,"7,758771",3.77395,"3,773950",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,149075.355,466380.087,7.06799999,Baarn - Soest,BRN-ST,Vrije baan,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.18552123,5.30057041,7.758771
1720,8addbb20-060a-41ed-97db-d28d618336d6,,60,Bestaand,Dld-Brn,Den Dolder - Baarn ,091,,91,091__,Den Dolder - Baarn,"8,000000",3.459187,"3,459187",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,149156.829,466608.944,6.548,Baarn - Soest,BRN-ST,Vrije baan,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.18757904,5.30175784,8
1721,3489f346-9d4a-427a-a9f7-e71edd80cb91,,60,Bestaand,Dld-Brn,Den Dolder - Baarn ,091,,91,091__,Den Dolder - Baarn,"6,399254",3.895572,"3,895572",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,149651.475,465221.471,11.602,Soest,ST,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.17511356,5.30901293,6.399254
1722,85ce3e24-54bc-4a7b-b407-017768f8b4a2,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,519,a,519,519_a,Roermond,"46,933148",-12.385518,"-12,385518",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,197643.446,356667.83,27.68199999,Roermond,RM,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,51.19780808,5.9972891,46.933148
1723,c3b131ba-4b85-4b0b-b01b-9d7b67129cb5,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,519,a,519,519_a,Roermond,"46,605081",-5.778166,"-5,778166",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,197525.00899999,356365.025,28.60399999,Roermond,RM,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,51.19509525,5.99555864,46.605081
1724,2e9c096d-0a8c-4148-8341-4c339d33c681,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,060,,60,060__,Roermond - Venlo,"68,503140",5.091355,"5,091355",ProRail,Zuid,Z,Baan,De Peel,300,Venlo,27,ASSET Rail,209867.333,374128.70699999,23.568,Venlo - Tegelen,VL-TG,Vrije baan,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,51.35369786,6.1748563,68.50314
1725,c3f29e16-fd3c-4755-83ca-3b9ad613d9ee,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,060,,60,060__,Roermond - Venlo,"58,117053",10.30237,"10,302370",ProRail,Zuid,Z,Baan,De Peel,300,Venlo,27,ASSET Rail,203307.872,366203.222,26.035,Reuver,RV,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,51.28306085,6.07961774,58.117053
