FID,diepte_org,diepte_cm,typering,opmerking,se_anno_cad_data,gdb_geomattr_data,shape
dieptepunten_1935.59,41,-410,dieptepunt, ,,,POINT (175399.67559999973 520973.7188999988)
dieptepunten_1935.60,41,-410,dieptepunt, ,,,POINT (175439.42830000073 522673.16099999845)
dieptepunten_1935.61,41,-410,dieptepunt, ,,,POINT (172507.6425999999 524342.7884000018)
dieptepunten_1935.62,41,-410,dieptepunt, ,,,POINT (173531.2831000015 524780.0713)
dieptepunten_1935.63,40,-400,dieptepunt, ,,,POINT (175300.2928000018 524790.0097000003)
dieptepunten_1935.64,42,-420,dieptepunt, ,,,POINT (168283.88369999826 525863.3414000012)
dieptepunten_1935.65,42,-420,dieptepunt, ,,,POINT (169208.1414999999 525078.2190999985)
dieptepunten_1935.66,39,-390,dieptepunt, ,,,POINT (169059.06760000065 523080.62959999964)
dieptepunten_1935.67,38,-380,dieptepunt, ,,,POINT (169019.31439999864 522365.0753000006)
dieptepunten_1935.68,48,-480,dieptepunt, ,,,POINT (167826.72349999845 521251.9904000014)
dieptepunten_1935.69,40,-400,dieptepunt, ,,,POINT (168353.45120000094 522981.2468000017)
dieptepunten_1935.70,41,-410,dieptepunt, ,,,POINT (168154.68609999865 523945.25780000165)
dieptepunten_1935.71,41,-410,dieptepunt, ,,,POINT (167419.25499999896 523716.6779999994)
dieptepunten_1935.72,43,-430,dieptepunt, ,,,POINT (167449.06980000064 525197.4781999998)
dieptepunten_1935.73,41,-410,dieptepunt, ,,,POINT (167290.05790000036 522772.5438000001)
dieptepunten_1935.74,44,-440,dieptepunt, ,,,POINT (167442.31489999965 530158.2989999987)
dieptepunten_1935.75,44,-440,dieptepunt, ,,,POINT (168269.6746999994 530107.9862999991)
dieptepunten_1935.76,42,-420,dieptepunt, ,,,POINT (170231.85940000042 530113.5767999999)
dieptepunten_1935.77,44,-440,dieptepunt, ,,,POINT (167475.85660000145 528497.9890000001)
dieptepunten_1935.78,44,-440,dieptepunt, ,,,POINT (167492.627700001 526904.7622000016)
dieptepunten_1935.79,44,-440,dieptepunt, ,,,POINT (168325.5773999989 528039.5866999999)
dieptepunten_1935.80,43,-430,dieptepunt, ,,,POINT (169488.35350000113 527066.8797999993)
dieptepunten_1935.81,44,-440,dieptepunt, ,,,POINT (169421.2701999992 529124.0989000015)
dieptepunten_1935.82,43,-430,dieptepunt, ,,,POINT (170265.40100000054 528106.6699000001)
dieptepunten_1935.83,42,-420,dieptepunt, ,,,POINT (171282.8299999982 528676.877700001)
dieptepunten_1935.84,42,-420,dieptepunt, ,,,POINT (171243.69839999825 527379.9351000004)
dieptepunten_1935.85,40,-400,dieptepunt, ,,,POINT (172272.30790000036 530639.061900001)
dieptepunten_1935.86,40,-400,dieptepunt, ,,,POINT (172255.53680000082 528827.8147)
dieptepunten_1935.87,39,-390,dieptepunt, ,,,POINT (173843.1735999994 529392.432)
dieptepunten_1935.88,36,-360,dieptepunt, ,,,POINT (175548.20580000058 530068.8546000011)
dieptepunten_1935.89,39,-390,dieptepunt, ,,,POINT (175497.89310000092 528693.6482000016)
dieptepunten_1935.90,40,-400,dieptepunt, ,,,POINT (173697.82649999857 528112.260400001)
dieptepunten_1935.91,40,-400,dieptepunt, ,,,POINT (173748.13870000094 526664.3801999986)
dieptepunten_1935.92,40,-400,dieptepunt, ,,,POINT (175727.09450000152 526882.4010999985)
dieptepunten_1935.93,43,-430,dieptepunt, ,,,POINT (170224.40569999814 531976.9998000003)
dieptepunten_1935.94,39,-390,dieptepunt, ,,,POINT (171856.76460000128 531969.5461000018)
dieptepunten_1935.95,37,-370,dieptepunt, ,,,POINT (172915.18890000135 532662.7397999987)
dieptepunten_1935.96,37,-370,dieptepunt, ,,,POINT (174391.0196999982 532349.6845999993)
dieptepunten_1935.97,37,-370,dieptepunt, ,,,POINT (175844.4899000004 532655.2861000001)
dieptepunten_1935.98,38,-380,dieptepunt, ,,,POINT (175658.1475000009 531485.056400001)
dieptepunten_1935.99,38,-380,dieptepunt, ,,,POINT (173899.0762999989 530911.1218000017)
dieptepunten_1935.100,37,-370,dieptepunt, ,,,POINT (177044.53449999914 531328.5287000015)
dieptepunten_1935.101,36,-360,dieptepunt, ,,,POINT (178803.6061999984 531440.3341999985)
dieptepunten_1935.102,35,-350,dieptepunt, ,,,POINT (182090.68459999934 531723.5745999999)
dieptepunten_1935.103,53,-530,dieptepunt, ,,,POINT (159062.1088999994 529389.5857999995)
dieptepunten_1935.104,56,-560,dieptepunt, ,,,POINT (159400.4001000002 531540.1510999985)
dieptepunten_1935.105,53,-530,dieptepunt, ,,,POINT (159605.79140000045 529939.3088999987)
dieptepunten_1935.106,53,-530,dieptepunt, ,,,POINT (160258.2100000009 530585.686900001)
dieptepunten_1935.107,51,-510,dieptepunt, ,,,POINT (160741.48319999874 531062.9189999998)
dieptepunten_1935.108,53,-530,dieptepunt, ,,,POINT (161236.83810000122 531564.3150000013)
dieptepunten_1935.109,46,-460,dieptepunt, ,,,POINT (162904.13080000132 532150.2835999988)
dieptepunten_1935.110,46,-460,dieptepunt, ,,,POINT (162185.26179999858 532754.375)
dieptepunten_1935.111,48,-480,dieptepunt, ,,,POINT (163405.5262000002 532706.0478000008)
dieptepunten_1935.112,50,-500,dieptepunt, ,,,POINT (162372.5298999995 531576.3966000006)
dieptepunten_1935.113,53,-530,dieptepunt, ,,,POINT (163012.86679999903 531334.7602999993)
dieptepunten_1935.114,55,-550,dieptepunt, ,,,POINT (160844.17859999835 530011.799899999)
dieptepunten_1935.115,48,-480,dieptepunt, ,,,POINT (161001.24230000004 528616.3484999985)
dieptepunten_1935.116,49,-490,dieptepunt, ,,,POINT (162281.9166000001 528513.6530999988)
dieptepunten_1935.117,52,-520,dieptepunt, ,,,POINT (162300.03880000114 529776.2041000016)
dieptepunten_1935.118,52,-520,dieptepunt, ,,,POINT (163755.8995999992 529015.0491000004)
dieptepunten_1935.119,48,-480,dieptepunt, ,,,POINT (163858.5949999988 530144.7003000006)
dieptepunten_1935.120,48,-480,dieptepunt, ,,,POINT (165200.88599999994 527789.3476999998)
dieptepunten_1935.121,48,-480,dieptepunt, ,,,POINT (164427.64919999987 528151.8022000007)
dieptepunten_1935.122,45,-450,dieptepunt, ,,,POINT (165158.5998999998 529637.8674000017)
dieptepunten_1935.123,44,-440,dieptepunt, ,,,POINT (166070.77809999883 529655.9901)
dieptepunten_1935.124,45,-450,dieptepunt, ,,,POINT (166354.70050000027 530767.5179999992)
dieptepunten_1935.125,46,-460,dieptepunt, ,,,POINT (165146.5177000016 531178.3002999984)
dieptepunten_1935.126,50,-500,dieptepunt, ,,,POINT (163883.96669999883 531009.1548999995)
dieptepunten_1935.127,48,-480,dieptepunt, ,,,POINT (163998.74430000037 532066.3145999983)
dieptepunten_1935.128,44,-440,dieptepunt, ,,,POINT (165104.83579999954 535789.3302999996)
dieptepunten_1935.129,49,-490,dieptepunt, ,,,POINT (163558.36129999906 534140.1609000005)
dieptepunten_1935.130,46,-460,dieptepunt, ,,,POINT (162748.87900000066 533536.0689999983)
dieptepunten_1935.131,47,-470,dieptepunt, ,,,POINT (165092.75360000134 533759.5830999985)
dieptepunten_1935.132,47,-470,dieptepunt, ,,,POINT (165141.0813000016 532708.4640000015)
dieptepunten_1935.133,46,-460,dieptepunt, ,,,POINT (166385.5095999986 532448.7049000002)
dieptepunten_1935.134,44,-440,dieptepunt, ,,,POINT (157975.34840000048 533317.3880999982)
dieptepunten_1935.135,43,-430,dieptepunt, ,,,POINT (157812.24419999868 533879.1933999993)
dieptepunten_1935.136,41,-410,dieptepunt, ,,,POINT (158216.98530000076 534302.0573000014)
dieptepunten_1935.137,37,-370,dieptepunt, ,,,POINT (159098.95850000158 534622.2258000001)
dieptepunten_1935.138,45,-450,dieptepunt, ,,,POINT (160675.6374000013 533196.5700000003)
dieptepunten_1935.139,43,-430,dieptepunt, ,,,POINT (160464.20549999923 534326.2206000015)
dieptepunten_1935.140,47,-470,dieptepunt, ,,,POINT (161696.55160000175 534302.0573000014)
dieptepunten_1935.141,44,-440,dieptepunt, ,,,POINT (161104.54239999875 534894.0670000017)
dieptepunten_1935.142,43,-430,dieptepunt, ,,,POINT (163285.31219999865 536072.0449000001)
dieptepunten_1935.143,43,-430,dieptepunt, ,,,POINT (161793.20650000125 535697.508200001)
dieptepunten_1935.144,41,-410,dieptepunt, ,,,POINT (162530.1977000013 536500.9499000013)
dieptepunten_1935.145,41,-410,dieptepunt, ,,,POINT (160548.77820000052 536319.7223000005)
dieptepunten_1935.146,37,-370,dieptepunt, ,,,POINT (159358.71810000017 535486.0762999989)
dieptepunten_1935.147,35,-350,dieptepunt, ,,,POINT (159237.89950000122 535993.5133000016)
dieptepunten_1935.148,35,-350,dieptepunt, ,,,POINT (158162.6169999987 536337.8451000005)
dieptepunten_1935.149,50,-500,dieptepunt, ,,,POINT (158621.7263999991 536953.4893000014)
dieptepunten_1935.150,39,-390,dieptepunt, ,,,POINT (160959.5604000017 537521.3350999989)
dieptepunten_1935.151,39,-390,dieptepunt, ,,,POINT (161618.01999999955 537237.4122000001)
dieptepunten_1935.152,40,-400,dieptepunt, ,,,POINT (157503.55319999903 534363.1451000012)
dieptepunten_1935.153,41,-410,dieptepunt, ,,,POINT (157231.71189999953 533348.2714999989)
dieptepunten_1935.154,35,-350,dieptepunt, ,,,POINT (180398.6961000003 531157.0936999992)
dieptepunten_1935.155,34,-340,dieptepunt, ,,,POINT (181509.29630000144 530270.1044000015)
dieptepunten_1935.156,34,-340,dieptepunt, ,,,POINT (182701.88720000163 528652.6528999992)
dieptepunten_1935.157,35,-350,dieptepunt, ,,,POINT (180726.65879999846 529405.4761999995)
dieptepunten_1935.158,36,-360,dieptepunt, ,,,POINT (178848.32789999992 529807.9752999991)
dieptepunten_1935.159,37,-370,dieptepunt, ,,,POINT (176940.1827000007 529584.3643999994)
dieptepunten_1935.160,37,-370,dieptepunt, ,,,POINT (177782.4499000013 528585.569600001)
dieptepunten_1935.161,37,-370,dieptepunt, ,,,POINT (178818.51359999925 528458.8572999984)
dieptepunten_1935.162,39,-390,dieptepunt, ,,,POINT (177029.6270999983 526535.8042000011)
dieptepunten_1935.163,36,-360,dieptepunt, ,,,POINT (178915.41110000014 527206.6369000003)
dieptepunten_1935.164,35,-350,dieptepunt, ,,,POINT (180801.19570000097 528086.1724999994)
dieptepunten_1935.165,35,-350,dieptepunt, ,,,POINT (182098.13830000162 527228.9979999997)
dieptepunten_1935.166,34,-340,dieptepunt, ,,,POINT (183007.4886999987 530255.1970000006)
dieptepunten_1935.167,33,-330,dieptepunt, ,,,POINT (184520.58799999952 528600.4770000018)
dieptepunten_1935.168,34,-340,dieptepunt, ,,,POINT (183454.7100000009 526632.7023000009)
dieptepunten_1935.169,32,-320,dieptepunt, ,,,POINT (186249.84490000084 528511.0326999985)
dieptepunten_1935.170,33,-330,dieptepunt, ,,,POINT (185154.15210000053 530180.6601000018)
dieptepunten_1935.171,28,-280,dieptepunt, ,,,POINT (187241.1860000007 530687.5113999993)
dieptepunten_1935.172,32,-320,dieptepunt, ,,,POINT (186704.52039999887 529688.7160999998)
dieptepunten_1935.173,13,-130,dieptepunt, ,,,POINT (188873.5449000001 530404.2708999999)
dieptepunten_1935.174,27,-270,dieptepunt, ,,,POINT (188239.9807999991 529927.2344000004)
dieptepunten_1935.175,29,-290,dieptepunt, ,,,POINT (188262.34180000052 528369.4129999988)
dieptepunten_1935.176,28,-280,dieptepunt, ,,,POINT (189149.3311999999 528481.2179000005)
dieptepunten_1935.177,13,-130,dieptepunt, ,,,POINT (190289.74610000104 528637.7454999983)
dieptepunten_1935.178,24,-240,dieptepunt, ,,,POINT (190222.6629000008 528019.0892000012)
dieptepunten_1935.179,28,-280,dieptepunt, ,,,POINT (189372.94200000167 527750.7562000006)
dieptepunten_1935.180,28,-280,dieptepunt, ,,,POINT (181076.98200000077 535465.3280000016)
dieptepunten_1935.181,28,-280,dieptepunt, ,,,POINT (181867.0736999996 534526.1627999991)
dieptepunten_1935.182,33,-330,dieptepunt, ,,,POINT (181360.22239999846 533683.8955999985)
dieptepunten_1935.183,32,-320,dieptepunt, ,,,POINT (182448.4615000002 532670.193500001)
dieptepunten_1935.184,28,-280,dieptepunt, ,,,POINT (183611.2375999987 532796.9063000008)
dieptepunten_1935.185,28,-280,dieptepunt, ,,,POINT (184550.4028000012 532476.3973999992)
dieptepunten_1935.186,13,-130,dieptepunt, ,,,POINT (186398.9189000018 532215.5179999992)
dieptepunten_1935.187,32,-320,dieptepunt, ,,,POINT (184654.75450000167 531447.7879000008)
dieptepunten_1935.188,29,-290,dieptepunt, ,,,POINT (186048.59519999847 531403.0656999983)
dieptepunten_1935.189,13,-130,dieptepunt, ,,,POINT (187494.61169999838 531276.3528999984)
dieptepunten_1935.190,34,-340,dieptepunt, ,,,POINT (175024.5839000009 537172.2237999998)
dieptepunten_1935.191,34,-340,dieptepunt, ,,,POINT (176001.0174999982 536531.2060000002)
dieptepunten_1935.192,34,-340,dieptepunt, ,,,POINT (177238.33060000092 536598.2892999984)
dieptepunten_1935.193,33,-330,dieptepunt, ,,,POINT (178438.3751000017 536397.0395000018)
dieptepunten_1935.194,27,-270,dieptepunt, ,,,POINT (179720.4103000015 536829.3537999988)
dieptepunten_1935.195,14,-140,dieptepunt, ,,,POINT (181419.85200000182 536657.9188000001)
dieptepunten_1935.196,35,-350,dieptepunt, ,,,POINT (175755.04560000077 535666.5777999982)
dieptepunten_1935.197,36,-360,dieptepunt, ,,,POINT (174853.14889999852 533378.2941000015)
dieptepunten_1935.198,36,-360,dieptepunt, ,,,POINT (176791.10880000144 535070.2826000005)
dieptepunten_1935.199,35,-350,dieptepunt, ,,,POINT (178050.78290000185 533870.2380000018)
dieptepunten_1935.200,33,-330,dieptepunt, ,,,POINT (180294.34439999983 534801.9494999982)
dieptepunten_1935.201,34,-340,dieptepunt, ,,,POINT (179735.31769999862 533683.8955999985)
dieptepunten_1935.202,35,-350,dieptepunt, ,,,POINT (180309.25180000067 532543.4807000011)
dieptepunten_1935.203,36,-360,dieptepunt, ,,,POINT (177432.12669999897 532752.1842)
dieptepunten_1935.204,7,-70,dieptepunt, ,,,POINT (168398.2512000017 538528.7960000001)
dieptepunten_1935.205,51,-510,dieptepunt, ,,,POINT (156102.06120000035 534248.3674999997)
dieptepunten_1935.206,34,-340,dieptepunt, ,,,POINT (156893.42069999874 535039.7274999991)
dieptepunten_1935.207,42,-420,dieptepunt, ,,,POINT (156313.49320000038 536507.6693000011)
dieptepunten_1935.208,46,-460,dieptepunt, ,,,POINT (154899.91899999976 536610.3652999997)
dieptepunten_1935.209,35,-350,dieptepunt, ,,,POINT (153166.17689999938 536694.938000001)
dieptepunten_1935.210,34,-340,dieptepunt, ,,,POINT (154023.98640000075 535698.1871000007)
dieptepunten_1935.211,53,-530,dieptepunt, ,,,POINT (155135.51480000094 535311.5687000006)
dieptepunten_1935.212,66,-660,dieptepunt, ,,,POINT (153196.3814000003 534743.7228000015)
dieptepunten_1935.213,81,-810,dieptepunt, ,,,POINT (154344.15529999882 534381.2677999996)
dieptepunten_1935.214,58,-580,dieptepunt, ,,,POINT (153806.5137999989 533825.5036000013)
dieptepunten_1935.215,71,-710,dieptepunt, ,,,POINT (153311.15850000083 533583.8671999983)
dieptepunten_1935.216,45,-450,dieptepunt, ,,,POINT (155014.6966000013 533118.7168000005)
dieptepunten_1935.217,34,-340,dieptepunt, ,,,POINT (152918.499499999 532798.5483000018)
dieptepunten_1935.218,76,-760,dieptepunt, ,,,POINT (151038.56659999862 534847.6261)
dieptepunten_1935.219,66,-660,dieptepunt, ,,,POINT (151262.08069999889 535040.935800001)
dieptepunten_1935.220,46,-460,dieptepunt, ,,,POINT (151552.04470000044 533850.8757000007)
dieptepunten_1935.221,43,-430,dieptepunt, ,,,POINT (151950.74480000138 533482.3795999996)
dieptepunten_1935.222,93,-930,dieptepunt, ,,,POINT (151008.3621999994 532654.7745999992)
dieptepunten_1935.223,88,-880,dieptepunt, ,,,POINT (150657.9893000014 532274.196800001)
dieptepunten_1935.224,101,-1010,dieptepunt, ,,,POINT (149999.52969999984 532461.4653999992)
dieptepunten_1935.225,88,-880,dieptepunt, ,,,POINT (149268.5789999999 533234.7021999992)
dieptepunten_1935.226,56,-560,dieptepunt, ,,,POINT (148706.77369999886 531591.5738999993)
dieptepunten_1935.227,68,-680,dieptepunt, ,,,POINT (152204.46330000088 534515.3759999983)
dieptepunten_1935.228,51,-510,dieptepunt, ,,,POINT (150688.19370000064 534473.0898999982)
dieptepunten_1935.229,63,-630,dieptepunt, ,,,POINT (150023.69299999997 535729.5998000018)
dieptepunten_1935.230,54,-540,dieptepunt, ,,,POINT (149866.62929999828 535361.1042000018)
dieptepunten_1935.231,91,-910,dieptepunt, ,,,POINT (149117.55590000004 534998.6491999999)
dieptepunten_1935.232,98,-980,dieptepunt, ,,,POINT (148356.40080000088 534297.9028999992)
dieptepunten_1935.233,58,-580,dieptepunt, ,,,POINT (149253.4765000008 531289.5276000015)
dieptepunten_1935.234,46,-460,dieptepunt, ,,,POINT (147936.5571999997 532050.6832000017)
dieptepunten_1935.235,36,-360,dieptepunt, ,,,POINT (146498.81980000064 532570.2019999996)
dieptepunten_1935.236,37,-370,dieptepunt, ,,,POINT (146752.53830000013 532974.9431000017)
dieptepunten_1935.237,27,-270,dieptepunt, ,,,POINT (145864.5240000002 532775.5927999988)
dieptepunten_1935.238,18,-180,dieptepunt, ,,,POINT (145659.13259999827 533560.9116999991)
dieptepunten_1935.239,33,-330,dieptepunt, ,,,POINT (146118.2419999987 533995.8572000004)
dieptepunten_1935.240,23,-230,dieptepunt, ,,,POINT (145272.51419999823 534382.4761000015)
dieptepunten_1935.241,93,-930,dieptepunt, ,,,POINT (147054.58399999887 534950.3220000006)
dieptepunten_1935.242,91,-910,dieptepunt, ,,,POINT (146371.96049999818 535794.8348000012)
dieptepunten_1935.243,86,-860,dieptepunt, ,,,POINT (143803.36400000006 530306.0601000004)
dieptepunten_1935.244,73,-730,dieptepunt, ,,,POINT (144479.94640000165 530988.683600001)
dieptepunten_1935.245,63,-630,dieptepunt, ,,,POINT (142909.30860000104 530958.4787000008)
dieptepunten_1935.246,53,-530,dieptepunt, ,,,POINT (140873.5203000009 532148.5386999995)
dieptepunten_1935.247,58,-580,dieptepunt, ,,,POINT (140843.31590000167 533749.381000001)
dieptepunten_1935.248,61,-610,dieptepunt, ,,,POINT (141864.23059999943 533241.9444000013)
dieptepunten_1935.249,61,-610,dieptepunt, ,,,POINT (142655.59010000154 532396.2162000015)
dieptepunten_1935.250,68,-680,dieptepunt, ,,,POINT (143755.0362999998 531834.4114000015)
dieptepunten_1935.251,81,-810,dieptepunt, ,,,POINT (145120.28330000117 531471.9563000016)
dieptepunten_1935.252,46,-460,dieptepunt, ,,,POINT (143036.16789999977 534148.0815000013)
dieptepunten_1935.253,41,-410,dieptepunt, ,,,POINT (144147.69579999894 533634.6039000005)
dieptepunten_1935.254,52,-520,dieptepunt, ,,,POINT (138044.56060000136 533556.6759000011)
dieptepunten_1935.255,55,-550,dieptepunt, ,,,POINT (137374.0186999999 532735.1114999987)
dieptepunten_1935.256,13,-130,dieptepunt, ,,,POINT (167965.93679999933 538021.944699999)
dieptepunten_1935.257,31,-310,dieptepunt, ,,,POINT (169851.72089999914 538461.7126999982)
dieptepunten_1935.258,33,-330,dieptepunt, ,,,POINT (169598.29569999874 537910.1391999982)
dieptepunten_1935.259,10,-100,dieptepunt, ,,,POINT (168428.06599999964 537835.6022999994)
dieptepunten_1935.260,30,-300,dieptepunt, ,,,POINT (170679.0811999999 538342.4536000006)
dieptepunten_1935.261,33,-330,dieptepunt, ,,,POINT (172058.0139000006 538208.2870999984)
dieptepunten_1935.262,34,-340,dieptepunt, ,,,POINT (173690.3728 538282.824000001)
dieptepunten_1935.263,33,-330,dieptepunt, ,,,POINT (174689.1675999984 538051.7595000006)
dieptepunten_1935.264,34,-340,dieptepunt, ,,,POINT (172982.27219999954 537261.6682000011)
dieptepunten_1935.265,34,-340,dieptepunt, ,,,POINT (174040.6964999996 536561.0207999982)
dieptepunten_1935.266,34,-340,dieptepunt, ,,,POINT (172192.18039999902 536121.2531999983)
dieptepunten_1935.267,34,-340,dieptepunt, ,,,POINT (170686.53489999846 537000.7888000011)
dieptepunten_1935.268,39,-390,dieptepunt, ,,,POINT (169523.75879999995 537023.1499000005)
dieptepunten_1935.269,37,-370,dieptepunt, ,,,POINT (169903.89680000022 536083.9847000018)
dieptepunten_1935.270,39,-390,dieptepunt, ,,,POINT (168860.3797999993 534488.8942999989)
dieptepunten_1935.271,43,-430,dieptepunt, ,,,POINT (168122.46449999884 534108.7562999986)
dieptepunten_1935.272,44,-440,dieptepunt, ,,,POINT (169165.9814000018 533080.1462999992)
dieptepunten_1935.273,38,-380,dieptepunt, ,,,POINT (169963.52629999816 534123.6636999995)
dieptepunten_1935.274,39,-390,dieptepunt, ,,,POINT (170075.33179999888 535115.0047999993)
dieptepunten_1935.275,35,-350,dieptepunt, ,,,POINT (173325.14169999957 535144.819600001)
dieptepunten_1935.276,35,-350,dieptepunt, ,,,POINT (174391.0196999982 535465.3280000016)
dieptepunten_1935.277,36,-360,dieptepunt, ,,,POINT (172117.64350000024 534093.8489000015)
dieptepunten_1935.278,38,-380,dieptepunt, ,,,POINT (171051.76539999992 533728.617800001)
dieptepunten_1935.279,36,-360,dieptepunt, ,,,POINT (172505.23570000008 533393.2014999986)
dieptepunten_1935.280,7,-70,dieptepunt, ,,,POINT (167205.66039999947 537880.3244999982)
dieptepunten_1935.281,44,-440,dieptepunt, ,,,POINT (166236.68039999902 535912.5496999994)
dieptepunten_1935.282,43,-430,dieptepunt, ,,,POINT (167175.8456000015 536546.1134000011)
dieptepunten_1935.283,44,-440,dieptepunt, ,,,POINT (167280.19729999825 535323.7076999992)
dieptepunten_1935.284,45,-450,dieptepunt, ,,,POINT (166244.1341000013 534861.5791000016)
