OBJECTID,PUIC,REF_WISSEL_KRUISING_PUIC,NAAM,HOEKVERHOUDING,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_T,OFFSET,OFFSET_T,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,OPC_GEBIED_NAAM,OPC_GEBIED_NR,TECHNIEKVELD,PGO_GEBIED_NAAM,BEHEERDER,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT,X,Y,Z,REF_WISSEL_KRUISING_NAAM,PGO_GEBIED_NR,GELDIG_VANAF,PUBLICATIEDATUM,PCA,IN_GEBRUIK,PRORAIL_GEBIED,LATITUDE,LONGITUDE,KM_GEOCODE
833,d8439aee-c19b-4978-b833-827fe8dcb893,caa12a0e-86d6-4396-a7cb-ca6892626770,K131B,01:09:00,60,Bestaand,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"80,753768",-28.619548,"-28,619548",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Centraal,ASD,PPLG,121834.606,488054.31199999,5.59799999,K131B,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.37935275,4.90012032,80.753768
834,3bdeb4b5-a5e8-49f0-9afe-de62468988ea,753d4035-3320-44ec-bed8-ccbb83170399,1057Ba,01:09:00,60,Bestaand,544,b,544,544_b,Breda,Rsd-Bd,Roosendaal - Breda ,"23,229379",0.009207,"0,009207",Zuid,Z,Breda,20,Baan,Brabant,ProRail,Breda,BD,PPLG,112141.076,400698.036,5.732,1057Ba,330,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-West,51.59354966,4.76868529,23.229379
835,8a33a917-215a-4c7a-8c64-12847e30ae23,80ce98bc-07a5-4f01-85b4-65a0bd5b369d,3237Aa,01:09:00,283,Bestaand,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,"34,132187",-15.179904,"-15,179904",Randstad Zuid,RZ,Kijfhoek,99,Baan,Zee-Zevenaar,ProRail,Kijfhoek,KFH,PPLG,101305.575,426788.16499999,-0.405,3237Aa,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.82711116,4.6082974,34.132187
836,c3b0a34e-f4cf-4b13-8f03-a516c9d2a9a7,b1fe9e25-835b-46be-be47-7e62169a904b,K1113,01:09:00,120,Bestaand,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,"0,683421",-23.819976,"-23,819976",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Maasvlakte West",MVTW,PPLG,61774.493,439011.168,5.18299999,K1113,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.93174422,4.03166295,0.683421
837,79a20df3-8373-4138-a2e6-7505aec06954,d37a4bd8-8272-4c13-900d-abd7c5a4b054,K851,01:09:00,60,Bestaand,508,,508,508__,Arnhem,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"91,020732",-36.562787,"-36,562787",Noord-Oost,NO,Achterhoek,30,Baan,Gelre,ProRail,Arnhem Berg,AHB,NCBG,189439.048,444376.76699999,28.587,K851,400,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Oost,51.98671666,5.88855764,91.020732
838,f29896c3-ec64-49ef-a843-dd57d226cfa0,434c490b-911a-4d80-b890-229645057afa,K1121,01:09:00,60,Bestaand,534,b,534,534_b,Leiden Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"46,491563",-1.356446,"-1,356446",Randstad Zuid,RZ,Leiden,1,Baan,Rijn en Gouwe,ProRail,Leiden Centraal,LEDN,PPLG,92490.587,463962.378,5.397,K1121,100,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,BAM Rail,Ja,Zuid-Holland Noord,52.16028669,4.47365804,46.491563
839,df24fa6c-166f-4b47-9be6-100043507e8e,06df2bca-571b-4b0e-a1d4-4e74378e69dd,K75,01:09:00,60,Bestaand,620,,620,620__,Alkmaar,Hdr-Zd,Den Helder - Zaandam ,"42,235705",3.699571,"3,699571",Randstad Noord,RN,Alkmaar,7,Baan,Hollands Noorderkwartier,ProRail,Alkmaar,AMR,PPLG,110940.221,516835.646,2.442,K75,210,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Noord-West,52.63724021,4.73632823,42.235705
840,f1774ee8-5b5a-4c9d-a065-315f22f0279d,1e89c1d2-6a58-43bb-bfbb-494f1b55c4e8,K1751,01:09:00,283,Bestaand,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,"35,554085",-6.295804,"-6,295804",Randstad Zuid,RZ,Kijfhoek,99,Baan,Zee-Zevenaar,ProRail,Kijfhoek Heuvelsporen,KFH_Heuvel,NCBG,100127.08,427598.444,3.117,K1751,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.8342789,4.59107485,35.554085
841,37dbb413-4dbd-4ed8-ad20-771f00a33074,36db80e8-269d-4f50-875c-092d59b0a11e,3593Aa,01:09:00,283,Bestaand,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,"35,792424",8.127492,"8,127492",Randstad Zuid,RZ,Kijfhoek,99,Baan,Zee-Zevenaar,ProRail,Kijfhoek,KFH,PPLG,99943.54399999,427741.092,3.398,3593Aa,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.83554287,4.58838954,35.792424
842,9c62b7fb-7bf2-4f78-b9f5-0296eefb81e4,be33f36b-cfce-4aad-acdc-094a69c8dd3c,K2161,01:09:00,60,Bestaand,614,c,614,614_c,s Hertogenbosch,Ut-Btl,Utrecht Centraal - Boxtel ,"47,950529",17.292015,"17,292015",Zuid,Z,Den Bosch,21,Baan,Betuwe,ProRail,'s Hertogenbosch,HT,PPLG,148509.964,411279.813,6.628,K2161,320,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.69026143,5.29334127,47.950529
843,ab54e6d9-5c33-4e90-9bed-8486a018e25b,aaa8fe7a-1225-4aac-b458-5079090cd3bc,K1103Ba,01:09:00,60,Bestaand,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,"18,342388",-0.05588,"-0,055880",Randstad Noord,RN,Haarlem,8,Baan,Kennemerland,ProRail,Hoofddorp,HFD,PPLG,108657.782,478779.287,2.539,K1103Ba,240,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord-West,52.2950432,4.70788715,18.342388
844,6ad64420-dcd6-4015-8322-9e677840396d,257c26d2-61b0-4af8-8ff4-2cd815a3f60a,157Ba,01:09:00,60,Bestaand,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,"44,278660",-72.146478,"-72,146478",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,ProRail,Amersfoort,AMF,PPLG,153750.05799999,462880.657,5.386,157Ba,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Midden,52.15409885,5.36893917,44.27866
845,05800ece-c40b-43c6-a5a4-eaa1ba77700e,c87eaf07-0fb1-45c4-b19a-ba0660495ad1,201Ba,01:09:00,60,Bestaand,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,"44,548057",-2.303143,"-2,303143",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,ProRail,Amersfoort,AMF,PPLG,154023.106,462825.951,5.493,201Ba,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Midden,52.1536077,5.37292917,44.548057
846,c2860626-f7f0-45f4-a427-e1b2b5f593ca,4c816024-8e4d-4441-be24-00b84d29ecce,K65,01:09:00,60,Bestaand,517,b,517,517_b,Venlo,Mt-Vl,Maastricht - Venlo ,"69,288509",-49.379521,"-49,379521",Zuid,Z,Venlo,27,Baan,De Peel,ProRail,Venlo,VL,PPLG,209933.503,374855.461,20.84499999,K65,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.36022347,6.17591894,69.288509
847,0ab88761-b057-4efc-a30c-8770115398b4,e2c7d4a3-0d5e-4512-9ac0-e033b2adc585,K2555,01:09:00,60,Bestaand,531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"34,524084",-61.206585,"-61,206585",Randstad Noord,RN,Utrecht,13,Baan,Neerlands Midden,ProRail,Utrecht Centraal,UT,PPLG,135766.856,456252.63699999,4.089,K2555,250,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Midden,52.0941933,5.10654002,34.524084
848,b806272e-6433-4a1a-ac00-b6a5601eeab0,0227f7fc-3185-46ca-88dd-103033751f4f,123Ba,01:05:00,60,Bestaand,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,"43,926730",1.401916,"1,401916",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,ProRail,Amersfoort,AMF,PPLG,153401.95199999,462809.124,5.469,123Ba,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Midden,52.15345503,5.36385288,43.92673
849,59863207-5fc5-486f-8e3c-20c5734a0a82,3d5c703e-3b73-4825-b99f-48fdbd8a5508,K223,01:09:00,60,Bestaand,536,,536,536__,Den Haag HS,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"60,639193",0.320404,"0,320404",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Den Haag HS,GV,PPLG,82356.604,454284.73499999,4.06799999,K223,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.07207658,4.3276418,60.639193
850,d54daf55-c163-4147-addc-c29accb510b9,98d048bb-8686-43cc-81d9-2cef09980453,K825,01:09:00,283,Bestaand,508,,508,508__,Arnhem,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"90,826420",-32.941635,"-32,941635",Noord-Oost,NO,Achterhoek,30,Baan,Gelre,ProRail,Arnhem Berg,AHB,NCBG,189243.747,444393.781,28.855,K825,400,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Oost,51.98688166,5.8857163,90.82642
851,0ff537d3-2797-4ddd-bb65-0029a0e9a40d,83855b65-9068-48c9-b6bd-abb9054a595b,87Aa,01:09:00,60,Bestaand,503,c,503,503_c,Deventer,Ah-Zl,Arnhem - Zwolle ,"43,927892",-2.100597,"-2,100597",Noord-Oost,NO,IJsselstreek,31,Baan,Veluwe,ProRail,Deventer,DV,PPLG,207534.018,474824.96999999,10.323,87Aa,430,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Oost,52.25894682,6.1566618,43.927892
852,447c415e-be1c-4982-9bc2-d70fedb6436b,ceeecee0-798a-4165-a30c-690de1c123b4,K147B,01:09:00,60,Bestaand,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"80,808429",12.744589,"12,744589",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Centraal,ASD,PPLG,121860.567,487991.31699999,5.58399999,K147B,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.37878817,4.90050779,80.808429
853,f86de852-4fc3-4155-8932-0366403297ca,135776f2-2d5e-4c27-9f41-21ee2addb0cc,K95A,01:05:00,60,Bestaand,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,"43,923436",-2.741361,"-2,741361",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,ProRail,Amersfoort,AMF,PPLG,153398.636,462813.313,5.50999999,K95A,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Midden,52.15349267,5.36380441,43.923436
854,67e88fca-682e-4ad1-a0e6-e33d0df4ea15,600c62b2-0987-4ba3-98d3-f13311e5b302,K141,01:09:00,60,Bestaand,520,a,520,520_a,Maastricht,Mt-Vl,Maastricht - Venlo ,"0,709938",-3.046835,"-3,046835",Zuid,Z,Maastricht,26,Baan,Limburg,ProRail,Maastricht,MT,PPLG,177304.426,318266.281,46.756,K141,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,50.85379295,5.70392802,0.709938
855,fe13f633-0a13-47de-9e29-4376f54304bc,4b310a30-088b-4a35-91ad-c928966fee70,K83,01:09:00,60,Bestaand,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"80,455243",6.874052,"6,874052",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Centraal,ASD,PPLG,121558.498,488173.368,5.437,K83,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.380406,4.89605356,80.455243
856,729fcef4-8668-4a17-90f0-68ac43d517c1,c7ca46fa-d1be-4af9-b10f-10dbfe369b78,K453,01:09:00,60,Bestaand,127,a,127,127_a,Roosendaal - Vlissingen,Rsd-Vs,Roosendaal - Vlissingen ,"68,390890",-0.021463,"-0,021463",Zuid,Z,Goes,18,Baan,Zeeland,ProRail,Middelburg,MDB,PPLG,31954.767,390950.337,2.39199999,K453,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.49412318,3.61525957,68.39089
857,611db156-42db-47f4-b1ac-52661f27fe1e,c2655205-47a5-4274-912f-7c09cda237b4,K1001,01:09:00,283,Bestaand,525,b,525,525_b,Amsterdam Singelgracht Aansl.,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"78,412815",-92.145389,"-92,145389",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,Derden - Overig - NS Onderhoud & Service (vastgesteld op 17-04-2018),Amsterdam Lijnwerkplaats,ASDWPL,NCBG,119863.648,489347.08299999,2.54099999,K1001,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.39084864,4.87103978,78.412815
858,c87d22e4-0f66-469c-b354-6d839e249c2c,c5f649eb-f357-423f-b8f7-0c66a1042e00,K95B,01:09:00,60,Bestaand,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,"44,031424",-18.396034,"-18,396034",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,ProRail,Amersfoort,AMF,PPLG,153508.95499999,462826.074,5.349,K95B,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Midden,52.15360767,5.36541634,44.031424
859,87f4063c-2162-4edd-9faf-5b6d3d61800d,209fa4d3-5e3c-4499-aa91-fbdf6add68c0,K41,01:09:00,60,Bestaand,560,a,560,560_a,Den Haag Centraal,Gd-Gvc,Gouda - Den Haag Centraal ,"24,950920",-0.811639,"-0,811639",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Den Haag Centraal,GVC,PPLG,82368.94299999,454981.972,0.493,K41,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.07834414,4.32767334,24.95092
860,77fc8581-5c40-4e81-a2e8-c32f19a0ad09,907f0c0c-a384-4c28-be42-60d6fc6a05a1,927Ba,01:09:00,60,Bestaand,163,,163,163__,Rotterdam Lombardijen - Rotterdam Centraal,Bd-Rtd,Breda - Rotterdam Centraal ,"43,644650",26.029954,"26,029954",Randstad Zuid,RZ,Dordrecht,5,Baan,Dordrecht,ProRail,Rotterdam Stadion,RTST,PPLG,95419.52099999,434020.19,-0.092,927Ba,140,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Holland Zuid,51.89151129,4.52167299,43.64465
861,4afbb02c-cd4f-4b54-93a4-1c843cab1d49,ccf4c41e-1dcf-4796-a875-ecce0519dbd5,K1307,01:07:00,60,Bestaand,054,a,54,054_a,Boxtel - Eindhoven,Bd-Ehv,Breda - Eindhoven ,"47,099979",6.84615,"6,846150",Zuid,Z,Boxtel,23,Baan,Brabant,ProRail,Best,BET,PPLG,154283.959,392671.357,14.266,K1307,330,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-West,51.52303517,5.37688249,47.099979
862,a63c2d47-c443-44ad-b87c-135f7f24f2d0,9d9bccb7-4af6-469c-aec1-6caacb4499b7,K47,01:09:00,60,Bestaand,560,a,560,560_a,Den Haag Centraal,Gd-Gvc,Gouda - Den Haag Centraal ,"24,921379",2.550737,"2,550737",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Den Haag Centraal,GVC,PPLG,82389.407,454959.798,0.464,K47,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.07814755,4.32797653,24.921379
863,54200f56-c7f7-4fb1-8184-8bb1dba89c99,6ac608e6-c334-4763-921b-ed0067c657f1,117Ba,01:09:00,60,Bestaand,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,"44,122339",-51.107364,"-51,107364",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,ProRail,Amersfoort,AMF,PPLG,153597.98,462854.885,5.391,117Ba,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Midden,52.15386685,5.36671707,44.122339
864,a82fbbd4-fc20-43d0-bf58-cbdbefdad80c,2f1cb9ac-4354-4b9d-b195-cdae9e4884a5,K81,01:09:00,60,Bestaand,606,a,606,606_a,Almelo,Aml-Hgl,Almelo - Hengelo ,"0,637968",-11.200529,"-11,200529",Noord-Oost,NO,Twente,32,Baan,Twente,ProRail,Almelo,AML,PPLG,241305.646,486321.65999999,11.558,K81,410,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Oost,52.3579982,6.65416022,0.637968
865,354573ae-994a-4847-a7bd-68f83126f2ba,50354b60-331f-4e8e-bfb6-a6609e56abf2,K1193,01:09:00,120,Bestaand,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,"0,755012",-80.899602,"-80,899602",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Maasvlakte West",MVTW,PPLG,61696.04899999,439058.799,5.219,K1193,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.93215907,4.03050971,0.755012
866,b8340ab8-25af-44b4-baa9-c32a015b3556,d27647e3-03f9-4344-9b35-7b3a1d0418a6,255Aa,01:09:00,60,Bestaand,555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"83,427779",-37.730509,"-37,730509",Randstad Zuid,RZ,Rotterdam,3,Baan,Rotterdam,ProRail,Rotterdam Centraal,RTD,PPLG,91381.839,437710.782,2.64599999,255Aa,120,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Zuid,51.92423338,4.46234179,83.427779
867,12722496-02f7-4f4f-9609-bd3db5fdc2bd,cc600021-1aef-43b5-abfa-f964adfa752d,K1253,01:09:00,120,Bestaand,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,"1,729655",22.948204,"22,948204",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Maasvlakte West",MVTW,PPLG,61462.81799999,440011.977,5.227,K1253,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.94068518,4.02685979,1.729655
868,9ff9cd06-17d0-4602-9da9-beb6d9f1470e,4b1ca1f7-a8ad-4ed3-8fbf-5f5d4f557913,K51,01:09:00,60,Bestaand,485,d,485,485_d,Amsterdam Hemhaven (gebied),Awhv-Chv,Amsterdam Westhaven (gebied) - Amsterdam Coenhaven ,"100,878074",-1.324385,"-1,324385",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Hemhaven (gebied),ASDH,NCBG,119028.163,490886.412,1.04299999,K51,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.40462882,4.8586018,100.878074
869,63a75b17-1631-4af4-9c2b-a5eb0fbd7f77,de82c66f-56e8-48c2-84ee-751d9c3ecd0b,K1007,01:09:00,60,Bestaand,534,b,534,534_b,Leiden Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"44,701091",0.878727,"0,878727",Randstad Zuid,RZ,Leiden,1,Baan,Rijn en Gouwe,ProRail,Leiden Centraal,LEDN,PPLG,93636.93399999,465336.989,5.415,K1007,100,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,BAM Rail,Ja,Zuid-Holland Noord,52.17276885,4.4901609,44.701091
870,40a14b83-0e5b-4d1f-8576-6a7986165e05,7808260a-6bbd-4d1f-a0dd-ec9607e65ea9,249a,01:09:00,60,Bestaand,555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"83,525796",-59.331721,"-59,331721",Randstad Zuid,RZ,Rotterdam,3,Baan,Rotterdam,ProRail,Rotterdam Centraal,RTD,PPLG,91474.93899999,437741.76799999,2.66,249a,120,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Zuid,51.92452249,4.46368936,83.525796
871,1d1609f9-36fd-4a8e-9b59-c41bcee921e4,769f9e96-3868-4036-8bca-78597980ba20,3583Ba,01:09:00,283,Bestaand,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,"35,794210",-11.323038,"-11,323038",Randstad Zuid,RZ,Kijfhoek,99,Baan,Zee-Zevenaar,ProRail,Kijfhoek,KFH,PPLG,99931.126,427726.02799999,3.725,3583Ba,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.83540625,4.58821178,35.79421
872,2ac785d8-33ec-43e1-b7a8-52aba770b00a,609f5bd6-3866-4112-afa3-358f24e06e81,K2503,01:09:00,60,Bestaand,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"80,238616",-3.743014,"-3,743014",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Centraal,ASD,PPLG,121380.543,488298.967,5.567,K2503,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.38152393,4.89342749,80.238616
873,b2c46788-e6a5-4507-abcb-b23f933e2beb,ab21f095-06e0-421c-a731-dc0722c7e11e,K59,01:09:00,60,Bestaand,527,c,527,527_c,Haarlem,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"16,879730",-18.010641,"-18,010641",Randstad Noord,RN,Haarlem,8,Baan,Kennemerland,ProRail,Haarlem,HLM,PPLG,103991.352,489164.733,4.844,K59,240,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Onbekend,Noord-West,52.38796407,4.63791493,16.87973
874,f1b2fd31-445d-4e85-acfe-89d8b96bc43d,94c19b63-bb60-4d84-809a-9bc003e63bad,K1305,01:07:00,60,Bestaand,054,a,54,054_a,Boxtel - Eindhoven,Bd-Ehv,Breda - Eindhoven ,"47,177069",12.031089,"12,031089",Zuid,Z,Boxtel,23,Baan,Brabant,ProRail,Best,BET,PPLG,154317.559,392601.81599999,14.339,K1305,330,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-West,51.52241013,5.37736676,47.177069
875,d4be57f8-1dd0-4d0d-8acb-90669bbf1331,2a2d4cb2-8abb-4416-8f6c-86df78298fef,K2525,01:09:00,60,Bestaand,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"80,238126",-12.645148,"-12,645148",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Centraal,ASD,PPLG,121385.119,488306.619,5.53399999,K2525,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.38159298,4.89349394,80.238126
876,024390b1-fed6-4048-b3fd-44806a41bf79,f1b85403-431e-4162-b2b0-eee99a949600,K307,01:09:00,60,Bestaand,127,a,127,127_a,Roosendaal - Vlissingen,Rsd-Vs,Roosendaal - Vlissingen ,"12,239479",0.042351,"0,042351",Zuid,Z,Goes,18,Baan,Zeeland,ProRail,Bergen op Zoom,BGN,PPLG,79286.49199999,390388.462,5.644,K307,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.49742592,4.29683611,12.239479
877,73872f81-6d70-4952-8764-b163adf047cd,3613848a-6269-48bb-bbc5-5d2392dfca48,K183,01:09:00,60,Bestaand,522,b,522,522_b,Uitgeest,Hdr-Zd,Den Helder - Zaandam ,"57,746395",21.971078,"21,971078",Randstad Noord,RN,Alkmaar,7,Baan,Hollands Noorderkwartier,ProRail,Uitgeest,UTG,PPLG,108461.081,504024.25599999,0.471,K183,210,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Noord-West,52.52190236,4.7015013,57.746395
878,03fcc3ef-0c37-4c56-89c6-d62625faebe3,5662d905-00ef-458f-b888-2f611ddd8fcb,K1087A,01:09:00,60,Bestaand,534,b,534,534_b,Leiden Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"45,990982",-17.384776,"-17,384776",Randstad Zuid,RZ,Leiden,1,Baan,Rijn en Gouwe,ProRail,Leiden Centraal,LEDN,PPLG,92832.623,464326.433,5.4,K1087A,100,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,BAM Rail,Ja,Zuid-Holland Noord,52.16359704,4.47858948,45.990982
879,766782ff-6a38-4621-b582-5baa7dab33f9,074f66f7-da04-4562-b2bb-a1cfc38e7a68,K185,01:04:00,60,Bestaand,543,c,543,543_c,Hengelo,Zp-Esg,Zutphen - Enschede Grens ,"45,418158",-11.280004,"-11,280004",Noord-Oost,NO,Twente,32,Baan,Twente,ProRail,Hengelo,HGL,PPLG,251327.861,475751.53499999,21.617,K185,410,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Oost,52.26135361,6.7982239,45.418158
