WKM_ZAAK,WKM_DATUMCREATIE,WKM_HOOFDCAT,WKM_SUBCAT,WKM_SUBSUBCAT,ZK_DATUMAFGEHANDELD,STRAATNAAM,POSTCODE,WOONPLAATS,X_RD,Y_RD,longitude,latitude
"700542","20111201","Straten, Stoepen, Wegen en Meubilair","Tegels en Klinkers","Er is een gevaarlijk gat ","20111201","Kievitstraat","3312RK","Dordrecht","106892.022","424484.309","4.689649806389476","51.80691443798672"
"700610","20111201","Straatverlichting en Verkeerslichten","Straatverlichting","De lamp brandt niet ","20111209","Stevenshof","3319AX","Dordrecht","107082.715","422401.34","4.692702816487801","51.788209460874945"
"700682","20111201","Vuil en Containers","Anders, mijn keuze staat er niet bij ","","","Steegoversloot","3311PN","Dordrecht","105677.724","425430.692","4.671909314225193","51.81531432968729"
"700773","20111201","Vuil en Containers","Zwerfvuil","Er ligt zwerfvuil op straat","20111202","Prunuslaan","3319HS","Dordrecht","108103.922","423271.945","4.7073849606057285","51.796121026645686"
"700783","20111201","Straten, Stoepen, Wegen en Meubilair","Tegels en Klinkers","Anders, mijn keuze staat er niet bij ","20111221","Acaciastraat","3319VB","Dordrecht","108133.877","422612.971","4.707908329926302","51.79020077083272"
"700819","20111201","Straten, Stoepen, Wegen en Meubilair","Asfalt","Er zit een scheur en/of hobbel in het asfalt ","20111208","Korte Parallelweg","3311JN","Dordrecht","104505.048","424876.364","4.654984916131421","51.810227291178"
"700951","20111201","post/anders","","","20111205","Kromhout","3311RH","Dordrecht","105948.356","425517.086","4.675821583957627","51.816114673690684"
"701034","20111201","Dieren","Anders, mijn keuze staat er niet bij ","","20111215","Grafelijkheidsweg","3328EM","Dordrecht","105943.833","421353.427","4.676345806064293","51.778692102879525"
"701083","20111201","Reclame(uitingen)","Anders, mijn keuze staat er niet bij ","","","Statenplein","3311NG","Dordrecht","105544.065","425332.688","4.669985092937029","51.81442166414862"
"701086","20111201","Straatverlichting en Verkeerslichten","Verkeerslichten","De drukknop op de paal werkt niet ","20111208","Johan de Wittstraat","3311KG","Dordrecht","105419.137","425075.859","4.668210307661978","51.812102263834"
"701150","20111202","Groenvoorziening ","Bomen","Anders, mijn keuze staat er niet bij","20111206","Vreedonklaan","3317HT","Dordrecht","105834.375","423400.881","4.674469246503877","51.79708465061775"
"697961","20111125","Straatverlichting en Verkeerslichten","Straatverlichting","De lampenkap is kapot ","20111125","Toulonselaan","3312EW","Dordrecht","105791.368","424535.912","4.673684524242345","51.80728228585496"
"698018","20111127","Straten, Stoepen, Wegen en Meubilair","Paaltjes","Er is een paal platgereden en gevaarlijk ","20111129","Noorderkroonstraat","3318VS","Dordrecht","106620.699","422387.263","4.686008957784388","51.78804310709098"
"698191","20111128","Groenvoorziening ","Anders, mijn keuze staat er niet bij","","20111205","Beekenstein","3328ZD","Dordrecht","105762.246","420612.365","4.673819957640114","51.77201556673485"
"698205","20111128","Groenvoorziening ","Afvalbakken","Ik wil graag een afvalbak laten legen","20111201","Nijhofflaan","3319BP","Dordrecht","107481.443","423517.149","4.698328361344179","51.79827225690355"
"698257","20111128","Borden (verkeers-, omleidings- straatnaamborden e.d.)","Verkeers- en straatnaamborden ","Er is een verkeersbord beschadigd/scheef ","20111130","Nijhofflaan","3319BN","Dordrecht","107786.169","423390.407","4.70276291651313","51.79715896910205"
"698283","20111128","Straten, Stoepen, Wegen en Meubilair","Tegels en Klinkers","Anders, mijn keuze staat er niet bij ","20111130","Prins Willem van Oranjehof","3311RT","Dordrecht","105947.832","425485.782","4.675818422888998","51.815833274824115"
"698768","20111128","Straten, Stoepen, Wegen en Meubilair","Tegels en Klinkers","Er is een gevaarlijk gat ","20111129","Noordendijk","3312AD","Dordrecht","106519.490741155","425123.366525237","4.6841590995590705","51.8126259247245"
"698841","20111129","Straatverlichting en Verkeerslichten","Straatverlichting","De lamp brandt niet ","20111205","Dubbelsteynlaan West","3319EM","Dordrecht","107694.968","423051.317","4.70148722716376","51.79410355811021"
"698879","20111129","Water","Anders, mijn keuze staat er niet bij ","","20111214","Palissander","3315MP","Dordrecht","108252.26","424146.06","4.709417137797296","51.80398988316785"
"698900","20111129","Dieren","Dode eenden, ganzen, vissen e.d. in openbaar gebied","","20111201","Johanna Naber-erf","3315HR","Dordrecht","109808.161","423953.048","4.731999458134576","51.80238323197792"
"699544","20111129","Straten, Stoepen, Wegen en Meubilair","Tegels en Klinkers","De tegels liggen los of ongelijk","20111202","Zwaluwenburg","3328CT","Dordrecht","105819.794","421135.923","4.6745793993490485","51.77672630154467"
"699689","20111130","Vuil en Containers","Ondergrondse Huisvuil Verzamelcontainers","Anders, mijn keuze staat er niet bij ","20111130","Wijnstraat","3311BT","Dordrecht","105555.121406425","425875.424356145","4.670067863366788","51.81930062131009"
"699934","20111130","Borden (verkeers-, omleidings- straatnaamborden e.d.)","Anders, mijn keuze staat er niet bij ","","20111214","Krispijnseweg","3314KH","Dordrecht","105219.607","423725.235","4.665511293377971","51.79994540171953"
"700017","20111130","Straatverlichting en Verkeerslichten","Straatverlichting","De lamp brandt niet ","20111209","Beekmanstraat","3313CD","Dordrecht","107991.224","425340.827","4.705470430683673","51.81470632496769"
"700033","20111130","Straten, Stoepen, Wegen en Meubilair","Tegels en Klinkers","De tegels liggen los of ongelijk","20111202","Heysterbachstraat","3312JJ","Dordrecht","106569.776","423888.83","4.685060984165445","51.80153452201966"
"700092","20111130","Graffiti","Overige graffiti","Anders, mijn keuze staat er niet bij","","Wijnstraat","3311BX","Dordrecht","105440.497","425697.957","4.668430936686588","51.81769542040797"
"700222","20111130","Vuil en Containers","Zwerfvuil","Er ligt zwerfvuil op straat","","Hendrikstraat","3314ZM","Dordrecht","105832.137","424285.401","4.674311203734145","51.80503433939344"
"700305","20111130","Straatverlichting en Verkeerslichten","Straatverlichting","Anders, mijn keuze staat er niet bij ","20111209","Nijenstein","3328ZH","Dordrecht","105652.546","420760.578","4.672209591689355","51.773338005305476"
"700428","20111201","Groenvoorziening ","Bomen","Anders, mijn keuze staat er niet bij","20111207","Boris Pasternak-erf","3315BV","Dordrecht","109553.116","423562.462","4.7283532680181315","51.79885199031911"
"700429","20111201","Groenvoorziening ","Bomen","Anders, mijn keuze staat er niet bij","20111207","Boris Pasternak-erf","3315BV","Dordrecht","109553.116","423562.462","4.7283532680181315","51.79885199031911"
"700543","20111201","Straten, Stoepen, Wegen en Meubilair","Tegels en Klinkers","Er is een gevaarlijk gat ","20111202","Kievitstraat","3312RK","Dordrecht","106892.022","424484.309","4.689649806389476","51.80691443798672"
"701186","20111202","Groenvoorziening ","Kerstbomen","Anders, mijn keuze staat er niet bij ","20111202","Koningstraat","3319RL","Dordrecht","107327.04","423397.961","4.69610656273482","51.797187851249525"
"701357","20111202","Straatverlichting en Verkeerslichten","Straatverlichting","De lamp brandt niet ","20111209","Krispijnseweg","3314KB","Dordrecht","105104.902","424161.608","4.663785608644946","51.80385718350722"
"701414","20111202","Vuil en Containers","Afvalbakken","Er is schade aan een afvalbak ","20111206","Dordwijklaan","3319AD","Dordrecht","106569.537","423191.838","4.6851549987182635","51.79527006102958"
"697965","20111125","Straatverlichting en Verkeerslichten","Straatverlichting","De lamp brandt niet ","20111205","Liechtensteinhof","3329BJ","Dordrecht","109479.377","422877.495","4.727374371600025","51.792689574274995"
"697995","20111126","Putten en Huisaansluiting Riool","Anders, mijn keuze staat er niet bij ","","20111128","De Mérodestraat","3319BG","Dordrecht","107750.507","423325.081","4.702254890068247","51.79656881186726"
"697996","20111126","Groenvoorziening ","Plantsoenen","Anders, mijn keuze staat er niet bij ","20111216","Vijverlaan","3319ST","Dordrecht","107300.075","422843.7","4.695792027268437","51.79220393456746"
"698042","20111127","Straten, Stoepen, Wegen en Meubilair","Hoge of Lage Hekken","Er is schade aan een hek anders dan hierboven","20111209","Loswalweg","3313LG","Dordrecht","109006.253","424653.169","4.720280970575841","51.808610336012684"
"698120","20111128","Straten, Stoepen, Wegen en Meubilair","Tegels en Klinkers","Anders, mijn keuze staat er niet bij ","20111209","S.M. Hugo van Gijnweg","3317JJ","Dordrecht","105397.483","423019.481","4.668190932225083","51.79361805600189"
"698584","20111128","Straten, Stoepen, Wegen en Meubilair","Tegels en Klinkers","Er is een gevaarlijk gat ","20111128","Voorstraat","3311EM","Dordrecht","105713.626","425878.174","4.672366196499985","51.81933935880652"
"698705","20111128","Straten, Stoepen, Wegen en Meubilair","Anders, mijn keuze staat er niet bij","","20111130","Papendrechtsestraat","3313CT","Dordrecht","106858.934","425834.812","4.6889822004526085","51.819049626111536"
"698859","20111129","Straatverlichting en Verkeerslichten","Straatverlichting","De lamp brandt niet ","20111129","Krispijnseweg","3314KC","Dordrecht","105125.35","424082.086","4.664093510978509","51.80314428524554"
"698885","20111129","Groenvoorziening ","Anders, mijn keuze staat er niet bij","","","Iepenlaan","3319VH","Dordrecht","108114.519","422496.303","4.707643558397918","51.78915054914498"
"699159","20111129","Straten, Stoepen, Wegen en Meubilair","Tegels en Klinkers","Anders, mijn keuze staat er niet bij ","20111201","Eemkerkstraat","3312NC","Dordrecht","106471.189","424290.241","4.683575513225159","51.805133764502486"
"699467","20111129","Groenvoorziening ","Plantsoenen","Anders, mijn keuze staat er niet bij ","20111201","Sandenburg","3328EC","Dordrecht","106207.464","421171.263","4.680191346457745","51.777077930306184"
"699915","20111130","Groenvoorziening ","Plantsoenen","Ik wil graag zwerfvuil uit een plantsoen laten verwijderen","20111215","Zoutmanstraat","3317XN","Dordrecht","104258.305","422720.873","4.6517231052284735","51.79083186088363"
"700014","20111130","Borden (verkeers-, omleidings- straatnaamborden e.d.)","Omleidingsborden ","Ik heb een klacht over een omleiding","20111208","Komatistraat","3312CB","Dordrecht","106356.895","424541.31","4.6818831932419975","51.807380374152864"
"700018","20111130","Straatverlichting en Verkeerslichten","Straatverlichting","De lamp brandt niet ","20111209","Beekmanstraat","3313CD","Dordrecht","107991.224","425340.827","4.705470430683673","51.81470632496769"
"700022","20111130","Vuil en Containers","Grofvuil","Ik wil graag dat (illegaal) gedumpt vuil wordt opgeruimd","20111201","Beekmanstraat","3313CD","Dordrecht","107938.484","425369.765","4.7047017029562515","51.814961969304186"
"700035","20111130","Straatverlichting en Verkeerslichten","Straatverlichting","Anders, mijn keuze staat er niet bij ","20111209","Kromhout","3311RJ","Dordrecht","105709.055","425141.2","4.67240488895908","51.81271521505403"
"700074","20111130","Vuil en Containers","Grofvuil","Er ligt grofvuil op straat","","Cannenburg","3328AX","Dordrecht","106592.975","421305.255","4.685758319909554","51.77831577114034"
"700145","20111130","Groenvoorziening ","Plantsoenen","Anders, mijn keuze staat er niet bij ","20111202","Prunuslaan","3319HS","Dordrecht","108087.225","423280.722","4.707141745118376","51.79619851056994"
"700216","20111130","Groenvoorziening ","Anders, mijn keuze staat er niet bij","","20120102","Aletta Jacobs-erf","3315EE","Dordrecht","109604.112","423174.118","4.729143421745289","51.79536574439427"
"700254","20111130","Straatverlichting en Verkeerslichten","Straatverlichting","De lamp brandt niet ","20111209","Beekmanstraat","3313CD","Dordrecht","107991.224","425340.827","4.705470430683673","51.81470632496769"
"700268","20111130","Straatverlichting en Verkeerslichten","Straatverlichting","De lamp brandt niet ","20111209","Middelweg","3312AL","Dordrecht","107631.679","425191.364","4.700277069705462","51.81333257919429"
"700347","20111130","Borden (verkeers-, omleidings- straatnaamborden e.d.)","Anders, mijn keuze staat er niet bij ","","20111201","Van den Broek-erf","3315SB","Dordrecht","109458.206","424166.582","4.726897976676894","51.80427401181854"
"700422","20111201","Straten, Stoepen, Wegen en Meubilair","Anders, mijn keuze staat er niet bij","","20111201","Wittenstein","3328MV","Dordrecht","105302.488","420612.082","4.667159307059751","51.77197231088482"
"700448","20111201","Vuil en Containers","Ondergrondse Huisvuil Verzamelcontainers","Er staat (grof)vuil naast de container","20111201","Schaperstraat","3317LP","Dordrecht","104868.595","422317.202","4.660626698378217","51.78725887546088"
"700474","20111201","Borden (verkeers-, omleidings- straatnaamborden e.d.)","Anders, mijn keuze staat er niet bij ","","20111201","Sterrenburgplein","3318JT","Dordrecht","105988.356","422207.162","4.676870171914161","51.786369252598554"
"700693","20111201","Straten, Stoepen, Wegen en Meubilair","Tegels en Klinkers","De tegels liggen los of ongelijk","20111205","Johan de Wittstraat","3311KH","Dordrecht","105359.948","424775.125","4.667395186058547","51.80939407527527"
"700766","20111201","Vuil en Containers","Anders, mijn keuze staat er niet bij ","","","Dommelstraat","3313CK","Dordrecht","107662.097","425628.419","4.700658358824258","51.81726332485046"
"700771","20111201","Groenvoorziening ","Anders, mijn keuze staat er niet bij","","20111202","Langedaal","3317MA","Dordrecht","104684.934","421596.629","4.658069670819691","51.78076597448551"
"701169","20111202","Straatverlichting en Verkeerslichten","Straatverlichting","De lamp brandt niet ","20111214","Krispijnseweg","3314KC","Dordrecht","105125.35","424082.086","4.664093510978509","51.80314428524554"
"697977","20111126","Borden (verkeers-, omleidings- straatnaamborden e.d.)","Anders, mijn keuze staat er niet bij ","","20111128","Maria Montessorilaan","3312KJ","Dordrecht","106143.934","423328.959","4.678966592892649","51.796465402997846"
"698864","20111129","Groenvoorziening ","Bomen","Anders, mijn keuze staat er niet bij","20111212","Willem Dreeshof","3311HC","Dordrecht","105113.331","424905.281","4.663800633552653","51.8105418974329"
"699347","20111129","Straten, Stoepen, Wegen en Meubilair","Asfalt","Anders, mijn keuze staat er niet bij ","20111130","Marthinus Steynstraat","3312EN","Dordrecht","105971.627","424475.918","4.676306547625099","51.80675893579042"
"699377","20111129","Straatverlichting en Verkeerslichten","Straatverlichting","Anders, mijn keuze staat er niet bij ","20111201","S.M. Hugo van Gijnweg","3317JD","Dordrecht","105356.537","423265.611","4.667562168532999","51.795826586224656"
"699393","20111129","Straten, Stoepen, Wegen en Meubilair","Tegels en Klinkers","De tegels liggen los of ongelijk","20111201","Singel","3311PE","Dordrecht","105970.41","425062.182","4.676205854089421","51.812028043289054"
"699539","20111129","Vuil en Containers","Ondergrondse Huisvuil Verzamelcontainers","Er is een storing aan de container","20111130","Loudonstraat","3317PD","Dordrecht","104958.241","423179.127","4.661801358611977","51.79501372872011"
"699711","20111130","Straatverlichting en Verkeerslichten","Straatverlichting","De lamp brandt niet ","20111205","Hof de Vriendschap","3312EK","Dordrecht","106017.139","424657.784","4.676940670198263","51.80839750497643"
"699799","20111130","Straten, Stoepen, Wegen en Meubilair","Anders, mijn keuze staat er niet bij","","20111209","Palissander","3315MT","Dordrecht","108326.196","424304.54","4.71046767597034","51.80542046334817"
"699914","20111130","Straatverlichting en Verkeerslichten","Straatverlichting","Anders, mijn keuze staat er niet bij ","20111201","Heimerstein","3328MH","Dordrecht","105431.704","420873.471","4.668993931045197","51.77433311876787"
"700269","20111130","Straten, Stoepen, Wegen en Meubilair","Anders, mijn keuze staat er niet bij","","20111212","Papendrechtsestraat","3313CT","Dordrecht","106858.934","425834.812","4.6889822004526085","51.819049626111536"
"700369","20111201","Straatverlichting en Verkeerslichten","Straatverlichting","De lamp brandt niet ","20111216","Joop den Uylstraat","3317NW","Dordrecht","105099.291","422110.245","4.6639998136547565","51.78541944462551"
"700825","20111201","Dieren","Dode eenden, ganzen, vissen e.d. in openbaar gebied","","20111202","Bakema-erf","3315JE","Dordrecht","109175.55","424068.464","4.722813055407864","51.803369011131764"
"700852","20111201","Straten, Stoepen, Wegen en Meubilair","Tegels en Klinkers","Anders, mijn keuze staat er niet bij ","20111202","Nieuweweg","3314JS","Dordrecht","105957.016","423678.226","4.676207703851938","51.799588161967705"
"701242","20111202","Putten en Huisaansluiting Riool","Putten op straat","We hebben last van een verstopte put en nu staat er water op straat ","20111202","Bremstraat","3319HB","Dordrecht","108296.795","423232.519","4.710186013339406","51.79578283612073"
"701394","20111202","Water","Ik wil graag riet laten verwijderen ","","20111216","Balsa","3315NK","Dordrecht","108614.052","424878.765","4.714564117906774","51.810605503932614"
"701399","20111202","Vuil en Containers","Grofvuil","Anders, mijn keuze staat er niet bij","","Bloys van Treslongstraat","3317VA","Dordrecht","104556.111","422951.352","4.656005761966033","51.79293034493276"
"701410","20111202","Borden (verkeers-, omleidings- straatnaamborden e.d.)","Verkeers- en straatnaamborden ","Het bord dat ik bedoel staat er niet bij","20111212","Komatistraat","3312CB","Dordrecht","106361.794","424549.113","4.6819531262695495","51.8074509328473"
"697966","20111125","Vuil en Containers","Afvalbakken","Ik wil graag een afvalbak laten plaatsen ","20111128","Oranjelaan","3311DK","Dordrecht","106348.198","424990.032","4.681694021568929","51.81141263752929"
"697998","20111126","Straten, Stoepen, Wegen en Meubilair","Anders, mijn keuze staat er niet bij","","","Kromme Zandweg","3319GG","Dordrecht","108026.135","423141.18","4.706275158410352","51.79493919044622"
"697999","20111126","Straten, Stoepen, Wegen en Meubilair","Anders, mijn keuze staat er niet bij","","20111227","Ockenburg","3328TE","Dordrecht","105382.718","421121.341","4.668248736468176","51.77655658707259"
"698186","20111128","Straatverlichting en Verkeerslichten","Straatverlichting","De lamp brandt niet ","20111129","Krispijnseweg","3314KD","Dordrecht","105139.338","424028.97","4.664303949372896","51.802668140281746"
"698488","20111128","Vuil en Containers","Zwerfvuil","Er ligt zwerfvuil op straat","","Iroko","3315PN","Dordrecht","108269.152","425027.577","4.709543018386661","51.81191423153003"
"698512","20111128","Vuil en Containers","Zwerfvuil","Er ligt zwerfvuil op straat","20111128","Suze Groeneweg-erf","3315XE","Dordrecht","108688.495","423860.713","4.715779735870023","51.801461584469976"
"698517","20111128","Straatverlichting en Verkeerslichten","Straatverlichting","De lampenkap is kapot ","20111205","Berckepad","3311PA","Dordrecht","105956.916","424973.986","4.67602268584247","51.81123417208441"
"698767","20111128","Straten, Stoepen, Wegen en Meubilair","Tegels en Klinkers","Er is een gevaarlijk gat ","20111129","Noordendijk","3312AD","Dordrecht","106526.647","425129.61","4.684261994071491","51.812682661300705"
"698964","20111129","Groenvoorziening ","Bomen","Ik wil graag een boom laten snoeien","20111216","Iroko","3315PV","Dordrecht","108060.778","424823.96","4.706549154046549","51.81006667091994"
"699082","20111129","Straatverlichting en Verkeerslichten","Straatverlichting","De lamp brandt niet ","20111209","Baanhoekweg","3313LA","Dordrecht","111151.624","424832.62","4.751364648646712","51.810395866251056"
"699390","20111129","Straten, Stoepen, Wegen en Meubilair","Tegels en Klinkers","Er ligt blad op straat","20111214","Kamerlingh Onnesweg","3316GL","Dordrecht","103392.954","421492.592","4.639364207838007","51.77971300835772"
"699488","20111129","Borden (verkeers-, omleidings- straatnaamborden e.d.)","Verkeers- en straatnaamborden ","Er is een straatnaambord, nummerverwijzing of onderbord weg ","20111130","Matthijs Balenstraat","3311GH","Dordrecht","105321.579","424914.032","4.666818921159772","51.81063912547589"
"699554","20111129","Vuil en Containers","Grofvuil","Anders, mijn keuze staat er niet bij","20111130","Halleyweg","3318CM","Dordrecht","106158.561","422216.584","4.679335457928905","51.78646884778811"
"699744","20111130","Straten, Stoepen, Wegen en Meubilair","Tegels en Klinkers","Er is een gevaarlijk gat ","20111201","Madoerastraat","3312CJ","Dordrecht","106406.222","424520.066","4.682601356355847","51.807193733865525"
"700108","20111130","Straten, Stoepen, Wegen en Meubilair","Tegels en Klinkers","Er is een gevaarlijk gat ","20111130","Slangenburg","3328DN","Dordrecht","105879.24","420902.87","4.675473732287998","51.77463688600016"
"700336","20111130","Straatverlichting en Verkeerslichten","Straatverlichting","De lamp brandt niet ","20111212","Mahonie","3315MG","Dordrecht","108373.448","424429.906","4.711135858714491","51.806551182292985"
"700368","20111130","Borden (verkeers-, omleidings- straatnaamborden e.d.)","Verkeers- en straatnaamborden ","Het bord dat ik bedoel staat er niet bij","20111208","Cereslaan","3318EA","Dordrecht","105821.221","422548.744","4.674399563567243","51.789424638894154"
"700476","20111201","Vuil en Containers","Grofvuil","Er ligt grofvuil op straat","","Cannenburg","3328AX","Dordrecht","106592.975","421305.255","4.685758319909554","51.77831577114034"
"700485","20111201","Straten, Stoepen, Wegen en Meubilair","Asfalt","Anders, mijn keuze staat er niet bij ","20111205","Rusthout","3319WG","Dordrecht","107400.334","423529.259","4.697150950218461","51.798374190782255"
"700705","20111201","Groenvoorziening ","Bomen","Ik wil graag een boom laten snoeien","20111216","Amazone","3315WK","Dordrecht","107860.098","424505.401","4.7036827451195755","51.80718660384823"
"700769","20111201","Straten, Stoepen, Wegen en Meubilair","Tegels en Klinkers","Er is ongelijkheid door opdrukkende boomwortels ","20111202","Prunuslaan","3319HS","Dordrecht","108103.922","423271.945","4.7073849606057285","51.796121026645686"
"700772","20111201","Vuil en Containers","Zwerfvuil","Er ligt zwerfvuil op straat","","Prunuslaan","3319HS","Dordrecht","108103.922","423271.945","4.7073849606057285","51.796121026645686"
"700820","20111201","Straten, Stoepen, Wegen en Meubilair","Tegels en Klinkers","De tegels liggen los of ongelijk","20111206","Pluvierstraat","3312SP","Dordrecht","106617.463","424821.093","4.685622000636949","51.809917655240625"
"700864","20111201","Vuil en Containers","Anders, mijn keuze staat er niet bij ","","","Iepenlaan","3319VH","Dordrecht","108153.994","422503.118","4.708214746987226","51.789215114023285"
"700972","20111201","Straten, Stoepen, Wegen en Meubilair","Paaltjes","Ik wil graag een paal laten plaatsen","20111220","Wega","3328PE","Dordrecht","105852.341","421376.097","4.675016913784202","51.778887814441845"
"701099","20111201","Straatverlichting en Verkeerslichten","Straatverlichting","De lamp brandt niet ","20111208","Singel","3311SJ","Dordrecht","106044.197","425188.155","4.6772579640939265","51.813166736762874"
"701101","20111201","Water","Ik wil graag riet laten verwijderen ","","20111216","Noordendijk","3329KG","Dordrecht","109904.47","423025.03","4.733516531685202","51.79405009255891"
"701136","20111202","Straten, Stoepen, Wegen en Meubilair","Tegels en Klinkers","Er is een gevaarlijk gat ","20111205","Haringvlietstraat","3313ET","Dordrecht","109138.939","425109.374","4.722144363498228","51.81272155670723"
"701240","20111202","Groenvoorziening ","Anders, mijn keuze staat er niet bij","","20120104","Haringvlietstraat","3313EA","Dordrecht","108701.061","425188.884","4.715784247301095","51.8134000273046"
"701453","20111202","Putten en Huisaansluiting Riool","Putten op straat","Anders, mijn keuze staat er niet bij ","20111207","Baanhoekweg","3313LA","Dordrecht","109393.685","425296.619","4.72581365070702","51.81442535969306"
