objectid;projectnummer;naamdeelgebied;bouwplan;woningtype;opleverjaardeelgebied;prijsklasse;projectfase;nieuw_verbouw;aantalwoningendeelgebied;project_id
38158;156;Smalle Haven/Arcade;03/1205;Meergezins;2006;Huur(goedkoop);Gereed;Nieuwbouw;12;
38167;160;Stadionkwartier (PSV) Blok G;07/0161;Meergezins;2011;Koop(middelduur);Gereed;Nieuwbouw;16;
38169;160;Stadionkwartier (PSV) Blok K;07/0161;Meergezins;2012;Huur(goedkoop);Gereed;Nieuwbouw;2;
38172;160;Stadionkwartier (PSV) Blok D;07/0161;Meergezins;2012;Koop(middelduur);Gereed;Nieuwbouw;8;
38173;160;Stadionkwartier (PSV) Blok E;07/0161;Meergezins;2012;Huur(betaalbaar);Gereed;Nieuwbouw;32;
38183;160;Stadionkwartier (PSV) Blok R;07/0161;Meergezins;2012;Koop(middelduur);Gereed;Nieuwbouw;1;
38187;160;Stadionkwartier (PSV) Blok C;07/0161;Meergezins;2012;Huur(goedkoop);Gereed;Nieuwbouw;2;
38188;161;Internationale knoop XL - District E - VVV locatie (Toren Zuid en West);;Meergezins;2027;Huur(middenhuur);Vastgesteld plan/besluit;Nieuwbouw;180;520-500
38189;161;Internationale knoop XL - DistrictE - VVV locatie (Toren Oost);;Meergezins;2027;Huur(betaalbaar);Vastgesteld plan/besluit;Nieuwbouw;60;520-500
38199;164;Strijp R/fase 1/IVS;V15/23452;Eengezins;2016;Koop(duur);Gereed;Nieuwbouw;1;
38200;164;Strijp R/fase 1;14/1022;Eengezins;2016;Koop(middelduur);Gereed;Nieuwbouw;5;
38203;164;Strijp R/fase 1 IVS;;Eengezins;2017;Koop(duur);Gereed;Nieuwbouw;3;
38204;164;Strijp R/fase 1;13/3641;Eengezins;2016;Koop(middelduur);Gereed;Nieuwbouw;38;
38208;164;Strijp R/Zwaanstraat fase 1 IVS;Div.;Eengezins;2014;Koop(duur);Gereed;Nieuwbouw;1;
38211;164;Strijp R/fase 1/pompgebouw;13/2074;Meergezins;2015;Koop(middelduur);Gereed;Verbouw transformatie;6;
38218;164;Portiersloge RF;;Meergezins;2017;Koop(duur);Gereed;Verbouw transformatie;4;
38219;164;Strijp R/veld 4;V17/30181;Eengezins;2019;Koop(duur);Gereed;Nieuwbouw;36;
38221;164;Strijp R/fase 1 IVS - Elburglaan 5;V20/43100;Eengezins;2023;Koop(duur);In aanbouw;Nieuwbouw;1;730-000
38223;164;Strijp R/veld 6;V17/30181;Eengezins;2021;Koop(duur);Gereed;Nieuwbouw;6;730-000
38224;164;Strijp R/veld 6;V17/30181;Eengezins;2019;Koop(duur);Gereed;Nieuwbouw;8;
38228;164;Strijp R/veld 4;V17/30181;Eengezins;2020;Koop(duur);Gereed;Nieuwbouw;45;
38233;164;Strijp R/fase 1 IVS - Deflectiespoelstraat 86;V19/38687;Eengezins;2022;Koop(duur);Gereed;Nieuwbouw;1;730-000
38241;169;Swalmstraat 2;Div.;Eengezins;2003;Koop(duur);Gereed;Nieuwbouw;1;
38242;169;Swalmstraat 12;06/0313;Eengezins;2004;Koop(duur);Gereed;Nieuwbouw;1;
38244;169;Swalmstraat 4;V22/48278;Eengezins;2023;Koop(duur);Vergunning verleend;Nieuwbouw;1;466-000
38259;170;Tegenbosch 2e fase Tegenbosch 37;V19/39063;Eengezins;2021;Koop(duur);Gereed;Nieuwbouw;1;156-200
38263;172;Th.a Kempislaan/Van Ennettenstraat;02/0448;Meergezins;2005;Huur(betaalbaar);Gereed;Nieuwbouw;20;
38265;174;Tongelresche Akkers/deelplan 2a;06/1184;Eengezins;2008;Koop(duur);Gereed;Nieuwbouw;6;
38266;174;Tongelresche Akkers/deelplan 1;03/1485;Eengezins;2008;Koop(duur);Gereed;Nieuwbouw;42;
38268;174;Tongelresche Akkers;Div.;Eengezins;2011;Koop(duur);Gereed;Nieuwbouw;4;
38270;174;Tong. Akkers=Plan 7 A west;;Eengezins;2024;Huur(middenhuur);Planologische voorbereiding;Nieuwbouw;52;214-100
38272;174;Tongelresche Akkers/deelplan 4a;08/0179;Eengezins;2010;Koop(middelduur);Gereed;Nieuwbouw;7;
38276;174;Tong. Akkers=Plan 9C&D;;Eengezins;2026;Huur(middenhuur);Planologische voorbereiding;Nieuwbouw;60;214-100
38281;174;Tong. Akkers=Plan 5 B&D;V16/27257;Eengezins;2018;Koop(middelduur);Gereed;Nieuwbouw;57;
38282;174;Tongelresche Akkers/ deelplan 13A/B;13/0977;Eengezins;2014;Huur(betaalbaar);Gereed;Nieuwbouw;74;
38285;174;Tong. Akk=Plan 11 Anno 30 3e deel;V17/29063;Eengezins;2019;Koop(duur);Gereed;Nieuwbouw;7;
38287;174;Tong. Akkers=Plan 5 C;V16/27257;Eengezins;2020;Huur(duur);Gereed;Nieuwbouw;18;
38288;174;Tong. Akkers=Plan 6 B - Cellostr. 53 t/m 71 oneven & Contrabasstraat 1 t/m 27 oneven;V19/36716;Eengezins;2021;Koop(middelduur);Gereed;Nieuwbouw;24;214-100
38290;174;Tong. Akkers=Plan 8B - deelplan Chopin - Contrabasstraat 2 t/m 24 even;V20/39667;Eengezins;2022;Koop(duur);Gereed;Nieuwbouw;12;214-100
38299;175;Tongelresestraat 14/vh Noodsprong;01/1870;Meergezins;2010;Koop(middelduur);Gereed;Nieuwbouw;9;
38300;175;Tongelresestraat 14/vh Noodsprong;01/1870;Meergezins;2010;Koop(middelduur);Gereed;Nieuwbouw;1;
38304;177;Tongelresestraat 425A en 429;01/1192;Eengezins;2004;Koop(middelduur);Gereed;Nieuwbouw;2;
38305;177;Urkhovenseweg 29;98/2223;Eengezins;2001;Koop(duur);Gereed;Nieuwbouw;1;
38307;177;Urkhovenseweg 37;98/2141;Eengezins;2000;Koop(duur);Gereed;Nieuwbouw;1;
38311;180;Tonnaerstraat;99/1911;Meergezins;2003;Koop(middelduur);Gereed;Nieuwbouw;46;
38314;182;Transformatorstraat;98/1326;Eengezins;2000;Koop(middelduur);Gereed;Nieuwbouw;7;
38319;191;Vogelkerslaan 2;03/0514;Eengezins;2005;Koop(duur);Gereed;Nieuwbouw;1;
38320;191;Vogelkerslaan 4;08/1556;Eengezins;2011;Koop(duur);Gereed;Nieuwbouw;1;
38321;192;Willemstraat/Vogelzangterrein De Lodewijk;V18/35361;Meergezins;2022;Huur(duur);Gereed;Nieuwbouw;50;429-100
38323;192;Willemstraat/Vogelzangterrein De Lodewijk;V18/35361;Meergezins;2022;Huur(middenhuur);Gereed;Nieuwbouw;2;429-100
38329;196;Gerretsonlaan/Huizingalaan;06/1215;Meergezins;2013;Huur(betaalbaar);Gereed;Nieuwbouw;61;
38332;199;Winkelcentrum Woensel: Aramis;01/0346;Meergezins;2006;Koop(middelduur);Gereed;Nieuwbouw;36;
38333;199;Winkelcentrum Woensel: Athos;02/0995;Meergezins;2006;Koop(middelduur);Gereed;Nieuwbouw;35;
38334;199;Winkelcentrum Woensel: Porthos;01/0346;Meergezins;2006;Koop(middelduur);Gereed;Nieuwbouw;108;
38337;202;Thorvaldseln/Dr.Cuyperslaan;08/1128;Meergezins;2011;Huur(betaalbaar);Gereed;Nieuwbouw;48;
38338;203;Woenselsestraat/Hanartstraat;00/1787;Eengezins;2003;Koop(duur);Gereed;Nieuwbouw;4;
38347;209;Poeijersstraat 71, 81, 91;;Meergezins;2022;Huur(betaalbaar);Gereed;Verbouw transformatie;3;
38351;211;W. Barentzstraat 23a;05/1385;Meergezins;2008;Koop(betaalbaar);Gereed;Nieuwbouw;7;
38353;211;W. Barentzstraat 23a;04/0102;Meergezins;2005;Koop(betaalbaar);Gereed;Verbouw transformatie;13;
38354;211;W. Barentzstraat 23a;04/1350;Meergezins;2005;Koop(betaalbaar);Gereed;Verbouw transformatie;6;
38355;211;Woenselsemarkt 25-26;04/1571;Meergezins;2009;Koop(middelduur);Gereed;Nieuwbouw;9;
38356;213;Coriolanuspad 1A-1D;98/0195;Eengezins;2000;Huur(betaalbaar);Gereed;Nieuwbouw;4;
38357;215;Vredesplein fase 1 Blok 11;11/1955;Meergezins;2014;Huur(goedkoop);Gereed;Nieuwbouw vervangend;48;
38358;215;Vredesplein fase 2 Blok 5;V14/21907;Eengezins;2017;Huur(betaalbaar);Gereed;Nieuwbouw vervangend;22;
38368;215;Vredesplein fase 3 Blok 3;;Eengezins;2018;Koop(middelduur);Gereed;Nieuwbouw vervangend;13;
38370;215;Vredesplein fase 4 Blok 1;V18/35440;Meergezins;2021;Huur(middenhuur);Gereed;Nieuwbouw vervangend;21;274-014
38374;215;Vredesplein fase 1 Blok 8;12/0944;Eengezins;2014;Huur(goedkoop);Gereed;Nieuwbouw vervangend;29;
38376;215;Vredesplein fase 5 Blok 10a;V19/36341;Meergezins;2021;Huur(goedkoop);Gereed;Nieuwbouw vervangend;9;274-014
38377;215;Vredesplein fase 2 Blok 12;V18/32747;Meergezins;2020;Huur(goedkoop);Gereed;Nieuwbouw vervangend;10;
38401;238;J.Israelsln (Centr.Doornakk./zorg);06/0882;Meergezins;2009;Huur(betaalbaar);Gereed;Nieuwbouw;91;
38404;239;C.van Bijnkershoekstraat;06/1058;Meergezins;2008;Huur(betaalbaar);Gereed;Nieuwbouw;18;
38405;240;Pisanostraat;07/1284;Meergezins;2014;Huur(middenhuur);Gereed;Nieuwbouw;23;
38407;242;Heezerweg (Tivolilkerk) - Rector Baptistlaan 23 t/m 49 oneven;07/0363;Eengezins;2022;Huur(middenhuur);Gereed;Nieuwbouw;14;889-100
38413;244;Woensel West (SPIL Boschdijk);06/1857;Meergezins;2010;Koop(middelduur);Gereed;Nieuwbouw vervangend;9;
38418;244;Stadsbuurt Volta-Galvani;12/0472;Meergezins;2013;Koop(betaalbaar);Gereed;Nieuwbouw vervangend;10;
38419;244;Stadsbuurt Volta-Galvani;12/0472;Meergezins;2013;Huur(goedkoop);Gereed;Nieuwbouw vervangend;11;
38421;244;Stadsbuurt Volta-Galvani;12/0472;Eengezins;2013;Huur(betaalbaar);Gereed;Nieuwbouw vervangend;31;
38422;244;Celsiuspleinbuurt fase 1;V16/25313;Meergezins;2017;Huur(betaalbaar);Gereed;Nieuwbouw vervangend;34;
38424;244;Celsiuspleinbuurt fase 3/4;;Eengezins;2020;Huur(betaalbaar);Gereed;Onttrekking sloop;-132;
38429;244;Celsiuspleinbuurt fase 3/4 - (Waaggebouw);V20/43054;Meergezins;2023;Huur(betaalbaar);In aanbouw;Nieuwbouw vervangend;3;150-000
38432;244;Celsiuspleinbuurt fase 3/4 - Brugmanstr. 51 t/m 73 (oneven), Newtonpl 9 en -str. 6;V20/41297;Eengezins;2022;Huur(betaalbaar);Gereed;Nieuwbouw vervangend;13;150-000
38434;244;Celsiuspleinbuurt fase 3/4 - Newtonplein 6 en 8;V20/41297;Eengezins;2021;Huur(betaalbaar);Gereed;Nieuwbouw vervangend;2;150-000
38443;244;Celsiuspleinbuurt fase 3/4 - Drebbelstraat 22 t/m 40 even;V20/41297;Eengezins;2022;Huur(betaalbaar);Gereed;Nieuwbouw vervangend;10;150-000
38445;244;Celsiuspleinbuurt fase 3/4 - Celsiusstraat 3,5,7,9 en 12, Jan van der Heijdenhof 4,22 t/m 25,28,37 t;V20/41297;Eengezins;2022;Huur(betaalbaar);Gereed;Nieuwbouw vervangend;20;150-000
38446;244;Celsiuspleinbuurt fase 3/4 - Drebbelstraat 20;V20/41297;Eengezins;2022;Huur(betaalbaar);Gereed;Nieuwbouw vervangend;1;150-000
38447;244;Celsiuspleinbuurt fase 3/4 - Lili Bleekerstraat 8;V20/41297;Eengezins;2022;Huur(betaalbaar);Gereed;Nieuwbouw vervangend;1;150-000
38448;244;Celsiuspleinbuurt fase 3/4 - Jan van der Heijdenhof 1,2,3,5,26 en 27;V20/41297;Eengezins;2022;Huur(betaalbaar);Gereed;Nieuwbouw vervangend;6;150-000
38450;244;Celsiuspleinbuurt fase 3/4 - Jan van der Heijdenhof 47 en 48 & Celsiusplein 41 t/m 46;V20/41297;Eengezins;2022;Huur(betaalbaar);Gereed;Nieuwbouw vervangend;8;150-000
38455;248;Kleine Berg 22;05/0871;Meergezins;2008;Koop(betaalbaar);Gereed;Verbouw transformatie;14;
38456;249;Havenstraat West/Kanaaldijk Zuid;05/1867;Meergezins;2009;Koop(betaalbaar);Gereed;Nieuwbouw;22;
38461;255;Hoogstraat/Lambertusstraat;07/0361;Meergezins;2011;Koop(middelduur);Gereed;Nieuwbouw;24;
38465;257;Blix NO IVS;;Eengezins;2015;Koop(duur);Gereed;Nieuwbouw;3;
38471;257;Blix NO fase 3B (De Velden);V18/32446;Eengezins;2020;Koop(duur);Gereed;Nieuwbouw;9;
38474;257;Blix NO fase 1 rest Vuurpot;12/1851;Eengezins;2016;Koop(middelduur);Gereed;Nieuwbouw;10;
38481;257;Blix NO Plateau fase 3 - Panorama 2, 56 t/m 92 even, Helling 2, Steilte 1 t/m 4, 6, 13;V21/47276;Eengezins;2023;Koop(duur);In aanbouw;Nieuwbouw;27;382-000
38483;257;Ernani 22a t/m 22F;;Eengezins;2016;Koop(duur);Gereed;Nieuwbouw;6;
38484;257;Blix NO  fase 2B Graanmaat 1 t/m 5;;Eengezins;2016;Huur(middenhuur);Gereed;Nieuwbouw;3;
38485;257;Blix NO fase 2B Speerpunt 1t/m7 + 2;;Eengezins;2016;Huur(middenhuur);Gereed;Nieuwbouw;5;
38487;257;BlixemboschNO fase 1 namelding 2014;12/1851;Eengezins;2015;Koop(middelduur);Gereed;Nieuwbouw;6;
38489;257;Blix NO IVS;;Eengezins;2016;Koop(duur);Gereed;Nieuwbouw;7;
38490;257;Blix NO fase 2 Buitendreef 24-26;12/1851;Eengezins;2016;Koop(duur);Gereed;Nieuwbouw;2;
38492;257;Blix NO IVS (De Velden);Div.;Eengezins;2020;Koop(duur);Gereed;Nieuwbouw;3;
38493;257;Blix NO IVS  De Velden (2 kapper);V21/47492;Eengezins;2023;Koop(duur);In aanbouw;Nieuwbouw;2;382-000
38498;257;Blix NO Plateau fase 3, Panorama 2,4,6,8, Steilte 5,7,9,11, Helling 4,6,8,10;V21/47276;Eengezins;2023;Koop(duur);In aanbouw;Nieuwbouw;11;382-000
38500;257;Blixembosch Buiten Plateau - fase 2 - Walwoningen - Panorama 69,71 en 73;V21/45129;Eengezins;2024;Koop(duur);In aanbouw;Nieuwbouw;3;382-000
38502;262;Vondellaan 9a;07/0101;Eengezins;2009;Koop(duur);Gereed;Nieuwbouw;1;
38503;262;Dr Schaepmanlaan 18;V15/244443;Eengezins;2017;Koop(duur);Gereed;Nieuwbouw vervangend;1;
38504;262;Poirterslaan 26;V15/23682;Meergezins;2017;Koop(duur);Gereed;Verbouw transformatie;1;
38508;268;Landhof/fase 1/kavel 6;1120/32;Eengezins;2012;Koop(middelduur);Gereed;Nieuwbouw;16;
38516;268;Landhof/kavel 1B/Lamers;V14/21723;Eengezins;2016;Koop(middelduur);Gereed;Nieuwbouw;9;
38517;268;Landhof/kavel 9;;Eengezins;2017;Koop(middelduur);Gereed;Nieuwbouw;32;
38518;268;Landhof/kavel 10;;Eengezins;2017;Koop(middelduur);Gereed;Nieuwbouw;32;
38522;269;Vestdijk/Havenstr/Schellen (fase 1);V16/26499;Eengezins;2018;Huur(betaalbaar);Gereed;Nieuwbouw;19;
38523;269;Vestdijk/Havenstr/Schellen (fase 1);V16/26499;Meergezins;2018;Huur(goedkoop);Gereed;Nieuwbouw;15;
38524;270;Castiliëlaan Buurtschap Te Veld fase 2 - Qyuubs - Achterbosch 1 t/m 69 oneven, m.u.v. 33, 35 en 37;V21/46924;Eengezins;2022;Huur(betaalbaar);Gereed;Nieuwbouw;32;880-100
38526;270;Castiliëlaan Buurtschap Te Veld - LL040 - oorspr. 60;V21/45197;Meergezins;2023;Huur(betaalbaar);Onherroepelijk plan/besluit;Nieuwbouw;60;880-100
38528;270;Castiliëlaan Buurtschap Te Veld - LL040 - oorspr. 15;V21/45197;Eengezins;2023;Huur(betaalbaar);Onherroepelijk plan/besluit;Nieuwbouw;12;880-100
38529;270;Castiliëlaan Buurtschap Te Veld - Kwartier 1 t/m 40;V21/45580;Eengezins;2022;Huur(betaalbaar);Gereed;Nieuwbouw;40;880-100
38531;270;Castiliëlaan Buurtschap Te Veld - LL040 - oorspr. 40;V21/45197;Meergezins;2024;Huur(betaalbaar);Onherroepelijk plan/besluit;Nieuwbouw;40;880-100
38533;270;Castiliëlaan Buurtschap Te Veld - Buurthart fase 4 (vh van 'thuis);V21/45197;Meergezins;2023;Huur(betaalbaar);Onherroepelijk plan/besluit;Nieuwbouw;27;880-100
38535;270;Castiliëlaan Buurtschap Te Veld fase 3 - Noordhoek 2 t/m 16 en 18 t/m 32 even;EHV-ZP2022-0000;Eengezins;2023;Huur(betaalbaar);Vergunning verleend;Nieuwbouw;24;880-100
38539;270;Castiliëlaan Buurtschap Te Veld - Minitopia - Boslust 4, 6, en 15;V21/47600;Eengezins;2023;Koop(betaalbaar);Vergunning verleend;Nieuwbouw;3;880-100
38544;270;Castiliëlaan Buurtschap Te Veld fase 2 - Qyuubs - Achterbosch 71 t/m 103 oneven;V21/46924;Meergezins;2022;Huur(betaalbaar);Gereed;Nieuwbouw;17;880-100
38545;270;Castiliëlaan Buurtschap Te Veld - Minitopia - Overakker 85;V22/48327;Eengezins;2023;Koop(betaalbaar);Vergunning verleend;Nieuwbouw;1;880-100
38550;270;Castiliëlaan Buurtschap Te Veld - Kamer E - Overakker 93 t/m 103 oneven;V22/49336;Meergezins;2023;Huur(middenhuur);Vergunning verleend;Nieuwbouw;6;880-100
38553;270;Castiliëlaan Buurtschap Te Veld - Minitopia - Overakker 81;V22/49367;Eengezins;2023;Koop(goedkoop);Vergunning verleend;Nieuwbouw;1;880-100
38554;270;Castiliëlaan Buurtschap Te Veld - Minitopia - Boslust 24;EHV-ZP2022-0002;Eengezins;2023;Koop(goedkoop);Vergunning verleend;Nieuwbouw;1;880-100
38555;270;Castiliëlaan Buurtschap Te Veld - Minitopia - Achterbosch 35;V22/49367;Eengezins;2023;Koop(goedkoop);Vergunning verleend;Nieuwbouw;1;880-100
38557;270;Castiliëlaan Buurtschap Te Veld - Minitopia - Groenendijk 52;EHV-ZP2022-0003;Eengezins;2023;Koop(goedkoop);Vergunning verleend;Nieuwbouw;1;880-100
38559;270;Castiliëlaan Buurtschap Te Veld fase 3 (vh van Woonbedrijf) - kamer D;V21/46924;Meergezins;2023;Huur(betaalbaar);Onherroepelijk plan/besluit;Nieuwbouw;24;880-100
38560;270;Castiliëlaan Buurtschap Te Veld - kamer I - Eikberg 65, 67, 95 t/m 103 oneven;ZP2022-000778;Eengezins;2024;Huur(duur);Vergunning verleend;Nieuwbouw;7;880-100
38563;270;Castiliëlaan Buurtschap Te Veld - kamer I - Eikberg 37 t/m 63 oneven;ZP2022-000517;Eengezins;2023;Huur(betaalbaar);Vergunning verleend;Nieuwbouw;14;880-100
38566;270;Castiliëlaan Buurtschap Te Veld - Minitopia - Boslust 8, Noordhoek 2b en 2c;V22/49472, ZP20;Eengezins;2023;Koop(goedkoop);Vergunning verleend;Nieuwbouw;3;880-100
38567;270;Castiliëlaan Buurtschap Te Veld - Minitopia - Boslust 3;EHV-ZP2022-0008;Eengezins;2023;Koop(goedkoop);Vergunning verleend;Nieuwbouw;1;880-100
38569;270;Castiliëlaan Buurtschap Te Veld - Minitopia - Noordhoek 2D;ZP2022-001608;Eengezins;2023;Koop(goedkoop);Vergunning verleend;Nieuwbouw;1;880-100
38572;270;Castiliëlaan Buurtschap Te Veld - Minitopia - Boslust 2;ZP2022-001360;Eengezins;2023;Koop(goedkoop);Vergunning verleend;Nieuwbouw;1;880-100
38574;270;Castiliëlaan Buurtschap Te Veld - Westrik 22 en Rondveld 21;Diverse;Eengezins;2023;Huur(betaalbaar);Vergunning verleend;Nieuwbouw;2;880-100
38577;270;Castiliëlaan Buurtschap Te Veld - Minitopia - Boslust 11, 15 en 23;V22/49365, V21/;Eengezins;2022;Koop(betaalbaar);Gereed;Nieuwbouw;3;880-100
38578;270;Castiliëlaan Buurtschap Te Veld - Minitopia - Boslust 20;V21/47493;Eengezins;2022;Koop(betaalbaar);Gereed;Nieuwbouw;1;880-100
38579;273;Mauritsstraat 60-62;06/0674;Meergezins;2007;Huur(betaalbaar);Gereed;Verbouw transformatie;6;
38581;274;Franz Leharplein 20;06/0413;Meergezins;2007;Huur(goedkoop);Gereed;Verbouw transformatie;10;
38584;276;Pieter Zeemanstraat/Boschdijk;06/1363;Meergezins;2010;Koop(betaalbaar);Gereed;Nieuwbouw;13;
38585;280;Thomas a Kempislaan;06/0459;Meergezins;2008;Huur(betaalbaar);Gereed;Nieuwbouw;10;
38586;280;Thomas a Kempislaan;06/0459;Meergezins;2008;Koop(middelduur);Gereed;Nieuwbouw;6;
38588;286;Hoogstraat 421;06/0326;Meergezins;2009;Huur(betaalbaar);Gereed;Nieuwbouw;9;
38589;287;Boschdijk 1071/ Rijnstraat;07/1757;Meergezins;2010;Koop(betaalbaar);Gereed;Nieuwbouw;22;
38592;290;Stratumsedijk 29 a-d /Kunstkwartier;07/0492;Meergezins;2013;Koop(middelduur);Gereed;Verbouw transformatie;18;
38593;291;Verzamel 2007 kleine initiatieven;Div.;Meergezins;2007;Koop(betaalbaar);Gereed;Verbouw transformatie;43;
38595;291;Verzamel 2007 kleine initiatieven;Div.;Meergezins;2007;Huur(goedkoop);Gereed;Verbouw transformatie;21;
38596;292;Boutenslaan 161b;04/1718;Eengezins;2007;Koop(middelduur);Gereed;Nieuwbouw;1;
38597;294;Willaertplein Lassusstraat 2 -12;V16/28170;Meergezins;2018;Huur(betaalbaar);Gereed;Nieuwbouw;14;
38598;302;Amaryllisstraat 1 (vh Essink);07/1460;Meergezins;2009;Koop(middelduur);Gereed;Verbouw transformatie;12;
38599;305;Hoogstraat/Ph.deGoedelaan/Palingstr/Goudvisstraat (Hooghof) Blok B;V17/30434;Meergezins;2020;Huur(duur);Gereed;Nieuwbouw;28;
38601;305;Hoogstraat/Ph.deGoedelaan/Palingstr/Goudvisstraat (Hooghwerf) Blok C;V17/30434;Meergezins;2020;Huur(duur);Gereed;Nieuwbouw;9;
38604;306;Vestdijk (Van der Meulen Ansems) VDMA - gebouw C;;Meergezins;2026;Koop(duur);Vastgesteld plan/besluit;Nieuwbouw;11;424-100
38606;306;Vestdijk (Van der Meulen Ansems) VDMA - Gebouw B;;Meergezins;2027;Huur(middenhuur);Vastgesteld plan/besluit;Nieuwbouw;62;424-100
38610;306;Vestdijk (Van der Meulen Ansems) VDMA - Gebouw B;;Meergezins;2026;Huur(middenhuur);Vastgesteld plan/besluit;Nieuwbouw;63;424-100
38614;306;Vestdijk (Van der Meulen Ansems) VDMA - Zusterflat;;Meergezins;2027;Koop(middelduur);Vastgesteld plan/besluit;Verbouw transformatie;24;424-100
38616;306;Vestdijk (Van der Meulen Ansems) VDMA - Gebouw B;;Meergezins;2027;Huur(duur);Vastgesteld plan/besluit;Nieuwbouw;8;424-100
38617;306;Vestdijk (Van der Meulen Ansems) VDMA - Zusterflat;;Meergezins;2023;Huur(betaalbaar);Vastgesteld plan/besluit;Onttrekking overig;-65;424-100
38618;306;Vestdijk (Van der Meulen Ansems) VDMA - Zusterflat;;Meergezins;2023;Huur(middenhuur);Vastgesteld plan/besluit;Onttrekking overig;-10;424-100
38619;306;Vestdijk (Van der Meulen Ansems) VDMA - Zusterflat;;Meergezins;2026;Koop(middelduur);Vastgesteld plan/besluit;Verbouw transformatie;24;424-100
38622;309;Boschdijk 149-155;07/1140;Meergezins;2009;Huur(middenhuur);Gereed;Verbouw transformatie;46;
38624;312;Pastoor Sickingstraat fase 1;V14/21964;Meergezins;2018;Huur(betaalbaar);Gereed;Nieuwbouw;28;
38627;313;DAF ensemble (Picuskade);V14/21536;Meergezins;2019;Huur(betaalbaar);Gereed;Nieuwbouw;85;
38634;319;Hondsruglaan 138 en 138a;07/1939;Eengezins;2009;Huur(goedkoop);Gereed;Nieuwbouw;1;
38635;320;Akkerstraat/Ploegstraat (vh school);13/3540;Meergezins;2016;Koop(duur);Gereed;Verbouw transformatie;21;onbekend
38637;323;Frederiklaan 104;08/2109;Meergezins;2009;Koop(betaalbaar);Gereed;Verbouw transformatie;9;
38639;327;Maximahof 1-76 (vh Rembrandt);09/0201;Meergezins;2011;Huur(betaalbaar);Gereed;Nieuwbouw;61;
38640;327;Maximahof 1-76 (vh Rembrandt);09/0201;Meergezins;2011;Huur(middenhuur);Gereed;Nieuwbouw;13;
38648;335;Verzamel 2008 kleine initiatieven;Div.;Meergezins;2008;Koop(betaalbaar);Gereed;Nieuwbouw;33;
38649;335;Toevoeging nav opschonen BAG;Div.;Meergezins;2008;Huur(betaalbaar);Gereed;Nieuwbouw;5;
38650;335;Toevoeging nav opschonen BAG;Div.;Meergezins;2008;Huur(betaalbaar);Gereed;Nieuwbouw;4;
38651;335;Verzamel 2008 kleine initiatieven;Div.;Meergezins;2008;Koop(betaalbaar);Gereed;Nieuwbouw;6;
38657;347;Toevoegingen nav opschoning BAG;;Eengezins;2009;Huur(goedkoop);Gereed;Verbouw transformatie;11;
38658;347;Verzamel 2009 kleine initiatieven;Div.;Meergezins;2009;Koop(betaalbaar);Gereed;Verbouw transformatie;21;
38663;353;Gerardusplein 24b;07/0278;Meergezins;2009;Huur(betaalbaar);Gereed;Nieuwbouw;25;
38665;355;Leenderweg/Biesterweg/Magnoliastr 1;12/1885;Meergezins;2014;Koop(middelduur);Gereed;Verbouw transformatie;9;
38667;356;Nachtegaallaan  7;V16/26970;Eengezins;2018;Koop(duur);Gereed;Nieuwbouw vervangend;1;
38676;361;Willemstr/Langdonkenstr (vd Ven&Co) De Willem;V18/35360;Meergezins;2022;Huur(middenhuur);Gereed;Nieuwbouw;58;429-100
38682;366;Verzamel 2010 kleine initiatieven;;Meergezins;2010;Koop(betaalbaar);Gereed;Nieuwbouw;22;
38683;366;Verzamel 2010 kleine initiatieven;;Meergezins;2010;Koop(betaalbaar);Gereed;Nieuwbouw;24;
38684;366;Toevoegingen nav opschoning BAG;;Eengezins;2010;Huur(goedkoop);Gereed;Nieuwbouw;1;
38685;367;Schootsestraat/Frederiklaan (Prijt);10/0133;Meergezins;2011;Koop(betaalbaar);Gereed;Verbouw transformatie;14;
38688;372;Bomansplaats;10/0791;Meergezins;2011;Huur(betaalbaar);Gereed;Verbouw transformatie;16;
38689;373;Van Wassenhovestraat/ Dirk Boutslaan/ Augustinianum / plan Augustus;V18/33905;Eengezins;2020;Koop(duur);Gereed;Nieuwbouw;23;743-000
38690;373;Van Wassenhovestraat/ Dirk Boutslaan/ Augustinianum / plan Augustus;V18/33905;Eengezins;2021;Koop(duur);Gereed;Nieuwbouw;42;743-000
38693;376;Leenderweg 143 - 145;10/2765;Meergezins;2013;Huur(goedkoop);Gereed;Nieuwbouw;8;
38695;379;Tongelresestraat 363 - 365;09/2536;Meergezins;2019;Huur(goedkoop);Gereed;Nieuwbouw;18;
38697;382;Tivoli Neushoornstr/Tijgerstr.;V18/35095;Eengezins;2020;Huur(betaalbaar);Gereed;Nieuwbouw vervangend;32;
38701;384;Vredeoord Zelfbouw Veld 8 - Douglashout 137 t/m 139 CPO groep Pais en Vree;V20/40174;Eengezins;2021;Koop(duur);Gereed;Nieuwbouw;3;785-000
38702;384;Vredeoord;V19/36452;Meergezins;2020;Huur(betaalbaar);Gereed;Nieuwbouw;58;
38703;384;Vredeoord Zelfbouw Ovaal;;Eengezins;2023;Koop(duur);In aanbouw;Nieuwbouw;3;785-000
38707;384;Vredeoord Zelfbouw Veld 3 - Loofhout 13;V20/39868;Eengezins;2022;Koop(duur);Gereed;Nieuwbouw;1;785-000
