Type;Locatie;Code;Naam;Aanduiding;Straat;Wijk;Plaatsnaam;Objectgroep;Typenummer;Bouwjaar;Ondergrond;Oppervlakte;Aantal;RDX;RDY;LON;LAT
Speeltoestel;443 180 - OBS de Meander School                     ;443 180.05   ;Duikelrek                                 ;Duikelen                                              ;Pauwenburg         ;de Landerijen-West;Lelystad ;Duikelrek              ;0-53136-700            ;2008           ;Kunstgras              ;30,0 ;1;162661;500653;5,500010249;52,4935295767
Speeltoestel;443 180 - OBS de Meander School                     ;443 180.06   ;Hekwerk                                   ;Geluidsarme ballebvanger, dubbelstaafmat. 2x12m.      ;Pauwenburg         ;de Landerijen-West;Lelystad ;Sporttoestel           ;SP 150                 ;2011           ;Asfalt                 ;300,0;1;162656;500635;5,4999412233;52,4933690387
Speeltoestel;443 180 - OBS de Meander School                     ;443 180.04   ;Streetdoel                                ;Voetballen 2x                                         ;Pauwenburg         ;de Landerijen-West;Lelystad ;Sporttoestel           ;5620480,0              ;2006           ;Asfalt                 ;30,0 ;2;162665;500633;5,5000676487;52,4933469891
Speeltoestel;443 180 - OBS de Meander School                     ;443 180.02   ;Lelie zonder dakje                        ;Klimmen en glijden                                    ;Pauwenburg         ;de Landerijen-West;Lelystad ;Klimtoestel            ;AK.733b                ;2005           ;Kunstgras              ;63,0 ;1;162661;500664;5,5000096302;52,4936331114
Speeltoestel;443 190 - KJS de Lispeltuut, Driesprong School      ;443 190.003  ;Auto                                      ;Auto                                                  ;Bouvigne           ;de Landerijen-West;Lelystad ;Veerelement            ;5590770,0              ;2014           ;Kunstgras              ;40,0 ;1;162571;500599;5,4986847277;52,4930498295
Speeltoestel;443 190 - KJS de Lispeltuut, Driesprong School      ;443 190.001  ;Combinatie                                ;Klimmen glijden                                       ;Bouvigne           ;de Landerijen-West;Lelystad ;Combinatietoestel      ; 0-23131-702           ;2006           ;Kunstgras              ;85,0 ;1;162614;500614;5,4993123051;52,4931782952
Speelplek   ;443 190 - KJS de Lispeltuut, Driesprong School      ;443 190      ;KJS de Lispeltuut, Driesprong School      ;School                                                ;Bouvigne           ;de Landerijen-West;Lelystad ;                       ;                       ;2006           ;                       ;     ;1;162600;500603;5,4991085598;52,4930772905
Speeltoestel;443 190 - KJS de Lispeltuut, Driesprong School      ;443 190.004  ;Klimtoestel                               ;Klimmen                                               ;Bouvigne           ;de Landerijen-West;Lelystad ;Klimtoestel            ;                       ;2006           ;Rubbertegel            ;40,0 ;1;162564;500617;5,4985735223;52,4932099088
Speeltoestel;443 190 - KJS de Lispeltuut, Driesprong School      ;443 190.005  ;Zandbak                                   ;Zandbak                                               ;Bouvigne           ;de Landerijen-West;Lelystad ;Zandbak                ;                       ;2006           ;Zand                   ;28,0 ;1;162636;500611;5,499645153;52,4931519164
Speeltoestel;443 190 - KJS de Lispeltuut, Driesprong School      ;443 190.08   ;Zandbak                                   ;                                                      ;Bouvigne           ;de Landerijen-West;Lelystad ;Zandbak                ;                       ;2017           ;Zand                   ;10,0 ;1;162638;500610;5,4996626611;52,4931465073
Speeltoestel;443 190 - KJS de Lispeltuut, Driesprong School      ;443 190.006  ;Quick Step                                ;Balanceren                                            ;Bouvigne           ;de Landerijen-West;Lelystad ;Balanceertoestel       ;5553045,0              ;2008           ;Betontegel             ;     ;1;162625;500601;5,4994739885;52,4930669687
Speeltoestel;443 190 - KJS de Lispeltuut, Driesprong School      ;443 190.007  ;Steps                                     ;Stappen                                               ;Bouvigne           ;de Landerijen-West;Lelystad ;Balanceertoestel       ;5553105,0              ;2008           ;Betontegel             ;     ;3;162568;500601;5,4986327784;52,4930605733
Speeltoestel;443 190 - KJS de Lispeltuut, Driesprong School      ;443 190.002  ;Krokodil                                  ;Krokodil                                              ;Bouvigne           ;de Landerijen-West;Lelystad ;Balanceertoestel       ;                       ;2007           ;Rubbertegel            ;10,0 ;1;162568;500622;5,4986403254;52,4932503788
Speeltoestel;443 190 - KJS de Lispeltuut, Driesprong School      ;443 190.Nieuw;Huis                                      ;                                                      ;Bouvigne           ;de Landerijen-West;Lelystad ;Speelhuis              ;290887,0               ;2008           ;Rubbertegel            ;20,0 ;1;162636;500608;5,499633166;52,4931282012
Speeltoestel;331 115 - OBS de Tjotter, Schakel(dep) School       ;331 115.12   ;Speelhuis                                 ;                                                      ;Kennemerland       ;Landstrekenwijk   ;Lelystad ;Speelhuis              ;211358,0               ;2007           ;Rubbertegel            ;20,0 ;1;159709;500813;5,456541404;52,4950032371
Speeltoestel;331 115 - OBS de Tjotter, Schakel(dep) School       ;331 115.03   ;Duikelrek 3-delig                         ;Duikelrek                                             ;Kennemerland       ;Landstrekenwijk   ;Lelystad ;Duikelrek              ;721272 (ME03)          ;2012           ;Rubbertegel            ;21,0 ;2;159608;500795;5,4550505643;52,4948449357
Speeltoestel;331 115 - OBS de Tjotter, Schakel(dep) School       ;331 115.11   ;Duikelrek 3-delig                         ;                                                      ;Kennemerland       ;Landstrekenwijk   ;Lelystad ;Duikelrek              ;721272 (ME03)          ;2017           ;Rubbertegel            ;40,0 ;1;159591;500793;5,454806389;52,4948200008
Speeltoestel;331 115 - OBS de Tjotter, Schakel(dep) School       ;331 115.01   ;Aap                                       ;                                                      ;Kennemerland       ;Landstrekenwijk   ;Lelystad ;Combinatietoestel      ;Aap                    ;2010           ;Rubbertegel            ;120,0;1;159596;500806;5,4548825458;52,4949352648
Speeltoestel;331 115 - OBS de Tjotter, Schakel(dep) School       ;331 115.02   ;Vidahr                                    ;Fictief in veld aanvullen                             ;Kennemerland       ;Landstrekenwijk   ;Lelystad ;Combinatietoestel      ;vidahr                 ;2010           ;Rubbertegel            ;64,0 ;1;159597;500794;5,454893431;52,494832084
Speeltoestel;331 115 - OBS de Tjotter, Schakel(dep) School       ;331 115.08   ;Tafeltennistafel Blauw                    ;Pingpongen                                            ;Kennemerland       ;Landstrekenwijk   ;Lelystad ;Sporttoestel           ;PP.BL                  ;2008           ;Betontegel             ;     ;1;159587;500805;5,4547414754;52,4949309416
Speeltoestel;331 115 - OBS de Tjotter, Schakel(dep) School       ;331 115.04   ;Zandbak                                   ;                                                      ;Kennemerland       ;Landstrekenwijk   ;Lelystad ;Zandbak                ;210 10 100             ;2011           ;Zand                   ;10,0 ;1;159625;500809;5,4553096078;52,4949625209
Speeltoestel;331 115 - OBS de Tjotter, Schakel(dep) School       ;331 115.06   ;Zandbak                                   ;                                                      ;Kennemerland       ;Landstrekenwijk   ;Lelystad ;Zandbak                ;                       ;2014           ;Zand                   ;25,0 ;1;159602;500818;5,4549695901;52,495044411
Speelplek   ;331 115 - OBS de Tjotter, Schakel(dep) School       ;331 115      ;OBS de Tjotter, Schakel(dep) School       ;School                                                ;Kennemerland       ;Landstrekenwijk   ;Lelystad ;                       ;                       ;2004           ;                       ;     ;1;159613;500805;5,4551334445;52,494927302
Speeltoestel;331 115 - OBS de Tjotter, Schakel(dep) School       ;331 115.07   ;Basketbalpaal                             ;Basketballen                                          ;Kennemerland       ;Landstrekenwijk   ;Lelystad ;Sporttoestel           ;710390,0               ;2004           ;Klinkers               ;     ;1;159606;500806;5,4550258297;52,4949426422
Speeltoestel;331 115 - OBS de Tjotter, Schakel(dep) School       ;331 115.09   ;Spider Cage M                             ;                                                      ;Kennemerland       ;Landstrekenwijk   ;Lelystad ;Klimtoestel            ;703472,0               ;2017           ;Kunstgras              ;38,0 ;1;159594;500808;5,4548478321;52,4949592808
Speeltoestel;331 115 - OBS de Tjotter, Schakel(dep) School       ;331 115.10   ;Parkour                                   ;Freerun / parkour elementen                           ;Kennemerland       ;Landstrekenwijk   ;Lelystad ;Sporttoestel           ;                       ;2017           ;Kunstgras              ;56,0 ;1;159608;500808;5,4550617833;52,4949588887
Speeltoestel;222 235 - OBS de Albatros School                    ;222 235.03   ;Tafeltennistafel Blauw                    ;Pingpongen                                            ;Kogge 02           ;Kogge             ;Lelystad ;Sporttoestel           ;PP.BL                  ;2004           ;Klinkers               ;     ;1;159672;503445;5,4560311697;52,5186582211
Speelplek   ;222 235 - OBS de Albatros School                    ;222 235      ;OBS de Albatros School                    ;"School; 170 m� dekowood                               ";Kogge 02           ;Kogge             ;Lelystad ;                       ;                       ;2006           ;                       ;     ;1;159647;503397;5,4556735257;52,5182273084
Speeltoestel;222 235 - OBS de Albatros School                    ;222 235.04   ;Gondel                                    ;Wip balanceren                                        ;Kogge 02           ;Kogge             ;Lelystad ;Wip                    ;C 402.6.1              ;2006           ;Rubbertegel            ;32,0 ;1;159667;503447;5,455958556;52,5186702164
Speeltoestel;222 235 - OBS de Albatros School                    ;222 235.05   ;ZANDBAK                                   ;                                                      ;Kogge 02           ;Kogge             ;Lelystad ;Zandbak                ;                       ;2006           ;Zand                   ;22,0 ;1;159662;503403;5,4558856114;52,5182810194
Speeltoestel;222 235 - OBS de Albatros School                    ;222 235.01   ;Narcis                                    ;Glij klim duikel                                      ;Kogge 02           ;Kogge             ;Lelystad ;Combinatietoestel      ;AK.711                 ;2009           ;Rubbertegel            ;72,0 ;1;159636;503391;5,4555119677;52,5181700629
Speeltoestel;222 235 - OBS de Albatros School                    ;222 235.02   ;TP 109 Duikelrek 3d                       ;Klimmen                                               ;Kogge 02           ;Kogge             ;Lelystad ;Duikelrek              ;3551090001,0           ;2006           ;Rubbertegel            ;24,0 ;1;159656;503458;5,455796503;52,5187693503
Speeltoestel;222 235 - OBS de Albatros School                    ;222 235.06   ;TP 109 Duikelrek 3d                       ;Duikelen                                              ;Kogge 02           ;Kogge             ;Lelystad ;Duikelrek              ;3551090001,0           ;2006           ;Rubbertegel            ;24,0 ;1;159641;503393;5,4555722525;52,518188452
Speeltoestel;222 235 - OBS de Albatros School                    ;222 235.07   ;tumle                                     ;veerelement                                           ;Kogge 02           ;Kogge             ;Lelystad ;Veerelement            ;H1216820               ;2006           ;Betontegel             ;     ;1;159630;503398;5,4554191095;52,5182374312
Speelplek   ;110 060 - Atol / Langevelderslag                    ;110 060      ;Atol / Langevelderslag                    ;Trapveld                                              ;Atol               ;Atol              ;Lelystad ;                       ;                       ;2007           ;                       ;     ;1;162987;503464;5,5048734916;52,5187892667
Speeltoestel;110 060 - Atol / Langevelderslag                    ;110 060.01   ;Doel - gaspijp                            ;gaspijp                                               ;Atol               ;Atol              ;Lelystad ;Sporttoestel           ;                       ;2006           ;Gras                   ;0,0  ;2;163000;503489;5,5050744673;52,519017344
Speeltoestel;443 200 - Trompenburgh 11                           ;443 200 01   ;Basketbalpaal                             ;Basketballen                                          ;Trompenburgh       ;de Landerijen-West;Lelystad ;Sporttoestel           ;710390,0               ;2006           ;Asfalt                 ;200,0;2;162688;500539;5,5004032581;52,4925027575
Speeltoestel;443 200 - Trompenburgh 11                           ;443 200 04   ;Vijfzwaai                                 ;Schommelen                                            ;Trompenburgh       ;de Landerijen-West;Lelystad ;Schommel               ;                       ;2007           ;Dekowood               ;120,0;1;162699;500573;5,5005618947;52,4928122196
Speeltoestel;443 200 - Trompenburgh 11                           ;443 200 03   ;Happy spinner                             ;                                                      ;Trompenburgh       ;de Landerijen-West;Lelystad ;Draaitoestel           ;ELE500008              ;2007           ;Dekowood               ;9,1  ;1;162705;500565;5,5006591682;52,492734386
Speeltoestel;443 200 - Trompenburgh 11                           ;443 200 05   ;Wacky Spinners                            ;                                                      ;Trompenburgh       ;de Landerijen-West;Lelystad ;Draaitoestel           ;                       ;2007           ;Dekowood               ;9,1  ;1;162705;500561;5,5006509842;52,4927010508
Speeltoestel;443 200 - Trompenburgh 11                           ;443 200 06   ;Sprinkhaan (6 stuks)                      ;                                                      ;Trompenburgh       ;de Landerijen-West;Lelystad ;Bokspringpaal          ;FRE3045 (SPV-24330)    ;2007           ;Dekowood               ;33,0 ;6;162693;500577;5,5004706951;52,4928472677
Speeltoestel;443 200 - Trompenburgh 11                           ;443 200 02   ;Traveler klim/ glijcombi                  ;                                                      ;Trompenburgh       ;de Landerijen-West;Lelystad ;Combinatietoestel      ;ELE400030              ;2007           ;Dekowood               ;35,0 ;1;162697;500565;5,500542132;52,492742317
Speelplek   ;443 200 - Trompenburgh 11                           ;443 200      ;Trompenburgh 11                           ;                                                      ;Trompenburgh       ;de Landerijen-West;Lelystad ;                       ;                       ;2007           ;                       ;     ;1;162696;500544;5,5005174964;52,4925522583
Overig      ;443 200 - Trompenburgh 11                           ;20           ;Hekwerk dubbelstaafmat                    ;84m                                                   ;Trompenburgh       ;de Landerijen-West;Lelystad ;Hekwerk                ;                       ;               ;                       ;     ;1;162702;500510;5,5006035842;52,4922472354
Speeltoestel;442 031 - Zeelaan 133                               ;442 031 01   ;Ruimtetol                                 ;Draaien                                               ;Zeelaan            ;Waterwijk         ;Lelystad ;Draaitoestel           ;S.544                  ;2006           ;Rubbertegel            ;36,0 ;1;161997;500936;5,4902398217;52,4960809985
Speelplek   ;442 031 - Zeelaan 133                               ;442 031      ;Zeelaan 133                               ;                                                      ;Zeelaan            ;Waterwijk         ;Lelystad ;                       ;                       ;2006           ;                       ;     ;1;161985;500939;5,4900605346;52,4961092847
Speeltoestel;442 031 - Zeelaan 133                               ;442 031.05   ;Duikelrek 3-delig                         ;                                                      ;Zeelaan            ;Waterwijk         ;Lelystad ;Duikelrek              ;721272 (ME03)          ;2017           ;Rubbertegel            ;18,0 ;1;161990;500937;5,4901299987;52,4960925978
Speeltoestel;442 031 - Zeelaan 133                               ;442 031.04   ;Combinatie                                ;                                                      ;Zeelaan            ;Waterwijk         ;Lelystad ;Combinatietoestel      ;137150M                ;2017           ;Rubbertegel            ;35,0 ;1;161984;500938;5,4900469757;52,4961042636
Speelplek   ;443 210 - Nijenrode 4                               ;443 210      ;Nijenrode 4                               ;                                                      ;Nijenrode          ;de Landerijen-West;Lelystad ;                       ;                       ;               ;                       ;     ;1;162680;500216;5,5002715521;52,489601319
Overig      ;443 210 - Nijenrode 4                               ;19           ;Hekwerk                                   ;Dubbelstaafmat 96m                                    ;Nijenrode          ;de Landerijen-West;Lelystad ;Hekwerk                ;                       ;               ;                       ;     ;1;162687;500178;5,5003847848;52,4892617587
Speeltoestel;443 210 - Nijenrode 4                               ;443 210.04   ;Panda-Bos                                 ;Glijden klimmen                                       ;Nijenrode          ;de Landerijen-West;Lelystad ;Combinatietoestel      ;Q01274-r               ;2007           ;Dekowood               ;25,0 ;1;162677;500226;5,5002283611;52,4896958172
Speeltoestel;443 210 - Nijenrode 4                               ;443 210.03   ;Duikel Duo                                ;Duikelen                                              ;Nijenrode          ;de Landerijen-West;Lelystad ;Duikelrek              ;NAT801                 ;2007           ;Dekowood               ;15,0 ;1;162686;500230;5,5003594799;52,4897283161
Speeltoestel;443 210 - Nijenrode 4                               ;443 210.01   ;Mini Play - Blauwstaart                   ;Wippen                                                ;Nijenrode          ;de Landerijen-West;Lelystad ;Veerelement            ;MNP.706.001 (34.3.706) ;2007           ;Dekowood               ;15,0 ;1;162687;500230;5,5003875952;52,4897260424
Speeltoestel;443 210 - Nijenrode 4                               ;443 210.05   ;Ooievaarsnest                             ;                                                      ;Nijenrode          ;de Landerijen-West;Lelystad ;Klimtoestel            ;138401,0               ;2007           ;Dekowood               ;25,0 ;1;162683;500224;5,5003223896;52,4896755059
Speeltoestel;443 210 - Nijenrode 4                               ;443 210.07   ;Tourniquet                                ;Draaien                                               ;Nijenrode          ;de Landerijen-West;Lelystad ;Draaitoestel           ;30.2.410               ;2007           ;Dekowood               ;16,0 ;1;162687;500226;5,5003739615;52,489691544
Speeltoestel;443 210 - Nijenrode 4                               ;443 210.06   ;Schommel (hoog) met metalen bovenframe    ;Schommelen                                            ;Nijenrode          ;de Landerijen-West;Lelystad ;Schommel               ;20415,0                ;2007           ;Dekowood               ;40,0 ;1;162680;500235;5,5002753792;52,4897733331
Speeltoestel;443 210 - Nijenrode 4                               ;443 210.02a  ;Minidoel 1.1x0.9 m                        ;Voetbal                                               ;Nijenrode          ;de Landerijen-West;Lelystad ;Sporttoestel           ;1207 - IJslander BV    ;2007           ;Asfalt                 ;75,0 ;1;162692;500211;5,5004544466;52,4895572859
Speeltoestel;443 210 - Nijenrode 4                               ;443 210.02b  ;Minidoel 1.1x0.9 m                        ;                                                      ;Nijenrode          ;de Landerijen-West;Lelystad ;Sporttoestel           ;1207 - IJslander BV    ;2007           ;Asfalt                 ;0,0  ;1;162677;500181;5,5002355569;52,4892862569
Speeltoestel;443 220 - Overcinge                                 ;443 220.01   ;Speldoel Kick                             ;                                                      ;Overcinge          ;de Landerijen-West;Lelystad ;Speelhuis met glijbaan ;772099,0               ;2009           ;Gras                   ;     ;1;163135;500418;5,5069825189;52,4914103452
Speeltoestel;443 220 - Overcinge                                 ;443 220.02   ;Speldoel Kick                             ;                                                      ;Overcinge          ;de Landerijen-West;Lelystad ;Speelhuis met glijbaan ;772099,0               ;2009           ;Gras                   ;0,0  ;1;163119;500397;5,5067408357;52,4912222146
Speelplek   ;443 220 - Overcinge                                 ;443 220      ;Overcinge                                 ;Trapveld                                              ;Overcinge          ;de Landerijen-West;Lelystad ;                       ;                       ;               ;                       ;     ;1;163125;500406;5,5068335253;52,4913053438
Speelplek   ;443 230 - Overcinge                                 ;443 230      ;Overcinge                                 ;                                                      ;Overcinge          ;de Landerijen-West;Lelystad ;                       ;                       ;               ;                       ;     ;1;163059;500331;5,5058614313;52,4906332595
Speeltoestel;443 230 - Overcinge                                 ;443 230.04   ;Krul-hangspel                             ;klimmen                                               ;Overcinge          ;de Landerijen-West;Lelystad ;Klimtoestel            ;1303 - IJslander BV    ;2008           ;Kunstgras              ;15,0 ;1;163060;500337;5,5058754197;52,4906884277
Speeltoestel;443 230 - Overcinge                                 ;443 230.02   ;Klimbol                                   ;Klimmen/ draaien                                      ;Overcinge          ;de Landerijen-West;Lelystad ;Klimtoestel            ;IJS1231                ;2008           ;Kunstgras              ;25,0 ;1;163065;500338;5,5059545006;52,4906944599
Speeltoestel;443 230 - Overcinge                                 ;443 230.03   ;Linekt Sinusbank                          ;Glijden/ klimmen                                      ;Overcinge          ;de Landerijen-West;Lelystad ;Combinatietoestel      ;4950 - IJslander BV    ;2008           ;Kunstgras              ;60,0 ;1;163056;500336;5,5058144369;52,4906780635
Speeltoestel;443 230 - Overcinge                                 ;443 230.01   ;Dubbele schommel schuin                   ;Schommelen                                            ;Overcinge          ;de Landerijen-West;Lelystad ;Schommel               ;1169 - IJslander BV    ;2008           ;Kunstgras              ;35,0 ;1;163063;500327;5,5059215555;52,4905981486
Speeltoestel;443 230 - Overcinge                                 ;443 230.05   ;Wiebelbank                                ;Zitten                                                ;Overcinge          ;de Landerijen-West;Lelystad ;Balanceertoestel       ;1353,0                 ;2008           ;Kunstgras              ;15,0 ;1;163066;500331;5,5059587476;52,4906312746
Speelplek   ;443 240 - OBS de Meander Oost School                ;443 240      ;OBS de Meander Oost School                ;School                                                ;Bingerden          ;de Landerijen-Oost;Lelystad ;                       ;                       ;               ;                       ;     ;1;163538;501218;5,5129354581;52,4985992589
Speeltoestel;443 240 - OBS de Meander Oost School                ;443 240.05   ;Ruimtenet Piramide Har Meron              ;klimmen                                               ;Bingerden          ;de Landerijen-Oost;Lelystad ;Klimnet                ;50.7.401               ;2008           ;Rubbertegel            ;64,0 ;1;163538;501190;5,512934132;52,4983406049
Speeltoestel;443 240 - OBS de Meander Oost School                ;443 240.03   ;Fluitekruid                               ;Klimmen/ glijden                                      ;Bingerden          ;de Landerijen-Oost;Lelystad ;Combinatietoestel      ;AK.738                 ;2008           ;Rubbertegel            ;58,0 ;1;163538;501222;5,5129427553;52,4986278309
Speeltoestel;443 240 - OBS de Meander Oost School                ;443 240.01   ;Zandbak                                   ;Zandbak                                               ;Bingerden          ;de Landerijen-Oost;Lelystad ;Zandbak                ;210 10 100             ;2009           ;Zand                   ;10,0 ;1;163532;501229;5,5128522309;52,498693894
Speeltoestel;443 240 - OBS de Meander Oost School                ;443 240.12   ;Basketbalpaal                             ;2x straatzijde                                        ;Bingerden          ;de Landerijen-Oost;Lelystad ;Sporttoestel           ;1220000,0              ;2008           ;Betontegel             ;     ;1;163569;501276;5,5133931454;52,499114645
Speeltoestel;443 240 - OBS de Meander Oost School                ;443 240.07   ;Tafeltennistafel Blauw                    ;                                                      ;Bingerden          ;de Landerijen-Oost;Lelystad ;Sporttoestel           ;PP.BL                  ;2010           ;Betontegel             ;     ;1;163549;501236;5,5130928741;52,498752146
Speeltoestel;443 240 - OBS de Meander Oost School                ;443 240.02   ;Basketbalpaal                             ;2x GO zijde                                           ;Bingerden          ;de Landerijen-Oost;Lelystad ;Sporttoestel           ;1220000,0              ;2008           ;Betontegel             ;     ;4;163557;501266;5,513212349;52,4990261326
Speeltoestel;443 240 - OBS de Meander Oost School                ;443 240.04   ;Minidoel                                  ;2X                                                    ;Bingerden          ;de Landerijen-Oost;Lelystad ;Sporttoestel           ;751365,0               ;2008           ;Betontegel             ;0,0  ;2;163563;501277;5,513299375;52,4991271474
Speeltoestel;443 240 - OBS de Meander Oost School                ;443 240.06   ;Zeebenen                                  ;Balanceren                                            ;Bingerden          ;de Landerijen-Oost;Lelystad ;Balanceertoestel       ;H593551                ;2008           ;Betontegel             ;     ;1;163531;501224;5,512839281;52,4986453761
Speeltoestel;443 250 - Marquette                                 ;443 250.006  ;Disco Fox                                 ;                                                      ;Marquette          ;de Landerijen-Oost;Lelystad ;                       ;5553065,0              ;2007           ;Gras                   ;     ;1;163685;501010;5,5150943154;52,4967256051
Speelplek   ;443 250 - Marquette                                 ;443 250      ;Marquette                                 ;                                                      ;Marquette          ;de Landerijen-Oost;Lelystad ;                       ;                       ;               ;                       ;     ;1;163668;501012;5,5148484548;52,4967442943
Speeltoestel;443 250 - Marquette                                 ;443 250.002  ;Driehoeksveerwip                          ;Wippen                                                ;Marquette          ;de Landerijen-Oost;Lelystad ;Veerelement            ;5591550,0              ;2007           ;Dekowood               ;30,0 ;1;163672;501010;5,5149099489;52,4967241863
Speeltoestel;443 250 - Marquette                                 ;443 250.001  ;colorino Samos                            ;Klimmen Glijden                                       ;Marquette          ;de Landerijen-Oost;Lelystad ;Combinatietoestel      ;                       ;2007           ;Dekowood               ;42,0 ;1;163659;501008;5,5147121369;52,4967070538
Speeltoestel;443 250 - Marquette                                 ;443 250.005  ;Wiebelbrug Cha Cha Cha                    ;Balanceren                                            ;Marquette          ;de Landerijen-Oost;Lelystad ;Balanceertoestel       ;5553135,0              ;2007           ;Gras                   ;     ;1;163690;501005;5,5151704438;52,4966741153
Speeltoestel;443 250 - Marquette                                 ;443 250.003  ;Draaimolen                                ;Draaien                                               ;Marquette          ;de Landerijen-Oost;Lelystad ;Draaitoestel           ;5560700,0              ;2007           ;Gras                   ;30,0 ;1;163665;501018;5,5148014713;52,4967919778
Speeltoestel;443 250 - Marquette                                 ;443 250.004  ;Schildpad                                 ;Wippen                                                ;Marquette          ;de Landerijen-Oost;Lelystad ;Veerelement            ;                       ;2007           ;Gras                   ;     ;1;163663;501008;5,514774867;52,4967069863
Speeltoestel;443 270 - Westhoven                                 ;443 270.002  ;Klim glij toren P1_W1                     ;Klimmen glijden                                       ;Westhoven          ;de Landerijen-Oost;Lelystad ;Combinatietoestel      ;120115M (2)            ;2007           ;Dekowood               ;55,0 ;1;163863;500835;5,5177050208;52,4951437722
Speeltoestel;443 270 - Westhoven                                 ;443 270.003  ;Swingschijf                               ;Draaien                                               ;Westhoven          ;de Landerijen-Oost;Lelystad ;Draaitoestel           ;766011 (PP11)          ;2007           ;Dekowood               ;25,0 ;1;163858;500839;5,5176391773;52,4951857258
Speeltoestel;443 270 - Westhoven                                 ;443 270.004  ;Schommel T for 2                          ;T Schommel                                            ;Westhoven          ;de Landerijen-Oost;Lelystad ;Schommel               ;765940 (KF06)          ;2007           ;Dekowood               ;32,0 ;1;163862;500842;5,5176950576;52,4952103794
Speeltoestel;443 270 - Westhoven                                 ;443 270.001  ;Grote wip                                 ;Wippen                                                ;Westhoven          ;de Landerijen-Oost;Lelystad ;Wip                    ;796262 (ME08)          ;2007           ;Dekowood               ;18,0 ;1;163868;500838;5,5177850765;52,4951773865
Speelplek   ;443 270 - Westhoven                                 ;443 270      ;Westhoven                                 ;175m2 dw                                              ;Westhoven          ;de Landerijen-Oost;Lelystad ;                       ;                       ;2007           ;                       ;     ;1;163868;500842;5,5177814868;52,4952083069
Speelplek   ;443 280 - Westhoven                                 ;443 280      ;Westhoven                                 ;                                                      ;Westhoven          ;de Landerijen-Oost;Lelystad ;                       ;                       ;               ;                       ;     ;1;163377;500736;5,5105565666;52,4942642922
Speeltoestel;443 280 - Westhoven                                 ;443 280.003  ;Krul-hangspel                             ;klimmen                                               ;Westhoven          ;de Landerijen-Oost;Lelystad ;Klimtoestel            ;1303 - IJslander BV    ;2008           ;Kunstgras              ;16,0 ;1;163377;500730;5,5105528805;52,4942098327
Speeltoestel;443 280 - Westhoven                                 ;443 280.004  ;Spider Pholcus                            ;Klimmen                                               ;Westhoven          ;de Landerijen-Oost;Lelystad ;Klimtoestel            ;1251 - IJSLANDER BV    ;2008           ;Kunstgras              ;54,0 ;1;163384;500733;5,5106519184;52,4942415447
Speeltoestel;443 280 - Westhoven                                 ;443 280.005  ;Spinner                                   ;Draaien                                               ;Westhoven          ;de Landerijen-Oost;Lelystad ;Draaitoestel           ;1101 - IJslander BV    ;2008           ;Kunstgras              ;16,0 ;1;163379;500729;5,5105762787;52,4942048653
Speeltoestel;443 280 - Westhoven                                 ;443 280.002  ;Ballenwand                                ;Voetbal                                               ;Westhoven          ;de Landerijen-Oost;Lelystad ;Sporttoestel           ;                       ;2008           ;Gras                   ;     ;1;163375;500753;5,5105192952;52,4944158575
Speeltoestel;443 280 - Westhoven                                 ;443 280.001  ;Chillbench                                ;Zitten/hangen                                         ;Westhoven          ;de Landerijen-Oost;Lelystad ;Straatmeubilair        ;2053,0                 ;2008           ;Kunstgras              ;10,0 ;1;163384;500731;5,5106506859;52,4942220435
Speeltoestel;443 290 - Amstenrade                                ;443 290.06   ;Beer                                      ;Wippen                                                ;Amstenrade         ;de Landerijen-Oost;Lelystad ;Veerwip                ;5670170,0              ;2008           ;Kunstgras              ;12,0 ;1;163492;500775;5,5122544112;52,4946103218
Speeltoestel;443 290 - Amstenrade                                ;443 290.08   ;Venus                                     ;                                                      ;Amstenrade         ;de Landerijen-Oost;Lelystad ;Draaitoestel           ;                       ;2007           ;Kunstgras              ;20,0 ;1;163497;500784;5,5123268086;52,4946971529
Speeltoestel;443 290 - Amstenrade                                ;331 030.01   ;Athena                                    ;Klimtoestel                                           ;Amstenrade         ;de Landerijen-Oost;Lelystad ;Klimtoestel            ;150111M                ;2004           ;Kunstgras              ;42,0 ;1;163504;500789;5,5124253015;52,4947435134
Speeltoestel;443 290 - Amstenrade                                ;443 260.04   ;Dubbele schommel Icarus                   ;Schommelen                                            ;Amstenrade         ;de Landerijen-Oost;Lelystad ;Schommel               ;51007601300,0          ;2007           ;Dekowood               ;14,0 ;1;163491;500774;5,5122380635;52,4946091707
Speeltoestel;443 290 - Amstenrade                                ;443 300.07   ;Tuimelaar                                 ;Duikelen                                              ;Amstenrade         ;de Landerijen-Oost;Lelystad ;Duikelrek              ;4204,0                 ;2007           ;Dekowood               ;25,0 ;1;163493;500776;5,5122562238;52,4946264073
Speeltoestel;443 290 - Amstenrade                                ;443 310.003  ;Balance springbloem                       ;                                                      ;Amstenrade         ;de Landerijen-Oost;Lelystad ;Balanceertoestel       ;5590070,0              ;2016           ;Kunstgras              ;25,0 ;3;163501;500788;5,512380213;52,4947326864
Speeltoestel;443 290 - Amstenrade                                ;443 290.04   ;Evenwichtbalk                             ;Balanceren                                            ;Amstenrade         ;de Landerijen-Oost;Lelystad ;Balanceertoestel       ;                       ;2008           ;Kunstgras              ;12,0 ;1;163501;500788;5,512380213;52,4947326864
