Referentiecode RDW,Merk,Type
MGP130015,BMW,X5
MGP130015,OVERIG,BMW DIVERSE
MGP130016,KAWASAKI,W800
MGP130020,PEUGEOT,106
MGP130020,PEUGEOT,206
MGP130020,PEUGEOT,206+
MGP130020,PEUGEOT,207
MGP130020,PEUGEOT,BIPPER
MGP130021,NISSAN,JUKE
MGP130022,BENIMAR,FORD
MGP130022,CHALLENGER,FORD
MGP130022,CHAUSSON,FORD
MGP130022,FORD,TRANSIT
MGP130022,FORD,TRANSIT CUSTOM
MGP130022,HYMER,FORD
MGP130022,POESSL,FORD
MGP130022,RIMOR S.P.A.,FORD
MGP130022,ROLLER TEAM,FORD
MGP130024,MERCEDES-BENZ,C-KLASSE
MGP130024,MERCEDES-BENZ,CL
MGP130024,MERCEDES-BENZ,E-KLASSE
MGP130024,MERCEDES-BENZ,GLK
MGP130024,MERCEDES-BENZ,S-KLASSE
MGP130024,MERCEDES-BENZ,SL
MGP130025,RENAULT,MEGANE II GRAND TOUR
MGP130026,MITSUBISHI,I-MIEV
MGP130028,PORSCHE,911 CARRERA
MGP130028,PORSCHE,911 CARRERA 4
MGP130029,PEUGEOT,3008
MGP130029,PEUGEOT,5008
MGP130029,PEUGEOT,PARTNER III
MGP130030,CITROEN,C-ZERO
MGP130031,PEUGEOT,ION
MGP130032,FUSO,CANTER
MGP130032,MITSUBISHI,DIVERSE
MGP130032,MITSUBISHI-FUSO,DIVERSE
MGP130033,MAZDA,MAZDA5
MGP130034,MAZDA,MAZDA6
MGP130036,VOLVO,C30
MGP130036,VOLVO,S40
MGP130036,VOLVO,V50
MGP130037,MERCEDES-BENZ,B-KLASSE
MGP130040,TOYOTA,FJ CRUISER
MGP130041,LAMBORGHINI,GALLARDO COUPE
MGP130041,LAMBORGHINI,GALLARDO SPYDER
MGP130042,HONDA,ACCORD
MGP130042,HONDA,CIVIC
MGP130042,HONDA,CR-V
MGP130042,HONDA,JAZZ
MGP130042,HONDA,ODYSSEY
MGP130042,HONDA,STREAM
MGP130044,MAZDA,MAZDA6
MGP130045,NISSAN,ALMERA
MGP130045,NISSAN,MAXIMA
MGP130045,NISSAN,NAVARA
MGP130045,NISSAN,PATHFINDER
MGP130045,NISSAN,PATROL
MGP130045,NISSAN,TERRANO II
MGP130045,NISSAN,TINO
MGP130045,NISSAN,X-TRAIL
MGP130045,OVERIG,DIVERSE NISSAN
MGP130046,MERCEDES-BENZ,ANTOS
MGP130047,NISSAN,NOTE
MGP130047,NISSAN,QASHQAI
MGP130048,PEUGEOT,208
MGP130050,MERCEDES-BENZ,A-KLASSE
MGP130051,BMW,R 1200 GS
MGP130053,VOLKSWAGEN,UP!
MGP130056,ERIBA,NOVA
MGP130056,ERIBA,NOVA  S
MGP130056,HYMER,NOVA
MGP130056,HYMER,NOVA S
MGP130056,OVERIG,NOVA
MGP130056,OVERIG,NOVA S
MGP130058,TRIUMPH,DAYTONA 675
MGP130058,TRIUMPH,DAYTONA 675 R
MGP130058,TRIUMPH,STREET TRIPLE
MGP130058,TRIUMPH,STREET TRIPLE R
MGP130058,TRIUMPH,THUNDERBIRD
MGP130058,TRIUMPH,THUNDERBIRD STORM
MGP130060,K.T.M.,125 EXC
MGP130060,K.T.M.,125 EXC SIX DAYS
MGP130060,K.T.M.,150 XC
MGP130060,K.T.M.,200 EXC
MGP130060,K.T.M.,200 XC-W
MGP130060,K.T.M.,250 EXC
MGP130060,K.T.M.,250 EXC SIX DAYS
MGP130060,K.T.M.,250 SX
MGP130060,K.T.M.,250 XC
MGP130060,K.T.M.,250 XC-W
MGP130060,K.T.M.,300 EXC
MGP130060,K.T.M.,300 EXC SIX DAYS
MGP130060,K.T.M.,300 XC
MGP130060,K.T.M.,300 XC-W
MGP130060,K.T.M.,85 SX 17/14
MGP130060,K.T.M.,85 SX 19/16
MGP130060,K.T.M.,85 SXS 17/14
MGP130060,KTM,DIVERSE
MGP130062,SKODA,CITIGO
MGP130068,SEAT,MII
MGP130069,MITSUBISHI,L200
MGP130071,HYUNDAI,ACCENT
MGP130071,HYUNDAI,IX55
MGP130071,HYUNDAI,SANTA FE
MGP130071,HYUNDAI,TUCSON
MGP130072,KIA,CARENS
MGP130072,KIA,CARNIVAL
MGP130072,KIA,MAGENTIS
MGP130072,KIA,OPIRUS
MGP130072,KIA,OPTIMA
MGP130072,KIA,SORENTO
MGP130072,KIA,SOUL
MGP130072,KIA,SPORTAGE
MGP130072,OVERIG,DIVERSE KIA
MGP130073,NISSAN,MICRA
MGP130074,MERCEDES-BENZ,ML
MGP130075,OPEL,MERIVA B
MGP130076,HYUNDAI,I30
MGP130076,HYUNDAI,VELOSTER
MGP130077,NISSAN,MICRA
MGP130078,PEUGEOT,PARTNER
MGP130080,BMW,C 650 GT
MGP130081,MASERATI,GRANTURISMO
MGP130081,MASERATI,QUATTROPORTE
MGP130082,ASTON MARTIN,DIVERSE
MGP130082,ASTON-MARTIN,DB9
MGP130082,ASTON-MARTIN,DBS
MGP130082,ASTON-MARTIN,ONE-77
MGP130082,ASTON-MARTIN,RAPIDE COUPE
MGP130082,ASTON-MARTIN,RAPIDE S COUPE
MGP130082,ASTON-MARTIN,V12 VANTAGE
MGP130082,ASTON-MARTIN,V8 VANTAGE
MGP130082,ASTON-MARTIN,V8 VANTAGE S
MGP130082,ASTON-MARTIN,VANTAGE S
MGP130082,ASTON-MARTIN,ZAGATO COUPE
MGP130083,BMW,3 SERIE
MGP130084,CHRYSLER,300
MGP130084,DODGE,CHALLENGER
MGP130084,DODGE,CHARGER
MGP130084,LANCIA,THEMA
MGP130085,ALFA ROMEO,8C COMPETIZIONE
MGP130086,MERCEDES-BENZ,ACTROS
MGP130086,MERCEDES-BENZ,ANTOS
MGP130086,MERCEDES-BENZ,AROCS
MGP130087,TOYOTA,PRIUS III
MGP130088,HONDA,FR-V
MGP130088,HONDA,S2000
MGP130089,BMW,F 700 GS
MGP130089,BMW,F 800 GS
MGP130090,OVERIG,MAXI COSI: CITI SPS
MGP130091,TRIUMPH,DAYTONA 675
MGP130091,TRIUMPH,DAYTONA 675 R
MGP130091,TRIUMPH,STREET TRIPLE
MGP130091,TRIUMPH,STREET TRIPLE R
MGP130091,TRIUMPH,TIGER 800
MGP130091,TRIUMPH,TIGER 800 XC
MGP130092,HYUNDAI,IX20
MGP130093,OVERIG,ZERO FX
MGP130093,OVERIG,ZERU FU
MGP130093,ZERO MOTORCYCLES,FU
MGP130093,ZERO MOTORCYCLES,FX
MGP130094,TRIUMPH,DAYTONA 675
MGP130094,TRIUMPH,DAYTONA 675 R
MGP130094,TRIUMPH,STREET TRIPLE
MGP130094,TRIUMPH,STREET TRIPLE R
MGP130095,TRIUMPH,DAYTONA 675
MGP130095,TRIUMPH,DAYTONA 675 R
MGP130095,TRIUMPH,STREET TRIPLE
MGP130095,TRIUMPH,STREET TRIPLE R
MGP130096,TRIUMPH,TIGER SPORT
MGP130097,TRIUMPH,SPEED TRIPLE
MGP130097,TRIUMPH,SPEED TRIPLE R
MGP130099,SUBARU,TREZIA
MGP130101,TRIUMPH,SPEED TRIPLE
MGP130101,TRIUMPH,SPEED TRIPLE R
MGP130101,TRIUMPH,SPRINT GT
MGP130101,TRIUMPH,SPRINT ST
MGP130101,TRIUMPH,TIGER 1050
MGP130101,TRIUMPH,TIGER SPORT
MGP130102,TOYOTA,VERSO-S
MGP130102,TOYOTA,YARIS
MGP130103,MITSUBISHI,OUTLANDER RE
MGP130104,MITSUBISHI,ASX
MGP130105,MITSUBISHI,OUTLANDER RE
MGP130108,ADRIA,DIVERSE
MGP130108,ALKO,CARAVAN
MGP130108,BUERSTNER,DIVERSE
MGP130108,CABBY,DIVERSE
MGP130108,DETHLEFFS,DIVERSE
MGP130108,ERIBA,DIVERSE
MGP130108,FENDT,DIVERSE
MGP130108,FENDT CARAVAN,DIVERSE
MGP130108,HYMER,DIVERSE
MGP130108,KABE,DIVERSE
MGP130108,KIP,DIVERSE
MGP130108,KNAUS,DIVERSE
MGP130108,LMC,DIVERSE
MGP130108,TABBERT,DIVERSE
MGP130108,TEC,DIVERSE
MGP130108,WILK,DIVERSE
MGP130109,LEXUS,SC430
MGP130109,TOYOTA,AVENSIS
MGP130109,TOYOTA,CAMRY
MGP130109,TOYOTA,COROLLA
MGP130109,TOYOTA,COROLLA VERSO
MGP130109,TOYOTA,PICNIC
MGP130109,TOYOTA,YARIS
MGP130111,SUZUKI,GSX-1300R
MGP130112,MITSUBISHI,"PEGASUS TFV2000D-E, DM-E (2007-2013)"
MGP130114,TOYOTA,HILUX
MGP130115,KAWASAKI,NINJA 300
MGP130115,KAWASAKI,Z800
MGP130115,KAWASAKI,Z800E
MGP130116,FUSO,CANTER
MGP130116,MITSUBISHI-FUSO,CANTER
MGP130117,JAGUAR,XF
MGP130117,JAGUAR LAND ROVER,DIVERSE
MGP130118,JAGUAR LAND ROVER,DIVERSE
MGP130118,LAND ROVER,EVOQUE
MGP130118,LAND ROVER,FREELANDER
MGP130118,OVERIG,DIVERSE LAND ROVER
MGP130119,JAGUAR,XF
MGP130119,JAGUAR,XJ
MGP130120,BMW,1 SERIE
MGP130120,BMW,5 SERIE
MGP130120,BMW,7 SERIE
MGP130120,BMW,X5
MGP130120,BMW,X6
MGP130120,OVERIG,BMW DIVERSE
MGP130121,JEEP,COMPASS
MGP130121,JEEP,PATRIOT
MGP130122,TOYOTA,YARIS
MGP130123,KAWASAKI,NINJA 300
MGP130124,OVERIG,ZERO DS
MGP130124,OVERIG,ZERO S
MGP130124,ZERO MOTORCYCLES,DS
MGP130124,ZERO MOTORCYCLES,S
MGP130126,MERCEDES-BENZ,A 45 AMG
MGP130126,MERCEDES-BENZ,CLA 45 AMG
MGP130128,OVERIG,CHICCO  AUTO-FIX
MGP130128,OVERIG,CHICCO  SYNTHESIS X PLUS
MGP130129,BMW,K 1200 GT
MGP130129,BMW,K 1200 LT
MGP130129,BMW,K 1200 R
MGP130129,BMW,K 1200 RS
MGP130129,BMW,K 1200 S
MGP130129,BMW,R 1100 S
MGP130129,BMW,R 1150 GS
MGP130129,BMW,R 1150 R
MGP130129,BMW,R 1150 RS
MGP130129,BMW,R 1150 RT
MGP130129,BMW,R 1200 C
MGP130129,BMW,R 1200 CL
MGP130129,BMW,R 1200 GS
MGP130129,BMW,R 1200 RT
MGP130129,BMW,R 1200 ST
MGP130129,BMW,R 850 R
MGP130129,BMW,R 850 RT
MGP130129,BMW,R 900 RT
MGP130131,CITROEN,C8
MGP130131,CITROEN,JUMPY III
MGP130133,OVERIG,TOPRAN: DRAAGARMBUS ARTIKEL: 500 134 586
MGP130133,OVERIG,TOPRAN: DRAAGARMBUS ARTIKEL: 500 135 586
MGP130133,OVERIG,TOPRAN: DRAAGARMBUS ARTIKEL: 500 192 586
MGP130134,LEXUS,RX400H
MGP130135,FIAT,SCUDO
MGP130136,CAN-AM,ROADSTER RT
MGP130136,CAN-AM,SPYDER ST
MGP130137,PEUGEOT,807
MGP130137,PEUGEOT,EXPERT III
MGP130138,CHRYSLER,JEEP
MGP130138,DAIMLERCHRYSLER AG,JEEP
MGP130138,JEEP,COMMANDER
MGP130138,JEEP,GRAND CHEROKEE
MGP130139,PEUGEOT,BIPPER
MGP130140,CITROEN,NEMO
MGP130141,HONDA,SH125I
MGP130141,HONDA,SH150I
MGP130142,FORD,FOCUS
MGP130143,CHRYSLER,TOWN & COUNTRY
MGP130143,DODGE,GRAND CARAVAN
MGP130143,LANCIA,VOYAGER
MGP130145,FORD,GALAXY
MGP130145,FORD,MONDEO
MGP130145,FORD,S-MAX
MGP130150,JEEP,COMPASS
MGP130150,JEEP,PATRIOT
MGP130151,CHRYSLER,DIVERSE
MGP130151,JEEP,WRANGLER
MGP130152,LAMBORGHINI,GALLARDO COUPE
MGP130152,LAMBORGHINI,GALLARDO SPYDER
MGP130152,LAMBORGHINI,MURCIELAGO COUPE
MGP130152,LAMBORGHINI,MURCIELAGO ROADSTER
MGP130154,PEUGEOT,508
MGP130155,CITROEN,C5
MGP130156,BMW,1 SERIE
MGP130156,BMW,3 SERIE
MGP130156,BMW,5 SERIE
MGP130156,BMW,X1
MGP130156,BMW,X3
MGP130156,BMW,Z4
MGP130157,PEUGEOT,208
MGP130159,DAIMLERCHRYSLER AG,DIVERSE
MGP130159,JEEP,CHEROKEE
MGP130159,JEEP,GRAND CHEROKEE
MGP130160,MERCEDES-BENZ,ECONIC
MGP130161,DODGE,NITRO
MGP130161,JEEP,LIBERTY
MGP130162,JEEP,COMPASS
MGP130162,JEEP,PATRIOT
MGP130163,CHRYSLER,JEEP
MGP130163,JEEP,WRANGLER
MGP130164,CHRYSLER,200
MGP130164,DODGE,AVENGER
MGP130164,DODGE,NITRO
MGP130164,JEEP,LIBERTY
MGP130164,LANCIA,FLAVIA
MGP130166,CHRYSLER,TOWN & COUNTRY
MGP130166,DODGE,GRAND CARAVAN
MGP130166,LANCIA,VOYAGER
MGP130168,AUDI,RS6
MGP130168,AUDI,S6
MGP130168,AUDI,S7
MGP130170,AUDI,A8
MGP130176,MAZDA,CX-5
MGP130176,MAZDA,MAZDA6
MGP130177,YAMAHA,YZF-R1
MGP130179,MITSUBISHI,LANCER EVOLUTION
MGP130180,NISSAN,PATROL
MGP130182,BENTLEY,CONTINENTAL FLYING SPUR
MGP130182,BENTLEY,CONTINENTAL GT
MGP130182,BENTLEY,CONTINENTAL GTC
MGP130184,YAMAHA,YP400R
MGP130185,SUZUKI,GSX-R1000
MGP130185,SUZUKI,GSX-R600
MGP130185,SUZUKI,GSX-R750
MGP130187,HARLEY DAVIDSON,FLHR CVO
MGP130187,HARLEY DAVIDSON,FLHRSE
MGP130187,HARLEY DAVIDSON,FLHTCU
MGP130187,HARLEY DAVIDSON,FLHTK
MGP130187,HARLEY DAVIDSON,FLHTKSE
MGP130187,HARLEY DAVIDSON,FLHTP
MGP130187,HARLEY DAVIDSON,FLHX
MGP130187,HARLEY DAVIDSON,FLHXS
MGP130187,HARLEY-DAVIDSON,DIVERSE
MGP130188,HARLEY DAVIDSON,FLHTCUTG
MGP130188,HARLEY DAVIDSON,FLSTNSE
MGP130188,HARLEY DAVIDSON,FXSBSE
MGP130189,BMW,K 1600 GT
MGP130189,BMW,K 1600 GTL
MGP130190,CARTHAGO,OBV MERCEDES-BENZ SPRINTER MET LUCHTGEVEERDE A.AS
MGP130190,DODGE,OBV MERCEDES-BENZ SPRINTER MET LUCHTGEVEERDE A.AS
MGP130190,LVY,OBV MERCEDES-BENZ SPRINTER MET LUCHTGEVEERDE A.AS
MGP130190,MERCEDES-BENZ,SPRINTER 906.15/25/65 MET LUCHTGEVEERDE ACHTERAS
MGP130192,NISSAN,NAVARA
MGP130192,NISSAN,PATHFINDER
MGP130193,JAGUAR LAND ROVER,DIVERSE
MGP130193,LAND ROVER,RANGE ROVER SPORT
MGP130193,OVERIG,LAND ROVER
MGP130195,VOLKSWAGEN,AMAROK
MGP130200,VOLVO,S60
MGP130200,VOLVO,S80
MGP130200,VOLVO,V60
MGP130200,VOLVO,V70
MGP130200,VOLVO,XC60
MGP130200,VOLVO,XC70
MGP130201,TOYOTA,AVENSIS
MGP130201,TOYOTA,COROLLA VERSO
MGP130203,MITSUBISHI,L200
MGP130203,MITSUBISHI,PAJERO
MGP130205,MERCEDES-BENZ,S
MGP130206,BMW,F 800 S
MGP130206,BMW,F 800 ST
MGP130210,KIA,CARNIVAL
MGP130211,OPEL,ZAFIRA B
MGP130212,VOLVO,S40
MGP130212,VOLVO,V50
MGP130213,TRIUMPH,TROPHY
MGP130213,TRIUMPH,TROPHY SE
MGP130216,PEUGEOT,EXPERT III
MGP130217,CITROEN,JUMPY III
MGP130218,CITROEN,JUMPY III
MGP130219,MERCEDES-BENZ,CITAN
MGP140001,PEUGEOT,EXPERT III
MGP140002,PEUGEOT,EXPERT III
MGP140003,CITROEN,JUMPY III
MGP140004,NISSAN,NAVARA
MGP140004,NISSAN,PATHFINDER
MGP140008,OVERIG,CI-WP-0158
MGP140008,OVERIG,CI-WP-0159
MGP140008,OVERIG,PE-WP-0328
MGP140008,OVERIG,PE-WP-0328P
MGP140008,OVERIG,PE-WP-0329
MGP140008,OVERIG,PE-WP-0329P
MGP140008,OVERIG,PE-WP-0330
MGP140008,OVERIG,PE-WP-0337
MGP140010,NISSAN,ATLEON
MGP140010,NISSAN,CABSTAR
MGP140012,TOYOTA,PROACE
MGP140013,TOYOTA,PROACE
MGP140014,OVERIG,ZERO DS
MGP140014,OVERIG,ZERO FX
MGP140014,OVERIG,ZERO S
MGP140014,OVERIG,ZERO XU
MGP140014,ZERO MOTORCYCLES,DS
MGP140014,ZERO MOTORCYCLES,FX
MGP140014,ZERO MOTORCYCLES,S
MGP140014,ZERO MOTORCYCLES,XU
MGP140016,BMW,1 SERIE
MGP140016,BMW,3 SERIE
MGP140016,BMW,5 SERIE
MGP140016,BMW,X1
MGP140016,BMW,X3
MGP140016,BMW,Z4
MGP140019,TOYOTA,VERSO
MGP140020,NISSAN,JUKE
MGP140020,NISSAN,NV200
MGP140020,NISSAN,QASHQAI
MGP140021,VOLVO,S60
MGP140022,NISSAN,QASHQAI
MGP140022,NISSAN,QASHQAI+2
MGP140022,NISSAN,X-TRAIL
MGP140023,FIAT,DUCATO
MGP140024,MERCEDES-BENZ,UNIMOG U400
MGP140024,MERCEDES-BENZ,UNIMOG U500
MGP140025,KAWASAKI,KLX110
MGP140025,KAWASAKI,KLX110CA
MGP140025,KAWASAKI,KLX110CB
MGP140025,KAWASAKI,KLX110CC
MGP140028,TOYOTA,AYGO
MGP140029,NISSAN,ATLEON
MGP140029,NISSAN,CABSTAR
MGP140029,OVERIG,NISSAN ATLEON
MGP140029,OVERIG,NISSAN CABSTAR
MGP140030,PEUGEOT,107
MGP140031,CITROEN,C1
MGP140032,YAMAHA,XT1200Z
MGP140032,YAMAHA,YFZ-R1
MGP140034,FIAT,SCUDO
MGP140035,FIAT,SCUDO
MGP140038,ALKO,DIVERSE
MGP140038,LMC,DIVERSE
MGP140038,TEC,DIVERSE
MGP140039,TOYOTA,PRIUS
MGP140040,PIAGGIO,PX 125
MGP140040,PIAGGIO,PX 150
MGP140040,VESPA,PX 125
MGP140040,VESPA,PX 150
MGP140041,YAMAHA,MT09
MGP140041,YAMAHA,XV950CU
MGP140041,YAMAHA,YP400RA
MGP140043,CITROEN,BERLINGO III
MGP140043,CITROEN,C ELYSEE
MGP140043,CITROEN,C3
MGP140043,CITROEN,C3 PICASSO
MGP140043,CITROEN,C4
MGP140043,CITROEN,C4 PICASSO
MGP140043,CITROEN,DS3
MGP140043,CITROEN,DS4
MGP140044,PEUGEOT,2008
MGP140044,PEUGEOT,208
MGP140044,PEUGEOT,301
MGP140044,PEUGEOT,308
MGP140044,PEUGEOT,PARTNER III
MGP140045,HONDA,CR-V
MGP140046,HONDA,CB500F
MGP140046,HONDA,CB500X
MGP140046,HONDA,CBR500R
MGP140047,TRIUMPH,TIGER EXPLORER
MGP140047,TRIUMPH,TIGER EXPLORER XC
MGP140047,TRIUMPH,TROPHY
MGP140047,TRIUMPH,TROPHY SE
MGP140052,JEEP,CHEROKEE
MGP140053,CARTHAGO,CHIC E-LINE I 50
MGP140053,CARTHAGO,CHIC HIGH LINE I 62 QB
