NAAM;ADRES;POSTCODE;HERKOMST;VOORZIENING;OPMERKINGEN;X;Y;LONG;LAT;COUNTER
De Henneberg;Tramstraat 15;2551TT;Productgroep Participatie;BUURTHUIS;;75989.359375;452351.1875;4.235235165395818;52.053828494224774;23
MFC De Geest;G. Bizetstraat 25;2551ZC;Productgroep Participatie;BUURTHUIS;;76389.734375;452941.375;4.2409356557646944;52.059189219819345;24
Bokkefort;Dr.H.E. van Gelderlaan 260;2552KW;Productgroep Participatie;BUURTHUIS;;77056.84375;452327.0625;4.250801547797899;52.05376286195899;25
Wijkcentrum Bouwlust;Eekhoornrade 215;2544VS;Productgroep Participatie;BUURTHUIS;;77559.9140625;451258;4.258377154549509;52.044226082725906;26
Het Trefpunt;Tesselsestraat 71;2583JH;Productgroep Participatie;BUURTHUIS;;77738.765625;456472.9375;4.259803542809014;52.091115832715715;27
De Luifel;Weigeliaplein 120;2563PM;Productgroep Participatie;BUURTHUIS;;78043.265625;454268.15625;4.2647433546280515;52.07134468137468;28
De Mallemok;Westduinweg 38;2583EH;Productgroep Participatie;BUURTHUIS;;78227.6328125;456669.75;4.266891493625632;52.09295252867453;29
Moedercentrum Rumoer;Hoogkarspelstraat 68;2547LP;Productgroep Participatie;BUURTHUIS;;78229.5390625;453439.625;4.267646082635777;52.06392479972585;30
Onder de Bolster;Kastanjestraat 2;2565NA;Productgroep Participatie;BUURTHUIS;;78308.7734375;455264.53125;4.268391314586819;52.08033558476701;31
Lindenkwadrant;2e Braamstraat 9;2563HJ;Productgroep Participatie;BUURTHUIS;;78331.796875;454394;4.268922719371051;52.07251560998738;32
Wijkcentrum Escampade;Escamplaan 61;2547GA;Productgroep Participatie;BUURTHUIS;;78836.4921875;453533.1875;4.2764749198274785;52.06484939266793;33
Kommunika;Jurriaan Kokstraat 177;2586SH;Productgroep Participatie;BUURTHUIS;;78915.796875;457947;4.276646704750253;52.104525733063845;34
Het Kalhuis;Badhuisstraat 177;2584HH;Productgroep Participatie;BUURTHUIS;;79077.0859375;457831.5;4.279026259630441;52.10350992956782;35
De Regenvalk;Weimarstraat 69;2562GR;Productgroep Participatie;BUURTHUIS;;79338.484375;454900.96875;4.28349121633429;52.077210017495865;36
Buuthuis 3;Hondiusstraat 45;2562LZ;Productgroep Participatie;BUURTHUIS;;79465;454496;4.2854260731280736;52.07358795716529;37
Buurthuis Bario;Kockstraat 175;2571TD;Productgroep Participatie;BUURTHUIS;;79684.453125;454053.78125;4.2887241005805254;52.06964375175882;38
Julianakerk MFC Transvaal;Schalk Burgerstraat 219;2572TV;Productgroep Participatie;BUURTHUIS;;79987.6171875;453491.8125;4.293268458649334;52.06463463047851;39
Wijkcentrum Moerwijk;Aagje Dekenlaan 51;2533SG;Productgroep Participatie;BUURTHUIS;;80058.1484375;451794.75;4.294669195997525;52.04939310930279;40
Boerenplein;Mandelaplein 1;2572HT;Productgroep Participatie;BUURTHUIS;;80145.765625;453471.25;4.295578905904833;52.064471232001324;41
WDC De Heldenhoek;Elandstraat 88;2513GV;Productgroep Participatie;BUURTHUIS;;80254.1171875;455230.0625;4.296773584173527;52.08029183227234;42
Buurtcentrum Octopus;Delftselaan 12;2512RE;Productgroep Participatie;BUURTHUIS;;80422;454092;4.299471027065106;52.070087007394726;43
Jeugdhaven;Prinsegracht 67;2512EX;Productgroep Participatie;BUURTHUIS;;80713.796875;454497;4.303638056148878;52.07376585020742;44
Buurtcentrum De Burcht;Stortenbekerstraat 201;2525SE;Productgroep Participatie;BUURTHUIS;;80737.7109375;453517.84375;4.304199827533462;52.064969624643574;45
Sam Sam/ Samson;Van Mierisstraat 226;2526NW;Productgroep Participatie;BUURTHUIS;;80878.28125;453687.34375;4.306212686643188;52.06651170626479;46
De Mussen;Hoefkade 602;2526CM;Productgroep Participatie;BUURTHUIS;;81368;453861;4.313316083399274;52.068137625343546;47
Centrum de Wissel;Betsy Perkstraat 14;2524XT;Productgroep Participatie;BUURTHUIS;;81565;452190;4.316548061322817;52.0531468473496;48
Buurtcentrum Parada;Van Limburg Stirumstraat 280;2515PT;Productgroep Participatie;BUURTHUIS;;81670.0703125;454176.875;4.317653041952502;52.071016395611544;49
Wijkcentrum Laakhaven;Laakweg 235;2521SW;Productgroep Participatie;BUURTHUIS;;81813;453088;4.319970801546259;52.06124980616326;50
Centrum Jonckbloetplein/ Vadercentrum Adam;Jonckbloetplein 24;2523AR;Productgroep Participatie;BUURTHUIS;;81916.84375;452826.65625;4.321540753035272;52.058914868417105;51
Centrum Vliethage;Rijswijkseweg 252;2516EN;Productgroep Participatie;BUURTHUIS;;82323.328125;453952.75;4.327227254241327;52.069088328297;52
WDC Bezuidenhout West;Jan van Riebeekplein 90;2595WS;Productgroep Participatie;BUURTHUIS;;82566;455028;4.330537791556426;52.07878317866974;53
Centrum Cromvlietplein;Cromvlietplein 120;2516KV;Productgroep Participatie;BUURTHUIS;;82739.5234375;453587.84375;4.333373638376883;52.06586343083217;54
WDC Bezuidenhout;Joh. Camphuysstraat 25;2593CH;Productgroep Participatie;BUURTHUIS;;83127.0078125;455824.09375;4.338552716839818;52.08601062173801;55
WDC Mariahoeve;Ivoorhorst 155;2592TH;Productgroep Participatie;BUURTHUIS;;84210.2265625;456298.75;4.354256232354361;52.09041584234389;56
MFC Piet Vink;Plesmanlaan 217;2497CH;Productgroep Participatie;BUURTHUIS;;85067.6796875;450731.21875;4.367906412150956;52.04048996124668;57
Buurtcentrum Leidschenveen;HarriÃ«t Freezerhof 201;2492JC;Productgroep Participatie;BUURTHUIS;;87580;453258;4.40402082686213;52.06350937911472;58
Vistapoint;Noorderbrink 50;2553GC;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;75793.2890625;452123;4.2324299340900176;52.05174987579068;59
Psychos kinderpsycholoog;Palestrinaweg 305;2555SR;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;76158.859375;453103.46875;4.237532344946052;52.06061308752805;60
Praktijk voor flow & inspiratie;Aronskelkweg 82;2555GN;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;76217.6171875;453810.59375;4.238225843854337;52.066976091487845;61
Hart & Ziel Coaching;Ribesstraat 114;2563PC;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;77973.4609375;454350.375;4.263706844274193;52.07207384922744;62
Broga Psychologisch Advies;Spreeuwenlaan 37;2566ZM;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;78033.6328125;455828.15625;4.264250986539717;52.085362501459834;63
Saskia de Bel, psycholoog voor werk en welzijn;Thomsonlaan 120;2565JG;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;78273.109375;455025.9375;4.267924778715608;52.07818648632686;64
F. Anahnah;Beeldsnijdersgaarde 43;2542EL;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;78336.328125;450340.125;4.269898520316687;52.03608533299932;65
Annemiek de Bondt V Wijk;Willem de Zwijgerlaan 120;2582EV;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;78346.046875;456410.5;4.2686774353434265;52.09063915524595;66
Psychotherapie Meer & Bos;Laan van Meerdervoort 489;2563AT;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;78386.3828125;454800.28125;4.269627556496768;52.07617427432932;67
Couleur-Locale;Jaarsveldstraat 224;2546CW;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;78563.109375;452608.65625;4.272695695590418;52.05650326825399;68
H C M Deitmers Psychologe;Frankenslag 160;2582HX;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;78775.953125;456887.75;4.274842749335122;52.094987394439116;69
PSYCH  Adv Bur Vn Leeuwen & Smit BV;Marconistraat 60;2562JE;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;78829.7890625;454596.71875;4.276139867308208;52.074406088135646;70
Praktijk voor Psychotherapie Hilda Topper;Frankenstraat 20;2582SL;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;78894.0625;457245.375;4.276486201540977;52.098217495385164;71
Anne-Moon;Van Beuningenstraat 5;2582KE;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;79003.84375;456619.8125;4.2782275543046495;52.09261086974669;72
K. Kasi, vrijgevestigd Psychiater;Beeklaan 339;2562AJ;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;79021.1328125;454899.6875;4.278862963756799;52.07715505419866;73
Praktijk voor Psychotherapie Schipper;Stadhouderslaan 98;2517JC;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;79021.40625;456331.59375;4.278548012343071;52.09002315777598;74
Kind- en jeugdpraktijk Den Haag B.V.;Van Bleiswijkstraat 236;2582LJ;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;79055.3515625;456586.375;4.278986496637566;52.09231744759255;75
Orthopedagogische Praktijk Pagro;Noordweg 89;2548AB;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;79113.5703125;450115.53125;4.281273943780251;52.034173891513674;76
Aminia Spero;Stadhouderslaan 9;2517HV;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;79236.6875;455948.0625;4.281773972792835;52.08660599476224;77
SDK Psychologen;Danckertsstraat 2;2517TH;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;79238.578125;455815;4.281831110155075;52.085410464419596;78
Uit het Hart;Regentesselaan 6;2562CS;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;79286.078125;455211.625;4.28265794012147;52.079994624857854;79
Van Manen Psychologen;Groot Hertoginnelaan 56;2517EJ;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;79443.171875;455768.9375;4.2848258426987185;52.08502447386748;80
Lotus Light;Newtonstraat 56;2562KS;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;79489.3828125;454743;4.28572701331387;52.07581099643406;81
Bedr.psych. Adv.bureau V. Adelberg & Partners;Sweelinckplein 9;2517GK;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;79508.28125;455659.5625;4.285799830369092;52.08405043675726;82
Happy Face;Mexicosingel 4;2548HA;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;79546.2421875;450171.1875;4.2875660839857375;52.034733107758306;83
Coaching By Sophie;Van Blankenburgstraat 45;2517XM;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;79626.9375;455719.09375;4.287517532580395;52.08460159110113;84
PRAKTIJK VOOR BEWUST LEVEN;Treslonglaan 186;2548RR;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;79647.6796875;449097.46875;4.28928067116209;52.025097639981134;85
ME-motion;Van Speijkstraat 234;2518GK;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;79741.7890625;455340.5625;4.289276422114416;52.08121546951614;86
Relaties & Co.;Prins Hendrikstraat 124;2518HX;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;79882.6015625;455308.125;4.2913374897392345;52.0809430836469;87
Balanzs;Laan van Meerdervoort 96;2517AR;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;79940.1484375;455612.28125;4.292109954174834;52.08368424910975;88
Van Nes Psychologen;Middenweg 157;2548VE;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;80073.6015625;448542.40625;4.295607033067235;52.020167110293585;89
Dijkshoorn & Seibert Prakt. voor Int. Psych.;Helmersstraat 52;2513RZ;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;80126.0078125;454988.0625;4.294958092963369;52.07809973999088;90
Psychologenpraktijk Helianthus;Helmersstraat 47;2513RV;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;80159.3515625;454967.09375;4.295449018953726;52.0779158070568;91
E-Quality Time B.V.;Scheveningseweg 13;2517KS;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;80467.1328125;456005.21875;4.299711252043687;52.08728665646195;92
Marius Engelbrecht Trainingen;Westeinde 175;2512GX;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;80581.28125;454738.4375;4.301652817911334;52.07591779549869;93
Mee Zuid Holland Noord;Torenstraat 172;2513BW;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;80665.6875;455124.75;4.302799687718576;52.07940081941295;94
W.M. Vork-Rijnsburger;Oranjestraat 10;2514JB;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;80976.109375;455521.15625;4.307241399792248;52.08300480275507;95
Maatschap De Man & Roorda;Koninginnegracht 67;2514AG;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;81171.3984375;456522.28125;4.309873340098756;52.0920277249259;96
Psychologenpraktijk van Harrevelt;Gedempte Burgwal 45;2512BS;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;81240.078125;454627.375;4.311285105984603;52.07500783819089;97
Vrijmoet & Maatman;Oostduinlaan 103;2596JJ;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;81302.8203125;457097.71875;4.311666372227344;52.097216540067706;98
Comixense;Paviljoensgracht 54;2512BR;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;81374.453125;454479.5;4.313276773993415;52.073696800422304;99
Hypno en Psychotherapiepraktijk J. Smittenaar;Waalsdorperweg 209;2597HV;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;81799.7734375;457888.46875;4.318747858757164;52.10438875347594;100
Stille maatschap Scope Psychotherapie;Bezuidenhoutseweg 1;2594AB;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;81895.2734375;455317.96875;4.320692729847112;52.08130092362323;101
Iwal Den Haag;Rijswijkseweg 60;2516EH;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;82266.7734375;454135.9375;4.326363517383658;52.070727175097886;102
Just Care B.V.;Bezuidenhoutseweg 187;2594AH;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;82824.5625;455963.90625;4.334111064647665;52.08722774324994;103
Balans & Impuls;Juliana van Stolberglaan 47;2595CA;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;83033.7578125;455520.46875;4.337256447573001;52.08326988925326;104
Praktijk  Bezuidenhout;2e Louise de Colignystraat 26;2595SR;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;83135.46875;455344.78125;4.3387771259319425;52.08170422896078;105
de Fladderende Vlinder;Van Heutszstraat 25;2593PC;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;83582.5;455821.875;4.345197907462439;52.08604962533223;106
Sensim;Van der Wyckstraat 37;2593XA;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;83688.109375;455490.375;4.346807846078416;52.083084104372;107
ORAVANTE;Anthony Fokkersingel 82;2497BH;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;84574.09375;450251.34375;4.3608121065505925;52.0361148770134;108
Praktijk Tazelaar;Bezuidenhoutseweg 464;2594BE;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;84584.96875;457362.59375;4.359503798304177;52.10002423311258;109
Mayana Productions;Van der Wolfwater 17;2497ZZ;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;85553.6484375;450329.125;4.375070248330768;52.03693745085549;110
Triade Travel, Medium & Therapy;Westvlietweg 10;2491EA;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;85851.6484375;454044.09375;4.37866083835274;52.07036092184122;111
Praktijk voor Psychotherapie Drs G vd Heide;Kiekendiefstraat 17;2496RP;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;86286.8125;451947.53125;4.385428694206247;52.05157337373244;112
Sacha Geerlings Psychologisch Advies en Coaching;Rietgras 38;2498EG;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;86444.9296875;449790.0625;4.388166223744828;52.03220382100121;113
Praktijk Meinen;Harriët Freezerhof 195;2492JC;Werkgelegenheidsregister 2015, bewerking OS&P;PSYCHO;;87553.2578125;453258.96875;4.403630710521481;52.06351483026433;114
Stichting Liduinakoor;Olgaland 30;2591JB;Productgroep Participatie;OUDERENSOCIETEIT;;84864.8984375;457217.15625;4.363618643050166;52.098752754637516;115
Verzilveren (Mijn Hart?);Elviraland 136;2591GL;Productgroep Participatie;OUDERENSOCIETEIT;;84881.921875;456959.8125;4.3639199898336525;52.09644220209755;116
55+ soos Ypenburg Leidschenveen;Sternlaan 23;2496PA;Productgroep Participatie;OUDERENSOCIETEIT;;85529.25;451109.375;4.374556159577461;52.043946465912;117
Sport Cafe de Kroon Ouderensoos Wateringseveld Klaverjasvereniging Mooi Escamp;Van Baaklaan 130;2493CH;Productgroep Participatie;OUDERENSOCIETEIT;;87100.953125;453574.59375;4.396972948026187;52.0662960938964;118
Bridge Soos Club LEO;Klaverveld 347;2492KE;Productgroep Participatie;OUDERENSOCIETEIT;;87481.875;454223.03125;4.40239922048586;52.072170144325554;119
Schilderclub Piet Bekker;Pim Mulierstraat 72;2553RS;Productgroep Participatie;OUDERENSOCIETEIT;;74561.921875;451298.53125;4.21467517357682;52.04416338425905;120
Greyhounds afdeling Ockenburgh;Deltaplein 117;2554EH;Productgroep Participatie;OUDERENSOCIETEIT;;75104.4765625;453981.46875;4.221954786231268;52.06835224008365;121
Bridgeclub De Wiekslag;Heliotrooplaan 436;2555MN;Productgroep Participatie;OUDERENSOCIETEIT;;75315.296875;453683.375;4.225098497835364;52.06570377121464;122
Bridgeclub Thor;Boomaweg 63;2553EB;Productgroep Participatie;OUDERENSOCIETEIT;;75486.6171875;450278.4375;4.2283888472797635;52.03512962021556;123
Hum Wooncentrum Simon Carmiggelt;Nocturnestraat 78;2553TL;Productgroep Participatie;OUDERENSOCIETEIT;;75491.8203125;452654.15625;4.2279119918645005;52.05647998656468;124
Frans Conversatie-Wijkcentrum Henneberg;Heliotrooplaan 356;2555MK;Productgroep Participatie;OUDERENSOCIETEIT;;75493;453698.53125;4.227686044799044;52.06586550661525;125
De Kaartvrienden;Landrestraat 409;2551AN;Productgroep Participatie;OUDERENSOCIETEIT;;75497.5390625;453157.09375;4.227878290144306;52.06100049287344;126
Vereniging Woongemeenschap Teunisbloemhof;Kievitsbloemlaan 25;2555LW;Productgroep Participatie;OUDERENSOCIETEIT;;75505.828125;453366.5625;4.227950378493578;52.062884088039446;127
Vereniging De Soos St. Jozef;Louis Davidsstraat 769;2551EW;Productgroep Participatie;OUDERENSOCIETEIT;;75549.3671875;452729.0625;4.228733483145048;52.05716139174435;128
55+ Actief Ockenburgh, 55+ Sportief Den Haag;Kievitsbloemlaan 14;2555LA;Productgroep Participatie,Productgroep Participatie;OUDERENSOCIETEIT;;75596.3125;453363.1875;4.229270426919079;52.06286673428837;129
Walboduin Bridge donderdag;Mozartlaan 367;2555KD;Productgroep Participatie;OUDERENSOCIETEIT;;75636.1796875;453084.46875;4.229916465113183;52.06036771942094;130
Klaverjasclub Tabitha;Alphons Diepenbrockhof 41;2551KG;Productgroep Participatie;OUDERENSOCIETEIT;;75658.4609375;452998.875;4.2302611926099525;52.05960171551391;131
BoekBindClub Loosduinen;Symfoniestraat 115;2553TG;Productgroep Participatie;OUDERENSOCIETEIT;;75677.4296875;452214.59375;4.230719856949749;52.052556420495186;132
Bridgeclub De Korenaer;Alphons Diepenbrockhof 146;2551LD;Productgroep Participatie;OUDERENSOCIETEIT;;75729.390625;452962.75;4.231303657979247;52.059287227631664;133
Woongemeenschap Diepenbrockhove;Alphons Diepenbrockhof 157;2551LD;Productgroep Participatie;OUDERENSOCIETEIT;;75739.2890625;452967.8125;4.231446790998978;52.059334138276704;134
Klaverjasclub De Wiekslag;Alphons Diepenbrockhof 151;2551LD;Productgroep Participatie;OUDERENSOCIETEIT;;75763.7578125;452980.28125;4.231800624996167;52.05944968948413;135
Woongemeenschap Mozartheuvel;Mozartlaan 239;2555JE;Productgroep Participatie;OUDERENSOCIETEIT;;75791.7890625;453217.4375;4.232154286273272;52.06158492196596;136
Creatieve Geest - S Flipse Schmitz, Schilder Soos - S Flipse Schmitz;De Brink 562;2553HL;Productgroep Participatie,Productgroep Participatie;OUDERENSOCIETEIT;;75850.4453125;451727.4375;4.233354692197299;52.048203279159424;137
Bewonerscommissie De Componist;Robert Stolzplantsoen 371;2555SJ;Productgroep Participatie;OUDERENSOCIETEIT;;75874.7265625;453324.9375;4.233338574231881;52.062562830793254;138
Crea Wiekslag;Richard Holstraat 127;2551HR;Productgroep Participatie;OUDERENSOCIETEIT;;75901.3515625;453104.625;4.23377779417852;52.060586775414784;139
Klaverjasclub de Geest;Catharina 262;2551GT;Productgroep Participatie;OUDERENSOCIETEIT;;75907.875;453005.90625;4.23389576314621;52.05970056187748;140
Eerste Haagse Dames Bridgeclub;Denijsstraat 33;2551HE;Productgroep Participatie;OUDERENSOCIETEIT;;75929.671875;453184.09375;4.234172284630743;52.06130497073968;141
Sport 55 plus Loosduinen;Denijsstraat 131;2551HJ;Productgroep Participatie;OUDERENSOCIETEIT;;75956.2265625;453133.1875;4.234571221878105;52.060851286307866;142
Ons Genoegen;Willem II straat 414;2552BK;Productgroep Participatie;OUDERENSOCIETEIT;;75977.34375;452116.34375;4.235114330714137;52.05171633359305;143
55plus Sportief Den Haag-afd. tennis;Molenbrin;2553GR;Productgroep Participatie;OUDERENSOCIETEIT;;75987.1328125;451880.09375;4.2353116507631565;52.049594643743724;144
Stichting De Minimaatschappij Gewoon Anders;Loosduinse Hoofdstraat 563;2552AE;Productgroep Participatie;OUDERENSOCIETEIT;;76000.4296875;452309.8125;4.23540610582637;52.05345825183442;145
Creagroep donderdag de Wiekslag;Forellendaal 878;2553KR;Productgroep Participatie;OUDERENSOCIETEIT;;76109.34375;451755.4375;4.237121741851567;52.04849181563165;146
Tuinclub Loosduinen;Catharina van Rennesstraat 8;2551GM;Productgroep Participatie;OUDERENSOCIETEIT;;76138.390625;453177.03125;4.237216937594442;52.06127125095384;147
Houtstek;Luxemburgstraat 17;2552RA;Productgroep Participatie;OUDERENSOCIETEIT;;76168.2265625;452246.71875;4.237866635992148;52.052915147901096;148
Biljartclub Houthaghe;Forellendaal 233;2553JJ;Productgroep Participatie;OUDERENSOCIETEIT;;76226.109375;451561.4375;4.2388683619575565;52.04676501945541;149
Creaclub Abdijkerk;LippeBiesterfeldweg 103;2552EA;Productgroep Participatie;OUDERENSOCIETEIT;;76281.0078125;452295.65625;4.239499351265015;52.05337096193953;150
Nordic Walking Club SV Loosduinen;Q.A. Nederpelstraat 69;2552HD;Productgroep Participatie;OUDERENSOCIETEIT;;76380.7578125;451593.0625;4.241115059179297;52.047071178607155;151
Quilt en Patchwerkgroep de Wiekslag;A. Kortekaasplantsoen 88;2552JE;Productgroep Participatie;OUDERENSOCIETEIT;;76395.4609375;451919.03125;4.241254376355562;52.05000262250944;152
Vereniging De Soos St. Jozef;Jan le Griepstraat 28;2552CV;Productgroep Participatie;OUDERENSOCIETEIT;;76405.359375;452222.0625;4.241328949803261;52.0527272530394;153
Vereniging Wijktuin Houtwijk;Jan Le Griepstraat 126;2552CW;Productgroep Participatie;OUDERENSOCIETEIT;;76438.1953125;452181.125;4.241817004692683;52.052364019162454;154
Senioren Cultuur Club SCC;Godetiaweg 39;2555RP;Productgroep Participatie;OUDERENSOCIETEIT;;76508.328125;453907.125;4.2424426231879195;52.06788484756659;155
Bridgeclub Bouwlust;Lozerlaan 321;2544LC;Productgroep Participatie;OUDERENSOCIETEIT;;76635.5234375;450779.96875;4.245014658783671;52.03980027567316;156
Ouderensocieteit De Inloop;Lozerlaan 399;2544LD;Productgroep Participatie;OUDERENSOCIETEIT;;76635.5625;450789.21875;4.245013107779142;52.03988340766528;157
