;Gemeente:;;;;Zwijndrecht
18;Vrijzinnige Partij;8;Kuijpers, J.G.L. (Gerard) (m);;1
18;Vrijzinnige Partij;9;Byrde, Y.A.C. (Yohan) (m);;0
18;Vrijzinnige Partij;10;Huigens, A.F.J. (Antoon) (m);;0
18;Vrijzinnige Partij;11;Seelig, D.A. (Dino) (m);;0
18;Vrijzinnige Partij;12;Vorswijk, M.K. (Martin) (m);;0
18;Vrijzinnige Partij;13;Zandberg, J.G. (Jeroen) (m);;0
18;Vrijzinnige Partij;14;Stassen, L.B. (Lucas) (m);;0
;;TOTAAL 18 Vrijzinnige Partij;;;7
19;GeenPeil;;;;
19;GeenPeil;1;Dijkgraaf, J. (Jan) (m);;8
19;GeenPeil;2;Dreijer, H.B.E. (Beryl) (v);;1
19;GeenPeil;3;Aarad, A. (Ahmed) (m);;0
19;GeenPeil;4;Reijnaers, D.J.W. (Damiaan) (m);;0
19;GeenPeil;5;Klaver, C. (Chantal) (v);;0
19;GeenPeil;6;Akdo?an, A. (Alptekin) (m);;0
19;GeenPeil;7;de Swart, N.C. (Niels) (m);;0
19;GeenPeil;8;Riemer, G.J. (Geert-Johan) (m);;0
19;GeenPeil;9;Groenewoud, V.B. (Vivienne) (v);;1
19;GeenPeil;10;Giebels, S. (Sander) (m);;0
19;GeenPeil;11;Bal, A. (Ali) (m);;0
19;GeenPeil;12;Brante, M.C. (Maarten) (m);;0
19;GeenPeil;13;de Dood, H.J.M. (Marcel) (m);;0
19;GeenPeil;14;de Konink, S.A.M.M. (Stefan) (m);;1
;;TOTAAL 19 GeenPeil;;;11
20;Piratenpartij;;;;
20;Piratenpartij;1;van de Leest, A.T. (Ancilla) (v);;55
20;Piratenpartij;2;Pontier, M.A. (Matthijs) (m);;2
20;Piratenpartij;3;Brouwer, H.A. (Rico) (m);;2
20;Piratenpartij;4;Straver, A.T.E. (Alex) (m);;1
20;Piratenpartij;5;Downs-Hovestadt, P.M.H. (Petra) (v);;1
20;Piratenpartij;6;Feitsma, T.T. (Tjerk) (m);;0
20;Piratenpartij;7;Lensink, M.C. (Maarten) (m);;0
20;Piratenpartij;8;Janssen, L.D. (Lars) (m);;0
20;Piratenpartij;9;Sikkema, G.B. (Bob) (m);;0
20;Piratenpartij;10;Dulfer, M. (Michiel) (m);;2
20;Piratenpartij;11;Huurman, R.J. (Rogier) (m);;0
20;Piratenpartij;12;Dieleman, B. (Bas) (m);;1
20;Piratenpartij;13;Peskens, G.L.J. (Gijs) (m);;2
20;Piratenpartij;14;Maessen, W.M.M. (Wiel) (m);;0
20;Piratenpartij;15;Hallegraeff, D.S. (Dylan) (m);;0
20;Piratenpartij;16;de Jong, J.T. (Joran) (m);;0
20;Piratenpartij;17;Batstra, J. (Janmaarten) (m);;0
20;Piratenpartij;18;van der Velde, V.C. (Vincent) (m);;0
20;Piratenpartij;19;Wijnans, F.P.E. (Frank) (m);;0
20;Piratenpartij;20;van Oudheusden, L.J. (Leo) (m);;0
20;Piratenpartij;21;Kleinpaste, G.J. (Gertjan) (m);;1
20;Piratenpartij;22;Stubbe, M. (Melvin) (m);;0
20;Piratenpartij;23;Borghuis ook genaamd op de Borg, D.R. (Dave) (m);;1
20;Piratenpartij;24;Schînberger, R.A. (Ronald) (m);;0
20;Piratenpartij;25;van Luxzenburg, E. (Erik) (m);;0
20;Piratenpartij;26;Bouyaara, O. (Uzi) (m);;0
20;Piratenpartij;27;van den Dool, C.W. (Wim) (m);;0
20;Piratenpartij;28;Hofman, E.D. (Ewoud) (m);;0
20;Piratenpartij;29;Pasterkamp, J.D. (Jelle Dirk) (m);;0
20;Piratenpartij;30;van Vuuren, M. (Martin) (m);;1
20;Piratenpartij;31;Biesma, A.R. (Arne) (m);;0
20;Piratenpartij;32;Gautier, J.T.N. (Teun) (m);;0
20;Piratenpartij;33;van Ravensteijn, L.S. (Loulou) (v);;1
20;Piratenpartij;34;Ziegler, F.C. (Floor) (v);;0
20;Piratenpartij;35;Ventevogel, T.C. (Tommy) (m);;0
20;Piratenpartij;36;Chaudry, K.A. (Khalid Ahmed) (m);;0
20;Piratenpartij;37;Poot, D. (Dirk) (m);;1
;;TOTAAL 20 Piratenpartij;;;71
21;Artikel 1;;;;
21;Artikel 1;1;Simons, S.H. (Sylvana) (v);;23
21;Artikel 1;2;Faãd, F. (Fatima) (v);;0
21;Artikel 1;3;Sins, B.E. (Brigitte) (v);;1
21;Artikel 1;4;Akhechaa, A. (Adil) (m);;0
21;Artikel 1;5;van Tricht, J.H. (Jens) (m);;0
21;Artikel 1;6;van der Kooye, M.I.D. (Ian) (m);;0
21;Artikel 1;7;Dîll-Osei Ameyaw, P. (Phyllis) (v);;0
21;Artikel 1;8;van Saarloos, S.C. (Simone) (v);;0
21;Artikel 1;9;Basabose, O. (Olave) (m);;1
21;Artikel 1;10;Dekker, M. (Martijn) (m);;0
21;Artikel 1;11;Hern†ndez Gonz†lez, J. (Juanita) (v);;0
21;Artikel 1;12;Witte, R.S.B. (Robert) (m);;0
21;Artikel 1;13;van de Vaate, G. (Gert-Jan) (m);;0
21;Artikel 1;14;Leito, M.T. (Marianella) (v);;1
21;Artikel 1;15;van der Veen, J. (Jasper) (m);;0
21;Artikel 1;16;Bakker, A.M.T. (Annemieke) (v);;0
21;Artikel 1;17;Wertheim, A.R. (Anne-Ruth) (v);;0
21;Artikel 1;18;Helberg, G.O. (Glenn) (m);;0
21;Artikel 1;19;Wekker, G.D. (Gloria) (v);;0
21;Artikel 1;20;Meulenbelt, A.H. (Anja) (v);;0
;;TOTAAL 21 Artikel 1;;;26
22;Niet Stemmers;;;;
22;Niet Stemmers;1;Plasman, J.P. (Peter) (m);;7
22;Niet Stemmers;2;Plasman, R. (Rijk) (m);;0
22;Niet Stemmers;3;Plasman, R. (Rits) (m);;0
22;Niet Stemmers;4;van Vliet, W. (Willem) (m);;0
22;Niet Stemmers;5;El Farougui, N. (Nihad) (v);;1
22;Niet Stemmers;6;Rhee, R.P.R. (Remco) (m);;0
22;Niet Stemmers;7;Schwab, M. (Maribel) (v);;0
22;Niet Stemmers;8;Karga, Y. (Yasemin) (v);;0
22;Niet Stemmers;9;Konya, S. (Selmi) (m);;0
22;Niet Stemmers;10;Held, R.A.J. (Rachel) (v);;0
22;Niet Stemmers;11;Pentinga, C.H. (Carolien) (v);;0
22;Niet Stemmers;12;Plasman-van Ligten, J.C. (Judith) (v);;0
;;TOTAAL 22 Niet Stemmers;;;8
23;Libertarische Partij (LP);;;;
23;Libertarische Partij (LP);1;Valentine, R.W. (Robert) (m);;5
23;Libertarische Partij (LP);2;Inen, A.Q. (Arno) (m);;0
23;Libertarische Partij (LP);3;Bouscher, N. (Nathan) (m);;0
23;Libertarische Partij (LP);4;Pailer, S. (Simone) (v);;0
23;Libertarische Partij (LP);5;Hampton, M.W. (Mathieu) (m);;1
23;Libertarische Partij (LP);6;Backhuijs, W.Q. (Quintus) (m);;0
23;Libertarische Partij (LP);7;Wessels, I. (Imre) (m);;0
23;Libertarische Partij (LP);8;Knispel, K.J.M. (Karel) (m);;0
23;Libertarische Partij (LP);9;Wassenaar, K.J. (Klaas) (m);;0
23;Libertarische Partij (LP);10;van Ginkel, J.G.M. (Juan) (m);;0
23;Libertarische Partij (LP);11;de Vries, A.J.W. (Aike) (m);;0
23;Libertarische Partij (LP);12;Jansen, N. (Nando) (m);;0
23;Libertarische Partij (LP);13;Nagtegaal, S. (Sjors) (m);;0
23;Libertarische Partij (LP);14;van der Wal, M. (Marinus) (m);;0
23;Libertarische Partij (LP);15;Jansma, E.W. (Ewout) (m);;0
23;Libertarische Partij (LP);16;Woudwijk, B. (Bertus) (m);;0
23;Libertarische Partij (LP);17;Koopmans, S.F.P. (Pallieter) (m);;0
23;Libertarische Partij (LP);18;Manders, T.T.A.J. (Toine) (m);;0
;;TOTAAL 23 Libertarische Partij (LP);;;6
24;Lokaal in de Kamer;;;;
24;Lokaal in de Kamer;1;Heijman, J.H.W.F. (Jan) (m);;14
24;Lokaal in de Kamer;2;van der Starre, J.J. (Jan) (m);;0
24;Lokaal in de Kamer;3;Stultiens, R.M.M. (Ralf) (m);;1
24;Lokaal in de Kamer;4;Leever, J.H. (Jeff) (m);;0
24;Lokaal in de Kamer;5;Kunst-van Suijlekom, G.P. (Denise) (v);;0
24;Lokaal in de Kamer;6;Kraaijenbrink, R.A. (Rene) (m);;0
24;Lokaal in de Kamer;7;Mandersloot, W.J. (Willem Jan) (m);;0
24;Lokaal in de Kamer;8;van Pinxteren, W.F.C. (Wil) (m);;0
24;Lokaal in de Kamer;9;Nieuwenhuizen, N. (Nelly) (v);;1
24;Lokaal in de Kamer;10;de Heer-Seveke, Y.J.P.M. (Yvonne) (v);;1
24;Lokaal in de Kamer;11;van Ruitenbeek-Schonewille, J.M. (Joke) (v);;0
24;Lokaal in de Kamer;12;El-Khassim, F. (Farid) (m);;0
24;Lokaal in de Kamer;13;Smit, F. (Frank) (m);;0
24;Lokaal in de Kamer;14;van der Kraats, A.B. (Diana) (v);;0
24;Lokaal in de Kamer;15;van de Sande, M.A. (Rien) (m);;0
24;Lokaal in de Kamer;16;Jansen, D.S.C. (Davy) (m);;0
24;Lokaal in de Kamer;17;Kwekkeboom, J.A. (Jan) (m);;0
24;Lokaal in de Kamer;18;Rosbak, E.R. (Ron) (m);;0
24;Lokaal in de Kamer;19;Louis, I.H. (Ilankarajah Hudson) (m);;0
24;Lokaal in de Kamer;20;Bolders, L.M. (Ludo) (m);;0
24;Lokaal in de Kamer;21;van der Velde, A. (Ans) (v);;0
24;Lokaal in de Kamer;22;Frieman, H.B. (Henk) (m);;0
24;Lokaal in de Kamer;23;Valent-Groot, A.M. (Annette) (v);;0
24;Lokaal in de Kamer;24;de Bree, C.M. (Conny) (v);;0
24;Lokaal in de Kamer;25;Barends, R. (Ramon) (m);;0
24;Lokaal in de Kamer;26;Dirkmaat, G.B. (Gijs) (m);;0
24;Lokaal in de Kamer;27;Kloos, C.H. (Casper) (m);;0
;;TOTAAL 24 Lokaal in de Kamer;;;17
25;JEZUS LEEFT;;;;
25;JEZUS LEEFT;1;van der Spek, F.I.A. (m);;43
25;JEZUS LEEFT;2;Neyndorff, B.M.C.M.E. (m);;0
25;JEZUS LEEFT;3;Vlasman, B.C. (m);;0
25;JEZUS LEEFT;4;van Ooijen, J.A.C. (m);;3
25;JEZUS LEEFT;5;de Visser, W. (m);;0
25;JEZUS LEEFT;6;Winters, J. (m);;1
;;TOTAAL 25 JEZUS LEEFT;;;47
26;StemNL;;;;
26;StemNL;1;van den Eijnde, M.A.A. (Mario) (m);;1
26;StemNL;2;van den Eijnde, D.H.A. (Daniel) (m);;0
26;StemNL;3;Ficken, M. (Marcel) (m);;0
26;StemNL;4;de Wit, W.P.A.J.J. (Willie) (m);;0
26;StemNL;5;Hessing, W. (Werner) (m);;0
26;StemNL;6;Fontein, M.L.C. (Mark) (m);;0
26;StemNL;7;van Herp, J. (Joyce) (v);;0
26;StemNL;8;Schalk, C.F. (Kees) (m);;0
26;StemNL;9;van Rijsingen, M.H.W. (M†ry) (m);;0
26;StemNL;10;Aydi, S. (Sami) (m);;0
26;StemNL;11;Post, M. (Maruschka) (v);;0
26;StemNL;12;Goldschmitz, J.A.R.P. (Jolyon) (m);;0
26;StemNL;13;Nabi, G.R. (Gracia) (v);;0
26;StemNL;14;Griekspoor, E. (Enzio) (m);;0
26;StemNL;15;Acosta, M.d.L. (Maria) (v);;0
26;StemNL;16;Berghuis, A.W. (Arnoud) (m);;0
;;TOTAAL 26 StemNL;;;1
