FID,name,gdb_geomattr_data,shape
rws_grond_uitbreiding.11,CID Binkhorst,,"POLYGON ((84322.63199999928 453847.2109999992, 84322.53200000152 453847.06599999964, 84330.1400000006 453841.7650000006, 84331.4600000009 453842.5920000002, 84337.96599999815 453840.243999999, 84344.9059999995 453837.7340000011, 84354.00299999863 453832.5859999992, 84377.19700000063 453819.3909999989, 84400.68600000069 453804.81599999964, 84400.72399999946 453804.79199999943, 84430.95499999821 453786.10500000045, 84433.56700000167 453788.3770000003, 84445.21799999848 453774.8229999989, 84431.97399999946 453761.9530000016, 84427.76999999955 453758.19099999964, 84417.53400000185 453749.02800000086, 84407.49300000072 453739.95800000057, 84404.24100000039 453742.66800000146, 84400.4459999986 453745.2190000005, 84395.58799999952 453748.1090000011, 84386.4849999994 453752.83900000155, 84366.82400000095 453762.84699999914, 84361.67100000009 453765.43400000036, 84342.38899999857 453774.6860000007, 84285.91699999943 453801.5240000002, 84268.26900000125 453808.8350000009, 84264.9059999995 453810.79199999943, 84255.70300000161 453816.61100000143, 84247.68299999833 453824.9770000018, 84248.72700000182 453825.76999999955, 84257.76399999857 453820.59099999815, 84258.51999999955 453821.9780000001, 84269.26900000125 453815.87099999934, 84277.6790000014 453811.2049999982, 84281.54899999872 453811.1339999996, 84286.24799999967 453811.05099999905, 84313.40300000086 453829.76399999857, 84313.14400000125 453830.86499999836, 84312.36100000143 453834.19299999997, 84309.74599999934 453835.84800000116, 84304.32800000161 453839.3350000009, 84295.60399999842 453844.9279999994, 84293.80299999937 453846.08300000057, 84294.22700000182 453846.77699999884, 84292.32600000128 453848, 84306.86300000176 453856.80799999833, 84308.62200000137 453855.6420000009, 84308.9140000008 453856.0309999995, 84316.89600000158 453850.8729999997, 84322.63199999928 453847.2109999992))"
rws_grond_uitbreiding.12,Havenstad Amsterdam,,"POLYGON ((121081.55799999833 493114.04100000113, 121081.45100000128 493114.2410000004, 121075.43600000069 493125.8900000006, 121059.16000000015 493155.5850000009, 121053.61699999869 493164.1860000007, 121044.65199999884 493177.14400000125, 121043.4149999991 493178.8280000016, 121042.73800000176 493179.7829999998, 121041.94299999997 493180.90399999917, 121037.50200000033 493187.16600000113, 121035.12900000066 493190.6719999984, 121034.19799999893 493192.186999999, 121046.17410000041 493199.2045999989, 121094.02549999952 493118.3925999999, 121082.07600000128 493113.07400000095, 121081.55799999833 493114.04100000113))"
rws_grond_uitbreiding.13,Havenstad Amsterdam,,"POLYGON ((117979.18699999899 489883.4149999991, 117979.6649999991 489884.29300000146, 117979.88199999928 489884.4230000004, 117980.125 489884.4930000007, 117980.37799999863 489884.4979999997, 117980.62299999967 489884.438000001, 117980.84600000083 489884.31799999997, 117981.02899999917 489884.14400000125, 117981.16299999878 489883.9290000014, 117981.23699999973 489883.688000001, 117981.24599999934 489883.43499999866, 117980.1240000017 489881.3720000014, 117979.9059999995 489881.24599999934, 117979.6640000008 489881.1779999994, 117979.41200000048 489881.17500000075, 117979.16800000146 489881.23600000143, 117978.94700000063 489881.35599999875, 117978.76399999857 489881.52899999917, 117978.62999999896 489881.7419999987, 117978.5549999997 489881.9829999991, 117978.54399999976 489882.2340000011, 117979.18699999899 489883.4149999991))"
rws_grond_uitbreiding.14,Havenstad Amsterdam,,"POLYGON ((116352.26900000125 489486.9270000011, 116352.2650000006 489484.9270000011, 116352.23299999908 489484.6649999991, 116352.12799999863 489484.4239999987, 116351.95699999854 489484.22300000116, 116351.73600000143 489484.0789999999, 116351.4840000011 489484.00400000066, 116351.21999999881 489484.00499999896, 116350.96799999848 489484.08100000024, 116350.74799999967 489484.2270000018, 116350.57899999991 489484.4290000014, 116350.47500000149 489484.6710000001, 116350.4450000003 489484.93299999833, 116350.45300000161 489489.05999999866, 116350.48900000006 489489.31700000167, 116350.59699999914 489489.5540000014, 116350.7659999989 489489.75, 116350.9849999994 489489.8909999989, 116351.2340000011 489489.96400000155, 116351.49399999902 489489.96400000155, 116351.74300000072 489489.8900000006, 116351.9609999992 489489.7490000017, 116352.12999999896 489489.5520000011, 116352.23699999973 489489.31500000134, 116352.27299999818 489489.05799999833, 116352.26900000125 489486.9270000011))"
rws_grond_uitbreiding.15,CID Binkhorst,,"POLYGON ((83164.04800000042 454583.9530000016, 83183.36400000006 454564.3729999997, 83200.22199999914 454547.3269999996, 83225.65700000152 454521.311999999, 83253.61899999902 454496.2870000005, 83278.34899999946 454475.9910000004, 83318.92300000042 454444.3759999983, 83322.07999999821 454441.95699999854, 83338.22700000182 454429.5179999992, 83382.45699999854 454394.08300000057, 83426.33300000057 454363.55900000036, 83468.09600000083 454335.06500000134, 83461.21200000122 454320.2969999984, 83460.19999999925 454318.1579999998, 83456.69900000095 454310.71599999815, 83426.24700000137 454329.33399999887, 83376.15399999917 454359.8370000012, 83336.44900000095 454383.9070000015, 83296.96700000018 454408.02899999917, 83284.99799999967 454415.2820000015, 83276.25699999928 454421.7129999995, 83247.02299999818 454446.37099999934, 83242.43699999899 454450.23900000006, 83233.7190000005 454455.5150000006, 83209.96799999848 454469.9140000008, 83201.21799999848 454478.27600000054, 83204.22199999914 454481.80900000036, 83199.8209999986 454485.55099999905, 83187.16699999943 454496.30700000003, 83183.72800000012 454496.1460000016, 83175.62200000137 454503.1629999988, 83175.02600000054 454506.9050000012, 83144.20699999854 454534.38699999824, 83129.28200000152 454548.97199999914, 83120.63699999824 454558.05700000003, 83120.76199999824 454560.54399999976, 83114.71599999815 454566.5799999982, 83096.72500000149 454585.9679999985, 83072.81799999997 454614.40100000054, 83071.55000000075 454616.0460000001, 83062.91000000015 454627.26000000164, 83050.2809999995 454643.65300000086, 83041.06100000069 454655.6220000014, 83036.15300000086 454662.55799999833, 83032.82800000161 454667.3579999991, 83030.33100000024 454670.98099999875, 83020.19700000063 454685.7100000009, 83013.86199999973 454694.9149999991, 83013.20499999821 454695.11499999836, 83014.07200000063 454695.7179999985, 83018.22500000149 454698.6339999996, 83049.00299999863 454720.2430000007, 83056.7349999994 454725.6499999985, 83063.43100000173 454715.91099999845, 83071.23099999875 454704.4829999991, 83083.26000000164 454687.1620000005, 83095.66299999878 454669.9759999998, 83105.25499999896 454656.756000001, 83117.8599999994 454639.5560000017, 83119.03700000048 454638.0240000002, 83130.76199999824 454622.7719999999, 83130.91099999845 454622.5879999995, 83144.03000000119 454606.36400000006, 83148.37099999934 454601.26900000125, 83159.6640000008 454588.0210000016, 83160.46299999952 454588.8110000007, 83164.56599999964 454584.53500000015, 83164.04800000042 454583.9530000016))"
rws_grond_uitbreiding.16,CID Binkhorst,,"POLYGON ((84236.04600000009 453873.33399999887, 84279.08999999985 453849.7820000015, 84291.72500000149 453842.8570000008, 84301.53299999982 453837.46499999985, 84309.48600000143 453832.83999999985, 84313.14400000125 453830.86499999836, 84313.40300000086 453829.76399999857, 84286.24799999967 453811.05099999905, 84281.54899999872 453811.1339999996, 84272.16299999878 453816.2749999985, 84239.95800000057 453833.8960000016, 84238.81199999899 453834.5219999999, 84235.46799999848 453838.29300000146, 84206.73999999836 453853.6460000016, 84236.04600000009 453873.33399999887))"
rws_grond_uitbreiding.17,Rotterdam Oostflank incl. FXL,,"POLYGON ((95942.92100000009 441214.02899999917, 95932.28840000182 441211.3621000014, 95942.6042000018 441214.7829999998, 95942.92100000009 441214.02899999917))"
rws_grond_uitbreiding.18,Rotterdam Oostflank incl. FXL,,"POLYGON ((96176.58999999985 439993.76000000164, 96194.15100000054 440000, 96209.17000000179 440005.2199999988, 96250.55999999866 440019.7800000012, 96291.91099999845 440034.41000000015, 96308.54399999976 439942.48600000143, 96310.77100000158 439930.1799999997, 96313.36199999973 439915.9079999998, 96320.03000000119 439877.7899999991, 96325.01000000164 439851.23999999836, 96338.37000000104 439777.76000000164, 96347.62999999896 439699.98999999836, 96355.46999999881 439658.98999999836, 96362.66000000015 439626.44999999925, 96384.08999999985 439530.4299999997, 96391.16899999976 439500, 96274.46499999985 439500, 96254.83799999952 439562.83999999985, 96195.0009999983 439774.76999999955, 96168.71299999952 439848.3520000018, 96165.37299999967 439857.69999999925, 96156.9609999992 439881.23999999836, 96137.35099999979 439926.55000000075, 96120.60099999979 439974.1099999994, 96166.64400000125 439990.26900000125, 96176.58999999985 439993.76000000164))"
rws_grond_uitbreiding.19,Rotterdam Oostflank incl. FXL,,"POLYGON ((95734 440559.1499999985, 95733.79800000042 440559.96499999985, 95733.60099999979 440560.76099999994, 95729.48000000045 440577.4200000018, 95729.31500000134 440577.88699999824, 95736.3900000006 440581.1030000001, 95740.8359999992 440583.1220000014, 95743.11300000176 440584.16000000015, 95747.35000000149 440586.08300000057, 95749.70800000057 440587.17599999905, 95750.06899999827 440587.3429999985, 95768.22599999979 440595.72100000083, 95770.24100000039 440596.6959999986, 95772.28500000015 440597.69000000134, 95776.24300000072 440599.6160000004, 95776.39999999851 440599, 95780.66299999878 440581.7190000005, 95780.87099999934 440580.8770000003, 95781.05000000075 440580.1499999985, 95781.23800000176 440579.40100000054, 95777.31399999931 440577.70899999887, 95775.48099999875 440576.91800000146, 95769.32899999991 440574.2520000003, 95766.85500000045 440573.18400000036, 95762.82699999958 440571.3759999983, 95754.9450000003 440567.8260000013, 95752.84200000018 440566.87900000066, 95750.2659999989 440565.72199999914, 95745.05200000107 440563.3999999985, 95742.29500000179 440562.1640000008, 95739.09699999914 440560.72199999914, 95734.16800000146 440558.4849999994, 95734 440559.1499999985))"
rws_grond_uitbreiding.20,Nijmegen Kanaalzone,,"POLYGON ((184195.85599999875 425530.4820000008, 184197.39600000158 425482.8960000016, 184182.98999999836 425538.0320000015, 184194.58999999985 425531.2250000015, 184195.85599999875 425530.4820000008))"
rws_grond_uitbreiding.21,Utrecht Groot Merwede,,"POLYGON ((135755.0309999995 452022.40100000054, 135765.5639999993 452017.4219999984, 135768.7349999994 451999.69999999925, 135774.5636 451966.37029999867, 135771.376600001 451967.49120000005, 135755.0309999995 452022.40100000054))"
rws_grond_uitbreiding.22,Rotterdam Oostflank incl. FXL,,"POLYGON ((96075.69700000063 440004.9979999997, 96077.24100000039 440000, 96068.52100000158 439997.7100000009, 96047.70499999821 439993.28599999845, 96046.10000000149 440000, 96040.0700000003 440027.1700000018, 96347.5859999992 440100.25400000066, 96349.2509999983 440095.44000000134, 96319.81100000069 440085.1099999994, 96316.6409999989 440079.76999999955, 96244.54199999943 440055.8209999986, 96167.7109999992 440028.91000000015, 96163.15100000054 440027.51999999955, 96158.77100000158 440026.6799999997, 96157.87299999967 440026.5850000009, 96157.8590000011 440026.58399999887, 96154.43100000173 440026.2199999988, 96150.38100000098 440025.5300000012, 96145.38100000098 440024.2199999988, 96140.4459999986 440022.4050000012, 96135.48699999973 440020.65399999917, 96130.50499999896 440018.9699999988, 96125.50200000033 440017.3500000015, 96120.47800000012 440015.7969999984, 96115.43400000036 440014.30999999866, 96110.37099999934 440012.8900000006, 96106.68499999866 440011.8990000002, 96102.99100000039 440010.94000000134, 96101.60099999979 440010.6810000017, 96100.19999999925 440010.4840000011, 96098.79100000113 440010.3520000018, 96097.37900000066 440010.28400000185, 96095.96400000155 440010.2800000012, 96094.55099999905 440010.33999999985, 96093.19000000134 440010.46400000155, 96091.8359999992 440010.6490000002, 96090.49100000039 440010.8929999992, 96089.15900000185 440011.1970000006, 96087.84099999815 440011.55999999866, 96086.54100000113 440011.96400000155, 96085.25800000131 440012.41899999976, 96083.99500000104 440012.9230000004, 96082.7509999983 440013.4770000018, 96081.5309999995 440014.0799999982, 96080.375 440014.70600000024, 96079.24300000072 440015.375, 96078.13800000027 440016.0870000012, 96077.06100000069 440016.83999999985, 96076.17399999872 440017.3520000018, 96075.3200000003 440017.91699999943, 96074.50299999863 440018.53400000185, 96073.72599999979 440019.19999999925, 96072.99100000039 440019.9129999988, 96072.30099999905 440020.6700000018, 96071.6959999986 440021.4230000004, 96071.13699999824 440022.2100000009, 96070.625 440023.02899999917, 96070.16299999878 440023.8759999983, 96069.7509999983 440024.75, 96071.01399999857 440020.5560000017, 96074.83999999985 440007.8520000018, 96075.69700000063 440004.9979999997))"
rws_grond_uitbreiding.23,Rotterdam Oostflank incl. FXL,,"POLYGON ((96165.37000000104 440416.6009999998, 96154.06199999899 440414.0560000017, 96164.51799999923 440420.3920000009, 96165.37000000104 440416.6009999998))"
rws_grond_uitbreiding.24,Rotterdam Oostflank incl. FXL,,"POLYGON ((96420.39499999955 436315.7820000015, 96418.7899999991 436319.5069999993, 96417.23299999908 436323.2509999983, 96415.72300000116 436327.0150000006, 96414.26099999994 436330.7969999984, 96412.07600000128 436336.8500000015, 96409.94900000095 436342.92500000075, 96407.88100000098 436349.01900000125, 96407.10399999842 436351.34099999815, 96406.29199999943 436353.65199999884, 96411.00600000098 436353.1860000007, 96427.37799999863 436351.6710000001, 96428.36400000006 436351.5799999982, 96434.35000000149 436351.1039999984, 96453.86199999973 436349.6070000008, 96493.08300000057 436347.1889999993, 96494.28299999982 436347.39400000125, 96509.18400000036 436346.9549999982, 96544.71799999848 436346.1479999982, 96558.51900000125 436345.82499999925, 96574.33100000024 436300.66000000015, 96574.74100000039 436299.76999999955, 96577.80099999905 436291.51000000164, 96580.2061999999 436285.39510000125, 96516.92320000008 436122.66750000045, 96461.86100000143 436232.8200000003, 96433.48099999875 436288.2800000012, 96429.5309999995 436296.0799999982, 96425.88100000098 436303.6499999985, 96422.04699999839 436312.0789999999, 96420.39499999955 436315.7820000015))"
rws_grond_uitbreiding.25,Rotterdam Oostflank incl. FXL,,"POLYGON ((96288.05000000075 437019.0399999991, 96294.2899999991 437071.3200000003, 96304.30000000075 437122.9600000009, 96317.19999999925 437176.5, 96311.6259999983 437192.98800000176, 96310.0009999983 437197.80000000075, 96319.62099999934 437227.55999999866, 96329.91099999845 437263.0399999991, 96331.29899999872 437264.5780000016, 96332.73999999836 437266.06500000134, 96334.2340000011 437267.5, 96335.78799999878 437268.88899999857, 96337.3909999989 437270.22100000083, 96339.04100000113 437271.49500000104, 96340.73600000143 437272.70899999887, 96342.47300000116 437273.86100000143, 96344.2509999983 437274.94999999925, 96346.08199999854 437275.9829999991, 96347.94999999925 437276.94900000095, 96349.85000000149 437277.84899999946, 96351.7809999995 437278.6799999997, 96353.17399999872 437279.19200000167, 96354.59099999815 437279.631000001, 96356.02899999917 437279.9979999997, 96357.48299999908 437280.29100000113, 96358.95100000128 437280.51000000164, 96360.375 437280.6429999992, 96361.80299999937 437280.7109999992, 96363.23299999908 437280.7129999995, 96364.66099999845 437280.6499999985, 96367.17100000009 437280.3500000015, 96368.58900000155 437280.06700000167, 96369.98999999836 437279.70800000057, 96371.36800000072 437279.2710000016, 96372.72100000083 437278.76000000164, 96411.26099999994 437262.51000000164, 96412.56199999899 437261.98900000006, 96413.83399999887 437261.3979999982, 96415.07200000063 437260.73999999836, 96416.27299999818 437260.0159999989, 96417.43299999833 437259.2289999984, 96418.55000000075 437258.381000001, 96419.61899999902 437257.47399999946, 96420.63800000027 437256.51099999994, 96421.60399999842 437255.49500000104, 96422.51300000027 437254.4279999994, 96423.36400000006 437253.3139999993, 96424.15399999917 437252.1559999995, 96424.88100000098 437250.95600000024, 96425.54199999943 437249.7199999988, 96426.13599999994 437248.44999999925, 96426.66099999845 437247.1499999985, 96429.6409999989 437246.1499999985, 96430.19000000134 437245.9279999994, 96430.70899999887 437245.6429999992, 96431.19099999964 437245.2980000004, 96431.62799999863 437244.8990000002, 96432.0150000006 437244.4510000013, 96432.34699999914 437243.9609999992, 96432.61800000072 437243.43400000036, 96432.82499999925 437242.87900000066, 96432.96499999985 437242.3040000014, 96433.03700000048 437241.71599999815, 96433.03799999878 437241.1240000017, 96432.9690000005 437240.53599999845, 96432.83100000024 437239.9600000009, 96419.56199999899 437196.34899999946, 96414.37200000137 437198.11300000176, 96413.25499999896 437194.8289999999, 96405.48800000176 437156.7419999987, 96394.53299999982 437103.4600000009, 96391.46599999815 437061.37900000066, 96387.50499999896 437012.0009999983, 96387.60099999979 437009.9990000017, 96287.12700000033 437009.9990000017, 96288.05000000075 437019.0399999991))"
rws_grond_uitbreiding.26,Nijmegen Kanaalzone,,"POLYGON ((184221.19200000167 426427.9849999994, 184221.1710000001 426427.98000000045, 184197.66800000146 426422.6779999994, 184157.7250000015 426413.66800000146, 184157.99500000104 426417.77600000054, 184158.1259999983 426419.77600000054, 184187.26799999923 426425.2710000016, 184254.45899999887 426438.7179999985, 184323.21700000018 426452.4789999984, 184323.75499999896 426451.09099999815, 184314.74500000104 426449.0729999989, 184304.91800000146 426446.8720000014, 184264.69700000063 426437.7989999987, 184249.00400000066 426434.2589999996, 184233.55200000107 426430.7729999982, 184221.19200000167 426427.9849999994))"
rws_grond_uitbreiding.27,CID Binkhorst,,"POLYGON ((82177.62200000137 454192.8669999987, 82200.3900000006 454152.7179999985, 82199.2490000017 454152.07400000095, 82176.45600000024 454192.2280000001, 82177.62200000137 454192.8669999987))"
rws_grond_uitbreiding.28,Havenstad Amsterdam,,"POLYGON ((118051.26099999994 489431.39499999955, 118026.3049999997 489430.7659999989, 118024.40199999884 489502.60599999875, 118049.375 489503.19900000095, 118051.26099999994 489431.39499999955))"
rws_grond_uitbreiding.29,Spoorzone Zwolle,,"POLYGON ((201695.6000000015 502767.256000001, 201684.91000000015 502746.6220000014, 201676.80900000036 502730.7580000013, 201660.86800000072 502700.05700000003, 201647.82699999958 502674.6220000014, 201616.22700000182 502622.88599999994, 201596.23900000006 502603.82499999925, 201573.61300000176 502582.30799999833, 201546.62900000066 502568.73600000143, 201518.73600000143 502554.36499999836, 201469.2030000016 502508.6070000008, 201432.0450000018 502474.8020000011, 201410.9210000001 502450.46599999815, 201403.1169999987 502460.62999999896, 201394.16899999976 502475.5709999986, 201388.7100000009 502479.93200000003, 201378.83399999887 502487.63800000027, 201362.86899999902 502500.3040000014, 201331.43100000173 502520.76099999994, 201330.3200000003 502522.05000000075, 201327.55700000003 502526.4230000004, 201322.8374999985 502536.4704999998, 201472.43409999833 502623.8126000017, 201696.17529999837 502768.38379999995, 201695.6000000015 502767.256000001))"
rws_grond_uitbreiding.30,Rotterdam Oostflank incl. FXL,,"POLYGON ((96982.19900000095 434558.62900000066, 96982.73900000006 434543.6790000014, 96982.1640000008 434542.6079999991, 96981.53299999982 434541.56799999997, 96980.84899999946 434540.563000001, 96980.11300000176 434539.5949999988, 96979.32699999958 434538.66699999943, 96978.49300000072 434537.7809999995, 96977.61499999836 434536.94000000134, 96976.69299999997 434536.1469999999, 96975.87900000066 434535.51300000027, 96975.03700000048 434534.91600000113, 96974.17000000179 434534.3570000008, 96973.00600000098 434533.6889999993, 96971.8049999997 434533.08900000155, 96970.57200000063 434532.55999999866, 96969.30999999866 434532.1039999984, 96968.02299999818 434531.72100000083, 96966.71700000018 434531.4140000008, 96965.39400000125 434531.18299999833, 96964.06100000069 434531.02899999917, 96962.72100000083 434530.9530000016, 96962.16600000113 434541.6090000011, 96961.64299999923 434554.118999999, 96960.97899999842 434564.438000001, 96960.33100000024 434576.8909999989, 96964.55999999866 434577.6070000008, 96965.39999999851 434577.75, 96966.38899999857 434577.8729999997, 96967.38399999961 434577.9279999994, 96968.37999999896 434577.9140000008, 96969.37299999967 434577.83100000024, 96970.35799999908 434577.6799999997, 96971.32999999821 434577.4609999992, 96972.28400000185 434577.17500000075, 96973.21700000018 434576.82400000095, 96974.12299999967 434576.41000000015, 96974.99799999967 434575.93400000036, 96975.83900000155 434575.3990000002, 96976.6400000006 434574.80700000003, 96977 434574.51199999824, 96977.77299999818 434573.8049999997, 96978.49399999902 434573.04300000146, 96979.15700000152 434572.23099999875, 96979.75899999961 434571.3740000017, 96980.29800000042 434570.4750000015, 96980.76999999955 434569.5390000008, 96981.17399999872 434568.5709999986, 96981.50600000098 434567.5769999996, 96981.7650000006 434566.561999999, 96981.94999999925 434565.5300000012, 96982.19900000095 434558.62900000066))"
rws_grond_uitbreiding.31,Rotterdam Oostflank incl. FXL,,"POLYGON ((96395.17100000009 436716.66000000015, 96332.62099999934 436699.7199999988, 96316.20100000128 436695.26999999955, 96317.2509999983 436677.80000000075, 96300.2809999995 436676.7800000012, 96297.34899999946 436712.5489999987, 96294.09200000018 436732.55099999905, 96290.46999999881 436754.73999999836, 96284.1799999997 436807.5799999982, 96280.4299999997 436860.5799999982, 96279.69999999925 436913.62000000104, 96282.69000000134 436966.51000000164, 96287.12700000033 437009.9990000017, 96387.60099999979 437009.9990000017, 96387.95600000024 437002.58100000024, 96389.51000000164 436977.38899999857, 96390.05600000173 436957.26900000125, 96390.46999999881 436943.3299999982, 96390.98600000143 436929.3420000002, 96391.0399999991 436925.0370000005, 96392.50400000066 436913.02800000086, 96394.24700000137 436896.3139999993, 96396.92500000075 436871.66899999976, 96398.77100000158 436853.4290000014, 96402.71999999881 436833.7679999992, 96405.59299999848 436820.1710000001, 96405.59499999881 436820.16099999845, 96406.11899999902 436817.68200000003, 96406.34099999815 436816.6330000013, 96409.63300000131 436801.9750000015, 96414.58700000122 436778.1620000005, 96417.65300000086 436764.2529999986, 96424.09899999946 436749.3530000001, 96430.99599999934 436732.80000000075, 96440.8440000005 436718.83300000057, 96446.91200000048 436710.2809999995, 96427.40100000054 436694.58999999985, 96420.06100000069 436707.05000000075, 96413.2809999995 436721.55999999866, 96395.4290000014 436716.73000000045, 96395.17100000009 436716.66000000015))"
