OBJECTID;BRT_KOPPEL;BOUWBLOKNR;AREA_M2;SHAPE_LENG;SHAPE_AREA;AUTOBEZIT2015;AUTOSPERHECTARE2015;AUTOBEZIT2016;AUTOSPERHECTARE2016;AUTOBEZIT2017;AUTOSPERHECTARE2017;AUTOBEZIT2018;AUTOSPERHECTARE2018;AUTOBEZIT2019;AUTOSPERHECTARE2019;AUTOBEZIT2020;AUTOSPERHECTARE2020;AUTOBEZIT2021;AUTOSPERHECTARE2021
112;103 Parkbuurt Oosteinde;11122;1576.57617373;282.636581909;1576.57617373;0;0;0;0;0;0;0;0;0;0;0;0;0;0
113;104 Lage Veld;11126;1113.7949175;230.696846614;1113.7949175;0;0;0;0;0;0;0;0;0;0;0;0;0;0
114;103 Parkbuurt Oosteinde;11135;7332.85678439;335.770017073;7332.85678439;34;46.3666494515;34;46.3666494515;33;45.0029244677;0;0;0;0;0;0;0;0
115;103 Parkbuurt Oosteinde;11139;8172.49519881;384.19064616;8172.49519881;41;50.1682766433;37;45.2738106293;43;52.6155096503;0;0;0;0;0;0;0;0
116;107 Vliegeniersbuurt;11149;72.1608870048;97.8593579688;72.1608870048;0;0;0;0;0;0;0;0;0;0;0;0;0;0
117;103 Parkbuurt Oosteinde;11157;2682.31345753;204.267465183;2682.31345753;0;0;0;0;0;0;0;0;0;0;0;0;0;0
118;103 Parkbuurt Oosteinde;11160;7766.65586187;380.976402235;7766.65586187;42;54.0773284499;40;51.5022175714;43;55.3648838892;0;0;0;0;0;0;0;0
119;107 Vliegeniersbuurt;11162;1.47395750468;9.09259913685;1.47395750468;0;0;0;0;0;0;0;0;0;0;0;0;0;0
151;103 Parkbuurt Oosteinde;11288;7015.98790797;343.445225731;7015.98790797;11;15.6784762806;9;12.8278442296;11;15.6784762806;0;0;0;0;0;0;0;0
152;103 Parkbuurt Oosteinde;11296;12288.6142339;529.149909221;12288.6142339;58;47.1981615632;61;49.639445782;62;50.4532071883;0;0;0;0;0;0;0;0
153;103 Parkbuurt Oosteinde;11301;7241.6160904;344.941695234;7241.6160904;13;17.9517939611;16;22.0945156444;11;15.1899795055;0;0;0;0;0;0;0;0
154;99 De Uithof;11303;15163.8021209;597.63144428;15163.8021209;0;0;0;0;0;0;0;0;0;0;0;0;0;0
155;103 Parkbuurt Oosteinde;11306;11791.4845473;517.534371158;11791.4845473;67;56.820665567;70;59.3648744729;64;54.276456661;0;0;0;0;0;0;0;0
156;103 Parkbuurt Oosteinde;11317;11501.0589295;514.735578984;11501.0589295;74;64.3419014315;79;68.6893272039;77;66.950356895;0;0;0;0;0;0;0;0
157;103 Parkbuurt Oosteinde;11323;2474.86130281;346.76967977;2474.86130281;0;0;0;0;0;0;0;0;0;0;0;0;0;0
158;107 Vliegeniersbuurt;11326;7153.45968021;908.585843306;7153.45968021;0;0;0;0;0;0;0;0;0;0;0;0;0;0
159;107 Vliegeniersbuurt;11333;7201.23777027;794.044619041;7201.23777027;0;0;0;0;0;0;0;0;0;0;0;0;0;0
160;107 Vliegeniersbuurt;11334;2453.97471796;469.785676157;2453.97471796;0;0;0;0;0;0;0;0;0;0;0;0;0;0
161;99 De Uithof;11335;19147.2355402;596.256533529;19147.2355402;0;0;0;0;0;0;0;0;0;0;0;0;0;0
162;103 Parkbuurt Oosteinde;11341;18333.1173645;821.862880105;18333.1173645;37;20.1820559288;36;19.6365949578;36;19.6365949578;0;0;0;0;0;0;0;0
163;99 De Uithof;11342;1934.48391026;219.974072208;1934.48391026;0;0;0;0;0;0;0;0;0;0;0;0;0;0
164;103 Parkbuurt Oosteinde;11344;360.730537974;93.4997502063;360.730537974;0;0;0;0;0;0;0;0;0;0;0;0;0;0
165;99 De Uithof;11347;419.524286076;102.033288943;419.524286076;0;0;0;0;0;0;0;0;0;0;0;0;0;0
195;102 Hoge Veld;11412;955.586907623;193.409697438;955.586907623;0;0;0;0;0;0;0;0;0;0;0;0;0;0
196;102 Hoge Veld;11413;4698.00387999;272.779482943;4698.00387999;20;42.5712717803;20;42.5712717803;20;42.5712717803;0;0;0;0;0;0;0;0
197;99 De Uithof;11414;6939.2525888;348.499516831;6939.2525888;0;0;17;24.4983156074;30;43.2323216601;0;0;0;0;0;0;0;0
198;99 De Uithof;11415;8732.03238958;530.160647813;8732.03238958;0;0;0;0;0;0;0;0;0;0;0;0;0;0
199;98 Dreven en Gaarden;11424;497.686174881;102.602539957;497.686174881;0;0;0;0;0;0;0;0;0;0;0;0;0;0
200;102 Hoge Veld;11426;12311.987118;465.788066237;12311.987118;30;24.3664972295;27;21.9298475065;39;31.6764463983;0;0;0;0;0;0;0;0
201;99 De Uithof;11428;4948.61456764;505.823774454;4948.61456764;0;0;0;0;0;0;0;0;0;0;0;0;0;0
202;102 Hoge Veld;11429;769.692087884;164.472114685;769.692087884;0;0;0;0;0;0;0;0;0;0;0;0;0;0
203;102 Hoge Veld;11430;11745.48751;496.344433224;11745.48751;120;102.166895923;129;109.829413117;126;107.275240719;0;0;0;0;0;0;0;0
204;102 Hoge Veld;11431;3080.51473898;290.089071167;3080.51473898;0;0;0;0;0;0;0;0;0;0;0;0;0;0
205;98 Dreven en Gaarden;11434;296.999410998;69.6438412895;296.999410998;0;0;0;0;0;0;0;0;0;0;0;0;0;0
206;115 De Bras;11435;3535.17700198;242.664635329;3535.17700198;15;42.430690151;16;45.2594028277;16;45.2594028277;0;0;0;0;0;0;0;0
207;115 De Bras;11436;3323.86413053;234.660230156;3323.86413053;12;36.1025587351;11;33.0940121739;10;30.0854656126;0;0;0;0;0;0;0;0
208;115 De Bras;11437;6878.14666893;444.094573003;6878.14666893;23;33.4392404045;24;34.8931204221;25;36.3470004397;0;0;0;0;0;0;0;0
209;99 De Uithof;11438;3618.68873209;269.993375635;3618.68873209;0;0;2;5.52686386719;11;30.3977512696;0;0;0;0;0;0;0;0
210;102 Hoge Veld;11440;8715.87396393;427.354624816;8715.87396393;55;63.1032530158;56;64.2505848888;55;63.1032530158;0;0;0;0;0;0;0;0
166;102 Hoge Veld;11348;23040.7200648;1343.52780046;23040.7200648;0;0;0;0;0;0;0;0;0;0;0;0;0;0
167;115 De Bras;11350;11336.1180554;595.226751411;11336.1180554;20;17.6427238163;19;16.7605876255;20;17.6427238163;0;0;0;0;0;0;0;0
168;102 Hoge Veld;11352;552.906922072;127.646671145;552.906922072;0;0;0;0;0;0;0;0;0;0;0;0;0;0
169;99 De Uithof;11357;1255.6456717;187.455457666;1255.6456717;0;0;0;0;0;0;0;0;0;0;0;0;0;0
170;99 De Uithof;11358;117.453316987;53.9700956403;117.453316987;0;0;0;0;0;0;0;0;0;0;0;0;0;0
171;107 Vliegeniersbuurt;11363;12031.7703833;790.751582408;12031.7703833;0;0;0;0;0;0;0;0;0;0;0;0;0;0
172;102 Hoge Veld;11364;7595.18943016;369.585275862;7595.18943016;43;56.6147828114;43;56.6147828114;50;65.831142804;0;0;0;0;0;0;0;0
173;103 Parkbuurt Oosteinde;11366;26236.1560939;812.749611783;26236.1560939;52;19.8199766055;50;19.057669813;51;19.4388232093;0;0;0;0;0;0;0;0
174;107 Vliegeniersbuurt;11367;129.999186867;97.9557900368;129.999186867;0;0;0;0;0;0;0;0;0;0;0;0;0;0
175;102 Hoge Veld;11368;870.364626952;191.105711637;870.364626952;0;0;0;0;0;0;0;0;0;0;0;0;0;0
176;104 Lage Veld;11370;8913.90782766;599.424022446;8913.90782766;39;43.7518546905;44;49.3610668303;39;43.7518546905;0;0;0;0;0;0;0;0
177;99 De Uithof;11376;15124.4025799;538.296446282;15124.4025799;0;0;0;0;15;9.9177471115;0;0;0;0;0;0;0;0
178;107 Vliegeniersbuurt;11378;7785.03697851;958.879020292;7785.03697851;0;0;0;0;0;0;0;0;0;0;0;0;0;0
179;103 Parkbuurt Oosteinde;11380;364.703934474;100.515635628;364.703934474;0;0;0;0;0;0;0;0;0;0;0;0;0;0
180;107 Vliegeniersbuurt;11381;78.2934758637;58.5034785746;78.2934758637;0;0;0;0;0;0;0;0;0;0;0;0;0;0
181;103 Parkbuurt Oosteinde;11382;22472.6068764;720.062568353;22472.6068764;58;25.80919976;66;29.369089382;66;29.369089382;0;0;0;0;0;0;0;0
182;102 Hoge Veld;11384;9640.27065295;435.566901555;9640.27065295;61;63.2762317532;58;60.1642859293;60;62.2389164786;0;0;0;0;0;0;0;0
183;115 De Bras;11387;8492.50154607;553.586118434;8492.50154607;32;37.6802992927;32;37.6802992927;30;35.3252805869;0;0;0;0;0;0;0;0
184;103 Parkbuurt Oosteinde;11391;367.738705553;101.733162847;367.738705553;0;0;0;0;0;0;0;0;0;0;0;0;0;0
185;103 Parkbuurt Oosteinde;11394;374.947190504;98.9462499562;374.947190504;0;0;0;0;0;0;0;0;0;0;0;0;0;0
186;102 Hoge Veld;11397;14084.5551461;518.469896126;14084.5551461;133;94.4296774874;129;91.589687187;137;97.2696677878;0;0;0;0;0;0;0;0
187;114 Waterbuurt;11398;1790.42741155;411.361248624;1790.42741155;0;0;0;0;0;0;0;0;0;0;0;0;0;0
188;99 De Uithof;11399;13433.6807116;489.346755794;13433.6807116;0;0;2;1.48879524751;17;12.6547596038;0;0;0;0;0;0;0;0
189;102 Hoge Veld;11402;7957.97610087;382.073352031;7957.97610087;46;57.8036418016;47;59.0602427103;52;65.3432472539;0;0;0;0;0;0;0;0
190;115 De Bras;11403;4518.59822954;314.626246437;4518.59822954;40;88.5230285324;37;81.8838013925;34;75.2445742525;0;0;0;0;0;0;0;0
191;102 Hoge Veld;11407;24248.940347;764.79171944;24248.940347;0;0;0;0;0;0;0;0;0;0;0;0;0;0
192;115 De Bras;11408;9965.95386593;519.282812725;9965.95386593;31;31.1059035764;28;28.0956548432;29;29.0990710876;0;0;0;0;0;0;0;0
193;115 De Bras;11409;3490.81608803;232.332217865;3490.81608803;13;37.2405754763;12;34.3759158242;15;42.9698947803;0;0;0;0;0;0;0;0
194;102 Hoge Veld;11411;1064.82104862;196.725985476;1064.82104862;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120;103 Parkbuurt Oosteinde;11173;8032.25949394;383.661261201;8032.25949394;27;33.6144518493;26;32.3694721512;29;36.1044112455;0;0;0;0;0;0;0;0
121;103 Parkbuurt Oosteinde;11175;6924.31929575;690.117316244;6924.31929575;22;31.772076157;22;31.772076157;23;33.2162614369;0;0;0;0;0;0;0;0
122;103 Parkbuurt Oosteinde;11176;10354.74436;429.057663308;10354.74436;23;22.2120403946;22;21.2462995079;24;23.1777812813;0;0;0;0;0;0;0;0
123;103 Parkbuurt Oosteinde;11181;1529.42849704;253.82378153;1529.42849704;0;0;0;0;0;0;0;0;0;0;0;0;0;0
124;103 Parkbuurt Oosteinde;11189;1859.00692294;257.835668817;1859.00692294;0;0;0;0;0;0;0;0;0;0;0;0;0;0
125;103 Parkbuurt Oosteinde;11191;1490.01103702;252.862765066;1490.01103702;0;0;0;0;0;0;0;0;0;0;0;0;0;0
126;103 Parkbuurt Oosteinde;11195;9631.40887012;445.687277453;9631.40887012;43;44.6455971082;42;43.607327408;42;43.607327408;0;0;0;0;0;0;0;0
127;103 Parkbuurt Oosteinde;11209;8739.17455046;379.612436538;8739.17455046;33;37.7610034099;29;33.1839120875;30;34.3281849181;0;0;0;0;0;0;0;0
128;103 Parkbuurt Oosteinde;11216;11345.4842556;676.669733582;11345.4842556;39;34.374909983;37;32.6120940865;39;34.374909983;0;0;0;0;0;0;0;0
129;103 Parkbuurt Oosteinde;11217;3305.88210191;240.055607831;3305.88210191;16;48.3985801876;16;48.3985801876;14;42.3487576641;0;0;0;0;0;0;0;0
130;103 Parkbuurt Oosteinde;11219;13786.634861;505.103578384;13786.634861;30;21.7602049394;31;22.485545104;31;22.485545104;0;0;0;0;0;0;0;0
131;103 Parkbuurt Oosteinde;11220;321.464168006;70.726048621;321.464168006;0;0;0;0;0;0;0;0;0;0;0;0;0;0
132;103 Parkbuurt Oosteinde;11223;998.995717061;178.656970196;998.995717061;0;0;0;0;0;0;0;0;0;0;0;0;0;0
133;103 Parkbuurt Oosteinde;11231;1308.80364595;186.672332807;1308.80364595;0;0;0;0;0;0;0;0;0;0;0;0;0;0
134;103 Parkbuurt Oosteinde;11235;1105.27424997;178.916197237;1105.27424997;0;0;0;0;0;0;0;0;0;0;0;0;0;0
135;103 Parkbuurt Oosteinde;11239;5904.63917351;348.190374749;5904.63917351;17;28.7909210037;18;30.4845045922;22;37.258838946;0;0;0;0;0;0;0;0
136;103 Parkbuurt Oosteinde;11241;6857.18192357;356.130974436;6857.18192357;21;30.6248255246;23;33.5414755746;20;29.1665004997;0;0;0;0;0;0;0;0
137;103 Parkbuurt Oosteinde;11243;511.971621975;94.5033347016;511.971621975;0;0;0;0;0;0;0;0;0;0;0;0;0;0
138;103 Parkbuurt Oosteinde;11244;4350.6307611;265.112576613;4350.6307611;9;20.6866555546;21;48.2688629607;20;45.9703456768;0;0;0;0;0;0;0;0
139;103 Parkbuurt Oosteinde;11249;844.014794006;123.699281026;844.014794006;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140;103 Parkbuurt Oosteinde;11254;14503.1574394;595.438288966;14503.1574394;78;53.7813923112;86;59.2974325483;89;61.3659476372;0;0;0;0;0;0;0;0
