FID,nwbversie,nwbwvkid,netwerkcategorie,netwerkschakelcode,netwerkschakelnaam,systeemdeelnr,systeemdeelnaam,systeemdeelpositie,vkwegvaknaam,vkwegvakwegcat,vkwegvakfunctie,vkwegvakobjectnaam,nwbwegnummer,nwbwegdeellttr,nwbhectoletter,nwbrpecode,nwbbstcode,nwbbeginkm,nwbeindkm,nwbgmenaam,nwbdistrnaam,nwbdienstnaam,nwbwvklengte,nwbwegnraw,nwbwegnrhmp,vkwegvakeersteinstdl,vkwegvaklaatsteinstdl,vkwegvakmaatgevendint,vkwegvakknooppunt,vkwegvakhmbegin,vkwegvakhmeind,vildtrajectnaam,weg,last_update,se_anno_cad_data,verkeerskundigwegvakcode,kleurcodeverkeerskundigwegvak,gdb_geomattr_data,shape
hwn_netwerkcategorieen.666,202210,600114327,B,058-0050,A58 KP Princeville - KP De Stok v.v.,058-0050-R,KP Princeville - KP De Stok,5,St Willebrord(20) - Rucphen(21),asw,hoofdrijbaan,,058,R,b,R,OPR,85.003,85.4,Rucphen,ZN District West,RWS Zuid-Nederland,398,RW58,A58,0,0,0,0,82795,85511,A58 Breda - Bergen op Zoom,A58R,2022-12-01T08:38:15,,058-0050-R_005,058-0050_005,,"LINESTRING (96603.73299999908 396427.38699999824, 96619.28979999945 396414.81749999896, 96622.44929999858 396412.126600001, 96626.05070000142 396408.74060000107, 96629.43690000102 396405.05959999934, 96633.36510000005 396400.05270000175, 96636.15179999918 396395.9444999993, 96638.74819999933 396391.66380000114, 96642.47729999945 396384.56540000066, 96644.55539999902 396379.92749999836, 96646.39840000123 396375.2437000014, 96649.55380000174 396365.73519999906, 96652.34439999983 396356.12970000133, 96654.91090000048 396346.46460000053, 96660.9151000008 396322.0042999983, 96663.16380000114 396312.25239999965, 96664.93910000101 396303.7162999995, 96666.40659999847 396293.7802999988, 96666.86149999872 396288.7714000009, 96667.29419999942 396279.61100000143, 96667.24480000138 396273.8295000009, 96666.99060000107 396268.8621999994, 96666.51709999889 396263.8823999986, 96665.46139999852 396257.4813000001, 96664.28959999979 396252.6449000016, 96661.9774999991 396245.1451999992, 96660.13500000164 396240.42770000175, 96658.03159999847 396235.84209999815, 96655.3814000003 396230.8216999993, 96652.80260000005 396226.5687999986, 96650.00730000064 396222.4134999998, 96645.53339999914 396216.5854999982, 96639.74670000002 396210.2082000002, 96636.08520000055 396206.7531999983, 96630.5940000005 396202.2302000001, 96626.4561999999 396199.3018000014, 96618.45089999959 396194.3236999996, 96612.05040000007 396190.9074999988, 96607.52470000088 396188.7533, 96598.3627000004 396184.7459000014, 96588.98699999973 396181.03379999846, 96498.5661999993 396148.9475999996)"
hwn_netwerkcategorieen.667,202210,417399001,A,035-0002,N35 Zwolle - Raalte (KP Bos) (v.v.),835-0002-L,N35 Raalte (KP Bos) - Zwolle (L),1,Wijthmen - Zwolle (beheergrens),aw,hoofdrijbaan,,835,R,d,L,OPR,7.427,7.16,Zwolle,ON District Noord,RWS Oost-Nederland,269,RW835,N35,0,1,1,0,7840,4425,N35 Almelo - Zwolle,N835L,2022-12-01T08:38:15,,835-0002-L_001,035-0002_001,,"LINESTRING (208727.00299999863 499825.2109999992, 208680.28379999846 499849.06500000134, 208654.26799999923 499861.936900001, 208611.94350000098 499881.9519000016, 208601.0513000004 499887.07349999994, 208591.8841000013 499891.06909999996, 208576.00189999864 499897.3579999991, 208566.5876000002 499900.7193999998, 208538.05790000036 499910.0025999993, 208519.17119999975 499916.5848999992, 208495.7846999988 499925.4728000015, 208480.46700000018 499931.7921999991)"
hwn_netwerkcategorieen.668,202210,600945209,A,009-0090,N9 Huiswaarderweg - KP de Kooy,009-0090-M,Huiswaarderweg - KP de Kooy (M),5,Sint Maartensvlotbrug - Schagen,aw,hoofdrijbaan,,009,R,#,#,HR,97.585,97.691,Schagen,WNN District Noord,RWS West-Nederland Noord,134,RW9,N9,0,0,0,0,97558,100613,N9 Alkmaar - Den Helder,N9,2022-12-01T08:38:15,,009-0090-M_005,009-0090_005,,"LINESTRING (109117.76330000162 533480.8654999994, 109140.77789999917 533521.9701999985, 109151.87159999833 533540.8630000018, 109157.08069999889 533551.3016999997, 109168.76830000058 533575.6744999997, 109179.64559999853 533599.2822000012)"
hwn_netwerkcategorieen.669,202210,259470016,A,007-0040,A7 Den Oever - Hoorn-Noord,007-0040-L,Den Oever - Hoorn-Noord (L),4,Middenmeer(12) - Medemblik(11),asw,hoofdrijbaan,,007,R,#,L,HR,49.875,43.421,Hollands Kroon,WNN District Noord,RWS West-Nederland Noord,6419,RW7,A7,0,0,0,0,50330,43378,A7 Den Oever - Hoorn,A7L,2022-12-01T08:38:15,,007-0040-L_004,007-0040_004,,"LINESTRING (129525.30110000074 535414.4787999988, 129526.28990000114 535402.1429999992, 129528.53889999911 535378.2782000005, 129530.78020000085 535358.2357000001, 129533.23070000112 535338.367800001, 129536.06949999928 535317.2906999998, 129539.06269999966 535297.5538999997, 129542.29949999973 535277.8172999993, 129546.7109999992 535253.6988000013, 129549.45450000092 535239.4921000004, 129557.69739999995 535200.4063999988, 129562.19299999997 535180.9178999998, 129566.90199999884 535161.4772999994, 129574.77380000055 535131.4935999997, 129580.25569999963 535112.2468000017, 129588.33720000088 535085.1107000001, 129600.59259999916 535047.0337999985, 129607.07310000062 535028.1121000014, 129613.78040000051 535009.2659999989, 129621.1585999988 534989.4323000014, 129632.61439999938 534960.2639999986, 129640.19619999826 534941.7564999983, 129648.01889999956 534923.3465000018, 129656.02760000154 534905.0192999989, 129664.71880000085 534885.870099999, 129673.26520000026 534867.7833000012, 129682.05849999934 534849.8191, 129698.64930000156 534817.3286000006, 129708.01000000164 534799.6726999991, 129717.69159999862 534782.1697999984, 129727.627700001 534764.8029999994, 129740.67610000074 534742.7043999992, 129751.01839999855 534725.5848999992, 129761.55090000108 534708.5828999989, 129772.27710000053 534691.807500001, 129783.1473999992 534675.0384000018, 129805.6678000018 534641.1262000017, 129828.29659999907 534608.186900001, 129984.20380000025 534387.3786999993, 130452.94920000061 533724.8599000014, 130702.78220000118 533371.4123999998, 130776.32330000028 533266.7675999999, 130893.32970000058 533099.5313000008, 130916.0661999993 533066.6284000017, 130927.28559999913 533050.0709999986, 130949.42029999942 533016.7465999983, 130965.2082999982 532992.191300001, 130975.71709999815 532975.1741999984, 130993.01269999892 532946.1398000009, 131002.94929999858 532928.7730999999, 131012.55009999871 532911.2269000001, 131021.93769999966 532893.5670000017, 131030.9578000009 532875.9767000005, 131043.26850000024 532850.7888999991, 131052.46840000153 532831.2010999992, 131067.38450000063 532797.5877999999, 131075.0800999999 532779.1422000006, 131086.94940000027 532748.9792999998, 131093.96909999847 532730.2525999993, 131099.5011 532714.8332000002, 131106.02490000054 532695.9221000001, 131112.2362000011 532676.8977999985, 131118.17830000073 532657.7961000018, 131123.81940000132 532638.6077999994, 131129.14510000125 532619.3286999986, 131134.29050000012 532599.9978, 131141.86809999868 532568.9684000015, 131147.54710000008 532543.1086000018, 131151.5634999983 532523.5192999989, 131155.28330000117 532503.8660999984, 131159.4497999996 532479.2963999994, 131162.54419999942 532459.5372000001, 131165.99599999934 532434.999499999, 131170.810899999 532395.2804999985, 131172.88720000163 532375.3883000016, 131174.8489000015 532354.0702, 131178.1715000011 532314.1893000007, 131182.30110000074 532254.3313999996, 131185.56179999933 532194.4156000018, 131188.3425000012 532134.0399999991, 131191.05799999833 532054.0791000016, 131192.33359999955 531994.0927000009, 131193.01579999924 531933.0119000003, 131193.06720000133 531892.9798999988, 131192.8284999989 531832.9796999991, 131191.95560000092 531773, 131191.08940000087 531735.9822999984, 131190.45910000056 531715.9745999984, 131187.57990000024 531636.0258999988, 131180.52519999817 531476.1706000008, 131128.16160000116 530322.0421000011, 131125.8134999983 530262.0876000002, 131124.60720000044 530222.1022000015, 131123.66710000113 530180.9835000001, 131123.07169999927 530140.9875000007, 131122.78709999844 530100.9855999984, 131122.88170000166 530057.0201000012, 131126.81280000135 529675.9981000014, 131126.78299999982 529656, 131127.17269999906 529636, 131128.9904000014 529463.4039999992)"
hwn_netwerkcategorieen.670,202210,600106157,D,012-0010,A12 Den Haag-Malieveld - KP Prins Clausplein,012-0010-L,KP Prins Clausplein - Den Haag-Malieveld,1,Voorburg(4) - Den Haag-Bezuidenhout(3),asw,hoofdrijbaan,,012,R,#,L,HR,3.429,3.248,Leidschendam-Voorburg,WNZ District Noord,RWS West-Nederland Zuid,177,RW12,A12,0,1,0,0,5140,3251,A12 Utrecht - Den Haag,A12L,2022-12-01T08:38:15,,012-0010-L_001,012-0010_001,,"LINESTRING (83151.621199999 454578.4184000008, 83140.12170000002 454585.060899999, 83120.80820000172 454607.4290000014, 83111.64660000056 454618.36730000004, 83099.2098999992 454633.93879999965, 83086.99280000106 454649.7736000009, 83075.09120000154 454665.8526000008, 83052.69069999829 454697.61510000005, 83046.0533999987 454706.13699999824, 83040.51819999889 454714.2831000015)"
hwn_netwerkcategorieen.671,202210,314387004,B,006-0040,A6 Almere Oostvaarders - Lelystad v.v.,006-0040-R,Almere Oostvaarders - Lelystad,401,verzorgingsplaats de Lepelaar,vpl,verzorgingsplaats,Lepelaar (Total),006,R,p,R,PKB,67.678,67.906,Lelystad,MN District Noord,RWS Midden-Nederland,239,RW6,A6,0,0,0,0,67534,68347,A6 Muiden - Lelystad,A6R,2022-12-01T08:38:15,,006-0040-R_401,006-0040_401,,"LINESTRING (157302 493830, 157320 493837, 157348 493844, 157361 493849, 157383 493861, 157393 493870, 157406 493880, 157416 493890, 157420 493896, 157432 493913, 157453 493951, 157462 493968, 157474 493980)"
hwn_netwerkcategorieen.672,202210,600150200,B,028-1040,A28 KP Assen - KP Julianaplein v.v.,028-1040-R,KP Assen - De Punt,2,KP Assen - Assen-west(33),asw,hoofdrijbaan,,028,R,a,R,AFR,173.991,174.008,Assen,NN District Oost,RWS Noord-Nederland,16,RW28,A28,0,0,0,0,172106,174360,A28 Assen - Groningen,A28R,2022-12-01T08:38:15,,028-1040-R_002,028-1040_002,,"LINESTRING (231528.42599999905 556875.4640000015, 231525.58520000055 556891.6592999995)"
hwn_netwerkcategorieen.674,202210,298216025,C,002-0100,A2 KP Vught - KP Ekkersweijer v.v.,002-0100-R,samenvoeging A2/N2/KPVught - KP Ekkersweijer/A2/N2 slitsing,301,verbindingsboog -r (KP Vught) A65 HRR en Vught-Noord - naar A2HRR (aansl DenBoschCentrum(23)),asw,verbindingsboog,,002,R,r,R,VBD,121.191,121.516,Vught,ZN District Midden,RWS Zuid-Nederland,316,RW2,A2,0,0,0,1,120893,121734,A2 s-Hertogenbosch - Eindhoven,A2R,2022-12-01T08:38:15,,002-0100-R_301,002-0100_301,,"LINESTRING (149072.68100000173 408375.59600000083, 149086.30570000038 408359.05590000004, 149095.98950000107 408342.7045999989, 149102.65700000152 408325.40089999884, 149106.78449999914 408308.4145999998, 149108.68950000033 408287.4594999999, 149109.95949999988 408257.6145000011, 149112 408180, 149115 408080, 149115.33529999852 408068.92599999905)"
hwn_netwerkcategorieen.675,202210,600106929,B,044-0040,A44 Aansluiting N44 Deijlerweg - Aansluiting N14,044-0040-R,Aansluiting N44 Deijlerweg - Aansluiting N14,2,Wassenaar N448 / Lange Kerkdam - Wassenaar van der Oudenmeulenlaan,aw,hoofdrijbaan,,044,R,#,R,HR,24.504,25.326,Wassenaar,WNZ District Noord,RWS West-Nederland Zuid,816,RW44,N44,0,0,0,0,22370,25411,A44 Wassenaar - Den Haag,N44R,2022-12-01T08:38:15,,044-0040-R_002,044-0040_002,,"LINESTRING (86441.88300000131 459954.5769999996, 86398.41660000011 459913.21350000054, 86355.35269999877 459871.4343000017, 86341.1603000015 459857.3403000012, 86324.16600000113 459839.51619999856, 86310.92339999974 459824.52540000156, 86301.11160000041 459812.7322999984, 86288.6715000011 459797.0436999984, 86226.63379999995 459718.6132999994, 86152.49929999933 459624.250599999, 86140.00679999962 459608.6317999996, 86133.38980000094 459600.504900001, 86114.73000000045 459578.24020000175, 86101.6453000009 459563.1105000004, 86088.29769999906 459548.21440000087, 86068.5885999985 459527.16110000014, 86027.82019999996 459485.1821000017, 85999.73800000176 459456.66699999943, 85984.25140000135 459441.5881999992, 85969.7912000008 459427.7721000016, 85955.16550000012 459414.12999999896, 85940.39759999886 459400.6385000013, 85924.48099999875 459387.2950000018, 85889.76799999923 459355.4510000013)"
hwn_netwerkcategorieen.676,202210,600143488,A,031-1010,A31 KP Zurich - KP Werpsterhoek v.v.,031-1040-L,KP Werpsterhoek - Marsum,1,Leeuwarden-Noord(23) - Marssum(22),aw,hoofdrijbaan,,031,R,#,L,HR,42.784,42.257,Waadhoeke,NN District West,RWS Noord-Nederland,519,RW31,N31,0,1,1,0,43666,42257,A31 Leeuwarden - Afsluitdijk,N31L,2022-12-01T08:38:15,,031-1040-L_001,031-1010_001,,"LINESTRING (178175.69530000165 580088.2369000018, 178096.3830000013 580089.4739999995, 177656.813000001 580094.5936000012)"
hwn_netwerkcategorieen.677,202210,600105805,B,058-0060,A58 KP De Stok - KP Zoomland v.v.,058-0060-R,KP De Stok - KP Zoomland,1,KP de Stok - Wouwse Plantage(25),asw,hoofdrijbaan,,058,R,#,R,HR,95.203,96.833,Roosendaal,ZN District West,RWS Zuid-Nederland,1625,RW58,A58,1,0,1,0,95203,98329,A58 Breda - Bergen op Zoom,A58R,2022-12-01T08:38:15,,058-0060-R_001,058-0060_001,,"LINESTRING (88266.60759999976 393241.05150000006, 88195.88749999925 393119.7714000009, 88165.7041000016 393068.372299999, 88024.78069999814 392826.4199000001, 88004.79470000044 392791.7707000002, 87965.12249999866 392722.2985999994, 87905.09010000154 392618.3940999992, 87838.41250000149 392502.27380000055, 87776.39479999989 392395.5227999985, 87684.34589999914 392239.56709999964, 87563.2452000007 392032.3597000018, 87542.92170000076 391997.90740000084, 87524.47410000116 391967.34800000116, 87513.691300001 391950.4470000006, 87502.55000000075 391933.8363999985, 87491.08060000092 391917.4506999999, 87479.35040000081 391901.24390000105, 87464.07429999858 391881.3280000016, 87451.53990000114 391865.7430999987, 87434.98919999972 391846.061999999)"
hwn_netwerkcategorieen.678,202210,600123368,B,007-0010,A7 Purmerend-Noord - KP Zaandam,007-0010-L,Purmerend-Noord - KP Zaandam (L),3,Zaanstad-'t Kalf(2) - KP Zaandam,asw,hoofdrijbaan,,007,R,c,L,AFR,7.705,7.27,Wormerland,WNN District Noord,RWS West-Nederland Noord,413,RW7,A7,0,0,1,0,7728,5322,A7 Hoorn - Zaanstad,A7L,2022-12-01T08:38:15,,007-0010-L_003,007-0010_003,,"LINESTRING (119025.5533999987 499179.40940000117, 119001.08749999851 499162.0480999984, 118925.22599999979 499109.7049999982, 118912.98809999973 499100.98270000145, 118907.50490000099 499096.8953000009, 118895.95560000092 499087.53440000117, 118888.46229999885 499080.9123999998, 118879.04989999905 499071.91849999875, 118868.72630000114 499061.1261, 118862.34329999983 499053.78449999914, 118849.93090000004 499038.57349999994, 118839.3040000014 499023.18499999866, 118826.78970000148 499002.90370000154, 118762.2648999989 498894.6664999984, 118752 498880)"
hwn_netwerkcategorieen.679,202210,354260032,C,050-0060,A50 Ewijk - Valburg (v.v.),050-0060-R,KP Ewijk - KP Valburg (R),1,KP Ewijk,asw,hoofdrijbaan,,050,R,m,R,PST,148.117,148.278,Beuningen,ON District Zuid,RWS Oost-Nederland,161,RW50,A50,1,0,1,1,147165,149014,A50 Oss - Arnhem,A50R,2022-12-01T08:38:15,,050-0060-R_001,050-0060_001,,"LINESTRING (177417.73200000077 430094.8434999995, 177447.89909999818 430138.9277999997, 177493.69000000134 430205.08199999854, 177504.37189999968 430230.1671000011)"
hwn_netwerkcategorieen.680,202210,168307107,D,012-0010,A12 Den Haag-Malieveld - KP Prins Clausplein,012-0010-R,Den Haag-Malieveld - KP Prins Clausplein,2,Voorburg(4) - KP Prinsclauspein,asw,hoofdrijbaan,,012,R,#,R,HR,5.184,5.458,Leidschendam-Voorburg,WNZ District Noord,RWS West-Nederland Zuid,275,RW12,A12,0,0,0,0,5184,5727,A12 Den Haag - Utrecht,A12R,2022-12-01T08:38:15,,012-0010-R_002,012-0010_002,,"LINESTRING (84597.57140000165 453630.0837999992, 84648.9470999986 453599.09519999847, 84700.5166000016 453568.4246000014, 84834.20809999853 453490.3940999992)"
hwn_netwerkcategorieen.681,202210,600121979,B,009-0070,N9 Huiswaarderweg - Kooimeerplein,009-0070-L,Huiswaarderweg - Kooimeerplein (L),406,verzorgingsplaats Mik,vpl,verzorgingsplaats,Mik Esso,009,R,n,L,PST,79.582,79.561,Alkmaar,WNN District Noord,RWS West-Nederland Noord,24,RW9,N9,0,0,0,0,79582,79447,N9 Den Helder - Alkmaar,N9L,2022-12-01T08:38:15,,009-0070-L_406,009-0070_406,,"LINESTRING (110518.98259999976 517715.2034999989, 110500.95100000128 517699.5179999992)"
hwn_netwerkcategorieen.682,202210,97240004,A,057-0030,N57 Port Z̩lande/Kabbelaarsbank - Scharendijke v.v.,057-0030-L,N57L2 Scharendijke - Port Z̩lande/Kabbelaarsbank (L),1,Scharendijke - Port Z̩lande/Kabbelaarsbank,aw,hoofdrijbaan,,057,R,#,L,HR,40.177,39.923,Goeree-Overflakkee,ZD District Noord,RWS Zee en Delta,267,RW57,N57,1,1,1,0,44615,39923,N57 Middelburg - Ouddorp,N57L,2022-12-01T08:38:15,,057-0030-L_001,057-0030_001,,"LINESTRING (48967.068700000644 420175.36630000174, 48969.90230000019 420173.50569999963, 48990.28770000115 420186.3220999986, 49007.069699998945 420197.2017999999, 49023.70960000157 420208.30099999905, 49035.30310000107 420216.43019999936, 49067.47619999945 420240.19370000064, 49083.0289000012 420252.77270000055, 49105.81179999933 420272.2730999999, 49135.84930000082 420298.68890000135, 49176.75 420335.6640000008)"
hwn_netwerkcategorieen.683,202210,216197004,B,058-0050,A58 KP Princeville - KP De Stok v.v.,058-0050-L,KP De Stok - KP Princeville,301,verbindingsboog KP Princeville verbindingsboog s van A58HRL toerit naar A16HRR,asw,verbindingsboog,,058,R,s,L,VBD,72.325,71.224,Breda,ZN District West,RWS Zuid-Nederland,1107,RW58,A58,0,0,0,1,72659,71031,A58 Bergen op Zoom - Breda,A58L,2022-12-01T08:38:15,,058-0050-L_301,058-0050_301,,"LINESTRING (108227.92830000073 398832.10909999907, 108250.63789999858 398846.39020000026, 108276.48290000111 398863.17639999837, 108305.5465000011 398882.67770000175, 108334.25970000029 398902.70219999924, 108358.90810000151 398920.4855000004, 108382.99029999971 398938.3759999983, 108406.78249999881 398956.65309999883, 108430.45760000125 398975.43200000003, 108449.84640000015 398991.21599999815, 108472.84290000051 399010.4820000008, 108484.25079999864 399020.22370000184, 108503.05820000172 399036.70749999955, 108553.58529999852 399083.08579999954, 108571.65069999918 399100.3995999992, 108600.27659999952 399128.33940000087, 108615.01669999957 399142.22470000014, 108622.4470999986 399148.91750000045, 108633.83260000125 399158.69299999997, 108641.61430000141 399164.99980000034, 108648.90639999881 399170.5813000016, 108657.02820000052 399176.42810000107, 108673.82440000027 399187.2879999988, 108678.10440000147 399189.8808999993, 108687.0810999982 399194.9294999987, 108700.3574000001 399201.82820000127, 108714.01900000125 399208.02270000055, 108721.81670000032 399211.2622000016, 108731.16099999845 399214.8440999985, 108745.36960000172 399219.65260000154, 108753.05409999937 399221.9609999992, 108762.74709999934 399224.52160000056, 108772.49810000136 399226.77749999985, 108787.23090000078 399229.5962000005, 108799.4151000008 399231.4259000011, 108814.33549999818 399233.0658, 108829.31569999829 399233.8817999996, 108845.3478000015 399234.0533000007, 108855.40839999914 399233.75890000165, 108870.37060000002 399232.6662000008, 108885.2703000009 399230.87629999965, 108897.11719999835 399228.9835000001, 108911.82449999824 399225.9857000001, 108924.05799999833 399222.9367999993, 108938.38179999962 399218.7241999991, 108951.18780000135 399214.3024000004, 108960.52930000052 399210.6838000007, 108974.28680000082 399204.6992999986, 108987.3748999983 399198.32459999993, 108996.22430000082 399193.5967999995, 109009.15819999948 399185.9963000007, 109017.57530000061 399180.5916999988, 109025.39029999822 399175.1655000001, 109033.43290000036 399169.2039999999, 109045.06210000068 399159.7296999991, 109048.85179999843 399156.46550000086, 109052.44079999998 399152.9554999992, 109059.34099999815 399145.9847000018, 109066.21920000017 399138.72580000013, 109077.67969999835 399126.0208999999, 109087.44079999998 399114.62319999933, 109093.78400000185 399106.8905999996, 109097.51089999825 399101.92859999835, 109106.0971999988 399089.63170000166, 109111.37269999832 399081.13589999825, 109120.0073999986 399066.2102999985, 109128.12060000002 399050.59760000184)"
hwn_netwerkcategorieen.684,202210,216197005,B,058-0050,A58 KP Princeville - KP De Stok v.v.,058-0050-L,KP De Stok - KP Princeville,301,verbindingsboog KP Princeville verbindingsboog s van A58HRL toerit naar A16HRR,asw,verbindingsboog,,058,R,s,L,VBD,72.553,72.325,Breda,ZN District West,RWS Zuid-Nederland,230,RW58,A58,0,0,0,1,72659,71031,A58 Bergen op Zoom - Breda,A58L,2022-12-01T08:38:15,,058-0050-L_301,058-0050_301,,"LINESTRING (108024.36030000076 398726.19299999997, 108033.5502000004 398730.13610000163, 108038.22839999944 398731.91629999876, 108042.7173999995 398734.1314999983, 108060.95340000093 398742.3482000008, 108079.07079999894 398750.8376000002, 108106.04870000109 398764.0273000002, 108131.84970000014 398777.2501000017, 108153.91629999876 398789.01309999824, 108180.10020000115 398803.65569999814, 108202.24680000171 398816.5329999998, 108227.92830000073 398832.10909999907)"
