FID,nwbversie,nwbwvkid,netwerkcategorie,netwerkschakelcode,netwerkschakelnaam,systeemdeelnr,systeemdeelnaam,systeemdeelpositie,vkwegvaknaam,vkwegvakwegcat,vkwegvakfunctie,vkwegvakobjectnaam,nwbwegnummer,nwbwegdeellttr,nwbhectoletter,nwbrpecode,nwbbstcode,nwbbeginkm,nwbeindkm,nwbgmenaam,nwbdistrnaam,nwbdienstnaam,nwbwvklengte,nwbwegnraw,nwbwegnrhmp,vkwegvakeersteinstdl,vkwegvaklaatsteinstdl,vkwegvakmaatgevendint,vkwegvakknooppunt,vkwegvakhmbegin,vkwegvakhmeind,vildtrajectnaam,weg,last_update,se_anno_cad_data,verkeerskundigwegvakcode,kleurcodeverkeerskundigwegvak,gdb_geomattr_data,shape
hwn_netwerkcategorieen.119,202210,600120371,C,004-0030,A4 KP Burgerveen - KP De Hoek,004-0030-R,KP De Hoek - KP Burgerveen (R),401,verzorgingsplaats Den Ruygen Hoek,vpl,verzorgingsplaats,Den Ruygen Hoek (BP),004,R,m,R,PKB,14.644,14.755,Haarlemmermeer,WNN District Zuid,RWS West-Nederland Noord,116,RW4,A4,0,0,0,0,14560,15326,A4 Amsterdam - Den Haag,A4R,2022-12-01T08:38:13,,004-0030-R_401,004-0030_401,,"LINESTRING (107375.02400000021 475192.0240000002, 107342 475159, 107338 475155, 107311 475126, 107299 475116, 107292 475112)"
hwn_netwerkcategorieen.120,202210,288369046,B,006-0020,A6 Hollandse Brug - Almere Buiten-West v.v.,006-0020-R-par,parallelbaan Beheergrens WNN/MN - Almere Stad,105,parallelbaan Almere-Stedenwijk(3) - Almere-Haven(4),asw,parallelbaan,,006,R,b,R,OPR,51.705,51.935,Almere,MN District Noord,RWS Midden-Nederland,231,RW6,A6,0,0,0,0,49235,52074,A6 Muiden - Lelystad,A6R,2022-12-01T08:38:13,,006-0020-R-par_105,006-0020_105,,"LINESTRING (144429.58799999952 484989.8139999993, 144460.45800000057 484981.4770000018, 144484.25200000033 484975.0780000016, 144510.66099999845 484970.30099999905, 144537.56500000134 484965.5689999983, 144576.5009999983 484963.9470000006, 144601.19700000063 484962.9549999982, 144632.3049999997 484960.25, 144657.19099999964 484958.8916000016)"
hwn_netwerkcategorieen.121,202210,600128735,C,015-0060,A15 KP Gorinchem - KP Deil,015-0060-L,KP Deil - KP Gorinchem,403,verzorgingsplaats Eigen Blokweg,vpl,verzorgingsplaats,Eigen Blokweg(Tango),015,R,q,L,PKB,112.594,112.572,West Betuwe,WNZ District Zuid,RWS West-Nederland Zuid,34,RW15,A15,0,0,0,0,113077,112021,A15 Nijmegen - Gorinchem,A15L,2022-12-01T08:38:13,,015-0060-L_403,015-0060_403,,"LINESTRING (141490.05000000075 428944.8599999994, 141464.46200000122 428923.0370000005)"
hwn_netwerkcategorieen.122,202210,282312029,C,028-0010,A28 KP Rijnsweerd - KP Hoevelaken v.v.,028-0005-R,Waterlinieweg - Einde parallel KP Rijnsweerd,102,parallelbaan KP Rijnweerd - einde parallebaan Utrecht-Science park(2),asw,parallelbaan,,028,R,b,R,PST,2.658,2.726,Utrecht,MN District Zuid,RWS Midden-Nederland,77,RW28,A28,0,0,0,0,1695,3527,A28 Utrecht - Amersfoort,A28R,2022-12-01T08:38:13,,028-0005-R_102,028-0010_102,,"LINESTRING (141174.25499999896 456005.3420000002, 141207.81799999997 456006.563000001, 141251.12299999967 456006.2307999991)"
hwn_netwerkcategorieen.123,202210,600474701,C,029-0010,A29 Vaanplein - Oud-Beijerland N217,029-0010-R,Vaanplein - Oud-Beijerland N217,2,KP Vaanplein - Barendrecht(20),asw,hoofdrijbaan,,029,R,b,R,OPR,11.864,11.902,Barendrecht,WNZ District Zuid,RWS West-Nederland Zuid,34,RW29,A29,0,0,1,0,11228,12440,A29 Rotterdam - Sabina,A29R,2022-12-01T08:38:13,,029-0010-R_002,029-0010_002,,"LINESTRING (94808.625 428770.2470000014, 94813.05689999834 428803.6141999997)"
hwn_netwerkcategorieen.124,202210,383295047,C,050-0083,A50 Waterberg - Hoenderloo (v.v.),050-0083-L,Hoenderloo - KP Waterberg (L),1,KP Waterberg,asw,hoofdrijbaan,,050,R,w,L,PST,181.96,181.822,Arnhem,ON District Zuid,RWS Oost-Nederland,138,RW50,A50,0,1,0,1,183132,181620,A50 Apeldoorn - Arnhem,A50L,2022-12-01T08:38:13,,050-0083-L_001,050-0083_001,,"LINESTRING (191727.9814000018 447643.3297000006, 191732.49929999933 447643.1807000004, 191737.48600000143 447642.63489999995, 191747.37840000167 447641.1224000007, 191757.22019999847 447639.3471000008, 191824.98530000076 447625.4574000016, 191848.47129999846 447620.39130000025, 191863.7798999995 447620.6625000015)"
hwn_netwerkcategorieen.125,202210,351367009,B,028-0053,A28 Nijkerk - KP Hattemerbroek (v.v.),028-0053-R,Ermelo Harderwijk - Epe (R),2,Harderwijk/Lelystad(13) - Elspeet(14),asw,hoofdrijbaan,,028,R,#,R,HR,56.438,56.892,Harderwijk,ON District Noord,RWS Oost-Nederland,458,RW28,A28,0,0,0,0,53463,63658,A28 Amersfoort - Zwolle,A28R,2022-12-01T08:38:13,,028-0053-R_002,028-0053_002,,"LINESTRING (175736.6585999988 483867.4419, 175981.86290000007 483877.86520000175, 176041.80150000006 483880.61389999837, 176099.9156000018 483883.86670000106, 176129.71020000055 483885.85229999945, 176149.6625000015 483887.33889999986, 176194.3660000004 483891.28929999843)"
hwn_netwerkcategorieen.126,202210,600105804,B,058-0060,A58 KP De Stok - KP Zoomland v.v.,058-0060-R,KP De Stok - KP Zoomland,1,KP de Stok - Wouwse Plantage(25),asw,hoofdrijbaan,,058,R,#,R,HR,96.833,97.188,Roosendaal,ZN District West,RWS Zuid-Nederland,351,RW58,A58,1,0,1,0,95203,98329,A58 Breda - Bergen op Zoom,A58R,2022-12-01T08:38:13,,058-0060-R_001,058-0060_001,,"LINESTRING (87434.98919999972 391846.061999999, 87421.77340000123 391831.0505999997, 87411.00499999896 391819.247299999, 87397.27430000156 391804.6922999993, 87389.90740000084 391797.1270000003, 87375.65540000051 391782.99549999833, 87361.20540000126 391769.16690000147, 87340.00820000097 391749.8819999993, 87324.809799999 391736.8333999999, 87309.38769999892 391724.0914000012, 87286.6699000001 391706.0716000013, 87262.98640000075 391688.62110000104, 87246.59560000151 391677.14189999923, 87228.61939999834 391665.0439000018, 87211.76799999923 391654.1607000008, 87194.68569999933 391643.75609999895, 87174.91090000048 391632.2355000004, 87163.45569999889 391625.805399999)"
hwn_netwerkcategorieen.127,202210,189261072,C,029-0010,A29 Vaanplein - Oud-Beijerland N217,029-0010-R,Vaanplein - Oud-Beijerland N217,1,KP Vaanplein,asw,hoofdrijbaan,,029,R,#,R,HR,10.513,11.23,Barendrecht,WNZ District Zuid,RWS West-Nederland Zuid,676,RW29,A29,1,0,0,1,9829,11228,A29 Rotterdam - Sabina,A29R,2022-12-01T08:38:13,,029-0010-R_001,029-0010_001,,"LINESTRING (94896.0709999986 430868.4129999988, 94893.7146999985 430840.96279999986, 94893.6475000009 430833.2930999994, 94894.06190000102 430813.27639999986, 94894.5912999995 430805.6581999995, 94895.98930000141 430791.2479999997, 94898.9283999987 430771.4371000007, 94901.69249999896 430757.5417000018, 94907.54549999908 430734.86080000177, 94913.52219999954 430715.7897000015, 94922.37649999931 430691.2226999998, 94934.58920000121 430659.4582000002, 94941.58940000087 430640.7197000012, 94950.4924999997 430614.39770000055, 94956.1801000014 430595.2223000005, 94958.38470000029 430586.4167999998, 94962.70699999854 430566.89189999923, 94964.94640000165 430555.1895999983, 94967.92480000108 430535.4153999984, 94969.03819999844 430526.36730000004, 94971.12519999966 430504.5454999991, 94973.0225000009 430478.4043999985, 94975.24320000038 430439.01249999925, 94978.55680000037 430376.7463000007, 94981.48119999841 430316.8189999983, 94983.32510000095 430272.7076999992, 94985.316300001 430215.93560000136, 94989.50970000029 430204.95699999854)"
hwn_netwerkcategorieen.128,202210,189262033,C,029-0010,A29 Vaanplein - Oud-Beijerland N217,029-0010-R,Vaanplein - Oud-Beijerland N217,1,KP Vaanplein,asw,hoofdrijbaan,,029,R,v,R,PST,10.955,11.028,Barendrecht,WNZ District Zuid,RWS West-Nederland Zuid,73,RW29,A29,1,0,0,1,9829,11228,A29 Rotterdam - Sabina,A29R,2022-12-01T08:38:13,,029-0010-R_001,029-0010_001,,"LINESTRING (94929.32620000094 431089.6420000009, 94934.31909999996 431089.9197999984, 94948.0738000013 431089.8033000007, 94963.04949999973 431088.8957000002, 94985.40659999847 431086.96990000084, 95002.05950000137 431089.21559999883)"
hwn_netwerkcategorieen.227,202210,600953646,A,002-0225,A2 Maastricht-Centrum-Zuid - Belgische grens v.v.,002-0225-L,Belgische grens - A2 Maastricht-Centrum-Zuid,4,Eijsden(58) - Oost Maarland(57),asw,hoofdrijbaan,,002,R,d,L,OPR,267.752,267.741,Eijsden-Margraten,ZN District Zuid-Oost,RWS Zuid-Nederland,11,RW2,A2,0,0,0,0,270528,267477,A2 Luik - Maastricht,A2L,2022-12-01T08:38:13,,002-0225-L_004,002-0225_004,,"LINESTRING (179093 311420, 179082.8284999989 311423.58689999953)"
hwn_netwerkcategorieen.129,202210,415465007,A,032-0010,A32 KP Lankhorst - Beheersgrens ON-NN (v.v.),032-0020-L,Beheergrens Oost Nederland - Havelterberg (L),1,Steenwijk(6) - Havelterberg / Steenwijk-Zuid(5),asw,hoofdrijbaan,,032,R,#,L,HR,19.219,18.645,Steenwijkerland,ON District Noord,RWS Oost-Nederland,574,RW32,A32,0,1,1,0,23556,18644,A32 Heerenveen - Meppel,A32L,2022-12-01T08:38:13,,032-0020-L_001,032-0010_001,,"LINESTRING (207718.80559999868 532715.2745000012, 207772.55810000002 532628.8189999983, 207831.0705000013 532533.995099999, 207862.2489 532482.7309999987, 207882.77010000125 532448.3960000016, 207923.23939999938 532379.3817000017, 207954.8115000017 532324.3203000017, 207985.45230000094 532269.3414999992, 208011.66189999878 532221.3537999988)"
hwn_netwerkcategorieen.130,202210,263498003,A,007-0040,A7 Den Oever - Hoorn-Noord,007-0040-R,Hoorn-Noord - Den Oever (R),6,Wieringerwerf(13) - Den Oever(14) (beheergrens WNN/MN),asw,hoofdrijbaan,,007,R,b,R,PST,64.237,64.374,Hollands Kroon,WNN District Noord,RWS West-Nederland Noord,124,RW7,A7,0,1,0,0,53678,64551,A7 Hoorn - Den Oever,A7R,2022-12-01T08:38:13,,007-0040-R_006,007-0040_006,,"LINESTRING (131500.9990000017 549435.1963, 131505.11809999868 549441.9277000017, 131510.54940000176 549450.3260000013, 131519.0324999988 549462.7010000013, 131530.78379999846 549478.8849, 131547.65430000052 549501.1361999996, 131569.933699999 549537.8040000014)"
hwn_netwerkcategorieen.131,202210,600113471,D,015-0030,A15 KP Benelux - KP Ridderkerk-Noord,038-0010-L,KP Ridderkerk-Noord - Ridderkerk R'damseweg,301,verbindingsboog KP Ridderkerk-Noord verbindingsweg w van A15R naar A16L par,asw,verbindingsboog,,038,R,w,L,VBI,20.146,20.049,Ridderkerk,WNZ District Zuid,RWS West-Nederland Zuid,97,RW38,A38,0,0,0,1,20980,19930,A15 Gorinchem - Rotterdam Maasvlakte,A38L,2022-12-01T08:38:13,,038-0010-L_301,015-0030_301,,"LINESTRING (98653.90879999846 432410.8504000008, 98644.6939000003 432433.7514999993, 98639.55600000173 432447.8524999991, 98636.31819999963 432457.3284999989, 98630.49799999967 432475.5524000004, 98626.37759999931 432490.1724999994, 98623.1939000003 432502.4362999983)"
hwn_netwerkcategorieen.132,202210,600137658,D,050-0010,A50 KP Ekkersweijer - KP Ekkersrijt v.v.,050-0010-L,KP Ekkersrijt - KP Ekkersweijer,302,verbindingsboog KP Ekkersweijer verbindingsboog s A50HRL naar A2HRL,asw,verbindingsboog,,050,R,s,L,PST,95.11,95.094,Eindhoven,ZN District Midden,RWS Zuid-Nederland,16,RW50,A50,0,0,0,1,95100,93800,A50 Oss - Eindhoven,A50L,2022-12-01T08:38:13,,050-0010-L_302,050-0010_302,,"LINESTRING (158794.1031000018 389410.0976999998, 158778.4941000007 389410.123399999)"
hwn_netwerkcategorieen.133,202210,600143472,A,032-1020,A32 KP Heerenveen - KP Werpsterhoek v.v.,032-1030-R,Wirdum - KP Werpsterhoek,2,KP Werpsterhoek,aw,hoofdrijbaan,,032,R,r,R,PST,71.114,71.217,Leeuwarden,NN District West,RWS Noord-Nederland,103,RW32,N32,0,1,0,1,70263,71585,A32 Heervenveen - Leeuwarden,N32R,2022-12-01T08:38:13,,032-1030-R_002,032-1020_002,,"LINESTRING (182339.18829999864 574806.250599999, 182385.8625999987 574824.2135000005, 182399.91360000148 574829.4642000012, 182414.13390000165 574834.5518000014, 182435.42110000178 574843.6530999988)"
hwn_netwerkcategorieen.134,202210,600151332,A,033-1010,N33 KP Assen - KP Zuidbroek v.v.,033-1010-L,Gieten - KP Assen,1,KP Assen,aw,hoofdrijbaan,,033,R,d,L,PST,5.987,5.875,Assen,NN District Oost,RWS Noord-Nederland,112,RW33,N33,0,1,1,1,6991,4986,N33 Zuidbroek - Assen,N33L,2022-12-01T08:38:13,,033-1010-L_001,033-1010_001,,"LINESTRING (232758.5987999998 554597.7329000011, 232739.14130000025 554603.4175999984, 232729.56810000166 554606.3836000003, 232720.08150000125 554609.575100001, 232710.68180000037 554612.9926000014, 232701.38280000165 554616.6719000004, 232687.56069999933 554622.5199999996, 232665.54039999843 554632.5548, 232653.00250000134 554634.5980999991)"
hwn_netwerkcategorieen.135,202210,315160029,D,002-0110,A2 KP Ekkersweijer - KP Batadorp- KP De Hogt v.v.,002-0330-R-par,parallelbaan KP Batadorp/Eindhoven C - KP De Hogt,107,parallelbaan N2 Par M VeldhovenZuid(32) - KP De Hogt,asw,parallelbaan,,002,R,m,R,VBR,164.438,164.719,Eindhoven,ZN District Midden,RWS Zuid-Nederland,278,RW2,N2,0,1,0,0,164120,164718,A2 s-Hertogenbosch - Eindhoven,A2R,2022-12-01T08:38:13,,002-0330-R-par_107,002-0110_107,,"LINESTRING (157947.09640000015 380250.5115999989, 157949.9824000001 380226.33619999886, 157953.2338999994 380196.48530000076, 157956.29250000045 380163.83509999886, 157958.80139999837 380134.01630000025, 157960.96290000156 380104.0738000013, 157964.9642000012 380040.9096999988, 157966.7514999993 380010.9604000002, 157968.68919999897 379973.3847000003)"
hwn_netwerkcategorieen.136,202210,600107642,C,004-0085,A4 Wippolderlaan (N211) - Kruishuisweg N470,004-0085-L,Kruithuisweg N470 - Wippolderlaan (N211),2,Delft(14) - Den Hoorn(13),asw,hoofdrijbaan,,004,R,#,L,HR,57.48,56.767,Midden-Delfland,WNZ District Noord,RWS West-Nederland Zuid,713,RW4,A4,1,0,0,0,57480,55578,A4 Rotterdam - Den Haag,A4L,2022-12-01T08:38:13,,004-0085-L_002,004-0085_002,,"LINESTRING (82671.03029999882 443784.7503999993, 82607.80460000038 443900.05849999934, 82544.57990000024 444015.8588999994, 82522.35350000113 444060.52749999985, 82470.08590000123 444156.73000000045, 82413.747299999 444262.6842, 82385.27760000154 444315.49969999865, 82332.65269999951 444412.11620000005)"
hwn_netwerkcategorieen.137,202210,396283007,B,012-0146,A12 Duiven - Grens Duitsland (v.v.),012-0144-R,Duiven - KP Oud Dijk,1,Duiven(28) - Zevenaar(29),asw,hoofdrijbaan,,012,R,#,R,HR,137.514,138.46,Duiven,ON District Zuid,RWS Oost-Nederland,971,RW12,A12,1,0,1,0,137516,142141,A12 Arnhem - Oberhausen,A12R,2022-12-01T08:38:13,,012-0144-R_001,012-0146_001,,"LINESTRING (198261.46400000155 441749.5230999999, 198300.85909999907 441737.0832999982, 198668.94000000134 441582.1887000017, 198846.2479000017 441507.24010000005, 199157.37920000032 441376.34600000083)"
hwn_netwerkcategorieen.138,202210,315166146,D,002-0110,A2 KP Ekkersweijer - KP Batadorp- KP De Hogt v.v.,002-0330-R-par,parallelbaan KP Batadorp/Eindhoven C - KP De Hogt,104,parallelbaan Eindhoven-Centrum/Strijp(30) - Meerhoven-Zuid(30a),asw,parallelbaan,,002,R,b,R,OPR,161.273,161.522,Eindhoven,ZN District Midden,RWS Zuid-Nederland,257,RW2,N2,0,0,0,0,159737,161583,A2 s-Hertogenbosch - Eindhoven,A2R,2022-12-01T08:38:13,,002-0330-R-par_104,002-0110_104,,"LINESTRING (157571.20899999887 383144.7349999994, 157574.74049999937 383156.4211000018, 157571.10570000112 383172.8242999986, 157567.61169999838 383188.7672000006, 157566.8579000011 383193.71510000154, 157566.21290000156 383199.8513999991, 157566.03880000114 383204.85550000146, 157566.39770000055 383210.92969999835, 157567.20569999889 383215.71770000085, 157569.02439999953 383221.9004999995, 157570.90049999952 383226.5148999989, 157574.11459999904 383232.32449999824, 157577.0476000011 383236.3537000008, 157581.28860000148 383240.8535999991, 157585.02600000054 383243.84849999845, 157590.5967000015 383247.19590000063, 157595.00769999996 383249.2324000001, 157601.30209999904 383251.46449999884, 157606.14180000126 383252.5278000012, 157612.94040000066 383253.1165000014, 157617.8302000016 383252.8909999989, 157624.7025000006 383251.72520000115, 157629.49430000037 383250.2619000003, 157636.62539999932 383247.05790000036, 157640.94060000032 383244.4653000012, 157646.4763999991 383239.8436000012, 157649.92590000108 383236.1559000015, 157654.45120000094 383229.8817999996, 157656.8264000006 383225.4343999997, 157659.57429999858 383218.1660999991, 157660.78970000148 383213.306499999, 157662.03180000186 383204.8306999989, 157662.36279999837 383199.8381000012, 157662.45320000127 383194.82759999856, 157662.32119999826 383160.44949999824)"
hwn_netwerkcategorieen.139,202210,358021005,A,002-0225,A2 Maastricht-Centrum-Zuid - Belgische grens v.v.,002-0225-R,A2 Maastricht-Centrum-Zuid - Belgische grens,4,Oost Maarland(57) - Eijsden(58),asw,hoofdrijbaan,,002,R,#,R,HR,268.109,268.852,Eijsden-Margraten,ZN District Zuid-Oost,RWS Zuid-Nederland,742,RW2,A2,0,0,0,0,267425,270311,A2 Maastricht - Luik,A2R,2022-12-01T08:38:13,,002-0225-R_004,002-0225_004,,"LINESTRING (179035.0106999986 310967.8856000006, 179048.3625999987 310916.39389999956, 179062.876600001 310858.1693999991, 179072.34800000116 310817.79250000045, 179081.0810999982 310778.76199999824, 179085.2932999991 310759.2105999999, 179095.21440000087 310710.72129999846, 179103.96460000053 310664.6160000004, 179110.84640000015 310625.21189999953, 179115.27050000057 310597.62519999966, 179118.25569999963 310577.8487999998, 179124.04670000076 310535.70160000026, 179126.5300000012 310515.8563000001, 179129.1259999983 310493.2842999995, 179131.17799999937 310473.3916000016, 179133.01630000025 310453.4759999998, 179134.71319999918 310433.5480999984, 179136.55959999934 310408.5623999983, 179138.86560000107 310368.6229999997, 179140.0892000012 310338.2212000005, 179140.57679999992 310318.20650000125, 179140.86389999837 310298.2069000006, 179140.99120000005 310258.20699999854, 179140.70479999855 310236.28830000013)"
hwn_netwerkcategorieen.140,202210,600399376,B,028-0030,A28 KP Hoevelaken - Vathorst v.v.,028-0030-R,KP Hoevelaken - Vathorst beheersgrens ON/MN,1,KP Hoevelaken - beheergrens MN/ON Amersfoort-Vasthorst(8a),asw,hoofdrijbaan,,028,R,b,R,OPR,31.21,31.572,Nijkerk,MN District Zuid,RWS Midden-Nederland,367,RW28,A28,1,1,1,0,28644,31703,A28 Amersfoort - Zwolle,A28R,2022-12-01T08:38:13,,028-0030-R_001,028-0030_001,,"LINESTRING (158989.75250000134 469076.1096000001, 158985.9963000007 469060.54949999973, 158970.4974000007 469018.21169999987, 158967.78339999914 469010.9626000002, 158964.05750000104 469001.6840999983, 158959.88980000094 468992.59270000085, 158955.46339999884 468984.51839999855, 158952.72850000113 468980.3231000006, 158949.69909999892 468976.3443999998, 158946.56329999864 468972.64939999953, 158943.06689999998 468969.0443000011, 158936.9422999993 468963.8495000005, 158932.8326999992 468960.9734000005, 158925.30730000138 468956.7646000013, 158920.69669999927 468954.76469999924, 158915.96620000154 468953.1352000013, 158907.83639999852 468951.2063000016, 158902.84230000153 468950.5166000016, 158897.85429999977 468950.1444000006, 158890.82869999856 468950.3115000017, 158885.81870000064 468950.87469999865, 158880.91149999946 468951.8355999999, 158872.69629999995 468954.26099999994, 158868.08989999816 468956.126600001, 158863.59809999913 468958.3269000016, 158856.66429999843 468962.7030000016, 158852.68809999898 468965.7001999989, 158848.93719999865 468969.01399999857, 158845.4486999996 468972.5991999991, 158841.86129999906 468976.9433999993, 158838.99940000102 468981.0128000006, 158836.40850000083 468985.2932000011, 158833.46139999852 468991.247299999, 158831.65069999918 468995.92240000144, 158830.21649999917 469000.7131000012, 158829.12249999866 469005.5229000002, 158828.34279999882 469010.45490000024, 158827.7991000004 469015.42610000074, 158827.24819999933 469023.1314999983, 158826.96130000055 469033.13699999824, 158827.00439999998 469038.1369000003, 158827.5091000013 469047.79569999874, 158827.94579999894 469052.77430000156, 158829.21180000156 469062.6937999986, 158830.2184999995 469068.7135999985, 158831.20289999992 469073.6127000004, 158833.50310000032 469083.34519999847, 158835.99300000072 469091.99749999866, 158839.25519999862 469101.4444999993, 158841.30490000173 469106.74870000035)"
hwn_netwerkcategorieen.141,202210,305338004,C,001-0040,A1 KP Eemnes -  KP Hoevelaken v.v,001-0040-R,KP Eemnes - Bunschoten,3,Eembrugge (11) - Bunschoten/Amersfoort-West(12),asw,hoofdrijbaan,,001,R,#,R,HR,38.639,39.418,Amersfoort,MN District Zuid,RWS Midden-Nederland,776,RW1,A1,0,1,0,0,33780,39409,A1 Amsterdam - Amersfoort,A1R,2022-12-01T08:38:13,,001-0040-R_003,001-0040_003,,"LINESTRING (153356.7291000001 468929.3944000006, 153396.1264999993 468922.38969999924, 153435.5810999982 468915.758200001, 153494.68349999934 468905.3894999996, 153960.34540000185 468819.4569000006, 154038.9096999988 468804.33689999953, 154078.1163999997 468796.4032999985, 154119.30249999836 468787.6328999996)"
hwn_netwerkcategorieen.142,202210,349559027,A,031-1010,A31 KP Zurich - KP Werpsterhoek v.v.,031-1030-R,Harlingen-Havens - Marsum,403,verzorgingsplaats De Mieden,vpl,verzorgingsplaats,De Mieden,031,R,m,R,PKB,32.767,32.814,Waadhoeke,NN District West,RWS Noord-Nederland,48,RW31,A31,0,0,0,0,32655,33138,A31 Afsluitdijk - Leeuwarden,A31R,2022-12-01T08:38:13,,031-1030-R_403,031-1010_403,,"LINESTRING (174643.51110000163 579738.2190999985, 174645.252700001 579738.3247000016, 174646.8553000018 579738.2943999991, 174648.40469999984 579738.2280000001, 174658.4985000007 579737.560899999, 174685.45369999856 579735.4078000002, 174691 579736)"
hwn_netwerkcategorieen.143,202210,600953536,C,002-0133,A2 KP Leenderheide - KP Het Vonderen v.v.,002-0133-L,KP Het Vonderen - KP Leenderheide,1,Valkenswaard(34) - KP Leenderheide,asw,hoofdrijbaan,,002,R,d,L,OPR,176.603,176.587,Heeze-Leende,ZN District Midden,RWS Zuid-Nederland,16,RW2,A2,0,1,1,0,177022,170566,A2 Maastricht - Eindhoven,A2L,2022-12-01T08:38:13,,002-0133-L_001,002-0133_001,,"LINESTRING (165863.61800000072 373423.03400000185, 165857.26729999855 373426.5883000009, 165852.7052000016 373430.19139999896, 165851.10680000111 373432.4748999998)"
hwn_netwerkcategorieen.144,202210,600952361,C,020-0020,A20 Maassluis - KP Kethelplein,020-0020-L,KP Kethelplein - Maassluis,1,Vlaardingen-West(8) - Maassluis(7),asw,hoofdrijbaan,,020,R,d,L,OPR,20.975,20.959,Vlaardingen,WNZ District Noord,RWS West-Nederland Zuid,16,RW20,A20,0,1,0,0,21363,17196,A20 Gouda - Hoek van Holland,A20L,2022-12-01T08:38:13,,020-0020-L_001,020-0020_001,,"LINESTRING (82282 437179, 82268.63390000165 437170.60020000115)"
hwn_netwerkcategorieen.145,202210,600455733,B,059-0120,A59 KP Hintham - KP Paalgraven v.v.,059-0120-L,KP Paalgraven - KP Hintham,8,KP Paalgraven / Oss-Oost(53),asw,hoofdrijbaan,,059,R,c,L,AFR,156.771,156.285,Oss,ZN District Midden,RWS Zuid-Nederland,435,RW59,A59,1,0,0,1,157510,156267,A59 Oss - s-Hertogenbosch,A59L,2022-12-01T08:38:13,,059-0120-L_008,059-0120_008,,"LINESTRING (168134.47830000147 416474.75979999825, 168133.5086000003 416473.685800001, 168133.08179999888 416473.18290000036, 168132.74269999936 416472.7831999995, 168132.6812000014 416472.7157000005, 168129.0064000003 416468.68090000004, 168126.00580000132 416465.38650000095, 168122.0839000009 416461.37049999833, 168117.70329999924 416456.8847000003, 168110.46059999987 416449.99159999937, 168099.22830000147 416440.0491999984, 168085.74159999937 416429.1314999983, 168076.0388999991 416422.0918999985, 168070.5289000012 416418.3423999995, 168067.76900000125 416416.4642999992, 168059.33430000022 416411.08850000054, 168055.45820000023 416408.8216000013, 168047.80829999968 416404.34760000184, 168034.57499999925 416397.2721000016, 168025.7782999985 416393.04989999905, 168016.6420999989 416388.9743000008, 168015.89240000024 416388.66490000114, 168007.39779999852 416385.15900000185, 167995.91800000146 416380.8773000017, 167986.32919999957 416377.7875000015, 167981.63960000128 416376.27629999816, 167972.92639999837 416373.80359999835, 167963.24210000038 416371.2943999991, 167951.996199999 416368.83139999956, 167947.08190000057 416367.91000000015, 167940.48600000143 416366.76960000023, 167937.22700000182 416366.2061999999, 167928.22700000182 416364.93189999834, 167927.22949999943 416364.80900000036, 167900.7188999988 416361.5434000008, 167885.18789999932 416359.83669999987, 167845.5960999988 416355.48580000177, 167831.87429999933 416353.9778999984, 167806.37629999965 416351.1757999994, 167743.43140000105 416344.2586000003, 167732.96429999918 416343.2322999984)"
hwn_netwerkcategorieen.146,202210,370335006,C,001-0070,A1 KP Barneveld - Hoendrlo (v.v.),001-0075-R,Kootwijk - Hoenderloo (R),401,verzorgingsplaats Lucasgat,vpl,verzorgingsplaats,Lucasgat,001,R,m,R,PST,73.492,73.597,Apeldoorn,ON District Noord,RWS Oost-Nederland,102,RW1,A1,0,0,0,0,73492,74134,A1 Amersfoort - Apeldoorn,A1R,2022-12-01T08:38:13,,001-0075-R_401,001-0070_401,,"LINESTRING (185425.48440000042 467830.2197000012, 185485.22899999842 467748.0370000005)"
hwn_netwerkcategorieen.147,202210,159167026,B,004-0150,A4 KP Zoomland - KP Markiezaat v.v.,004-0150-L,KP Markiezaat - KP Zoomland,4,Hoogerheide(30) - Bergen op Zoom-Zuid(29),asw,hoofdrijbaan,,004,R,c,L,PST,241.611,241.462,Woensdrecht,ZN District West,RWS Zuid-Nederland,151,RW4,A4,0,0,0,0,241611,236672,A4 Antwerpen - KP Sabina,A4L,2022-12-01T08:38:13,,004-0150-L_004,004-0150_004,,"LINESTRING (79717.14059999958 383795.82990000024, 79735.83769999817 383799.9620999992, 79849.49969999865 383866.27800000086)"
hwn_netwerkcategorieen.148,202210,128217018,A,059-0040,N59 Bruinisse Westkop - Philipsdam (N257) v.v.,059-0040-R,N59R3 Bruinisse Westkop - Philipsdam (N257) (R),1,Bruinisse-Westkop - Bruinisse-Grevelingensluis,aw,hoofdrijbaan,,059,R,#,R,NRB,26.409,26.421,Schouwen-Duiveland,ZD District Noord,RWS Zee en Delta,19,RW59,N59,1,0,1,0,26409,27837,N59 Zierikzee - Hellegatsplein,N59R,2022-12-01T08:38:13,,059-0040-R_001,059-0040_001,,"LINESTRING (64357.69000000134 408648.86199999973, 64363.199000000954 408650.90199999884, 64366.81700000167 408654.1979999989, 64369.90700000152 408659.39400000125, 64370.95100000128 408661.7250000015)"
