OBJECTID,KVDKRHOO,KVDBREED,KVDLENGT,XXXMATER,KWKDATUM,OSMOMSCH,IWS_LEGGERSTATUS,KVDIDENT,OBJECTID_1,KVDIDENT_1,ONDERHOUDSPLICHTIGE_1,ONDERHOUDSVERPLICHTING_1,ONDERHOUDSPLICHTIGE_2,ONDERHOUDSVERPLICHTING_2,Shape__Length
678,,,,,2011,Vaste dam,1,V344,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.45601956135605
679,,,,,2011,Vaste dam,1,V345,,,Aangeland,Gewoon en buitengewoon en constructie,,,10.0228597881776
680,,,,,2011,Vaste dam,1,V346,,,Aangeland,Gewoon en buitengewoon en constructie,,,9.90276405658994
681,,,,,2011,Vaste dam,1,V347,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.34825286697912
682,,,,,2011,Vaste dam,1,V348,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.63759960948917
683,,,,,2011,Vaste dam,1,V349,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.93661780139764
684,,,,,2011,Vaste dam,1,V350,,,Aangeland,Gewoon en buitengewoon en constructie,,,9.47231129585425
685,,,,,2011,Vaste dam,1,V351,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.14508320304691
686,,,,,2011,Vaste dam,1,V352,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.58983297408034
687,,,,,2011,Vaste dam,1,V353,,,Aangeland,Gewoon en buitengewoon en constructie,,,12.3208886062295
688,,,,,2011,Vaste dam,1,V355,,,Aangeland,Gewoon en buitengewoon en constructie,,,9.26536373979732
689,,,,,2009,Vaste dam ,1,V356,,,Houder vergunning,Gewoon en buitengewoon en constructie,,,6.24592259204868
690,,,,,,Vaste dam,1,V360,,,Aangeland,Gewoon en buitengewoon en constructie,,,12.4534670038814
691,,,,,1980,Vaste dam,1,V357,,,Aangeland,Gewoon en buitengewoon en constructie,,,9.70115117721451
692,,,,,1980,Vaste dam,1,V358,,,Aangeland,Gewoon en buitengewoon en constructie,,,13.7258076706945
693,,,,,2012,Vaste dam,1,V359,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.09049893399963
694,,,,,,Vaste dam,1,V361,,,Aangeland,Gewoon en buitengewoon en constructie,,,10.8021761802852
695,,,,,,Vaste dam,1,V362,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.11769996476309
696,,,,,,Vaste dam,1,V363,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.14463051777979
697,,,,,,Vaste dam,1,V364,,,Aangeland,Gewoon en buitengewoon en constructie,,,9.52211347338076
698,,,,,,Vaste dam,1,V365,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.94382222187382
699,,,,,,Vaste dam,1,V367,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.90974570307546
700,,,,,,Vaste dam,1,V369,,,Aangeland,Gewoon en buitengewoon en constructie,,,9.53350803086579
701,,,,,,Vaste dam,1,V370,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.05678520487403
702,,,,,,Vaste dam,1,V371,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.63614780881481
703,,,,,2011,Vaste dam ,1,V373,,,Waterschap,Gewoon en buitengewoon en constructie,,,2.32895649198657
704,,4,9.5,99,,Vaste dam,1,V374,,,Aangeland,Gewoon en buitengewoon en constructie,,,9.5587331700659
705,,5,9.5,99,,Vaste dam,1,V375,,,Aangeland,Gewoon en buitengewoon en constructie,,,9.151503401979
706,,4,10,36,,Vaste dam,1,V376,,,Aangeland,Gewoon en buitengewoon en constructie,,,12.2579930261395
707,,,,,2013,Vaste dam,1,V377,,,Houder vergunning,Gewoon en buitengewoon en constructie,,,29.0022863915177
708,,,,,,Vaste dam,1,V379,,,Aangeland,Gewoon en buitengewoon en constructie,,,9.21814842360796
709,,3.6,6.6,36,2014,Vaste dam,1,V380,,,Waterschap,Gewoon en buitengewoon en constructie,,,6.70206475058763
710,,4,9,36,2014,Vaste dam,1,V384,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.12218595857295
711,,5,7.75,36,,Vaste dam,1,V402,,,Aangeland,Gewoon en buitengewoon en constructie,,,9.55243622883193
712,,3.2,6.5,99,,Vaste dam,1,V381,,,Waterschap,Gewoon en buitengewoon en constructie,,,6.97981370851028
713,,5,10,36,,Vaste dam,1,V386,,,Aangeland,Gewoon en buitengewoon en constructie,,,12.7881742234885
714,,5,10,36,,Vaste dam,1,V387,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.80883738524184
715,,5,9,,,Vaste dam,1,V388,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.84845333949207
716,,8,7,36,2014,Vaste dam,1,V389,,,Aangeland,Gewoon en buitengewoon en constructie,,,13.9068191446344
717,,8,4,36,2014,Vaste dam,1,V391,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.61314210873565
718,,8,7.5,36,2014,Vaste dam,1,V392,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.31927689208593
719,,,,,2015,Vaste dam ,1,V403,,,Houder vergunning,Gewoon en buitengewoon en constructie,,,9.36193850992627
720,,,,,,Vaste dam,1,VR.5.18-PKD12,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.98977875241103
721,,,,,,Vaste dam,1,VR.5.8-PKD22,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.99021843174542
722,,,,,,Vaste dam,1,VR.00-PKD212,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.99004609195294
723,,,,,,Vaste dam,1,VR.10.68-PKD27,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.21034162623915
724,,8,7.5,36,2014,Vaste dam,1,V393,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.5364435121783
725,,8,18.45,36,2014,Vaste dam,1,V394,,,Aangeland,Gewoon en buitengewoon en constructie,,,18.3190096979131
726,,8,18.45,36,2014,Vaste dam,1,V395,,,Aangeland,Gewoon en buitengewoon en constructie,,,18.1120237944239
727,,8,15,36,2014,Vaste dam,1,V397,,,Aangeland,Gewoon en buitengewoon en constructie,,,14.808443010537
728,,8,11,36,2014,Vaste dam,1,V398,,,Aangeland,Gewoon en buitengewoon en constructie,,,10.3512420118104
729,,8,13.7,36,2014,Vaste dam,1,V400,,,Aangeland,Gewoon en buitengewoon en constructie,,,13.7111008401732
730,,8,6.14,36,2014,Vaste dam,1,V401,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.2616768366349
731,,,,,,Vaste dam,1,SP.00-PKD105,,,Aangeland,Gewoon en buitengewoon en constructie,,,12.5299778181455
732,,,,,,Vaste dam,1,SP.00-PKD133,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.31131257341536
733,,,,,,Vaste dam,1,SP.00-PKD134,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.19634345013959
734,,,,,,Vaste dam,1,SP.00-PKD144,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.26416370304335
735,,,,,,Vaste dam,1,SP.00-PKD107,,,Aangeland,Gewoon en buitengewoon en constructie,,,11.3617069339416
736,,,,,,Vaste dam,1,ZP.00-PKD196,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.98947572495156
737,,,,,,Vaste dam,1,ZP.00-PKD195,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.99068291769891
738,,,,,,Vaste dam,1,ZP.00-PKD194,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.99068291682626
739,,,,,,Vaste dam,1,ZP.00-PKD193,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.98873771426894
740,,,,,,Vaste dam,1,ZP.00-PKD192,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.9899438886275
741,,,,,,Vaste dam,1,MW.00-PKD30,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.93444845306632
742,,,,,,Vaste dam,1,MW.00-PKD22,,,Aangeland,Gewoon en buitengewoon en constructie,,,18.5468539176701
743,,,,,,Vaste dam,1,MW.00-PKD21,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.09680010070103
744,,,,,,Vaste dam,1,MW.00-PKD23,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.34313215760361
745,,,,,,Vaste dam,1,MW.00-PKD20,,,Aangeland,Gewoon en buitengewoon en constructie,,,2.93534355737336
746,,,,,,Vaste dam,1,SP.00-PKD132,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.34649002823846
747,,,,,,Vaste dam,1,MW.00-PKD18A,,,Aangeland,Gewoon en buitengewoon en constructie,,,10.2725428650624
748,2.37,6,13,36,2017,Vaste dam,1,V428,,,Aangeland,Gewoon en buitengewoon en constructie,,,16.0092555343851
749,,5.2,8.2,36,,Vaste dam,1,V429,,,Gemeente,Gewoon en buitengewoon,,,8.28174019526385
750,,4.4,3.8,36,,Vaste dam,1,V430,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.06461165406091
751,,,,,2018,Vastr dam,1,V431,,,Aangeland,Gewoon en buitengewoon en constructie,,,13.1253726234127
752,,,,,,Vaste dam,2,VD42665,,,Waterschap,Geheel onderhoud,,,3.69779913550118
753,,4,26,36,2018,Vaste dam,1,V432,,,Aangeland,Gewoon en buitengewoon en constructie,,,26.2228761742033
754,,,,,2015,Vaste dam,1,V435,,,Aangeland,Gewoon en buitengewoon,,,9.12776753281502
755,,,,,,Vaste dam,1,DV.5.95-PKD8,,,Gemeente,Gewoon en buitengewoon en constructie,,,12.0894193476083
756,,3,24.78,36,,Vaste dam,1,VD42664,,,Gemeente,Geheel onderhoud,,,24.7823791774764
757,,,,,,Vaste dam,1,VD42344,,,Aangeland,Geheel onderhoud,,,6.06994853113911
758,,,,,,Vaste dam,1,SZ.25.96-PKD7,,,Waterschap,Gewoon en buitengewoon en constructie,,,2.94536763514371
759,,,,,,Vaste dam,1,SZ.25.100-PKD8,,,Waterschap,Gewoon en buitengewoon en constructie,,,1.08568828302284
760,,,,,,Vaste dam,1,MB.10.2-PKD74,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.08312197097904
761,,,,,,Vaste dam,1,SW.20.184-PKD14,,,Waterschap,Gewoon en buitengewoon en constructie,,,4.98914893879174
762,9,1.5,2,36,2014,Natuurlijke drempel,1,V407,,,Natuurmonumenten,Gewoon en buitengewoon en constructie,,,7.28040124057358
763,,,,,,Vaste dam,1,DV.5.114-PKD5,,,Gemeente,Gewoon en buitengewoon en constructie,,,10.0979298782444
764,,,,,,Vaste dam,1,KZ.25.48-PKD1,,,Waterschap,Gewoon en buitengewoon en constructie,,,4.98855864665213
765,,,,,,Vaste dam,1,VR.15.184-PKD207,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.98979484452083
766,,,,,,Vaste dam,1,V175,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.02402335024019
767,,,,,,Vaste dam,1,V172,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.46129065988611
768,,,,,,Vaste dam,1,V173,,,Aangeland,Gewoon en buitengewoon en constructie,,,10.9927471552493
769,,,,,,Vaste dam,1,V174,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.09030156437105
770,,,,,,Vaste dam,1,V176,,,Aangeland,Gewoon en buitengewoon en constructie,,,10.5740673840092
771,,,,,,Vaste dam,1,V177,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.07261326868821
772,,,,,,Vaste dam,1,V178,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.22778920669447
773,,,,,,Vaste dam,1,V179,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.789160327215
774,,,,,,Vaste dam,1,V180,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.38705597817139
775,,,,,,Vaste dam,1,V181,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.84846526965145
776,,,,,,Vaste dam,1,V182,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.30178724682252
777,,,,,,Vaste dam,1,V183,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.84962324111386
778,,,,,,Vaste dam,1,V184,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.89436159535747
779,,,,,,Vaste dam,1,V186,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.944553857169
780,,,,,,Vaste dam,1,V187,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.89739523318193
781,,,,,,Vaste dam,1,V188,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.50342379070904
782,,,,,,Vaste dam,1,V189,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.95910899288611
783,,,,,,Vaste dam,1,V190,,,Aangeland,Gewoon en buitengewoon en constructie,,,14.3378539665064
784,,4,8,99,,vaste dam,1,V192,,,Aangeland,Gewoon en buitengewoon en constructie,,,9.17286476700548
785,,,,,,Vaste dam,1,V191,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.87840244060507
786,,,,,,Vaste dam,1,V193,,,Aangeland,Gewoon en buitengewoon en constructie,,,9.16735698205386
787,,,,,,Vaste dam,1,V194,,,Aangeland,Gewoon en buitengewoon en constructie,,,12.5795336495147
788,,,,,,Vaste dam,1,V195,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.91944953461189
789,,,,,,Vaste dam,1,V196,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.81629484029644
790,,,,,,Vaste dam,1,V198,,,Aangeland,Gewoon en buitengewoon en constructie,,,13.1652695348576
791,,,,,,Vaste dam,1,V202,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.34321212017038
792,,,,,,Vaste dam,1,V199,,,Aangeland,Gewoon en buitengewoon en constructie,,,13.7103755246695
793,,,,,,Vaste dam,1,V200,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.90425580579217
794,,,,,,Vaste dam,1,V201,,,Aangeland,Gewoon en buitengewoon en constructie,,,11.6737478568467
795,,,,,,Vaste dam,1,V203,,,Aangeland,Gewoon en buitengewoon en constructie,,,26.3214097060719
796,,3,5,99,,Vaste dam,1,V204,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.82701435729407
797,,,,,,Vaste dam,1,V205,,,Aangeland,Gewoon en buitengewoon en constructie,,,12.9226084709183
798,,1,4,99,,Vaste dam,1,V207,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.0663917241338
799,,1.5,8,99,,Vaste dam,1,V208,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.91518076570669
800,,1.5,5,99,,Vaste dam,1,V209,,,Aangeland,Gewoon en buitengewoon en constructie,,,9.62555702128867
801,,,,,,Vaste dam,1,V210,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.69731040009649
802,,,,,,Vaste dam,1,V211,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.01185777451391
803,,,,,,Vaste dam,1,V212,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.52959347508075
804,,,,,,Vaste dam,1,V213,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.50140000480645
805,,,,,,Vaste dam,1,V214,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.44767863138677
806,,,,,,Vaste dam,1,V215,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.496615443871
807,,8,9,99,,Vaste dam,1,V216,,,Aangeland,Gewoon en buitengewoon en constructie,,,10.5232143848888
808,,2.5,4,99,,Vaste dam,1,V217,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.24301187461364
809,,3,5,99,,Vaste dam,1,V219,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.79170376495978
810,,3,5,99,,Vaste dam,1,V220,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.41832926443182
811,,2,4,99,,Vaste dam,1,V221,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.62028050879757
812,,,,,,,1,KVD,,,Aangeland,Geheel onderhoud,,,6.56362222471205
813,,3,4.35,36,2020,Vaste dam,1,VD41064,,,Waterschap,Geheel onderhoud,,,7.3455696477503
814,,3,6.31,36,2020,Vaste dam,1,VD41065,,,Waterschap,Geheel onderhoud,,,6.30511231087631
815,,,,,,,1,KVD,,,Aangeland,Geheel onderhoud,,,5.5531682078739
816,,,,,,,1,KVD,,,Aangeland,Geheel onderhoud,,,4.10458631912954
817,,,,,,,1,KVD,,,Aangeland,Geheel onderhoud,,,3.85058124104515
818,0.38,4,8.45,36,2021,Vaste dam,1,VD41704,,,Aangeland,Geheel onderhoud,,,8.44713754203373
819,,,,,,,1,41705,,,,,,,13.8649728511028
820,,,,98,,Vaste dam,1,AD.5.48-PKD2,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.10861041431908
821,,,,98,,Vaste dam,1,CM.15.40-PKD173,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.53945818602051
822,,,,98,,Vaste dam,1,GA.10.6-PKD25,,,Aangeland,Gewoon en buitengewoon en constructie,,,2.4932282601537
823,,,,98,,Vaste dam,1,GA.15.8-PKD87,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.06614609361509
824,,,,98,,Vaste dam,1,GA.55.4-PKD169,,,Aangeland,Gewoon en buitengewoon en constructie,,,1.83575607707214
825,,3,8.6,99,,Vaste dam,1,V154,,,Aangeland,Gewoon en buitengewoon en constructie,,,2.3322817054116
826,,4,9,36,2014,vaste dam,1,V383,,,Aangeland,Gewoon en buitengewoon en constructie,,,21.9720924801861
827,,,,98,,Vaste dam,1,GA.25-PKD156,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.71626016087845
828,,,,98,,Vaste dam,1,GA.20.16-PKD148,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.89773430546608
829,,,,98,,Vaste dam,1,GC.15.2-PKD3,,,Aangeland,Gewoon en buitengewoon en constructie,,,10.067721885314
830,,,,98,,Vaste dam,1,KV.70.252-PKD139,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.62068227479491
831,,,,98,,Vaste dam,1,KV.70.66-PKD134,,,Aangeland,Gewoon en buitengewoon en constructie,,,11.2733052239083
832,,,,98,,Vaste dam,1,KV.320-PKD150,,,Aangeland,Gewoon en buitengewoon en constructie,,,2.93725393363655
833,,,,98,,Vaste dam,1,KV.70.68-PKD135,,,Aangeland,Gewoon en buitengewoon en constructie,,,12.2037300484516
834,,,,98,,Vaste dam,1,KV.70.64-PKD133,,,Aangeland,Gewoon en buitengewoon en constructie,,,13.2462565682069
835,,3,14.25,99,,Vaste dam,1,V218,,,Aangeland,Gewoon en buitengewoon en constructie,,,14.2461663979016
836,,1,4,99,,Vaste dam,1,V239,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.19336806982989
837,,,,,,Vaste dam,1,VR.10.28-PKD42,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.98865716675738
838,,,,,,Vaste dam,1,VR.10.12-PKD41,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.98985323266807
839,,,,,,Vaste dam,1,VR.10.6-PKD43,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.98847921208322
840,,,,98,,Vaste dam,1,MB.65.94-PKD68,,,Aangeland,Gewoon en buitengewoon en constructie,,,15.6935857484734
841,,,,98,,Vaste dam,1,SW.20.60-PKD1,,,Waterschap,Gewoon en buitengewoon en constructie,,,12.6850088888336
842,,,,98,,Vaste dam,1,AD.45.2-PKD13,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.17890085171229
843,,,,98,,Vaste dam,1,AD.5.78-PKD7,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.47575822825945
844,,,,,,Vaste dam,1,SP.00-PKD131,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.94899970801774
845,,,,,,Vaste dam,1,RB.00-PKD56,,,Aangeland,Gewoon en buitengewoon en constructie,,,1.02417657169203
846,,,,,,Vaste dam,1,RB.00-PKD55,,,Aangeland,Gewoon en buitengewoon en constructie,,,1.04666621351702
847,,,,,,Vaste dam,1,RB.00-PKD21,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.44655977726955
848,0.13,4.3,9,,,Vaste dam,1,VO.15.2-PKD48,,,Aangeland,Gewoon en buitengewoon en constructie,,,9.06540237149275
849,,,,,,Vaste dam,1,WM00-PKD143,,,Waterschap,Gewoon en buitengewoon en constructie,,,8.5747978709751
850,,,21.1,36,,Vaste dam,1,V434,,,,,,,21.1436009612746
851,,,,,,Vaste dam,1,GA.00-PKD91,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.48610007173228
852,,,,,,Vaste dam,1,37865,,,Aangeland,Onderhoud van de gehele dam (grondlichaam),,,7.50280293197193
853,,2,6.5,36,2018,Vaste dam,1,V437,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.52534292147164
854,,,,,,Vaste dam,1,VD37864,,,Aangeland,Gewoon en buitengewoon,,,4.80668959576495
855,,,,,,Vaste dam,1,37866,,,Waterschap,Geheel onderhoud,,,3.73373169861741
856,,,,,2019,Vaste dam,1,VD38184,,,Waterschap,Geheel onderhoud,,,10.5626708134599
857,,,,,,Vaste dam,1,37867,,,Aangeland,Geheel onderhoud,,,6.85542327212995
858,,3,8.37,36,,Vaste dam,1,39464,,,Aangeland,Geheel onderhoud,,,8.37055027295282
859,,,,,,Vaste dam,1,39784,,,Waterschap,Gewoon en buitengewoon en constructie,,,0.710231301912678
860,,2,7.49,36,2020,Vaste dam,1,VD40106,,,Waterschap,Geheel onderhoud,,,7.49360915327476
861,,2,6.07,36,2020,Vaste dam,1,VD40107,,,Waterschap,Geheel onderhoud,,,6.06988247838196
862,,4.78,5.98,36,2020,Vaste dam,1,VD40436,,,Waterschap,Geheel onderhoud,,,5.97930948539483
863,,3,5.08,36,,Vaste dam,1,VD40425,,,Aangeland,Geheel onderhoud,,,5.08063089275785
864,,5,7.28,36,,Vaste dam,1,37868,,,Aangeland,Geheel onderhoud,,,7.28460439084579
865,,3,15,36,2020,Vaste dam,1,VD40426,,,Aangeland,Geheel onderhoud,,,10.3801010489659
866,-1.65,0.2,1.8,10,,Vaste dam,1,VD40427,,,Waterschap,Geheel onderhoud,,,2.46137792525547
867,,,,,,,1,KVD,,,Aangeland,Geheel onderhoud,,,4.83564816615642
868,,,,,,,1,KVD,,,Aangeland,Geheel onderhoud,,,7.79874056617281
