FID,omschr,aant_msk,beginwdl,beginkm,eindwdl,eindkm,kantcode,wegnummer,fk_veld4,izi_side,ibn,vnrwol,gdb_geomattr_data,shape
mengstroken_kenmerk.11,Uitrijstrook,1 -> 1,R,9.01399994,R,9.04399967,T,009,KLK0007729153,L,I,3,,"LINESTRING (126534.74700000137 480042.2595999986, 126538.59070000052 480044.3969999999, 126562.92240000144 480059.43180000037)"
mengstroken_kenmerk.12,Weefstrook,2 -> 2,R,10.43500042,R,10.56200027,T,009,KLK0007729197,L,I,3,,"LINESTRING (125157.72989999875 479124.18189999834, 125152.35550000146 479119.26089999825, 125129.55249999836 479103.8548000008, 125048.24460000172 479058.31060000136)"
mengstroken_kenmerk.13,Weefstrook,2 -> 1,R,10.56200027,R,10.61699963,T,009,KLK0007729198,L,I,3,,"LINESTRING (125175.23550000042 479164.15249999985, 125175.02569999918 479156.8145999983, 125172.79430000111 479147.0843999982, 125168.70270000026 479137.9781999998, 125163.04630000144 479129.7463000007, 125159.72599999979 479126.0095999986, 125157.72989999875 479124.18189999834)"
mengstroken_kenmerk.14,Weefstrook,1 -> 1,R,233.59700012,R,234.01199341,H,004,KLK0007582184,R,I,3,,"LINESTRING (80285.89999999851 391324.96279999986, 80331.87799999863 391204.3520000018, 80381.45800000057 391075.5789999999, 80431.75400000066 390941.9930000007)"
mengstroken_kenmerk.15,Uitrijstrook,1 -> 1,R,9.04399967,R,9.12199974,T,009,KLK0007729154,L,I,2,,"LINESTRING (126469.19970000163 480005.8104000017, 126534.74700000137 480042.2595999986)"
mengstroken_kenmerk.16,Uitrijstrook,1 -> 1,R,193.81300354,R,194.00999451,H,002,KLK0007811282,R,I,2,,"LINESTRING (179214.67390000075 365413.6607999988, 179218.72399999946 365405.7740000002, 179244.05099999905 365351.54399999976, 179301.95809999853 365238.9615000002)"
mengstroken_kenmerk.17,Splitsing,1 -> 1,R,155.41799927,R,155.57499695,T,015,KLK0007733224,L,I,2,,"LINESTRING (181876.72630000114 435152.1730999984, 181747.94959999993 435240.56390000135)"
mengstroken_kenmerk.18,Uitrijstrook,2 -> 1,R,53.88999939,R,54.00699997,T,015,KLK0007822295,L,I,2,,"LINESTRING (89464.17529999837 431646.20870000124, 89442.53700000048 431654.6460000016, 89354.27730000019 431694.34010000154)"
mengstroken_kenmerk.19,Uitrijstrook,1 -> 1,R,54.33399963,R,54.44900131,T,001,KLK0007878661,L,I,3,,"LINESTRING (167201.69000000134 464616.6270000003, 167223.31599999964 464616.506000001, 167228.7701999992 464616.44420000166, 167317.3187999986 464618.02010000125)"
mengstroken_kenmerk.20,Uitrijstrook,1 -> 1,R,48.6969986,R,48.76499939,T,015,KLK0007822057,L,I,4,,"LINESTRING (84430.19079999998 432494.9563000016, 84420.2809999995 432494.48699999973, 84362.69170000032 432488.80519999936)"
mengstroken_kenmerk.21,Weefstrook,2 -> 2,R,35.59999847,R,35.92399979,T,002,KLK0007720651,L,I,3,,"LINESTRING (124832.75800000131 478127.83199999854, 124815.55200000107 478160.80700000003, 124773.42599999905 478241.5379999988, 124677.75560000166 478420.3145999983)"
mengstroken_kenmerk.22,Uitrijstrook,2 -> 2,R,53.55500031,R,53.88999939,T,015,KLK0007822294,L,I,2,,"LINESTRING (89023.1640000008 431839.63800000027, 89062.39490000159 431827.8801999986, 89099.36789999902 431816.76740000024, 89126.85599999875 431805.2749999985, 89164.8900000006 431786.0929999985, 89207.5540000014 431762.94200000167, 89276.0150000006 431729.5379999988, 89354.27730000019 431694.34010000154)"
mengstroken_kenmerk.23,Splitsing,2 -> 2,R,24.1609993,R,24.20499992,H,030,KLK0007829926,R,I,2,,"LINESTRING (167242.59760000184 463849.9732999988, 167246.623399999 463891.7798999995)"
mengstroken_kenmerk.24,Splitsing,2 -> 2,R,24.20499992,R,24.26600075,H,030,KLK0007829927,R,I,3,,"LINESTRING (167246.623399999 463891.7798999995, 167247.17700000107 463897.52899999917, 167247.92220000178 463953.2531000003)"
mengstroken_kenmerk.25,Uitrijstrook,1 -> 1,R,80.27700043,R,80.43499756,T,058,KLK0007668258,L,I,2,,"LINESTRING (101008.03339999914 396439.9723000005, 101008.1314000003 396439.88919999823, 101019.79500000179 396428.93719999865, 101043.04720000178 396416.7811000012, 101083.53779999912 396399.6724999994, 101106.82119999826 396390.01520000026, 101110.58659999818 396388.43879999965)"
mengstroken_kenmerk.26,Uitrijstrook,1 -> 1,R,15.39500046,R,15.65499973,T,001,KLK0008046929,L,A,1,,"LINESTRING (135836.29050000012 480836.6596999988, 135893.01999999955 480827.4288999997, 135917.80909999833 480823.2111000009, 135954.8398000002 480816.5544999987, 135982.98090000078 480810.8920999989, 136013.83060000092 480803.8920000009, 136041.9464999996 480796.7604999989, 136071.69669999927 480788.4147000015, 136081.2782999985 480785.5511999987, 136103.0148999989 480778.70479999855)"
mengstroken_kenmerk.27,Uitrijstrook,1 -> 1,R,102.73500061,R,102.80999756,T,002,KLK0007880973,L,I,2,,"LINESTRING (146199.39719999954 422574.7903999984, 146225.26359999925 422597.27870000154, 146233.33949999884 422605.1072999984, 146247.81940000132 422620.96930000186)"
mengstroken_kenmerk.28,Weefstrook,1 -> 1,R,114.07499695,R,114.27500153,H,002,KLK0007881120,R,I,3,,"LINESTRING (151983.34279999882 413517.1213000007, 151990.16699999943 413506.9919999987, 152055.57299999893 413405.3110000007, 152092.37000000104 413349.4567999989)"
mengstroken_kenmerk.29,Weefstrook,1 -> 2,R,114.27500153,R,114.36799622,H,002,KLK0007881121,R,I,3,,"LINESTRING (152092.37000000104 413349.4567999989, 152122.0780000016 413304.36300000176, 152132.83799999952 413286.563000001, 152143.28779999912 413269.2756000012)"
mengstroken_kenmerk.30,Weefstrook,2 -> 2,R,56.5,R,57.06000137,T,006,KLK0007489158,L,I,3,,"LINESTRING (148579.72700000182 487808.08199999854, 148532.25400000066 487750.26900000125, 148473.6330000013 487674.09899999946, 148402.58100000024 487578.91600000113, 148364.82400000095 487522.48900000006, 148325.53200000152 487461.5520000011, 148303.3999999985 487425.18499999866, 148279.41600000113 487383.84600000083, 148262.44590000063 487349.7987000011)"
mengstroken_kenmerk.31,Weefstrook,1.6 -> 2,R,56.8769989,R,57.0359993,H,006,KLK0007489186,R,I,3,,"LINESTRING (148511.27859999985 487634.68459999934, 148515.3852000013 487640.4230999984, 148557.29529999942 487695.879900001, 148601.53379999846 487749.4316999987)"
mengstroken_kenmerk.32,Weefstrook,1 -> 1,R,10.22500038,R,10.68900013,T,001,KLK0008046989,L,I,2,,"LINESTRING (131446.7509999983 482488.5219999999, 131426.94940000027 482493.3847000003, 131357.3429000005 482516.0784999989, 131276.33139999956 482541.8115000017, 131212.74219999835 482561.436999999, 131117.99439999834 482589.8913999982, 131089.3018000014 482598.65740000084, 131055.89600000158 482609.1015000008, 131003.01319999993 482626.061900001)"
mengstroken_kenmerk.33,Invoegstrook,1 -> 1,R,11.38099957,R,11.60499954,H,001,KLK0008047043,R,I,2,,"LINESTRING (132064.28500000015 482164.73800000176, 132088.23259999976 482157.2302000001, 132162.24080000073 482126.67159999907, 132239.82840000093 482095.4145999998, 132270.69350000098 482083.2193999998)"
mengstroken_kenmerk.34,Samenvoeging,2 -> 1.6,R,10.80200005,R,11.03800011,H,004,KLK0007883729,R,I,5,,"LINESTRING (109955.19319999963 478042.92720000073, 109823 477902, 109798 477874, 109791.20450000092 477866.3407000005)"
mengstroken_kenmerk.35,Samenvoeging,1.6 -> 1,R,11.03800011,R,11.04599953,H,004,KLK0007883762,R,I,5,,"LINESTRING (109791.20450000092 477866.3407000005, 109785.89519999921 477860.35649999976)"
mengstroken_kenmerk.36,Uitrijstrook,1 -> 1,R,9.875,R,9.93700027,T,003,KLK0007722923,L,I,4,,"LINESTRING (103861.96499999985 420683.3220000006, 103930.27739999816 420683.80260000005)"
mengstroken_kenmerk.37,Splitsing,1 -> 1,R,6.18599987,R,6.58500004,T,009,KLK0007728516,L,I,5,,"LINESTRING (128623.67009999976 481329.8528999984, 128656.66910000145 481363.76309999824, 128705.7228000015 481422.69680000097, 128772.39799999818 481514.5603, 128844.56709999964 481635.91849999875, 128857.64699999988 481657.1259999983)"
mengstroken_kenmerk.38,Weefstrook,1 -> 1,R,10.4989996,R,10.7489996,T,009,KLK0007728543,L,I,3,,"LINESTRING (125060.46020000055 479202.1704000011, 125092.44420000166 479219.0725999996, 125144.9376000017 479248.49430000037, 125170.02010000125 479262.78180000186, 125274.79540000111 479319.19110000134, 125289.24760000035 479327.2049999982)"
mengstroken_kenmerk.39,Uitrijstrook,1 -> 2,R,108.90200043,R,108.95700073,H,012,KLK0007730641,R,I,3,,"LINESTRING (172917.47940000147 447303.4697000012, 172920.5124000013 447299.57009999827, 172935.69579999894 447282.61199999973, 172946.5410999991 447270.78079999983, 172955.61840000004 447264.1389000006)"
mengstroken_kenmerk.40,Uitrijstrook,2 -> 2,R,108.95700073,R,109.02100372,H,012,KLK0007730642,R,I,3,,"LINESTRING (172955.61840000004 447264.1389000006, 172962.71049999818 447258.94959999993, 172986.76729999855 447246.5267999992, 173008.5951000005 447238.8539999984)"
mengstroken_kenmerk.41,Splitsing,2 -> 2,R,109.02100372,R,109.11799622,T,012,KLK0007730645,L,I,1,,"LINESTRING (173008.5951000005 447238.8539999984, 173019.30310000107 447235.08999999985, 173060.51520000026 447228.18840000033, 173098.79619999975 447223.6378999986, 173120.80999999866 447220.0309999995)"
mengstroken_kenmerk.42,Uitrijstrook,1 -> 1,R,9.79699993,R,9.82900047,H,029,KLK0007829377,R,I,3,,"LINESTRING (94938.79879999906 431575.3401999995, 94939.97549999878 431540.8740000017)"
mengstroken_kenmerk.43,Uitrijstrook,1 -> 1,R,11.73799992,R,11.88199997,T,009,KLK0007728590,L,I,3,,"LINESTRING (124675.89380000159 478437.27490000054, 124662.8872999996 478463.9770000018, 124628.55469999835 478530.09479999915, 124609.16840000078 478568.2448000014)"
mengstroken_kenmerk.44,Uitrijstrook,1 -> 1,R,135.58000183,R,135.79499817,H,012,KLK0007730850,R,I,3,,"LINESTRING (196645.55040000007 442733.86089999974, 196651.00200000033 442726.80700000003, 196711.23900000006 442651.0859999992, 196786.76099999994 442563.88800000027)"
mengstroken_kenmerk.45,Uitrijstrook,2 -> 2,R,109.02100372,R,109.11799622,H,012,KLK0007730643,R,I,4,,"LINESTRING (173008.5951000005 447238.8539999984, 173019.30310000107 447235.08999999985, 173060.51520000026 447228.18840000033, 173098.79619999975 447223.6378999986, 173120.80999999866 447220.0309999995)"
mengstroken_kenmerk.46,Splitsing,1 -> 2,R,108.89399719,R,109.02100372,T,012,KLK0007730644,L,I,1,,"LINESTRING (172909.47819999978 447313.71559999883, 172910.85020000115 447311.992899999, 172920.5124000013 447299.57009999827, 172935.69579999894 447282.61199999973, 172946.5410999991 447270.78079999983, 172962.71049999818 447258.94959999993, 172986.76729999855 447246.5267999992, 173008.5951000005 447238.8539999984)"
mengstroken_kenmerk.47,Splitsing,1 -> 1,R,14.89400005,R,14.97500038,H,061,KLK0007902953,R,I,2,,"LINESTRING (38397.54740000144 370920.09479999915, 38397.642999999225 370920.06700000167, 38440.927999999374 370907.6420000009, 38476.87299999967 370898.81799999997)"
mengstroken_kenmerk.48,Invoegstrook,1 -> 1,R,247.70199585,R,247.80799866,H,050,KLK0007901156,R,I,2,,"LINESTRING (190852.78449999914 504963.98889999837, 190837.59299999848 504979.38500000164, 190818.34600000083 504992.5379999988, 190797.17399999872 505001.51999999955, 190769.2650000006 505007.29399999976, 190759.94509999827 505009.4243000001)"
mengstroken_kenmerk.49,Weefstrook,2 -> 1.6,R,134.61500549,R,134.70599365,T,012,KLK0007731523,L,I,3,,"LINESTRING (196126.9624999985 443449.71709999815, 196112.79729999974 443466.21880000085, 196077.80490000173 443503.15129999816)"
mengstroken_kenmerk.50,Invoegstrook,1 -> 1,R,7.21500015,R,7.43200016,T,009,KLK0007817598,L,I,4,,"LINESTRING (127968.3136 480804.2511, 128025.32119999826 480836.6405999996, 128052.70419999957 480852.57990000024, 128083.99749999866 480871.0302999988, 128114.59409999847 480889.61890000105, 128139.54349999875 480905.6424999982, 128155.23959999904 480916.2947999984)"
mengstroken_kenmerk.51,Splitsing,1 -> 1.6,R,76.28199768,R,76.75,H,004,KLK0007884097,R,I,3,,"LINESTRING (86183.50809999928 432038.45639999956, 86218.26300000027 432019.22300000116, 86247.64999999851 432006.56700000167, 86277.6799999997 431995.6270000003, 86314.0390000008 431986.6180000007, 86346.21499999985 431981.25499999896, 86370.23900000006 431978.8960000016, 86391.47500000149 431978.0379999988, 86420.32600000128 431978.8960000016, 86447.99700000137 431981.8990000002, 86482.10300000012 431987.9050000012, 86531.86800000072 432002.70600000024, 86602 432026, 86651.3198999986 432041.5163999982)"
mengstroken_kenmerk.52,Splitsing,1.6 -> 2,R,76.75,R,76.90599823,H,004,KLK0007884102,R,I,3,,"LINESTRING (86651.3198999986 432041.5163999982, 86691 432054, 86745 432069, 86788.87000000104 432080.65300000086)"
mengstroken_kenmerk.53,Invoegstrook,1 -> 1,R,156.66999817,R,156.80900574,T,059,KLK0007902884,L,I,2,,"LINESTRING (167738.9572999999 416334.01469999924, 167805 416341, 167808.749499999 416341.1629999988, 167825.57679999992 416341.69860000163)"
mengstroken_kenmerk.54,Uitrijstrook,1 -> 1,R,88.06999969,R,88.2539978,T,001,KLK0008048206,L,I,3,,"LINESTRING (199043.77519999817 467253.0256999992, 199025.16470000148 467241.46020000055, 198998.93279999867 467224.61950000003, 198967.41739999875 467203.8183000013, 198883.5987999998 467147.32229999825)"
mengstroken_kenmerk.55,Uitrijstrook,1 -> 1,R,87.72200012,R,87.83499908,T,002,KLK0008001036,L,I,2,,"LINESTRING (142885.61580000073 432192.23530000076, 142885.73600000143 432193.61100000143, 142881.52800000086 432212.84699999914, 142875.6169999987 432227.77600000054, 142843.58700000122 432286.47399999946, 142839.19830000028 432291.19629999995)"
mengstroken_kenmerk.56,Invoegstrook,1 -> 1,R,17.09499931,R,17.34000015,H,020,KLK0007966279,R,I,3,,"LINESTRING (78501.76199999824 437824.27800000086, 78579.54100000113 437809.30799999833, 78712.72599999979 437786.6070000008, 78750.46299999952 437778.0835000016)"
mengstroken_kenmerk.57,Invoegstrook,1 -> 1,R,47.86199951,R,48.15499878,T,001,KLK0007946657,L,I,3,,"LINESTRING (161055.73849999905 464161.81819999963, 160912.25600000098 464179.4849999994, 160864 464185, 160830.45699999854 464189.118999999, 160768.87330000103 464196.86510000005)"
mengstroken_kenmerk.58,Uitrijstrook,1 -> 1,R,55.87200165,R,56.13299942,H,001,KLK0007946708,R,I,3,,"LINESTRING (168698.60319999978 464494.9868000001, 168729 464496, 168829 464499, 168842 464499, 168929 464504, 168963.46719999984 464505.29659999907)"
mengstroken_kenmerk.59,Uitrijstrook,1 -> 1,R,39.14799881,R,39.25400162,H,001,KLK0008047718,R,I,3,,"LINESTRING (153601.98490000144 468751.9875999987, 153524.93930000067 468746.2829999998, 153485.30999999866 468744.0489999987)"
mengstroken_kenmerk.60,Invoegstrook,1 -> 1,R,43.95700073,R,44.02999878,T,001,KLK0008047852,L,I,2,,"LINESTRING (157404.23059999943 465786.15210000053, 157412.13269999996 465777.121199999, 157440.69370000064 465744.51680000126, 157452.17210000008 465731.24500000104)"
mengstroken_kenmerk.61,Invoegstrook,1 -> 1,R,44.02999878,R,44.20299911,T,001,KLK0008047853,L,I,3,,"LINESTRING (157565.37359999865 465599.10350000113, 157460.31830000132 465721.8258999996, 157452.17210000008 465731.24500000104)"
mengstroken_kenmerk.62,Invoegstrook,1 -> 1,R,67.33399963,R,67.6230011,T,002,KLK0007947582,L,I,6,,"LINESTRING (132821.129900001 449279.72150000185, 132822 449316, 132829.63230000064 449564.5938999988)"
mengstroken_kenmerk.63,Invoegstrook,1 -> 1,R,16.61499977,R,16.92099953,T,007,KLK0008006130,L,I,3,,"LINESTRING (125140.06839999929 504928.4941000007, 125116.72630000114 504865.1196000017, 125083.875 504778.11129999906, 125049.11930000037 504685.62779999897, 125032.95039999858 504641.8574000001)"
mengstroken_kenmerk.64,Splitsing,2 -> 2,R,65.96099854,R,66.81099701,T,002,KLK0007947560,L,I,4,,"LINESTRING (132845.0967000015 450075.3535999991, 132851 450219, 132871.23999999836 450920.2969999984)"
mengstroken_kenmerk.65,Splitsing,2 -> 2,R,68.30000305,R,69,T,027,KLK0007967198,L,I,4,,"LINESTRING (138001.89620000124 450126.3764999993, 137960.34939999878 449953.2316999994, 137901.17210000008 449737.83630000055, 137888.38379999995 449695.96079999954, 137839.23649999872 449547.76680000126, 137809.49399999902 449460.3969999999)"
mengstroken_kenmerk.66,Weefstrook,1 -> 1,B,255.54800415,B,256.95001221,T,002,KLK0005294546,L,I,2,,"LINESTRING (178203.53400000185 317071.23099999875, 178200.7039999999 317083.9849999994, 178189.5949999988 317126.16600000113, 178178.4849999994 317161.23000000045, 178168.24399999902 317189.26399999857, 178159.91099999845 317209.0529999994, 178145.15700000152 317239.86400000006, 178131.96400000155 317264.16600000113, 178113.3909999989 317294.1099999994, 178096.20600000024 317319.10599999875, 178078.73800000176 317340.9239999987, 178060.96799999848 317362.76300000027, 178041.8740000017 317383.8530000001, 178010.2809999995 317416.66099999845, 177983.02800000086 317444.34800000116, 177971.22399999946 317457.19299999997, 177959.4210000001 317469.5170000009, 177935.813000001 317496.8570000008, 177917.23900000006 317520.811999999, 177901.09600000083 317544.15900000185, 177887.20899999887 317566.3779999986, 177873.49599999934 317590.94000000134, 177862.7340000011 317612.98600000143, 177855.44299999997 317628.5210000016, 177847.45800000057 317647.26900000125, 177839.47300000116 317668.4459999986, 177832.35599999875 317690.05700000003, 177826.80200000107 317709.6719999984, 177821.07299999893 317733.19299999997, 177816.7340000011 317752.2879999988, 177813.78299999982 317766.6950000003, 177808.22800000012 317809.30999999866, 177806.66600000113 317823.0240000002, 177803.01999999955 317872.2349999994, 177800.76399999857 317920.23099999875, 177798.16000000015 317976.0390000008, 177795.90300000086 318028.5480000004, 177794.86199999973 318071.51099999994, 177792.60500000045 318117.9450000003, 177790.52199999988 318168.1979999989, 177788.4389999993 318220.5329999998, 177787.05099999905 318274.08399999887, 177787.39799999818 318323.2960000001, 177787.61899999902 318346.9290000014)"
mengstroken_kenmerk.67,Uitrijstrook,1 -> 1,R,15.38199997,R,15.39999962,T,014,KLK0005324921,L,I,4,,"LINESTRING (87139.7490000017 454235.32400000095, 87125.77899999917 454251.0033)"
mengstroken_kenmerk.68,Uitrijstrook,1 -> 1,R,48.9980011,R,49.02000046,H,006,KLK0005705675,R,I,2,,"LINESTRING (141911.53759999946 484487.96709999815, 141914.92700000107 484487.16000000015, 141928.89400000125 484484.8779999986, 141942.22300000116 484484.6950000003, 141945.24859999865 484484.91099999845)"
mengstroken_kenmerk.69,Invoegstrook,1 -> 1,R,205.36399841,R,205.62199402,H,007,KLK0005800700,R,I,3,,"LINESTRING (238367.49300000072 580282.4899999984, 238485 580198, 238528 580174, 238587.192400001 580142.5540000014)"
mengstroken_kenmerk.70,Invoegstrook,1 -> 1,R,199.03199768,R,199.10699463,T,007,KLK0005971838,L,I,2,,"LINESTRING (235218.55299999937 581238.1420000009, 235182.69799999893 581185.0989999995, 235180.05530000106 581182.1290999986)"
mengstroken_kenmerk.71,Uitrijstrook,1 -> 1,R,198.11799622,R,198.22200012,T,007,KLK0005974252,L,I,3,,"LINESTRING (234561.75090000033 580666.2263000011, 234480.4200000018 580608.5190000013)"
mengstroken_kenmerk.72,Uitrijstrook,1.6 -> 1,R,204.08000183,R,204.28199768,T,007,KLK0005974330,L,I,3,,"LINESTRING (237709.80059999973 581130.5769999996, 237593.5463999994 581296.9919000007)"
mengstroken_kenmerk.73,Weefstrook,1 -> 1,R,16.86400032,R,17.06800079,T,079,KLK0006019600,L,I,3,,"LINESTRING (194740.17300000042 320752.93200000003, 194553.41200000048 320684.4609999992)"
mengstroken_kenmerk.74,Uitrijstrook,1 -> 1,R,48.79399872,R,48.93999863,T,006,KLK0006310911,L,I,3,,"LINESTRING (141811.03920000046 484738.3969999999, 141811.01799999923 484740.51000000164, 141813.625 484751.1330000013, 141820.33700000122 484765.3779999986, 141829.4149999991 484774.74599999934, 141845.9299999997 484786.81700000167, 141892.1400000006 484812.5540000014, 141919.92300000042 484827.58999999985)"
mengstroken_kenmerk.75,Uitrijstrook,1 -> 2,R,53.29199982,R,53.34199905,H,006,KLK0006310949,R,I,3,,"LINESTRING (146012.38679999858 485044.4178000018, 146025.87900000066 485039.83100000024, 146043.94099999964 485037.6409999989, 146065.5610000007 485037.3680000007, 146071.40069999918 485038.41860000044)"
mengstroken_kenmerk.76,Weefstrook,1 -> 1,R,49.23400116,R,49.90299988,H,006,KLK0006321015,R,I,4,,"LINESTRING (142086.63369999826 484724.9807000011, 142120.91919999942 484744.7540999986, 142294.06289999932 484840.6392999999, 142395.4514000006 484894.19099999964, 142512.25890000165 484948.3132000007, 142572.65190000087 484974.1959999986, 142681.94619999826 485016.1959999986)"
mengstroken_kenmerk.77,Uitrijstrook,2 -> 2,R,56.04499817,R,56.13800049,T,006,KLK0006362562,L,I,3,,"LINESTRING (148094.37570000067 487366.317400001, 148113.19000000134 487418.3590000011, 148124.8289999999 487456.69200000167)"
mengstroken_kenmerk.78,Uitrijstrook,2 -> 1,R,56.13800049,R,56.16199875,T,006,KLK0006362563,L,I,3,,"LINESTRING (148085.95230000094 487343.84490000084, 148092.0300000012 487359.8289999999, 148094.37570000067 487366.317400001)"
mengstroken_kenmerk.79,Uitrijstrook,1 -> 1,R,51.70899963,R,51.80500031,T,006,KLK0006321241,L,I,2,,"LINESTRING (144554.62700000033 485065.06159999967, 144542.17130000144 485069.21350000054, 144485.81489999965 485090.3801999986, 144462.08179999888 485097.4866999984)"
mengstroken_kenmerk.80,Weefstrook,1.6 -> 1,R,58.29999924,R,58.93500137,T,006,KLK0006321310,L,I,3,,"LINESTRING (150107.18679999933 488885.12319999933, 149940.74489999935 488789.03280000016, 149857.08350000158 488740.931499999, 149795.64710000157 488705.37139999866, 149727.86070000008 488666.16010000184, 149559.7648999989 488571.30490000173)"
