FID,NITG,INTERN_NR,DATUM_MIN_MAX,MV_TOV_NAP,FILTERSTELLING_TOV_NAP,OPMERKINGEN,MONITORINGNETWERK,EIGENAAR_CONTACTPERSOON,GRONDWATERSTANDEN_TNO_JANEE,GRONDWATERSTANDEN_TNO_LINK,META_DATA_TNO_LINK,GRONDWATERSTANDEN_NMG_JANEE,GRONDWATERSTANDEN_NMG,WION_JANEE,GEOMETRIE
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f29,B46A0854,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A0854"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A0854"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (184240 422230)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f2a,B46A0855,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A0855"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A0855"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (184150 422100)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f2b,B46A0856,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A0856"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A0856"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (184000 421960)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f2c,B46A0857,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A0857"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A0857"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (183920 421880)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f2d,B46A0858,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A0858"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A0858"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (183120 423650)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f2e,B46A0859,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A0859"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A0859"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (183000 423600)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f2f,B46A0860,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A0860"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A0860"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (182840 423550)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f30,B46A0861,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A0861"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A0861"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (183610 423100)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f31,B46A0862,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A0862"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A0862"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (183700 422820)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f32,B46A0863,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A0863"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A0863"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (183790 422640)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f33,B46A0864,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A0864"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A0864"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (180981 415550)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f34,B46A0865,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A0865"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A0865"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (180984 415501)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f35,B46A0866,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A0866"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A0866"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (180802 414280)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f36,B40C3525,NAZOEKEN,,0,"F1: 9,13 tot 8,13 ; F2: 2,13 tot 1,13; F3: -5,37 tot -6,37",,,,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3525"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3525"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,POINT (186242 430004)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f37,B40C3732,NAZOEKEN,,0,"F1: 6,06 tot 5,06 ; F2: -0,84 tot -1,84 ; F3: -8,9 tot -9,9",,,,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3732"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3732"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,POINT (186523 430642)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f38,B40C3517,NAZOEKEN,,0,"F1: 8,9 tot 7,9 ; F2: 4,45 tot 3,45",,,,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3517"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3517"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,POINT (187311 430351)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f39,B40C3519,NAZOEKEN,,0,"F1: 9,05 tot 8,05 ; F2: 4,15 tot 3,15",,,,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3519"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3519"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,POINT (187474 430077)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f3a,B40C3522,NAZOEKEN,,0,"F1: 9,31 tot 8,31 ; F2: -5,19 tot -6,19 ; F3: -18,19 tot -19,19",,,,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3522"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3522"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,POINT (187575 430024)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f3b,B40C3518,NAZOEKEN,,0,"F1: 9,15 tot 8,15 ; F2: 4,55 tot 3,55",,,,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3518"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3518"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,POINT (187935 429985)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f3c,B40C3520,NAZOEKEN,,0,"F1: 9,25 tot 8,25 ; F2: 5,4 tot 4,4",,,,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3520"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3520"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,POINT (187759 430203)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f3d,B40C3523,NAZOEKEN,,0,"F1: 9,83 tot 8,83 ; F2: -1,17 tot -2,17 ; F3: -5,67 tot -6,67",,,,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3523"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3523"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,POINT (188081 430073)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f3e,B40C3733,NAZOEKEN,,0,"F1: 7,57 tot 6,57 ; F2: -3,65 tot -4,65 ; F3 -16,47 tot -17,47",,,,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3733"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3733"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,POINT (188057 430095)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f3f,B40C3524,NAZOEKEN,,0,"F1: 8,87 tot 7,87 ; F2: -7,13 tot -8,13 ; F3: -21,13 tot -22,13",,,,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3524"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3524"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,POINT (188223 430401)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f40,B40C3521,NAZOEKEN,,0,"F1: 8,67 tot 7,67 ; F2: 5,1 tot 4,1",,,,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3521"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3521"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,POINT (188487 430440)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f41,B40C3514,NAZOEKEN,,0,"F1: 9,41 tot 8,41 ; F2: 6,21 tot 5,21",,,,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3514"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3514"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,POINT (188406 430207)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f42,B40C3516,NAZOEKEN,,0,"F1: 9,7 tot 8,7 ; F2: 5,24 tot 4,24",,,,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3516"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3516"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,POINT (188432 430907)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f43,B40C3131,NAZOEKEN,,0,"F1: 0,24 tot -0,76",,,,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3131"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3131"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,POINT (187355 426796)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f44,B40C3151,NAZOEKEN,,0,"F1: -14,78 tot -16,78 ; F2: -25,78 tot -27,78",,,,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3151"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3151"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,POINT (187950 427666)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f45,B40C3079,NAZOEKEN,,0,"F1: -4,23 tot -5,23 ; F2: -12,8 tot -13,8",,,,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3079"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3079"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,POINT (188560 427718)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f46,B40C3081,NAZOEKEN,,0,"F1: -2,94 tot -3,94 ; F2: -7,46 tot -8,46",,,,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3081"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3081"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,POINT (188248 428309)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f47,B40D0107,,,0,,,,,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40D0107"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40D0107"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,POINT (190530 425240)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f48,B40C3770,1_Kwekerijweg,Geen monitoring grondwaterstand,0,,,Diepe peilbuis (geen monitoring),,,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3770"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3770"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,POINT (188157 425408)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f49,B40C3771,10_Muntweg_ASW,Geen monitoring grondwaterstand,0,,,Diepe peilbuis (geen monitoring),,,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3771"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3771"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,POINT (185868 426960)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f4a,B40C3772,20_Muntweg_ASW,Geen monitoring grondwaterstand,0,,,Diepe peilbuis (geen monitoring),,,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3772"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3772"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,POINT (185911 426845)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f4b,B40C3772,1_D_v_P_331,Geen monitoring grondwaterstand,0,,,Diepe peilbuis (geen monitoring),,,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3772"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3772"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,POINT (189037 427098)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f4c,B40C3773,701,Geen monitoring grondwaterstand,0,,,Diepe peilbuis (geen monitoring),,,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3773"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3773"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,POINT (186452 427805)
