objectid;automaatnummer;tariefcode;mobiliteitstoeslag;uurtarief;maximum_dagtarief;gsm_code;betaaaldagen;koopavond;koopzondag;betaaltijd;betaaltijd_koopavond;betaaltijd_koopzondag;straatnaam;locatie;geo_shape;geo_point_2d
514;8386;B2;0,20;1,90;6,60;5183;Maandag t/m zondag;;;09.00 - 21.00;;;Amalia van Anhaltstraat;thv huisnr 31a (hoek Willem Frisostr);"{""coordinates"": [5.465710622640437, 51.43733812713327], ""type"": ""Point""}";51.43733812713327, 5.465710622640437
516;8389;B2;0,20;1,90;6,60;5183;Maandag t/m zondag;;;09.00 - 21.00;;;Jan de Oudestraat;nabij huisnr 47;"{""coordinates"": [5.464176488563236, 51.435837383838624], ""type"": ""Point""}";51.435837383838624, 5.464176488563236
419;5762;B1;0,20;1,90;nvt;5157;Maandag t/m zondag;;;09.00 - 21.00;;;Kastanjelaan;to huisnr 25;"{""coordinates"": [5.457826734840794, 51.444650076338284], ""type"": ""Point""}";51.444650076338284, 5.457826734840794
421;5765;B1;0,20;1,90;nvt;5157;Maandag t/m zondag;;;09.00 - 21.00;;;Kastanjelaan;thv huisnr 109;"{""coordinates"": [5.454091590332351, 51.44565073959719], ""type"": ""Point""}";51.44565073959719, 5.454091590332351
423;5767;B1;0,20;1,90;nvt;5157;Maandag t/m zondag;;;09.00 - 21.00;;;Kreugelstraat;thv huisnr 36;"{""coordinates"": [5.450730789460103, 51.44680173488918], ""type"": ""Point""}";51.44680173488918, 5.450730789460103
426;5772;B1;0,20;1,90;nvt;5157;Maandag t/m zondag;;;09.00 - 21.00;;;Willemstraat;thv huisnr 58 (hoek St. Antoniusstr);"{""coordinates"": [5.467193736830703, 51.438842686463815], ""type"": ""Point""}";51.438842686463815, 5.467193736830703
429;5776;B1;0,20;1,90;nvt;5157;Maandag t/m zondag;;;09.00 - 21.00;;;Frederiklaan;thv huisnr 14 (hoek De Jonghln);"{""coordinates"": [5.463343297062747, 51.442864233731584], ""type"": ""Point""}";51.442864233731584, 5.463343297062747
432;6370;B1;0,20;1,90;nvt;5163;Maandag t/m zondag;;;09.00 - 21.00;;;Leenderweg;thv huisnr 84;"{""coordinates"": [5.489537099058303, 51.425926844911736], ""type"": ""Point""}";51.425926844911736, 5.489537099058303
434;6210;B1;0,20;1,90;nvt;5162;Maandag t/m zondag;;;09.00 - 21.00;;;Kruisstraat;thv huisnr 43A;"{""coordinates"": [5.475140549155143, 51.44638737691722], ""type"": ""Point""}";51.44638737691722, 5.475140549155143
439;6270;B1;0,20;1,90;nvt;5162;Maandag t/m zondag;;;09.00 - 21.00;;;Kruisstraat;thv huisnr 179;"{""coordinates"": [5.473389743816192, 51.4498206649976], ""type"": ""Point""}";51.4498206649976, 5.473389743816192
440;6280;B1;0,20;1,90;nvt;5162;Maandag t/m zondag;;;09.00 - 21.00;;;Kruisstraat;to huisnr 56;"{""coordinates"": [5.474966776100288, 51.44569367108257], ""type"": ""Point""}";51.44569367108257, 5.474966776100288
442;6320;B1;0,20;1,90;nvt;5163;Maandag t/m zondag;;;09.00 - 21.00;;;Aalsterweg;thv huisnr 44;"{""coordinates"": [5.486421062498553, 51.42704210334427], ""type"": ""Point""}";51.42704210334427, 5.486421062498553
445;2610;A1;0,30;3,70;nvt;5126;Maandag t/m zondag;;;09.00 - 21.00;;;De Rungraaf;parkeerterrein;"{""coordinates"": [5.473984494315674, 51.43501888402547], ""type"": ""Point""}";51.43501888402547, 5.473984494315674
446;2710;A2;0,20;2,60;nvt;5127;Maandag t/m zondag;;;09.00 - 21.00;;;Mathildelaan;thv nr 4 (politiebureau);"{""coordinates"": [5.472940825559247, 51.44122572853022], ""type"": ""Point""}";51.44122572853022, 5.472940825559247
452;3110;A2;0,20;2,60;nvt;5131;Maandag t/m zondag;;;09.00 - 21.00;;;Mathildelaan;thv huisnr 45 (Ventoseflat);"{""coordinates"": [5.470492719496615, 51.44138869281896], ""type"": ""Point""}";51.44138869281896, 5.470492719496615
453;3201;B1;0,20;1,90;nvt;5132;Maandag t/m zondag;;;09.00 - 21.00;;;Borchmolen;thv huisnrs 4 t/m 10;"{""coordinates"": [5.4782706807766095, 51.44652474053508], ""type"": ""Point""}";51.44652474053508, 5.4782706807766095
456;3310;A1;0,30;3,70;nvt;5133;Maandag t/m zondag;;;09.00 - 21.00;;;Keizersgracht;terrein Fens - zuid;"{""coordinates"": [5.476312757822569, 51.43750297050595], ""type"": ""Point""}";51.43750297050595, 5.476312757822569
458;4133;B1;0,20;1,90;nvt;5141;Maandag t/m zondag;;;09.00 - 21.00;;;W. v Hornestraat;H.H. van Brabantplein - thv 4;"{""coordinates"": [5.486327008774411, 51.43292712770031], ""type"": ""Point""}";51.43292712770031, 5.486327008774411
460;7726;B2;0,20;1,90;6,60;5177;Maandag t/m zondag;;;09.00 - 21.00;;;Gestelsestraat;thv huisnr 118;"{""coordinates"": [5.470858814529157, 51.42940336349552], ""type"": ""Point""}";51.42940336349552, 5.470858814529157
471;7805;B2;0,20;1,90;6,60;5178;Maandag t/m zondag;;;09.00 - 21.00;;;Elzentlaan;thv huisnr 31;"{""coordinates"": [5.483289303219062, 51.42999968864092], ""type"": ""Point""}";51.42999968864092, 5.483289303219062
473;7808;B2;0,20;1,90;6,60;5178;Maandag t/m zondag;;;09.00 - 21.00;;;Tollenslaan;nabij huisnr 15 (hoek Poirterslaan);"{""coordinates"": [5.4804593719114925, 51.430729039552574], ""type"": ""Point""}";51.430729039552574, 5.4804593719114925
479;7907;B1;0,20;1,90;nvt;5179;Maandag t/m zondag;;;09.00 - 21.00;;;Kanaaldijk - Zuid;thv huisnr 222;"{""coordinates"": [5.488630460906357, 51.43691623461508], ""type"": ""Point""}";51.43691623461508, 5.488630460906357
507;8356;B2;0,20;1,90;6,60;5183;Maandag t/m zondag;;;09.00 - 21.00;;;Palingstraat;thv huisnr 19;"{""coordinates"": [5.468585193829016, 51.432964155514235], ""type"": ""Point""}";51.432964155514235, 5.468585193829016
481;7909;B1;0,20;1,90;nvt;5179;Maandag t/m zondag;;;09.00 - 21.00;;;Voorterweg;hoek J. van Eindhovenstraat;"{""coordinates"": [5.49229020926451, 51.43333933718054], ""type"": ""Point""}";51.43333933718054, 5.49229020926451
483;8010;A2;0,20;2,60;nvt;5180;Maandag t/m zondag;;;09.00 - 21.00;;;Willemstraat;thv huisnr 2;"{""coordinates"": [5.473045546736479, 51.43844547674691], ""type"": ""Point""}";51.43844547674691, 5.473045546736479
488;8222;B2;0,20;1,90;6,60;5182;Maandag t/m zondag;;;09.00 - 21.00;;;Dommelhoefstraat;thv huisnr 11;"{""coordinates"": [5.488794535872054, 51.43968896625378], ""type"": ""Point""}";51.43968896625378, 5.488794535872054
489;8230;B2;0,20;1,90;6,60;5182;Maandag t/m zondag;;;09.00 - 21.00;;;Nachtegaallaan;to huisnr 20;"{""coordinates"": [5.486716419176767, 51.43841175536809], ""type"": ""Point""}";51.43841175536809, 5.486716419176767
492;8245;B2;0,20;1,90;6,60;5182;Maandag t/m zondag;;;09.00 - 21.00;;;Kwartelstraat;hoek Fazantlaan;"{""coordinates"": [5.491196772506744, 51.44047660024265], ""type"": ""Point""}";51.44047660024265, 5.491196772506744
501;8342;B2;0,20;1,90;6,60;5183;Maandag t/m zondag;;;09.00 - 21.00;;;Mecklenburgstraat;thv huisnr 82-84;"{""coordinates"": [5.468083876406935, 51.43397324472885], ""type"": ""Point""}";51.43397324472885, 5.468083876406935
503;8345;B2;0,20;1,90;6,60;5183;Maandag t/m zondag;;;09.00 - 21.00;;;Anna van Engelandstraat;thv huisnrs 19-21;"{""coordinates"": [5.465894005139208, 51.43402953849813], ""type"": ""Point""}";51.43402953849813, 5.465894005139208
505;8352;B2;0,20;1,90;6,60;5183;Maandag t/m zondag;;;09.00 - 21.00;;;Mecklenburgstraat;thv huisnr 49;"{""coordinates"": [5.4693661572501, 51.43454074257459], ""type"": ""Point""}";51.43454074257459, 5.4693661572501
506;8353;B2;0,20;1,90;6,60;5183;Maandag t/m zondag;;;09.00 - 21.00;;;St. Lambertusstraat;thv huisnr 18;"{""coordinates"": [5.469658554564841, 51.434012358531206], ""type"": ""Point""}";51.434012358531206, 5.469658554564841
518;8520;B2;0,20;1,90;6,60;5185;Maandag t/m zondag;;;09.00 - 21.00;;;Dr. Willem Dreesstraat;thv 30;"{""coordinates"": [5.473640623872553, 51.447298531872235], ""type"": ""Point""}";51.447298531872235, 5.473640623872553
521;8630;B2;0,20;1,90;6,60;5186;Maandag t/m zondag;;;09.00 - 21.00;;;Aletta Jacobsplein;thv huisnr 44 (terrein midden);"{""coordinates"": [5.471219774847061, 51.443557672631385], ""type"": ""Point""}";51.443557672631385, 5.471219774847061
523;9001;C3;nvt;0,60 / 1,2;3,70;5190;Maandag t/m zaterdag;Koopavond (vrijdagav;Koopzondagen;09.00 - 18.00;18.00 - 21.00;12.00 - 17.00;Winkelcentrum Woensel;thv huisnr 1 (terrein B, noordoostzijde);"{""coordinates"": [5.476893257129501, 51.4700527647889], ""type"": ""Point""}";51.4700527647889, 5.476893257129501
524;9003;C3;nvt;0,60 / 1,2;3,70;5190;Maandag t/m zaterdag;Koopavond (vrijdagav;Koopzondagen;09.00 - 18.00;18.00 - 21.00;12.00 - 17.00;Winkelcentrum Woensel;thv huisnr 1 (terrein D, zuidoostzijde);"{""coordinates"": [5.477072421642137, 51.468761391349005], ""type"": ""Point""}";51.468761391349005, 5.477072421642137
526;9005;C3;nvt;0,60 / 1,2;3,70;5190;Maandag t/m zaterdag;Koopavond (vrijdagav;Koopzondagen;09.00 - 18.00;18.00 - 21.00;12.00 - 17.00;Winkelcentrum Woensel;thv huisnr 1 (terrein D, zuidoostzijde);"{""coordinates"": [5.476863208056121, 51.46903721304538], ""type"": ""Point""}";51.46903721304538, 5.476863208056121
527;9009;C3;nvt;0,60 / 1,2;3,70;5190;Maandag t/m zaterdag;Koopavond (vrijdagav;Koopzondagen;09.00 - 18.00;18.00 - 21.00;12.00 - 17.00;Winkelcentrum Woensel;thv huisnr 1 (terrein A, noordwestzijde);"{""coordinates"": [5.473693835805008, 51.47027396439066], ""type"": ""Point""}";51.47027396439066, 5.473693835805008
528;9011;C3;nvt;0,60 / 1,2;3,70;5190;Maandag t/m zaterdag;Koopavond (vrijdagav;Koopzondagen;09.00 - 18.00;18.00 - 21.00;12.00 - 17.00;Winkelcentrum Woensel;thv huisnr 1 (terrein C, zuidwestzijde);"{""coordinates"": [5.473255691401152, 51.46918894246387], ""type"": ""Point""}";51.46918894246387, 5.473255691401152
533;9018;C3;nvt;0,60 / 1,2;3,70;5190;Maandag t/m zaterdag;Koopavond (vrijdagav;Koopzondagen;09.00 - 18.00;18.00 - 21.00;12.00 - 17.00;Winkelcentrum Woensel;thv huisnr 1 (terrein D, zuidoostzijde);"{""coordinates"": [5.477434494072343, 51.4684417813558], ""type"": ""Point""}";51.4684417813558, 5.477434494072343
534;9020;C3;nvt;0,60 / 1,2;3,70;5190;Maandag t/m zaterdag;Koopavond (vrijdagav;Koopzondagen;09.00 - 18.00;18.00 - 21.00;12.00 - 17.00;Winkelcentrum Woensel;thv huisnr 1 (terrein D, zuidoostzijde);"{""coordinates"": [5.477868155300711, 51.46896683584353], ""type"": ""Point""}";51.46896683584353, 5.477868155300711
537;9103;C2;nvt;1,80;4,20;5191;Maandag t/m vrijdag;;;09.00 - 18.00;;;Freddy van Riemsdijkweg;thv huisnr 2;"{""coordinates"": [5.3968698382143945, 51.457371685542896], ""type"": ""Point""}";51.457371685542896, 5.3968698382143945
539;9106;C2;nvt;1,80;4,20;5191;Maandag t/m vrijdag;;;09.00 - 18.00;;;Henri Wijnmalenweg;nabij huisnr 5;"{""coordinates"": [5.39477279311101, 51.45533262521338], ""type"": ""Point""}";51.45533262521338, 5.39477279311101
540;9107;C2;nvt;1,80;4,20;5191;Maandag t/m vrijdag;;;09.00 - 18.00;;;Marinus van Meelweg;thv huisnr 12;"{""coordinates"": [5.391969384738697, 51.45491899741537], ""type"": ""Point""}";51.45491899741537, 5.391969384738697
545;8392;B2;0,20;1,90;6,60;5183;Maandag t/m zondag;;;09.00 - 21.00;;;Jacobus Deckersstraat;thv 59;"{""coordinates"": [5.461949911271996, 51.436960599516496], ""type"": ""Point""}";51.436960599516496, 5.461949911271996
546;5749;B1;0,20;1,90;nvt;5157;Maandag t/m zondag;;;09.00 - 21.00;;;Schootsestraat;thv-71;"{""coordinates"": [5.455248959350826, 51.443201080711674], ""type"": ""Point""}";51.443201080711674, 5.455248959350826
551;6120;B7;nvt;0,60 / 1,2;3,70;5161;Maandag t/m zondag;;;09.00 - 21.00;;;Klipperstraat;P-terrein - tv - lm 3;"{""coordinates"": [5.453442326809437, 51.440269467489145], ""type"": ""Point""}";51.440269467489145, 5.453442326809437
240;9116;C2;nvt;1,80;4,20;5191;Maandag t/m vrijdag;;;09.00 - 18.00;;;Adriaan Mulderweg;Tegenover M. van Meelweg;"{""coordinates"": [5.396995993947332, 51.45294581373276], ""type"": ""Point""}";51.45294581373276, 5.396995993947332
321;9201;C1;nvt;1,80;nvt;5192;Maandag t/m zondag;;;09.00 - 21.00;;;Zwaanstraat;thv huisnr 12;"{""coordinates"": [5.451067404635545, 51.448697127217294], ""type"": ""Point""}";51.448697127217294, 5.451067404635545
324;9204;C1;nvt;1,80;nvt;5192;Maandag t/m zondag;;;09.00 - 21.00;;;Meidoornplein;to huisnr 7;"{""coordinates"": [5.449338224886797, 51.44843360392395], ""type"": ""Point""}";51.44843360392395, 5.449338224886797
328;9510;C5;nvt;1,80;nvt;5195;Maandag t/m vrijdag;;;08.00 - 10.00;;;Javalaan;thv nr 149 (IJzeren Man);"{""coordinates"": [5.500837465732011, 51.45010002986153], ""type"": ""Point""}";51.45010002986153, 5.500837465732011
329;9610;A2;0,20;2,60;nvt;5196;Maandag t/m zondag;;;09.00 - 21.00;;;Lichtstraat;thv huisnr 376;"{""coordinates"": [5.47219235716112, 51.43969314546715], ""type"": ""Point""}";51.43969314546715, 5.47219235716112
331;9701;C2;nvt;1,80;4,20;5197;Maandag t/m zondag;;;09.00 - 21.00;;;Pastoor van Arsplein;to huisnr 16;"{""coordinates"": [5.459537944308201, 51.458149764795444], ""type"": ""Point""}";51.458149764795444, 5.459537944308201
335;8359;B2;0,20;1,90;6,60;5183;Maandag t/m zondag;;;09.00 - 21.00;;;Hoogstraat;to Rivierstraat;"{""coordinates"": [5.46917603029097, 51.43143052765239], ""type"": ""Point""}";51.43143052765239, 5.46917603029097
341;7811;B2;0,20;1,90;6,60;5178;Maandag t/m zondag;;;09.00 - 21.00;;;Jonckbloedlaan;hoek Broerelaan;"{""coordinates"": [5.478594291280361, 51.42840575503081], ""type"": ""Point""}";51.42840575503081, 5.478594291280361
342;4132;B1;0,20;1,90;nvt;5141;Maandag t/m zondag;;;09.00 - 21.00;;;St Rochusstraat;Hoek Tuinstraat - thv 2;"{""coordinates"": [5.487059071450454, 51.43148127553277], ""type"": ""Point""}";51.43148127553277, 5.487059071450454
348;1430;A3;0,20;2,60;10,30;5114;Maandag t/m zondag;;;09.00 - 21.00;;;Stationsweg;P-terrein west spoorzijde;"{""coordinates"": [5.48298910565318, 51.44247915624161], ""type"": ""Point""}";51.44247915624161, 5.48298910565318
349;1510;A3;0,20;2,60;10,30;5115;Maandag t/m zondag;;;09.00 - 21.00;;;Raiffeisenstraat;BBA terrein - Oost;"{""coordinates"": [5.482527221835089, 51.44011180352098], ""type"": ""Point""}";51.44011180352098, 5.482527221835089
353;1810;A2;0,20;2,60;nvt;5118;Maandag t/m zondag;;;09.00 - 21.00;;;Raiffeisenstraat;thv huisnr 11;"{""coordinates"": [5.481162164023545, 51.44007465837414], ""type"": ""Point""}";51.44007465837414, 5.481162164023545
355;2010;A1;0,30;3,70;nvt;5120;Maandag t/m zondag;;;09.00 - 21.00;;;Paradijslaan;thv huisnr 40;"{""coordinates"": [5.478231058398133, 51.43493994938269], ""type"": ""Point""}";51.43493994938269, 5.478231058398133
357;2110;A1;0,30;3,70;nvt;5121;Maandag t/m zondag;;;09.00 - 21.00;;;Grote Berg;Deken van Somerenstraat (thv huisnr 55);"{""coordinates"": [5.475749518366839, 51.43571228208585], ""type"": ""Point""}";51.43571228208585, 5.475749518366839
361;3510;A1;0,30;3,70;nvt;5135;Maandag t/m zondag;;;09.00 - 21.00;;;Don Boscostraat;thv huisnr 5d;"{""coordinates"": [5.476786314166395, 51.4347338130156], ""type"": ""Point""}";51.4347338130156, 5.476786314166395
362;3810;B2;0,20;1,90;6,60;5138;Maandag t/m zondag;;;09.00 - 21.00;;;Pastoor Harkxplein;(St. Joriskerk);"{""coordinates"": [5.487007310057386, 51.42997389503281], ""type"": ""Point""}";51.42997389503281, 5.487007310057386
363;4010;A2;0,20;2,60;nvt;5140;Maandag t/m zondag;;;09.00 - 21.00;;;Stratumsedijk;Bleekweg (thv huisnr 1);"{""coordinates"": [5.483570730684457, 51.43500296664477], ""type"": ""Point""}";51.43500296664477, 5.483570730684457
365;4020;A2;0,20;2,60;nvt;5140;Maandag t/m zondag;;;09.00 - 21.00;;;Stratumsedijk;thv huisnr 18;"{""coordinates"": [5.4838717972717115, 51.43396548586097], ""type"": ""Point""}";51.43396548586097, 5.4838717972717115
368;4040;A2;0,20;2,60;nvt;5140;Maandag t/m zondag;;;09.00 - 21.00;;;Stratumsedijk;thv huisnr 23G;"{""coordinates"": [5.4842446173769765, 51.433701279856194], ""type"": ""Point""}";51.433701279856194, 5.4842446173769765
372;4150;B1;0,20;1,90;nvt;5141;Maandag t/m zondag;;;09.00 - 21.00;;;Geldropseweg;thv huisnr 63;"{""coordinates"": [5.488569112597219, 51.43377908565119], ""type"": ""Point""}";51.43377908565119, 5.488569112597219
373;4310;B7;nvt;0,60 / 1,2;3,70;5143;Maandag t/m zondag;;;09.00 - 21.00;;;Woenselse Markt;thv trafohuis (huisnr 37);"{""coordinates"": [5.4720732320637175, 51.45085589863218], ""type"": ""Point""}";51.45085589863218, 5.4720732320637175
375;6340;B1;0,20;1,90;nvt;5163;Maandag t/m zondag;;;09.00 - 21.00;;;Aalsterweg;thv huisnr 89A;"{""coordinates"": [5.486135167618193, 51.425408825400424], ""type"": ""Point""}";51.425408825400424, 5.486135167618193
377;6360;B1;0,20;1,90;nvt;5163;Maandag t/m zondag;;;09.00 - 21.00;;;Aalsterweg;thv huisnr 43;"{""coordinates"": [5.486595423550991, 51.42693784772519], ""type"": ""Point""}";51.42693784772519, 5.486595423550991
388;7703;B2;0,20;1,90;6,60;5177;Maandag t/m zondag;;;09.00 - 21.00;;;Hof van Eden;thv huisnr 71;"{""coordinates"": [5.473455054206397, 51.43279109642665], ""type"": ""Point""}";51.43279109642665, 5.473455054206397
389;7710;B2;0,20;1,90;6,60;5177;Maandag t/m zondag;;;09.00 - 21.00;;;Akkerstraat;thv huisnr 35;"{""coordinates"": [5.474031741238116, 51.432447811631405], ""type"": ""Point""}";51.432447811631405, 5.474031741238116
