Datum zaak start;Stap;Zaakstatus;Datum zaak uiterste;Hoofdcategorie (zaaktype mor);Subcategorie (zaaktype mor);straat (zaaktype mor);Ter hoogte van (zaaktype mor);Wijk (zaaktype mor)
28-12-2016 0:00;Definitief afgesloten;Afgesloten;28-12-2016 0:00;Overig;;Dolderseweg;Locatie Paarkeerterrein Aldi in Den Dolder Mastnummer;Den Dolder e.o.
28-12-2016 0:00;Definitief afgesloten;Afgesloten;28-12-2016 0:00;Riolering;Overig (Riolering);Jacob Catslaan;Locatie Jacob Catslaan recht tegenover huisnummer 10 Mastnummer;Zeist Noord
28-12-2016 0:00;Definitief afgesloten;Afgesloten;4-1-2017 0:00;Wegen en fietspaden;Gebreken fiets-/voetpaden;Van Reenenweg;Locatie Achterzijde van de Lidl aan de van Reenenweg 151/153. Mastnummer;Zeist Centrum
28-12-2016 0:00;Definitief afgesloten;Afgesloten;4-1-2017 0:00;Openbare verlichting;Lamp defect;Couwenhoven;0591-5905;Zeist West
28-12-2016 0:00;Definitief afgesloten;Afgesloten;4-1-2017 0:00;Openbare verlichting;Lamp defect;;Locatie Aristoteleslaan 12 Mastnummer;
28-12-2016 0:00;Definitief afgesloten;Afgesloten;4-1-2017 0:00;Openbare verlichting;Lamp defect;Van Doornlaantje;0668-0003;Zeist Centrum
27-12-2016 13:12;Definitief afgesloten;Afgesloten;3-1-2017 13:12;Riolering;Overig (Riolering);P.C. Hooftlaan;;Zeist Noord
27-12-2016 11:34;Definitief afgesloten;Afgesloten;27-12-2016 11:34;Afvaldumping;Afvaldumping;;;
27-12-2016 10:26;Definitief afgesloten;Afgesloten;27-12-2016 10:26;Afvaldumping;Afvaldumping;Vrijheidsplein;restcontainers bij de ingang van de flat;Zeist Noord
27-12-2016 9:08;Definitief afgesloten;Afgesloten;27-12-2016 9:08;Klachten afvalinzameling;Klacht afvalimzameling;Nepveulaan;hoek dijnselweg en nepveulaan;Zeist Noord
27-12-2016 9:07;Nieuw via KCC;Ontvangen;27-12-2016 9:07;;;;;
27-12-2016 0:00;Definitief afgesloten;Afgesloten;3-1-2017 0:00;Openbare verlichting;Lamp defect;Aristoteleslaan;Locatie De straatlantaarn In de Aristoteleslaan t.h.v. huisnummer 20 brand al geruime tijd 's avonds niet. Mastnummer;Zeist Centrum
27-12-2016 0:00;Definitief afgesloten;Afgesloten;28-12-2016 0:00;Riolering;Gemalen;Biltseweg;Locatie Biltseweg 10 Bosch en Duin Mastnummer;
27-12-2016 0:00;Definitief afgesloten;Afgesloten;3-1-2017 0:00;Openbare verlichting;Lamp defect;;Locatie Parkeerplaats Het Slot Mastnummer;
27-12-2016 0:00;Definitief afgesloten;Afgesloten;27-12-2016 0:00;Parkeren;Parkeren;Willem Pijperlaan;Locatie willem pijperlaan en willem pijperplein Mastnummer;Zeist Centrum
27-12-2016 0:00;Definitief afgesloten;Afgesloten;27-12-2016 0:00;Handhaving;Handhaving;Antonlaan;Locatie In heet gebied omsloten door de Antonlaan, Jagerlaan, Steijnlaan. Mastnummer;Zeist Centrum
26-12-2016 15:50;Definitief afgesloten;Afgesloten;26-12-2016 15:50;Overig;;Weeshuislaan;;Zeist Centrum
26-12-2016 12:33;Definitief afgesloten;Afgesloten;26-12-2016 12:33;Afvaldumping;Afvaldumping;Johan de Meesterstraat;35;Zeist Centrum
26-12-2016 0:00;Definitief afgesloten;Afgesloten;26-12-2016 0:00;Bomen;Bomen;;Locatie Brugakker 5007;
26-12-2016 0:00;Definitief afgesloten;Afgesloten;26-12-2016 0:00;Handhaving;Handhaving;Arnhemse Bovenweg;Locatie Ter hoogte van Inretail gelegen aan de Arnhemsebovenweg ligt een kluis in het park. Wij hebben geen bijzonderheden gevonden voor opsporing uit te voeren. De politie Zeist Mastnummer;Zeist Oost
26-12-2016 0:00;Definitief afgesloten;Afgesloten;3-1-2017 0:00;Riolering;Verstopping straatkolk;Populierenlaan;Locatie Hoek Populierenlaan 1a - Mesdaglaan Bosch en Duin Mastnummer;Den Dolder e.o.
23-12-2016 15:28;Definitief afgesloten;Afgesloten;30-12-2016 15:28;Openbare verlichting;Lamp defect;Couwenhoven;0591 5305;Zeist West
23-12-2016 14:22;Definitief afgesloten;Afgesloten;23-12-2016 14:22;Afvaldumping;Afvaldumping;Paduaweg;milieu eiland AH;Den Dolder e.o.
23-12-2016 11:43;Nieuw via KCC;Ontvangen;23-12-2016 11:43;;;;;
23-12-2016 11:39;Definitief afgesloten;Afgesloten;30-12-2016 11:39;Openbare verlichting;Lamp defect;Paduaweg;2422-0019 en 2422-0015;Den Dolder e.o.
23-12-2016 11:35;Definitief afgesloten;Afgesloten;23-12-2016 11:35;Afvaldumping;Afvaldumping;Brugakker;;Zeist West
23-12-2016 11:33;Definitief afgesloten;Afgesloten;26-12-2016 11:33;Openbare verlichting;Afdekplaatje weg/kapot;Torenlaan;3351-0010;
23-12-2016 10:56;Definitief afgesloten;Afgesloten;23-12-2016 10:56;Overig;;;;
23-12-2016 9:56;Definitief afgesloten;Afgesloten;23-12-2016 9:56;Groen;Bladoverlast;Brugakker;;Zeist West
23-12-2016 9:47;Definitief afgesloten;Afgesloten;23-12-2016 9:47;Afvaldumping;Afvaldumping;Antonlaan;;Zeist Centrum
23-12-2016 9:06;Definitief afgesloten;Afgesloten;23-12-2016 9:06;Afvaldumping;Afvaldumping;2e Hogeweg;;Zeist Centrum
23-12-2016 8:51;Definitief afgesloten;Afgesloten;30-12-2016 8:51;Openbare verlichting;Lamp defect;Walkartweg;3621-0021;Zeist Centrum
23-12-2016 0:00;Definitief afgesloten;Afgesloten;23-12-2016 0:00;Bomen;;Schaerweijdelaan;Locatie Schaerweijdelaan 76 Mastnummer;Zeist Centrum
23-12-2016 0:00;Definitief afgesloten;Afgesloten;23-12-2016 0:00;Wegen en fietspaden;;Harmonielaan;Locatie Fietspad op de Utrechtseweg weg tegenover jeugdgevangenis aan de kant van braakliggend terrein. Voor triodosbank, maar ongeveer 100 meter na kruispunt met stoplichten. Mastnummer;Zeist Noord
23-12-2016 0:00;Definitief afgesloten;Afgesloten;23-12-2016 0:00;Wegen en fietspaden;Borden;Antonlaan;Locatie Antonlaan thv 11 . hoofdrijweg .;Zeist Centrum
23-12-2016 0:00;Definitief afgesloten;Afgesloten;23-12-2016 0:00;Handhaving;Handhaving;Waterlooweg;Locatie Waterlooweg 60-85 Mastnummer;Zeist Oost
23-12-2016 0:00;Definitief afgesloten;Afgesloten;30-12-2016 0:00;Wegen en fietspaden;Gebreken fiets-/voetpaden;J.H. Schepsplantsoen;Locatie J. H. Schepsplantsoen ter hoogte van nummer 24 Mastnummer;Zeist Noord
22-12-2016 15:49;Definitief afgesloten;Afgesloten;29-12-2016 15:49;Wegen en fietspaden;Gebreken fiets-/voetpaden;Meent;;Zeist West
22-12-2016 14:28;Definitief afgesloten;Afgesloten;22-12-2016 14:28;Handhaving;Handhaving;Costerlaan;;Zeist Centrum
22-12-2016 14:16;Definitief afgesloten;Afgesloten;22-12-2016 14:16;Wegen en fietspaden;Borden;Driebergseweg;;Zeist Oost
22-12-2016 12:08;Definitief afgesloten;Afgesloten;29-12-2016 12:08;Openbare verlichting;Overig (verlichting);;0251-0003;
22-12-2016 11:19;Definitief afgesloten;Afgesloten;29-12-2016 11:19;Groen;Overig (Groen);Pater Weijersplein;tussen huisnummer 7 en 8;Den Dolder e.o.
22-12-2016 10:23;Definitief afgesloten;Afgesloten;29-12-2016 10:23;Wegen en fietspaden;Gebreken fiets-/voetpaden;Torenlaan;2e Hogeweg bij de dierenarts/bushalte;Zeist Centrum
22-12-2016 9:52;Definitief afgesloten;Afgesloten;22-12-2016 9:52;Handhaving;Handhaving;Dolderseweg;;Den Dolder e.o.
22-12-2016 0:00;Definitief afgesloten;Afgesloten;22-12-2016 0:00;Afvaldumping;;Vossenlaan;Locatie Vossenlaan, tegenover nummer 5 Mastnummer;Den Dolder e.o.
21-12-2016 14:19;Definitief afgesloten;Afgesloten;28-12-2016 14:19;Openbare verlichting;Lamp defect;;0911-0006;
21-12-2016 13:20;Nieuw via KCC;Ontvangen;21-12-2016 13:20;;;;;
21-12-2016 12:27;Definitief afgesloten;Afgesloten;21-12-2016 12:27;Wegen en fietspaden;Paaltjes;Nijenheim;;Zeist West
21-12-2016 12:23;Definitief afgesloten;Afgesloten;21-12-2016 12:23;Afvaldumping;Afvaldumping;De Clomp;;Zeist West
21-12-2016 12:19;Definitief afgesloten;Afgesloten;21-12-2016 12:19;Afvaldumping;Afvaldumping;De Clomp;;Zeist West
21-12-2016 10:10;Definitief afgesloten;Afgesloten;28-12-2016 10:10;Groen;Bladoverlast;Tollenslaan;Gehele Tollenslaan;Zeist Centrum
21-12-2016 9:30;Definitief afgesloten;Afgesloten;21-12-2016 9:30;Handhaving;Handhaving;Schroeder vd Kolklaan;Grasveld bij Brede School;Den Dolder e.o.
21-12-2016 0:00;Definitief afgesloten;Afgesloten;21-12-2016 0:00;Openbare verlichting;;Breullaan;Locatie geen lichtmastnummer, test Mastnummer;Zeist Oost
21-12-2016 0:00;Definitief afgesloten;Afgesloten;21-12-2016 0:00;Openbare verlichting;;;Locatie Schoteldoeksesteeg Mastnummer;
20-12-2016 15:50;Definitief afgesloten;Afgesloten;27-12-2016 15:50;Openbare verlichting;Lamp defect;Dennenweg;0651-0006;Den Dolder e.o.
20-12-2016 14:17;Definitief afgesloten;Afgesloten;27-12-2016 14:17;Wegen en fietspaden;Gebreken fiets-/voetpaden;Oude Arnhemseweg;54;Zeist Centrum
20-12-2016 13:11;Definitief afgesloten;Afgesloten;27-12-2016 13:11;Wegen en fietspaden;Gebreken wegdek;Ruysdaellaan;;Den Dolder e.o.
20-12-2016 11:19;Definitief afgesloten;Afgesloten;27-12-2016 11:19;Openbare verlichting;Lamp defect;Tolhuislaan;3331-0008;Den Dolder e.o.
20-12-2016 10:08;Definitief afgesloten;Afgesloten;20-12-2016 10:08;Milieu;Mileu;Anne de Vrieslaan;;Zeist Centrum
20-12-2016 9:33;Definitief afgesloten;Afgesloten;20-12-2016 9:33;Overig;;Griffensteijnselaan;3 zorgwoningen schuin t.o. wooncomplex Eldorado,;Zeist West
20-12-2016 9:16;Definitief afgesloten;Afgesloten;20-12-2016 9:16;Milieu;Mileu;Prinses Margrietlaan;;Zeist Oost
20-12-2016 8:33;Definitief afgesloten;Afgesloten;27-12-2016 8:33;Openbare verlichting;Lamp defect;Couwenhoven;0591-0029;Zeist West
20-12-2016 0:00;Definitief afgesloten;Afgesloten;27-12-2016 0:00;Wegen en fietspaden;Gebreken fiets-/voetpaden;Molenweg;Waar de Sparrenheuvel uitkomt op de Molenweg. Bij de paaltjes waar de Molenweg is afgesloten;Zeist Oost
19-12-2016 18:09;Definitief afgesloten;Afgesloten;19-12-2016 18:09;Wegen en fietspaden;Borden;Julianalaan;Stolberglaan;Zeist Oost
19-12-2016 16:24;Definitief afgesloten;Afgesloten;26-12-2016 16:24;Groen;Overig (Groen);Vincent van Goghlaan;;Den Dolder e.o.
19-12-2016 16:08;Definitief afgesloten;Afgesloten;26-12-2016 16:08;Groen;Bladoverlast;Gerolaan;;Zeist Centrum
19-12-2016 12:36;Definitief afgesloten;Afgesloten;19-12-2016 12:36;Milieu;Mileu;Slotlaan;nr. 92;Zeist Centrum
19-12-2016 11:23;Definitief afgesloten;Afgesloten;26-12-2016 11:23;Groen;Bladoverlast;Amalia van Solmslaan;hele straat;Zeist Oost
19-12-2016 11:09;In behandeling;In behandeling;26-12-2016 11:09;Wegen en fietspaden;Gebreken wegdek;Brugakker;;Zeist West
19-12-2016 11:08;Definitief afgesloten;Afgesloten;20-12-2016 11:08;Openbare verlichting;Lichtmast gebroken/krom;Brugakker;;Zeist West
19-12-2016 10:57;Definitief afgesloten;Afgesloten;19-12-2016 10:57;Afvaldumping;Afvaldumping;Prinses Marijkelaan;;Zeist Oost
19-12-2016 10:54;Nieuw via KCC;Ontvangen;19-12-2016 10:54;;;;;
19-12-2016 10:32;Definitief afgesloten;Afgesloten;19-12-2016 10:32;Wegen en fietspaden;Paaltjes;Utrechtseweg;;Zeist Noord
19-12-2016 10:26;Definitief afgesloten;Afgesloten;26-12-2016 10:26;Groen;Bladoverlast;Biltseweg;;Den Dolder e.o.
19-12-2016 9:12;Definitief afgesloten;Afgesloten;19-12-2016 9:12;Handhaving;Handhaving;Zinzendorflaan;;Zeist Centrum
19-12-2016 0:00;Definitief afgesloten;Afgesloten;19-12-2016 0:00;Handhaving;Handhaving;Pleineslaan;Locatie Pleineslaan 6 en 10 Den Dolder;Den Dolder e.o.
19-12-2016 0:00;Definitief afgesloten;Afgesloten;19-12-2016 0:00;Openbare verlichting;;Het Rond;Locatie paal 0591 0029 heeft niet gebrand vannacht. Mastnummer;Zeist Centrum
19-12-2016 0:00;Definitief afgesloten;Afgesloten;19-12-2016 0:00;Openbare verlichting;;Breullaan;Locatie van doornlaantje Mastnummer;Zeist Oost
19-12-2016 0:00;Definitief afgesloten;Afgesloten;19-12-2016 0:00;Handhaving;Handhaving;Zeisteroever;Voor zeisteroever 64;Zeist West
19-12-2016 0:00;Definitief afgesloten;Afgesloten;27-12-2016 0:00;Wegen en fietspaden;Gebreken wegdek;Burg. Patijnlaan;t.h.v. Burgemeester Patijnlaan nummer 202.;Zeist Noord
19-12-2016 0:00;Definitief afgesloten;Afgesloten;19-12-2016 0:00;Bomen;;Burg. Patijnlaan;de bomenrij tussen de burg.Patijnlaan en de schermerslaan;Zeist Noord
19-12-2016 0:00;Definitief afgesloten;Afgesloten;19-12-2016 0:00;Overig;;Mercuriushof;Locatie wijk Sterrenberg;Den Dolder e.o.
19-12-2016 0:00;Definitief afgesloten;Afgesloten;27-12-2016 0:00;Groen;Overig (Groen);Nijenheim;aan de voorzijde van Nijenheim 1415;Zeist West
19-12-2016 0:00;Definitief afgesloten;Afgesloten;27-12-2016 0:00;Wegen en fietspaden;Gebreken fiets-/voetpaden;Erasmuslaan;Locatie Ongeveer de hele Erasmuslaan en de stoep van de Verlengde Slotlaan vanaf de rotonde Krakelingenweg tot aan het Christelijk Lyseum. Mastnummer;Zeist Centrum
18-12-2016 14:19;Definitief afgesloten;Afgesloten;18-12-2016 14:19;Wegen en fietspaden;Borden;;;
18-12-2016 0:00;Definitief afgesloten;Afgesloten;27-12-2016 0:00;Wegen en fietspaden;Gebreken fiets-/voetpaden;Lyceumlaan;Locatie Lyceumlaan 23, Zeist Mastnummer;Zeist Centrum
18-12-2016 0:00;Definitief afgesloten;Afgesloten;18-12-2016 0:00;Handhaving;;Korhoenlaan;Locatie Grasveld korhoenlaan Mastnummer;Zeist West
17-12-2016 0:00;Definitief afgesloten;Afgesloten;17-12-2016 0:00;Overig;;Laan van Eikenstein;Locatie laan van Eikenstein . thv oud computercentrum rabobank;Zeist Noord
17-12-2016 0:00;Definitief afgesloten;Afgesloten;24-12-2016 0:00;Wegen en fietspaden;Gebreken fiets-/voetpaden;Prof. Lorentzlaan;Locatie Prof. Lorentzlaan 36;Zeist Centrum
17-12-2016 0:00;Definitief afgesloten;Afgesloten;24-12-2016 0:00;Wegen en fietspaden;Gebreken fiets-/voetpaden;Bothalaan;Locatie de wijk Transvaal, o.a. De La Reijlaan, Bothalaan, de Wetlaan, Minkelerslaan, Kritzingerlaan, Scheeperslaan;Zeist Centrum
17-12-2016 0:00;Definitief afgesloten;Afgesloten;17-12-2016 0:00;Overig;;Bothalaan;Locatie Bothalaan 10-12 Mastnummer;Zeist Centrum
17-12-2016 0:00;Definitief afgesloten;Afgesloten;17-12-2016 0:00;Openbare verlichting;;Dreef;Locatie Wandelpad langs de Dreef Vollenhove Mastnummer;
16-12-2016 17:20;Definitief afgesloten;Afgesloten;23-12-2016 17:20;Wegen en fietspaden;Gebreken wegdek;Lyceumlaan;lyceumlaan;Zeist Centrum
16-12-2016 15:24;Definitief afgesloten;Afgesloten;16-12-2016 15:24;Afvaldumping;Afvaldumping;Roemer Visscherlaan;bij de ondergrondse container;Zeist Noord
16-12-2016 13:52;Definitief afgesloten;Afgesloten;16-12-2016 13:52;Handhaving;Handhaving;Korte Bergweg;stoepen;Den Dolder e.o.
16-12-2016 13:24;Definitief afgesloten;Afgesloten;16-12-2016 13:24;Afvaldumping;Afvaldumping;Crosestein;;Zeist West
16-12-2016 12:54;Definitief afgesloten;Afgesloten;23-12-2016 12:54;Wegen en fietspaden;Gebreken fiets-/voetpaden;Reigerwaard;;
16-12-2016 11:46;Definitief afgesloten;Afgesloten;16-12-2016 11:46;Wegen en fietspaden;Gebreken wegdek;Schaerweijdelaan;Schaerweijdelaan / Oude Arnhemseweg;Zeist Centrum
16-12-2016 11:03;Definitief afgesloten;Afgesloten;23-12-2016 11:03;Openbare verlichting;Lamp defect;Filips v Bourgondiëlaan;0381-0021;Zeist West
16-12-2016 10:20;Definitief afgesloten;Afgesloten;16-12-2016 10:20;Wegen en fietspaden;Paaltjes;Korte Steynlaan;;Zeist Centrum
16-12-2016 0:00;Definitief afgesloten;Afgesloten;16-12-2016 0:00;Openbare verlichting;;;;
16-12-2016 0:00;Definitief afgesloten;Afgesloten;23-12-2016 0:00;Openbare verlichting;Lamp defect;Fornheselaan;bij de vuilcontainer appartementencomplex aan de Fornheselaan 2 t/m 6;Den Dolder e.o.
16-12-2016 0:00;Definitief afgesloten;Afgesloten;16-12-2016 0:00;Handhaving;Handhaving;Guido Gezellelaan;Locatie Begin van de Guido Gezellelaan. Mastnummer;Zeist Noord
16-12-2016 0:00;Definitief afgesloten;Afgesloten;16-12-2016 0:00;Bomen;Bomen;Jan Thijssenlaan;Locatie hgfd Mastnummer;Zeist Noord
16-12-2016 0:00;Definitief afgesloten;Afgesloten;16-12-2016 0:00;Openbare verlichting;;Geiserlaan;Locatie O9 001 Mastnummer;Zeist Centrum
16-12-2016 0:00;Definitief afgesloten;Afgesloten;16-12-2016 0:00;Milieu;Mileu;Nijenheim;Locatie Speelplein achter woning Nijenheim 2103;Zeist West
16-12-2016 0:00;Definitief afgesloten;Afgesloten;16-12-2016 0:00;Milieu;Mileu;Sterrenberglaan;Locatie Sterrenberglaan 17 te Huis ter HeideInformatie E.J. van de Haar 06-1100 89 86 Mastnummer;Den Dolder e.o.
15-12-2016 21:55;Definitief afgesloten;Afgesloten;22-12-2016 21:55;Groen;Bladoverlast;Sanatoriumlaan;;Zeist Noord
15-12-2016 14:32;Definitief afgesloten;Afgesloten;22-12-2016 14:32;Groen;Bladoverlast;Baarnseweg;;Den Dolder e.o.
15-12-2016 13:57;Definitief afgesloten;Afgesloten;15-12-2016 13:57;;;Couwenhoven;;Zeist West
15-12-2016 12:49;Definitief afgesloten;Afgesloten;22-12-2016 12:49;Wegen en fietspaden;Gebreken fiets-/voetpaden;Slotlaan;;Zeist Centrum
15-12-2016 11:52;Definitief afgesloten;Afgesloten;22-12-2016 11:52;Groen;Bladoverlast;Dolderseweg;hele Dolderseweg en met name bij nr. 71;Den Dolder e.o.
15-12-2016 11:31;Definitief afgesloten;Afgesloten;22-12-2016 11:31;Wegen en fietspaden;Gebreken fiets-/voetpaden;Hoog Kanje;;Zeist Oost
15-12-2016 11:20;Nieuw via KCC;Ontvangen;15-12-2016 11:20;;;;;
15-12-2016 10:58;Definitief afgesloten;Afgesloten;15-12-2016 10:58;Afvaldumping;Afvaldumping;Slotlaan;;Zeist Centrum
15-12-2016 10:26;Definitief afgesloten;Afgesloten;22-12-2016 10:26;Wegen en fietspaden;Gebreken fiets-/voetpaden;Het Rond;;Zeist Centrum
15-12-2016 10:21;Definitief afgesloten;Afgesloten;22-12-2016 10:21;Groen;Bladoverlast;Barendrechtweg;Oude Postweg tegenover de Barendrechtweg;Zeist Oost
15-12-2016 8:38;Voorlopig afgesloten;Afgehandeld;22-12-2016 8:38;Groen;Bladoverlast;Prof. Lorentzlaan;;Zeist Centrum
15-12-2016 8:37;Definitief afgesloten;Afgesloten;15-12-2016 8:37;Handhaving;Handhaving;Antonlaan;Antonlaan hoek Weeshuislaan;Zeist Centrum
15-12-2016 8:31;Definitief afgesloten;Afgesloten;22-12-2016 8:31;Openbare verlichting;Overig (verlichting);Antonlaan;kruispunt Steynlaan - Antonlaan;Zeist Centrum
15-12-2016 0:00;Definitief afgesloten;Afgesloten;22-12-2016 0:00;Openbare verlichting;Lamp defect;Universumlaan;Locatie Universumlaan Huis ter Heide Mastnummer;Den Dolder e.o.
15-12-2016 0:00;Definitief afgesloten;Afgesloten;15-12-2016 0:00;Klachten afvalinzameling;Klacht afvalimzameling;Evenaar;Locatie Sterrenberg, o.a. Evenaar en Planetenlaan Mastnummer;Den Dolder e.o.
15-12-2016 0:00;Definitief afgesloten;Afgesloten;15-12-2016 0:00;Handhaving;Handhaving;Johan v Oldenbarneveltln;Locatie johan van oldenbarneveltlaan als ze van de panweg komen naar de supermakt aldi en jumbo. Mastnummer;Zeist Noord
15-12-2016 0:00;Definitief afgesloten;Afgesloten;22-12-2016 0:00;Groen;Bladoverlast;Amalia van Solmslaan;Locatie Amalia van Solmslaan op meerdere plekken - wij wonen op nr. 60 Mastnummer;Zeist Oost
15-12-2016 0:00;Definitief afgesloten;Afgesloten;15-12-2016 0:00;Wegen en fietspaden;;Prins Bernhardlaan;Locatie Pr. Bernhardlaan toegangsweg Boswerf Mastnummer;Zeist Oost
15-12-2016 0:00;Definitief afgesloten;Afgesloten;15-12-2016 0:00;Wegen en fietspaden;;Prins Bernhardlaan;Locatie Pr. Bernhardlaan toegangspad Boswerf Mastnummer;Zeist Oost
15-12-2016 0:00;Definitief afgesloten;Afgesloten;15-12-2016 0:00;Bomen;Bomen;De Brink;Locatie De Brink, 3703 AT, Zeist Mastnummer;Zeist West
15-12-2016 0:00;Definitief afgesloten;Afgesloten;15-12-2016 0:00;Bomen;Bomen;Populierenlaan;Locatie Populierenlaan 3Aboom staat rechts voor ingang van perceel nr 4 Mastnummer;Den Dolder e.o.
15-12-2016 0:00;Definitief afgesloten;Afgesloten;15-12-2016 0:00;Milieu;Mileu;Dijnselweg;Locatie niets Mastnummer;Zeist Noord
15-12-2016 0:00;Definitief afgesloten;Afgesloten;15-12-2016 0:00;Parkeren;Parkeren;Dr. Stärckelaan;DR Starckelaan nr 32;Den Dolder e.o.
15-12-2016 0:00;Definitief afgesloten;Afgesloten;15-12-2016 0:00;Wegen en fietspaden;;Odijkerweg;Locatie Odijkerweg aan noordzijde van het station Mastnummer;Zeist Oost
15-12-2016 0:00;Definitief afgesloten;Afgesloten;22-12-2016 0:00;Wegen en fietspaden;Gebreken fiets-/voetpaden;Odijkerweg;Locatie Station Driebergen Zeist Mastnummer;Zeist Oost
14-12-2016 22:39;Definitief afgesloten;Afgesloten;14-12-2016 22:39;Handhaving;Handhaving;Nooitgedacht;;Zeist Centrum
14-12-2016 15:42;Definitief afgesloten;Afgesloten;14-12-2016 15:42;Afvaldumping;Afvaldumping;Burg. Patijnlaan;;Zeist Noord
14-12-2016 15:41;Definitief afgesloten;Afgesloten;21-12-2016 15:41;Wegen en fietspaden;Gebreken wegdek;Schipsloot;;Zeist Noord
14-12-2016 15:35;Definitief afgesloten;Afgesloten;14-12-2016 15:35;Afvaldumping;Afvaldumping;Dijnselburgerlaan;;Zeist Noord
14-12-2016 13:51;Definitief afgesloten;Afgesloten;14-12-2016 13:51;Wegen en fietspaden;Gebreken fiets-/voetpaden;Slotlaan;;Zeist Centrum
14-12-2016 13:17;Definitief afgesloten;Afgesloten;21-12-2016 13:17;Openbare verlichting;Lamp defect;Huis ter Heideweg;1356-0010 en 1356-0015;Zeist Noord
