FID,verkeersongeval_nummer,jaar_ongeval,verkeersongeval_afloop,aantal_partijen,partij_1_objecttype,partij_1_objecttype_overig,partij_2_objecttype,partij_2_objecttype_overig,aard_ongeval,niveau_koppelen,wegsituatie,bebouwde_kom,maximum_snelheid,wegverlichting,wegverharding,wegdek,lichtgesteldheid,zichtafstand,weersgesteldheid,bijz_verkeersmaatregel,bijz_verkeersmaatregel_overig,bijz_infrastructuur,bijz_infrastructuur_overig,bijz_tijdelijke_aard,bijz_tijdelijke_aard_overig,junctie_id,wegvak_id,hectometer,straatnaam,woonplaats,actueel,wegbeheerder,gemeente,provincie,dienstnaam,districtnaam,indicatie_alcohol,gdb_geomattr_data,shape
ongevallen_2019.1638,20190096220,2019,Letsel,2,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,155308090,,,Laan van Eik en Duinen,'s-Gravenhage,Ja,Gemeente,'s-Gravenhage,Zuid-Holland,,,,,POINT (77949.07499999925 454259.9400999993)
ongevallen_2019.1639,20190160722,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Daglicht,,,,,,,,,,183274130,,West-Kruiskade,Rotterdam,Ja,Gemeente,Rotterdam,Zuid-Holland,,,,,POINT (91982 437346.5)
ongevallen_2019.1640,20190173750,2019,Uitsluitend materiele schade,1,Personenauto,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Schemer,,,,,,,,,,,2064,Rijksweg A50,Apeldoorn,Ja,Rijk,Apeldoorn,Gelderland,RWS Oost-Nederland,ON District Noord,,,POINT (198387.84699999914 469166.20369999856)
ongevallen_2019.1641,20190181061,2019,Uitsluitend materiele schade,1,Personenauto,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Duisternis,,,,,,,,,,,234,Rijksweg A20,Schiedam,Ja,Rijk,Schiedam,Zuid-Holland,RWS West-Nederland Zuid,WNZ District Noord,,,POINT (84578.35429999977 437948.2001999989)
ongevallen_2019.1653,20190079491,2019,Uitsluitend materiele schade,2,Personenauto,,Fiets,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,,Niet brandend,ZOAB,Nat,Daglicht,,Droog,Andere oversteekplaats,,,,,,,240365024,,Van Leijenberghlaan,Amsterdam,Ja,Gemeente,Amsterdam,Noord-Holland,,,,,POINT (120392 482661.938000001)
ongevallen_2019.1654,20190080073,2019,Uitsluitend materiele schade,2,Personenauto,,Los voorwerp,,Geparkeerd voertuig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,Parkeervoorziening,,,,,503587007,,Westersingel,Appingedam,Ja,Gemeente,Eemsdelta,Groningen,,,,,POINT (251593.3509999998 593576.6499999985)
ongevallen_2019.1655,20190082395,2019,Letsel,2,Personenauto,,Boom,,Vast voorwerp,Ongeval gekoppeld op straat niveau.,Rechte weg,Buiten,100,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,535539011,,Winschoterweg,Blijham,Ja,Provincie,Westerwolde,Groningen,,,,,POINT (267978.0789999999 569472.5599999987)
ongevallen_2019.1656,20190084714,2019,Letsel,2,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,,528547012,,St. Vitusholt,Winschoten,Ja,Gemeente,Oldambt,Groningen,,,,,POINT (264387.80900000036 573582.3830000013)
ongevallen_2019.20477,20199092786,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval gekoppeld op straat niveau.,,,,,,,Duisternis,,,,,,,,,,364504018,,Sewei,Joure,Nee,Gemeente,De Fryske Marren,Friesland,,,,,POINT (182218.17799999937 552299.3520000018)
ongevallen_2019.1657,20190087079,2019,Letsel,2,Personenauto,,,GEEN PARTIJ,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,375282049,,,De Burcht,Arnhem,Ja,Gemeente,Arnhem,Gelderland,,,,,POINT (187504.28400000185 441419.19900000095)
ongevallen_2019.1658,20190089934,2019,Uitsluitend materiele schade,2,Personenauto,,Snorfiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,184275076,,,Poortstraat,Rotterdam,Ja,Gemeente,Rotterdam,Zuid-Holland,,,,,POINT (92244.03500000015 437671.2404000014)
ongevallen_2019.1659,20190090514,2019,Letsel,2,Personenauto,,Snorfiets,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30,Brandend,Overig asfalt,Nat,Duisternis,,Regen,Andere oversteekplaats,,,,,,233369058,,,Plesmanlaan,Amsterdam,Ja,Gemeente,Amsterdam,Noord-Holland,,,,,POINT (116644.12900000066 484978.18299999833)
ongevallen_2019.1660,20190090531,2019,Uitsluitend materiele schade,1,Personenauto,,,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50,Brandend,Overig asfalt,Nat,Duisternis,,Droog,,,,,,,253360200,,,Gooiseweg,Amsterdam,Nee,Gemeente,Amsterdam,Noord-Holland,,,,,POINT (126649.42700000107 480035.9470000006)
ongevallen_2019.1661,20190091083,2019,Letsel,2,Bromfiets,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50,Niet brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,247362034,,,Buitensingel,Amsterdam-Duivendrecht,Ja,Gemeente,Ouder-Amstel,Noord-Holland,,,,,POINT (123767.29050000012 481460.37220000103)
ongevallen_2019.1662,20190093958,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,130,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,,,660,RYKSWG,Akersloot,Ja,Rijk,Castricum,Noord-Holland,RWS West-Nederland Noord,WNN District Noord,,,POINT (109614.34970000014 510213.68659999967)
ongevallen_2019.1663,20190093964,2019,Letsel,2,Fiets,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,,Niet aanwezig,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,231396082,,Lagedijk,Zaandijk,Ja,Gemeente,Zaanstad,Noord-Holland,,,,,POINT (115934.43800000101 498457.45800000057)
ongevallen_2019.1664,20190094551,2019,Letsel,2,Motor,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,247370031,,Middenweg,Amsterdam,Ja,Gemeente,Amsterdam,Noord-Holland,,,,,POINT (123829.31700000167 485254.7349999994)
ongevallen_2019.1665,20190095101,2019,Uitsluitend materiele schade,2,Bestelauto,,Trekker,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,70,Niet brandend,Overig asfalt,Droog,Schemer,,Droog,,,,,,,,,2000,Beneluxweg,Groningen,Nee,Rijk,Groningen,Groningen,,,,,POINT (236072.78610000014 581525.2864000015)
ongevallen_2019.1666,20190095698,2019,Uitsluitend materiele schade,3,Personenauto,,Onbekend voertuig i.g.v. doorrijder,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Bocht,Binnen,30,Brandend,Overig asfalt,Nat,Duisternis,,Droog,,,,,,,,371060020,,Van Ostadestraat,Geleen,Ja,Gemeente,Sittard-Geleen,Limburg,,,,,POINT (185721.42599999905 330034.27800000086)
ongevallen_2019.1667,20190096255,2019,Letsel,3,Personenauto,,Personenauto,,Kop/staart,Ongeval gekoppeld op straat niveau.,Rechte weg,Buiten,50,Brandend,ZOAB,Nat,Daglicht,,Droog,,,,FILE,,,,,650,Rijksweg 15,Ridderkerk,Ja,Rijk,Ridderkerk,Zuid-Holland,RWS West-Nederland Zuid,WNZ District Zuid,,,POINT (99516.54969999939 431363.3264000006)
ongevallen_2019.1668,20190097453,2019,Uitsluitend materiele schade,3,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,130,Niet brandend,ZOAB,Nat,Daglicht,,Droog,,,,,,,,,515,RIJKSWEG,Lexmond,Ja,Rijk,Vijfheerenlanden,Utrecht,RWS West-Nederland Zuid,WNZ District Zuid,,,POINT (131435.98649999872 440862.96339999884)
ongevallen_2019.1669,20190097466,2019,Uitsluitend materiele schade,2,Personenauto,,Overig wegmeubilair,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Bocht,Buiten,80,Niet aanwezig,Overig asfalt,Nat,Duisternis,,Regen,,,,,,,,600114704,,Zeeweg,Overveen,Ja,Provincie,Bloemendaal,Noord-Holland,,,Ja,,POINT (98654.88100000098 490668.83100000024)
ongevallen_2019.1670,20190098580,2019,Uitsluitend materiele schade,2,Bromfiets,,Bestelauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50,Niet brandend,Beton,Droog,Daglicht,,Droog,,,,,,,,184278148,,Gordelweg,Rotterdam,Nee,Gemeente,Rotterdam,Zuid-Holland,,,,,POINT (92462.28299999982 439493.7340000011)
ongevallen_2019.1683,20190081255,2019,Uitsluitend materiele schade,3,Personenauto,,Overig wegmeubilair,,Vast voorwerp,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,50,Brandend,ZOAB,Nat,Daglicht,,Regen,,,,,,,184276072,,,Teilingerstraat,Rotterdam,Ja,Gemeente,Rotterdam,Zuid-Holland,,,,,POINT (92219 438120)
ongevallen_2019.1684,20190081832,2019,Uitsluitend materiele schade,2,Personenauto,,Trekker,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,473561062,,,Rigaweg,Groningen,Ja,Gemeente,Groningen,Groningen,,,,,POINT (236897.02389999852 580590.4816000015)
ongevallen_2019.1685,20190083016,2019,Uitsluitend materiele schade,2,Snorfiets,,Snorfiets,,Frontaal,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,,Brandend,Overig asfalt,Nat,Duisternis,,Droog,,,Brug/viaduct,,,,,415153044,,Eindhovenseweg,Venlo,Nee,Gemeente,Venlo,Limburg,,,,,POINT (207841.44099999964 376677.2529999986)
ongevallen_2019.1686,20190083575,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Buiten,50,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,193301012,,,Zoetermeerse laan,Bleiswijk,Ja,Gemeente,Lansingerland,Zuid-Holland,,,,,POINT (96844.76099999994 450603.65300000086)
ongevallen_2019.1687,20190084726,2019,Uitsluitend materiele schade,2,Bestelauto,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,357248017,,,Kasteellaan,Wijchen,Ja,Gemeente,Wijchen,Gelderland,,,,,POINT (178636.5967000015 424446.4572999999)
ongevallen_2019.1688,20190084749,2019,Letsel,1,Personenauto,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Bocht,Buiten,130,Brandend,ZOAB,Nat,Duisternis,,Droog,,,,,,,,,1470,RYKSWG,Ewijk,Nee,Rijk,Beuningen,Gelderland,,,,,POINT (176763.8440000005 429212.15300000086)
ongevallen_2019.1689,20190086535,2019,Uitsluitend materiele schade,2,Personenauto,,Fiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,419348034,,Deltalaan,Deventer,Ja,Gemeente,Deventer,Overijssel,,,,,POINT (209777.46400000155 474363.24599999934)
ongevallen_2019.1690,20190087674,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Kop/staart,Ongeval gekoppeld op straat niveau.,Rechte weg,Buiten,80,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,364411004,,Hanzeweg,Dronten,Nee,Gemeente,Dronten,Flevoland,,,,,POINT (181874.9840000011 505896.11199999973)
ongevallen_2019.1691,20190088819,2019,Uitsluitend materiele schade,2,Snorfiets,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50,Niet brandend,Beton,Nat,Daglicht,,Regen,,,,,,,321166022,,,Anna van Egmondstraat,Eindhoven,Ja,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160769.66840000078 383021.9167000018)
ongevallen_2019.1692,20190089964,2019,Letsel,2,Personenauto,,Personenauto,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,60,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,VLAK NA EEN BOCHT,,,150257007,,,Oude Waaldijk,Abbenbroek,Ja,Waterschap,Nissewaard,Zuid-Holland,,,,,POINT (75424.90929999948 428977.19849999994)
ongevallen_2019.1693,20190090554,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Frontaal,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,50,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,249357049,,,Snijdersbergweg,Amsterdam,Ja,Gemeente,Amsterdam,Noord-Holland,,,,,POINT (124964.6462999992 478643.05160000175)
ongevallen_2019.1694,20190090555,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Geparkeerd voertuig,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,30,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,Parkeervoorziening,,,,,246374032,,Kleine Wittenburgerstr,Amsterdam,Ja,Gemeente,Amsterdam,Noord-Holland,,,,,POINT (123296.14900000021 487138.02600000054)
ongevallen_2019.1695,20190091139,2019,Letsel,3,Personenauto,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,249381054,,,Amerbos,Amsterdam,Ja,Gemeente,Amsterdam,Noord-Holland,,,,,POINT (124551 490791)
ongevallen_2019.1696,20190093985,2019,Uitsluitend materiele schade,2,Snorfiets,,Bromfiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,241374076,,,0106 BRUG,Amsterdam,Ja,Gemeente,Amsterdam,Noord-Holland,,,,,POINT (120818.79500000179 487458.313000001)
ongevallen_2019.1697,20190094006,2019,Uitsluitend materiele schade,2,Personenauto,,e-bike,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 3 takken",Binnen,30,Niet brandend,Klinkers,Nat,Daglicht,,Droog,,,,,,,189330031,,,Wiekelhorst,Leiden,Ja,Gemeente,Leiden,Zuid-Holland,,,,,POINT (94865 465386)
ongevallen_2019.1698,20190094586,2019,Uitsluitend materiele schade,3,Personenauto,,Personenauto,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 3 takken",Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,183274066,,,Zijdewindestraat,Rotterdam,Ja,Gemeente,Rotterdam,Zuid-Holland,,,,,POINT (91560.14600000158 437215.90740000084)
ongevallen_2019.1699,20190095158,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,505351002,,Staringstraat,Hengelo,Ja,Gemeente,Hengelo,Overijssel,,,,,POINT (252968.05200000107 475550.4200000018)
ongevallen_2019.1700,20190095715,2019,Letsel,2,Personenauto,,Snorfiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,405540034,,,Hof van Edenlaan,Drachten,Ja,Gemeente,Smallingerland,Friesland,,,,,POINT (202513.65929999948 570123.3775000013)
ongevallen_2019.1701,20190095716,2019,Uitsluitend materiele schade,3,Personenauto,,Onbekend voertuig i.g.v. doorrijder,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30,Brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,,378547013,,De Nije Reed,Warten,Ja,Gemeente,Leeuwarden,Friesland,,,,,POINT (189137.05900000036 573702.8610000014)
ongevallen_2019.1702,20190095721,2019,Letsel,2,Personenauto,,Lichtmast,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,506571006,,,Damsterweg,Siddeburen,Ja,Gemeente,Midden-Groningen,Groningen,,,,,POINT (253334.00840000063 585589.6171999983)
ongevallen_2019.1703,20190096309,2019,Uitsluitend materiele schade,2,Personenauto,,Bestelauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,120,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,,,1120,RYKSWG,'s-Hertogenbosch,Ja,Rijk,'s-Hertogenbosch,Noord-Brabant,RWS Zuid-Nederland,ZN District Midden,,,POINT (150626.5122999996 415057.309799999)
ongevallen_2019.1704,20190096871,2019,Letsel,2,Bestelauto,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Bocht,Buiten,130,Niet aanwezig,ZOAB,Droog,Duisternis,,Droog,,,,,,,,,227,RIJKSWEG A29,Klaaswaal,Ja,Rijk,Hoeksche Waard,Zuid-Holland,RWS West-Nederland Zuid,WNZ District Zuid,Ja,,POINT (88201.76720000058 421812.1449000016)
ongevallen_2019.1705,20190096875,2019,Letsel,2,Personenauto,,Voetganger,,Voetganger,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,50,Brandend,Klinkers,Nat,Duisternis,,Droog,VOP,,,,,,201263056,,,Frans Halsstraat,Ridderkerk,Ja,Gemeente,Ridderkerk,Zuid-Holland,,,,,POINT (100535.20219999924 431543.24159999937)
ongevallen_2019.1706,20190096883,2019,Letsel,3,Personenauto,,Fiets,,Onbekend,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,50,Brandend,Overig asfalt,Droog,Duisternis,,Droog,Andere oversteekplaats,,,,,,177273086,,,Barkasstraat,Rotterdam,Ja,Gemeente,Rotterdam,Zuid-Holland,,,,,POINT (88869.84939999878 436869.48959999904)
ongevallen_2019.1707,20190097491,2019,Letsel,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,UITRITCONSTRUCTIE,,,244372095,,,Nieuwe Keizersgracht,Amsterdam,Ja,Gemeente,Amsterdam,Noord-Holland,,,,,POINT (122208 486460)
ongevallen_2019.1709,20190178646,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Daglicht,,,,,,,,,,,230,RIJKSWEG A29,Klaaswaal,Ja,Rijk,Hoeksche Waard,Zuid-Holland,RWS West-Nederland Zuid,WNZ District Zuid,,,POINT (88287.12090000138 421460.2544)
ongevallen_2019.1719,20190080718,2019,Letsel,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Bocht,Binnen,30,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,,237373009,,Magalhaensstraat,Amsterdam,Nee,Gemeente,Amsterdam,Noord-Holland,,,,,POINT (118707.45300000161 486701.44200000167)
ongevallen_2019.1720,20190081304,2019,Uitsluitend materiele schade,2,Personenauto,,Overig vast object,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,UITRIT,,,,166273032,,Delftseveerweg,Vlaardingen,Nee,Gemeente,Vlaardingen,Zuid-Holland,,,,,POINT (83251.68600000069 436760.6620000005)
ongevallen_2019.1721,20190081875,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Buiten,50,Niet brandend,ZOAB,Nat,Daglicht,,Regen,,,,,,,519347025,,,Lossersestraat,Enschede,Ja,Provincie,Enschede,Overijssel,,,,,POINT (259596.39499999955 473683.9210000001)
ongevallen_2019.1722,20190084761,2019,Letsel,2,Snorfiets,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Niet brandend,Beton,Droog,Daglicht,,Droog,,,,UITRIT,,,,389345008,,Stadhoudersmolenweg,Apeldoorn,Ja,Gemeente,Apeldoorn,Gelderland,,,,,POINT (194796.42500000075 472581.8200000003)
ongevallen_2019.1723,20190085325,2019,Uitsluitend materiele schade,2,Personenauto,,Los voorwerp,,Los voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,UITRIT,,,,197349119,,Barentszstraat,Lisse,Ja,Gemeente,Lisse,Zuid-Holland,,,,,POINT (98996.81100000069 474693.2479999997)
ongevallen_2019.1724,20190085346,2019,Letsel,3,Motor,,Personenauto,,Kop/staart,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,70,Brandend,Overig asfalt,Droog,Schemer,,Droog,,,Tunnel,,,,,171312076,,NOORDELIJKE RANDWEG,Voorburg,Ja,Rijk,Leidschendam-Voorburg,Zuid-Holland,RWS West-Nederland Zuid,WNZ District Noord,,,POINT (85642.82899999991 456448.2030000016)
ongevallen_2019.1725,20190086555,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Flank,Ongeval gekoppeld op kruispuntniveau.,Rotonde,Binnen,80,Niet brandend,,Droog,Daglicht,,Droog,,,,,,,378390050,,,de Hagen,Oldebroek,Ja,Provincie,Oldebroek,Gelderland,,,,,POINT (189154.7100000009 495223.95800000057)
ongevallen_2019.1726,20190086570,2019,Uitsluitend materiele schade,2,Personenauto,,Lichtmast,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,508345005,,Elysium,Enschede,Nee,Gemeente,Enschede,Overijssel,,,,,POINT (254101.96499999985 472782.13599999994)
ongevallen_2019.1727,20190087158,2019,Letsel,1,Bromfiets,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,80,Niet aanwezig,Overig asfalt,,Duisternis,,Droog,,,,,,,,252431002,,Schrepel,De Goorn,Ja,Gemeente,Koggenland,Noord-Holland,,,,,POINT (126093.94900000095 515415.8770000003)
ongevallen_2019.1728,20190090597,2019,Uitsluitend materiele schade,3,Bestelauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,100,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,Tunnel,,,,,,302,Ringweg-West,Amsterdam,Ja,Rijk,Amsterdam,Noord-Holland,RWS West-Nederland Noord,WNN District Zuid,,,POINT (119487.39299999923 492090.2608000003)
ongevallen_2019.1729,20190091163,2019,Uitsluitend materiele schade,1,Fiets,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,VOP,,,,,,247371099,,,Linnaeusstraat,Amsterdam,Ja,Gemeente,Amsterdam,Noord-Holland,,,,,POINT (123517.9664000012 485943.6752999984)
ongevallen_2019.1730,20190091167,2019,Uitsluitend materiele schade,2,Bestelauto,,Snorfiets,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,,251378051,,Spanderswoudstraat,Amsterdam,Ja,Gemeente,Amsterdam,Noord-Holland,,,,,POINT (125745.70399999991 489303.62900000066)
ongevallen_2019.1731,20190091733,2019,Letsel,2,Personenauto,,Personenauto,,Kop/staart,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,50,Brandend,Overig asfalt,Nat,Duisternis,,Droog,,,Tunnel,,,,,188306084,,Europaweg,Zoetermeer,Ja,Gemeente,Zoetermeer,Zuid-Holland,,,,,POINT (94120.77699999884 453309.8189999983)
ongevallen_2019.1732,20190091754,2019,Uitsluitend materiele schade,1,Personenauto,,,,Onbekend,Ongeval gekoppeld op straat niveau.,Rechte weg,Buiten,60,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,,236279115,,Lekdijk-West,Schoonhoven,Ja,Gemeente,Krimpenerwaard,Zuid-Holland,,,,,POINT (118031.22300000116 439552.8999999985)
ongevallen_2019.1734,20190096347,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,130,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,,1000,RYKSWG,Nijmegen,Ja,Rijk,Nijmegen,Gelderland,RWS Oost-Nederland,ON District Zuid,,,POINT (182490.65670000017 424310.317400001)
ongevallen_2019.1735,20190097525,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Bocht,Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,165303116,,,Generaal Spoorlaan,Rijswijk,Ja,Gemeente,Rijswijk,Zuid-Holland,,,,,POINT (82558 451590)
ongevallen_2019.1736,20190098076,2019,Uitsluitend materiele schade,2,Bestelauto,,Personenauto,,Flank,Ongeval gekoppeld op straat niveau.,,Binnen,50,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,,413351030,,Middelweg,Deventer,Ja,Gemeente,Deventer,Overijssel,,,,,POINT (206897.60500000045 475604.6400000006)
ongevallen_2019.1737,20190098078,2019,Letsel,2,Personenauto,,Boom,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Brandend,Overig asfalt,Nat,Duisternis,,Droog,,,,,,,,394335136,,Gildenlaan,Apeldoorn,Ja,Gemeente,Apeldoorn,Gelderland,,,,,POINT (197247.39699999988 467759.8500000015)
