OBJECTID,BGTBRONHOUDERCODE,BGTBRONHOUDER,BGTSTATUS,RELATIEVEHOOGTELIGGING,SUBTYPE,DROOGVALLEND,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,STATUS,TIJDSTIP_REGISTRATIE,Shape__Area,Shape__Length
463,W0651,Hoogheemraadschap Hollands Noorderkwartier,bestaand,0,waterloop,,1193.582,283,,2022/08/18 11:30:08+00,1193.582151,768.806537911228
464,W0651,Hoogheemraadschap Hollands Noorderkwartier,bestaand,0,waterloop,,822.4,283,,2015/05/07 12:59:00+00,822.4130814,378.186721275913
465,W0647,Waterschap Noorderzijlvest,bestaand,0,waterloop,,81.098,283,,2017/09/15 10:55:12+00,81.097529,216.481811424887
466,G1700,Twenterand,bestaand,0,watervlakte,,245.766,283,,2022/08/16 12:24:05+00,245.65420685,72.9618504881727
467,W0663,Waterschap Vechtstromen,bestaand,0,waterloop,,17.255,283,,2020/03/10 12:19:13+00,17.255192,17.7499993523703
468,G1700,Twenterand,bestaand,0,waterloop,,67.766,283,,2015/09/23 07:52:22+00,67.76453302,98.458963456132
469,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,75.451,283,,2018/11/08 08:38:54+00,75.451002,67.5462970669104
470,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,134.573,283,,2015/09/23 07:52:22+00,134.5729505,133.739998073392
471,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,1123.367,283,,2018/11/08 08:38:54+00,1123.367312,1081.64032761538
472,W0647,Waterschap Noorderzijlvest,bestaand,0,waterloop,,37148.278,283,,2021/09/13 06:11:49+00,37148.278027,6121.34229387795
473,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,409.343,283,,2017/09/14 14:46:22+00,409.34285,334.205020635567
474,W0663,Waterschap Vechtstromen,bestaand,0,waterloop,,57.347,283,,2020/03/10 12:19:13+00,57.345218925,84.0468832546052
475,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,289.177,283,,2015/09/23 07:52:22+00,289.177073,212.152251228763
476,W0663,Waterschap Vechtstromen,bestaand,0,waterloop,,8.526,283,,2017/05/12 16:06:39+00,8.516024965,26.5984650086003
477,G1700,Twenterand,bestaand,0,"watervlakte: meer, plas, ven, vijver",,82.592,283,,2021/02/03 08:03:44+00,82.62566971,61.6353232245766
478,G1700,Twenterand,bestaand,0,waterloop,,170.172,283,,2015/09/23 07:52:22+00,170.171013575,329.036337695656
479,W0663,Waterschap Vechtstromen,bestaand,0,waterloop,,35.815,283,,2017/05/12 16:06:39+00,35.81423502,82.4777233737352
480,G1700,Twenterand,bestaand,0,waterloop,,15.811,283,,2015/09/23 07:52:22+00,15.8098505,43.817267733265
481,W0663,Waterschap Vechtstromen,bestaand,0,waterloop,,260.557,283,,2021/02/01 06:26:43+00,260.55401582,296.671342163971
482,G1700,Twenterand,bestaand,0,waterloop,,10.659,283,,2015/09/23 07:52:22+00,10.657720585,22.5005747446234
483,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,536.237,283,,2021/06/03 10:50:39+00,536.237322,532.28450020889
484,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,359.678,283,,2015/09/22 09:33:46+00,359.66277928,183.560505392373
485,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,18.956,283,,2021/03/24 07:34:46+00,18.95424508,22.3889731013024
486,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,263.541,283,,2022/01/17 10:17:33+00,263.535288535,176.819073203383
487,G1700,Twenterand,bestaand,0,waterloop,,101.852,283,,2015/09/22 09:33:46+00,101.828819025,128.074767674471
488,W0663,Waterschap Vechtstromen,bestaand,0,"greppel, droge sloot",,2843.646,283,,2022/08/01 13:30:53+00,2843.64356168,1636.11565577008
489,W0646,Waterschap Hunze en Aa's,bestaand,0,waterloop,,2423.811,283,,2020/08/17 10:25:52+00,2423.762991595,519.044650133561
490,W0663,Waterschap Vechtstromen,bestaand,0,waterloop,,284.354,283,,2017/05/12 16:06:39+00,284.34118548,166.335506222477
491,W0663,Waterschap Vechtstromen,bestaand,0,waterloop,,1122.567,283,,2022/03/10 14:04:46+00,1122.57862992,1531.83716369935
492,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,48.098,283,,2015/09/22 09:33:46+00,48.098029,44.1626248881108
493,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,450.803,283,,2022/01/26 09:40:49+00,450.8028055,519.91711918188
494,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,93.431,283,,2021/03/08 08:26:23+00,93.42860644,73.6174563025736
495,W0663,Waterschap Vechtstromen,bestaand,0,waterloop,,36.623,283,,2020/03/05 05:51:19+00,36.623115075,80.9543446279225
496,G1700,Twenterand,bestaand,0,"watervlakte: meer, plas, ven, vijver",,464.834,283,,2021/03/08 08:26:23+00,464.834261,85.9485597055077
497,W0663,Waterschap Vechtstromen,bestaand,0,waterloop,,8.647,283,,2017/05/12 16:06:39+00,8.64599776,22.276270850272
498,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,594.886,283,,2020/03/15 07:04:55+00,594.888000115,596.556939111622
499,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,1350.723,283,,2022/01/17 10:17:33+00,1350.71850722,774.91620767452
500,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,343.815,283,,2015/09/22 09:33:46+00,343.81411398,447.248104180522
501,W0539,Waterschap De Dommel,bestaand,0,waterloop,,193.889,283,,2015/02/20 14:38:19+00,193.889217,194.684386051833
502,G0753,Best,bestaand,0,waterloop,,6.535,283,,2017/03/24 08:34:09+00,6.5350615,11.8464783751092
503,G0753,Best,bestaand,0,waterloop,,81.604,283,,2021/02/23 16:25:51+00,81.604099,68.5763973469627
504,G0753,Best,bestaand,0,waterloop,,62.091,283,,2019/09/28 14:50:53+00,62.0914155,137.01834298462
505,G0753,Best,bestaand,0,waterloop,,239.061,283,,2017/03/22 13:35:28+00,239.061121,271.596429412565
506,G0753,Best,bestaand,0,watervlakte,,13602.174,283,,2022/04/14 14:54:54+00,13602.174499,665.142533112874
507,G0753,Best,bestaand,0,waterloop,,8.206,283,,2017/03/22 13:35:28+00,8.2059935,12.9964911834022
508,W0654,Waterschap Aa en Maas,bestaand,0,waterloop: kanaal,,8694.573,283,,2021/02/23 12:03:58+00,8695.259414715,456.242559567429
509,G0302,Nunspeet,bestaand,0,"watervlakte: meer, plas, ven, vijver",,161.449,283,,2021/01/15 14:58:52+00,161.373879215,78.2828892327238
510,G0753,Best,bestaand,0,waterloop,,225.407,283,,2017/03/24 08:34:09+00,225.406586,222.078409533019
511,W0662,Waterschap Vallei en Veluwe,bestaand,0,"greppel, droge sloot",,2306.963,283,,2020/02/27 05:42:31+00,2307.05742243,361.670757094393
512,W0662,Waterschap Vallei en Veluwe,bestaand,0,waterloop: kanaal,,130804.708,283,,2022/07/25 16:14:41+00,130804.7079295,12337.2165048727
513,L0004,Prorail,bestaand,0,waterloop,,495.755,283,,2020/10/09 23:20:17+00,495.7547715,769.018156440761
514,G0109,Coevorden,bestaand,0,"greppel, droge sloot",,215.848,283,,2018/11/20 08:32:53+00,215.848041,903.012470734663
515,W0651,Hoogheemraadschap Hollands Noorderkwartier,bestaand,0,waterloop,,3411.885,283,,2023/01/26 09:38:58+00,3411.91079469,1059.57694143967
516,W0651,Hoogheemraadschap Hollands Noorderkwartier,bestaand,0,waterloop,,2704.803,283,,2021/11/15 15:15:33+00,2704.82041861,716.834307522549
517,W0539,Waterschap De Dommel,bestaand,0,waterloop,,420.319,283,,2021/01/15 10:43:25+00,420.318554,335.477965827509
518,G0150,Deventer,bestaand,0,"greppel, droge sloot",,112.553,283,,2022/04/25 16:32:38+00,112.55140837,131.434186955534
519,W0647,Waterschap Noorderzijlvest,bestaand,0,waterloop,,433.667,283,,2021/05/21 13:25:29+00,433.658077835,274.840741675465
520,G0753,Best,bestaand,0,waterloop,,152.394,283,,2017/03/26 19:46:53+00,152.394165,145.075293749095
521,G0753,Best,bestaand,0,waterloop,,79.479,283,,2017/03/23 09:28:44+00,79.478636,110.532348713968
522,G0753,Best,bestaand,0,waterloop,,183.454,283,,2017/03/26 19:46:53+00,183.454198,150.779675210529
523,W0651,Hoogheemraadschap Hollands Noorderkwartier,bestaand,0,waterloop,,580.581,283,,2019/10/15 07:17:33+00,580.580561,184.554417445025
524,W0647,Waterschap Noorderzijlvest,bestaand,0,waterloop,,40.155,283,,2021/05/21 13:25:29+00,40.15122004,50.9540618282895
525,W0646,Waterschap Hunze en Aa's,bestaand,0,waterloop,,5702.038,283,,2015/08/18 12:14:10+00,5702.038171,2268.522935145
526,W0647,Waterschap Noorderzijlvest,bestaand,0,waterloop,,1121.387,283,,2020/05/28 16:16:05+00,1121.3873605,1822.40186853684
527,G1979,Eemsdelta,bestaand,0,waterloop,,134.132,283,,2021/01/12 14:26:32+00,134.131556,615.424763042733
528,W0646,Waterschap Hunze en Aa's,bestaand,0,waterloop,,42.215,283,,2015/08/18 12:15:42+00,42.2146905,55.7854951955168
529,W0651,Hoogheemraadschap Hollands Noorderkwartier,bestaand,0,waterloop,,6018.18,283,,2022/05/06 07:13:13+00,6018.190521445,1273.0261024968
530,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,44.528,283,,2022/01/17 10:17:33+00,44.52495665,33.3951348160855
531,W0663,Waterschap Vechtstromen,bestaand,0,waterloop,,29.063,283,,2017/05/12 16:06:39+00,29.05954884,33.1846582064807
532,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,55.756,283,,2015/09/23 07:52:22+00,55.752491385,49.3108619369707
533,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,207.63,283,,2022/01/17 10:17:33+00,207.628052105,199.234783758774
534,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,171.585,283,,2021/02/02 07:58:08+00,171.585097,138.940435799453
535,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,47.242,283,,2015/09/23 07:52:22+00,47.241843,43.9974031615964
536,G1700,Twenterand,bestaand,0,waterloop,,22.656,283,,2015/09/23 07:52:22+00,22.65534286,48.5307619963344
537,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,35.957,283,,2022/11/17 07:44:08+00,35.94657075,31.068261115087
538,L0004,Prorail,bestaand,0,"greppel, droge sloot",,12.908,283,,2018/09/12 11:56:20+00,12.9083905,16.2139943330959
539,G0153,Enschede,bestaand,0,"watervlakte: meer, plas, ven, vijver",,42.441,283,,2017/09/19 07:20:39+00,42.441068,26.935954163235
540,G1700,Twenterand,bestaand,0,waterloop,,81.967,283,,2015/09/23 07:52:22+00,81.966088335,203.493127051026
541,W0647,Waterschap Noorderzijlvest,bestaand,0,waterloop,,2293.926,283,,2020/05/15 10:11:21+00,2293.925732,1477.64054829656
542,G1979,Eemsdelta,bestaand,0,waterloop,,17.02,283,,2021/12/13 10:35:40+00,17.0204035,23.0161752910667
543,W0646,Waterschap Hunze en Aa's,bestaand,0,waterloop,,16.749,283,,2015/08/18 12:15:54+00,16.7487285,15.0199536916746
544,W0647,Waterschap Noorderzijlvest,bestaand,0,waterloop,,1905.319,283,,2015/08/13 18:15:01+00,1905.3192925,2052.23976247749
545,G1979,Eemsdelta,bestaand,0,waterloop,,151.184,283,,2021/01/12 14:26:32+00,151.1837555,134.59856028071
546,W0646,Waterschap Hunze en Aa's,bestaand,0,waterloop,,163.167,283,,2021/04/14 15:31:09+00,163.1674735,226.604443009547
547,W0647,Waterschap Noorderzijlvest,bestaand,0,waterloop,,282.163,283,,2015/08/16 18:10:09+00,282.1632545,298.47254056444
548,W0647,Waterschap Noorderzijlvest,bestaand,0,waterloop,,195.617,283,,2015/08/13 18:15:17+00,195.616921,188.271003888725
549,W0647,Waterschap Noorderzijlvest,bestaand,0,waterloop,,13.738,283,,2015/08/16 18:11:18+00,13.7380535,19.9273110328325
550,W0647,Waterschap Noorderzijlvest,bestaand,0,waterloop,,917.83,283,,2015/08/16 18:09:29+00,917.8299295,1544.28893759559
551,W0647,Waterschap Noorderzijlvest,bestaand,0,waterloop,,203.192,283,,2015/08/13 18:15:16+00,203.1920145,224.167310441566
552,W0646,Waterschap Hunze en Aa's,bestaand,0,waterloop,,19.866,283,,2015/08/18 12:15:52+00,19.865537,54.8864306042391
553,W0647,Waterschap Noorderzijlvest,bestaand,0,waterloop,,1846.143,283,,2015/08/16 18:09:16+00,1846.143318,1051.41798027187
554,W0646,Waterschap Hunze en Aa's,bestaand,0,"greppel, droge sloot",,13.055,283,,2015/06/25 16:09:58+00,13.0552495,19.8119956757331
555,W0647,Waterschap Noorderzijlvest,bestaand,0,waterloop,,747.283,283,,2015/08/16 18:09:34+00,747.282548,675.418468801083
556,W0646,Waterschap Hunze en Aa's,bestaand,0,"greppel, droge sloot",,39.775,283,,2015/06/25 16:00:54+00,39.7747805,59.2235773401468
557,W0647,Waterschap Noorderzijlvest,bestaand,0,waterloop,,106.221,283,,2015/08/16 18:10:48+00,106.220803,75.8092564176493
558,W0646,Waterschap Hunze en Aa's,bestaand,0,"greppel, droge sloot",,53.887,283,,2015/06/25 16:09:58+00,53.886462065,156.172474187618
559,W0647,Waterschap Noorderzijlvest,bestaand,0,waterloop,,381.043,283,,2015/08/16 18:09:57+00,381.0433765,525.515451157633
560,W0646,Waterschap Hunze en Aa's,bestaand,0,"greppel, droge sloot",,67.1,283,,2015/06/25 16:00:54+00,67.099591,105.376151697492
561,W0647,Waterschap Noorderzijlvest,bestaand,0,waterloop,,160.091,283,,2015/08/18 11:59:51+00,160.0913505,251.197953986917
562,W0651,Hoogheemraadschap Hollands Noorderkwartier,bestaand,0,waterloop,,2094.422,283,,2022/05/16 09:16:12+00,2094.425343,386.521304806295
563,W0651,Hoogheemraadschap Hollands Noorderkwartier,bestaand,0,waterloop,,3183.655,283,,2015/05/07 12:59:00+00,3183.658637885,758.291062927504
564,W0651,Hoogheemraadschap Hollands Noorderkwartier,bestaand,0,waterloop,,148.759,283,,2015/05/07 12:59:00+00,148.758737,75.5892449683814
565,W0616,Hoogheemraadschap van Rijnland,bestaand,0,waterloop,,436.356,283,,2022/11/10 16:02:17+00,436.3558715,239.871185332646
566,W0651,Hoogheemraadschap Hollands Noorderkwartier,bestaand,0,waterloop,,855.846,283,,2020/01/29 07:27:15+00,855.84498615,517.474613382815
567,W0651,Hoogheemraadschap Hollands Noorderkwartier,bestaand,0,waterloop,,822.529,283,,2022/11/10 12:25:00+00,822.5287795,254.37936970845
568,W0651,Hoogheemraadschap Hollands Noorderkwartier,bestaand,0,waterloop,,405.101,283,,2015/05/07 12:59:00+00,405.1013665,115.700434693687
569,L0004,Prorail,bestaand,0,waterloop,,43.435,283,,2020/10/19 09:46:54+00,43.4346395,50.4593885080982
570,L0004,Prorail,bestaand,0,"greppel, droge sloot",,81.55,283,,2020/10/19 09:48:03+00,81.550396,215.14567027631
571,L0004,Prorail,bestaand,0,"greppel, droge sloot",,40.691,283,,2021/03/08 08:49:06+00,40.690881,145.213735534878
572,L0004,Prorail,bestaand,0,"greppel, droge sloot",,192.281,283,,2022/05/25 14:34:02+00,192.2807295,107.361513236566
573,L0004,Prorail,bestaand,0,"greppel, droge sloot",,256.749,283,,2020/10/19 09:46:53+00,256.7494915,704.376043155244
574,L0004,Prorail,bestaand,0,"greppel, droge sloot",,34.728,283,,2015/08/14 10:50:20+00,34.728249,121.865562395554
575,L0004,Prorail,bestaand,0,"greppel, droge sloot",,230.798,283,,2016/06/02 11:21:01+00,230.79807,654.475127325739
576,W0651,Hoogheemraadschap Hollands Noorderkwartier,bestaand,0,waterloop,,11090.065,283,,2020/12/26 14:57:44+00,11090.02961707,1306.77713410798
577,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,119.866,283,,2015/09/23 07:52:22+00,119.8655055,127.926175414534
578,G1700,Twenterand,bestaand,0,waterloop,,122.252,283,,2015/09/23 07:52:22+00,122.251592845,374.881010385995
579,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,79.024,283,,2015/09/23 07:52:22+00,79.023891,68.1730750053726
580,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,78.195,283,,2021/02/03 08:03:44+00,78.19706883,84.3873167260558
581,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,15.697,283,,2015/09/23 07:52:22+00,15.6970945,27.6656084319827
582,W0663,Waterschap Vechtstromen,bestaand,0,waterloop,,220.059,283,,2020/03/10 12:19:13+00,220.058247415,269.481868898167
583,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,63.785,283,,2015/09/23 07:52:22+00,63.784815,56.5401611956242
584,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,169.124,283,,2015/09/23 07:52:22+00,169.121944485,185.378017293438
585,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,130.755,283,,2015/09/23 07:52:22+00,130.7552855,78.1026906165965
586,G0753,Best,bestaand,0,waterloop,,61.91,283,,2017/03/22 13:35:28+00,61.9101965,42.2055546137053
587,G0753,Best,bestaand,0,watervlakte,,1581.681,283,,2022/02/17 13:16:44+00,1581.6808635,321.261836528602
588,W0647,Waterschap Noorderzijlvest,bestaand,0,waterloop,,82.491,283,,2015/08/16 18:10:55+00,82.4912885,113.47906048655
589,W0647,Waterschap Noorderzijlvest,bestaand,0,waterloop,,636.453,283,,2015/08/13 18:15:07+00,636.4525295,866.871417017712
590,W0647,Waterschap Noorderzijlvest,bestaand,0,waterloop,,312.678,283,,2021/01/26 13:25:29+00,312.67792,263.496494800867
591,W0647,Waterschap Noorderzijlvest,bestaand,0,waterloop,,1313.458,283,,2015/08/16 18:09:22+00,1313.4575775,1753.38681298856
592,W0539,Waterschap De Dommel,bestaand,0,waterloop,,183.065,283,,2019/03/19 10:23:15+00,183.0652065,416.47570106364
593,G0753,Best,bestaand,0,waterloop,,284.33,283,,2017/03/22 13:35:28+00,284.3304775,180.119883623098
594,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,553.455,283,,2020/02/26 08:01:07+00,553.4547025,497.060993721489
595,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,592.436,283,,2015/09/22 09:33:46+00,592.43392671,604.698964654106
596,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,71.562,283,,2015/09/22 09:33:46+00,71.56046226,90.3101469593093
597,W0663,Waterschap Vechtstromen,bestaand,0,waterloop,,158.805,283,,2020/03/04 12:11:59+00,158.63601102,201.946551148195
598,G1700,Twenterand,bestaand,0,waterloop,,273.09,283,,2015/09/22 09:33:46+00,272.6753389,58.9714564467941
599,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,594.31,283,,2015/09/22 09:33:46+00,594.30340586,493.630243944146
600,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,120.254,283,,2015/09/22 09:33:46+00,120.242445635,70.5360567308788
601,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,81.742,283,,2015/09/22 09:33:46+00,81.740913955,126.322437836798
602,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,332.879,283,,2015/09/22 09:33:46+00,332.8786595,317.156084113655
603,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,280.893,283,,2021/03/31 14:14:57+00,280.893314,378.327545703206
604,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,214.369,283,,2015/09/22 09:33:46+00,214.37268157,192.741030807721
605,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,93.932,283,,2015/09/22 09:33:46+00,93.9323815,87.3578441344298
606,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,100.824,283,,2020/03/09 14:30:02+00,100.820042685,110.074886441548
607,G1700,Twenterand,bestaand,0,waterloop,,923.717,283,,2020/02/26 08:01:07+00,923.72534164,231.250826501294
608,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,447.533,283,,2015/09/22 09:33:46+00,447.52620305,403.727685360778
609,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,486.662,283,,2022/08/10 11:48:22+00,486.65475698,502.793465556591
610,G0753,Best,bestaand,0,waterloop,,34.517,283,,2022/02/14 12:58:11+00,34.517328,80.3370963654305
611,W0539,Waterschap De Dommel,bestaand,0,waterloop,,237.241,283,,2022/11/29 10:16:12+00,237.2414575,251.223480325844
612,W0539,Waterschap De Dommel,bestaand,0,waterloop,,291.306,283,,2015/02/20 14:38:19+00,291.30577,202.046613800817
613,W0539,Waterschap De Dommel,bestaand,0,waterloop,,271.947,283,,2021/05/26 22:19:38+00,271.9466615,564.382714185451
614,W0539,Waterschap De Dommel,bestaand,0,waterloop,,215.784,283,,2021/02/10 17:44:55+00,215.783825,118.840620292951
615,G0772,Eindhoven,bestaand,0,waterloop,,231.743,283,,2022/01/14 16:22:27+00,231.737429865,249.969403924652
616,G0753,Best,bestaand,0,waterloop,,15.316,283,,2017/03/22 13:35:28+00,15.3155755,38.4485857214267
617,W0651,Hoogheemraadschap Hollands Noorderkwartier,bestaand,0,"greppel, droge sloot",,88.422,283,,2023/01/24 20:10:45+00,88.422492,309.89754502061
618,W0621,Waterschap Rivierenland,bestaand,0,waterloop,,869.34,283,,2020/08/26 07:29:23+00,869.3403565,823.730732465443
619,G0302,Nunspeet,bestaand,0,"watervlakte: meer, plas, ven, vijver",,184.75,283,,2021/01/15 14:58:52+00,184.535241105,51.7071721768167
620,G0302,Nunspeet,bestaand,0,"watervlakte: meer, plas, ven, vijver",,144.209,283,,2021/01/15 14:58:52+00,144.02642218,42.5563023994024
621,G0753,Best,bestaand,0,"watervlakte: meer, plas, ven, vijver",,2646.791,283,,2021/02/23 16:25:51+00,2646.7909315,224.889699402286
622,G0753,Best,bestaand,0,waterloop,,19.842,283,,2017/03/24 08:34:09+00,19.842439,24.5377515364213
623,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,280.65,283,,2015/09/22 09:33:46+00,280.6496065,272.6360139131
624,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,167.416,283,,2020/02/26 08:01:07+00,167.4135578,143.913923932394
625,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,710.697,283,,2021/03/24 07:34:46+00,710.69663,683.651284751829
626,G1700,Twenterand,bestaand,0,"greppel, droge sloot",,95.384,283,,2019/04/01 07:58:15+00,95.384332,79.6477698044238
627,L0004,Prorail,bestaand,0,"greppel, droge sloot",,43.177,283,,2015/08/14 10:50:20+00,43.1769915,124.079354937972
628,G0109,Coevorden,bestaand,0,"greppel, droge sloot",,97.642,283,,2018/11/20 10:09:28+00,97.6418955,291.582808319706
629,L0004,Prorail,bestaand,0,waterloop,,235.09,283,,2021/06/16 10:27:34+00,235.088612565,526.836955495103
630,L0004,Prorail,bestaand,0,"greppel, droge sloot",,173.628,283,,2015/08/17 08:53:20+00,173.628402,531.319521013599
631,L0004,Prorail,bestaand,0,"greppel, droge sloot",,152.081,283,,2015/08/17 08:53:13+00,152.0807995,265.233003933466
632,L0004,Prorail,bestaand,0,waterloop,,65.482,283,,2016/07/27 12:17:37+00,65.4819,163.092611272056
633,L0004,Prorail,bestaand,0,"greppel, droge sloot",,159.346,283,,2020/10/19 09:48:54+00,159.3457675,511.562826068875
634,G0109,Coevorden,bestaand,0,"greppel, droge sloot",,222.968,283,,2018/11/20 08:32:53+00,222.9678405,898.852253970011
635,L0004,Prorail,bestaand,0,"greppel, droge sloot",,267.886,283,,2015/08/14 10:50:20+00,267.88591,578.677447516964
636,W0662,Waterschap Vallei en Veluwe,bestaand,0,watervlakte,,31.723,283,,2020/02/27 05:42:31+00,31.99185756,79.1292391353106
637,W0662,Waterschap Vallei en Veluwe,bestaand,0,"greppel, droge sloot",,2341.326,283,,2022/01/27 10:17:29+00,2341.347871055,961.455757288398
638,W0662,Waterschap Vallei en Veluwe,bestaand,0,waterloop: gracht,,3269.391,283,,2016/07/14 16:29:31+00,3269.463624655,634.329446466166
639,G0865,Vught,bestaand,0,waterloop,,19.089,283,,2020/09/17 14:41:10+00,19.08832155,51.5794677570799
640,L0004,Prorail,bestaand,0,"greppel, droge sloot",,163.979,283,,2022/02/09 12:18:15+00,163.979265,176.019522298977
641,L0004,Prorail,bestaand,0,waterloop,,53.264,283,,2015/08/14 10:50:21+00,53.264046,71.6548609494756
642,L0004,Prorail,bestaand,0,"greppel, droge sloot",,89.193,283,,2015/08/07 13:56:02+00,89.193252,214.616505217805
643,L0004,Prorail,bestaand,0,"greppel, droge sloot",,210.322,283,,2015/08/14 10:50:21+00,210.321786,203.430284314932
644,L0004,Prorail,bestaand,0,"greppel, droge sloot",,106.825,283,,2022/05/23 12:28:30+00,106.8252465,153.706552155104
645,L0004,Prorail,bestaand,0,waterloop,,23.217,283,,2015/08/07 13:56:05+00,23.2167155,94.3097974055312
646,W0663,Waterschap Vechtstromen,bestaand,0,waterloop,,0.369,283,,2020/03/04 06:51:36+00,0.368859,2.77756585911912
647,W0663,Waterschap Vechtstromen,bestaand,0,waterloop,,679.27,283,,2020/03/04 06:51:36+00,679.269963,868.562215951768
648,W0636,Hoogheemraadschap De Stichtse Rijnlanden,bestaand,0,"greppel, droge sloot",,193.361,283,,2018/10/31 16:44:45+00,193.2858088,154.105648675059
649,G0213,Brummen,bestaand,0,"watervlakte: meer, plas, ven, vijver",,101.738,283,,2015/05/22 09:39:30+00,101.7381895,39.7768157420311
650,G1876,Bronckhorst,bestaand,0,"greppel, droge sloot",,153.147,283,,2018/10/31 14:31:47+00,153.1465135,124.190055222035
651,W0647,Waterschap Noorderzijlvest,bestaand,0,waterloop,,795.033,283,,2015/08/13 18:15:05+00,795.032614,790.717562969275
652,W0646,Waterschap Hunze en Aa's,bestaand,0,"greppel, droge sloot",,34.606,283,,2015/06/25 16:00:54+00,34.606174,65.9766325618154
653,W0647,Waterschap Noorderzijlvest,bestaand,0,waterloop,,3.186,283,,2015/08/13 18:15:28+00,3.185524,6.5340293715579
654,W0646,Waterschap Hunze en Aa's,bestaand,0,"greppel, droge sloot",,28.465,283,,2017/06/22 14:06:24+00,28.46378007,66.0435778179511
655,W0646,Waterschap Hunze en Aa's,bestaand,0,waterloop,,223.076,283,,2021/08/23 10:16:24+00,223.075848,348.326994741416
656,W0646,Waterschap Hunze en Aa's,bestaand,0,waterloop,,1111.078,283,,2015/08/18 12:14:28+00,1111.078207,201.061135678933
657,W0647,Waterschap Noorderzijlvest,bestaand,0,waterloop,,17.128,283,,2015/08/16 18:11:17+00,17.128234,26.108343762978
658,G1979,Eemsdelta,bestaand,0,watervlakte,,582.715,283,,2021/01/12 14:26:32+00,582.715081,138.546713976483
659,W0646,Waterschap Hunze en Aa's,bestaand,0,waterloop,,1604.029,283,,2015/08/18 12:14:23+00,1604.029438,1692.43138081744
660,W0647,Waterschap Noorderzijlvest,bestaand,0,waterloop,,129.151,283,,2015/08/16 18:10:41+00,129.151017,226.884647337441
661,G1979,Eemsdelta,bestaand,0,waterloop,,225.901,283,,2021/04/14 15:30:55+00,225.900599,203.663415413742
662,W0647,Waterschap Noorderzijlvest,bestaand,0,waterloop,,537.704,283,,2015/08/13 18:15:08+00,537.7038165,664.993147560565
663,W0646,Waterschap Hunze en Aa's,bestaand,0,"watervlakte: meer, plas, ven, vijver",,16898.323,283,,2018/04/26 08:55:17+00,16898.323429,668.835704229424
664,W0647,Waterschap Noorderzijlvest,bestaand,0,waterloop,,510.11,283,,2015/08/13 18:15:09+00,510.1100475,495.303479086555
665,W0646,Waterschap Hunze en Aa's,bestaand,0,"greppel, droge sloot",,661.144,283,,2019/09/26 13:09:26+00,661.141080135,601.634995813793
666,W0647,Waterschap Noorderzijlvest,bestaand,0,waterloop,,2149.08,283,,2015/08/16 18:09:14+00,2149.079751,821.894555292179
667,W0651,Hoogheemraadschap Hollands Noorderkwartier,bestaand,0,waterloop,,1256.72,283,,2022/04/25 07:44:58+00,1256.784904,367.263342756852
