SOORTNAAM;WETENSCHAPPELIJKE_NAAM;AANTAL;STRAATNAAM;GROEIPLAATS;DATUM;JAAR;X_COORDINAAT;Y_COORDINAAT;LOCATIE_ID;COUNTER;X;Y;LONG;LAT
Gele Helmbloem;Pseudofumaria lutea;4;Altingstraat, naast 87;hoge tuinmuur;20140826000000;2014;83416;455887;187627;19;83416;455887;4.342755333382411;52.086613389285716
Muurleeuwenbek;Cymbalaria muralis;40;Amandelstraat 66-72;voet lage tuinmuur, bestrating en trap;20140827000000;2014;77105;453713;188645;20;77105;453713;4.251187424856639;52.06622454520669
Muurleeuwenbek;Cymbalaria muralis;4;Amandelstraat 76;pilaar van lage tuinmuur;20140827000000;2014;77101;453707;188644;21;77101;453707;4.2511304690555605;52.06617006299273
Geschubde Mannetjesvaren;Dryopteris affinis;65;Amazonepark;terrestrisch;20140819000000;2014;81231;452156;184052;22;81231;452156;4.311686624810712;52.05279693683752
Muurvaren;Asplenium ruta-muraria;1;Amazonestraat, naast 28;hoge tuinmuur;20140819000000;2014;81338;452221;184053;23;81338;452221;4.313232356632418;52.05339531130829
Gele Helmbloem;Pseudofumaria lutea;5;Amerongenstraat 96;gevelvoet en voet lage tuinmuur;20140829000000;2014;78828;452917;191565;24;78828;452917;4.276488541768274;52.0593107371669
Muurleeuwenbek;Cymbalaria muralis;25;Amicitiahof, naast 30;gevelvoet en bestrating;20140805000000;2014;80803;454887;180920;25;80803;454887;4.3048541873619195;52.07728263756896
Klein Glaskruid;Parietaria judaica;5;Ananasstraat 109;voet lage tuinmuur en bestrating;20140806000000;2014;76975;453778;181118;26;76975;453778;4.249277015458944;52.06679038039743
Muurleeuwenbek;Cymbalaria muralis;40;Ananasstraat 109;lage tuinmuur;20140806000000;2014;76976;453775;181117;27;76976;453775;4.249292282440651;52.06676356139155
Muurvaren;Asplenium ruta-muraria;3;Ananasstraat 109;pilaar van lage tuinmuur;20140806000000;2014;76979;453792;181119;28;76979;453792;4.24933214154881;52.06691675644641
Muurvaren;Asplenium ruta-muraria;10;Ananasstraat 111;lage tuinmuur;20140806000000;2014;76977;453789;181120;29;76977;453789;4.249303664326696;52.066889514899295
Muurvaren;Asplenium ruta-muraria;30;Ananasstraat 113;lage tuinmuur;20140806000000;2014;76972;453791;181121;30;76972;453791;4.24923030020538;52.06690678387536
Klein Glaskruid;Parietaria judaica;25;Ananasstraat 116;voet lage tuinmuur en bestrating;20140806000000;2014;76994;453759;181370;31;76994;453759;4.2495584027266515;52.06662231046877
Gele Helmbloem;Pseudofumaria lutea;4;Ananasstraat 119;lage tuinmuur en bestrating;20140806000000;2014;76961;453823;181123;32;76961;453823;4.249062590026415;52.06719280610711
Klein Glaskruid;Parietaria judaica;10;Ananasstraat 119;lage tuinmuur en bestrating;20140806000000;2014;76962;453810;181124;33;76962;453810;4.249080143090809;52.0670761209558
Muurleeuwenbek;Cymbalaria muralis;20;Ananasstraat 119;lage tuinmuur en bestrating;20140806000000;2014;76962;453810;181124;34;76962;453810;4.249080143090809;52.0670761209558
Muurvaren;Asplenium ruta-muraria;25;Ananasstraat 119;lage tuinmuur;20140806000000;2014;76963;453805;181122;35;76963;453805;4.2490958674444315;52.06703132874179
Gele Helmbloem;Pseudofumaria lutea;5;Ananasstraat 121;lage tuinmuur en bestrating;20140806000000;2014;76960;453803;181393;36;76960;453803;4.249052580267179;52.067012932878086
Muurvaren;Asplenium ruta-muraria;15;Ananasstraat 121;lage tuinmuur;20140806000000;2014;76949;453805;181125;37;76949;453805;4.248891727154101;52.06702935633685
Klein Glaskruid;Parietaria judaica;10;Ananasstraat 122;lage tuinmuur;20140806000000;2014;76983;453774;181114;38;76983;453774;4.249394580504166;52.06675556067056
Gele Helmbloem;Pseudofumaria lutea;25;Ananasstraat 123;keermuur en terrestrisch;20140806000000;2014;76957;453806;181372;39;76957;453806;4.249008150150886;52.06703947008622
Muurvaren;Asplenium ruta-muraria;3;Ananasstraat 132;lage tuinmuur;20140806000000;2014;76956;453798;181113;40;76956;453798;4.2489953974802726;52.0669674362609
Muurvaren;Asplenium ruta-muraria;1;Ananasstraat 134;pilaar van lage tuinmuur;20140806000000;2014;76958;453790;181369;41;76958;453790;4.249026389066181;52.066895825087315
Muurleeuwenbek;Cymbalaria muralis;2;Ananasstraat 136;lage tuinmuur;20140806000000;2014;76953;453798;181291;42;76953;453798;4.2489516531943;52.06696701359533
Muurvaren;Asplenium ruta-muraria;12;Ananasstraat 136;lage tuinmuur;20140806000000;2014;76954;453794;181368;43;76954;453794;4.248967149034573;52.066931208015546
Muurvaren;Asplenium ruta-muraria;3;Ananasstraat 138;lage tuinmuur;20140806000000;2014;76950;453800;181367;44;76950;453800;4.248907451679364;52.0669845641482
Muurleeuwenbek;Cymbalaria muralis;100;Ananasstraat 97-99;voet lage tuinmuur, lage tuinmuur, keermuur en bestrating;20140806000000;2014;77003;453767;181419;45;77003;453767;4.249687806950942;52.06669547069596
Muurvaren;Asplenium ruta-muraria;25;Andries Bickerweg, achterzijde kerk;kademuur;20140828000000;2014;79668;455839;188557;46;79668;455839;4.28809004259601;52.085684739711574
Tongvaren;Asplenium scolopendrium;9;Andries Bickerweg, brug;brug;20140811000000;2014;79629;455835;181751;47;79629;455835;4.2875220067155135;52.08564348511499
Tongvaren;Asplenium scolopendrium;3;Andries Bickerweg, Russische ambasade;lage tuinmuur;20140811000000;2014;79621;455865;181787;48;79621;455865;4.287398675190863;52.08591199657242
Muurvaren;Asplenium ruta-muraria;9;Anna Bijnslaan 17-21;lage tuinmuur;20140818000000;2014;80427;452437;183802;49;80427;452437;4.299905361120234;52.055214610750355
Muurvaren;Asplenium ruta-muraria;20;Anna Bijnslaan 20-24;pilaar van lage tuinmuur;20140818000000;2014;80444;452454;183803;50;80444;452454;4.3001494735783306;52.055369673170276
Muurvaren;Asplenium ruta-muraria;6;Anna Bijnslaan 23-27;lage tuinmuur;20140818000000;2014;80430;452433;183801;51;80430;452433;4.299949967687611;52.05517906742239
Muurvaren;Asplenium ruta-muraria;150;Anna Bijnslaan 31-35;lage tuinmuur;20140818000000;2014;80433;452428;183800;52;80433;452428;4.299994792463209;52.05513453731672
Muurvaren;Asplenium ruta-muraria;110;Anna Bijnslaan 31-41;lage tuinmuur;20140818000000;2014;80437;452421;183798;53;80437;452421;4.300054631447184;52.05507216822826
Muurvaren;Asplenium ruta-muraria;5;Bezuidenhoutseweg, naast 20, binnenzijde;vrijstaande muur;20140820000000;2014;81902;455371;184634;108;81902;455371;4.320779483103378;52.08177839143431
Muurvaren;Asplenium ruta-muraria;20;Bezuidenhoutseweg, tussen brug en 20;keermuur;20140820000000;2014;81888;455345;184632;109;81888;455345;4.320580843627098;52.08154288700068
Muurvaren;Asplenium ruta-muraria;350;Bezuidenhoutseweg, tussen brug en 20, waterzijde;keermuur;20140820000000;2014;81874;455338;184635;110;81874;455338;4.32037813358415;52.08147813089534
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;3;Bierkade / Spui;brug;20140820000000;2014;81807;454613;184587;111;81807;454613;4.319556362856608;52.07495386725684
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;10;Bij de Westermolens;brug;20140805000000;2014;80139;454822;180864;112;80139;454822;4.2951840197361495;52.07660913974078
Muurvaren;Asplenium ruta-muraria;25;Bij de Westermolens, achter frietkraam;kademuur;20140805000000;2014;80129;454797;180863;113;80129;454797;4.295043657422625;52.07638311992565
Muurvaren;Asplenium ruta-muraria;1;Bij de Westermolens, thv 183;kademuur;20140828000000;2014;80135;454785;188573;114;80135;454785;4.295133798212948;52.07627609043612
Muurvaren;Asplenium ruta-muraria;2;Binckhorstlaan 356;hoge tuinmuur;20140826000000;2014;83360;453456;187604;115;83360;453456;4.342448739226429;52.064759159041245
Gele Helmbloem;Pseudofumaria lutea;1;Binckhorstlaan 401;kademuur;20140804000000;2014;83275;453129;179705;116;83275;453129;4.341278033418163;52.061809461786325
Muurvaren;Asplenium ruta-muraria;4;Binckhorstlaan 401;kademuur;20140804000000;2014;83400;453256;179697;117;83400;453256;4.343073919846326;52.06296696022516
Tongvaren;Asplenium scolopendrium;2;Binckhorstlaan 401;kademuur;20140804000000;2014;83358;453229;179706;118;83358;453229;4.342467203703008;52.062718885719626
Muurvaren;Asplenium ruta-muraria;10;Binckhorstlaan, grote brug, zuidwestelijke pijler;brug;20140804000000;2014;83429;453290;179708;119;83429;453290;4.343489628046663;52.063276260316
Muurvaren;Asplenium ruta-muraria;50;Binckhorstlaan, oostelijke muur, wegzijde (alleen deel in gemeente Den Haag);brug;20140804000000;2014;83518;453200;179707;120;83518;453200;4.344806141432665;52.06247893372205
Klein Glaskruid;Parietaria judaica;100;Binnendoor;bestrating;20140805000000;2014;80724;454359;180922;121;80724;454359;4.303816889926851;52.07252704795425
Tongvaren;Asplenium scolopendrium;1;Binnenhof 5;rooster;20140813000000;2014;81410;455121;182613;122;81410;455121;4.313656841454029;52.079466533148235
Muurleeuwenbek;Cymbalaria muralis;25;Binnenhof 8;trap;20140813000000;2014;81409;455134;182612;123;81409;455134;4.313639451690127;52.07958322811568
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;1;Binnentuinen 47, achterzijde aan water;keermuur;20140818000000;2014;76811;452912;183747;124;76811;452912;4.247083963141213;52.05898484517681
Muurvaren;Asplenium ruta-muraria;22;Blijenburg 38;hoge tuinmuur;20140813000000;2014;81703;455273;182608;125;81703;455273;4.317897818411252;52.080871381975875
Gele Helmbloem;Pseudofumaria lutea;2;Blijenburg, naast 9, binnenplaats;hoge tuinmuur;20140813000000;2014;81653;455227;182607;126;81653;455227;4.31717839627606;52.08045137005562
Muurvaren;Asplenium ruta-muraria;4;Boendalestraat 31;pilaar van lage tuinmuur;20140818000000;2014;80182;452605;183810;127;80182;452605;4.296297006271681;52.05669136012296
Muurleeuwenbek;Cymbalaria muralis;2;Boendalestraat 61;lage tuinmuur;20140818000000;2014;80210;452544;183811;128;80210;452544;4.29671855363231;52.0561469482309
Muurvaren;Asplenium ruta-muraria;50;Boomsluiterskade / Pletterijkade, oostzijde brug, waterzijde;brug;20140820000000;2014;81896;454638;184621;129;81896;454638;4.3208490116807585;52.07519029177826
Muurvaren;Asplenium ruta-muraria;40;Boomsluiterskade / Pletterijkade, oostzijde brug, wegzijde;brug;20140820000000;2014;81902;454631;184620;130;81902;454631;4.320938017445884;52.07512817626368
Mannetjesvaren;Dryopteris filix-mas;4;Boomsluiterskade / Pletterijstraat;brug;20140820000000;2014;81996;454721;184625;131;81996;454721;4.322289695595605;52.07594938577265
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;6;Boomsluiterskade, thv 1;kademuur;20140820000000;2014;81916;454641;184622;132;81916;454641;4.321140057119338;52.07521989174165
Muurvaren;Asplenium ruta-muraria;1;Boomsluiterskade, thv 1;kademuur;20140820000000;2014;81920;454642;184623;133;81920;454642;4.321198180594981;52.07522940636118
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;1;Boomsluiterskade, thv 41;kademuur;20140820000000;2014;81970;454691;184624;134;81970;454691;4.321916915001755;52.075676354306204
Klein Glaskruid;Parietaria judaica;1;Breitnerlaan, achterzijde Laan van Clingendael 101-153;keermuur;20140821000000;2014;82841;456967;185008;135;82841;456967;4.334138578208735;52.09624447843337
IJzervaren;Cyrtomium falcatum;1;Brouwersgracht 30;terrestrisch;20140805000000;2014;79979;454322;156745;136;79979;454322;4.292960372572965;52.07209413027708
Mannetjesvaren;Dryopteris filix-mas;1;Brouwersgracht, thv 41;keermuur;20140805000000;2014;80866;454387;180925;137;80866;454387;4.305881660520938;52.072797701640226
Muurvaren;Asplenium ruta-muraria;1;Brouwersgracht, thv 41;keermuur;20140805000000;2014;80865;454385;180871;138;80865;454385;4.305867511387671;52.07277959429066
Tongvaren;Asplenium scolopendrium;2;Brouwersgracht, thv 41;keermuur;20140805000000;2014;80865;454387;180924;139;80865;454387;4.3058670769642085;52.072797567789806
Muurvaren;Asplenium ruta-muraria;50;Buitenhof / Hofplein voor Binnenhof;kademuur;20140813000000;2014;81236;455110;182616;140;81236;455110;4.3111212986773015;52.079344528168875
Muurvaren;Asplenium ruta-muraria;65;Buitenhof / Hofplein voor Binnenhof bij Willem II;kademuur;20140813000000;2014;81242;455111;182615;141;81242;455111;4.3112085967692115;52.07935431412954
Muurvaren;Asplenium ruta-muraria;10;Buitenhof, bankje bij Hofvijver;vrijstaande muur;20140813000000;2014;81228;455108;182617;142;81228;455108;4.311005045428802;52.079325488952485
Muurvaren;Asplenium ruta-muraria;42;Buitenhof, hoek Hofvijver bij bankje;kademuur;20140813000000;2014;81227;455113;182618;143;81227;455113;4.310989378603707;52.07937028949289
Gele Helmbloem;Pseudofumaria lutea;5;Buitenom 28;terrestrisch en bestrating;20140805000000;2014;80646;454313;180958;144;80646;454313;4.302689401326636;52.072103192123926
Tongvaren;Asplenium scolopendrium;9;Buitenom, thv 1a;keermuur;20140805000000;2014;80857;454377;180926;145;80857;454377;4.305752580861597;52.07270662942798
Tongvaren;Asplenium scolopendrium;1;Buitenom, thv 1d;keermuur;20140805000000;2014;80847;454372;180927;146;80847;454372;4.305607831917225;52.07266035693808
Tongvaren;Asplenium scolopendrium;1;Buitenom, thv 3;keermuur;20140805000000;2014;80838;454366;180928;147;80838;454366;4.305477884057441;52.07260523142218
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;2;Buitenom, thv 4;bestrating en terrestrisch;20140805000000;2014;80823;454360;180930;148;80823;454360;4.3052604356763915;52.07254930223869
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;1;Buitentuinen / Claude Debussystraat;brug;20140818000000;2014;76667;452845;183746;149;76667;452845;4.244999980309449;52.058362402434504
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;1;Buitentuinen 1c achterzijde aan water;keermuur;20140818000000;2014;76711;452696;183743;150;76711;452696;4.245675590830316;52.05702961436037
Tongvaren;Asplenium scolopendrium;35;Buitentuinen 1c achterzijde aan water;keermuur;20140818000000;2014;76711;452695;183742;151;76711;452695;4.245675820027943;52.05702062773716
Klein Glaskruid;Parietaria judaica;25;Buitentuinen 2a/b;gevelvoet en bestrating;20140818000000;2014;76737;452710;183748;152;76737;452710;4.246051415767224;52.0571590999604
Gele Helmbloem;Pseudofumaria lutea;1;Buitentuinen achterzijde aan water;keermuur;20140818000000;2014;76656;452815;183744;153;76656;452815;4.244846496804087;52.058091248648196
Muurleeuwenbek;Cymbalaria muralis;2;Burgemeester Hovystraat 57;lage tuinmuur en bestrating;20140818000000;2014;76526;452338;183613;154;76526;452338;4.243060869573062;52.053786235802754
Klein Glaskruid;Parietaria judaica;50;Burgemeester Jansenstraat / van Drieststraat;gevelvoet en bestrating;20140818000000;2014;76678;452415;183611;155;76678;452415;4.245258938526763;52.054499709596485
Mannetjesvaren;Dryopteris filix-mas;5;Calandkade;kademuur;20140804000000;2014;81462;453082;179756;156;81462;453082;4.314854573006574;52.061149408811254
Muurvaren;Asplenium ruta-muraria;4;Calandkade;kademuur;20140804000000;2014;81433;453056;179757;157;81433;453056;4.314437359816269;52.06091190246941
Muurvaren;Asplenium ruta-muraria;6;Calandkade;kademuur;20140804000000;2014;81466;453086;179755;158;81466;453086;4.314912030902435;52.06118588686174
Steenbreekvaren;Asplenium trichomanes;20;Calandkade;kademuur;20140804000000;2014;81470;453089;179754;159;81470;453089;4.31496970420262;52.06121337809648
Muurvaren;Asplenium ruta-muraria;800;Calandkade / Waalsdorpweg;kademuur;20140819000000;2014;81163;452817;184050;160;81163;452817;4.310552510323684;52.05872814588755
Tongvaren;Asplenium scolopendrium;2;Calandkade, hoek koffiehuis boot;kademuur;20140804000000;2014;81475;453094;179758;161;81475;453094;4.315041526807103;52.06125897558515
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;1;Calandkade, thv 100;kademuur;20140819000000;2014;81364;452996;184032;162;81364;452996;4.313444296483626;52.06036352926011
Mannetjesvaren;Dryopteris filix-mas;2;Calandkade, thv 100;kademuur;20140819000000;2014;81369;453000;184033;163;81369;453000;4.313516331766751;52.06040014089147
Muurvaren;Asplenium ruta-muraria;2;Calandkade, thv 100;kademuur;20140819000000;2014;81364;452996;184034;164;81364;452996;4.313444296483626;52.06036352926011
Steenbreekvaren;Asplenium trichomanes;3;Calandkade, thv 100;kademuur;20140819000000;2014;81366;452998;184031;165;81366;452998;4.31347302434035;52.06038176863209
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;9;Calandkade, thv 103 tot 112;kademuur;20140819000000;2014;81349;452983;184036;166;81349;452983;4.3132284069963305;52.06024470731747
Muurvaren;Asplenium ruta-muraria;50;Calandkade, thv 103 tot 112;kademuur;20140819000000;2014;81354;452986;184035;167;81354;452986;4.313300657551219;52.06027233229538
Muurvaren;Asplenium ruta-muraria;45;Calandkade, thv 114;kademuur;20140819000000;2014;81329;452966;184038;168;81329;452966;4.312940484227228;52.06008927304137
Steenbreekvaren;Asplenium trichomanes;16;Calandkade, thv 114;kademuur;20140819000000;2014;81338;452974;184037;169;81338;452974;4.313069973735744;52.06016236392713
Muurvaren;Asplenium ruta-muraria;41;Calandkade, thv 157;kademuur;20140819000000;2014;81255;452900;184043;170;81255;452900;4.311875856738492;52.059486301088846
Steenbreekvaren;Asplenium trichomanes;71;Calandkade, thv 157;kademuur;20140819000000;2014;81265;452909;184042;171;81265;452909;4.312019706136083;52.059568513004216
Muurvaren;Asplenium ruta-muraria;14;Calandkade, thv 6;kademuur;20140804000000;2014;81496;453111;179753;172;81496;453111;4.31534404429167;52.061414537406804
Muurvaren;Asplenium ruta-muraria;10;Calandkade, thv grijs gebouw;kademuur;20140819000000;2014;81314;452952;184040;173;81314;452952;4.3127248131557705;52.059961463393336
Steenbreekvaren;Asplenium trichomanes;4;Calandkade, thv grijs gebouw;kademuur;20140819000000;2014;81317;452955;184039;174;81317;452955;4.312767904122482;52.05998882271133
Steenbreekvaren;Asplenium trichomanes;2;Calandkade, thv hijskraan;kademuur;20140819000000;2014;81298;452938;184041;175;81298;452938;4.312494563958647;52.059833520332724
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;1;Calandkade, thv nieuw gebouw;kademuur;20140819000000;2014;81212;452860;184047;176;81212;452860;4.311257591209257;52.0591211050391
Mannetjesvaren;Dryopteris filix-mas;12;Calandkade, thv nieuw gebouw;kademuur;20140819000000;2014;81213;452862;184045;177;81213;452862;4.311271738250086;52.05913921177392
Muurvaren;Asplenium ruta-muraria;125;Calandkade, thv nieuw gebouw;kademuur;20140819000000;2014;81216;452864;184044;178;81216;452864;4.311315043568109;52.05915758484041
Steenbreekvaren;Asplenium trichomanes;2;Calandkade, thv nieuw gebouw;kademuur;20140819000000;2014;81225;452873;184046;179;81225;452873;4.311444311717942;52.05923966429108
Tongvaren;Asplenium scolopendrium;2;Calandkade, thv nieuw gebouw;kademuur;20140819000000;2014;81220;452868;184048;180;81220;452868;4.3113724960206135;52.05919406461372
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;1;Calandkade, tweede koffiehuis boot;kademuur;20140804000000;2014;81418;453043;179760;181;81418;453043;4.314221465043933;52.060793082342535
Muurleeuwenbek;Cymbalaria muralis;7;Calandkade, tweede koffiehuis boot;kademuur;20140804000000;2014;81420;453044;179759;182;81420;453044;4.31425040894581;52.060802334738725
Muurvaren;Asplenium ruta-muraria;15;Capadosestraat 9;pilaar van lage tuinmuur;20140819000000;2014;81808;452803;183974;183;81808;452803;4.319958979818802;52.058687907290334
Tongvaren;Asplenium scolopendrium;1;Capadosestraat 9;pilaar van lage tuinmuur;20140819000000;2014;81807;452803;183975;184;81807;452803;4.319944400805458;52.058687775194855
Mannetjesvaren;Dryopteris filix-mas;30;Carel Reinierszkade 69;lage tuinmuur;20140826000000;2014;83571;456156;187622;185;83571;456156;4.344960165414454;52.089050863259324
Tongvaren;Asplenium scolopendrium;5;Carel Reinierszkade 69;lage tuinmuur;20140826000000;2014;83567;456161;187623;186;83567;456161;4.344900762037588;52.089095281232616
Gele Helmbloem;Pseudofumaria lutea;1;Conradkade, naast 149-152;gevelvoet;20140811000000;2014;78852;455598;181736;187;78852;455598;4.2762403243596445;52.08340732550175
Gele Helmbloem;Pseudofumaria lutea;20;Convivastraat, naast 49;hoge tuinmuur;20140804000000;2014;82151;453171;179709;188;82151;453171;4.3248810901656425;52.06204025659385
Klein Glaskruid;Parietaria judaica;10;Copernicusstraat / Beeklaan;terrestrisch en bestrating;20140814000000;2014;79023;454907;182778;189;79023;454907;4.278888568246992;52.0772210254502
Muurleeuwenbek;Cymbalaria muralis;25;Copernicusstraat / Beeklaan;gevelvoet en bestrating;20140814000000;2014;79023;454907;182766;190;79023;454907;4.278888568246992;52.0772210254502
Muurleeuwenbek;Cymbalaria muralis;50;Copernicusstraat 115;terrestrisch en bestrating;20140814000000;2014;79057;454938;182777;191;79057;454938;4.2793775552232365;52.07750427607083
Gele Helmbloem;Pseudofumaria lutea;15;Cornelis van der Lijnstraat 130;lage tuinmuur en terrestrisch;20140826000000;2014;83537;456112;187614;192;83537;456112;4.344473359672562;52.08865105535715
Muurvaren;Asplenium ruta-muraria;1;Cornelis van der Lijnstraat 130;lage tuinmuur;20140826000000;2014;83537;456113;187613;193;83537;456113;4.344473150119175;52.088660042175086
Gele Helmbloem;Pseudofumaria lutea;22;Cornelis van der Lijnstraat 140;gevelvoet en bestrating;20140826000000;2014;83544;456104;187615;194;83544;456104;4.344577158057641;52.08858006436832
Muurvaren;Asplenium ruta-muraria;2;Cornelis van der Lijnstraat 164 en 166;lage tuinmuur;20140826000000;2014;83558;456083;187616;195;83558;456083;4.344785801284614;52.08839314801625
Muurvaren;Asplenium ruta-muraria;17;Cornelis van der Lijnstraat 168-174;lage tuinmuur;20140826000000;2014;83561;456078;187618;196;83561;456078;4.344830615060068;52.088348601053234
Tongvaren;Asplenium scolopendrium;1;Cornelis van der Lijnstraat 168-174;lage tuinmuur;20140826000000;2014;83561;456079;187617;197;83561;456079;4.344830405580327;52.08835758787243
Tongvaren;Asplenium scolopendrium;1;Cornelis van der Lijnstraat 178;lage tuinmuur;20140826000000;2014;83566;456071;187619;198;83566;456071;4.344905025201239;52.0882863385017
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;1;Cruquiuskade, achter Haagse Hogeschool;kademuur;20140804000000;2014;82067;453597;179739;199;82067;453597;4.323565369728514;52.065857583899096
Mannetjesvaren;Dryopteris filix-mas;1;Cruquiuskade, achter Haagse Hogeschool;kademuur;20140804000000;2014;82188;453675;179729;200;82188;453675;4.325313080886279;52.06657447168199
Muurvaren;Asplenium ruta-muraria;2;Cruquiuskade, achter Haagse Hogeschool;kademuur;20140804000000;2014;82244;453712;179743;201;82244;453712;4.326121765964099;52.066914341256975
Muurvaren;Asplenium ruta-muraria;1;Cruquiuskade, achter Haagse Hogeschool;kademuur;20140804000000;2014;82259;453759;179742;202;82259;453759;4.32633047768469;52.06733869103609
Muurvaren;Asplenium ruta-muraria;2;Cruquiuskade, achter Haagse Hogeschool;kademuur;20140804000000;2014;82133;453640;179728;203;82133;453640;4.324518562756837;52.066252701714994
Muurvaren;Asplenium ruta-muraria;3;Cruquiuskade, achter Haagse Hogeschool;kademuur;20140804000000;2014;82108;453624;179726;204;82108;453624;4.3241574413462995;52.06610562389046
Tongvaren;Asplenium scolopendrium;4;Cruquiuskade, achter Haagse Hogeschool;kademuur;20140804000000;2014;82249;453715;179762;205;82249;453715;4.326194035276094;52.066941958347904
Muurvaren;Asplenium ruta-muraria;350;Cruquiuskade, achter Haagse Hogeschool bij brug Leeghwaterplein;kademuur;20140804000000;2014;82032;453573;179740;206;82032;453573;4.323060151229142;52.06563729167484
Gele Helmbloem;Pseudofumaria lutea;40;Cyclaamstraat 30;lage tuinmuur en terrestrisch;20140827000000;2014;77229;454330;188659;207;77229;454330;4.252854928009414;52.07178671481282
Tongvaren;Asplenium scolopendrium;1;Daal en Bergselaan 50a;keermuur;20140827000000;2014;77219;454677;188660;208;77219;454677;4.252630015970913;52.07490366696642
