Ministerie;Leveranciers;9010 - GWW;9301 - Laboratoriumonderzoek;9302 - Laboratoriummaterialen;9303 - Laboratoriuminstrumenten;9304 - Aankoop onderzoeksmateriaal;9305 - Research & development;9410 - Lokale belastingen - waterschapslasten;9500 - AZ specifiek;9520 - BZK Specifiek;9530 - DEF specifiek;9540 - EZ Specifiek;9550 - FIN specifiek;9560 - I&M specifiek;9570 - OCW specifiek;9580 - SZW specifiek;9590 - V&J specifiek;9600 - VWS Specifiek;Eindtotaal
EZ;Heinis Waterbeheer en Ecologie;;;;;;;;;;;1;;;;;;;1
EZ;Hela Thissen B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Heli Holland Air Service B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Helicon Opleidingen;;;;;;;;;;;1;;;;;;;1
EZ;Henk van Walderveen en Zonen B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Herd Health Consultancy;;;;;;;;;;;3;;;;;;;3
EZ;Herman Kuijper B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Hermus Made B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Hes van Zweeden B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Het Kippenhok;;;;;;;;;;;1;;;;;;;1
EZ;Het Notuleercentrum B.V.;;;;;;;;;;;2;;;;;;;2
EZ;Het Veld Advies;;;;;;;;;;;1;;;;;;;1
EZ;Hettich Automation B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Hettich Benelux B.V.;;;1;1;;;;;;;;;;;;;;1
EZ;Hevel Vacuum B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Hielkema Services & Calibration B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Highlight B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Hilbrands Laboratorium B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Hiltra Barneveld B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Hitma Instrumentatie B.V.;;;1;1;;;;;;;;;;;;;;1
EZ;Hoa-An Venlo B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Höcker Advocaten;;;;;;;;;;;1;;;;;;;1
EZ;Hoek-Agro B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Hoekstra Idskenhuizen B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Holbico;;;;;1;;;;;;;;;;;;;1
EZ;Hollander Barendrecht B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Hollandse Visveiling IJmuiden;;;;;1;;;;;;;;;;;;;1
EZ;Home C.V.;;;;;1;;;;;;;;;;;;;1
EZ;Hoogendam Advocaten;;;;;;;;;;;1;;;;;;;1
EZ;Hoogendijk Import Export B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Hoogland Vis B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Hoogvliet;;;;;1;;;;;;;;;;;;;1
EZ;Hörchner Advocaten;;;;;;;;;;;1;;;;;;;1
EZ;Horeca Adviescentrum HTC;;;;;;;;;;;1;;;;;;;1
EZ;Horecagroothandel Asiatico B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Horecagroothandel Willie Robben;;;;;1;;;;;;;;;;;;;1
EZ;Horecashop Concepts B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Horeca-Visservice Van Meines B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Horesca Meppel B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Horizon Natuurvoeding B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Horticoop B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Houtsma financieel en juridisch advies;;;;;;;;;;;1;;;;;;;1
EZ;Houweling Veiligheid B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Huijbregts Groep;;;;;1;;;;;;;;;;;;;1
EZ;Hulskamp Audiovisueel Utrecht;;;;1;;;;;;;;;;;;;;1
EZ;I.D. Image Development;;;;;;;;;;;1;;;;;;;1
EZ;I.T.K. Diagnostics B.V.;;;1;1;;;;;;;;;;;;;;1
EZ;IFCO Funderingscontrole B.V.;;;;;;;;;;;1;;;;;;;1
EZ;IG Impex;;;;;1;;;;;;;;;;;;;1
EZ;IKEA B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Import- en Exportonderneming 'Amboina' B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Imtech Nettenbouw;;;;;;;;;;;3;;;;;;;3
EZ;In de Gaper Beheer B.V.;;;;;1;;;;;;;;;;;;;1
EZ;ING Bank N.V.;;;;;;;;;;;1;;;;;;;1
EZ;InnoVetMed B.V.;;;;;;;;;;;2;;;;;;;2
EZ;InsightsWorld B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Instrument Solutions Benelux B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Interbosch B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Inter-Burgo Netherlands B.V.;;;;;1;;;;;;;;;;;;;1
EZ;International Bathrooms WTS B.V.;;;;;1;;;;;;;;;;;;;1
EZ;International Fruit Trading B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Interscience B.V.;;;2;2;;;;;;;;;;;;;;3
EZ;Intex Trading;;;;;1;;;;;;;;;;;;;1
EZ;Intrum Justitia Nederland B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Invorderingskantoor Nederland B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Isogen Life Science B.V.;;;2;;;;;;;;;;;;;;;2
EZ;J. Barbé B.V.;;;;;1;;;;;;;;;;;;;1
EZ;J.C. Valk Dierenarts;;;;;;;;;;;3;;;;;;;3
EZ;J.H. Ritmeester B.V.;;;1;;;;;;;;;;;;;;;1
EZ;J.J. Darboven B.V.;;;;;1;;;;;;;;;;;;;1
EZ;J.M. VAN Kempen;;;;1;;;;;;;;;;;;;;1
EZ;J.P. van Soest-Advies voor Duurzaamheid B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Jacob Hooy & Co. B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Jager Holland B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Jan de Geus en Zn. B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Jan Linders B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Janssen en van Maris;;;;;1;;;;;;;;;;;;;1
EZ;JC Nail Design;;;;;1;;;;;;;;;;;;;1
EZ;Jiya trading;;;;;1;;;;;;;;;;;;;1
EZ;Joannusmolen B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Joh. Verweij Groothandel in Fruit B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Joint Analytical Systems Benelux B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Joldersma Erwin;;;;;;;;;;;2;;;;;;;2
EZ;Jumbo Supermarkten B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Juridisch Adviesbureau Klaus;;;;;;;;;;;1;;;;;;;1
EZ;Juridisch Adviesbureau Maury;;;;;;;;;;;1;;;;;;;1
EZ;Juris-Dictie B.V.;;;;;;;;;;;1;;;;;;;1
EZ;K. ten Have Koffiebrand. en Theepakkerij B.V.;;;;;1;;;;;;;;;;;;;1
EZ;K. v.d. Spijk en Zn. Amsterdam B.V.;;;;;1;;;;;;;;;;;;;1
EZ;K. v.d. Spijk en Zn. IJsselmuiden B.V.;;;;;1;;;;;;;;;;;;;1
EZ;K.J. Coppoolse Dierenarts;;;;;;;;;;;4;;;;;;;4
EZ;K001;;;;;1;;;;;;;;;;;;;1
EZ;Kai Tak Company B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Kala Health B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Kamera Express;;;;1;;;;;;;;;;;;;;1
EZ;Kangwen B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Kantoorverzorging Verhallen en Jansen;;;1;;;;;;;;;;;;;;;1
EZ;Kappelhof Advocaten;;;;;;;;;;;1;;;;;;;1
EZ;KEMA Nederland B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Kidsbiz Furniture;;;;;1;;;;;;;;;;;;;1
EZ;Kienhuishoving N.V.;;;;;;;;;;;1;;;;;;;1
EZ;KimTrade;;;;;1;;;;;;;;;;;;;1
EZ;King Cuisine;;;;;1;;;;;;;;;;;;;1
EZ;King Nuts & Raaphorst;;;;;1;;;;;;;;;;;;;1
EZ;Kiwa N.V.;;;;;;;;;;;1;;;;;;;1
EZ;Kiwa Register B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Klaas de Poel B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Klassenoten B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Kneppelhout & Korthals N.V.;;;;;;;;;;;1;;;;;;;1
EZ;Koas Foods B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Kobra B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Koch & Van den Heuvel Advocaten B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Koffiebranderij G. Peeze B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Kohl Fruit Trading B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Kometex B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Koning & Pover Advocaten;;;;;;;;;;;1;;;;;;;1
EZ;Koninklijke Euroma B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Koninklijke Fabrieken Posthumus B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Kraaijeveld Groente en Fruit B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Kraan Vleesservice B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Kreko B.V.;;;1;;1;;;;;;;;;;;;;1
EZ;Kremer Zaden B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Kubus Selfstorage;;;;;;;;;;;1;;;;;;;1
EZ;La Coresse B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Label Solutions;;;;1;;;;;;;;;;;;;;1
EZ;Labkoo;;;;1;;;;;;;;;;;;;;1
EZ;Laboratorium Zeeuws-Vlaanderen;;;;;1;;;;;;;;;;;;;1
EZ;LadderHulp.nl;;;;;1;;;;;;;;;;;;;1
EZ;Lado Klimmaterialen B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Land Life Company B.V.;;;;;;;;;;;2;;;;;;;2
EZ;Land. Associat. Van Gerechtsdeurwaarders B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Landbouwbedrijf Schilder V.O.F.;;;;;;;;;;;1;;;;;;;1
EZ;Lasaulec B.V.;;;1;1;;;;;;;;;;;;;;1
EZ;Legaltree ISV;;;;;;;;;;;1;;;;;;;1
EZ;Leica Microsystems B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Lekko B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Lenoza;;;;;1;;;;;;;;;;;;;1
EZ;LESHolland;;;;;1;;;;;;;;;;;;;1
EZ;Lexence N.V.;;;;;;;;;;;1;;;;;;;1
EZ;Lidl;;;;;1;;;;;;;;;;;;;1
EZ;Life Technologies International B.V.;;;4;;;;;;;;;;;;;;;4
EZ;Linde Gas Benelux B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Linde Gas Cryoservices B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Linssen c.s. Advocaten B.V.;;;;;;;;;;;2;;;;;;;2
EZ;Liroy B.V.;;;;;1;;;;;;;;;;;;;1
EZ;LMR Advocaten;;;;;;;;;;;1;;;;;;;1
EZ;Lobbes Speelgoed B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Logicx Berging B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Logitime Nederland B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Los Picos B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Lozeman Tuinmachines Elst B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Lucullus;;;;;1;;;;;;;;;;;;;1
EZ;Luiten Food;;;;;1;;;;;;;;;;;;;1
EZ;M&P Bakkerberaad;;;;;;;;;;;1;;;;;;;1
EZ;M. De Vries;;;;;;;;;;;2;;;;;;;2
EZ;M.C.A. Ind. (Metaal Compon. Assembl. Ind.);;;;;1;;;;;;;;;;;;;1
EZ;M.E.Q. de Bont;;;;;;;;;;;2;;;;;;;2
EZ;Maasmond Leeuwarden B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Maatschap D.A.P. Vaassen & Omstreken;;;;;;;;;;;2;;;;;;;2
EZ;Maatschap Dierenartsenpraktijk Drechtstreek;;;;;;;;;;;1;;;;;;;1
EZ;Maatschap WEA Noord Holland;;;;;;;;;;;1;;;;;;;1
EZ;Maax Shop;;;;;1;;;;;;;;;;;;;1
EZ;Magneet Grafische Communicatie B.V.;;;;;;;;;;;3;;;;;;;3
EZ;Magnus Management & Beheer B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Manutan B.V.;;;1;;;;;;;;1;;;;;;;1
EZ;Marjokadogids;;;;;1;;;;;;;;;;;;;1
EZ;Marni Fruit;;;;;1;;;;;;;;;;;;;1
EZ;Mart Microbiology B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Masco Kantoor Installaties B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Materiaal Metingen Testgroep;;;;1;;;;;;;;;;;;;;1
EZ;Maters Grofra B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Matthijs B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Max ICT B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Maza B.V.;;;;;1;;;;;;;;;;;;;1
EZ;MB Onderdelen;;;;;1;;;;;;;;;;;;;1
EZ;MBF Savannah B.V.;;;;;1;;;;;;;;;;;;;1
EZ;MCS Diagnostics B.V.;;;1;;;;;;;;;;;;;;;1
EZ;MDY Corporate;;;;;1;;;;;;;;;;;;;1
EZ;Mediaproducts B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Medivital B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Mercer (Nederland) B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Metamorfase;;;;;;;;;;;1;;;;;;;1
EZ;MeteoGroup Nederland B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Mettler-Toledo B.V.;;;;3;;;;;;;;;;;;;;3
EZ;Micronit Microfluidics B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Microtron;;;;;;;;;;;1;;;;;;;1
EZ;Miele Nederland B.V.;;;;2;;;;;;;;;;;;;;2
EZ;Millets Place B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Millipore;;;1;2;;;;;;;;;;;;;;2
EZ;Minigrip;;;2;;;;;;;;1;;;;;;;2
EZ;Misco Nederland B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Mitutoyo Nederland B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Mix Food B.V.;;;;;1;;;;;;;;;;;;;1
EZ;MLK B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Mooijer-Volendam B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Mourik Woerden B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Mouw Maalderij B.V.;;;;;1;;;;;;;;;;;;;1
EZ;MT Bono B.V.;;;;;1;;;;;;;;;;;;;1
EZ;N&A Eastern Trading B.V.;;;;;1;;;;;;;;;;;;;1
EZ;NagelstuDionne;;;;;1;;;;;;;;;;;;;1
EZ;Nail Line B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Nail World;;;;;1;;;;;;;;;;;;;1
EZ;Nail XL;;;;;1;;;;;;;;;;;;;1
EZ;NAK;;;;;;;;;;;1;;;;;;;1
EZ;Namelen Holding B.V.;;;;;;;;;;;3;;;;;;;3
EZ;Nanhoe Holding B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Naproz B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Natudis Nederland B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Natural Goods V.O.F.;;;;;1;;;;;;;;;;;;;1
EZ;Naturalia B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Natusor Gezondheidsproducten B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Ned. Ver. tot Bescherming van Dieren;;;;;;;;;;;1;;;;;;;1
EZ;Neo, Netherl. Geomat. & Earth Observat. B.V.;;;;;;;;;;;6;;;;;;;6
EZ;Network Innovations Services;;;;;;;;;;;1;;;;;;;1
EZ;NF Nutraceuticals B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Nifa-Instrumenten B.V.;;;1;;;;;;;;;;;;;;;1
EZ;NIVO Im- en Export Beverwijk;;;;;1;;;;;;;;;;;;;1
EZ;Noepa Impex;;;;;1;;;;;;;;;;;;;1
EZ;Nom;;;;;;;;;;;4;;;;;;;4
EZ;Notariskantoor Adegeest B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Notariskantoor Roerdalen;;;;;;;;;;;1;;;;;;;1
EZ;Nova Vitae B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Nutacon B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Nutland B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Nutramin B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Nutri-Dynamics Health Products B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Nutrition Company B.V.;;;;;1;;;;;;;;;;;;;1
EZ;O. Smeding en Zoon B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Olympus Nederland B.V.;;;;1;;;;;;;1;;;;;;;1
EZ;onlinekabelshop.nl;;;;;1;;;;;;;;;;;;;1
EZ;Optima Forma B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Organic Flavour Company B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Organic Trade Company Holland B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Orient Treasure Holding B.V.;;;;;1;;;;;;;;;;;;;1
EZ;OSAGE communicatie en ontwerp;;;;;;;;;;;1;;;;;;;1
EZ;Osteovet;;;;;;;;;;;4;;;;;;;4
EZ;Otto Simon B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Ouëndag & Silberman;;;;;;;;;;;1;;;;;;;1
EZ;Oxoid;;;3;;;;;;;;;;;;;;;3
EZ;Oxyline;;;;;1;;;;;;;;;;;;;1
EZ;P. Bestebreurtje B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Paardekooper;;;1;;;;;;;;;;;;;;;1
EZ;Pactechno;;;;1;;;;;;;;;;;;;;1
EZ;Palingroker. en Vish. Fa. C. Overweel en Zn.;;;;;1;;;;;;;;;;;;;1
EZ;Panasonic Biomedical Sales Europe B.V.;;;;2;;;;;;;;;;;;;;2
EZ;Pardes Rimonim B.V.;;;;;1;;;;;;;;;;;;;1
EZ;PASS toegangssystemen B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Pax Bouw en Industrieservice B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Perfect Direct Mail B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Perfect Nails;;;;;1;;;;;;;;;;;;;1
EZ;PerkinElmer Nederland B.V.;;;2;3;;;;;;;;;;;;;;4
EZ;Peulen B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Pharmediair;;;;;;;;;;;3;;;;;;;3
EZ;Phenomenex B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Phyto Health Pharma B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Plus Retail B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Pobezin Installatie Techniek B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Pocahondas Amsterdam B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Poeliersbedrijf Cuno Moormann en Zonen B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Poiesz Supermarkten B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Point to Point Communicatie B.V.;;;;;;;;;;;1;;;;;;;1
EZ;POL Heteren B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Polak & Co. Import-Export B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Polman's Huis B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Pon Dealer B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Pors Veterinaire Dienstverlening;;;;;;;;;;;3;;;;;;;3
EZ;Posthumus & Dal Graveurs B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Prakt.ond. Plant & Omg./Plant Research Int.;;;1;;;;;;;;;;;;;;;1
EZ;Pranger-Rosier Installaties B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Pree E-RF-Tech;;;;;;;;;;;2;;;;;;;2
EZ;Prenatal;;;;;1;;;;;;;;;;;;;1
EZ;Profile Tyrecenter Heuver Hardenberg;;;;;;;;;;;1;;;;;;;1
EZ;Profix Benelux B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Promega Benelux B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Pronk Hollandvis B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Protinus IT B.V.;;;;1;;;;;;;1;;;;;;;1
EZ;Proviform;;;;;1;;;;;;;;;;;;;1
EZ;Qiagen Benelux B.V.;;;3;1;;;;;;;;;;;;;;3
EZ;Qualinorm;;;;;1;;;;;;;;;;;;;1
EZ;Quartel Modelbouw B.V.;;;1;;;;;;;;;;;;;;;1
EZ;R. Hüfken Veterinaire Diensten;;;;;;;;;;;4;;;;;;;4
EZ;R. van Gastel;;;;;;;;;;;4;;;;;;;4
EZ;R.B.A. Frijlink thodn de Gelderse IJzerhandel;;;1;;1;;;;;;1;;;;;;;1
EZ;R.J. Kaasenbrood;;;;;;;;;;;2;;;;;;;2
EZ;Rae Benelux B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Rechtsbijstandbureau Recht voor Allen;;;;;;;;;;;1;;;;;;;1
EZ;Record Industrie B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Relyvet;;;;;;;;;;;3;;;;;;;3
EZ;Remie Fiscaal Juridisch Adviesbureau;;;;;;;;;;;1;;;;;;;1
EZ;Remondis Argentia B.V.;;;;;;;;;;;1;;;;;;;1
EZ;RE-ON LAS Lastechniek;;;1;;;;;;;;;;;;;;;1
EZ;Restaurant Christian;;;;;;;;;;;1;;;;;;;1
EZ;Rhumveld Winter & Konijn B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Rik Holland B.V.;;;;;1;;;;;;;;;;;;;1
EZ;RIKILT;;;2;2;;;;;;;2;;;;;;;3
EZ;Rischen & Nijhuis, advocaten;;;;;;;;;;;1;;;;;;;1
EZ;Roche Diagnostics Nederland B.V.;;;2;;;;;;;;;;;;;;;2
EZ;Roelofsen Horeca Groothandel B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Roelofsen Installatietechniek Arnhem B.V.;;;;1;;;;;;;;;;;;;;1
EZ;ROHDE & GRAHL B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Rohde & Schwarz Benelux B.V.;;;;;;;;;;;6;;;;;;;6
EZ;Rokerij de Zalm B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Rombou B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Rosies B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Roveg Fruit B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Roxs-Electro;;;1;;;;;;;;;;;;;;;1
EZ;RS Components B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Ruinemans Aquarium B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Rungis B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Rustenburg Groothandel B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Ruys Handelsvereniging B.V.;;;;1;;;;;;;;;;;;;;1
EZ;RV Tool Techniek;;;;;1;;;;;;;;;;;;;1
EZ;RVP Engineering;;;1;;;;;;;;;;;;;;;1
EZ;RWV Advocaten;;;;;;;;;;;1;;;;;;;1
EZ;S.C. van Ravenswaaij;;;;;1;;;;;;;;;;;;;1
EZ;Saled Nederland B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Sanaderm B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Sanbio B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Sangha Food B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Sanvir groenten import/export;;;;;1;;;;;;;;;;;;;1
EZ;Satellietkantoor Utrecht;;;;;;;;;;;1;;;;;;;1
EZ;Schapendokter.nl B.V.;;;;;;;;;;;2;;;;;;;2
EZ;Scherpenhuizen B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Schippers Bladel B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Schoffelen & Van der Leeuw Advocaten;;;;;;;;;;;1;;;;;;;1
EZ;Schoonheidssalon Michele;;;;;1;;;;;;;;;;;;;1
EZ;Schulp Vruchtensappen B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Seafood Centre B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Sedef Impex Groenten & Fruit B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Sentega Etiketten B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Seray Impex B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Serhat Impex Velp B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Shimadzu Benelux;;;;1;;;;;;;;;;;;;;1
EZ;Shots Media;;;;;1;;;;;;;;;;;;;1
EZ;Showa Boeki Europe B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Sibelco Benelux B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Sidhu Food B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Sigarenhandel Piet van Kuijk;;;;;1;;;;;;;;;;;;;1
EZ;Sigma Aldrich Chemie B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Silletti;;;;;1;;;;;;;;;;;;;1
EZ;Simac Electronics B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Simon Levelt B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Sin Wah Foods B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Sismatec B.V.;;;1;1;;;;;;;;;;;;;;1
EZ;Skalar Analytical B.V.;;;1;1;;;;;;;;;;;;;;1
EZ;Slachthuis Haaksbergen B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Slinc. B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Slingeland Dierenartsen;;;;;;;;;;;2;;;;;;;2
EZ;Smartwares Home Improvement B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Smeva Koeling B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Smink Groenten en Fruit B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Snack Connection B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Snijders Hammerlit;;;1;2;;;;;;;;;;;;;;2
EZ;Solex Betuwe;;;;;;;;;;;1;;;;;;;1
EZ;Solgar Vitamins (Holland) B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Sopachem B.V.;;;2;;;;;;;;;;;;;;;2
EZ;Soppe Gundelach Witbreuk advocaten B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Sorgente B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Sosbiotherapeutics;;;;;1;;;;;;;;;;;;;1
EZ;Sous Fresh B.V.;;;;;1;;;;;;;;;;;;;1
EZ;South American Food Express B.V.;;;;;1;;;;;;;;;;;;;1
EZ;SoyBeanCompany B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Spanpartner B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Special Cargo Services B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Spectrometry Vision B.V.;;;;3;;;;;;;;;;;;;;3
EZ;Sportvisserij Zuidwest-Nederland;;;;;;;;;;;1;;;;;;;1
EZ;St. Beh. Drd.gld. Wouters & Wouters Advocaten;;;;;;;;;;;1;;;;;;;1
