objectid;id;stadsdeel;buurt;straat;locatie;element;omschrijving_element;lengte;breedte;hoogte;valhoogte;bodemmateriaal;mat_aluminium;mat_beton_steen;mat_hout;mat_kunststof;mat_metaal;vrije_ruimte;geo_shape;geo_point_2d
3151;1107.0;Woensel noord 1;Achtse Barrier-Hoeven;Montaubanhof;Montaubanhof;Schommel;Schommelstelling met metalen bovenbalk P1;385.0;160.0;235.0;130.0;Grindzand;False;False;True;True;True;750x315;"{""coordinates"": [5.447466609511537, 51.48669553756163], ""type"": ""Point""}";51.48669553756163, 5.447466609511537
3154;1118.0;Woensel noord 1;Achtse Barrier-Hoeven;Sedanlaan;Sedanlaan;Hobbelelement op veer;Eend Rood;93.0;44.0;78.0;47.0;Grindzand;False;False;True;True;True;350x245;"{""coordinates"": [5.450480063927311, 51.49128240573789], ""type"": ""Point""}";51.49128240573789, 5.450480063927311
3160;1620.0;Park Philips van Lennep;Lievendaal;Professor Meyerslaan;STD.P. Philips van Lennep / Meyerslaan;Doelwand;Met 5 gaten;231.0;79.0;165.0;;Gras;False;False;True;True;True;;"{""coordinates"": [5.431644279889335, 51.44616341409672], ""type"": ""Point""}";51.44616341409672, 5.431644279889335
3161;1622.0;Park Philips van Lennep;Lievendaal;Professor Meyerslaan;STD.P. Philips van Lennep / Meyerslaan;Doel;PD 01 Portaaldoel Rood;310.0;8.0;207.0;;Gras;False;False;False;False;True;;"{""coordinates"": [5.43257089538239, 51.44570066048023], ""type"": ""Point""}";51.44570066048023, 5.43257089538239
3163;1624.0;Park Philips van Lennep;Lievendaal;Professor Meyerslaan;STD.P. Philips van Lennep / Meyerslaan 2;Basketbalpaal;BB 01 Superstrong;200.0;180.0;385.0;;Betontegels;False;False;True;False;True;;"{""coordinates"": [5.433699358705843, 51.44673195101615], ""type"": ""Point""}";51.44673195101615, 5.433699358705843
3165;1629.0;Park Philips van Lennep;Lievendaal;Professor Meyerslaan;STD.P. Philips van Lennep / Meyerslaan 2;Skatetoestel;Spineramp;324.0;130.0;91.0;91.0;Asfalt;False;False;False;False;True;824x630;"{""coordinates"": [5.433226021790833, 51.44677036843145], ""type"": ""Point""}";51.44677036843145, 5.433226021790833
3166;1630.0;Park Philips van Lennep;Lievendaal;Professor Meyerslaan;STD.P. Philips van Lennep / Meyerslaan 2;Skatetoestel;Jumpramp;161.0;130.0;59.0;59.0;Asfalt;False;False;False;False;True;661x630;"{""coordinates"": [5.433184351148565, 51.446743994221265], ""type"": ""Point""}";51.446743994221265, 5.433184351148565
3168;1873.0;Gestel;Genderdal;Mendelssohnlaan;Mendelssohnlaan;Combinatietoestel;Speelcombinatie;530.0;380.0;290.0;165.0;Grindzand;False;False;True;True;True;830x730;"{""coordinates"": [5.452208711420947, 51.42587356621973], ""type"": ""Point""}";51.42587356621973, 5.452208711420947
3173;1882.0;Gestel;Genderdal;Mendelssohnlaan;Mendelssohnlaan;Duikelrek;ME 02 Enkel Geel;150.0;4.0;95.0;95.0;Gras;False;False;False;False;True;304x250;"{""coordinates"": [5.450796327055858, 51.42520303361071], ""type"": ""Point""}";51.42520303361071, 5.450796327055858
3175;1888.0;Gestel;Genderdal;Mendelssohnlaan;Mendelssohnlaan;Duikelrek;ME 02 Enkel Geel;150.0;4.0;90.0;90.0;Gras;False;False;False;False;True;304x250;"{""coordinates"": [5.451574211845075, 51.42550141644415], ""type"": ""Point""}";51.42550141644415, 5.451574211845075
3176;3343.0;Gestel;Genderdal;Mendelssohnlaan;Mendelssohnlaan;Wip;Horse Ride;302.0;36.0;104.0;117.0;Grindzand;False;False;True;True;True;502x236;"{""coordinates"": [5.452089729589637, 51.42596937740391], ""type"": ""Point""}";51.42596937740391, 5.452089729589637
3177;1122.0;Woensel noord 1;Achtse Barrier-Hoeven;Abbevillelaan;Abbevillelaan;Combinatietoestel;Activiteitentoren;530.0;662.0;378.0;226.0;Grindzand;False;False;True;True;True;1020x814;"{""coordinates"": [5.449648852770787, 51.49218886518231], ""type"": ""Point""}";51.49218886518231, 5.449648852770787
3181;1129.0;Woensel noord 1;Achtse Barrier-Hoeven;Amienslaan;Amienslaan;Doel;Kooidoel staalmat 50x200;320.0;135.0;205.0;;Gras;False;False;False;False;True;;"{""coordinates"": [5.447757158955785, 51.49129324878167], ""type"": ""Point""}";51.49129324878167, 5.447757158955785
3183;1390.0;Woensel noord 2;Vaartbroek;Boekweitstraat;Boekweitstraat;Combinatietoestel;Konijnenspoor;560.0;360.0;315.0;150.0;Grindzand;False;False;True;True;True;860x660;"{""coordinates"": [5.495978031748848, 51.476118571454], ""type"": ""Point""}";51.476118571454, 5.495978031748848
3184;1391.0;Woensel noord 2;Vaartbroek;Maisweg;Maisweg;Hobbelelement op veer;Motorfiets;90.0;32.0;84.0;55.0;Grindzand;False;False;True;True;True;350x232;"{""coordinates"": [5.500134529091424, 51.476577091979046], ""type"": ""Point""}";51.476577091979046, 5.500134529091424
3189;3337.0;Strijp 1;Lievendaal;Pieter Stockmanslaan;Pieter Stockmanslaan;Duikelrek;;300.0;50.0;137.0;126.0;Grindzand;False;False;True;False;True;400x350;"{""coordinates"": [5.435602374110485, 51.44628831969138], ""type"": ""Point""}";51.44628831969138, 5.435602374110485
3197;1644.0;Strijp 1;Lievendaal;Willem Pompestraat;Willem Pompestraat 1;Klimtoestel;Klimlabyrinth;250.0;60.0;200.0;80.0;Gras;False;False;True;True;True;550x360;"{""coordinates"": [5.437339750922015, 51.4453144694753], ""type"": ""Point""}";51.4453144694753, 5.437339750922015
3199;1890.0;Gestel;Genderdal;Mendelssohnlaan;Mendelssohnlaan;Doel;Spijlen doel;320.0;100.0;200.0;;Asfalt;False;False;False;False;True;;"{""coordinates"": [5.451360259273407, 51.42559947534585], ""type"": ""Point""}";51.42559947534585, 5.451360259273407
3201;1894.0;Gestel;Genderdal;Cherubinilaan;Cherubinilaan;Combinatietoestel;Konijnenspoor;558.0;356.0;330.0;147.0;Grindzand;False;False;True;True;True;847x689;"{""coordinates"": [5.4530209480723135, 51.42928489547225], ""type"": ""Point""}";51.42928489547225, 5.4530209480723135
3207;1136.0;Woensel noord 1;Achtse Barrier-Hoeven;Rouenlaan;Rouenlaan / Atrechtlaan;Combinatietoestel;Locomotief;439.0;222.0;267.0;90.0;Grindzand;False;False;True;True;True;747x437;"{""coordinates"": [5.447067493746019, 51.49295117439576], ""type"": ""Point""}";51.49295117439576, 5.447067493746019
3214;1288.0;Woensel noord 2;Blixembosch-Oost;Samuel Richardsonlaan;Samuel Richardsonlaan;Schommel;Dubbele schommel;325.0;200.0;225.0;135.0;Grindzand;False;False;False;True;True;700x325;"{""coordinates"": [5.471537923603819, 51.48691273180132], ""type"": ""Point""}";51.48691273180132, 5.471537923603819
3219;1408.0;Woensel noord 2;Vaartbroek;Pippelingstraat;Pippelingstraat;Schommel;Vogelnestschommel;391.0;175.0;270.0;140.0;Grindzand;False;False;True;True;True;810x315;"{""coordinates"": [5.494025432853088, 51.47939286730326], ""type"": ""Point""}";51.47939286730326, 5.494025432853088
3225;1648.0;Strijp 1;Lievendaal;Willem Pompestraat;Willem Pompestraat 2;Speelaanleiding;Stelten 7x;150.0;120.0;220.0;50.0;Gras;False;False;True;True;True;450x420;"{""coordinates"": [5.435812853086091, 51.4443851511792], ""type"": ""Point""}";51.4443851511792, 5.435812853086091
3226;1649.0;Strijp 1;Lievendaal;Willem Pompestraat;Willem Pompestraat 2;Evenwichtstoestel;Balanceerbanden;750.0;35.0;180.0;65.0;Gras;False;False;True;True;False;1050x335;"{""coordinates"": [5.435572545095593, 51.444242205882034], ""type"": ""Point""}";51.444242205882034, 5.435572545095593
3227;1654.0;Strijp 1;Drents Dorp;Gelderlandplein;Gelderlandplein;Glijbaan;Mini Play;320.0;72.0;155.0;110.0;Grindzand;True;False;True;True;False;670x372;"{""coordinates"": [5.445119257019456, 51.44598630567787], ""type"": ""Point""}";51.44598630567787, 5.445119257019456
3229;1658.0;Strijp 1;Drents Dorp;Gelderlandplein;Gelderlandplein;Combinatietoestel;Double Slide Tower;380.0;185.0;178.0;98.0;Grindzand;False;False;False;True;True;730x485;"{""coordinates"": [5.444267860061676, 51.44619212676802], ""type"": ""Point""}";51.44619212676802, 5.444267860061676
3232;1906.0;Gestel;Blaarthem;Ravelstraat;Ravelstraat / Schümannstraat;Combinatietoestel;Klim- klautertoestel;630.0;250.0;270.0;120.0;Grindzand;False;False;True;True;True;980x550;"{""coordinates"": [5.456843259601511, 51.423961217561605], ""type"": ""Point""}";51.423961217561605, 5.456843259601511
3240;1297.0;Woensel noord 2;Blixembosch-Oost;George Orwellaan;George Orwellaan;Skatetoestel;Dubbele schans;280.0;130.0;60.0;60.0;Asfalt;False;False;False;False;True;780x530;"{""coordinates"": [5.4683219981708815, 51.487742439678094], ""type"": ""Point""}";51.487742439678094, 5.4683219981708815
3241;1299.0;Woensel noord 2;Blixembosch-Oost;George Orwellaan;George Orwellaan;Skatetoestel;Railslide 30-600 dubbele coping;500.0;8.0;45.0;45.0;Asfalt;False;False;False;True;True;1500x400;"{""coordinates"": [5.468183379791618, 51.487736450867395], ""type"": ""Point""}";51.487736450867395, 5.468183379791618
3242;1300.0;Woensel noord 2;Blixembosch-Oost;George Orwellaan;George Orwellaan;Skatetoestel;Gebogen Railside dubbele coping;600.0;6.0;30.0;30.0;Asfalt;False;False;False;True;True;1600x400;"{""coordinates"": [5.468196805170329, 51.48766741772095], ""type"": ""Point""}";51.48766741772095, 5.468196805170329
3243;1302.0;Woensel noord 2;Blixembosch-Oost;George Orwellaan;George Orwellaan;Basketbalpaal;BB 01 Superstrong;190.0;120.0;250.0;;Asfalt;False;False;False;True;True;;"{""coordinates"": [5.468733479049757, 51.48748071749534], ""type"": ""Point""}";51.48748071749534, 5.468733479049757
3244;1561.0;Strijp 1;Het Ven;Theresiaplein;Theresiaplein;Combinatietoestel;Combonatie SPF;429.0;411.0;271.0;193.0;Grindzand;False;False;True;True;True;761x709;"{""coordinates"": [5.440317914107752, 51.43883043620692], ""type"": ""Point""}";51.43883043620692, 5.440317914107752
3248;1567.0;Strijp 1;Het Ven;Jacob Oppenheimstraat;B.P. 't Ven;Klimtoestel;Klimrots van beton;610.0;190.0;300.0;300.0;Grindzand;False;True;False;False;False;980x690;"{""coordinates"": [5.444220795053659, 51.442117132587015], ""type"": ""Point""}";51.442117132587015, 5.444220795053659
3250;1429.0;Woensel noord 2;Vaartbroek;Dadelstraat;B.P. Vaartbroek 2;J.O.P.;JOP Meeting Point;;;330.0;;Betontegels;False;False;False;False;True;;"{""coordinates"": [5.496601431816454, 51.4793910164024], ""type"": ""Point""}";51.4793910164024, 5.496601431816454
3252;1432.0;Woensel noord 2;Vaartbroek;Dadelstraat;B.P. Vaartbroek 2;Doel;Kooidoel staalmat 50x200;320.0;140.0;200.0;;Asfalt;False;False;False;False;True;;"{""coordinates"": [5.496565752630747, 51.479549510813044], ""type"": ""Point""}";51.479549510813044, 5.496565752630747
3253;1433.0;Woensel noord 2;Vaartbroek;Dadelstraat;B.P. Vaartbroek 2;Pannafield;Panna Court;690.0;625.0;201.0;;Asfalt;False;False;False;False;True;;"{""coordinates"": [5.496610226530497, 51.479474566638125], ""type"": ""Point""}";51.479474566638125, 5.496610226530497
3254;1435.0;Woensel noord 2;Vaartbroek;De Streep;B.P. Vaartbroek 3;Basketbalpaal;BB 01 Superstrong;190.0;120.0;250.0;;Betontegels;False;False;True;True;True;;"{""coordinates"": [5.496991479850812, 51.47783745559776], ""type"": ""Point""}";51.47783745559776, 5.496991479850812
3255;1668.0;Strijp 1;Drents Dorp;Meidoornplein;Meidoornplein;Schommel;Vogelnestschommel;360.0;235.0;280.0;198.0;Zand;False;False;True;True;True;879x360;"{""coordinates"": [5.449091646010398, 51.44859431614367], ""type"": ""Point""}";51.44859431614367, 5.449091646010398
3264;1927.0;Gestel;Bennekel-Oost;Viottastraat;Viottastraat / Obrechtlaan;Hobbelelement op veer;Papilio 1;65.0;60.0;94.0;52.0;Grindzand;False;False;False;True;True;300;"{""coordinates"": [5.462337009329013, 51.41721116016475], ""type"": ""Point""}";51.41721116016475, 5.462337009329013
3266;1930.0;Gestel;Bennekel-Oost;Verhulststraat;Verhulststraat;Schommel;Vogelnestschommel;390.0;175.0;265.0;205.0;Zand;False;False;True;True;True;810x260;"{""coordinates"": [5.462042472956395, 51.41882517919176], ""type"": ""Point""}";51.41882517919176, 5.462042472956395
3269;1936.0;Gestel;Bennekel-Oost;Verhulststraat;Verhulststraat;Tafeltennistafel;Pingpongtafel;274.0;152.0;74.0;;Betontegels;False;True;False;False;False;;"{""coordinates"": [5.460924147873458, 51.41893250795666], ""type"": ""Point""}";51.41893250795666, 5.460924147873458
3274;1437.0;Woensel noord 2;Vaartbroek;De Koppele;De Koppele;Hobbelelement op 2 veren;Koekoek;139.0;162.0;80.0;76.0;Grindzand;False;False;True;True;True;460x440;"{""coordinates"": [5.490248308326387, 51.479932693834044], ""type"": ""Point""}";51.479932693834044, 5.490248308326387
3276;3392.0;Tongelre;Muschberg, Geestenberg;Bussele;B.P. Geestenberg;Baltrechter;;;;;;Betontegels;;;;True;True;;"{""coordinates"": [5.523546049389223, 51.444747945850615], ""type"": ""Point""}";51.444747945850615, 5.523546049389223
3277;1440.0;Woensel noord 2;Heesterakker;Mantualaan;Mantualaan;Hobbelelement op veer;Pierewaai;200.0;50.0;90.0;80.0;Grindzand;False;False;False;True;True;500x250;"{""coordinates"": [5.49903177221502, 51.48232771904071], ""type"": ""Point""}";51.48232771904071, 5.49903177221502
3280;1445.0;Woensel noord 2;Heesterakker;Kogelsmortel;Kogelsmortel;Hobbelelement op veer;Motorfiets;90.0;32.0;84.0;55.0;Rubbertegels;False;False;True;True;True;350x236;"{""coordinates"": [5.4938699354117, 51.48439877064576], ""type"": ""Point""}";51.48439877064576, 5.4938699354117
3283;1449.0;Woensel noord 2;Heesterakker;Kogelsmortel;Kogelsmortel;Hinkelbaan;Nrs. 1 t/m 10;210.0;90.0;;;Betontegels;False;True;False;False;False;;"{""coordinates"": [5.493862538018428, 51.48434458485074], ""type"": ""Point""}";51.48434458485074, 5.493862538018428
3285;3393.0;Tongelre;Muschberg, Geestenberg;Bussele;B.P. Geestenberg;Zandbak;;;;25.0;25.0;Gras;;True;;;;;"{""coordinates"": [5.523103777848322, 51.444573450499995], ""type"": ""Point""}";51.444573450499995, 5.523103777848322
3292;1694.0;Strijp 2;Grasrijk;Grasklokje;Grasklokje;Hobbelelement op 4 veren;Helikopter;350.0;280.0;190.0;100.0;Gras;False;False;True;True;True;650x550;"{""coordinates"": [5.418285409740851, 51.440164844876094], ""type"": ""Point""}";51.440164844876094, 5.418285409740851
3294;2095.0;Gestel;Ooievaarsnest;Twickel;Rooswijck-Twickel;Hobbelelement op veer;Eend Rood;90.0;36.0;76.0;41.0;Grindzand;False;False;True;True;True;350x236;"{""coordinates"": [5.432195304495323, 51.415230054678915], ""type"": ""Point""}";51.415230054678915, 5.432195304495323
3296;2097.0;Gestel;Ooievaarsnest;Twickel;Rooswijck-Twickel;Doel;Kooidoel;316.0;130.0;207.0;;Gras;False;False;False;False;True;;"{""coordinates"": [5.432736809679258, 51.415046600087514], ""type"": ""Point""}";51.415046600087514, 5.432736809679258
3299;1961.0;Gestel;Bennekel-West, Gagelbosch;Palestrinastraat;Palestrinastraat;Combinatietoestel;Assam Uniplay Harmonie;845.0;300.0;335.0;240.0;Grindzand;False;False;True;True;True;1245x650;"{""coordinates"": [5.448973042379731, 51.41845435928249], ""type"": ""Point""}";51.41845435928249, 5.448973042379731
3301;1966.0;Gestel;Bennekel-West, Gagelbosch;Corellistraat;Corellistraat;Wip;Wip;;;;130.0;Grindzand;False;True;False;False;False;;"{""coordinates"": [5.453515902581567, 51.417696967922424], ""type"": ""Point""}";51.417696967922424, 5.453515902581567
3302;1967.0;Gestel;Bennekel-West, Gagelbosch;Corellistraat;Corellistraat;Duikelrek;Duikelrek 3-delig;;;;165.0;Grindzand;False;True;False;False;True;;"{""coordinates"": [5.4535724458145705, 51.41765012257925], ""type"": ""Point""}";51.41765012257925, 5.4535724458145705
3303;1968.0;Gestel;Bennekel-West, Gagelbosch;Corellistraat;Corellistraat;Hobbelelement op veer;AV 13 Biciloko;90.0;40.0;80.0;54.0;Grindzand;False;False;False;True;True;300;"{""coordinates"": [5.453531557964089, 51.41766750306095], ""type"": ""Point""}";51.41766750306095, 5.453531557964089
3304;1183.0;Woensel noord 1;Woenselse Heide;Liesbergstraat;Liesbergstraat;Duikelrek;Rood Alu Play;157.0;4.0;93.0;93.0;Grindzand;True;False;False;False;False;304x257;"{""coordinates"": [5.467687971128743, 51.4821507998199], ""type"": ""Point""}";51.4821507998199, 5.467687971128743
3310;1259.0;Woensel noord 1;Blixembosch-West;Topaasring;Topaasring;Hobbelelement op veer;Schildpad;70.0;41.0;80.0;45.0;Grindzand;False;False;True;True;True;350x241;"{""coordinates"": [5.46246521855784, 51.485995798929316], ""type"": ""Point""}";51.485995798929316, 5.46246521855784
3313;1517.0;Strijp 1;Philipsdorp;Esdoornlaan;Esdoornlaan;Doel;Cruyff Court doel staalmat 50x200;500.0;150.0;200.0;;Kunstgras;False;False;False;False;True;;"{""coordinates"": [5.459763772135239, 51.44124678930122], ""type"": ""Point""}";51.44124678930122, 5.459763772135239
3320;1774.0;Park Meerland;Meerrijk;Zandstrand;Zandstrand 3;Doel;Kooidoel staalmat 50x200;300.0;72.0;200.0;;Gras;False;False;False;False;True;;"{""coordinates"": [5.402155238396512, 51.44472331576646], ""type"": ""Point""}";51.44472331576646, 5.402155238396512
3326;1021.0;Woensel noord 1;Achtse Barrier-Gunterslaer;Roussillonhof;Roussillonhof 1;Volleybalinstallatie;Met net;900.0;10.0;250.0;;Gras;False;False;False;False;True;;"{""coordinates"": [5.45197601102327, 51.484757507070825], ""type"": ""Point""}";51.484757507070825, 5.45197601102327
3328;1026.0;Woensel noord 1;Achtse Barrier-Spaaihoef;Juralaan;B.P. Achtste Barrier Zuid;Hobbelelement op veer;Motorfiets;90.0;32.0;84.0;55.0;Grindzand;False;False;True;True;True;350x236;"{""coordinates"": [5.444358638068132, 51.48535048231816], ""type"": ""Point""}";51.48535048231816, 5.444358638068132
3329;1027.0;Woensel noord 1;Achtse Barrier-Spaaihoef;Juralaan;B.P. Achtste Barrier Zuid;Hobbelelement op 2 veren;Spotvogel;313.0;31.0;90.0;90.0;Grindzand;False;False;True;True;True;513x231;"{""coordinates"": [5.44439339739573, 51.48528574696751], ""type"": ""Point""}";51.48528574696751, 5.44439339739573
3330;1266.0;Woensel noord 2;Blixembosch-Oost;Koningskinderen;Koningskinderen;Doel;Portaaldoel;320.0;6.0;220.0;;Gras;False;False;False;False;True;;"{""coordinates"": [5.483998025540023, 51.48453109213576], ""type"": ""Point""}";51.48453109213576, 5.483998025540023
3336;1275.0;Woensel noord 2;Blixembosch-Oost;Assepoester;Assepoester;Hobbelelement op veer;Zwaan;83.0;54.0;70.0;110.0;Grindzand;False;False;True;True;True;502x236;"{""coordinates"": [5.485388260454598, 51.486962571358106], ""type"": ""Point""}";51.486962571358106, 5.485388260454598
3338;1526.0;Strijp 1;Schouwbroek;Loggerstraat;Loggerstraat;Draaitoestel;TN 02  Barry;;;130.0;130.0;Grindzand;False;False;False;True;True;600;"{""coordinates"": [5.4536812753020625, 51.43759604337205], ""type"": ""Point""}";51.43759604337205, 5.4536812753020625
3339;1534.0;Strijp 1;Schoot;Siermanhof;Siermanhof;Hobbelelement op veer;Mobile Giraf;70.0;33.0;87.0;50.0;Grindzand;False;False;False;True;True;300;"{""coordinates"": [5.451850420584488, 51.441085884449315], ""type"": ""Point""}";51.441085884449315, 5.451850420584488
3340;1535.0;Strijp 1;Schoot;Siermanhof;Siermanhof;Combinatietoestel;;540.0;450.0;366.0;148.0;Grindzand;False;False;True;True;True;840x750;"{""coordinates"": [5.451909736241494, 51.44108585147091], ""type"": ""Point""}";51.44108585147091, 5.451909736241494
3341;1536.0;Strijp 1;Schoot;Langenakkerweg;Langenakkerweg;Klimtoestel;Klimtrechter Blauw;;;163.0;163.0;Grindzand;True;False;False;False;True;473;"{""coordinates"": [5.44982751814112, 51.44303747847234], ""type"": ""Point""}";51.44303747847234, 5.44982751814112
3343;1540.0;Strijp 1;Schoot;Langenakkerweg;Langenakkerweg;Doel;SD 06 Speldoel Nestbaar Rood;320.0;85.0;200.0;;Gras;False;False;False;False;True;;"{""coordinates"": [5.449988985472058, 51.44312889607491], ""type"": ""Point""}";51.44312889607491, 5.449988985472058
3344;3242.0;Woensel zuid;Oude Gracht-West;Ajaxlaan;Ajaxlaan;Schommel;T-Schommel Classis Play;230.0;20.0;227.0;135.0;Grindzand;False;False;False;True;True;750x350;"{""coordinates"": [5.4920417744427645, 51.45837352881053], ""type"": ""Point""}";51.45837352881053, 5.4920417744427645
3347;3472.0;Woensel noord 1;Jagershoef;Reinaertlaan;Reinaertlaan;Duikelrek;;;;;100.0;;;;;;True;;"{""coordinates"": [5.463080729453262, 51.47402807945362], ""type"": ""Point""}";51.47402807945362, 5.463080729453262
3349;3254.0;Woensel noord 1;Kerkdorp Acht;Waverstraat;Sportpark Acht (De Leeuwenkuil, Amstelstraat);Duikelrek;Moments Rekstokken;350.0;10.0;161.0;147.0;Veiligheidsgras;False;False;True;True;True;450x310;"{""coordinates"": [5.433851628593289, 51.48195016984508], ""type"": ""Point""}";51.48195016984508, 5.433851628593289
3351;4123.0;Woensel noord 2;Blixembosch-Oost;King Oliverlaan;King Oliverlaan;Combinatietoestel;Kanopé combinatietoestel Type D;740.0;530.0;360.0;137.0;Grindzand;;;True;;True;860x1090;"{""coordinates"": [5.470464381166123, 51.492679078910086], ""type"": ""Point""}";51.492679078910086, 5.470464381166123
3354;3476.0;Woensel noord 2;Tempel;Aarschotlaan;Aarschotlaan;Klimtoestel;;;;;210.0;Zand;;;True;;True;;"{""coordinates"": [5.48303673762653, 51.4796574418044], ""type"": ""Point""}";51.4796574418044, 5.48303673762653
3358;1365.0;Woensel noord 2;Eckart;Neptunusweg;Neptunusweg;Klimtoestel;Klimbol;;;160.0;160.0;Grindzand;True;False;False;False;False;470;"{""coordinates"": [5.4921379978096265, 51.46759453886792], ""type"": ""Point""}";51.46759453886792, 5.4921379978096265
3359;1371.0;Woensel noord 2;Eckart;Reguluspad;Reguluspad / Deimosweg;Schommel;Schommelstelling hoog;391.0;175.0;270.0;140.0;Grindzand;False;False;True;True;True;810x315;"{""coordinates"": [5.490354436001953, 51.47048620960382], ""type"": ""Point""}";51.47048620960382, 5.490354436001953
3360;1387.0;Woensel noord 2;Vaartbroek;Boekweitstraat;Boekweitstraat;Klimtoestel;Apenboom;205.0;130.0;228.0;212.0;Grindzand;False;False;True;True;True;580x510;"{""coordinates"": [5.495883276114513, 51.47617930631824], ""type"": ""Point""}";51.47617930631824, 5.495883276114513
3361;1404.0;Woensel noord 2;Vaartbroek;De Streep;B.P. Vaartbroek 3;Skatetoestel;Vierkant plateau;250.0;150.0;30.0;30.0;Asfalt;False;True;False;False;True;1250x550;"{""coordinates"": [5.496665681130011, 51.47868606608091], ""type"": ""Point""}";51.47868606608091, 5.496665681130011
3363;48.0;Stratum;Tuindorp;Burghplein;Burghplein;Speelhuisje;Huisje met pyramidedak;179.0;179.0;265.0;40.0;Grindzand;False;False;True;True;True;479x479;"{""coordinates"": [5.493873816107582, 51.42943375892421], ""type"": ""Point""}";51.42943375892421, 5.493873816107582
3366;1490.0;Strijp 1;Philipsdorp;St. Severusstraat;St. Severusstraat;Wip;Zeehond;;;80.0;60.0;Grindzand;False;False;False;True;True;350;"{""coordinates"": [5.462046714328777, 51.43982472846496], ""type"": ""Point""}";51.43982472846496, 5.462046714328777
3367;1489.0;Strijp 1;Philipsdorp;St. Severusstraat;St. Severusstraat;Draaitoestel;Nr. 075 Swingtol;;;80.0;60.0;Grindzand;False;False;False;True;True;350;"{""coordinates"": [5.462120807143266, 51.439825053806686], ""type"": ""Point""}";51.439825053806686, 5.462120807143266
3368;1494.0;Strijp 1;Philipsdorp;St. Severusstraat;St. Severusstraat;Duikelrek;ME 03 3-Delig  Rood;450.0;4.0;110.0;110.0;Grindzand;False;False;False;False;True;550x300;"{""coordinates"": [5.462172349653672, 51.43987018418749], ""type"": ""Point""}";51.43987018418749, 5.462172349653672
