OBJECTID;SBN;DBL;Type;Naam_locatie;Adres;Postcode;Stadsdeel;Wijk;Buurt;X;Y;LONG;LAT
57;959;;Early voting;The Art of Meeting;Stationsweg 147;2515 BM;Centrum;Stationsbuurt;Huygenspark;81909.76199999824;454133.7650000006;4.321157705007915;52.070660656268345
58;958;;Early voting;KunstPost LOOkatie364;Het Kleine Loo 364;2592 CK;Haagse Hout;Mariahoeve en Marlot;Burgen en Horsten;84427.26000000164;456442.49500000104;4.357392890478008;52.09173536714318
59;956;;Early voting;Sportpark Het Kleine Loo (VUC);Het Kleine Loo 1;2592 BW;Haagse Hout;Mariahoeve en Marlot;Kampen;83880.45699999854;455939.48600000143;4.34951999230917;52.08714493018713
60;955;;Early voting;Milieu Educatief Centrum Kornoelje;Kornoeljestraat 117;2564 LP;Segbroek;Vruchtenbuurt;Eykenduinen;77706.0549999997;453736.5009999983;4.259946223986709;52.066519930997345
61;954;;Early voting;Hotel NH Atlantic Den Haag;Deltaplein 200;2554 EJ;Loosduinen;Kijkduin en Ockenburgh;Kijkduin;75127.09800000116;454146.96599999815;4.2222459237066365;52.0698427510786
62;953;;Early voting;Stadsboerderij 't Waaygat;Havenkade 75;2586 TW;Scheveningen;Scheveningen;Scheveningen Badplaats;79171.2899999991;458208.23900000006;4.280317182502174;52.10690846450781
63;952;;Early voting;Leger Des Heils;Pisuissestraat 9;2553 VH;Loosduinen;Loosduinen;Kom Loosduinen;75794.64600000158;452420.7589999996;4.232380682838536;52.05442590923019
64;951;;Early voting;Inclusion4all;Vuursteen 8;2496 RZ;Leidschenveen-Ypenburg;Ypenburg;Morgenweide;85136.44799999893;450735.9629999995;4.3689076219397105;52.04054126802801
65;949;;Early voting;Hvv RAS;Albardastraat 15;2555 XP;Loosduinen;Waldeck;Rosenburg;77009.60500000045;453340.6420000009;4.249881503092863;52.06286488212124
66;948;;Early voting;Bibliotheek Transvaal;Hobbemaplein 30;2526 JB;Centrum;Transvaalkwartier;Transvaalkwartier-Midden;80225.64400000125;453763.0460000001;4.296679691898348;52.06710431323389
67;946;;Early voting;Stadsboerderij Landzigt;Aristoteleslaan 143;2493 ZN;Leidschenveen-Ypenburg;Leidschenveen;De Lanen;87179.43100000173;453152.9609999992;4.398201041368917;52.062516504741815
68;945;;Early voting;Wijk- en dienstencentrum De Sprong;Paviljoensgracht 33;2512 BL;Centrum;Centrum;Zuidwal;81292.57999999821;454531.9479999989;4.312071419340839;52.07415724831496
69;944;;Early voting;Pulchri Studio;Lange Voorhout 15;2514 EA;Centrum;Centrum;Voorhout;81289.23299999908;455400.51300000027;4.311834972883262;52.08196238508826
70;943;;Early voting;Wijkvereniging Zuiderpark;Escamplaan 55;2547 GA;Escamp;Rustenburg en Oostbroek;Rustenburg;78895.45199999958;453555.6889999993;4.27732958876492;52.06505970950233
71;942;;Early voting;Zwembad het Hofbad;Ypenburgse Boslaan 30;2496 ZA;Leidschenveen-Ypenburg;Hoornwijk;De Reef;86106.7650000006;452092.81700000167;4.382774858846011;52.05285669807224
72;941;;Early voting;Voetbalvereniging SVH;Noordweg 74;2548 AC;Escamp;Wateringse Veld;Erasmus Veld;79292.18200000003;450303.5020000003;4.283834860337407;52.03588755359753
73;940;;Early voting;S.V. Wateringse Veld Kranenburg;Guido de Moorstraat 35;2548 ZS;Escamp;Wateringse Veld;Zonne Veld;80053.99399999902;448097.98800000176;4.295418736894028;52.0161705635087
74;939;;Early voting;De Uithof;Jaap Edenweg 10;2544 NL;Escamp;Bouwlust;De Uithof;76374.22800000012;450674.77600000054;4.241231109113139;52.03881795018241
75;938;;Early voting;School2care Laakhaven;Willem Dreespark 307;2531 SX;Escamp;Moerwijk;Moerwijk-Noord;80985.43200000003;452607.5850000009;4.308009128159044;52.05682248924419
76;936;;Early voting;Bibliotheek Haagse Hout;Theresiastraat 195;2593 AJ;Haagse Hout;Bezuidenhout;Bezuidenhout-Oost;83238.29100000113;455986.368999999;4.340141971445524;52.087483393905565
77;935;;Early voting;Museum Sophiahof;Sophialaan 10;2514 JR;Centrum;Willemspark;Willemspark;80924.78299999982;455952.3189999983;4.306399071087834;52.086872683291936
78;934;;Early voting;Stadsdeelkantoor Escamp;Leyweg 813;2545 HA;Escamp;Morgenstond;Morgenstond-Zuid;79085.09699999914;451308.5850000009;4.280594148830024;52.044891651936034
79;933;;Early voting;Caballero Fabriek;Saturnusstraat 60;2516AH;Laak;Binckhorst;Binckhorst;83510.67599999905;453444.88800000027;4.344648085239773;52.06467876147458
80;932;;Early voting;Leonardo Royal Hotel Den Haag Promenade;van Stolkweg 1;2585 JL;Scheveningen;Van Stolkpark en Scheveningse Bosjes;Van Stolkpark en Scheveningse Bosjes;79626.60799999908;457089.0870000012;4.287209895986505;52.0969132356385
81;931;;Early voting;Wijk- en dienstencentrum De Heldenhoek;Elandstraat 88;2513 GV;Centrum;Zeeheldenkwartier;Zeeheldenkwartier;80257.4690000005;455232.2980000004;4.29682198384651;52.08031237450804
82;930;;Early voting;Buurthuis Sam Sam;Van Mierisstraat 226;2526 NW;Centrum;Schildersbuurt;Schildersbuurt-Noord;80878.28299999982;453687.3500000015;4.306212710803934;52.06651176266622
83;929;;Early voting;Stichting de Madelief;Boomaweg 100;2553 ED;Loosduinen;Kraayenstein en Vroondaal;Kraayenstein en Vroondaal;75247.89699999988;450436.51399999857;4.224873596426078;52.03651590507975
84;928;;Early voting;Popradar Den haag;Engeringstraat 47;2552 DP;Loosduinen;Loosduinen;Kom Loosduinen;76417.67700000107;452385.6160000004;4.241470881218922;52.05419879255889
85;927;;Early voting;SV Loosduinen;Madesteinweg 17;2553 EC;Loosduinen;Kraayenstein en Vroondaal;Kraayenstein en Vroondaal;75175.27600000054;451665.15399999917;4.223528501998066;52.047546735512526
86;926;;Early voting;Hart van Moerwijk;Guntersteinweg 377;2531 KA;Escamp;Moerwijk;Moerwijk-Zuid;80156.68299999833;451201.57499999925;4.296235326646771;52.04407570099754
87;925;;Early voting;Scouting Ferguson;Muurbloemweg 41;2555 NB;Loosduinen;Bohemen en Meer en Bos;Bohemen en Meer en Bos;75917.68499999866;453748.86400000006;4.233866720072796;52.06637861498949
88;924;;Early voting;Kunstmuseum Den Haag;Stadhouderslaan 41;2517 HV;Scheveningen;Zorgvliet;Zorgvliet;79109.15700000152;456238.8420000002;4.2798488561246195;52.08920166586707
89;923;;Early voting;Wijkgebouw Thabor;Van Boetzelaerlaan 286;2581 BC;Scheveningen;Geuzen- en Statenkwartier;Geuzenkwartier;78463.35300000012;456930.9070000015;4.270272019581772;52.09533209341768
90;922;;Early voting;YMCA Escamp;Heelsumstraat 159;2573 NK;Escamp;Rustenburg en Oostbroek;Oostbroek-Noord;79168.81500000134;453837.22100000083;4.281252946580425;52.067627239147434
91;921;;Early voting;Wijkcentrum Het Trefpunt;Tesselsestraat 71;2583 JH;Scheveningen;Duindorp;Duindorp;77738.76799999923;456472.94299999997;4.259803576212479;52.091115882473545
92;920;;Early voting;Wijkcentrum 't Benoordenhuis;Bisschopstraat 5;2596 XH;Haagse Hout;Benoordenhout;Van Hoytemastraat e.o.;82033.66000000015;456485.00499999896;4.322461616097892;52.0918070626029
93;919;;Early voting;SBO De Springplank;Pachtersdreef 3;2542 XH;Escamp;Bouwlust;Dreven en Gaarden;77946.7190000005;450164.36199999973;4.264260959386414;52.034451795468996
94;918;;Early voting;Wijkgebouw Eltheto;Azaleaplein 2;2565 CE;Segbroek;Bomen- en Bloemenbuurt;Bloemenbuurt-Oost;77867.32999999821;454551.55099999905;4.2621136558788715;52.07386697619304
95;917;;Early voting;Ministerie van Binnenlandse Zaken;Turfmarkt 147;2511 DP;Centrum;Centrum;Uilebomen;81966.57899999991;455087.8520000018;4.321782080873623;52.07924232518047
96;916;;Early voting;Dienstencentrum Copernicus;Daguerrestraat 16;2561 TT;Segbroek;Regentessekwartier;Koningsplein e.o.;79338.01799999923;455008.83100000024;4.283460496697166;52.078179278184486
97;915;;Early voting;Wijkcentrum Bouwlust;Eekhoornrade 215;2544 VS;Escamp;Bouwlust;Venen, Oorden en Raden;77559.9140000008;451258.01000000164;4.258377151373011;52.044226172583905
98;914;;Early voting;Haagsche Rugby Club;Theo Mann-Bouwmeesterlaan 800;2597 HM;Haagse Hout;Benoordenhout;Duinzigt;82419.82400000095;458193.7490000017;4.327731811757442;52.107213907692405
99;913;;Early voting;Roemer Visscher College;Roemer Visscherstraat 106;2533 VG;Escamp;Moerwijk;Moerwijk-West;79850.94399999827;452020.48600000143;4.291599363571144;52.051393685379814
100;912;;Early voting;Madurodam;George Maduroplein 1;2584 RZ;Scheveningen;Van Stolkpark en Scheveningse Bosjes;Van Stolkpark en Scheveningse Bosjes;80441.02199999988;457319.8020000011;4.299042862839011;52.09909691132219
101;911;;Early voting;HVV Laakkwartier;Jan van Beersstraat 69;2523 JS;Laak;Laakkwartier en Spoorwijk;Laakkwartier-West;81845.5150000006;452434.5920000002;4.320584811634629;52.05538204999359
102;910;;Early voting;Wijkgebouw Rehoboth;Nieuwe Laantjes 127;2584 RV;Scheveningen;Scheveningen;Oud Scheveningen;78766.2490000017;457947.881000001;4.274464038152085;52.104513067647666
103;909;;Early voting;The Art of Meeting;Stationsweg 147;2515 BM;Centrum;Stationsbuurt;Huygenspark;81909.76199999824;454133.7650000006;4.321157705007915;52.070660656268345
104;908;;Early voting;KunstPost LOOkatie364;Het Kleine Loo 364;2592 CK;Haagse Hout;Mariahoeve en Marlot;Burgen en Horsten;84427.26000000164;456442.49500000104;4.357392890478008;52.09173536714318
105;906;;Early voting;Sportpark Het Kleine Loo (VUC);Het Kleine Loo 1;2592 BW;Haagse Hout;Mariahoeve en Marlot;Kampen;83880.45699999854;455939.48600000143;4.34951999230917;52.08714493018713
106;905;;Early voting;Milieu Educatief Centrum Kornoelje;Kornoeljestraat 117;2564 LP;Segbroek;Vruchtenbuurt;Eykenduinen;77706.0549999997;453736.5009999983;4.259946223986709;52.066519930997345
107;904;;Early voting;Hotel NH Atlantic Den Haag;Deltaplein 200;2554 EJ;Loosduinen;Kijkduin en Ockenburgh;Kijkduin;75127.09800000116;454146.96599999815;4.2222459237066365;52.0698427510786
108;903;;Early voting;Stadsboerderij 't Waaygat;Havenkade 75;2586 TW;Scheveningen;Scheveningen;Scheveningen Badplaats;79171.2899999991;458208.23900000006;4.280317182502174;52.10690846450781
109;902;;Early voting;Leger Des Heils;Pisuissestraat 9;2553 VH;Loosduinen;Loosduinen;Kom Loosduinen;75794.64600000158;452420.7589999996;4.232380682838536;52.05442590923019
110;901;;Early voting;Inclusion4all;Vuursteen 8;2496 RZ;Leidschenveen-Ypenburg;Ypenburg;Morgenweide;85136.44799999893;450735.9629999995;4.3689076219397105;52.04054126802801
111;888;;Stembureau;Milieu Educatief Centrum Reigershof;Reigersbergenweg 280;2592 EZ;Haagse Hout;Mariahoeve en Marlot;Burgen en Horsten;84514.1640000008;455908.95600000024;4.358771093975322;52.08695160482307
112;887;;Stembureau;The Art of Meeting;Stationsweg 147;2515 BM;Centrum;Stationsbuurt;Huygenspark;81909.76199999824;454133.7650000006;4.321157705007915;52.070660656268345
113;885;;Stembureau;Rijksdienst voor Ondernemend Nederland;Prinses Beatrixlaan 2;2595 AL;Haagse Hout;Bezuidenhout;Bezuidenhout-Midden;82760.88800000027;455363.8770000003;4.333309234401446;52.08182709700348
114;883;;Stembureau;Wijk -en buurtcentrum Jeugdhaven;Prinsegracht 67;2512 EX;Centrum;Centrum;Kortenbos;80714.61499999836;454503.28400000185;4.303648619773882;52.073822432632184
115;873;;Stembureau;HC Ypenburg;Oeverwallaan 150;2498 BK;Leidschenveen-Ypenburg;Ypenburg;De Bras;86237.41000000015;449847.0029999986;4.385131081871853;52.03268985012931
116;871;;Stembureau;Korzo Theater;Prinsestraat 42;2513 CE;Centrum;Centrum;Kortenbos;80861.09699999914;455053.77699999884;4.30566529551987;52.07878920020664
117;861;;Stembureau;Koninklijke Schouwburg Den Haag;Korte Voorhout 3;2511 CW;Centrum;Centrum;Voorhout;81538.05700000003;455413.18499999866;4.315461735404184;52.082109333019076
118;852;;Stembureau;Stichting Ruimtevaart;Helena van Doeverenplantsoen 3;2512 ZB;Centrum;Centrum;Zuidwal;81056.91699999943;454375.3929999992;4.308668425907468;52.07271891360964
119;837;;Stembureau;Koninklijke Academie van Beeldende Kunsten;Prinsessegracht 4;2514 AN;Centrum;Centrum;Voorhout;81794.65700000152;455374.1799999997;4.3192130380302265;52.081792788262284
120;833;;Stembureau;KunstHONK;Noordwal 18;2513 EB;Centrum;Centrum;Kortenbos;80600.22700000182;455099.0799999982;4.301850498486103;52.07916133895509
121;831;;Stembureau;Ministerie van Binnenlandse Zaken;Turfmarkt 147;2511 DP;Centrum;Centrum;Uilebomen;81966.57899999991;455087.8520000018;4.321782080873623;52.07924232518047
122;829;;Stembureau;ProDemos;Hofweg 1;2511 AA;Centrum;Centrum;Voorhout;81283.83199999854;455014.43400000036;4.31183960984523;52.07849206940841
123;828;;Stembureau;Pulchri Studio;Lange Voorhout 15;2514 EA;Centrum;Centrum;Voorhout;81289.23299999908;455400.51300000027;4.311834972883262;52.08196238508826
124;824;;Stembureau;Clubhuis De Mussen;Hoefkade 602;2526 CM;Centrum;Schildersbuurt;Schildersbuurt-Oost;81368.40199999884;453861.4310000017;4.313321852429846;52.06814155207892
125;817;;Stembureau;Station Hollands Spoor;Stationsplein 41;2515 BW;Centrum;Stationsbuurt;Huygenspark;81964.10000000149;454054.5689999983;4.321967056906333;52.06995610592597
126;813;;Stembureau;Bibliotheek Leidschenveen;Emmy Belinfantedreef 7;2492 JT;Leidschenveen-Ypenburg;Leidschenveen;De Velden;87460.1959999986;453486.30700000003;4.402228818372385;52.065546577845794
127;812;;Stembureau;Bibliotheek Ypenburg;Schrabber 8;2496 SR;Leidschenveen-Ypenburg;Ypenburg;Morgenweide;85258.78599999845;450851.1229999997;4.37066699658957;52.04159160825426
128;809;;Stembureau;HMC Westeinde;Lijnbaan 32;2512 VA;Centrum;Centrum;Kortenbos;80468.99100000039;454510.5460000001;4.300064885452344;52.07385469506744
129;808;;Stembureau;Bibliotheek Transvaal;Hobbemaplein 30;2526 JB;Centrum;Transvaalkwartier;Transvaalkwartier-Midden;80225.64400000125;453763.0460000001;4.296679691898348;52.06710431323389
130;806;;Stembureau;Centraal Station;Anna van buerenplein 113;2496 RZ;Centrum;Stationsbuurt;Rivierenbuurt-Noord;82175.13199999928;455393.311999999;4.324758775380669;52.08201489418313
131;805;;Stembureau;Boekhandel Paagman;Frederik Hendriklaan 217;2582 CB;Scheveningen;Geuzen- en Statenkwartier;Statenkwartier;78721.00699999928;456391.74500000104;4.274152016820503;52.09052240493401
132;804;;Stembureau;Tweede Kamer;Bezuidenhoutseweg 67;2594 AC;Haagse Hout;Bezuidenhout;Bezuidenhout-West;82261.77499999851;455518.04399999976;4.325996009418971;52.08314722224163
133;803;;Stembureau;Hogeschool InHolland;Theresiastraat 8;2593 AN;Haagse Hout;Bezuidenhout;Bezuidenhout-West;82522.04100000113;455574.82400000095;4.329780451095774;52.083691621870095
134;801;;Stembureau;Wijk- en dienstencentrum De Sprong;Paviljoensgracht 33;2512 BL;Centrum;Centrum;Zuidwal;81292.57999999821;454531.9479999989;4.312071419340839;52.07415724831496
135;795;;Stembureau;Buurthuis 't Plekkie;Zoetermeerse Rijweg 895;2492 JZ;Leidschenveen-Ypenburg;Leidschenveen;De Vissen;87673.34600000083;453091.38599999994;4.405414745104029;52.06202337216588
136;794;385;Stembureau;OBS Waterland;Eendenplein 1;2492 NZ;Leidschenveen-Ypenburg;Leidschenveen;De Vissen;88058.56899999827;453524.1319999993;4.410946625918768;52.06595913977867
137;790;;Stembureau;ROC Mondriaan;Aspasialaan 19;2493 WN;Leidschenveen-Ypenburg;Leidschenveen;De Lanen;87319.77100000158;453259.4930000007;4.400226162331687;52.063491067404314
138;788;;Stembureau;HMC Bronovo;Bronovolaan 5;2597 AX;Haagse Hout;Benoordenhout;Waalsdorp;81744.30999999866;457585.0229999982;4.318003661937602;52.10165442726222
139;785;;Stembureau;Hornbach;Singel 115;2497 GS;Leidschenveen-Ypenburg;Hoornwijk;Vliegeniersbuurt;84495.92100000009;449489.6499999985;4.359830008142971;52.02925965222224
140;784;;Stembureau;V.V. Wilhelmus;Groene Zoom 2;2491 EH;Leidschenveen-Ypenburg;Forepark;Westvliet-Oost;85359.3909999989;453628.813000001;4.371566957230324;52.066567160363824
