FID,datummutatie,naammuteerder,bron,status,genormeerd,omschrijving,rwsdienst,waterlichaam,opmerkingen,gdb_geomattr_data,shape
kunstwerk_niet_in_beheer_bij_rws_legger.29,2014-10-13T00:00:00,Fugro,DID: DTB,Vastgesteld,0,Stuw,MN,Amsterdam-Rijnkanaal,,,POINT (129741.49010000005 474833.1218999997)
kunstwerk_niet_in_beheer_bij_rws_legger.30,2014-10-13T00:00:00,Fugro,DID: DTB,Vastgesteld,0,Stuw,MN,Amsterdam-Rijnkanaal,,,POINT (129755.37950000167 474911.94150000066)
kunstwerk_niet_in_beheer_bij_rws_legger.31,2014-10-13T00:00:00,Fugro,DID: DTB,Vastgesteld,0,Stuw,MN,Amsterdam-Rijnkanaal,,,POINT (129769.08269999921 474989.26089999825)
kunstwerk_niet_in_beheer_bij_rws_legger.32,2014-10-13T00:00:00,Fugro,DID: DTB,Vastgesteld,0,Bemalingsinstallatie,MN,Amsterdam-Rijnkanaal,,,POINT (130140.67170000076 476645.52870000154)
kunstwerk_niet_in_beheer_bij_rws_legger.33,2014-10-13T00:00:00,Fugro,DID: DTB,Vastgesteld,0,InUitwateringssluis,MN,Amsterdam-Rijnkanaal,,,POINT (130164.26089999825 479706.2140999995)
kunstwerk_niet_in_beheer_bij_rws_legger.34,2014-10-13T00:00:00,Fugro,RWS: MN,Vastgesteld,0,Gemaal,MN,Amsterdam-Rijnkanaal,,,POINT (128287.3136 466445.19689999893)
kunstwerk_niet_in_beheer_bij_rws_legger.35,2014-10-13T00:00:00,Fugro,RWS: MN,Vastgesteld,0,Inlaat,MN,Amsterdam-Rijnkanaal,,,POINT (128631.91200000048 468550.38699999824)
kunstwerk_niet_in_beheer_bij_rws_legger.36,2014-10-13T00:00:00,Fugro,RWS: MN,Vastgesteld,0,RWZI,MN,Amsterdam-Rijnkanaal,,,POINT (129023.24560000002 470820.0760000013)
kunstwerk_niet_in_beheer_bij_rws_legger.37,2014-10-13T00:00:00,Fugro,RWS: MN,Vastgesteld,0,Gemaal,MN,Amsterdam-Rijnkanaal,,,POINT (129674.94940000027 474609.7435000017)
kunstwerk_niet_in_beheer_bij_rws_legger.38,2014-10-13T00:00:00,Fugro,RWS: MN,Vastgesteld,0,Uitlaat,MN,Amsterdam-Rijnkanaal,,,POINT (129904.60880000144 481292.50360000134)
kunstwerk_niet_in_beheer_bij_rws_legger.39,2014-10-13T00:00:00,Fugro,RWS: MN,Vastgesteld,0,RWZI,MN,Amsterdam-Rijnkanaal,,,POINT (129901.93679999933 481331.7175000012)
kunstwerk_niet_in_beheer_bij_rws_legger.40,2014-10-13T00:00:00,Fugro,RWS: MN,Vastgesteld,0,Gemaal,MN,Amsterdam-Rijnkanaal,,,POINT (129858.9279000014 481983.930399999)
kunstwerk_niet_in_beheer_bij_rws_legger.41,2014-10-13T00:00:00,Fugro,RWS: MN,Vastgesteld,0,Toegang,MN,Amsterdam-Rijnkanaal,,,POINT (130173.00340000167 461679.2725000009)
kunstwerk_niet_in_beheer_bij_rws_legger.42,2014-10-13T00:00:00,Fugro,RWS: MN,Vastgesteld,0,RWZI,MN,Amsterdam-Rijnkanaal,,,POINT (158270.35489999875 436639.67749999836)
kunstwerk_niet_in_beheer_bij_rws_legger.43,2014-10-13T00:00:00,Fugro,DID: DTB,Vastgesteld,0,Stuw,ON,Twentekanalen,,,POINT (252666.31109999865 473810.5449000001)
kunstwerk_niet_in_beheer_bij_rws_legger.44,2014-10-13T00:00:00,Fugro,DID: DTB,Vastgesteld,0,Stuw,ON,Twentekanalen,,,POINT (252666.31170000136 473810.55270000175)
kunstwerk_niet_in_beheer_bij_rws_legger.45,2014-10-13T00:00:00,Fugro,DID: DTB,Vastgesteld,0,Stuw,ON,Twentekanalen,,,POINT (239814.14809999987 481628.38610000163)
kunstwerk_niet_in_beheer_bij_rws_legger.46,2014-10-13T00:00:00,Fugro,DID: DTB,Vastgesteld,0,Stuw,ON,Twentekanalen,,,POINT (239899.60449999943 481647.7831000015)
kunstwerk_niet_in_beheer_bij_rws_legger.47,2014-10-13T00:00:00,Fugro,DID: DTB,Vastgesteld,0,InUitwateringssluis,ZN,Zuid-Willemsvaart,,,POINT (179788.15529999882 373694.4107000008)
kunstwerk_niet_in_beheer_bij_rws_legger.48,2014-10-13T00:00:00,Fugro,DID: DTB,Vastgesteld,0,Stuw,ZN,Zuid-Willemsvaart,,,POINT (176273.75809999928 386281.7344999984)
kunstwerk_niet_in_beheer_bij_rws_legger.49,2014-10-13T00:00:00,Fugro,DID: DTB,Vastgesteld,0,Stuw,ZN,Zuid-Willemsvaart,,,POINT (174938.82449999824 390095.1251000017)
kunstwerk_niet_in_beheer_bij_rws_legger.50,2014-10-13T00:00:00,Fugro,DID: DTB,Vastgesteld,0,Stuw,ZN,Zuid-Willemsvaart,,,POINT (173515.06610000134 392440.8214999996)
kunstwerk_niet_in_beheer_bij_rws_legger.51,2014-10-13T00:00:00,Fugro,DID: DTB,Vastgesteld,0,Stuw,ZN,Zuid-Willemsvaart,,,POINT (173517.92550000176 392441.4503000006)
kunstwerk_niet_in_beheer_bij_rws_legger.52,2014-10-13T00:00:00,Fugro,DID: DTB,Vastgesteld,0,Stuw,ZN,Zuid-Willemsvaart,,,POINT (173519.56909999996 392443.8081)
kunstwerk_niet_in_beheer_bij_rws_legger.53,2014-10-13T00:00:00,Fugro,DID: DTB,Vastgesteld,0,Stuw,ZN,Zuid-Willemsvaart,,,POINT (170881.23409999907 395995.4761000015)
kunstwerk_niet_in_beheer_bij_rws_legger.54,2014-10-13T00:00:00,Fugro,DID: DTB,Vastgesteld,0,Stuw,ZN,Zuid-Willemsvaart,,,POINT (170881.22349999845 395995.4904999994)
kunstwerk_niet_in_beheer_bij_rws_legger.55,2014-10-13T00:00:00,Fugro,DID: DTB,Vastgesteld,0,InUitwateringssluis,ZN,Zuid-Willemsvaart,,,POINT (158997.1961000003 406614.8946999982)
kunstwerk_niet_in_beheer_bij_rws_legger.56,2014-10-13T00:00:00,Fugro,DID: DTB,Vastgesteld,0,InUitwateringssluis,ZN,Zuid-Willemsvaart,,,POINT (158999.24049999937 406618.14770000055)
kunstwerk_niet_in_beheer_bij_rws_legger.57,2014-10-13T00:00:00,Fugro,DID: DTB,Vastgesteld,0,Stuw,ZN,Wilhelminakanaal - Amertak,,,POINT (145996.96909999847 389957.1948999986)
kunstwerk_niet_in_beheer_bij_rws_legger.58,2014-10-13T00:00:00,Fugro,DID: DTB,Vastgesteld,0,Stuw,ZN,Wilhelminakanaal - Amertak,,,POINT (145996.92749999836 389958.8885000013)
kunstwerk_niet_in_beheer_bij_rws_legger.59,2014-10-13T00:00:00,Fugro,DID: DTB,Vastgesteld,0,Stuw,ZN,Wilhelminakanaal - Amertak,,,POINT (145996.91809999943 389960.00609999895)
kunstwerk_niet_in_beheer_bij_rws_legger.60,2014-10-13T00:00:00,Fugro,DID: DTB,Vastgesteld,0,Stuw,ZN,Wilhelminakanaal - Amertak,,,POINT (145996.0848999992 390018.16270000115)
kunstwerk_niet_in_beheer_bij_rws_legger.61,2014-10-13T00:00:00,Fugro,DID: DTB,Vastgesteld,0,InUitwateringssluis,ZN,Wilhelminakanaal - Amertak,,,POINT (160916.02710000053 390647.5507000014)
kunstwerk_niet_in_beheer_bij_rws_legger.62,2014-10-13T00:00:00,Fugro,DID: DTB,Vastgesteld,0,Stuw,ZN,Wilhelminakanaal - Amertak,,,POINT (140550.5593000017 390797.6431000009)
kunstwerk_niet_in_beheer_bij_rws_legger.63,2014-10-13T00:00:00,Fugro,DID: DTB,Vastgesteld,0,Stuw,ZN,Wilhelminakanaal - Amertak,,,POINT (139838.59479999915 391121.0033)
kunstwerk_niet_in_beheer_bij_rws_legger.64,2014-10-13T00:00:00,Fugro,DID: DTB,Vastgesteld,0,Stuw,ZN,Wilhelminakanaal - Amertak,,,POINT (139864.26350000128 391168.0912999995)
kunstwerk_niet_in_beheer_bij_rws_legger.65,2014-10-13T00:00:00,Fugro,DID: DTB,Vastgesteld,0,Bemalingsinstallatie,ZN,Wilhelminakanaal - Amertak,,,POINT (170695.72430000082 391647.1532999985)
kunstwerk_niet_in_beheer_bij_rws_legger.66,2014-10-13T00:00:00,Fugro,DID: DTB,Vastgesteld,0,Bemalingsinstallatie,ZN,Noordervaart,,,POINT (180310.55970000103 364856.18349999934)
kunstwerk_niet_in_beheer_bij_rws_legger.67,2014-10-13T00:00:00,Fugro,DID: DTB,Vastgesteld,0,Stuw,ZN,Noordervaart,,,POINT (186771.77470000088 368482.63049999997)
kunstwerk_niet_in_beheer_bij_rws_legger.68,2014-10-13T00:00:00,Fugro,RWS: ZN,Vastgesteld,0,Aflaat,ZN,Wilhelminakanaal - Amertak,,,POINT (127044 401239)
kunstwerk_niet_in_beheer_bij_rws_legger.69,2014-10-13T00:00:00,Fugro,RWS: ZN,Vastgesteld,0,Inlaat,ZN,Wilhelminakanaal - Amertak,,,POINT (166539.04839999974 391340.2906999998)
kunstwerk_niet_in_beheer_bij_rws_legger.70,2014-10-13T00:00:00,Fugro, ICR,Vastgesteld,0,Bemalingsinstallatie,ZN,Dijk langs Drongelens Kanaal,,,POINT (135175.53009999916 411147.53990000114)
kunstwerk_niet_in_beheer_bij_rws_legger.71,2014-10-13T00:00:00,Fugro,RWS: ZN,Vastgesteld,0,Inlaat,ZN,Wilhelminakanaal - Amertak,,,POINT (160915.9076000005 390647.3627999984)
