Datum,Week,Maand,Dag,Musis_Kwartier,Gelerijdersplein,Kronenburg
20180413,15,april,vrijdag,549,771,552
20180414,15,april,zaterdag,392,500,607
20180415,15,april,zondag,458,438,0
20180416,16,april,maandag,526,422,475
20180417,16,april,dinsdag,666,556,585
20180418,16,april,woensdag,702,866,632
20180419,16,april,donderdag,1054,699,673
20180420,16,april,vrijdag,551,861,606
20180421,16,april,zaterdag,356,529,636
20180422,16,april,zondag,405,360,0
20180423,17,april,maandag,310,497,429
20180424,17,april,dinsdag,512,335,428
20180425,17,april,woensdag,1081,564,466
20180426,17,april,donderdag,792,0,425
20180427,17,april,vrijdag,242,539,0
20180428,17,april,zaterdag,347,265,498
20180429,17,april,zondag,0,249,123
20180430,18,april,maandag,0,454,333
20180501,18,mei,dinsdag,432,398,384
20180502,18,mei,woensdag,605,613,565
20180503,18,mei,donderdag,707,732,575
20180504,18,mei,vrijdag,737,740,586
20180505,18,mei,zaterdag,968,993,567
20180506,18,mei,zondag,470,518,0
20180507,19,mei,maandag,424,435,502
20180508,19,mei,dinsdag,611,658,614
20180509,19,mei,woensdag,635,566,639
20180510,19,mei,donderdag,361,438,537
20180511,19,mei,vrijdag,942,944,676
20180512,19,mei,zaterdag,922,815,700
20180513,19,mei,zondag,140,105,0
20180514,20,mei,maandag,264,383,451
20180515,20,mei,dinsdag,377,489,599
20180516,20,mei,woensdag,277,356,420
20180517,20,mei,donderdag,416,664,511
20180518,20,mei,vrijdag,510,589,542
20180519,20,mei,zaterdag,680,593,478
20180520,20,mei,zondag,393,830,0
20180521,21,mei,maandag,304,585,493
20180522,21,mei,dinsdag,324,453,544
20180523,21,mei,woensdag,375,441,588
20180524,21,mei,donderdag,390,559,549
20180525,21,mei,vrijdag,620,717,689
20180526,21,mei,zaterdag,965,899,659
20180527,21,mei,zondag,0,0,215
20180528,22,mei,maandag,0,0,0
20180529,22,mei,dinsdag,355,402,539
20180530,22,mei,woensdag,505,640,694
20180531,22,mei,donderdag,572,762,0
20180601,22,juni,vrijdag,480,412,393
20180602,22,juni,zaterdag,366,805,573
20180603,22,juni,zondag,737,652,0
20180604,23,juni,maandag,277,364,453
20180605,23,juni,dinsdag,389,433,549
20180606,23,juni,woensdag,503,511,579
20180607,23,juni,donderdag,512,774,446
20180608,23,juni,vrijdag,272,243,356
20180609,23,juni,zaterdag,1013,840,675
20180610,23,juni,zondag,488,526,0
20180611,24,juni,maandag,272,393,560
20180612,24,juni,dinsdag,317,449,581
20180613,24,juni,woensdag,323,400,609
20180614,24,juni,donderdag,428,456,553
20180615,24,juni,vrijdag,616,698,544
20180616,24,juni,zaterdag,1004,874,725
20180617,24,juni,zondag,341,427,0
20180618,25,juni,maandag,195,278,477
20180619,25,juni,dinsdag,362,388,515
20180620,25,juni,woensdag,479,554,633
20180621,25,juni,donderdag,609,759,579
20180622,25,juni,vrijdag,544,582,444
20180623,25,juni,zaterdag,914,745,626
20180624,25,juni,zondag,531,595,173
20180625,26,juni,maandag,259,395,593
20180626,26,juni,dinsdag,559,527,506
20180627,26,juni,woensdag,761,738,830
20180628,26,juni,donderdag,929,883,735
20180629,26,juni,vrijdag,807,879,693
20180630,26,juni,zaterdag,1141,981,715
20180701,26,juli,zondag,455,565,721
20180702,27,juli,maandag,522,570,730
20180703,27,juli,dinsdag,617,656,746
20180704,27,juli,woensdag,662,698,793
20180705,27,juli,donderdag,859,1030,717
20180706,27,juli,vrijdag,820,761,696
20180707,27,juli,zaterdag,1225,881,0
20180708,27,juli,zondag,647,597,565
20180709,28,juli,maandag,460,218,475
20180710,28,juli,dinsdag,298,500,625
20180711,28,juli,woensdag,568,587,677
20180712,28,juli,donderdag,729,761,560
20180713,28,juli,vrijdag,643,713,694
20180714,28,juli,zaterdag,887,845,0
20180715,28,juli,zondag,905,828,530
20180716,29,juli,maandag,380,407,575
20180717,29,juli,dinsdag,441,600,623
20180718,29,juli,woensdag,495,583,576
20180719,29,juli,donderdag,533,700,565
20180720,29,juli,vrijdag,597,611,631
20180721,29,juli,zaterdag,1079,861,0
20180722,29,juli,zondag,403,458,593
20180723,30,juli,maandag,416,70,439
20180724,30,juli,dinsdag,389,444,524
20180725,30,juli,woensdag,417,437,524
20180726,30,juli,donderdag,367,374,431
20180727,30,juli,vrijdag,306,214,431
20180728,30,juli,zaterdag,536,493,0
20180729,30,juli,zondag,405,396,227
20180730,31,juli,maandag,379,554,605
20180731,31,juli,dinsdag,501,614,599
20180801,31,augustus,woensdag,561,665,610
20180802,31,augustus,donderdag,549,614,600
20180803,31,augustus,vrijdag,711,566,626
20180804,31,augustus,zaterdag,679,384,445
20180805,31,augustus,zondag,623,586,0
20180806,32,augustus,maandag,326,205,616
20180807,32,augustus,dinsdag,303,193,581
20180808,32,augustus,woensdag,435,637,541
20180809,32,augustus,donderdag,311,379,393
20180810,32,augustus,vrijdag,627,799,654
20180811,32,augustus,zaterdag,1657,605,754
20180812,32,augustus,zondag,497,498,0
20180813,33,augustus,maandag,262,265,310
20180814,33,augustus,dinsdag,567,819,679
20180815,33,augustus,woensdag,619,677,649
20180816,33,augustus,donderdag,771,736,634
20180817,33,augustus,vrijdag,732,698,747
20180818,33,augustus,zaterdag,82,763,540
20180819,33,augustus,zondag,495,570,0
20180820,34,augustus,maandag,516,529,533
20180821,34,augustus,dinsdag,584,650,747
20180822,34,augustus,woensdag,628,708,834
20180823,34,augustus,donderdag,548,715,731
20180824,34,augustus,vrijdag,544,620,465
20180825,34,augustus,zaterdag,463,749,668
20180826,34,augustus,zondag,549,648,323
20180827,35,augustus,maandag,240,330,545
20180828,35,augustus,dinsdag,418,521,722
20180829,35,augustus,woensdag,395,488,631
20180830,35,augustus,donderdag,528,818,259
20180831,35,augustus,vrijdag,622,639,541
20180901,35,september,zaterdag,1017,751,725
20180902,35,september,zondag,598,606,184
20180903,36,september,maandag,262,370,491
20180904,36,september,dinsdag,340,875,543
20180905,36,september,woensdag,368,460,663
20180906,36,september,donderdag,460,446,543
20180907,36,september,vrijdag,417,722,468
20180908,36,september,zaterdag,815,775,653
20180909,36,september,zondag,616,1210,379
20180910,37,september,maandag,232,425,624
20180911,37,september,dinsdag,354,413,600
20180912,37,september,woensdag,276,281,409
20180913,37,september,donderdag,535,662,610
20180914,37,september,vrijdag,614,744,654
20180915,37,september,zaterdag,822,877,593
20180916,37,september,zondag,537,654,201
20180917,38,september,maandag,290,359,428
20180918,38,september,dinsdag,394,442,583
20180919,38,september,woensdag,490,531,610
20180920,38,september,donderdag,507,614,698
20180921,38,september,vrijdag,302,379,348
20180922,38,september,zaterdag,593,493,580
20180923,38,september,zondag,50,59,55
20180924,39,september,maandag,236,313,544
20180925,39,september,dinsdag,336,411,592
20180926,39,september,woensdag,529,513,674
20180927,39,september,donderdag,545,790,690
20180928,39,september,vrijdag,598,592,597
20180929,39,september,zaterdag,1063,892,701
20180930,39,september,zondag,487,626,299
20181001,40,oktober,maandag,209,348,411
20181002,40,oktober,dinsdag,225,341,346
20181003,40,oktober,woensdag,476,563,693
20181004,40,oktober,donderdag,524,600,650
20181005,40,oktober,vrijdag,341,434,655
20181006,40,oktober,zaterdag,610,694,663
20181007,40,oktober,zondag,338,385,204
20181008,41,oktober,maandag,214,334,524
20181009,41,oktober,dinsdag,338,580,606
20181010,41,oktober,woensdag,452,451,655
20181011,41,oktober,donderdag,461,681,574
20181012,41,oktober,vrijdag,685,657,661
20181013,41,oktober,zaterdag,963,951,639
20181014,41,oktober,zondag,455,472,204
20181015,42,oktober,maandag,415,565,537
20181016,42,oktober,dinsdag,525,626,649
20181017,42,oktober,woensdag,557,656,596
20181018,42,oktober,donderdag,674,800,559
20181019,42,oktober,vrijdag,587,716,506
20181020,42,oktober,zaterdag,902,934,618
20181021,42,oktober,zondag,546,617,273
20181022,43,oktober,maandag,221,338,506
20181023,43,oktober,dinsdag,295,374,427
20181024,43,oktober,woensdag,321,386,357
20181025,43,oktober,donderdag,414,767,523
20181026,43,oktober,vrijdag,566,718,480
20181027,43,oktober,zaterdag,759,742,561
20181028,43,oktober,zondag,426,465,205
20181029,44,oktober,maandag,220,311,443
20181030,44,oktober,dinsdag,177,252,343
20181031,44,oktober,woensdag,415,436,646
20181101,44,november,donderdag,343,422,660
20181102,44,november,vrijdag,590,620,549
20181103,44,november,zaterdag,762,676,528
20181104,44,november,zondag,581,528,280
20181105,45,november,maandag,326,323,434
20181106,45,november,dinsdag,481,408,643
20181107,45,november,woensdag,356,388,716
20181108,45,november,donderdag,417,565,443
20181109,45,november,vrijdag,620,617,526
20181110,45,november,zaterdag,382,390,632
20181111,45,november,zondag,217,206,177
20181112,46,november,maandag,201,166,264
20181113,46,november,dinsdag,272,323,492
20181114,46,november,woensdag,403,438,603
20181115,46,november,donderdag,455,629,610
20181116,46,november,vrijdag,463,586,546
20181117,46,november,zaterdag,819,676,482
20181118,46,november,zondag,372,299,285
20181119,47,november,maandag,257,235,298
20181120,47,november,dinsdag,432,245,406
20181121,47,november,woensdag,313,325,490
20181122,47,november,donderdag,353,460,452
20181123,47,november,vrijdag,1105,604,718
20181124,47,november,zaterdag,618,569,440
20181125,47,november,zondag,411,385,234
20181126,48,november,maandag,180,362,413
20181127,48,november,dinsdag,313,341,502
20181128,48,november,woensdag,262,304,400
20181129,48,november,donderdag,313,308,423
20181130,48,november,vrijdag,552,722,519
20181201,48,december,zaterdag,839,666,556
20181202,48,december,zondag,213,277,147
20181203,49,december,maandag,224,280,482
20181204,49,december,dinsdag,433,460,629
20181205,49,december,woensdag,321,371,521
20181206,49,december,donderdag,313,330,521
20181207,49,december,vrijdag,500,260,332
20181208,49,december,zaterdag,713,305,258
20181209,49,december,zondag,204,336,184
20181210,50,december,maandag,165,231,401
20181211,50,december,dinsdag,286,316,506
20181212,50,december,woensdag,327,456,600
20181213,50,december,donderdag,353,442,554
20181214,50,december,vrijdag,456,340,414
20181215,50,december,zaterdag,498,490,396
20181216,50,december,zondag,468,356,118
20181217,51,december,maandag,148,212,291
20181218,51,december,dinsdag,375,354,485
20181219,51,december,woensdag,416,450,542
20181220,51,december,donderdag,402,526,499
20181221,51,december,vrijdag,385,289,342
20181222,51,december,zaterdag,813,393,577
20181223,51,december,zondag,314,213,187
20181224,52,december,maandag,727,664,786
20181225,52,december,dinsdag,0,0,0
20181226,52,december,woensdag,0,0,0
20181227,52,december,donderdag,690,572,537
20181228,52,december,vrijdag,453,509,413
20181229,52,december,zaterdag,578,408,412
20181230,52,december,zondag,387,317,213
20181231,53,december,maandag,309,384,466
