OBJECTID,PUIC,NAAM,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,RELATIEVEHOOGTELIGGING,AZIMUT,BRON,REF_PAALINSTALLATIE_PUIC,REF_OVERWEG_PUIC,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,X,Y,LATITUDE,LONGITUDE,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT
54,abacadb3-047c-4df0-9c8e-ea608cb10d4a,,60,Bestaand,,,Arcadis,96e09322-a132-43dd-9297-11129e6394d4,f68ca9ce-2270-4c81-be8c-9b67005eea5e,Hlg-Nscg,Harlingen - Nieuweschans Grens ,001,a,1,001_a,Harlingen Haven - Leeuwarden,0.938694,"0,938694",-3.053174,"-3,053174",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,157388.802,575962.923,53.17035635,5.4229287,Harlingen,HLG,PPLG
55,7514d362-b6aa-4395-a019-492d25bd8292,,60,Bestaand,,,Arcadis,3f94a9e3-b31b-4c1d-93b8-61b4a3e7d623,682e4974-1e12-491b-a14a-5c00148c04bc,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,17.905111,"17,905111",8.148393,"8,148393",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,174323.443,564042.383,53.06289826,5.67545453,Sneek Noord - Mantgum,SKND-MG,Vrije baan
56,64f43e0e-2825-4b13-889b-a25f629a529c,,60,Bestaand,,,Arcadis,da983ddf-2b2d-4021-88e3-854f8ae0b4cf,856da6d1-6d20-4a94-bd4e-bf92dba97694,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,19.638945,"19,638945",-3.123241,"-3,123241",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,173783.632,562393.591,53.04810148,5.66730682,Sneek Noord - Mantgum,SKND-MG,Vrije baan
57,760153d7-3596-4797-8342-c53507dc3d13,,60,Bestaand,,,Arcadis,20ea6574-4551-4b12-a1a5-2a1fa7ec3b09,856da6d1-6d20-4a94-bd4e-bf92dba97694,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,19.65084,"19,650840",-3.012958,"-3,012958",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,173779.736,562382.178,53.04799906,5.66724806,Sneek Noord - Mantgum,SKND-MG,Vrije baan
58,88d8bd39-34f2-4772-8961-bcc15945a6f1,,60,Bestaand,,,Arcadis,f84dd8ea-f87a-4b8d-a60a-9504803dc095,fe8e3eda-d071-45b5-ba40-da445bda2a8e,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,5.069238,"5,069238",-5.481243,"-5,481243",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,178415.418,576216.467,53.17212833,5.73737618,Mantgum - Leeuwarden,MG-LW,Vrije baan
59,6ac12d3f-b7e9-4161-bbbe-010182d565e6,,60,Bestaand,,,Arcadis,682c1fd6-a24c-4cdb-a62f-a1706a34b2e5,fe8e3eda-d071-45b5-ba40-da445bda2a8e,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,5.053706,"5,053706",-4.914669,"-4,914669",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,178419.789,576231.294,53.17226137,5.73744263,Mantgum - Leeuwarden,MG-LW,Vrije baan
60,1f2ff72d-7c85-40ff-aed8-f3ee1b0cfa3f,,60,Bestaand,,,Arcadis,9b335904-76ce-4576-aa7a-7e50446ea2ab,3923097d-ee29-4d5a-a65b-e95db07633cb,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,8.71836,"8,718360",4.994219,"4,994219",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,177246.014,572759.406,53.14111429,5.71964948,Mantgum - Leeuwarden,MG-LW,Vrije baan
61,899cd4b4-0404-42cc-b07a-1ebaf3c53ff1,,60,Bestaand,,,Fugro,e3a120ed-69e7-487d-b1bd-41b68898a214,82cb617e-5e4e-4235-8d79-896a7ad8bcbe,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,65.409413,"65,409413",-4.071903,"-4,071903",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,128118.577,431706.767,51.87325669,4.99685708,Gorinchem - Leerdam,GR-LDM,Vrije baan
62,5cf32333-fad9-4251-8707-7523802d1618,,60,Bestaand,,,Arcadis,1918be80-5b05-44f7-8b8c-241732a7b248,0ef9453b-8af8-4387-b42f-d98bd7c2ba46,Zp-Ww,Zutphen - Winterswijk ,210,,210,210__,Zutphen - Winterswijk,42.420719,"42,420719",3.477842,"3,477842",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,245415.87,443748.671,51.97477755,6.703146,Winterswijk - Lichtenvoorde = Groenlo,WW-LTV,Vrije baan
63,4cb3f7c8-8c28-4bbf-b0b0-a1540786d796,,60,Bestaand,,,Arcadis,1c06bd2e-ccbf-48cd-90c8-7ac83da66a58,0ef9453b-8af8-4387-b42f-d98bd7c2ba46,Zp-Ww,Zutphen - Winterswijk ,210,,210,210__,Zutphen - Winterswijk,42.41823,"42,418230",-3.773157,"-3,773157",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,245416.644,443756.311,51.97484608,6.70315928,Winterswijk - Lichtenvoorde = Groenlo,WW-LTV,Vrije baan
64,bb901781-58da-4988-90b9-08253bb26f05,,60,Bestaand,,,Arcadis,007141b5-8a60-4fc1-ba60-e2f78b2308e3,0ef9453b-8af8-4387-b42f-d98bd7c2ba46,Zp-Ww,Zutphen - Winterswijk ,210,,210,210__,Zutphen - Winterswijk,42.412839,"42,412839",5.044669,"5,044669",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,245407.953,443750.635,51.97479649,6.70303132,Winterswijk - Lichtenvoorde = Groenlo,WW-LTV,Vrije baan
65,b04e94fd-d2bd-4a3a-a0a7-e31b10c0f917,,60,Bestaand,,,Arcadis,e86154fe-7a1b-43f2-8265-3fcd217332be,0ef9453b-8af8-4387-b42f-d98bd7c2ba46,Zp-Ww,Zutphen - Winterswijk ,210,,210,210__,Zutphen - Winterswijk,42.410115,"42,410115",-3.315178,"-3,315178",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,245408.979,443759.381,51.97487492,6.70304856,Winterswijk - Lichtenvoorde = Groenlo,WW-LTV,Vrije baan
66,9c803982-d799-4f8a-9689-f5de8c3dacd8,,60,Bestaand,,,Arcadis,2c8ff3d7-8546-49e1-b9c1-c500449dbd19,0ef9453b-8af8-4387-b42f-d98bd7c2ba46,Zp-Ww,Zutphen - Winterswijk ,210,,210,210__,Zutphen - Winterswijk,42.399302,"42,399302",-4.4623,"-4,462300",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,245399.672,443765.01,51.97492701,6.70291462,Winterswijk - Lichtenvoorde = Groenlo,WW-LTV,Vrije baan
67,fe459b95-6ceb-45bc-9fc0-bef10137b47c,,60,Bestaand,,,Arcadis,21d23bb6-fc98-466a-8a11-2b1297e3ab79,1e38d864-2679-422e-be1c-1c9192460fb9,Zp-Esg,Zutphen - Enschede Grens ,028,,28,028__,Hengelo - Enschede Grens,58.694232,"58,694232",-3.254718,"-3,254718",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,262815.824,471354.812,52.21972001,6.96504197,Enschede - Enschede Grens,ES-ESG,Vrije baan
68,c1958898-f0fd-46b1-a7d2-2516f4943cf1,,60,Bestaand,,,Arcadis,fe32f91d-80ac-45fd-9b9e-facd5ea813cd,1e38d864-2679-422e-be1c-1c9192460fb9,Zp-Esg,Zutphen - Enschede Grens ,028,,28,028__,Hengelo - Enschede Grens,58.704887,"58,704887",-3.218642,"-3,218642",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,262826.347,471353.091,52.21970249,6.96519537,Enschede - Enschede Grens,ES-ESG,Vrije baan
69,a40d9533-ec51-4a41-9224-769e546e05d1,,60,Bestaand,,,Fugro,,377f95f1-7400-4f93-8608-dcdedc3ac8db,Fsz-Tnz,Zelzate (B) - Terneuzen ,131,,131,131__,Sas van Gent Grens - Terneuzen Aansl.,17.787831,"17,787831",4.156989,"4,156989",ProRail,Zuid,Z,BAAN,Zeeland,310,Goes,18,43698.238,361294.004,51.23007858,3.79363486,Sas van Gent,SVG,NCBG
70,985ce1e5-0684-4511-9b10-1586029c904b,,60,Bestaand,,,Fugro,,377f95f1-7400-4f93-8608-dcdedc3ac8db,Fsz-Tnz,Zelzate (B) - Terneuzen ,131,,131,131__,Sas van Gent Grens - Terneuzen Aansl.,17.794893,"17,794893",-3.644613,"-3,644613",ProRail,Zuid,Z,BAAN,Zeeland,310,Goes,18,43690.65,361301.314,51.23014278,3.79352397,Sas van Gent,SVG,NCBG
71,7b6519ae-eb38-4428-8a7c-5d173c061dde,,60,Bestaand,,,Fugro,,377f95f1-7400-4f93-8608-dcdedc3ac8db,Fsz-Tnz,Zelzate (B) - Terneuzen ,131,,131,131__,Sas van Gent Grens - Terneuzen Aansl.,17.773868,"17,773868",-5.739826,"-5,739826",ProRail,Zuid,Z,BAAN,Zeeland,310,Goes,18,43687.93,361280.302,51.22995344,3.79349161,Sas van Gent,SVG,NCBG
72,6dfcf4fb-9a1c-47a6-87c1-31ef08d33569,,60,Bestaand,,,Arcadis,cac3df23-959b-4ed5-9cef-af6f8e48d79d,c10fcca0-eea6-4f96-aa30-0e96b193c43e,Zp-Ww,Zutphen - Winterswijk ,210,,210,210__,Zutphen - Winterswijk,35.23353,"35,233530",3.69727,"3,697270",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,239089.623,447173.134,52.00654535,6.6119333,Winterswijk - Lichtenvoorde = Groenlo,WW-LTV,Vrije baan
73,c16723c1-7c5f-4672-86ab-f69fe9515818,,60,Bestaand,,,Fugro,89dab61c-379a-46e7-8eb7-6c5365fef7d7,71c91a1b-3cdd-4e9b-bc87-5d77480b9c5e,Tb-Vga,Tilburg - Vught Aansluiting ,124,a,124,124_a,Tilburg - Vught Aansl.,8.029266,"8,029266",5.529229,"5,529229",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,139173.458,402206.007,51.60851598,5.15872751,Tilburg Industrieterrein - Vught Aansl.,TBI-VGA,Vrije baan
74,ef2688f8-6626-4b20-a51f-5159e36d7042,,60,Bestaand,,,Fugro,2e9530c4-59de-4e9c-bb83-b534e195583d,71c91a1b-3cdd-4e9b-bc87-5d77480b9c5e,Tb-Vga,Tilburg - Vught Aansluiting ,124,a,124,124_a,Tilburg - Vught Aansl.,8.015452,"8,015452",-4.983352,"-4,983352",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,139156.61,402210.205,51.60855323,5.1584841,Tilburg Industrieterrein - Vught Aansl.,TBI-VGA,Vrije baan
75,836396d8-896d-4613-a719-c2a542c6e97f,,60,Bestaand,,,Fugro,,ce4e8db8-272e-429e-8337-aa47549c3097,Zlw-Np,Lage Zwaluwe - Nispen ,126,a,126,126_a,Roosendaal - Roosendaal Grens,26.686885,"26,686885",-5.568106,"-5,568106",ProRail,Zuid,Z,BAAN,Zeeland,310,Roosendaal,19,89720.384,391532.674,51.50901597,4.44686287,Roosendaal Grens - Roosendaal,RSDG-RSD,Vrije baan
76,4e8103b1-aa11-4516-8cf2-3bf8b96f60b4,,60,Bestaand,,,Arcadis,2f8878dd-8b70-43d0-b7dd-bb551621e37a,764a6141-0c63-4c34-a7d8-7f540ca11268,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,211,,211,211__,Barneveld Noord - Ede=Wageningen,19.143783,"19,143783",4.023221,"4,023221",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,171571.536,457882.475,52.10892784,5.62910606,Lunteren - Barneveld Centrum,LTN-BNC,Vrije baan
77,e38cc94c-85e4-4a3f-b995-e24dd02f048a,,60,Bestaand,,,Fugro,,43586d7d-d6f5-4665-a22f-14a056536e99,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,11.506609,"11,506609",14.182935,"14,182935",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,168157.358,376200.649,51.37483224,5.5761674,Oud Heeze,OHZE,PPLG
78,5991ea1f-9ba2-4102-bf22-e16fd2a76fa0,,60,Bestaand,,,Fugro,,35f4717c-014a-4216-bf56-e1d329fcbf99,Rsd-Vs,Roosendaal - Vlissingen ,127,a,127,127_a,Roosendaal - Vlissingen,58.695709,"58,695709",5.578605,"5,578605",ProRail,Zuid,Z,BAAN,Zeeland,310,Goes,18,41549.749,391591.035,51.50189479,3.75317165,'s Heer Arendskerke - Lewedorp,HA-LWD,Vrije baan
79,d6480e80-ffa7-472b-b10e-6886ecf6d977,,60,Bestaand,,,Arcadis,34a42019-c670-4095-893c-76dea61aac01,4ec35595-01ad-4a1a-8eab-4c7e9d1ff53e,Phv-Chv,Amsterdam Petroleumhaven - Amsterdam Coenhaven ,485,e,485,485_e,Amsterdam Hemhaven (gebied),150.144474,"150,144474",-3.307262,"-3,307262",ProRail,Randstad Noord,RN,BAAN,Amsterdam,220,Amsterdam,9,118869.586,491008.044,52.40571153,4.85625853,Amsterdam Hemhaven (gebied),ASDH,NCBG
80,f6d99780-23cf-4244-ab09-e83a9e79668c,,60,Bestaand,,,Arcadis,8d1b3eb3-cc72-4b32-9988-a74567bac8aa,4ec35595-01ad-4a1a-8eab-4c7e9d1ff53e,Phv-Chv,Amsterdam Petroleumhaven - Amsterdam Coenhaven ,485,e,485,485_e,Amsterdam Hemhaven (gebied),150.112056,"150,112056",3.610577,"3,610577",ProRail,Randstad Noord,RN,BAAN,Amsterdam,220,Amsterdam,9,118899.752,490994.305,52.40559004,4.85670329,Amsterdam Hemhaven (gebied),ASDH,NCBG
81,1dc8a195-d6b4-4008-bfb9-1513cc2acf12,,60,Bestaand,,,Arcadis,6d0ad03b-1efc-499f-929d-cad38dad112f,4ec35595-01ad-4a1a-8eab-4c7e9d1ff53e,Phv-Chv,Amsterdam Petroleumhaven - Amsterdam Coenhaven ,485,e,485,485_e,Amsterdam Hemhaven (gebied),150.106602,"150,106602",-3.438825,"-3,438825",ProRail,Randstad Noord,RN,BAAN,Amsterdam,220,Amsterdam,9,118899.938,490985.394,52.40550997,4.85670698,Amsterdam Hemhaven (gebied),ASDH,NCBG
82,7dc137f9-bb01-43c8-9458-4e6bf4e2b5bf,,60,Bestaand,,,Arcadis,9abe4f14-cf23-4758-9f74-b5aeea5eb54e,f60c764c-fda3-485e-9184-1cff5024022f,Zp-Ww,Zutphen - Winterswijk ,210,,210,210__,Zutphen - Winterswijk,41.993084,"41,993084",3.404913,"3,404913",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,245052.343,443970.81,51.97683281,6.69791479,Winterswijk - Lichtenvoorde = Groenlo,WW-LTV,Vrije baan
83,9cb13a3e-b74e-4d39-8c08-49b587f6de0a,,60,Bestaand,,,Arcadis,1d2303b4-6678-49b4-a848-b1c8232894e0,f60c764c-fda3-485e-9184-1cff5024022f,Zp-Ww,Zutphen - Winterswijk ,210,,210,210__,Zutphen - Winterswijk,41.985344,"41,985344",-3.55545,"-3,555450",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,245048.804,443980.622,51.97692156,6.69786587,Winterswijk - Lichtenvoorde = Groenlo,WW-LTV,Vrije baan
84,a96c4ce8-319f-4178-a899-3f8d57b29bc4,,60,Bestaand,,,Fugro,b1286263-f78e-4071-a65c-c0ce560ebe6a,bc2c2b97-c5ef-4959-9a28-6e0d6b75445c,Ht-Nm,s-Hertogenbosch - Nijmegen ,047,,47,047__,s Hertogenbosch - Nijmegen,43.566756,"43,566756",6.663976,"6,663976",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,167238.088,419837.508,51.76708528,5.5644921,Oss - Ravenstein,OSS-RVS,Vrije baan
85,f880813a-eb77-4bdd-95fe-100dc1f5a9ba,,60,Bestaand,,,Fugro,cf08806c-fb3e-4a3b-8f4d-5c2b3190253a,bc2c2b97-c5ef-4959-9a28-6e0d6b75445c,Ht-Nm,s-Hertogenbosch - Nijmegen ,047,,47,047__,s Hertogenbosch - Nijmegen,43.562145,"43,562145",-5.107379,"-5,107379",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,167230.397,419847.55,51.76717571,5.56438104,Oss - Ravenstein,OSS-RVS,Vrije baan
86,275ad05e-2c7d-4074-83de-135d85ade65c,,60,Bestaand,,,Fugro,eb8c6e3b-4e3a-4bb1-b60f-992243586881,bc2c2b97-c5ef-4959-9a28-6e0d6b75445c,Ht-Nm,s-Hertogenbosch - Nijmegen ,047,,47,047__,s Hertogenbosch - Nijmegen,43.553233,"43,553233",-5.793369,"-5,793369",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,167221.606,419845.746,51.76715969,5.56425363,Oss - Ravenstein,OSS-RVS,Vrije baan
87,0de79d26-1279-4b16-a78f-1635f7837005,,60,Bestaand,,,Fugro,dab7c00c-37de-4581-9753-15aa88a7824c,bc2c2b97-c5ef-4959-9a28-6e0d6b75445c,Ht-Nm,s-Hertogenbosch - Nijmegen ,047,,47,047__,s Hertogenbosch - Nijmegen,43.561883,"43,561883",5.502192,"5,502192",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,167233.065,419837.278,51.76708332,5.56441933,Oss - Ravenstein,OSS-RVS,Vrije baan
88,1ef2169d-4b33-48a9-89e4-45912374283f,,60,Bestaand,,,Arcadis,1ca1f60f-4c39-4b58-997b-b3bd76816227,af10a6f5-6687-423d-ae2c-d737f158a523,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,30.10705,"30,107050",4.981295,"4,981295",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,165598.289,557038.146,53.00020063,5.54507381,Workum - Sneek,WK-SK,Vrije baan
89,88e6602a-33d3-4790-970e-ca06877627cc,,60,Bestaand,,,Arcadis,309ca766-843d-40da-aa0c-2b37c806c768,aa51d193-965f-47a9-8e52-e93a1927b798,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,42.717413,"42,717413",-4.477437,"-4,477437",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,152420.619,463565.392,52.16024865,5.34950792,Amersfoort,AMF,PPLG
90,eb3584d7-da9d-4b7e-8320-1adb96351a5b,,60,Bestaand,,,Arcadis,ac9fa1db-de17-4f7b-8875-33ff4212d2dc,aa51d193-965f-47a9-8e52-e93a1927b798,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,42.725284,"42,725284",9.755284,"9,755284",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,152415.177,463550.102,52.1601112,5.3494285,Amersfoort,AMF,PPLG
91,3e26760c-694b-420b-a177-42a67618ab58,,60,Bestaand,,,Arcadis,702ccf38-3a04-44a0-a7dc-12c964694052,aa51d193-965f-47a9-8e52-e93a1927b798,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,42.714002,"42,714002",7.718833,"7,718833",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,152409.263,463559.805,52.16019838,5.349342,Amersfoort,AMF,PPLG
92,73b9ed5c-cf4d-448a-989c-241d3ae38004,,60,Bestaand,,,Arcadis,,c98a1b77-4d3c-47a0-aeab-82daa1a306e3,Zl-Lw,Zwolle - Leeuwarden ,009,,9,009__,Meppel - Leeuwarden,153.78562,"153,785620",-5.133199,"-5,133199",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,184123.67,567157.869,53.0904517,5.82192158,Leeuwarden - Akkrum,LW-AKM,Vrije baan
93,e69c5d8a-98dc-4277-90d6-01d4361a101c,,60,Bestaand,,,Fugro,,b22b64d9-ecc7-4894-8f90-b30311a8d45d,Bdl-Rm,Budel - Roermond ,059,,59,059__,Weert - Roermond,66.818358,"66,818358",5.486692,"5,486692",ProRail,Zuid,Z,BAAN,Limburg,340,Roermond,25,179557.536,361956.205,51.24641355,5.7389093,Weert - Haelen,WT-HLN,Vrije baan
94,9899fd34-2e2a-46e5-a437-c956142fbf4f,,60,Bestaand,,,Arcadis,29d41a15-5d95-43b5-8bf7-d1b477637500,4cd3b08a-683a-4381-ac35-d6c83f7df910,Zp-Ww,Zutphen - Winterswijk ,210,,210,210__,Zutphen - Winterswijk,33.812604,"33,812604",4.204659,"4,204659",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,237834.415,447843.075,52.01275461,6.59381781,Lichtenvoorde = Groenlo,LTV,PPLG
95,d81070d3-b173-404a-b8f4-d595944bfbe1,,60,Bestaand,,,Arcadis,a73d15f0-b06b-4b8f-abd1-7b35781dd586,4cd3b08a-683a-4381-ac35-d6c83f7df910,Zp-Ww,Zutphen - Winterswijk ,210,,210,210__,Zutphen - Winterswijk,33.799001,"33,799001",-3.637816,"-3,637816",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,237825.888,447856.271,52.01287447,6.59369682,Lichtenvoorde = Groenlo,LTV,PPLG
96,51ada1ef-df7d-4104-94a3-ab24b6b54e72,,60,Bestaand,,,Arcadis,,929910db-fd0c-45d2-878a-88e2627d9bdd,Hlg-Nscg,Harlingen - Nieuweschans Grens ,005,,5,005__,Zuidbroek - Nieuweschans Grens,115.024021,"115,024021",-3.563632,"-3,563632",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,265696.515,573690.542,53.13852571,7.04144511,Winschoten,WS,PPLG
97,7d839fd3-48ca-4c07-9617-8974ecaaefdd,,60,Bestaand,,,Arcadis,,929910db-fd0c-45d2-878a-88e2627d9bdd,Hlg-Nscg,Harlingen - Nieuweschans Grens ,005,,5,005__,Zuidbroek - Nieuweschans Grens,114.999793,"114,999793",-3.784437,"-3,784437",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,265672.718,573694.501,53.13856618,7.04109099,Winschoten,WS,PPLG
98,78904743-41e0-4a94-8c08-a6a2f8b9f9e9,,60,Bestaand,,,Arcadis,e648694e-97c3-4d8c-990c-6e78b2724d08,e7edd946-9c63-4e21-adc5-3f67f9c4ad75,Hlg-Nscg,Harlingen - Nieuweschans Grens ,002,,2,002__,Leeuwarden - Groningen,72.287472,"72,287472",-4.577871,"-4,577871",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Groningen,37,226108.818,583039.517,53.22922429,6.45204246,Hoogkerk Aansluiting - Zuidhorn,HGKA-ZH,Vrije baan
99,789c51ca-85ae-4ede-97a4-9e09c03a871b,,60,Bestaand,,,Arcadis,4916fa83-c5d1-48ef-8187-66acf95cdff0,30912d7e-3cb7-41c1-b9c5-08e81da00f00,Est-Gdm,Elst - Geldermalsen ,042,,42,042__,Vork - Kesteren,11.067459,"11,067459",5.456662,"5,456662",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Maas en Waal,28,178124,436854.523,51.91969284,5.72333266,Kesteren - Elst Aansl.,KTR-ESTA,Vrije baan
100,79566825-b616-4fc8-bfc6-c310ebd8e4af,,60,Bestaand,,,Fugro,,9e2441a7-9d7b-453c-8dd4-9f6305649e58,Zlw-Np,Lage Zwaluwe - Nispen ,120,a,120,120_a,Lage Zwaluwe - Roosendaal,19.377033,"19,377033",-6.601762,"-6,601762",ProRail,Zuid,Z,BAAN,Zeeland,310,Roosendaal,19,93023.415,397631.528,51.56420449,4.49335962,Oudenbosch - Roosendaal,ODB-RSD,Vrije baan
101,cc14fa0f-98c7-454d-84fb-fd7b0486499b,,60,Bestaand,,,Arcadis,fac50e78-2401-446c-9788-36c45025fe1f,4c50bc59-4680-4e1c-929c-7a0c173151d7,Hea-Emn,Herfte Aansl. - Emmen ,751,,751,751__,Mariënberg,34.472102,"34,472102",-6.945605,"-6,945605",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Overijssel,34,236018.528,503396.412,52.51223591,6.58069424,Mariënberg,MRB,PPLG
102,04b6a565-9c6e-4414-bfcb-07d9494ee90b,,60,Bestaand,,,Arcadis,,035c3e7e-dbe7-4aea-82b9-10351c6c830a,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,8.905167,"8,905167",3.702154,"3,702154",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Heerhugowaard,6,116143.569,545520.754,52.89541092,4.80980628,Den Helder Zuid - Anna Paulowna,HDRZ-ANA,Vrije baan
103,6aff6edc-6b29-41ef-9671-e113c6253793,,60,Bestaand,,,Arcadis,,035c3e7e-dbe7-4aea-82b9-10351c6c830a,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,8.890618,"8,890618",4.255953,"4,255953",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Heerhugowaard,6,116133.222,545530.93,52.89550162,4.80965133,Den Helder Zuid - Anna Paulowna,HDRZ-ANA,Vrije baan
104,cd0e9345-7182-442a-acc3-988b36255b81,,60,Bestaand,,,Fugro,,869a49fb-5590-47dc-822e-74783ed38d47,Mt-Vl,Maastricht - Venlo ,062,,62,062__,Sittard - Roermond,36.258409,"36,258409",8.637712,"8,637712",ProRail,Zuid,Z,BAAN,Limburg,340,Roermond,25,190955.381,348541.543,51.125228,5.90079035,Susteren - Maasbracht,SRN-MBT,Vrije baan
105,abdd239f-f381-48a0-93ab-bb0f96cf76c4,,60,Bestaand,,,Fugro,,869a49fb-5590-47dc-822e-74783ed38d47,Mt-Vl,Maastricht - Venlo ,062,,62,062__,Sittard - Roermond,36.262669,"36,262669",-8.333642,"-8,333642",ProRail,Zuid,Z,BAAN,Limburg,340,Roermond,25,190946.37,348556.545,51.12536342,5.90066315,Susteren - Maasbracht,SRN-MBT,Vrije baan
106,28bb5fcc-ddb8-4090-bfe8-2520c9f7ed0b,,60,Bestaand,,,Arcadis,c17c0aeb-327a-4831-b57c-dcffbec3eee2,13e48194-77de-4663-b695-b051606f7a8b,Ah-Zl,Arnhem - Zwolle ,018,,18,018__,Deventer - Zwolle,45.203686,"45,203686",-3.865683,"-3,865683",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,206696.152,475763.687,52.26746252,6.14453446,Deventer - Olst,DV-OST,Vrije baan
107,cf46a41a-7715-445b-840c-3b5d0f58c02a,,60,Bestaand,,,Arcadis,5236b3d6-e8cc-4144-9a50-f4fad6c2fec0,13e48194-77de-4663-b695-b051606f7a8b,Ah-Zl,Arnhem - Zwolle ,018,,18,018__,Deventer - Zwolle,45.179353,"45,179353",-4.092106,"-4,092106",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,206706,475741.132,52.26725889,6.14467526,Deventer - Olst,DV-OST,Vrije baan
